('SL04652-2022-11-02-5533','S231-13','GFmPaTlETqHCC', 'MB')
('SL22517-2022-11-02-9344','S390-8','vJrgw', 'SU')
('AC22517-2022-11-02-9464','A526-14','kkceOVDKggJAhT', 'LB')
('SL04652-2022-11-02-9353','S390-17','QVpcacyCU', 'LB')
('AC04652-2022-11-02-9459','A526-9','r', 'UB')
('SL22517-2022-11-02-9347','S390-11','JEFnTDnMN', 'UB')
('AC22517-2022-11-02-9468','A526-18','SjQGfkLBpNMEgwP', 'SU')
('AC22517-2022-11-02-9469','A527-1','NzK', 'LB')
('AC04652-2022-11-01-9707','A540-5','epJMFeITLpVG', 'SL')
('SL22517-2022-11-01-9305','S388-17','Xuv', 'LB')
('SL12058-2022-11-01-9235','S385-19','PcIJSdxCSVsEWuJZ', 'UB')
('SL12058-2022-11-01-9236','S385-20','niVPxvPJtuvD', 'LB')
('AC04652-2022-11-01-9718','A540-16','soFeLfMcBxtrJch', 'UB')
('AC22517-2022-11-02-9479','A527-11','aJE', 'SL')
('SL04652-2022-11-01-9369','S391-9','vBQfeB', 'LB')
('SL12058-2022-11-01-9261','S386-21','zRg', 'MB')
('SL22517-2022-11-02-9374','S391-14','hmbh', 'UB')
('SL04652-2022-11-01-9375','S391-15','ZE', 'SL')
('AC12058-2022-11-01-9470','A527-2','JjSWukLznlEC', 'LB')
('SL04652-2022-11-01-9397','S392-13','EfvfbzNUnuc', 'MB')
('AC22517-2022-11-02-9502','A528-16','heRcmvFY', 'UB')
('AC22517-2022-11-02-9503','A528-17','Ig', 'SL')
('AC04652-2022-11-01-9751','A542-13','pUG', 'LB')
('AC04652-2022-11-02-9508','A529-4','oSXtngWjBwWqDb', 'UB')
('SL22517-2022-11-02-9403','S392-19','iVGRVlozQAIgzkY', 'UB')
('SL22517-2022-11-02-9404','S392-20','LmjreKGxndEnSfXU', 'LB')
('AC22517-2022-11-01-9504','A528-18','blwzO', 'SU')
('SL04652-2022-11-02-9410','S393-2','KWOKjqgzsTeGf', 'MB')
('SL04652-2022-11-02-9414','S393-6','lzyKHBnytjIMaqR', 'UB')
('SL04652-2022-11-02-9415','S393-7','ekDqfuMiEqeO', 'SL')
('AC04652-2022-11-01-9762','A543-6','PD', 'SU')
('SL04652-2022-11-02-9417','S393-9','YnFnB', 'LB')
('AC22517-2022-11-02-9520','A529-16','KCcOUePvhTXat', 'UB')
('SL04652-2022-11-01-9406','S392-22','I', 'UB')
('AC22517-2022-11-01-9513','A529-9','YroDVOxCbquKyDV', 'UB')
('SL22517-2022-11-02-9423','S393-15','oyNafAPdrlQS', 'SL')
('SL04652-2022-11-02-9428','S393-20','cYZ', 'LB')
('SL22517-2022-11-02-9424','S393-16','lUNCbe', 'SU')
('AC04652-2022-11-02-9534','A530-12','qC', 'SU')
('AC22517-2022-11-01-9521','A529-17','kqpKYAnrhHQFCeXC', 'SL')
('AC04652-2022-11-01-9785','A544-11','SNGpUbhHy', 'SL')
('AC04652-2022-11-02-9540','A530-18','jghZhWHmGZurbqw', 'SU')
('SL22517-2022-11-02-9430','S393-22','l', 'UB')
('AC04652-2022-11-02-9544','A531-4','sflOIDaOnvZh', 'UB')
('AC04652-2022-11-02-9545','A531-5','gQPiBqbNeFmSL', 'SL')
('AC04652-2022-11-01-9798','A545-6','bLOOaSmvUcG', 'SU')
('SL22517-2022-11-02-9439','S394-7','lqpQBxSITxC', 'SL')
('SL22517-2022-11-01-9384','S391-24','EzxLcobm', 'SU')
('SL04652-2022-11-01-9431','S393-23','fiW', 'SL')
('AC04652-2022-11-02-9557','A531-17','tTcfmXXQlaSWH', 'SL')
('AC12058-2022-11-01-9533','A530-11','qQMzw', 'SL')
('AC04652-2022-11-01-9811','A546-1','YHCDeEoPwp', 'LB')
('AC12058-2022-11-01-9535','A530-13','QBaZcoSpUto', 'LB')
('SL04652-2022-11-01-9440','S394-8','MPajMyvgd', 'SU')
('AC22517-2022-11-01-9545','A531-5','cVuYofSswsAp', 'SL')
('SL22517-2022-11-01-9395','S392-11','exMyDzpDCowADjzd', 'UB')
('SL12058-2022-11-01-9332','S389-20','MsmitrJzWPQ', 'LB')
('AC12058-2022-11-01-9548','A531-8','zMtB', 'LB')
('AC04652-2022-11-01-9820','A546-10','PotleLXzHq', 'UB')
('SL12058-2022-11-01-9338','S390-2','I', 'MB')
('AC04652-2022-11-01-9824','A546-14','Rc', 'LB')
('AC12058-2022-11-01-9551','A531-11','XeWE', 'SL')
('SL22517-2022-11-01-9407','S392-23','lk', 'SL')
('AC04652-2022-11-02-9575','A532-17','osBBUnJ', 'SL')
('SL22517-2022-11-02-9510','S397-6','eWK', 'UB')
('AC22517-2022-11-01-9586','A533-10','pxT', 'UB')
('SL04652-2022-11-01-9493','S396-13','vaURvEztgytr', 'MB')
('AC04652-2022-11-01-9862','A548-16','LTkm', 'UB')
('SL22517-2022-11-01-9447','S394-15','asqDhpciAPZsCPH', 'SL')
('SL22517-2022-11-02-9514','S397-10','SypCbXPrBmE', 'MB')
('AC22517-2022-11-01-9591','A533-15','aBrsbGq', 'UB')
('SL12058-2022-11-01-9384','S391-24','zSSiQGmroLt', 'SU')
('SL04652-2022-11-02-9513','S397-9','IqYQYiKj', 'LB')
('AC22517-2022-11-02-9624','A535-12','KVtLeJhgZAsetDy', 'SU')
('SL04652-2022-11-01-9502','S396-22','cCh', 'UB')
('AC04652-2022-11-01-9867','A549-3','KMlcFKsfqXH', 'UB')
('AC22517-2022-11-02-9696','A539-12','LuLl', 'SU')
('SL04652-2022-11-01-9566','S399-14','UZeoscJvNpTp', 'UB')
('AC22517-2022-11-01-9676','A538-10','JevVMdaIsVbSdT', 'UB')
('AC12058-2022-11-01-9700','A539-16','XDLJuzD', 'UB')
('AC04652-2022-11-02-9724','A541-4','CODCoLj', 'UB')
('SL12058-2022-11-01-9487','S396-7','CrHXFFInQlW', 'SL')
('AC22517-2022-11-01-9718','A540-16','foDnCUAtt', 'UB')
('SL12058-2022-11-01-9488','S396-8','MZ', 'SU')
('SL22517-2022-11-02-9647','S402-23','agVysG', 'SL')
('AC04652-2022-11-02-9730','A541-10','iis', 'UB')
('SL22517-2022-11-02-9717','S405-21','ZxGoJgOnbTbagre', 'MB')
('SL22517-2022-11-01-9624','S401-24','ZuNSIFCC', 'SU')
('SL12058-2022-11-01-9544','S398-16','VwJaHA', 'SU')
('SL22517-2022-11-02-9718','S405-22','cVLvjHTsLr', 'UB')
('AC04652-2022-11-01-10030','A558-4','RW', 'UB')
('SL04652-2022-11-01-9685','S404-13','zDdxtrBFyUWX', 'MB')
('SL22517-2022-11-01-9626','S402-2','RoMSQUbhZkOPx', 'MB')
('SL22517-2022-11-02-9721','S406-1','eYKEHeIELymyuwj', 'LB')
('SL22517-2022-11-02-9731','S406-11','EkWdiCoaHrOBf', 'UB')
('SL04652-2022-11-02-9701','S405-5','KazXUUFbVf', 'MB')
('AC22517-2022-11-02-9838','A547-10','nxpmDZmSZwLwx', 'UB')
('SL22517-2022-11-01-9636','S402-12','D', 'LB')
('AC22517-2022-11-02-9839','A547-11','OiSzZbkPbUNMY', 'SL')
('AC12058-2022-11-01-9817','A546-7','qEfaXduzZfSDRG', 'LB')
('AC04652-2022-11-02-9815','A546-5','D', 'SL')
('SL04652-2022-11-01-9710','S405-14','jUItM', 'UB')
('SL12058-2022-11-01-9566','S399-14','AvQOaseJD', 'UB')
('SL12058-2022-11-01-9567','S399-15','BplfIDoKhMeLMdgi', 'SL')
('AC04652-2022-11-01-10044','A558-18','JHgsIgPWuidlG', 'SU')
('AC04652-2022-11-01-10045','A559-1','CjCqBRpXIvoeW', 'LB')
('SL04652-2022-11-01-9717','S405-21','BnWWKbaWMNnOFYyY', 'MB')
('AC22517-2022-11-02-9851','A548-5','BWuDYbxvAZ', 'SL')
('SL12058-2022-11-01-9573','S399-21','fxBjSpzHStvCDsQ', 'MB')
('SL22517-2022-11-01-9648','S402-24','SrJoUKKvZyg', 'SU')
('SL04652-2022-11-01-9724','S406-4','HNp', 'LB')
('SL12058-2022-11-01-9579','S400-3','SwzgZCHjAgNJOhny', 'UB')
('AC04652-2022-11-01-10056','A559-12','dXrtUUKdNqLJHr', 'SU')
('AC04652-2022-11-01-10057','A559-13','AIoWLoEONxCu', 'LB')
('AC04652-2022-11-02-9837','A547-9','yyK', 'UB')
('AC04652-2022-11-01-10061','A559-17','osezdQKieZ', 'SL')
('SL22517-2022-11-01-9653','S403-5','MhblW', 'MB')
('AC22517-2022-11-01-9827','A546-17','qVAmsftyJxR', 'SL')
('SL04652-2022-11-02-9741','S406-21','NLJSCM', 'MB')
('SL04652-2022-11-02-9747','S407-3','fGIRCx', 'UB')
('SL12058-2022-11-01-9660','S403-12','J', 'LB')
('SL12058-2022-11-01-9663','S403-15','JMjo', 'SL')
('SL22517-2022-11-02-9841','S411-1','FsoBWtPVVHoiZF', 'LB')
('SL04652-2022-11-02-9810','S409-18','KmRtIBVz', 'MB')
('AC22517-2022-11-01-9917','A551-17','dfjwXa', 'SL')
('AC12058-2022-11-01-9917','A551-17','bXjATAMuMzv', 'SL')
('AC22517-2022-11-01-9924','A552-6','C', 'SU')
('SL04652-2022-11-01-9820','S410-4','FTCgrXOnAXEglbg', 'LB')
('SL22517-2022-11-02-9855','S411-15','GxAMvA', 'SL')
('AC04652-2022-11-02-9947','A553-11','aAXNvXiwm', 'SL')
('SL04652-2022-11-02-9828','S410-12','RymrPriQrD', 'LB')
('SL22517-2022-11-01-9756','S407-12','OG', 'LB')
('AC12058-2022-11-01-9965','A554-11','HaSPEPvAwXnnGSEJ', 'SL')
('AC04652-2022-11-01-10178','A566-8','SaaAnPXNtvmkHo', 'LB')
('SL12058-2022-11-01-9716','S405-20','tKhzNO', 'LB')
('AC04652-2022-11-01-10179','A566-9','Xy', 'UB')
('SL22517-2022-11-01-9792','S408-24','dhdoJoXUWJsfLmH', 'SU')
('AC04652-2022-11-01-10181','A566-11','RHunP', 'SL')
('AC12058-2022-11-01-9972','A554-18','Tz', 'SU')
('AC22517-2022-11-01-9963','A554-9','LfGgU', 'UB')
('AC22517-2022-11-02-9995','A556-5','TZwlzHY', 'SL')
('SL12058-2022-11-01-9724','S406-4','N', 'LB')
('SL04652-2022-11-01-9865','S412-1','folYydfyRUxiK', 'LB')
('AC22517-2022-11-02-10005','A556-15','rtHtiBMJlnnFlszp', 'UB')
('AC12058-2022-11-01-9988','A555-16','jtTAiApWtNXCf', 'UB')
('SL22517-2022-11-02-9911','S413-23','UdZ', 'SL')
('AC04652-2022-11-01-10200','A567-12','Ut', 'SU')
('AC04652-2022-11-01-10203','A567-15','ySyrvtwuByUjr', 'UB')
('SL04652-2022-11-02-9931','S414-19','RVUpYkR', 'UB')
('AC04652-2022-11-01-10235','A569-11','sLdNTBjw', 'SL')
('SL22517-2022-11-02-9975','S416-15','pcXATC', 'SL')
('SL04652-2022-11-02-9961','S416-1','rlT', 'LB')
('SL22517-2022-11-02-9980','S416-20','tKqS', 'LB')
('SL04652-2022-11-01-9939','S415-3','GhKTaaqSVzPd', 'UB')
('SL12058-2022-11-01-9819','S410-3','uDbEdufwX', 'UB')
('SL22517-2022-11-01-9881','S412-17','qaujG', 'LB')
('SL22517-2022-11-02-9985','S417-1','evQlCThWGwOp', 'LB')
('AC22517-2022-11-02-10095','A561-15','IJwlzEAGqMe', 'UB')
('AC12058-2022-11-01-10075','A560-13','QyasiqarhjKBcxb', 'LB')
('SL04652-2022-11-01-9951','S415-15','qtyDYUC', 'SL')
('SL04652-2022-11-01-9952','S415-16','sSTOIdsakDUyt', 'SU')
('SL22517-2022-11-02-9989','S417-5','xv', 'MB')
('SL22517-2022-11-01-9891','S413-3','gfKAJOaTyiiNCBIU', 'UB')
('AC22517-2022-11-01-10071','A560-9','t', 'UB')
('SL22517-2022-11-02-9992','S417-8','ZcRrFpMRqeVnRR', 'SU')
('SL04652-2022-11-01-9968','S416-8','oisidUYB', 'SU')
('AC04652-2022-11-01-10312','A573-16','KYj', 'UB')
('AC04652-2022-11-01-10365','A576-15','O', 'UB')
('AC12058-2022-11-01-10179','A566-9','IxVodNvSvNfKE', 'UB')
('SL04652-2022-11-02-10091','S421-11','gNIDRkuMbZNH', 'UB')
('AC12058-2022-11-01-10204','A567-16','XtnBnpnnqMsq', 'UB')
('SL04652-2022-11-01-10123','S422-19','iwRdx', 'UB')
('AC04652-2022-11-01-10447','A581-7','bpIfqwHX', 'LB')
('AC12058-2022-11-01-10253','A570-11','SvNLXRpKBk', 'SL')
('SL04652-2022-11-02-10161','S424-9','yPH', 'LB')
('AC22517-2022-11-01-10238','A569-14','d', 'LB')
('SL04652-2022-11-01-10130','S423-2','yJtUoFNCUKZWOYG', 'MB')
('SL04652-2022-11-01-10131','S423-3','bJrpfi', 'UB')
('AC04652-2022-11-02-10265','A571-5','rsyzDpFCfYBokMyu', 'SL')
('SL22517-2022-11-02-10152','S423-24','FOmYgNMyTCl', 'SU')
('AC12058-2022-11-01-10259','A570-17','pYCOWqAQlj', 'SL')
('AC04652-2022-11-01-10457','A581-17','bqmAiusVxLTyPC', 'SL')
('SL04652-2022-11-01-10201','S426-1','uELQHZ', 'LB')
('AC22517-2022-11-01-10311','A573-15','dPgBVxkfJAkwGa', 'UB')
('AC12058-2022-11-01-10330','A574-16','gUFKBzJtQRhKvqPg', 'UB')
('AC22517-2022-11-01-10312','A573-16','RVMWuQfeMXYC', 'UB')
('SL22517-2022-11-02-10209','S426-9','BrFzHfg', 'LB')
('SL22517-2022-11-02-10210','S426-10','yQHQgXGNUiCHjY', 'MB')
('AC22517-2022-11-01-10314','A573-18','ykmFyppjtIS', 'SU')
('AC04652-2022-11-02-10339','A575-7','dDeaZsXxXA', 'LB')
('SL04652-2022-11-01-10205','S426-5','B', 'MB')
('SL22517-2022-11-01-10126','S422-22','aVFP', 'UB')
('SL22517-2022-11-02-10215','S426-15','aJILQmB', 'SL')
('SL22517-2022-11-01-10128','S422-24','YKSwjvG', 'SU')
('AC22517-2022-11-01-10317','A574-3','DdvKfyPzBfhiQ', 'UB')
('SL12058-2022-11-01-10075','S420-19','DmNVOWNfAqktlYH', 'UB')
('SL04652-2022-11-02-10249','S428-1','XM', 'LB')
('SL04652-2022-11-01-10210','S426-10','tVDNkpd', 'MB')
('SL22517-2022-11-02-10220','S426-20','UbEgwBGsTTvklvz', 'LB')
('SL22517-2022-11-02-10224','S426-24','HjewAEQKmA', 'SU')
('SL22517-2022-11-01-10131','S423-3','YrxlpPfUuB', 'UB')
('SL22517-2022-11-02-10228','S427-4','ZMIzyUyVdRB', 'LB')
('AC22517-2022-11-02-10387','A578-1','e', 'LB')
('AC04652-2022-11-02-10410','A579-6','qBjhNrY', 'SU')
('AC22517-2022-11-02-10405','A579-1','KvmBh', 'LB')
('AC12058-2022-11-01-10421','A579-17','v', 'SL')
('AC22517-2022-11-01-10404','A578-18','O', 'SU')
('SL04652-2022-11-02-10331','S431-11','jnEYmCuZtaoJ', 'UB')
('SL04652-2022-11-01-10302','S430-6','wmGfuL', 'UB')
('AC22517-2022-11-02-10428','A580-6','pVNkfqcMmsCFB', 'SU')
('SL04652-2022-11-01-10318','S430-22','mOT', 'UB')
('SL22517-2022-11-01-10250','S428-2','NDkC', 'MB')
('SL12058-2022-11-01-10191','S425-15','Ti', 'SL')
('AC04652-2022-11-02-10448','A581-8','VlxDyDQ', 'LB')
('AC12058-2022-11-01-10449','A581-9','Q', 'UB')
('AC04652-2022-11-02-10455','A581-15','kHTmzxSOI', 'UB')
('SL22517-2022-11-01-10262','S428-14','dsx', 'UB')
('SL22517-2022-11-02-10366','S432-22','NWxilptCbL', 'UB')
('AC12058-2022-11-01-10456','A581-16','tdBhwjsUqVlBzz', 'UB')
('SL12058-2022-11-01-10204','S426-4','ie', 'LB')
('AC22517-2022-11-02-10461','A582-3','MnoGC', 'UB')
('SL22517-2022-11-02-10399','S434-7','NdRb', 'SL')
('SL22517-2022-11-01-10295','S429-23','gTvGgJqgzHDOizs', 'SL')
('AC22517-2022-11-02-10482','A583-6','hudNYd', 'SU')
('SL22517-2022-11-02-10402','S434-10','msSgIM', 'MB')
('AC22517-2022-11-02-10491','A583-15','ThCrSUbHgPSNUr', 'UB')
('AC12058-2022-11-01-10493','A583-17','qYwHUmes', 'SL')
('SL04652-2022-11-02-10410','S434-18','DNxDpTDGDYnA', 'MB')
('AC12058-2022-11-01-10499','A584-5','GA', 'SL')
('SL04652-2022-11-01-10378','S433-10','omisBHElqOBKmLaV', 'MB')
('AC22517-2022-11-02-10506','A584-12','pzsZdW', 'SU')
('SL04652-2022-11-01-10382','S433-14','cjOKzOIGxwr', 'UB')
('SL22517-2022-11-01-10432','S435-16','ghoFsCldo', 'SU')
('SL04652-2022-11-02-10541','S440-5','d', 'MB')
('AC04652-2022-11-02-10625','A591-5','AWWITiYXnSYbSFOz', 'SL')
('AC04652-2022-11-01-10800','A600-18','Hbiuvd', 'SU')
('AC04652-2022-11-02-10628','A591-8','rOk', 'LB')
('SL22517-2022-11-01-10435','S435-19','lFVgGNcfkCo', 'UB')
('AC04652-2022-11-01-10807','A601-7','hUzqLNOSLrOoLoO', 'LB')
('AC04652-2022-11-02-10636','A591-16','cPbyRE', 'UB')
('SL22517-2022-11-02-10547','S440-11','qnJVGUSVPUrZ', 'UB')
('SL22517-2022-11-01-10443','S436-3','iVexpHaRLgWTniZ', 'UB')
('AC04652-2022-11-01-10817','A601-17','SlnEqadnqBO', 'SL')
('SL04652-2022-11-02-10554','S440-18','D', 'MB')
('SL04652-2022-11-02-10555','S440-19','aFLAFOhuJp', 'UB')
('SL12058-2022-11-01-10408','S434-16','FCPnDAuWScYDty', 'SU')
('AC12058-2022-11-01-10636','A591-16','bHGOAcA', 'UB')
('AC12058-2022-11-01-10637','A591-17','RVNh', 'SL')
('SL12058-2022-11-01-10410','S434-18','kMtIXqLMeHqKzQ', 'MB')
('SL22517-2022-11-02-10563','S441-3','oHWsCbRLOGbNKwQk', 'UB')
('AC04652-2022-11-02-10668','A593-12','Jr', 'SU')
('AC04652-2022-11-02-10670','A593-14','LFsnpgkN', 'LB')
('SL04652-2022-11-01-10548','S440-12','XqH', 'LB')
('AC12058-2022-11-01-10659','A593-3','ytAp', 'UB')
('AC22517-2022-11-02-10684','A594-10','WSPO', 'UB')
('SL22517-2022-11-01-10489','S438-1','d', 'LB')
('AC22517-2022-11-01-10700','A595-8','MNXrhqBHL', 'LB')
('AC22517-2022-11-01-10702','A595-10','yLU', 'UB')
('AC04652-2022-11-01-10900','A606-10','pTtEguByr', 'UB')
('AC12058-2022-11-01-10721','A596-11','RFIyFSBq', 'SL')
('SL04652-2022-11-01-10620','S443-12','MncvEeQZAHupaQM', 'LB')
('SL04652-2022-11-01-10621','S443-13','AGEryQyZGPzo', 'MB')
('AC22517-2022-11-02-10753','A598-7','UcZjj', 'LB')
('SL22517-2022-11-01-10559','S440-23','FsEWatNujfVHEVZd', 'SL')
('AC22517-2022-11-01-10724','A596-14','WDDP', 'LB')
('AC04652-2022-11-01-10917','A607-9','rpX', 'UB')
('AC22517-2022-11-02-10759','A598-13','NXPUbA', 'LB')
('SL04652-2022-11-01-10628','S443-20','SDig', 'LB')
('SL22517-2022-11-01-10570','S441-10','xPcim', 'MB')
('AC12058-2022-11-01-10757','A598-11','SiozKCYjSK', 'SL')
('AC22517-2022-11-02-10768','A599-4','vMsLflHanDjfuO', 'UB')
('AC04652-2022-11-02-10757','A598-11','IzmPyZx', 'SL')
('SL22517-2022-11-01-10575','S441-15','qcBJfFPjCZovCCz', 'SL')
('SL04652-2022-11-02-10675','S445-19','oNznjsYl', 'UB')
('SL04652-2022-11-02-10686','S446-6','y', 'UB')
('AC04652-2022-11-02-10768','A599-4','WYPCmfJgPYaQYGfF', 'UB')
('AC04652-2022-11-02-10769','A599-5','IiaNJEWMKjM', 'SL')
('AC22517-2022-11-01-10763','A598-17','XqAqVZiZl', 'SL')
('SL04652-2022-11-01-10669','S445-13','LEkwa', 'MB')
('SL04652-2022-11-02-10707','S447-3','ue', 'UB')
('AC22517-2022-11-01-10766','A599-2','WjQcnlPoYof', 'LB')
('AC22517-2022-11-02-10802','A601-2','lAPJuTVdeqQvo', 'LB')
('AC04652-2022-11-02-10837','A603-1','wJEd', 'LB')
('SL04652-2022-11-01-10725','S447-21','CXMth', 'MB')
('SL22517-2022-11-01-10651','S444-19','epVJXjP', 'UB')
('SL22517-2022-11-01-10652','S444-20','UGEHXoc', 'LB')
('SL12058-2022-11-01-10601','S442-17','zLIV', 'LB')
('SL04652-2022-11-01-10734','S448-6','qZFhZwLuMc', 'UB')
('AC04652-2022-11-02-10920','A607-12','NHdXjnyaiyv', 'SU')
('SL04652-2022-11-01-10786','S450-10','FfBHHc', 'MB')
('AC04652-2022-11-01-11067','A615-15','pdOOd', 'UB')
('AC12058-2022-11-01-10912','A607-4','ikEiIxLzd', 'UB')
('SL22517-2022-11-02-10815','S451-15','HjCYZezVeHX', 'SL')
('SL22517-2022-11-02-10816','S451-16','fLkmdzmlPJZk', 'SU')
('SL04652-2022-11-02-10832','S452-8','lIX', 'SU')
('SL22517-2022-11-01-10714','S447-10','bORIxxoncIpqv', 'MB')
('SL22517-2022-11-01-10715','S447-11','rHBgoYrWJrLUS', 'UB')
('AC22517-2022-11-01-10919','A607-11','MLWEzOVmCAOd', 'SL')
('AC04652-2022-11-02-10925','A607-17','nFLxHMqhh', 'SL')
('AC04652-2022-11-02-10931','A608-5','OEAJlBUHRbY', 'SL')
('SL04652-2022-11-02-10839','S452-15','MntzOYdWQ', 'SL')
('SL04652-2022-11-01-10801','S451-1','oShDxzGddp', 'LB')
('SL22517-2022-11-01-10735','S448-7','OSUDR', 'SL')
('SL04652-2022-11-02-10847','S452-23','flKqt', 'SL')
('SL04652-2022-11-02-10848','S452-24','xLDTPSAS', 'SU')
('SL22517-2022-11-02-10843','S452-19','WCtyeSAdZrEHqLR', 'UB')
('AC04652-2022-11-02-10958','A609-14','ngGIJjspSPLXP', 'LB')
('AC12058-2022-11-01-10943','A608-17','xgOafBTCUeADG', 'SL')
('AC04652-2022-11-01-11102','A617-14','EHY', 'LB')
('SL12058-2022-11-01-10712','S447-8','CBKicnHWc', 'SU')
('SL22517-2022-11-01-10790','S450-14','xxykHOFIynKDitmq', 'UB')
('AC04652-2022-11-02-11000','A612-2','IhywMNaJYkU', 'LB')
('SL04652-2022-11-02-10903','S455-7','HhRiO', 'SL')
('AC12058-2022-11-01-10984','A611-4','zAJLMQJ', 'UB')
('SL22517-2022-11-01-10795','S450-19','sUUIhnb', 'UB')
('AC12058-2022-11-01-10986','A611-6','AQUWUPMCBmvfwq', 'SU')
('AC22517-2022-11-01-10985','A611-5','iGMKJlMQ', 'SL')
('AC12058-2022-11-01-10989','A611-9','hZWXVizRLO', 'UB')
('SL04652-2022-11-02-10917','S455-21','jkLxugWfxsSpVMv', 'MB')
('SL22517-2022-11-02-10891','S454-19','ur', 'UB')
('SL04652-2022-11-01-10886','S454-14','nOeBKPoCIWOLM', 'UB')
('AC22517-2022-11-02-10994','A611-14','wcTonjTgnhXK', 'LB')
('AC04652-2022-11-01-11150','A620-8','CxOFeRwEIJmgffG', 'LB')
('SL22517-2022-11-02-10896','S454-24','rBzj', 'SU')
('AC12058-2022-11-01-11017','A613-1','wfFrQgpHjnIx', 'LB')
('AC22517-2022-11-02-11002','A612-4','BEPfTaIhSWB', 'UB')
('SL22517-2022-11-02-10910','S455-14','ULgTlNTKBvZvSNs', 'UB')
('AC04652-2022-11-01-11168','A621-8','jWUvUFfnX', 'LB')
('SL04652-2022-11-01-10906','S455-10','NJunlQL', 'MB')
('AC22517-2022-11-02-11004','A612-6','sQuglsIGhs', 'SU')
('AC22517-2022-11-02-11006','A612-8','EoBiA', 'LB')
('AC12058-2022-11-01-11023','A613-7','jVysCuunPvU', 'LB')
('AC04652-2022-11-01-11171','A621-11','gHd', 'SL')
('SL22517-2022-11-01-10837','S452-13','q', 'MB')
('SL04652-2022-11-01-10909','S455-13','sXSsjkDNyshkJ', 'MB')
('AC22517-2022-11-01-11016','A612-18','qIELuPbQcwYssq', 'SU')
('AC04652-2022-11-01-11175','A621-15','qmi', 'UB')
('AC12058-2022-11-01-11028','A613-12','imyd', 'SU')
('AC12058-2022-11-01-11029','A613-13','pwsAYrrEifWGrl', 'LB')
('AC12058-2022-11-01-11030','A613-14','ZfjZFlR', 'LB')
('SL12058-2022-11-01-10818','S451-18','dmkGXkYhCRz', 'MB')
('AC04652-2022-11-02-11069','A615-17','KUrAM', 'SL')
('SL12058-2022-11-01-10820','S451-20','X', 'LB')
('SL04652-2022-11-01-10956','S457-12','oD', 'LB')
('AC22517-2022-11-02-11049','A614-15','htUpYE', 'UB')
('SL22517-2022-11-01-10879','S454-7','ip', 'SL')
('SL04652-2022-11-01-10975','S458-7','cQ', 'SL')
('SL22517-2022-11-01-10900','S455-4','aKZvFFSd', 'LB')
('AC22517-2022-11-01-11083','A616-13','WC', 'LB')
('SL04652-2022-11-02-11012','S459-20','gbqzMIIVDy', 'LB')
('SL12058-2022-11-01-10856','S453-8','H', 'SU')
('SL04652-2022-11-01-10985','S458-17','XBMPygBiX', 'LB')
('SL04652-2022-11-02-11017','S460-1','ZWkSPDCp', 'LB')
('SL04652-2022-11-01-10987','S458-19','HJMvWSefwOua', 'UB')
('SL22517-2022-11-01-10903','S455-7','FPgDpaBpQvMk', 'SL')
('AC12058-2022-11-01-11105','A617-17','yXbrENtnQt', 'SL')
('SL22517-2022-11-01-10908','S455-12','OEndwRvaEgXFUgb', 'LB')
('AC12058-2022-11-01-11108','A618-2','BVGpc', 'LB')
('AC22517-2022-11-01-11098','A617-10','e', 'UB')
('AC12058-2022-11-01-11143','A620-1','gCErgssQYEQN', 'LB')
('AC12058-2022-11-01-11191','A622-13','hrEMXOhtOah', 'LB')
('SL22517-2022-11-02-11079','S462-15','lOZdvxAT', 'SL')
('AC22517-2022-11-02-11146','A620-4','nJkp', 'UB')
('AC04652-2022-11-01-11344','A631-4','sWWZLUh', 'UB')
('SL04652-2022-11-02-11084','S462-20','e', 'LB')
('SL04652-2022-11-02-11085','S462-21','CU', 'MB')
('AC12058-2022-11-01-11197','A623-1','U', 'LB')
('AC22517-2022-11-02-11150','A620-8','rOLaXhpJk', 'LB')
('AC22517-2022-11-02-11151','A620-9','FSfBi', 'UB')
('SL04652-2022-11-01-11072','S462-8','OruhRaIiIm', 'SU')
('SL12058-2022-11-01-10972','S458-4','sWt', 'LB')
('AC12058-2022-11-01-11206','A623-10','StL', 'UB')
('AC22517-2022-11-01-11182','A622-4','zyiePnID', 'UB')
('SL22517-2022-11-02-11100','S463-12','fQQasoSkHQhorL', 'LB')
('AC04652-2022-11-02-11218','A624-4','uzxhoTtcBtQWz', 'UB')
('SL22517-2022-11-01-11010','S459-18','MDAS', 'MB')
('AC12058-2022-11-01-11218','A624-4','i', 'UB')
('AC04652-2022-11-01-11377','A633-1','KeDau', 'LB')
('AC04652-2022-11-01-11380','A633-4','iwDHjN', 'UB')
('AC22517-2022-11-02-11179','A622-1','MASybQc', 'LB')
('SL22517-2022-11-02-11142','S465-6','MHJ', 'UB')
('SL22517-2022-11-02-11154','S465-18','foCjDJaycrocvw', 'MB')
('AC22517-2022-11-02-11229','A624-15','bgeeNPTM', 'UB')
('SL22517-2022-11-01-11106','S463-18','PObQQSNLgw', 'MB')
('SL22517-2022-11-02-11190','S467-6','KSMLsmauGVBZCoYr', 'UB')
('SL04652-2022-11-01-11173','S466-13','vFzgjNzVfBQHcFg', 'MB')
('SL04652-2022-11-02-11198','S467-14','iStVQd', 'UB')
('SL22517-2022-11-02-11195','S467-11','NQAL', 'UB')
('SL22517-2022-11-01-11172','S466-12','DfssPiDCKdfr', 'LB')
