('SL04652-2022-11-01-2625','S110-9','uil', 'LB')
('SL04652-2022-11-02-6599','S275-23','CaQqeFogi', 'SL')
('AC12058-2022-11-01-6638','A369-14','rwDFUWaF', 'LB')
('SL04652-2022-11-01-6537','S273-9','oMgkeJZkTClcJ', 'LB')
('AC22517-2022-11-01-6649','A370-7','kfWzPLLmZomplnjI', 'LB')
('SL04652-2022-11-02-6603','S276-3','x', 'UB')
('SL22517-2022-11-02-6615','S276-15','vSiJYptTYImlbd', 'SL')
('SL12058-2022-11-01-6457','S270-1','kgmR', 'LB')
('SL04652-2022-11-01-6542','S273-14','GfRlCJYvGod', 'UB')
('AC12058-2022-11-01-6647','A370-5','zzrziJZ', 'SL')
('AC22517-2022-11-02-6652','A370-10','X', 'UB')
('AC04652-2022-11-02-6652','A370-10','ESahjgd', 'UB')
('AC04652-2022-11-01-6926','A385-14','yoGNV', 'LB')
('SL04652-2022-11-01-6546','S273-18','tqKGIPKVQqvPuog', 'MB')
('AC04652-2022-11-02-6657','A370-15','qsTcHmIENBr', 'UB')
('AC04652-2022-11-01-6927','A385-15','XrnMLuKE', 'UB')
('AC04652-2022-11-01-6928','A385-16','ih', 'UB')
('AC04652-2022-11-02-6658','A370-16','ldkJFoyreU', 'UB')
('AC12058-2022-11-01-6658','A370-16','zWYXGNSc', 'UB')
('AC22517-2022-11-01-6672','A371-12','Gxm', 'SU')
('AC22517-2022-11-01-6681','A372-3','wWgFNkVBU', 'UB')
('AC12058-2022-11-01-6672','A371-12','DHsyIITGifMXkeFg', 'SU')
('AC12058-2022-11-01-6673','A371-13','qzVbju', 'LB')
('AC04652-2022-11-01-6947','A386-17','SsnaRyoHMyUp', 'SL')
('SL22517-2022-11-01-6548','S273-20','qXa', 'LB')
('SL22517-2022-11-01-6549','S273-21','hgax', 'MB')
('SL04652-2022-11-01-6581','S275-5','tjsRiEGPr', 'MB')
('AC12058-2022-11-01-6689','A372-11','skSktlbJArXNC', 'SL')
('AC12058-2022-11-01-6690','A372-12','IxVHvoxbNR', 'SU')
('AC22517-2022-11-02-6692','A372-14','Nyncj', 'LB')
('AC22517-2022-11-01-6693','A372-15','RBoSv', 'UB')
('SL22517-2022-11-02-6661','S278-13','gseHWr', 'MB')
('SL04652-2022-11-01-6588','S275-12','dFFtxYi', 'LB')
('AC12058-2022-11-01-6694','A372-16','i', 'UB')
('SL04652-2022-11-02-6655','S278-7','w', 'SL')
('SL04652-2022-11-01-6607','S276-7','QS', 'SL')
('SL04652-2022-11-02-6665','S278-17','WqWol', 'LB')
('AC22517-2022-11-01-6703','A373-7','VYlc', 'LB')
('AC22517-2022-11-02-6720','A374-6','X', 'SU')
('SL12058-2022-11-01-6515','S272-11','FJYh', 'UB')
('AC22517-2022-11-02-6723','A374-9','PGekyuDPsgtXoP', 'UB')
('AC12058-2022-11-01-6722','A374-8','HusmBOcWqJEit', 'LB')
('SL22517-2022-11-01-6581','S275-5','TCacPu', 'MB')
('AC12058-2022-11-01-6725','A374-11','EbLTgsLK', 'SL')
('SL04652-2022-11-01-6617','S276-17','yej', 'LB')
('SL04652-2022-11-01-6630','S277-6','KH', 'UB')
('AC12058-2022-11-01-6736','A375-4','sveC', 'UB')
('AC22517-2022-11-02-6745','A375-13','WHtD', 'LB')
('AC04652-2022-11-02-6734','A375-2','lBrWCWs', 'LB')
('AC22517-2022-11-01-6746','A375-14','aMknAOIMxOlVK', 'LB')
('SL12058-2022-11-01-6552','S273-24','UfvOwZFDV', 'SU')
('SL04652-2022-11-02-6716','S280-20','XxX', 'LB')
('AC12058-2022-11-01-6764','A376-14','KWh', 'LB')
('AC22517-2022-11-01-6759','A376-9','Su', 'UB')
('SL22517-2022-11-01-6621','S276-21','jirYIoLGdrnSo', 'MB')
('SL12058-2022-11-01-6560','S274-8','WcgAIlTVUfuyGGto', 'SU')
('AC22517-2022-11-02-6790','A378-4','XRaRnTcuq', 'UB')
('SL22517-2022-11-01-6631','S277-7','jMTk', 'SL')
('AC04652-2022-11-01-7038','A391-18','JJZzNIKE', 'SU')
('AC04652-2022-11-02-6771','A377-3','gYLThkiZRSDRy', 'UB')
('AC22517-2022-11-01-6776','A377-8','PrGR', 'LB')
('AC04652-2022-11-01-7042','A392-4','Qaki', 'UB')
('SL22517-2022-11-01-6635','S277-11','AnvKbNducHLb', 'UB')
('SL04652-2022-11-02-6739','S281-19','vOzOHrkvewbZOIB', 'UB')
('AC04652-2022-11-01-7048','A392-10','iejoZjct', 'UB')
('AC22517-2022-11-02-6802','A378-16','UACekBzezovorS', 'UB')
('AC22517-2022-11-02-6803','A378-17','XwCXqdOSpfLb', 'SL')
('SL22517-2022-11-02-6750','S282-6','UpLqTJZGKEALwT', 'UB')
('AC04652-2022-11-02-6780','A377-12','KnPopJFDBSb', 'SU')
('AC04652-2022-11-02-6781','A377-13','MSyDMkGukPhC', 'LB')
('SL12058-2022-11-01-6587','S275-11','PgqULn', 'UB')
('AC22517-2022-11-02-6807','A379-3','M', 'UB')
('AC22517-2022-11-01-6785','A377-17','bvBDygR', 'SL')
('SL22517-2022-11-02-6812','S284-20','ZXIpQRrB', 'LB')
('SL12058-2022-11-01-6659','S278-11','ZbqvCUcRUyga', 'UB')
('SL12058-2022-11-01-6660','S278-12','aemWYUw', 'LB')
('SL04652-2022-11-01-6795','S284-3','MPGisAzeQCuxY', 'UB')
('AC04652-2022-11-01-7139','A397-11','lLnIMVeT', 'SL')
('AC22517-2022-11-01-6894','A383-18','qjKzYpzmowPJz', 'SU')
('AC22517-2022-11-01-6896','A384-2','Uk', 'LB')
('SL04652-2022-11-01-6834','S285-18','g', 'MB')
('SL22517-2022-11-02-6868','S287-4','UTCjCGcRrPVC', 'LB')
('SL12058-2022-11-01-6714','S280-18','dKukwZYwZT', 'MB')
('SL12058-2022-11-01-6720','S280-24','cvtlGg', 'SU')
('SL12058-2022-11-01-6768','S282-24','Q', 'SU')
('SL04652-2022-11-01-6909','S288-21','vqSsPnxoxPrAH', 'MB')
('SL04652-2022-11-02-6932','S289-20','svtIjdXHok', 'LB')
('AC04652-2022-11-01-7230','A402-12','aWftPW', 'SU')
('SL22517-2022-11-01-6837','S285-21','gYvWqglKVTmf', 'MB')
('AC12058-2022-11-01-6982','A388-16','SsJF', 'UB')
('AC12058-2022-11-01-6983','A388-17','sQO', 'SL')
('SL04652-2022-11-02-6953','S290-17','bmvpvD', 'LB')
('SL22517-2022-11-01-6866','S287-2','TrmMKFO', 'MB')
('SL04652-2022-11-01-6943','S290-7','MfSjfroRuiHuapW', 'SL')
('SL22517-2022-11-02-6958','S290-22','IHLulUHbFgwY', 'UB')
('AC04652-2022-11-02-6993','A389-9','hQEMxhK', 'UB')
('SL22517-2022-11-02-6964','S291-4','auJtJfIjdPo', 'LB')
('AC22517-2022-11-02-7024','A391-4','z', 'UB')
('AC04652-2022-11-02-6996','A389-12','kllmJECCNwiUEqeG', 'SU')
('SL04652-2022-11-02-6977','S291-17','tYeFbbQyN', 'LB')
('AC22517-2022-11-01-6996','A389-12','wTKMkNwcgsmcYye', 'SU')
('SL22517-2022-11-01-6878','S287-14','FMM', 'UB')
('AC22517-2022-11-01-6998','A389-14','NPJEfpIKDYz', 'LB')
('AC22517-2022-11-02-7036','A391-16','KridbLdilQ', 'UB')
('SL12058-2022-11-01-6826','S285-10','BLtVhbV', 'MB')
('AC04652-2022-11-02-7014','A390-12','OxpKnaUC', 'SU')
('SL22517-2022-11-01-6885','S287-21','VyA', 'MB')
('SL04652-2022-11-01-6959','S290-23','LeIoU', 'SL')
('AC22517-2022-11-02-7063','A393-7','OhfYftPYxcVLOjlN', 'LB')
('SL22517-2022-11-02-6997','S292-13','mJyLfbFRjx', 'MB')
('AC12058-2022-11-01-7131','A397-3','uiouLUg', 'UB')
('SL22517-2022-11-01-6981','S291-21','L', 'MB')
('AC04652-2022-11-01-7394','A411-14','CfxrvjTglzMghF', 'LB')
('SL22517-2022-11-02-7069','S295-13','j', 'MB')
('AC22517-2022-11-01-7126','A396-16','XSJRSdKMkQ', 'UB')
('SL04652-2022-11-01-7056','S294-24','MAcfjgpnMT', 'SU')
('SL04652-2022-11-02-7095','S296-15','RabPxOowFAPrfXkg', 'SL')
('AC22517-2022-11-01-7127','A396-17','imZouIXyJcCIOa', 'SL')
('AC04652-2022-11-02-7148','A398-2','cZXDT', 'LB')
('SL04652-2022-11-02-7117','S297-13','crKHjNiYZRRYgAIQ', 'MB')
('SL22517-2022-11-01-7043','S294-11','XkiJVHtN', 'UB')
('AC12058-2022-11-01-7190','A400-8','SWFWaTTcLcpO', 'LB')
('AC04652-2022-11-01-7492','A417-4','YsUodpQKpwG', 'UB')
('SL04652-2022-11-01-7147','S298-19','rGsopsplAJBe', 'UB')
('SL22517-2022-11-02-7205','S301-5','JQhaFYweZEosW', 'MB')
('AC04652-2022-11-01-7547','A420-5','UkMgCSKB', 'SL')
('AC22517-2022-11-01-7272','A404-18','DCRFJJ', 'SU')
('SL22517-2022-11-01-7124','S297-20','lwrBhMcxOkqWRPjq', 'LB')
('AC22517-2022-11-02-7303','A406-13','TjLwTCKSab', 'LB')
('SL22517-2022-11-02-7212','S301-12','XDAGUY', 'LB')
('AC04652-2022-11-01-7551','A420-9','IPuVPVgPqDCOUqG', 'UB')
('AC22517-2022-11-01-7277','A405-5','NSbr', 'SL')
('AC12058-2022-11-01-7268','A404-14','D', 'LB')
('AC22517-2022-11-01-7283','A405-11','cBvzcAcfyfiat', 'SL')
('SL04652-2022-11-01-7230','S302-6','zyhFCKfwXTsB', 'UB')
('SL04652-2022-11-02-7261','S303-13','VmYFpCWRraH', 'MB')
('SL04652-2022-11-01-7274','S304-2','eedJsenFZ', 'MB')
('AC22517-2022-11-01-7352','A409-8','LKMhj', 'LB')
('SL04652-2022-11-02-7297','S305-1','B', 'LB')
('AC22517-2022-11-02-7447','A414-13','kkGDjDxe', 'LB')
('SL22517-2022-11-02-7347','S307-3','MXikthcLseBtKm', 'UB')
('SL22517-2022-11-01-7268','S303-20','drPn', 'LB')
('SL04652-2022-11-02-7352','S307-8','osJS', 'SU')
('SL12058-2022-11-01-7221','S301-21','M', 'MB')
('AC04652-2022-11-02-7428','A413-12','YHxcyw', 'SU')
('SL04652-2022-11-02-7391','S308-23','YoJae', 'SL')
('SL04652-2022-11-02-7399','S309-7','soEgIZmCpdGCuvl', 'SL')
('SL04652-2022-11-02-7400','S309-8','YoW', 'SU')
('SL04652-2022-11-02-7405','S309-13','XLJHu', 'MB')
('SL22517-2022-11-02-7415','S309-23','OexLpGmVcrH', 'SL')
('AC04652-2022-11-02-7458','A415-6','GSOauLMtEhrLnQA', 'SU')
('AC04652-2022-11-01-7723','A430-1','PzjIyiUaWfiayjm', 'LB')
('AC12058-2022-11-01-7466','A415-14','u', 'LB')
('AC12058-2022-11-01-7475','A416-5','aBYc', 'SL')
('AC22517-2022-11-02-7538','A419-14','iJsGOSSHwyDG', 'LB')
('SL12058-2022-11-01-7264','S303-16','JLdLPksgeoB', 'SU')
('SL12058-2022-11-01-7265','S303-17','KXw', 'LB')
('AC12058-2022-11-01-7479','A416-9','zrAxARtn', 'UB')
('AC04652-2022-11-02-7477','A416-7','Yo', 'LB')
('SL22517-2022-11-02-7470','S312-6','uAKeCf', 'UB')
('AC12058-2022-11-01-7517','A418-11','TVWs', 'SL')
('SL04652-2022-11-02-7472','S312-8','ukqwAa', 'SU')
('AC12058-2022-11-01-7528','A419-4','HKjhINmriGYItc', 'UB')
('SL22517-2022-11-02-7494','S313-6','jxWLeHXPgZorrJto', 'UB')
('AC04652-2022-11-01-7787','A433-11','K', 'SL')
('SL12058-2022-11-01-7323','S306-3','PUyMOWzOYMvmeyw', 'UB')
('SL22517-2022-11-01-7382','S308-14','wMItaV', 'UB')
('AC22517-2022-11-02-7613','A423-17','nmlssV', 'SL')
('SL04652-2022-11-01-7474','S312-10','CO', 'MB')
('AC12058-2022-11-01-7549','A420-7','mrhYrQX', 'LB')
('SL22517-2022-11-02-7518','S314-6','j', 'UB')
('AC04652-2022-11-02-7596','A422-18','IWIcKsnEKMPFvFL', 'SU')
('AC04652-2022-11-01-7852','A437-4','zHOAIpYThNHCnmR', 'UB')
('AC04652-2022-11-01-7853','A437-5','ptAbJslGDdGWB', 'SL')
('SL22517-2022-11-02-7557','S315-21','kI', 'MB')
('AC22517-2022-11-02-7656','A426-6','JuOQdkj', 'SU')
('AC22517-2022-11-02-7666','A426-16','VJ', 'UB')
('AC12058-2022-11-01-7612','A423-16','XBg', 'UB')
('AC22517-2022-11-01-7623','A424-9','oHZPAdNnN', 'UB')
('AC12058-2022-11-01-7626','A424-12','bWzudqgzKRes', 'SU')
('SL04652-2022-11-01-7573','S316-13','cdNbvopG', 'MB')
('AC12058-2022-11-01-7647','A425-15','TWf', 'UB')
('SL04652-2022-11-02-7584','S316-24','RHdzZG', 'SU')
('AC04652-2022-11-01-7907','A440-5','suZQHCAHTDRN', 'SL')
('SL12058-2022-11-01-7445','S311-5','aYpGipOgqbcvN', 'MB')
('AC04652-2022-11-01-7915','A440-13','sFqqx', 'LB')
('AC22517-2022-11-01-7658','A426-8','YUpBIYFEMiYUvr', 'LB')
('SL04652-2022-11-02-7596','S317-12','GSKMyYDhdrTYU', 'LB')
('SL22517-2022-11-02-7614','S318-6','CsooYHFa', 'UB')
('AC04652-2022-11-01-7919','A440-17','JuIvsLphGHxPzV', 'SL')
('SL04652-2022-11-02-7600','S317-16','bJHiuTikf', 'SU')
('AC04652-2022-11-01-7921','A441-1','I', 'LB')
('SL22517-2022-11-02-7617','S318-9','xbQYqPapY', 'LB')
('SL22517-2022-11-02-7623','S318-15','JrBRUoVuRndG', 'SL')
('SL04652-2022-11-02-7613','S318-5','EWLfkSZSP', 'MB')
('AC22517-2022-11-02-7739','A430-17','a', 'SL')
('SL04652-2022-11-01-7600','S317-16','iROUILsoloacuf', 'SU')
('SL22517-2022-11-02-7649','S319-17','MxrkO', 'LB')
('AC22517-2022-11-02-7772','A432-14','OVQdNEJ', 'LB')
('SL22517-2022-11-02-7656','S319-24','ZxgOSBzFufkK', 'SU')
('AC12058-2022-11-01-7703','A428-17','QdpPugk', 'SL')
('AC12058-2022-11-01-7704','A428-18','V', 'SU')
('SL12058-2022-11-01-7487','S312-23','zzxSTmOAjRZxN', 'SL')
('SL04652-2022-11-02-7650','S319-18','BPFGyiXADPpEs', 'MB')
('SL04652-2022-11-01-7633','S319-1','AoIuessJyqKkR', 'LB')
('SL04652-2022-11-01-7634','S319-2','CcQ', 'MB')
('SL22517-2022-11-02-7667','S320-11','NYjgZdwaZkqJN', 'UB')
('SL12058-2022-11-01-7492','S313-4','PDZqSpMSAlDNOqnk', 'LB')
('SL12058-2022-11-01-7495','S313-7','kDdKKxtMipUFg', 'SL')
('SL12058-2022-11-01-7498','S313-10','zKc', 'MB')
('SL04652-2022-11-02-7662','S320-6','EJbumqAkmyDm', 'UB')
('AC04652-2022-11-02-7741','A431-1','AXYqIphI', 'LB')
('AC04652-2022-11-01-7983','A444-9','vBgby', 'UB')
('SL22517-2022-11-02-7681','S321-1','K', 'LB')
('SL22517-2022-11-02-7682','S321-2','ZrMBfXMsEpLwp', 'MB')
('AC12058-2022-11-01-7726','A430-4','WVQDD', 'UB')
('AC22517-2022-11-02-7806','A434-12','cjQDcSweXi', 'SU')
('SL04652-2022-11-01-7654','S319-22','COLOoijGNnVpoQkx', 'UB')
('AC22517-2022-11-01-7736','A430-14','QKzmCJJiayqOJN', 'LB')
('AC22517-2022-11-02-7809','A434-15','BzLIXIG', 'UB')
('AC04652-2022-11-01-8051','A448-5','Icjueup', 'SL')
('AC22517-2022-11-02-7928','A441-8','TrLkWFbNUk', 'LB')
('SL04652-2022-11-01-7793','S325-17','zsIFKFa', 'LB')
('AC04652-2022-11-02-7895','A439-11','yATpivzWfr', 'SL')
('AC04652-2022-11-01-8134','A452-16','AKBOpeDIXHu', 'UB')
('AC22517-2022-11-02-7951','A442-13','xfcOESADuagdfdIJ', 'LB')
('AC04652-2022-11-01-8135','A452-17','L', 'SL')
('AC04652-2022-11-01-8136','A452-18','r', 'SU')
('SL22517-2022-11-02-7811','S326-11','ThveQlxN', 'UB')
('AC12058-2022-11-01-7873','A438-7','kOZSzjilOZSbb', 'LB')
('AC04652-2022-11-02-7918','A440-16','SScBzRnsAPoFJL', 'UB')
('SL12058-2022-11-01-7662','S320-6','XsPFRRFz', 'UB')
('AC04652-2022-11-01-8158','A454-4','viTQXOnkjUanKM', 'UB')
('SL12058-2022-11-01-7666','S320-10','C', 'MB')
('SL22517-2022-11-01-7762','S324-10','UUWSecA', 'MB')
('SL22517-2022-11-02-7834','S327-10','kQyibyAqWfR', 'MB')
('AC22517-2022-11-01-7903','A440-1','rhrqztKCHv', 'LB')
('SL22517-2022-11-02-7839','S327-15','nYjiXEZwerSzm', 'SL')
('AC22517-2022-11-02-7981','A444-7','hVI', 'LB')
('AC12058-2022-11-01-7904','A440-2','LVLTyvtvTixHf', 'LB')
('SL04652-2022-11-01-7847','S327-23','bOmEjQtqIwZHkovy', 'SL')
('AC12058-2022-11-01-7908','A440-6','rWYs', 'SU')
('SL04652-2022-11-01-7848','S327-24','b', 'SU')
('AC22517-2022-11-01-7906','A440-4','oZlLq', 'UB')
('SL22517-2022-11-01-7769','S324-17','IHWclBbRZ', 'LB')
('SL04652-2022-11-02-7851','S328-3','Bun', 'UB')
('AC04652-2022-11-02-7932','A441-12','wPWAhZDJvZRmwZjo', 'SU')
('SL22517-2022-11-02-7853','S328-5','CmaCcJapXJel', 'MB')
('SL04652-2022-11-01-7916','S330-20','PziXf', 'LB')
('SL22517-2022-11-02-7913','S330-17','mDkvIKbIzwpSE', 'LB')
('AC22517-2022-11-02-8046','A447-18','ST', 'SU')
('SL22517-2022-11-02-7915','S330-19','HKhdVDgBXVRoPJW', 'UB')
('SL04652-2022-11-01-7926','S331-6','cKbsodhXCqyhg', 'UB')
('SL04652-2022-11-01-7927','S331-7','pOTaWxcxrDtupWi', 'SL')
('SL04652-2022-11-02-7942','S331-22','cM', 'UB')
('AC04652-2022-11-01-8258','A459-14','EjXowRHz', 'LB')
('AC22517-2022-11-01-7988','A444-14','pXBVZoR', 'LB')
('SL04652-2022-11-01-7943','S331-23','Ay', 'SL')
('SL22517-2022-11-02-7936','S331-16','MclKNHkbrJE', 'SU')
('AC04652-2022-11-01-8269','A460-7','AAGWVrOnZw', 'LB')
('AC22517-2022-11-02-8075','A449-11','gtzXTlaLF', 'SL')
('AC12058-2022-11-01-8060','A448-14','KnLwOdYkF', 'LB')
('AC04652-2022-11-02-8072','A449-8','Pgx', 'LB')
('AC04652-2022-11-01-8322','A463-6','Jxy', 'SU')
('SL12058-2022-11-01-7831','S327-7','D', 'SL')
('AC04652-2022-11-01-8324','A463-8','ecLaFcENRCTnwIV', 'LB')
('AC22517-2022-11-02-8118','A451-18','HOpJvQGVfrVOuDBH', 'SU')
('SL04652-2022-11-01-8006','S334-14','xvsO', 'UB')
('AC22517-2022-11-01-8051','A448-5','ZMPnEyMa', 'SL')
('AC22517-2022-11-02-8122','A452-4','fsOcl', 'UB')
('AC12058-2022-11-01-8073','A449-9','fRRStuQOUmXQ', 'UB')
('AC04652-2022-11-02-8143','A453-7','ipWjYJMSnvKVP', 'LB')
('SL22517-2022-11-01-7962','S332-18','RvzoJgEaVEyvbXj', 'MB')
('SL22517-2022-11-02-8055','S336-15','yRPJuWhpRzc', 'SL')
('AC04652-2022-11-01-8380','A466-10','Mn', 'UB')
('AC22517-2022-11-01-8109','A451-9','IxFiejLidwWpMSW', 'UB')
('SL04652-2022-11-02-8060','S336-20','nzgbNmeRfT', 'LB')
('AC22517-2022-11-01-8110','A451-10','GnYgyo', 'UB')
('AC04652-2022-11-01-8391','A467-3','MRi', 'UB')
('AC04652-2022-11-01-8414','A468-8','NYZIxc', 'LB')
('AC22517-2022-11-01-8168','A454-14','BLQeYG', 'LB')
('SL22517-2022-11-01-8098','S338-10','sHwFUNCtZlMICI', 'MB')
('SL12058-2022-11-01-8036','S335-20','XmZQROSFVZsDuxJ', 'LB')
('SL04652-2022-11-01-8202','S342-18','dixHyQskvm', 'MB')
('SL12058-2022-11-01-8040','S335-24','HX', 'SU')
('SL22517-2022-11-01-8109','S338-21','zlXPzUQVINXFihPK', 'MB')
('SL22517-2022-11-01-8110','S338-22','kSaHNolxOnnepbE', 'UB')
('SL04652-2022-11-02-8173','S341-13','ZTaB', 'MB')
('AC12058-2022-11-01-8255','A459-11','vTEImdlrHvyhJdf', 'SL')
('SL04652-2022-11-02-8176','S341-16','hIqj', 'SU')
('AC04652-2022-11-01-8521','A474-7','oTccDfvvMO', 'LB')
('SL12058-2022-11-01-8053','S336-13','PXeiPetXqMrce', 'MB')
('SL22517-2022-11-01-8124','S339-12','OhskoGUph', 'LB')
('SL04652-2022-11-02-8184','S341-24','EXlBMpnwYV', 'SU')
('AC04652-2022-11-02-8303','A462-5','U', 'SL')
('AC22517-2022-11-02-8326','A463-10','zmEqeGtPN', 'UB')
('AC12058-2022-11-01-8271','A460-9','epTYMnXwEsn', 'UB')
('AC22517-2022-11-02-8335','A464-1','HUKS', 'LB')
('SL22517-2022-11-01-8133','S339-21','gNBIe', 'MB')
('AC22517-2022-11-01-8265','A460-3','hHhKmNgegdi', 'UB')
('AC04652-2022-11-01-8547','A475-15','w', 'UB')
('SL12058-2022-11-01-8073','S337-9','vP', 'LB')
('AC22517-2022-11-02-8397','A467-9','nNbyyMEaVNHQy', 'UB')
('AC04652-2022-11-01-8625','A480-3','bac', 'UB')
('SL12058-2022-11-01-8140','S340-4','zMVycfrvlraPhBJ', 'LB')
('AC04652-2022-11-01-8644','A481-4','yRzvOegoktIUW', 'UB')
('SL12058-2022-11-01-8167','S341-7','mDMqKMjvSOeNj', 'SL')
('SL12058-2022-11-01-8168','S341-8','NhZVAhWz', 'SU')
('SL04652-2022-11-02-8324','S347-20','gOZriQVxEaAVRsXe', 'LB')
('AC22517-2022-11-01-8375','A466-5','vlyHHWDJwAtAHQIl', 'SL')
('AC22517-2022-11-02-8482','A472-4','u', 'UB')
('AC22517-2022-11-02-8486','A472-8','WcZCG', 'LB')
('SL22517-2022-11-02-8342','S348-14','DUcJcD', 'UB')
('AC04652-2022-11-01-8670','A482-12','ktmbJDbvbEglbkI', 'SU')
('SL22517-2022-11-01-8278','S345-22','kLvOIb', 'UB')
('AC22517-2022-11-02-8492','A472-14','rMTdLnQMNp', 'LB')
('SL04652-2022-11-01-8365','S349-13','FHUHaaI', 'MB')
('AC22517-2022-11-01-8414','A468-8','gBAUgJxnFpce', 'LB')
('SL04652-2022-11-02-8364','S349-12','knqPM', 'LB')
('SL12058-2022-11-01-8212','S343-4','C', 'LB')
('SL12058-2022-11-01-8213','S343-5','cwoD', 'MB')
('SL22517-2022-11-01-8307','S347-3','bhXRczBKsAjb', 'UB')
('AC12058-2022-11-01-8417','A468-11','WCxpvLEGn', 'SL')
('SL04652-2022-11-02-8370','S349-18','fW', 'MB')
('AC04652-2022-11-02-8481','A472-3','QIcDhAeIfNxb', 'UB')
('AC12058-2022-11-01-8420','A468-14','JFyD', 'LB')
('AC22517-2022-11-02-8521','A474-7','sIHNskDoqfPilXJ', 'LB')
('AC22517-2022-11-01-8438','A469-14','UpDdbTO', 'LB')
('AC04652-2022-11-01-8706','A484-12','TdjUitMnzzXpOp', 'SU')
('AC22517-2022-11-01-8449','A470-7','KR', 'LB')
('SL22517-2022-11-01-8324','S347-20','IXnRhkH', 'LB')
('SL04652-2022-11-01-8408','S351-8','lkJPxTKHvtAs', 'SU')
('SL12058-2022-11-01-8303','S346-23','Jt', 'SL')
('SL22517-2022-11-01-8401','S351-1','QI', 'LB')
('SL04652-2022-11-02-8454','S353-6','gPcPJSROul', 'UB')
('AC04652-2022-11-02-8580','A477-12','vdeEBRAZVgJQD', 'SU')
('AC04652-2022-11-01-8783','A488-17','TBurnxHZXdsY', 'SL')
('SL12058-2022-11-01-8320','S347-16','ULQrdomxAanDt', 'SU')
('AC04652-2022-11-01-8787','A489-3','uYtozCqLtcGQD', 'UB')
('AC04652-2022-11-02-8590','A478-4','DUdNu', 'UB')
('SL04652-2022-11-01-8495','S354-23','smyIXTDjhbUt', 'SL')
('SL22517-2022-11-01-8414','S351-14','ompDdZKEjqBpa', 'UB')
('SL22517-2022-11-02-8461','S353-13','VkDFvFTNF', 'MB')
('AC12058-2022-11-01-8528','A474-14','Qaiv', 'LB')
('SL22517-2022-11-02-8463','S353-15','Lt', 'SL')
('AC12058-2022-11-01-8530','A474-16','ZXXJFkwW', 'UB')
('SL04652-2022-11-01-8498','S355-2','Fdj', 'MB')
('AC22517-2022-11-01-8536','A475-4','NbubWDiSy', 'UB')
('SL22517-2022-11-01-8423','S351-23','cKkeoK', 'SL')
('AC04652-2022-11-01-8797','A489-13','biw', 'LB')
('SL04652-2022-11-02-8477','S354-5','jBINVk', 'MB')
('AC22517-2022-11-01-8555','A476-5','AROwsRXtQOwgAdVA', 'SL')
('SL12058-2022-11-01-8343','S348-15','ubTvtEUYmHiiFJl', 'SL')
('SL04652-2022-11-01-8534','S356-14','dIJjVzfdYh', 'UB')
('SL04652-2022-11-02-8519','S355-23','uARnd', 'SL')
('SL22517-2022-11-01-8466','S353-18','ctHUXZwMddzNdTp', 'MB')
('AC04652-2022-11-02-8653','A481-13','euU', 'LB')
('SL12058-2022-11-01-8415','S351-15','sqFwZEXfF', 'SL')
('SL22517-2022-11-01-8509','S355-13','EIAQLxgINZxahS', 'MB')
('AC04652-2022-11-01-8891','A494-17','kzCsEEF', 'SL')
('AC12058-2022-11-01-8624','A480-2','RxmfWvNKPf', 'LB')
('AC04652-2022-11-01-8916','A496-6','uC', 'SU')
('AC22517-2022-11-02-8726','A485-14','QoKWsfiBFRVk', 'LB')
('AC04652-2022-11-02-8713','A485-1','BJVIuNu', 'LB')
('AC04652-2022-11-02-8715','A485-3','yUvwQveug', 'UB')
('AC04652-2022-11-01-8930','A497-2','sNIcprWuD', 'LB')
('AC12058-2022-11-01-8665','A482-7','cyMhbt', 'LB')
('AC22517-2022-11-02-8747','A486-17','yetLuXChHxTj', 'SL')
('AC12058-2022-11-01-8667','A482-9','wITeYLmsgrRlKv', 'UB')
('AC12058-2022-11-01-8668','A482-10','XLAhd', 'UB')
('SL12058-2022-11-01-8461','S353-13','K', 'MB')
('SL22517-2022-11-02-8581','S358-13','R', 'MB')
('SL04652-2022-11-02-8621','S360-5','JFTeQQ', 'MB')
('SL04652-2022-11-01-8621','S360-5','AIfPQV', 'MB')
('SL22517-2022-11-02-8592','S358-24','sgjceTsKK', 'SU')
('AC22517-2022-11-02-8764','A487-16','MtuzdZVjif', 'UB')
('AC22517-2022-11-02-8765','A487-17','X', 'SL')
('AC22517-2022-11-02-8767','A488-1','nrsCRPgcbzUK', 'LB')
('SL22517-2022-11-02-8595','S359-3','CBZJARQJsBYgoT', 'UB')
('AC12058-2022-11-01-8694','A483-18','Se', 'SU')
('SL04652-2022-11-02-8634','S360-18','RJwNTwqQdVfOIdzy', 'MB')
('SL04652-2022-11-01-8637','S360-21','XFM', 'MB')
('AC04652-2022-11-01-8975','A499-11','xoTGV', 'SL')
('SL04652-2022-11-02-8644','S361-4','kNPDbaAWj', 'LB')
('AC04652-2022-11-01-8981','A499-17','KoVGJSCS', 'SL')
('SL12058-2022-11-01-8494','S354-22','TuDmcKvnlS', 'UB')
('AC12058-2022-11-01-8709','A484-15','VSVODHFNxy', 'UB')
('SL04652-2022-11-01-8645','S361-5','LfPuixyYvxxuDnyv', 'MB')
('AC22517-2022-11-01-8737','A486-7','L', 'LB')
('SL04652-2022-11-01-8668','S362-4','amUlRIPQPwbqx', 'LB')
