('SL22517-2022-11-01-148','S7-4','YbTtbvI', 'LB')
('AC22517-2022-11-01-4936','A275-4','LaSegzBpk', 'UB')
('SL04652-2022-11-02-4880','S204-8','cfKM', 'SU')
('SL04652-2022-11-01-4865','S203-17','RmIRsnY', 'LB')
('AC04652-2022-11-01-5148','A286-18','AGMy', 'SU')
('SL22517-2022-11-02-4836','S202-12','RHhuYTAW', 'LB')
('SL04652-2022-11-02-4883','S204-11','yOXfiuPQ', 'UB')
('AC22517-2022-11-02-4973','A277-5','ukqPDjLEvkpN', 'SL')
('SL04652-2022-11-01-4869','S203-21','SoBek', 'MB')
('AC12058-2022-11-01-4928','A274-14','yYlgA', 'LB')
('SL04652-2022-11-01-4870','S203-22','ldYTUNOcAsTc', 'UB')
('AC04652-2022-11-02-4944','A275-12','oCmTcIMozKKgSo', 'SU')
('SL22517-2022-11-01-4851','S203-3','gpR', 'UB')
('AC22517-2022-11-02-4979','A277-11','UTVF', 'SL')
('AC22517-2022-11-01-4948','A275-16','gUzDIEOxhGYwB', 'UB')
('AC04652-2022-11-01-5156','A287-8','vgIWMYijAME', 'LB')
('SL04652-2022-11-02-4889','S204-17','VUKXUwsAvQfJl', 'LB')
('SL22517-2022-11-02-4847','S202-23','a', 'SL')
('SL04652-2022-11-02-4890','S204-18','zAUvjaXcPIvl', 'MB')
('SL22517-2022-11-02-4848','S202-24','hNPfKmaGecSP', 'SU')
('AC22517-2022-11-02-4982','A277-14','d', 'LB')
('SL04652-2022-11-02-4892','S204-20','fPZP', 'LB')
('SL04652-2022-11-02-4893','S204-21','XmLdF', 'MB')
('AC12058-2022-11-01-4936','A275-4','JAtQ', 'UB')
('SL12058-2022-11-01-4822','S201-22','VNsp', 'UB')
('SL12058-2022-11-01-4823','S201-23','pdtVsieNbSpN', 'SL')
('SL22517-2022-11-01-4867','S203-19','aySwn', 'UB')
('AC04652-2022-11-02-4995','A278-9','YICubJJa', 'UB')
('SL12058-2022-11-01-4854','S203-6','OgzSCRnPo', 'UB')
('AC12058-2022-11-01-4970','A277-2','JeaoROuewKBki', 'LB')
('SL22517-2022-11-01-4882','S204-10','zYEWjIjP', 'MB')
('SL22517-2022-11-01-4884','S204-12','mKb', 'LB')
('AC04652-2022-11-02-5008','A279-4','MaNmfgBo', 'UB')
('AC22517-2022-11-02-5031','A280-9','EzzHaqjWHAvzQ', 'UB')
('AC12058-2022-11-01-4976','A277-8','DRIisiXnStsU', 'LB')
('AC04652-2022-11-02-5009','A279-5','RtHyYaDdNi', 'SL')
('SL22517-2022-11-02-4898','S205-2','jdaQhnq', 'MB')
('SL22517-2022-11-02-4902','S205-6','yAPZRp', 'UB')
('AC12058-2022-11-01-4987','A278-1','uaAUA', 'LB')
('AC04652-2022-11-02-5030','A280-8','egeaPLjTeb', 'LB')
('SL04652-2022-11-02-4945','S207-1','WDoQamqDmWzY', 'LB')
('AC12058-2022-11-01-4994','A278-8','UuYIpcF', 'LB')
('SL04652-2022-11-01-4933','S206-13','wNDqesEBxRKqo', 'MB')
('SL04652-2022-11-02-4948','S207-4','RcTxNIRAacE', 'LB')
('AC04652-2022-11-01-5232','A291-12','PDwMSYsdEozOkr', 'SU')
('AC04652-2022-11-02-5037','A280-15','irDwNnrmFuQtZa', 'UB')
('AC04652-2022-11-01-5239','A292-1','IkEpEDYLBpgiNhI', 'LB')
('SL04652-2022-11-02-4955','S207-11','emDraTdTQxCKit', 'UB')
('AC12058-2022-11-01-5004','A278-18','yP', 'SU')
('SL12058-2022-11-01-4888','S204-16','qNCTPTFhei', 'SU')
('AC04652-2022-11-01-5242','A292-4','JmtcFJWsdMxUu', 'UB')
('SL12058-2022-11-01-4890','S204-18','iG', 'MB')
('SL04652-2022-11-02-4961','S207-17','ZVGpQSYBrcOPCuZJ', 'LB')
('AC12058-2022-11-01-5007','A279-3','EIoyigrQKOi', 'UB')
('AC04652-2022-11-01-5248','A292-10','VjedBgjvVClXjSo', 'UB')
('SL12058-2022-11-01-4892','S204-20','mKsXWH', 'LB')
('AC22517-2022-11-02-5071','A282-13','GaaOulFdRSgqX', 'LB')
('AC22517-2022-11-02-5072','A282-14','qvRTglSDNvJbxx', 'LB')
('AC04652-2022-11-02-5063','A282-5','PKQxWB', 'SL')
('AC04652-2022-11-02-5092','A283-16','zdPtMZImQc', 'UB')
('SL04652-2022-11-01-4971','S208-3','Z', 'UB')
('AC22517-2022-11-02-5108','A284-14','VYBkOma', 'LB')
('AC12058-2022-11-01-5035','A280-13','GdfDJFry', 'LB')
('AC22517-2022-11-01-5066','A282-8','tmZOlENo', 'LB')
('AC22517-2022-11-01-5081','A283-5','nprAHEyC', 'SL')
('AC22517-2022-11-02-5128','A285-16','orYBMJpilauzmny', 'UB')
('AC22517-2022-11-01-5084','A283-8','FI', 'LB')
('SL04652-2022-11-02-5027','S210-11','LOQuyTG', 'UB')
('SL22517-2022-11-02-4992','S208-24','KafAtcMElZ', 'SU')
('AC04652-2022-11-01-5306','A295-14','ba', 'LB')
('SL12058-2022-11-01-4946','S207-2','bCxUyAFausk', 'MB')
('AC04652-2022-11-01-5307','A295-15','q', 'UB')
('AC04652-2022-11-02-5130','A285-18','jYIkJigDINujFOJ', 'SU')
('SL22517-2022-11-02-5010','S209-18','ocdBPZ', 'MB')
('SL04652-2022-11-02-5059','S211-19','ZFxsKrbCmraT', 'UB')
('SL04652-2022-11-02-5060','S211-20','sxwPDznkQfbnOMox', 'LB')
('AC04652-2022-11-01-5319','A296-9','IkVs', 'UB')
('AC04652-2022-11-01-5325','A296-15','qO', 'UB')
('SL22517-2022-11-02-5046','S211-6','ITEGSvC', 'UB')
('SL22517-2022-11-02-5047','S211-7','zI', 'SL')
('AC12058-2022-11-01-5117','A285-5','XoQoSkUrLuUMmGra', 'SL')
('SL22517-2022-11-02-5086','S212-22','xPEpkWfFPNlMzP', 'UB')
('SL22517-2022-11-02-5089','S213-1','AeeeSYHSuhQ', 'LB')
('AC22517-2022-11-02-5222','A291-2','OKlZh', 'LB')
('AC12058-2022-11-01-5178','A288-12','mTiJTZD', 'SU')
('AC12058-2022-11-01-5179','A288-13','RbpBrEPXPw', 'LB')
('AC22517-2022-11-02-5242','A292-4','yciZAagDSpAj', 'UB')
('AC22517-2022-11-01-5200','A289-16','RDZBaSK', 'UB')
('SL22517-2022-11-02-5118','S214-6','ZUgrtgpDVUvnDpHU', 'UB')
('SL04652-2022-11-01-5109','S213-21','mPkOnaW', 'MB')
('SL12058-2022-11-01-5048','S211-8','wjOSmnoyuvR', 'SU')
('SL12058-2022-11-01-5049','S211-9','BthLyfmLJol', 'LB')
('SL12058-2022-11-01-5050','S211-10','ASNLOPYvna', 'MB')
('SL12058-2022-11-01-5051','S211-11','BchQpMwOsVGh', 'UB')
('SL12058-2022-11-01-5057','S211-17','dofyybuktsQ', 'LB')
('AC04652-2022-11-01-5426','A302-8','lOgtOeXKhv', 'LB')
('SL04652-2022-11-02-5163','S216-3','DOmSTyJE', 'UB')
('SL04652-2022-11-01-5124','S214-12','Qhxhz', 'LB')
('AC22517-2022-11-01-5241','A292-3','Ci', 'UB')
('AC22517-2022-11-02-5282','A294-8','WoRxwVho', 'LB')
('AC22517-2022-11-02-5283','A294-9','YxnonNzDCDGGJr', 'UB')
('AC22517-2022-11-01-5250','A292-12','hMeyr', 'SU')
('AC04652-2022-11-01-5477','A305-5','bxFbncoNWnF', 'SL')
('SL04652-2022-11-01-5167','S216-7','SrXSUpDX', 'SL')
('SL04652-2022-11-02-5214','S218-6','thGuR', 'UB')
('SL12058-2022-11-01-5177','S216-17','hCzZiZhzG', 'LB')
('SL22517-2022-11-01-5202','S217-18','zzlxiFaTwcGOHX', 'MB')
('AC22517-2022-11-02-5352','A298-6','UVfNgSlnjLl', 'SU')
('SL12058-2022-11-01-5179','S216-19','LvRlr', 'UB')
('AC22517-2022-11-02-5354','A298-8','J', 'LB')
('SL22517-2022-11-01-5205','S217-21','WrVmij', 'MB')
('SL12058-2022-11-01-5180','S216-20','aCWMleuRuSHZ', 'LB')
('AC12058-2022-11-01-5355','A298-9','dlyifl', 'UB')
('SL22517-2022-11-01-5260','S220-4','hnQRkCTIiiBdDXRd', 'LB')
('AC22517-2022-11-01-5392','A300-10','kaGPPk', 'UB')
('SL22517-2022-11-02-5340','S223-12','vsJGxGughvOv', 'LB')
('SL22517-2022-11-02-5341','S223-13','dSbn', 'MB')
('AC12058-2022-11-01-5410','A301-10','LqfcHoNrWl', 'UB')
('AC12058-2022-11-01-5411','A301-11','RvjhwGlkD', 'SL')
('SL22517-2022-11-01-5304','S221-24','ZOtjpOeWjXiT', 'SU')
('AC22517-2022-11-02-5472','A304-18','S', 'SU')
('SL04652-2022-11-01-5323','S222-19','MPsojcdGxNj', 'UB')
('AC22517-2022-11-01-5438','A303-2','QrQnxddMjs', 'LB')
('AC22517-2022-11-01-5439','A303-3','TYORoSWgkoHUm', 'UB')
('AC04652-2022-11-01-5655','A315-3','xOlKmIpzj', 'UB')
('AC04652-2022-11-02-5467','A304-13','mZF', 'LB')
('SL12058-2022-11-01-5299','S221-19','JzEWPw', 'UB')
('AC22517-2022-11-01-5444','A303-8','BtWdD', 'LB')
('AC22517-2022-11-01-5465','A304-11','AhYGLbYhhVIwCH', 'SL')
('AC12058-2022-11-01-5467','A304-13','RjO', 'LB')
('SL12058-2022-11-01-5339','S223-11','iWvD', 'UB')
('AC22517-2022-11-02-5524','A307-16','xLqLXToMSX', 'UB')
('SL22517-2022-11-02-5401','S226-1','JSUuTsOoJK', 'LB')
('SL12058-2022-11-01-5341','S223-13','FqjjAguG', 'MB')
('SL04652-2022-11-02-5435','S227-11','JtUU', 'UB')
('AC12058-2022-11-01-5476','A305-4','dtjnDeYh', 'UB')
('SL12058-2022-11-01-5344','S223-16','PpjmkzlrZz', 'SU')
('AC04652-2022-11-02-5524','A307-16','ALPTNEDYfmgYnPk', 'UB')
('SL12058-2022-11-01-5347','S223-19','vyETeqdw', 'UB')
('AC04652-2022-11-02-5527','A308-1','bGUcFNohwBO', 'LB')
('SL12058-2022-11-01-5348','S223-20','W', 'LB')
('AC04652-2022-11-02-5528','A308-2','SygEwzcqjIY', 'LB')
('SL22517-2022-11-02-5404','S226-4','mH', 'LB')
('SL22517-2022-11-02-5405','S226-5','FzEdjSdObNA', 'MB')
('AC04652-2022-11-02-5529','A308-3','D', 'UB')
('AC22517-2022-11-01-5504','A306-14','mASYIUs', 'LB')
('AC12058-2022-11-01-5498','A306-8','dXdWQYXPZO', 'LB')
('AC22517-2022-11-01-5521','A307-13','sLV', 'LB')
('AC22517-2022-11-02-5585','A311-5','Gz', 'SL')
('SL04652-2022-11-01-5452','S228-4','CKEFc', 'LB')
('AC04652-2022-11-02-5594','A311-14','nIFgOwMneD', 'LB')
('SL04652-2022-11-01-5454','S228-6','QORj', 'UB')
('SL22517-2022-11-02-5480','S229-8','kDOcQZM', 'SU')
('SL22517-2022-11-02-5481','S229-9','snvyjykQ', 'LB')
('AC22517-2022-11-02-5589','A311-9','XjxoBWj', 'UB')
('AC12058-2022-11-01-5562','A309-18','KBDj', 'SU')
('AC04652-2022-11-02-5600','A312-2','bafjbwDZNEKVgGX', 'LB')
('AC22517-2022-11-01-5549','A309-5','aTvHhZT', 'SL')
('AC22517-2022-11-02-5590','A311-10','DuVUnUoi', 'UB')
('AC04652-2022-11-02-5602','A312-4','P', 'UB')
('SL12058-2022-11-01-5416','S226-16','zREeagKEMMB', 'SU')
('AC12058-2022-11-01-5569','A310-7','GKVzlYjj', 'LB')
('AC12058-2022-11-01-5570','A310-8','ToEsObgCN', 'LB')
('SL04652-2022-11-02-5529','S231-9','tkqdWwEX', 'LB')
('AC22517-2022-11-02-5606','A312-8','WIhvuYcElcO', 'LB')
('AC22517-2022-11-02-5607','A312-9','ZTNljFjIz', 'UB')
('SL22517-2022-11-01-5463','S228-15','HDcmYSC', 'SL')
('AC04652-2022-11-02-5625','A313-9','aptAk', 'UB')
('AC04652-2022-11-02-5663','A315-11','uNRrPmgFMqA', 'SL')
('AC12058-2022-11-01-5619','A313-3','YsTuvIQaWK', 'UB')
('SL12058-2022-11-01-5471','S228-23','kaKyMOvluQwI', 'SL')
('AC22517-2022-11-02-5635','A314-1','VbMjcmIlelx', 'LB')
('AC04652-2022-11-02-5667','A315-15','kNjrwOotLwluJt', 'UB')
('AC22517-2022-11-02-5636','A314-2','ddFfEFIICsx', 'LB')
('AC04652-2022-11-02-5669','A315-17','qxduAeDNiWizeq', 'SL')
('SL04652-2022-11-01-5512','S230-16','Iiy', 'SU')
('AC12058-2022-11-01-5624','A313-8','aRpTkpdBpUCA', 'LB')
('SL22517-2022-11-02-5537','S231-17','TCYeVDMlIFzO', 'LB')
('AC12058-2022-11-01-5628','A313-12','lPbvTlWEyCT', 'SU')
('AC04652-2022-11-01-5833','A325-1','Eqb', 'LB')
('AC04652-2022-11-02-5672','A316-2','piclm', 'LB')
('SL22517-2022-11-02-5541','S231-21','PhLv', 'MB')
('AC04652-2022-11-01-5836','A325-4','XTkGDdcaezfC', 'UB')
('AC22517-2022-11-01-5629','A313-13','FcFbTZUO', 'LB')
('SL22517-2022-11-02-5544','S231-24','AkLHhCJMxXa', 'SU')
('SL04652-2022-11-01-5521','S231-1','RINmOtcqBFKaMd', 'LB')
('SL04652-2022-11-02-5585','S233-17','dmXTcUEzjNPIdws', 'LB')
('AC12058-2022-11-01-5671','A316-1','ERzrUxXEpOQUa', 'LB')
('AC12058-2022-11-01-5672','A316-2','izkwgNbn', 'LB')
('SL22517-2022-11-02-5597','S234-5','PaUqOu', 'MB')
('AC12058-2022-11-01-5684','A316-14','LrwqrGeAdGSeaCw', 'LB')
('SL04652-2022-11-02-5634','S235-18','v', 'MB')
('SL22517-2022-11-01-5702','S238-14','BVbKfhNCrjXgLQ', 'UB')
('SL04652-2022-11-02-5790','S242-6','Mg', 'UB')
('SL04652-2022-11-01-5733','S239-21','RqVdGCdjS', 'MB')
('AC22517-2022-11-02-5869','A327-1','zKbfhRh', 'LB')
('SL04652-2022-11-01-5758','S240-22','mNx', 'UB')
('SL12058-2022-11-01-5720','S239-8','n', 'SU')
('SL04652-2022-11-01-5760','S240-24','OZTUhvPyQMHEoG', 'SU')
('AC04652-2022-11-01-6111','A340-9','t', 'UB')
('AC22517-2022-11-02-5883','A327-15','bqArIPPzFfbq', 'UB')
('AC22517-2022-11-02-5890','A328-4','QPwBW', 'UB')
('SL04652-2022-11-02-5842','S244-10','Fwcz', 'MB')
('SL12058-2022-11-01-5738','S240-2','i', 'MB')
('AC04652-2022-11-01-6116','A340-14','KETVqCdCOIZt', 'LB')
('SL04652-2022-11-02-5845','S244-13','uEpJI', 'MB')
('SL22517-2022-11-02-5837','S244-5','dSTgVASrAioSKZ', 'MB')
('SL22517-2022-11-02-5839','S244-7','VDR', 'SL')
('SL04652-2022-11-02-5849','S244-17','DOHK', 'LB')
('SL04652-2022-11-01-5806','S242-22','WRnTNcsQiGmZDUTD', 'UB')
('AC12058-2022-11-01-5892','A328-6','DFMfspNzcWovJ', 'SU')
('SL12058-2022-11-01-5762','S241-2','fdWtVMGIowHafvq', 'MB')
('AC04652-2022-11-02-5961','A332-3','k', 'UB')
('SL04652-2022-11-01-5811','S243-3','VQpmVkqM', 'UB')
('AC22517-2022-11-02-5925','A330-3','zSNGvdt', 'UB')
('AC22517-2022-11-01-5941','A331-1','x', 'LB')
('SL04652-2022-11-02-5984','S250-8','orcHLtklxRjSGUvp', 'SU')
('AC22517-2022-11-02-6014','A335-2','sSf', 'LB')
('AC04652-2022-11-01-6269','A349-5','yBPLvPsWhtiF', 'SL')
('SL22517-2022-11-01-5914','S247-10','PvQiFtQUjfFH', 'MB')
('AC12058-2022-11-01-6030','A335-18','zkSHMVBmiG', 'SU')
('SL22517-2022-11-01-5916','S247-12','MioLgs', 'LB')
('AC22517-2022-11-01-6032','A336-2','QuSR', 'LB')
('AC22517-2022-11-01-6033','A336-3','hMoqB', 'UB')
('AC22517-2022-11-02-6038','A336-8','bLvYnuRoXv', 'LB')
('AC22517-2022-11-02-6115','A340-13','U', 'LB')
('AC04652-2022-11-01-6353','A353-17','PHHLFeFdOSnGgqQR', 'SL')
('SL12058-2022-11-01-5928','S247-24','ZvH', 'SU')
('SL22517-2022-11-02-6070','S253-22','YioPMaezfan', 'UB')
('SL04652-2022-11-01-5988','S250-12','NmsAWhSgdPupYWQ', 'LB')
('AC04652-2022-11-01-6380','A355-8','NNxBnMFnEIXSo', 'LB')
('SL12058-2022-11-01-5950','S248-22','MQJVAMQa', 'UB')
('AC04652-2022-11-02-6178','A344-4','mdgOaxSbMBWrvvGI', 'UB')
('SL22517-2022-11-02-6097','S255-1','mY', 'LB')
('SL22517-2022-11-02-6100','S255-4','yejwjeT', 'LB')
('SL12058-2022-11-01-5965','S249-13','waBnnEKAYJtbiNUe', 'MB')
('SL22517-2022-11-02-6101','S255-5','AsdnUGQiD', 'MB')
('AC22517-2022-11-02-6167','A343-11','sKw', 'SL')
('AC04652-2022-11-01-6457','A359-13','AX', 'LB')
('SL22517-2022-11-02-6160','S257-16','R', 'SU')
('SL04652-2022-11-01-6080','S254-8','QvUAdrew', 'SU')
('SL22517-2022-11-02-6162','S257-18','xLtoQibX', 'MB')
('SL22517-2022-11-02-6163','S257-19','VmYQsyQ', 'UB')
('SL22517-2022-11-02-6186','S258-18','StYjIBzqdJfFl', 'MB')
('SL22517-2022-11-02-6189','S258-21','Am', 'MB')
('SL22517-2022-11-01-6111','S255-15','epaZifjPtm', 'SL')
('AC22517-2022-11-01-6257','A348-11','dXtrohSinSDVma', 'SL')
('AC04652-2022-11-01-6522','A363-6','ZrEglMqRNIs', 'SU')
('SL22517-2022-11-02-6218','S260-2','FGpzMav', 'MB')
('SL04652-2022-11-02-6200','S259-8','Gv', 'SU')
('AC12058-2022-11-01-6258','A348-12','NyoEue', 'SU')
('AC04652-2022-11-01-6531','A363-15','MyFZhhFNnGugRHD', 'UB')
('SL04652-2022-11-01-6150','S257-6','xSaNltROORDQx', 'UB')
('AC04652-2022-11-02-6296','A350-14','bFlQOrswjIgy', 'LB')
('AC04652-2022-11-02-6297','A350-15','zVzSSySG', 'UB')
('AC22517-2022-11-02-6278','A349-14','pAdttEAR', 'LB')
('AC12058-2022-11-01-6277','A349-13','iCXsSe', 'LB')
('AC04652-2022-11-01-6546','A364-12','bRNYGy', 'SU')
('AC12058-2022-11-01-6298','A350-16','ukEutm', 'UB')
('SL12058-2022-11-01-6091','S254-19','ANbovUMDpDJrwBM', 'UB')
('AC22517-2022-11-02-6302','A351-2','DPsTZkcXWLktA', 'LB')
('AC04652-2022-11-02-6350','A353-14','SCjqcypzXM', 'LB')
('AC22517-2022-11-01-6338','A353-2','ZAgZnOAKXDol', 'LB')
('AC22517-2022-11-01-6339','A353-3','Dnj', 'UB')
('AC22517-2022-11-01-6340','A353-4','UohkcnJFKR', 'UB')
('SL22517-2022-11-01-6202','S259-10','rtuJflBJih', 'MB')
('AC22517-2022-11-01-6342','A353-6','NeiWCKUGWTfTLVpw', 'SU')
('AC22517-2022-11-02-6330','A352-12','VclukIemzTF', 'SU')
('SL22517-2022-11-02-6295','S263-7','zXKXImiczRcTg', 'SL')
('SL04652-2022-11-01-6206','S259-14','lGrQFHqC', 'UB')
('SL22517-2022-11-01-6216','S259-24','zoafCgiZVGBFZ', 'SU')
('AC22517-2022-11-01-6353','A353-17','VNAFhsLsOeiOCTo', 'SL')
('SL04652-2022-11-01-6214','S259-22','IVJpu', 'UB')
('AC22517-2022-11-02-6344','A353-8','aFpCxOkGaWi', 'LB')
('SL22517-2022-11-02-6303','S263-15','pJKucCm', 'SL')
('AC04652-2022-11-02-6368','A354-14','GOlOeRXXhEgK', 'LB')
('SL04652-2022-11-02-6288','S262-24','zSyDGH', 'SU')
('AC22517-2022-11-02-6346','A353-10','XXOw', 'UB')
('SL12058-2022-11-01-6153','S257-9','mtmvHwlwd', 'LB')
('AC22517-2022-11-02-6354','A353-18','uUaGnYsBmMfWdU', 'SU')
('AC22517-2022-11-02-6355','A354-1','whAXOPyWdows', 'LB')
('AC12058-2022-11-01-6351','A353-15','iAHsdWwP', 'UB')
('SL22517-2022-11-01-6242','S261-2','seRHdvGjxLNnUhl', 'MB')
('AC04652-2022-11-02-6398','A356-8','Ub', 'LB')
('AC04652-2022-11-02-6399','A356-9','kDhfD', 'UB')
('AC22517-2022-11-01-6382','A355-10','g', 'UB')
('SL04652-2022-11-02-6326','S264-14','msuNDwhd', 'UB')
('AC04652-2022-11-01-6641','A369-17','EhVOJbkypjejonj', 'SL')
('SL04652-2022-11-01-6258','S261-18','qheu', 'MB')
('AC22517-2022-11-01-6391','A356-1','yYrvQcjbti', 'LB')
('AC22517-2022-11-02-6380','A355-8','piRPrlrp', 'LB')
('AC04652-2022-11-01-6652','A370-10','axecDPWcjcNA', 'UB')
('SL12058-2022-11-01-6190','S258-22','wtrH', 'UB')
('SL04652-2022-11-01-6288','S262-24','QuXCxW', 'SU')
('SL22517-2022-11-01-6350','S265-14','wpkVQTDMsMVj', 'UB')
('AC22517-2022-11-02-6459','A359-15','QprMinvkuux', 'UB')
('AC22517-2022-11-02-6460','A359-16','n', 'UB')
('SL22517-2022-11-01-6357','S265-21','FWPkh', 'MB')
('SL04652-2022-11-02-6411','S268-3','GOrpDT', 'UB')
('AC22517-2022-11-02-6467','A360-5','jCVQPZwxbaIVdSm', 'SL')
('SL12058-2022-11-01-6295','S263-7','NFNbxSrau', 'SL')
('SL12058-2022-11-01-6296','S263-8','OD', 'SU')
('SL22517-2022-11-02-6446','S269-14','kGQfIGoohnWQVE', 'UB')
('SL22517-2022-11-02-6448','S269-16','sVJUTrsXm', 'SU')
('SL22517-2022-11-01-6420','S268-12','a', 'LB')
('SL22517-2022-11-02-6523','S272-19','MAo', 'UB')
('AC22517-2022-11-01-6563','A365-11','sLTDllqZtx', 'SL')
('SL22517-2022-11-02-6525','S272-21','BLJtk', 'MB')
('SL22517-2022-11-01-6456','S269-24','XCqyYLKdS', 'SU')
('SL22517-2022-11-02-6605','S276-5','VzCaCuPPz', 'MB')
('AC12058-2022-11-01-6631','A369-7','blhT', 'LB')
('AC22517-2022-11-01-6642','A369-18','Rg', 'SU')
('SL22517-2022-11-01-6525','S272-21','QOz', 'MB')
('SL04652-2022-11-01-6638','S277-14','wWLPypn', 'UB')
('SL22517-2022-11-02-6703','S280-7','DhZxeHzItGfEzk', 'SL')
('AC22517-2022-11-02-6743','A375-11','HMMMVQKQuupaRBX', 'SL')
('AC22517-2022-11-01-6730','A374-16','lYwlXpsPCsYUaf', 'UB')
('AC22517-2022-11-01-6731','A374-17','F', 'SL')
('AC22517-2022-11-02-6748','A375-16','NTmmaHRwKlFJqvaV', 'UB')
('SL04652-2022-11-02-6700','S280-4','NvaZfnUzxfuT', 'LB')
('AC12058-2022-11-01-6748','A375-16','IONZOtrWIMRwKhd', 'UB')
('AC22517-2022-11-02-6755','A376-5','nzG', 'SL')
('SL12058-2022-11-01-6545','S273-17','xDBuq', 'LB')
('SL22517-2022-11-02-6711','S280-15','HxaxldnnyboCNjfW', 'SL')
('AC12058-2022-11-01-6753','A376-3','kKtoJEY', 'UB')
('AC04652-2022-11-02-6747','A375-15','uinvxAwNt', 'UB')
('SL04652-2022-11-01-6712','S280-16','jdCPFtpK', 'SU')
('AC22517-2022-11-01-6799','A378-13','oOkYDSz', 'LB')
('AC22517-2022-11-02-6822','A379-18','MlkfqrFDoNNMkQbW', 'SU')
('SL04652-2022-11-02-6769','S283-1','iNeA', 'LB')
('SL04652-2022-11-02-6770','S283-2','IvFGcGRUQZfeYiS', 'MB')
('AC22517-2022-11-02-6826','A380-4','CuFX', 'UB')
('SL22517-2022-11-01-6654','S278-6','UtbJaUHM', 'UB')
('SL22517-2022-11-02-6772','S283-4','Tuoqs', 'LB')
('SL12058-2022-11-01-6607','S276-7','jfqk', 'SL')
('SL22517-2022-11-01-6655','S278-7','jnkStxyZcdjeh', 'SL')
('AC22517-2022-11-02-6832','A380-10','qDaStRjyLrynAjzk', 'UB')
('SL22517-2022-11-01-6661','S278-13','NeLax', 'MB')
('AC22517-2022-11-01-6810','A379-6','pMOOiDuqMH', 'SU')
('AC12058-2022-11-01-6832','A380-10','OtDVrVGlgDUYbrKN', 'UB')
('SL12058-2022-11-01-6609','S276-9','vR', 'LB')
('SL22517-2022-11-02-6788','S283-20','jM', 'LB')
('AC12058-2022-11-01-6855','A381-15','T', 'UB')
('SL12058-2022-11-01-6630','S277-6','uWdwHiKyrVMTcODd', 'UB')
('SL04652-2022-11-02-6792','S283-24','a', 'SU')
('AC04652-2022-11-01-7094','A395-2','sUvcXTZcVWuQiPgO', 'LB')
('AC12058-2022-11-01-6862','A382-4','IgCSZJJ', 'UB')
('AC22517-2022-11-01-6844','A381-4','ytCgHzQzAhhEFJ', 'UB')
('AC04652-2022-11-02-6838','A380-16','fIiezh', 'UB')
('AC12058-2022-11-01-6874','A382-16','mHOQZaYXiNeT', 'UB')
('SL22517-2022-11-02-6822','S285-6','PGp', 'UB')
('SL04652-2022-11-01-6811','S284-19','vkvkOurNGbBAcr', 'UB')
('SL22517-2022-11-01-6731','S281-11','r', 'UB')
('SL04652-2022-11-02-6835','S285-19','k', 'UB')
('SL04652-2022-11-02-6836','S285-20','QATJEeFa', 'LB')
('SL12058-2022-11-01-6686','S279-14','BtduGkK', 'UB')
('AC22517-2022-11-01-6878','A383-2','TfCfIRtZZLSz', 'LB')
('AC22517-2022-11-01-6905','A384-11','LUFzJCtNiWA', 'SL')
('AC12058-2022-11-01-6921','A385-9','FupfcOhBcf', 'UB')
('AC12058-2022-11-01-6922','A385-10','LbPvltpCM', 'UB')
('AC22517-2022-11-01-6907','A384-13','YraL', 'LB')
('SL22517-2022-11-01-6767','S282-23','VXQ', 'SL')
('SL04652-2022-11-02-6866','S287-2','Al', 'MB')
('AC04652-2022-11-02-6901','A384-7','lyCuwp', 'LB')
('AC04652-2022-11-02-6904','A384-10','eOwgI', 'UB')
('AC04652-2022-11-02-6911','A384-17','vXMvjJbxsnIQOSkE', 'SL')
('AC12058-2022-11-01-6935','A386-5','QluvuckF', 'SL')
('AC04652-2022-11-01-7175','A399-11','zs', 'SL')
('SL12058-2022-11-01-6729','S281-9','SZBlPR', 'LB')
('AC22517-2022-11-01-6920','A385-8','HYiVsD', 'LB')
('AC22517-2022-11-01-6921','A385-9','afLNeJAzvoOQYWvl', 'UB')
('AC22517-2022-11-02-6939','A386-9','BUSsUPbmnm', 'UB')
('AC04652-2022-11-01-7188','A400-6','xRhmXbL', 'SU')
('SL04652-2022-11-02-6884','S287-20','xeFDUEvf', 'LB')
('AC22517-2022-11-01-6927','A385-15','vsmBdqnvd', 'UB')
('AC04652-2022-11-02-6920','A385-8','muqOrZtIihVWdK', 'LB')
('SL04652-2022-11-01-6866','S287-2','ZtIEugDi', 'MB')
('AC04652-2022-11-02-6933','A386-3','KBPm', 'UB')
('AC04652-2022-11-01-7208','A401-8','xQmxrqVrE', 'LB')
('SL22517-2022-11-01-6841','S286-1','ICEdM', 'LB')
('AC04652-2022-11-01-7239','A403-3','jKeEiLnFeHxI', 'UB')
('AC04652-2022-11-01-7298','A406-8','FvI', 'LB')
('AC12058-2022-11-01-7048','A392-10','mEOTTkbJuJkubF', 'UB')
('SL22517-2022-11-01-6907','S288-19','VjlMYjFOkcWA', 'UB')
('SL12058-2022-11-01-6863','S286-23','BXeo', 'SL')
('AC04652-2022-11-02-7068','A393-12','ZEIvIWdKmfmCq', 'SU')
('AC22517-2022-11-02-7082','A394-8','uhSuGvDeSIiY', 'LB')
('AC04652-2022-11-01-7351','A409-7','V', 'LB')
