('SL04652-2022-11-02-2230','S93-22','dtPipLdvgGGSvqs', 'UB')
('AC22517-2022-11-02-5854','A326-4','kI', 'UB')
('AC04652-2022-11-01-6098','A339-14','vn', 'LB')
('SL22517-2022-11-01-5743','S240-7','XYAadoJ', 'SL')
('SL04652-2022-11-01-5759','S240-23','aohPifQftnCbbRb', 'SL')
('AC22517-2022-11-02-5872','A327-4','JprvN', 'UB')
('SL22517-2022-11-02-5817','S243-9','SGrzYOd', 'LB')
('AC04652-2022-11-01-6103','A340-1','gMXGBzdcmWNcEmTR', 'LB')
('AC04652-2022-11-02-5928','A330-6','HAlxID', 'SU')
('AC22517-2022-11-02-5889','A328-3','GOPy', 'UB')
('SL04652-2022-11-02-5841','S244-9','WHInPO', 'LB')
('AC12058-2022-11-01-5866','A326-16','RYPCmOORInOHyYg', 'UB')
('AC04652-2022-11-02-5937','A330-15','ST', 'UB')
('AC04652-2022-11-02-5939','A330-17','R', 'SL')
('SL04652-2022-11-02-5856','S244-24','sqquxgpZVMPBSOs', 'SU')
('SL22517-2022-11-02-5848','S244-16','JADXod', 'SU')
('SL22517-2022-11-02-5850','S244-18','vpGlNgquNfg', 'MB')
('SL04652-2022-11-02-5860','S245-4','vtDRMhf', 'LB')
('AC04652-2022-11-01-6127','A341-7','csZEMMVqUaxqob', 'LB')
('AC12058-2022-11-01-5882','A327-14','NClOpkyIUjbKEOqy', 'LB')
('AC04652-2022-11-01-6150','A342-12','zslIbTbIcU', 'SU')
('AC04652-2022-11-02-5964','A332-6','csbkwiNAnWFiMsJz', 'SU')
('SL04652-2022-11-02-5888','S246-8','p', 'SU')
('SL12058-2022-11-01-5771','S241-11','zhKBoxItrLw', 'UB')
('AC12058-2022-11-01-5907','A329-3','KdiVEWhg', 'UB')
('SL22517-2022-11-02-5885','S246-5','bIFErO', 'MB')
('SL04652-2022-11-02-5891','S246-11','eWTSRQW', 'UB')
('SL22517-2022-11-01-5817','S243-9','lqzvvrMNvoG', 'LB')
('SL22517-2022-11-01-5818','S243-10','liBns', 'MB')
('SL22517-2022-11-01-5868','S245-12','DdC', 'LB')
('SL22517-2022-11-01-5872','S245-16','IxcLKZqi', 'SU')
('AC12058-2022-11-01-5986','A333-10','uSrUSvWcJcrLlq', 'UB')
('SL04652-2022-11-02-5967','S249-15','YnYRjJMeadPPtTPt', 'SL')
('SL04652-2022-11-02-5968','S249-16','jTjvLqFzo', 'SU')
('AC04652-2022-11-02-6044','A336-14','gML', 'LB')
('SL04652-2022-11-02-5969','S249-17','OSIMibdMabYl', 'LB')
('AC04652-2022-11-02-6046','A336-16','KKdpAdlHfi', 'UB')
('SL04652-2022-11-01-5879','S245-23','vJqrDNMCT', 'SL')
('AC12058-2022-11-01-5997','A334-3','nekCCruUAjSVith', 'UB')
('AC22517-2022-11-02-6001','A334-7','p', 'LB')
('AC04652-2022-11-01-6247','A348-1','ZatDhz', 'LB')
('AC22517-2022-11-01-6008','A334-14','kPKVFQZ', 'LB')
('AC12058-2022-11-01-6005','A334-11','wKFiP', 'SL')
('AC12058-2022-11-01-6006','A334-12','VquTgqRseidazc', 'SU')
('SL12058-2022-11-01-5838','S244-6','KtBKdtEZUsVGXUa', 'UB')
('AC12058-2022-11-01-6007','A334-13','DIToBQdFeSy', 'LB')
('AC22517-2022-11-01-6041','A336-11','NhjTXbU', 'SL')
('AC04652-2022-11-01-6284','A350-2','bhRwOIbTK', 'LB')
('AC22517-2022-11-02-6132','A341-12','NoSRpxfkhCu', 'SU')
('SL04652-2022-11-02-6084','S254-12','DhjbzqphLVsBJROM', 'LB')
('SL22517-2022-11-01-5992','S250-16','LN', 'SU')
('SL22517-2022-11-01-5993','S250-17','yxIPh', 'LB')
('AC04652-2022-11-01-6387','A355-15','HIlOHZwqxwIgmkT', 'UB')
('AC22517-2022-11-02-6149','A342-11','OyXy', 'SL')
('AC12058-2022-11-01-6127','A341-7','aVUCApoXmBhUt', 'LB')
('AC22517-2022-11-01-6145','A342-7','ZyozshTNUSkvtdt', 'LB')
('SL22517-2022-11-01-6013','S251-13','BteVUGkUaZdeAe', 'MB')
('SL22517-2022-11-01-6027','S252-3','WFlyXlzCfQITYWSY', 'UB')
('SL22517-2022-11-02-6122','S256-2','G', 'MB')
('AC04652-2022-11-02-6207','A345-15','ZyobOGoSvMg', 'UB')
('SL04652-2022-11-02-6123','S256-3','cGZkhfTKTrCj', 'UB')
('SL22517-2022-11-02-6135','S256-15','GRzwukpWFUPP', 'SL')
('SL22517-2022-11-02-6136','S256-16','NVvRPUZps', 'SU')
('AC12058-2022-11-01-6175','A344-1','hlUZoqioi', 'LB')
('AC12058-2022-11-01-6229','A347-1','ZmQbfhw', 'LB')
('SL04652-2022-11-01-6106','S255-10','xBK', 'MB')
('AC04652-2022-11-01-6500','A362-2','xv', 'LB')
('AC12058-2022-11-01-6233','A347-5','VKZAmXCSL', 'SL')
('SL12058-2022-11-01-6043','S252-19','HClXT', 'UB')
('AC22517-2022-11-01-6253','A348-7','QKWm', 'LB')
('AC04652-2022-11-02-6266','A349-2','YmPUGJxN', 'LB')
('SL22517-2022-11-01-6125','S256-5','rug', 'MB')
('AC12058-2022-11-01-6243','A347-15','GavgCORFaQ', 'UB')
('SL22517-2022-11-01-6136','S256-16','GAQ', 'SU')
('SL22517-2022-11-02-6221','S260-5','HpTIixAEXZ', 'MB')
('AC22517-2022-11-01-6277','A349-13','NdxFWz', 'LB')
('SL12058-2022-11-01-6062','S253-14','CevkpgToNr', 'UB')
('AC12058-2022-11-01-6267','A349-3','DfxVZYmHKgNseZLE', 'UB')
('AC12058-2022-11-01-6269','A349-5','XmAIoDe', 'SL')
('SL04652-2022-11-01-6148','S257-4','TxXfG', 'LB')
('SL04652-2022-11-02-6221','S260-5','AczWrd', 'MB')
('SL04652-2022-11-02-6222','S260-6','QGaetPBhhTd', 'UB')
('SL22517-2022-11-02-6241','S261-1','Jg', 'LB')
('AC22517-2022-11-02-6290','A350-8','kPM', 'LB')
('SL04652-2022-11-01-6163','S257-19','MNYqAUFGDjOU', 'UB')
('SL22517-2022-11-02-6256','S261-16','porTQdptEXUvwQy', 'SU')
('SL22517-2022-11-01-6171','S258-3','OXeiwx', 'UB')
('SL12058-2022-11-01-6089','S254-17','hiIFPey', 'LB')
('SL12058-2022-11-01-6095','S254-23','XQaJocYKHtD', 'SL')
('SL22517-2022-11-02-6265','S262-1','Bzdhl', 'LB')
('SL22517-2022-11-01-6181','S258-13','VaWCnFkgb', 'MB')
('AC12058-2022-11-01-6317','A351-17','QIDuScALKRuXq', 'SL')
('AC22517-2022-11-02-6319','A352-1','LwN', 'LB')
('SL04652-2022-11-02-6263','S261-23','dxXr', 'SL')
('SL12058-2022-11-01-6113','S255-17','uWCvwScydioVXFfz', 'LB')
('AC04652-2022-11-01-6587','A366-17','gT', 'SL')
('SL04652-2022-11-02-6266','S262-2','VpvHJ', 'MB')
('SL04652-2022-11-01-6199','S259-7','fMy', 'SL')
('AC04652-2022-11-02-6356','A354-2','MlWNN', 'LB')
('SL04652-2022-11-01-6224','S260-8','B', 'SU')
('AC12058-2022-11-01-6349','A353-13','kZkFaRfufFPx', 'LB')
('SL22517-2022-11-01-6259','S261-19','SBKBovTNgnSsWZyy', 'UB')
('SL04652-2022-11-02-6338','S265-2','sMUZGfCr', 'MB')
('SL22517-2022-11-02-6351','S265-15','moJ', 'SL')
('AC22517-2022-11-01-6427','A358-1','ltfiSszXDbJ', 'LB')
('AC12058-2022-11-01-6411','A357-3','ffTMGigmtJKd', 'UB')
('AC22517-2022-11-01-6431','A358-5','PWfyQAOPtT', 'SL')
('AC22517-2022-11-01-6432','A358-6','BzjfNef', 'SU')
('AC22517-2022-11-01-6434','A358-8','jebPUaiAKxM', 'LB')
('AC04652-2022-11-02-6444','A358-18','XlrNpIKFyHbtgWLr', 'SU')
('AC04652-2022-11-02-6445','A359-1','XrMO', 'LB')
('SL04652-2022-11-02-6383','S266-23','fQWuYjZib', 'SL')
('SL04652-2022-11-01-6309','S263-21','qJdgWZakulSWBDl', 'MB')
('AC22517-2022-11-02-6425','A357-17','Xlk', 'SL')
('SL12058-2022-11-01-6227','S260-11','r', 'UB')
('AC22517-2022-11-01-6438','A358-12','ClZNRDZWPwZXRlLj', 'SU')
('AC04652-2022-11-02-6451','A359-7','cXPKoFBCsRIgja', 'LB')
('SL12058-2022-11-01-6244','S261-4','mmnjGyJblWxQL', 'LB')
('AC04652-2022-11-01-6718','A374-4','AS', 'UB')
('AC12058-2022-11-01-6439','A358-13','FRMbrxqFxQN', 'LB')
('SL22517-2022-11-02-6421','S268-13','KHuxYPGa', 'MB')
('SL22517-2022-11-02-6447','S269-15','dGjUDyKTCFhsIbBB', 'SL')
('SL04652-2022-11-01-6380','S266-20','IkB', 'LB')
('AC22517-2022-11-02-6485','A361-5','bydsEgJPdqDu', 'SL')
('AC12058-2022-11-01-6481','A361-1','CZISoLwHbCJfyVTi', 'LB')
('AC12058-2022-11-01-6482','A361-2','yMv', 'LB')
('AC22517-2022-11-01-6489','A361-9','pjTmMKOXSo', 'UB')
('SL22517-2022-11-01-6396','S267-12','U', 'LB')
('SL04652-2022-11-01-6388','S267-4','ToXFarDK', 'LB')
('AC04652-2022-11-01-6771','A377-3','RjYmdderuLWDMRvH', 'UB')
('AC04652-2022-11-01-6777','A377-9','UOeHHXjItsvUZGt', 'UB')
('SL04652-2022-11-01-6396','S267-12','vyWoroJfbKbXvk', 'LB')
('AC12058-2022-11-01-6501','A362-3','Vb', 'UB')
('SL22517-2022-11-01-6411','S268-3','hTlYzXHNbJQrgtSO', 'UB')
('AC22517-2022-11-02-6511','A362-13','eyC', 'LB')
('AC04652-2022-11-01-6795','A378-9','fuaRmgzINMBfx', 'UB')
('AC22517-2022-11-01-6523','A363-7','pgikdsZaBpMPEJHD', 'LB')
('SL22517-2022-11-02-6479','S270-23','FsXD', 'SL')
('SL22517-2022-11-02-6480','S270-24','QSpobS', 'SU')
('SL12058-2022-11-01-6337','S265-1','nMDqpjRupglX', 'LB')
('SL22517-2022-11-01-6427','S268-19','SYZifrQHiZunWA', 'UB')
('AC12058-2022-11-01-6534','A363-18','XTeDNfQLBSd', 'SU')
('SL22517-2022-11-02-6491','S271-11','XRr', 'UB')
('SL04652-2022-11-02-6512','S272-8','PcedIlPVsuSLuDmN', 'SU')
('AC22517-2022-11-02-6553','A365-1','qNgdWckbmEiidV', 'LB')
('SL04652-2022-11-01-6457','S270-1','u', 'LB')
('SL22517-2022-11-01-6455','S269-23','OlXlaOxwAXkW', 'SL')
('AC22517-2022-11-01-6573','A366-3','TxdbCQNfotjN', 'UB')
('AC22517-2022-11-01-6574','A366-4','mxbdC', 'UB')
('AC22517-2022-11-01-6575','A366-5','LLstBnP', 'SL')
('SL22517-2022-11-02-6532','S273-4','hy', 'LB')
('AC04652-2022-11-02-6592','A367-4','xRPVHGXyZQEfp', 'UB')
('SL12058-2022-11-01-6396','S267-12','FQYHaZMRbyEeKeLk', 'LB')
('SL04652-2022-11-01-6491','S271-11','qfwr', 'UB')
('AC12058-2022-11-01-6590','A367-2','gEqSQkzzxiPmI', 'LB')
('AC12058-2022-11-01-6591','A367-3','xqHKsSVP', 'UB')
('AC04652-2022-11-01-6866','A382-8','LThZqapcwPmMlhy', 'LB')
('AC22517-2022-11-02-6620','A368-14','XMGaTjhjVd', 'LB')
('AC22517-2022-11-02-6621','A368-15','XmbDgH', 'UB')
('AC12058-2022-11-01-6617','A368-11','qoqDzR', 'SL')
('SL12058-2022-11-01-6428','S268-20','PnzpvnALp', 'LB')
('AC12058-2022-11-01-6618','A368-12','HLxwRjVaPcnQd', 'SU')
('AC04652-2022-11-01-6902','A384-8','JwHmrWdNWZYjgA', 'LB')
('SL04652-2022-11-02-6578','S275-2','SQMRZoMtiF', 'MB')
('AC04652-2022-11-01-6908','A384-14','zXhMGLflNf', 'LB')
('AC12058-2022-11-01-6624','A368-18','ErOPn', 'SU')
('AC22517-2022-11-01-6634','A369-10','ujkBrR', 'UB')
('SL12058-2022-11-01-6444','S269-12','GKeyzsNnxYhWOMZ', 'LB')
('SL04652-2022-11-01-6528','S272-24','urGkAcElPKqe', 'SU')
('AC04652-2022-11-01-6915','A385-3','TnURddKVvSmWFt', 'UB')
('AC22517-2022-11-02-6663','A371-3','FpXf', 'UB')
('AC22517-2022-11-01-6678','A371-18','uTeZQZxZcSpPh', 'SU')
('AC12058-2022-11-01-6669','A371-9','k', 'UB')
('SL12058-2022-11-01-6475','S270-19','wUEGYtHePUXMFnGa', 'UB')
('SL04652-2022-11-02-6636','S277-12','tkGSVZrJ', 'LB')
('AC22517-2022-11-01-6687','A372-9','FxjvfyFupcHR', 'UB')
('AC04652-2022-11-01-6950','A387-2','fGigNhxe', 'LB')
('AC12058-2022-11-01-6679','A372-1','He', 'LB')
('AC12058-2022-11-01-6680','A372-2','pUFW', 'LB')
('SL12058-2022-11-01-6483','S271-3','McrkqywSaEHyKE', 'UB')
('AC04652-2022-11-02-6689','A372-11','OxirDG', 'SL')
('AC22517-2022-11-02-6687','A372-9','Dm', 'UB')
('AC04652-2022-11-01-6956','A387-8','WKPMtjlDMIudBMsd', 'LB')
('AC22517-2022-11-02-6688','A372-10','pNPpvxbiUJ', 'UB')
('SL04652-2022-11-02-6644','S277-20','FxYtjeRLaheevTbh', 'LB')
('SL04652-2022-11-01-6680','S279-8','F', 'SU')
('AC22517-2022-11-02-6789','A378-3','jCyMgXMgPJxTyRNd', 'UB')
('SL12058-2022-11-01-6626','S277-2','zofwsLPoG', 'MB')
('SL22517-2022-11-01-6688','S279-16','Lb', 'SU')
('AC04652-2022-11-02-6820','A379-16','id', 'UB')
('SL22517-2022-11-01-6726','S281-6','xHBcglIvpNA', 'UB')
('SL22517-2022-11-01-6727','S281-7','QymIV', 'SL')
('AC04652-2022-11-02-6872','A382-14','YRNvNpZEX', 'LB')
('AC04652-2022-11-02-6873','A382-15','PgNoJsMdbULJr', 'UB')
('SL04652-2022-11-01-6816','S284-24','FvpIYsGdwNOPkHT', 'SU')
('SL22517-2022-11-02-6854','S286-14','fnl', 'UB')
('SL04652-2022-11-01-6820','S285-4','pDVjF', 'LB')
('AC04652-2022-11-02-6881','A383-5','wEC', 'SL')
('AC04652-2022-11-02-6882','A383-6','ZiKBqDhbAgxmw', 'SU')
('SL22517-2022-11-02-6860','S286-20','gmtwjuvFgxsTE', 'LB')
('AC04652-2022-11-02-6884','A383-8','QSLmEEdpyAovSv', 'LB')
('SL22517-2022-11-01-6747','S282-3','glDMcvDpOkzwlAZs', 'UB')
('AC04652-2022-11-01-7165','A399-1','ADpEGkWFtnSEKMNF', 'LB')
('AC04652-2022-11-02-6909','A384-15','oiqMTtWpElDDbPo', 'UB')
('SL22517-2022-11-01-6779','S283-11','tZeklwtIlEPL', 'UB')
('AC04652-2022-11-01-7173','A399-9','AOCfVGs', 'UB')
('AC04652-2022-11-02-6918','A385-6','xdNekSz', 'SU')
('AC22517-2022-11-02-6945','A386-15','AHmT', 'UB')
('SL22517-2022-11-01-6805','S284-13','XKuvwxP', 'MB')
('SL12058-2022-11-01-6750','S282-6','hfYVZnq', 'UB')
('SL22517-2022-11-01-6840','S285-24','yCbcVGh', 'SU')
('AC12058-2022-11-01-7001','A389-17','J', 'SL')
('AC12058-2022-11-01-7002','A389-18','fNMrVux', 'SU')
('AC22517-2022-11-01-6988','A389-4','kRdpVwdUHsmEPLnw', 'UB')
('AC04652-2022-11-02-7001','A389-17','FqzzkavdiDZLB', 'SL')
('SL22517-2022-11-02-6976','S291-16','adHeOzECVTprgyP', 'SU')
('AC22517-2022-11-01-7005','A390-3','iWEh', 'UB')
('AC04652-2022-11-02-7016','A390-14','Lf', 'LB')
('AC22517-2022-11-02-7043','A392-5','wvpKAiMZbo', 'SL')
('SL04652-2022-11-02-6989','S292-5','duBPZjE', 'MB')
('AC22517-2022-11-01-7008','A390-6','k', 'SU')
('SL04652-2022-11-02-6993','S292-9','OoYdgGEucdUz', 'LB')
('SL04652-2022-11-01-6965','S291-5','ATLZlzHm', 'MB')
('AC22517-2022-11-01-7013','A390-11','WxpYYS', 'SL')
('AC12058-2022-11-01-7041','A392-3','kWbZS', 'UB')
('AC04652-2022-11-01-7290','A405-18','TYDPDD', 'SU')
('SL04652-2022-11-02-7001','S292-17','o', 'LB')
('AC22517-2022-11-01-7021','A391-1','aRlCcbcuebfERNYC', 'LB')
('SL04652-2022-11-01-6971','S291-11','Icyw', 'UB')
('AC22517-2022-11-02-7054','A392-16','YcjaCCdniUD', 'UB')
('SL12058-2022-11-01-6836','S285-20','zqwBxAlIzmETi', 'LB')
('SL22517-2022-11-01-6899','S288-11','nRAowjrKYD', 'UB')
('AC22517-2022-11-01-7054','A392-16','cvqbsLmviJdIBIiE', 'UB')
('AC22517-2022-11-01-7055','A392-17','TPBHdXhIBjkUciot', 'SL')
('SL04652-2022-11-01-6998','S292-14','frOZPPvhEDku', 'UB')
('AC04652-2022-11-02-7067','A393-11','RmU', 'SL')
('SL22517-2022-11-01-6924','S289-12','HpmNzZvPv', 'LB')
('SL12058-2022-11-01-6871','S287-7','OFMBLdbrF', 'SL')
('AC22517-2022-11-02-7087','A394-13','Lrzvzr', 'LB')
('SL22517-2022-11-02-7015','S293-7','fewn', 'SL')
('SL04652-2022-11-02-7055','S294-23','OfiV', 'SL')
('AC04652-2022-11-01-7368','A410-6','OVGGJFyANj', 'SU')
('SL04652-2022-11-02-7057','S295-1','YvkmTsGmGGIRU', 'LB')
('SL12058-2022-11-01-6889','S288-1','ZTkwGhzUfe', 'LB')
('SL22517-2022-11-02-7033','S294-1','tDBGNwEh', 'LB')
('AC12058-2022-11-01-7107','A395-15','CMmQZen', 'UB')
('AC04652-2022-11-02-7096','A395-4','ZaemOZ', 'UB')
('SL04652-2022-11-01-7034','S294-2','sXIhByP', 'MB')
('SL04652-2022-11-02-7063','S295-7','sTCSLslUBSV', 'SL')
('AC22517-2022-11-02-7121','A396-11','Pc', 'SL')
('SL04652-2022-11-02-7068','S295-12','DuHxdfg', 'LB')
('AC22517-2022-11-01-7105','A395-13','kcQJ', 'LB')
('SL22517-2022-11-01-6966','S291-6','EWswfTF', 'UB')
('SL22517-2022-11-02-7049','S294-17','hP', 'LB')
('AC04652-2022-11-02-7105','A395-13','vKrvOsToXY', 'LB')
('SL04652-2022-11-01-7048','S294-16','EGSjiGSyovWFTuS', 'SU')
('AC04652-2022-11-02-7108','A395-16','JOZ', 'UB')
('AC22517-2022-11-01-7109','A395-17','MHrzXXvUqyFS', 'SL')
('SL22517-2022-11-01-6972','S291-12','bIrO', 'LB')
('SL12058-2022-11-01-6913','S289-1','JvnFXauKnY', 'LB')
('SL12058-2022-11-01-6915','S289-3','tef', 'UB')
('SL04652-2022-11-02-7116','S297-12','tPLbcscMnhjqQFF', 'LB')
('SL22517-2022-11-01-7021','S293-13','pHRVwPKDMc', 'MB')
('AC04652-2022-11-01-7446','A414-12','nStGTo', 'SU')
('SL12058-2022-11-01-6985','S292-1','UAxeg', 'LB')
('AC12058-2022-11-01-7179','A399-15','FeXHloBULokQNkgu', 'UB')
('SL04652-2022-11-01-7102','S296-22','qjIWSoZcCAsL', 'UB')
('AC22517-2022-11-01-7180','A399-16','ez', 'UB')
('SL22517-2022-11-02-7137','S298-9','avNqhC', 'LB')
('AC22517-2022-11-02-7225','A402-7','skOpBsMcqeR', 'LB')
('SL22517-2022-11-01-7056','S294-24','BeTkMoxsUdCgyBf', 'SU')
('SL04652-2022-11-01-7129','S298-1','d', 'LB')
('SL04652-2022-11-01-7130','S298-2','R', 'MB')
('SL04652-2022-11-01-7131','S298-3','ZMQsRZmFEG', 'UB')
('AC04652-2022-11-01-7485','A416-15','flDfEoofhHVApSm', 'UB')
('SL22517-2022-11-02-7163','S299-11','WQstHzhyPTdkpOF', 'UB')
('AC22517-2022-11-02-7256','A404-2','RuiCpBBML', 'LB')
('AC22517-2022-11-01-7240','A403-4','ddv', 'UB')
('SL22517-2022-11-01-7099','S296-19','nbxIBSoioMdU', 'UB')
('AC22517-2022-11-01-7250','A403-14','Gxu', 'LB')
('SL04652-2022-11-02-7193','S300-17','QUipkqahjkjVONyD', 'LB')
('AC22517-2022-11-02-7285','A405-13','uFPVhy', 'LB')
('AC04652-2022-11-02-7235','A402-17','tfWhYudKKqk', 'SL')
('AC04652-2022-11-01-7545','A420-3','Ta', 'UB')
('SL12058-2022-11-01-7064','S295-8','GeYSbfAkiDlHzoA', 'SU')
('AC12058-2022-11-01-7263','A404-9','sAiInctv', 'UB')
('SL22517-2022-11-02-7225','S302-1','ahNVlI', 'LB')
('SL22517-2022-11-01-7145','S298-17','tGyIsW', 'LB')
('SL04652-2022-11-02-7234','S302-10','I', 'MB')
('AC04652-2022-11-02-7261','A404-7','iWsnT', 'LB')
('AC04652-2022-11-02-7262','A404-8','cwVXZZrEYog', 'LB')
('SL04652-2022-11-02-7238','S302-14','eHIVzKtoXz', 'UB')
('SL04652-2022-11-02-7277','S304-5','F', 'MB')
('AC04652-2022-11-02-7303','A406-13','EgBdSMx', 'LB')
('SL22517-2022-11-02-7276','S304-4','HzHcOfKk', 'LB')
('SL12058-2022-11-01-7124','S297-20','nEODzzqlD', 'LB')
('AC22517-2022-11-01-7343','A408-17','jHbwDGXyHGcimbnd', 'SL')
('SL04652-2022-11-01-7260','S303-12','PyWhh', 'LB')
('SL04652-2022-11-01-7265','S303-17','UGmSyokKKqPjEd', 'LB')
('AC22517-2022-11-02-7378','A410-16','feQIdRQemaR', 'UB')
('AC22517-2022-11-01-7351','A409-7','zFHDMDFayPeehjvG', 'LB')
('AC22517-2022-11-01-7353','A409-9','SdmTKGywZvMy', 'UB')
('AC04652-2022-11-01-7624','A424-10','Cyc', 'UB')
('AC04652-2022-11-01-7626','A424-12','pApyIDFArfF', 'SU')
('AC12058-2022-11-01-7368','A410-6','xeOX', 'SU')
('AC04652-2022-11-02-7348','A409-4','Mw', 'UB')
('AC22517-2022-11-02-7406','A412-8','yoYmVDO', 'LB')
('SL04652-2022-11-01-7308','S305-12','TDdLyENDprn', 'LB')
('SL04652-2022-11-01-7309','S305-13','ENOKrjnOMUlQbA', 'MB')
('SL12058-2022-11-01-7173','S299-21','hJHmV', 'MB')
('AC04652-2022-11-01-7647','A425-15','YjtYtNIugcWmIvMc', 'UB')
('SL22517-2022-11-01-7229','S302-5','CzPvZYNRFkw', 'MB')
('AC22517-2022-11-01-7367','A410-5','T', 'SL')
('SL04652-2022-11-01-7314','S305-18','sZbsOvg', 'MB')
('AC22517-2022-11-02-7423','A413-7','qycSV', 'LB')
('AC04652-2022-11-01-7650','A425-18','XgV', 'SU')
('SL04652-2022-11-01-7339','S306-19','fBbIWniREuxRzGBD', 'UB')
('SL22517-2022-11-02-7359','S307-15','N', 'SL')
('AC12058-2022-11-01-7403','A412-5','AYcitoJQBtEwFvHu', 'SL')
('SL04652-2022-11-02-7348','S307-4','G', 'LB')
('SL22517-2022-11-02-7363','S307-19','hJN', 'UB')
('AC22517-2022-11-02-7464','A415-12','zpO', 'SU')
('AC04652-2022-11-01-7678','A427-10','phmfANyqKkHlEBlZ', 'UB')
('AC04652-2022-11-01-7679','A427-11','jgrEsmc', 'SL')
('AC22517-2022-11-02-7471','A416-1','K', 'LB')
('SL04652-2022-11-02-7369','S308-1','gWARXvWfinhHvvlX', 'LB')
('SL12058-2022-11-01-7222','S301-22','APWLK', 'UB')
('AC04652-2022-11-02-7462','A415-10','TSP', 'UB')
('AC04652-2022-11-01-7730','A430-8','Hwzb', 'LB')
('SL22517-2022-11-02-7427','S310-11','AWHDBE', 'UB')
('SL12058-2022-11-01-7260','S303-12','PQkTb', 'LB')
('AC12058-2022-11-01-7473','A416-3','tUjUjShjV', 'UB')
('AC22517-2022-11-02-7559','A420-17','eDlJpegNcWf', 'SL')
('SL12058-2022-11-01-7289','S304-17','uUECiuEGPzIXI', 'LB')
('AC12058-2022-11-01-7499','A417-11','WuJmaNyTOpXD', 'SL')
('AC04652-2022-11-01-7757','A431-17','taeWjQRJKoffyLW', 'SL')
('AC22517-2022-11-02-7565','A421-5','HXfyLHZxZaO', 'SL')
('SL22517-2022-11-02-7460','S311-20','EZxKNXMfVvGzhkA', 'LB')
('AC04652-2022-11-02-7500','A417-12','fkOvwT', 'SU')
('AC22517-2022-11-02-7579','A422-1','IgNBosCS', 'LB')
('AC22517-2022-11-01-7529','A419-5','edExoUPG', 'SL')
('SL04652-2022-11-02-7481','S312-17','Cc', 'LB')
('AC04652-2022-11-01-7793','A433-17','idgvlfwMnx', 'SL')
('SL12058-2022-11-01-7335','S306-15','hQvXrntnnZdpgz', 'SL')
('SL22517-2022-11-01-7395','S309-3','PlqoN', 'UB')
('AC12058-2022-11-01-7547','A420-5','Lx', 'SL')
('AC22517-2022-11-01-7548','A420-6','aiZsyappAGazxVj', 'SU')
('AC04652-2022-11-02-7549','A420-7','zAMgDxTjauoLocO', 'LB')
('AC04652-2022-11-02-7554','A420-12','VRroi', 'SU')
('SL22517-2022-11-02-7521','S314-9','BRtyYlgNEhG', 'LB')
('AC22517-2022-11-02-7637','A425-5','P', 'SL')
('SL12058-2022-11-01-7365','S307-21','wIOgxRJYWRs', 'MB')
('AC04652-2022-11-02-7575','A421-15','eZCZJNIfvQaKXhF', 'UB')
('SL22517-2022-11-01-7430','S310-14','ImjEutGBGKujbC', 'UB')
('AC04652-2022-11-01-7845','A436-15','tkYPmBYCcFoS', 'UB')
('SL22517-2022-11-02-7550','S315-14','nCCBGqHRGCF', 'UB')
('SL22517-2022-11-01-7435','S310-19','pdGNqpwyzOlPinvh', 'UB')
('AC22517-2022-11-01-7602','A423-6','kTNXfauJyOcvKkep', 'SU')
('SL22517-2022-11-01-7457','S311-17','vg', 'LB')
('AC22517-2022-11-02-7669','A427-1','RzioCh', 'LB')
('AC04652-2022-11-02-7617','A424-3','wevxkTNT', 'UB')
('AC12058-2022-11-01-7619','A424-5','yMSLsrtwrCjN', 'SL')
('AC04652-2022-11-01-7880','A438-14','XxRlczdGvdoAXkw', 'LB')
('AC22517-2022-11-02-7678','A427-10','CVUbUZQAfnGPx', 'UB')
('SL22517-2022-11-01-7468','S312-4','rrHjTsgNE', 'LB')
('SL22517-2022-11-02-7583','S316-23','QfVANgXzOhcLC', 'SL')
('AC22517-2022-11-02-7683','A427-15','pSSOWxWf', 'UB')
('AC04652-2022-11-01-7884','A438-18','WYpPBOSqhQsOEpGO', 'SU')
('SL22517-2022-11-02-7608','S317-24','gPHvqwMdeZr', 'SU')
('SL04652-2022-11-02-7589','S317-5','gzkOtFTGVO', 'MB')
('AC04652-2022-11-02-7664','A426-14','qziXZLGI', 'LB')
('AC22517-2022-11-02-7719','A429-15','xQRTRREb', 'UB')
('AC12058-2022-11-01-7659','A426-9','NvofZ', 'UB')
('AC12058-2022-11-01-7660','A426-10','LQAXyeNCwCxVZA', 'UB')
('AC22517-2022-11-01-7665','A426-15','QAGkKhhFlEC', 'UB')
('AC22517-2022-11-02-7764','A432-6','J', 'SU')
('AC12058-2022-11-01-7694','A428-8','UEkHUTwkPxp', 'LB')
('AC04652-2022-11-01-7955','A442-17','WRmETYpxytcX', 'SL')
('AC22517-2022-11-02-7769','A432-11','xm', 'SL')
('AC22517-2022-11-01-7716','A429-12','tTR', 'SU')
('AC04652-2022-11-01-7973','A443-17','B', 'SL')
('SL22517-2022-11-01-7561','S316-1','ZwsMFKIAWMyjEr', 'LB')
('AC22517-2022-11-02-7783','A433-7','YZb', 'LB')
('SL04652-2022-11-02-7654','S319-22','DjohLUauTw', 'UB')
('SL04652-2022-11-02-7655','S319-23','bKiKbC', 'SL')
('AC04652-2022-11-01-7978','A444-4','Vxi', 'UB')
