('AC04652-2022-11-02-7','A1-7','YTd', 'LB')
('SL12058-2022-11-01-2296','S96-16','AGmZZIBg', 'SU')
('AC22517-2022-11-02-2336','A130-14','CqN', 'LB')
('AC22517-2022-11-02-2337','A130-15','nmTJEZTVKVN', 'UB')
('AC22517-2022-11-02-2341','A131-1','crJnjwNU', 'LB')
('AC04652-2022-11-02-2261','A126-11','UksoOQaFEqJGxlp', 'SL')
('SL22517-2022-11-02-2334','S98-6','rMzkdCpnW', 'UB')
('SL04652-2022-11-01-2337','S98-9','IHZ', 'LB')
('SL12058-2022-11-01-2315','S97-11','wb', 'UB')
('AC22517-2022-11-02-2357','A131-17','bcPTWvdvIqJvg', 'SL')
('SL04652-2022-11-02-2321','S97-17','VH', 'LB')
('SL12058-2022-11-01-2325','S97-21','gGgkmJ', 'MB')
('SL22517-2022-11-02-2352','S98-24','VFmMaSemv', 'SU')
('SL12058-2022-11-01-2327','S97-23','zFRCLt', 'SL')
('AC04652-2022-11-02-2283','A127-15','dIm', 'UB')
('AC04652-2022-11-02-2284','A127-16','hJWKjAioHSjpmn', 'UB')
('AC22517-2022-11-01-2252','A126-2','dgbjFQbYibjl', 'LB')
('SL04652-2022-11-02-2327','S97-23','bSQe', 'SL')
('AC12058-2022-11-01-2338','A130-16','deF', 'UB')
('AC22517-2022-11-02-2373','A132-15','vKPyvrRS', 'UB')
('AC22517-2022-11-01-2255','A126-5','FkPa', 'SL')
('SL22517-2022-11-01-2357','S99-5','sFOenNo', 'MB')
('SL04652-2022-11-02-2333','S98-5','aPNtrvzzkWxny', 'MB')
('SL04652-2022-11-01-2364','S99-12','yjrIInNGQQX', 'LB')
('AC04652-2022-11-02-2307','A129-3','edzpQoiB', 'UB')
('AC22517-2022-11-01-2270','A127-2','fAuBeHXGuG', 'LB')
('AC22517-2022-11-01-2271','A127-3','kTphmQ', 'UB')
('SL04652-2022-11-01-2374','S99-22','APEv', 'UB')
('AC04652-2022-11-02-2308','A129-4','HJLIlHgCWUkyVjOa', 'UB')
('SL22517-2022-11-02-2372','S99-20','hOPIETzELnKGdO', 'LB')
('SL04652-2022-11-01-2379','S100-3','TfFfkCeCHixjf', 'UB')
('SL22517-2022-11-01-2375','S99-23','ZAb', 'SL')
('AC12058-2022-11-01-2357','A131-17','llRJcPuSBuAv', 'SL')
('AC04652-2022-11-01-2397','A134-3','mZYIKzeCSFcOyC', 'UB')
('SL04652-2022-11-01-2380','S100-4','AUkD', 'LB')
('SL12058-2022-11-01-2352','S98-24','ZIFmRBwpDExOIV', 'SU')
('SL22517-2022-11-01-2378','S100-2','YOsOfNQ', 'MB')
('SL22517-2022-11-02-2379','S100-3','dIVvbo', 'UB')
('SL12058-2022-11-01-2354','S99-2','kzdb', 'MB')
('AC22517-2022-11-02-2385','A133-9','GSHGUQlenaBxjBb', 'UB')
('SL22517-2022-11-02-2383','S100-7','PCmAjH', 'SL')
('SL04652-2022-11-02-2349','S98-21','TvofKWYz', 'MB')
('AC22517-2022-11-01-2283','A127-15','QuTiMziayoEnJaaN', 'UB')
('SL22517-2022-11-01-2383','S100-7','wJe', 'SL')
('AC22517-2022-11-02-2389','A133-13','AkgsUiWrdRM', 'LB')
('SL04652-2022-11-02-2353','S99-1','B', 'LB')
('AC04652-2022-11-01-2413','A135-1','TN', 'LB')
('SL12058-2022-11-01-2364','S99-12','WPgfJgIU', 'LB')
('AC04652-2022-11-02-2326','A130-4','p', 'UB')
('SL12058-2022-11-01-2372','S99-20','QtLgNaRDGKhWv', 'LB')
('AC04652-2022-11-02-2338','A130-16','KXdlCbrS', 'UB')
('SL12058-2022-11-01-2380','S100-4','SBWpHv', 'LB')
('AC22517-2022-11-01-2310','A129-6','IwhoLixEuvEtf', 'SU')
('SL22517-2022-11-02-2411','S101-11','wTHWTSkzTeDnYrr', 'UB')
('SL12058-2022-11-01-2384','S100-8','MPO', 'SU')
('SL04652-2022-11-01-2411','S101-11','rEpiqXyLlv', 'UB')
('AC22517-2022-11-02-2423','A135-11','VfZcdYIyo', 'SL')
('SL22517-2022-11-01-2407','S101-7','UKEMcs', 'SL')
('AC04652-2022-11-01-2443','A136-13','Y', 'LB')
('SL22517-2022-11-02-2423','S101-23','aqCvtC', 'SL')
('AC22517-2022-11-02-2430','A135-18','gKDcSgbwpHcE', 'SU')
('AC22517-2022-11-02-2431','A136-1','ycVzo', 'LB')
('SL04652-2022-11-01-2418','S101-18','UOkEFnYPUfnmIG', 'MB')
('AC04652-2022-11-02-2363','A132-5','UasnjOQZ', 'SL')
('SL04652-2022-11-01-2430','S102-6','EvQYltCWwJWykl', 'UB')
('AC22517-2022-11-02-2454','A137-6','PdsQUXnbuHF', 'SU')
('SL04652-2022-11-02-2424','S101-24','BVIZaowUi', 'SU')
('AC04652-2022-11-01-2482','A138-16','OQsDBmLEeIoxd', 'UB')
('AC04652-2022-11-02-2399','A134-5','RfTwuuwrF', 'SL')
('SL04652-2022-11-02-2426','S102-2','RJ', 'MB')
('SL04652-2022-11-02-2427','S102-3','WP', 'UB')
('SL04652-2022-11-02-2434','S102-10','AQzx', 'MB')
('SL12058-2022-11-01-2426','S102-2','fGPZzv', 'MB')
('SL12058-2022-11-01-2428','S102-4','mtTtrulYogMv', 'LB')
('SL22517-2022-11-02-2512','S105-16','TJBVjyZa', 'SU')
('AC04652-2022-11-02-2448','A136-18','RvyRT', 'SU')
('AC04652-2022-11-02-2449','A137-1','hu', 'LB')
('AC12058-2022-11-01-2492','A139-8','xDjyeh', 'LB')
('SL22517-2022-11-01-2501','S105-5','icgLOjxFMifzIEDD', 'MB')
('AC12058-2022-11-01-2497','A139-13','gcYIFdyrBwubwgT', 'LB')
('AC04652-2022-11-01-2540','A142-2','Oye', 'LB')
('SL04652-2022-11-02-2484','S104-12','jIkTTepqgjlvDdT', 'LB')
('SL22517-2022-11-02-2517','S105-21','cyKaOqtMhou', 'MB')
('AC04652-2022-11-02-2457','A137-9','h', 'UB')
('SL22517-2022-11-02-2524','S106-4','EG', 'LB')
('AC22517-2022-11-02-2528','A141-8','cpUk', 'LB')
('SL04652-2022-11-02-2490','S104-18','fS', 'MB')
('AC22517-2022-11-02-2540','A142-2','rHondD', 'LB')
('AC22517-2022-11-02-2547','A142-9','b', 'UB')
('SL04652-2022-11-01-2544','S106-24','kvgqDP', 'SU')
('AC22517-2022-11-01-2430','A135-18','LUEddS', 'SU')
('AC04652-2022-11-02-2479','A138-13','lnRMVrXyPGeUsZ', 'LB')
('SL12058-2022-11-01-2505','S105-9','OWxPghvJIY', 'LB')
('SL22517-2022-11-01-2533','S106-13','ZmtmMCsviZQK', 'MB')
('AC22517-2022-11-02-2556','A142-18','SkqgZEwn', 'SU')
('SL22517-2022-11-01-2534','S106-14','iuAOvZYJ', 'UB')
('AC04652-2022-11-01-2581','A144-7','Ualrp', 'LB')
('SL12058-2022-11-01-2510','S105-14','hbSznCdmMEpj', 'UB')
('SL22517-2022-11-02-2554','S107-10','CFoU', 'MB')
('SL12058-2022-11-01-2516','S105-20','UoO', 'LB')
('AC04652-2022-11-01-2589','A144-15','PNVZ', 'UB')
('AC04652-2022-11-01-2590','A144-16','YZMckdrPj', 'UB')
('AC04652-2022-11-02-2502','A139-18','kz', 'SU')
('SL04652-2022-11-02-2521','S106-1','tnJxIUfZ', 'LB')
('AC04652-2022-11-02-2505','A140-3','FfDlcdkeSP', 'UB')
('SL22517-2022-11-02-2563','S107-19','GImYZHSdxX', 'UB')
('SL22517-2022-11-02-2568','S107-24','GTpK', 'SU')
('AC04652-2022-11-01-2607','A145-15','JCOur', 'UB')
('AC22517-2022-11-02-2593','A145-1','uCmZnMIhZfRMO', 'LB')
('AC04652-2022-11-01-2613','A146-3','sLTKGPg', 'UB')
('AC22517-2022-11-02-2595','A145-3','qqWphmRAmND', 'UB')
('AC04652-2022-11-02-2520','A140-18','dWIrhSE', 'SU')
('SL22517-2022-11-02-2579','S108-11','Axo', 'UB')
('AC04652-2022-11-01-2618','A146-8','eeZiqoyAbi', 'LB')
('AC22517-2022-11-02-2597','A145-5','ZXOHLnPGEj', 'SL')
('SL12058-2022-11-01-2545','S107-1','j', 'LB')
('SL22517-2022-11-01-2565','S107-21','lMYL', 'MB')
('AC04652-2022-11-02-2525','A141-5','IWfacAb', 'SL')
('SL04652-2022-11-01-2581','S108-13','jKXhXtcprA', 'MB')
('SL04652-2022-11-01-2582','S108-14','FsfyAMUJ', 'UB')
('AC22517-2022-11-01-2465','A137-17','FliqPWuqR', 'SL')
('SL12058-2022-11-01-2549','S107-5','plxYFAbf', 'MB')
('AC12058-2022-11-01-2571','A143-15','Hmnvt', 'UB')
('SL22517-2022-11-01-2576','S108-8','HSKqxvbJGXxRvrw', 'SU')
('SL22517-2022-11-01-2577','S108-9','DyiH', 'LB')
('AC04652-2022-11-02-2535','A141-15','KbdGVM', 'UB')
('SL04652-2022-11-01-2594','S109-2','hUkHq', 'MB')
('AC12058-2022-11-01-2579','A144-5','yUbErq', 'SL')
('SL04652-2022-11-02-2561','S107-17','QIiHPNtnqrR', 'LB')
('SL22517-2022-11-01-2588','S108-20','YlTlbNSD', 'LB')
('AC04652-2022-11-02-2543','A142-5','NcllcEGaLm', 'SL')
('SL12058-2022-11-01-2561','S107-17','UbaF', 'LB')
('SL04652-2022-11-02-2562','S107-18','PeCEkuiHIr', 'MB')
('AC22517-2022-11-02-2617','A146-7','gmovrmSdNRWI', 'LB')
('SL04652-2022-11-02-2563','S107-19','TFayVS', 'UB')
('AC04652-2022-11-01-2649','A148-3','OEWAMhWLEPTU', 'UB')
('AC04652-2022-11-02-2549','A142-11','IFrg', 'SL')
('AC04652-2022-11-01-2654','A148-8','jsHaSilJmZXSWjem', 'LB')
('SL04652-2022-11-02-2567','S107-23','TJtPAAhbOJlQdWw', 'SL')
('SL22517-2022-11-01-2605','S109-13','ntyzAyaydE', 'MB')
('AC04652-2022-11-01-2661','A148-15','IgBjGtvGkHc', 'UB')
('AC04652-2022-11-02-2558','A143-2','HbVpwhGt', 'LB')
('SL12058-2022-11-01-2577','S108-9','UTzaUFYYLjPOgJ', 'LB')
('AC12058-2022-11-01-2601','A145-9','EJSpzt', 'UB')
('SL12058-2022-11-01-2579','S108-11','PrvrTHohkhfyti', 'UB')
('SL04652-2022-11-01-2627','S110-11','imJLtvf', 'UB')
('AC04652-2022-11-02-2562','A143-6','N', 'SU')
('SL04652-2022-11-01-2629','S110-13','BBNlwqGxrPGcG', 'MB')
('AC22517-2022-11-01-2496','A139-12','OgGoorgluT', 'SU')
('SL12058-2022-11-01-2582','S108-14','rGeLqrkmSYCuPs', 'UB')
('AC22517-2022-11-02-2637','A147-9','Jr', 'UB')
('SL04652-2022-11-02-2580','S108-12','QwvVWQQsYv', 'LB')
('AC12058-2022-11-01-2611','A146-1','PckyuZhwxp', 'LB')
('AC12058-2022-11-01-2612','A146-2','FaBKm', 'LB')
('SL04652-2022-11-02-2583','S108-15','QCkZ', 'SL')
('SL22517-2022-11-02-2636','S110-20','NjAuxPgy', 'LB')
('AC22517-2022-11-01-2504','A140-2','NCKCrgMXiopFAC', 'LB')
('SL04652-2022-11-01-2634','S110-18','rvsSfm', 'MB')
('AC04652-2022-11-01-2710','A151-10','PRtlhAIKg', 'UB')
('AC04652-2022-11-02-2595','A145-3','tsbzhPf', 'UB')
('AC22517-2022-11-02-2680','A149-16','SNzbFOuhBIcS', 'UB')
('AC04652-2022-11-02-2596','A145-4','Vo', 'UB')
('SL04652-2022-11-02-2618','S110-2','WDqgMHuvJMjogL', 'MB')
('AC04652-2022-11-02-2598','A145-6','qn', 'SU')
('SL22517-2022-11-01-2654','S111-14','oOLSJXjLgJrG', 'UB')
('AC12058-2022-11-01-2649','A148-3','KTYEYUGj', 'UB')
('SL04652-2022-11-01-2668','S112-4','eYqTrjOpwkd', 'LB')
('AC22517-2022-11-02-2682','A149-18','XLMze', 'SU')
('AC12058-2022-11-01-2651','A148-5','rkHtxnVt', 'SL')
('SL04652-2022-11-01-2669','S112-5','kYFedWGIUhWaAPL', 'MB')
('AC22517-2022-11-01-2539','A142-1','MWEonogUYZoUSLL', 'LB')
('SL04652-2022-11-01-2673','S112-9','ksIyOWGo', 'LB')
('AC12058-2022-11-01-2657','A148-11','gTUtRcvRoHRlk', 'SL')
('AC04652-2022-11-02-2606','A145-14','CjuFJsnXlRyDpef', 'LB')
('AC22517-2022-11-02-2690','A150-8','nsrnWRvJiN', 'LB')
('SL12058-2022-11-01-2636','S110-20','eUrl', 'LB')
('SL22517-2022-11-02-2678','S112-14','rgBmDQLTzgYc', 'UB')
('SL04652-2022-11-02-2630','S110-14','CHLXxEzdYwAXwQ', 'UB')
('AC04652-2022-11-02-2611','A146-1','MCVHauLkDFVXv', 'LB')
('SL04652-2022-11-01-2700','S113-12','BQzoJNrM', 'LB')
('SL22517-2022-11-02-2705','S113-17','PpoJIKDbJ', 'LB')
('AC04652-2022-11-01-2752','A153-16','qcbSdYXb', 'UB')
('AC12058-2022-11-01-2689','A150-7','xNBWFmeZsXKSlN', 'LB')
('SL12058-2022-11-01-2666','S112-2','NKQvsGRMkhOaNSwh', 'MB')
('AC04652-2022-11-02-2644','A147-16','cdxERmhlLaqFhKy', 'UB')
('SL04652-2022-11-02-2673','S112-9','BvgmZWws', 'LB')
('AC04652-2022-11-02-2648','A148-2','HhcrszqwNCE', 'LB')
('SL22517-2022-11-01-2703','S113-15','JsiwTC', 'SL')
('SL04652-2022-11-02-2674','S112-10','ghhEySjbZQyL', 'MB')
('SL04652-2022-11-02-2675','S112-11','biCjMIOk', 'UB')
('SL12058-2022-11-01-2673','S112-9','w', 'LB')
('SL12058-2022-11-01-2674','S112-10','D', 'MB')
('SL22517-2022-11-01-2705','S113-17','I', 'LB')
('SL04652-2022-11-02-2676','S112-12','dVLBLp', 'LB')
('AC04652-2022-11-01-2759','A154-5','aau', 'SL')
('SL22517-2022-11-02-2727','S114-15','wyeOoPVp', 'SL')
('SL04652-2022-11-02-2682','S112-18','aDWez', 'MB')
('AC12058-2022-11-01-2707','A151-7','LFRCERtnxKrVWAeV', 'LB')
('SL12058-2022-11-01-2693','S113-5','WZecBAvYeMCnNWUu', 'MB')
('AC22517-2022-11-02-2744','A153-8','JYqHQwvIPlIHiPk', 'LB')
('AC22517-2022-11-01-2588','A144-14','uhcyRd', 'LB')
('AC22517-2022-11-01-2589','A144-15','tVEKTK', 'UB')
('SL04652-2022-11-01-2745','S115-9','TIstNGwYDyeLZgX', 'LB')
('AC04652-2022-11-02-2681','A149-17','RVgNHg', 'SL')
('SL04652-2022-11-01-2747','S115-11','WI', 'UB')
('SL04652-2022-11-02-2699','S113-11','MnhajmWZo', 'UB')
('SL22517-2022-11-02-2748','S115-12','DwIUNy', 'LB')
('AC04652-2022-11-02-2687','A150-5','GbMCHPlb', 'SL')
('AC04652-2022-11-02-2688','A150-6','FPwJhmHaOQqlv', 'SU')
('SL04652-2022-11-02-2701','S113-13','xHtcixNnFup', 'MB')
('AC12058-2022-11-01-2723','A152-5','D', 'SL')
('SL04652-2022-11-01-2754','S115-18','yaGLSdLvZi', 'MB')
('AC22517-2022-11-01-2598','A145-6','faTSTuyCCgbwzgre', 'SU')
('AC22517-2022-11-01-2599','A145-7','zX', 'LB')
('SL04652-2022-11-01-2758','S115-22','dpTJ', 'UB')
('AC22517-2022-11-01-2632','A147-4','yQOyA', 'UB')
('AC22517-2022-11-01-2633','A147-5','zYnKdEqm', 'SL')
('SL04652-2022-11-01-2798','S117-14','KbUljiGHv', 'UB')
('SL22517-2022-11-01-2779','S116-19','ZyV', 'UB')
('AC22517-2022-11-02-2791','A156-1','iJagKMCflZUDvnW', 'LB')
('AC22517-2022-11-01-2635','A147-7','VbwYbL', 'LB')
('SL22517-2022-11-01-2781','S116-21','YrmAfM', 'MB')
('AC04652-2022-11-01-2823','A157-15','FWwYYw', 'UB')
('SL22517-2022-11-02-2800','S117-16','PoqD', 'SU')
('AC04652-2022-11-02-2748','A153-12','jXmw', 'SU')
('SL04652-2022-11-02-2732','S114-20','RHlTYa', 'LB')
('SL04652-2022-11-01-2810','S118-2','lzAmaPamIKMk', 'MB')
('AC22517-2022-11-02-2811','A157-3','medrPkr', 'UB')
('AC04652-2022-11-01-2835','A158-9','DSD', 'UB')
('AC04652-2022-11-02-2761','A154-7','fpOJjYisMAlOS', 'LB')
('AC12058-2022-11-01-2774','A155-2','BpVvhBnVGXHHG', 'LB')
('SL22517-2022-11-01-2792','S117-8','YZyOLQjpycNGwsZ', 'SU')
('SL22517-2022-11-02-2818','S118-10','meCKIUzCoTpIeAK', 'MB')
('SL12058-2022-11-01-2771','S116-11','QOIKDgTelS', 'UB')
('AC22517-2022-11-01-2654','A148-8','TAETONZaRhgBQ', 'LB')
('AC04652-2022-11-02-2766','A154-12','QAInDaTDhC', 'SU')
('SL12058-2022-11-01-2774','S116-14','caBO', 'UB')
('AC22517-2022-11-01-2657','A148-11','wyqCkTwaRmj', 'SL')
('SL04652-2022-11-01-2822','S118-14','drYPtH', 'UB')
('AC04652-2022-11-01-2849','A159-5','utzGJSrGbIlpEXT', 'SL')
('SL04652-2022-11-02-2743','S115-7','idJJLP', 'SL')
('SL04652-2022-11-01-2825','S118-17','PjpKJAbJB', 'LB')
('AC22517-2022-11-01-2663','A148-17','OmApEUycoPfk', 'SL')
('AC22517-2022-11-01-2664','A148-18','pWl', 'SU')
('SL04652-2022-11-02-2747','S115-11','fRBrApKAGyACP', 'UB')
('SL04652-2022-11-01-2829','S118-21','BiJvETXp', 'MB')
('SL04652-2022-11-02-2749','S115-13','UaCfyjnOdcELyPle', 'MB')
('AC04652-2022-11-01-2856','A159-12','wOWnIXEImVRgxkt', 'SU')
('AC04652-2022-11-02-2772','A154-18','MWneLVoeVSOUUk', 'SU')
('AC22517-2022-11-02-2838','A158-12','EPlLlkDllHRWb', 'SU')
('AC04652-2022-11-02-2778','A155-6','oXdzwWFYpegt', 'SU')
('AC04652-2022-11-01-2863','A160-1','jPXtUEQsGGNU', 'LB')
('SL22517-2022-11-01-2825','S118-17','hwI', 'LB')
('SL22517-2022-11-02-2877','S120-21','I', 'MB')
('AC04652-2022-11-02-2806','A156-16','cw', 'UB')
('SL04652-2022-11-01-2865','S120-9','MKcknBJYtbnkv', 'LB')
('AC22517-2022-11-02-2880','A160-18','Uo', 'SU')
('AC12058-2022-11-01-2826','A157-18','YyjsgwRtSe', 'SU')
('SL22517-2022-11-01-2847','S119-15','FIDkkkuZeZSLG', 'SL')
('SL12058-2022-11-01-2823','S118-15','Dof', 'SL')
('SL04652-2022-11-02-2795','S117-11','kpPArs', 'UB')
('AC22517-2022-11-01-2695','A150-13','TNyofV', 'LB')
('SL22517-2022-11-01-2855','S119-23','sHylMZk', 'SL')
('AC12058-2022-11-01-2831','A158-5','bQ', 'SL')
('AC04652-2022-11-01-2895','A161-15','hFjbPADexll', 'UB')
('AC04652-2022-11-01-2896','A161-16','UTAXjShFQaiUwW', 'UB')
('SL04652-2022-11-01-2879','S120-23','rG', 'SL')
('SL22517-2022-11-01-2864','S120-8','EBbPIIGrtpBJfYqa', 'SU')
('AC22517-2022-11-02-2906','A162-8','SpiSqCDNQw', 'LB')
('AC22517-2022-11-01-2712','A151-12','egheCRc', 'SU')
('SL12058-2022-11-01-2853','S119-21','zYMBPiuUQojSZVah', 'MB')
('AC22517-2022-11-02-2914','A162-16','EBviq', 'UB')
('AC04652-2022-11-02-2872','A160-10','bIlP', 'UB')
('SL04652-2022-11-01-2942','S123-14','NRZekxRApLEEOMh', 'UB')
('SL22517-2022-11-02-2956','S124-4','QY', 'LB')
('SL22517-2022-11-02-2957','S124-5','ZIuGQrWUrJSkpg', 'MB')
('SL04652-2022-11-01-2948','S123-20','DXlgFNkaOXvYE', 'LB')
('SL04652-2022-11-01-2949','S123-21','EACPihPmX', 'MB')
('AC04652-2022-11-01-2951','A164-17','zpYxW', 'SL')
('AC04652-2022-11-01-2956','A165-4','JBanDQiWLEmQon', 'UB')
('AC22517-2022-11-02-2976','A166-6','VyfdXZreGm', 'SU')
('SL22517-2022-11-02-2961','S124-9','pbbzclJ', 'LB')
('AC22517-2022-11-01-2762','A154-8','fqJSIUZ', 'LB')
('SL12058-2022-11-01-2908','S122-4','lljQKAvuDu', 'LB')
('AC04652-2022-11-02-2897','A161-17','ygVxtmTxL', 'SL')
('SL12058-2022-11-01-2914','S122-10','tst', 'MB')
('AC22517-2022-11-01-2774','A155-2','xeWwLIMYYuSod', 'LB')
('SL12058-2022-11-01-2916','S122-12','ohevc', 'LB')
('AC22517-2022-11-02-2991','A167-3','kKTTtfNdfQJs', 'UB')
('SL22517-2022-11-02-2988','S125-12','tGlK', 'LB')
('AC04652-2022-11-01-2976','A166-6','PjciAiuGXtuA', 'SU')
('AC04652-2022-11-02-2917','A163-1','BtXjxChFU', 'LB')
('AC04652-2022-11-02-2921','A163-5','bm', 'SL')
('AC04652-2022-11-02-2922','A163-6','eS', 'SU')
('SL04652-2022-11-01-2984','S125-8','gyWn', 'SU')
('AC12058-2022-11-01-2956','A165-4','Tpt', 'UB')
('SL04652-2022-11-02-2907','S122-3','QeFg', 'UB')
('SL12058-2022-11-01-2944','S123-16','gU', 'SU')
('AC12058-2022-11-01-2962','A165-10','ARZzxueZc', 'UB')
('AC22517-2022-11-01-2840','A158-14','oVuOojjGiGCeX', 'LB')
('SL12058-2022-11-01-2976','S124-24','BfiMeSnQTnITPAe', 'SU')
('SL22517-2022-11-01-3004','S126-4','qBPf', 'LB')
('AC12058-2022-11-01-3010','A168-4','zYJBKY', 'UB')
('SL22517-2022-11-02-3059','S128-11','ukgKyGsVfChX', 'UB')
('AC22517-2022-11-01-2855','A159-11','LmxrgHXu', 'SL')
('SL04652-2022-11-01-3030','S127-6','LRuZa', 'UB')
('SL12058-2022-11-01-2993','S125-17','HXQGG', 'LB')
('AC22517-2022-11-02-3079','A172-1','REJPCVgzPlkoe', 'LB')
('SL04652-2022-11-02-2965','S124-13','JyVNFcXXtukV', 'MB')
('SL12058-2022-11-01-3020','S126-20','xjxfglWLNgCcP', 'LB')
('SL22517-2022-11-02-3081','S129-9','tArIdHQ', 'LB')
('SL12058-2022-11-01-3023','S126-23','BaGucNE', 'SL')
('SL04652-2022-11-01-3057','S128-9','zzJgHVAEkmtDo', 'LB')
('SL04652-2022-11-02-2986','S125-10','EvmfJGsqUxLHA', 'MB')
('AC04652-2022-11-01-3068','A171-8','naacSVToaV', 'LB')
('SL04652-2022-11-02-2988','S125-12','gggMVlYnyRpqQJA', 'LB')
('AC22517-2022-11-02-3111','A173-15','xCNx', 'UB')
('SL04652-2022-11-02-2990','S125-14','RUDKxHaQ', 'UB')
('SL04652-2022-11-01-3067','S128-19','NfbaY', 'UB')
('SL22517-2022-11-01-3056','S128-8','CuAjaMBVeoSisHtd', 'SU')
('AC12058-2022-11-01-3047','A170-5','wvVwOXuzX', 'SL')
('AC04652-2022-11-01-3073','A171-13','DckLDqunJxSN', 'LB')
('SL12058-2022-11-01-3030','S127-6','wdRfQTjiAAtnX', 'UB')
('SL04652-2022-11-01-3074','S129-2','nZN', 'MB')
('SL04652-2022-11-01-3077','S129-5','UeUCVdP', 'MB')
('AC22517-2022-11-02-3123','A174-9','vwXfCgwPbXQDxU', 'UB')
('AC12058-2022-11-01-3082','A172-4','vTVjx', 'UB')
('SL04652-2022-11-01-3114','S130-18','ORqINTn', 'MB')
('SL12058-2022-11-01-3060','S128-12','TkDa', 'LB')
('SL22517-2022-11-02-3131','S131-11','bPPaI', 'UB')
('SL04652-2022-11-01-3118','S130-22','GPkC', 'UB')
('AC04652-2022-11-01-3113','A173-17','GSxdAgfdBOyHMdlY', 'SL')
('AC22517-2022-11-01-2939','A164-5','EUIohRdQ', 'SL')
('AC04652-2022-11-02-3067','A171-7','Tqr', 'LB')
('AC22517-2022-11-01-2956','A165-4','WxAwnNsayJF', 'UB')
('AC22517-2022-11-01-2957','A165-5','FOnslPoXve', 'SL')
('SL22517-2022-11-02-3157','S132-13','nQ', 'MB')
('AC12058-2022-11-01-3111','A173-15','ayrgogPQZUIOV', 'UB')
('AC04652-2022-11-02-3090','A172-12','edqWMUh', 'SU')
('AC12058-2022-11-01-3112','A173-16','TNHDXym', 'UB')
('SL22517-2022-11-02-3180','S133-12','ZDwE', 'LB')
('SL04652-2022-11-02-3098','S130-2','czG', 'MB')
('SL04652-2022-11-01-3167','S132-23','YYDImoJCy', 'SL')
('SL04652-2022-11-02-3126','S131-6','obhvwwLuZuO', 'UB')
('AC22517-2022-11-02-3231','A180-9','KimvatrVLYZYlBJL', 'UB')
('AC22517-2022-11-01-3025','A169-1','GxgEdkekmpDHRuA', 'LB')
('AC12058-2022-11-01-3166','A176-16','i', 'UB')
('AC04652-2022-11-02-3145','A175-13','DWIgTGCkApyCq', 'LB')
('SL22517-2022-11-01-3186','S133-18','RZomjhwhmZ', 'MB')
('AC04652-2022-11-01-3181','A177-13','TveDeXLKBs', 'LB')
('SL22517-2022-11-01-3190','S133-22','cDyDGZsA', 'UB')
('SL22517-2022-11-02-3216','S134-24','LltkG', 'SU')
('SL22517-2022-11-02-3220','S135-4','NDhUEvsZVTppFjkV', 'LB')
('SL22517-2022-11-01-3194','S134-2','yJJMMWnBPxXg', 'MB')
('SL04652-2022-11-01-3205','S134-13','VfKGYwawzeDn', 'MB')
('SL22517-2022-11-01-3199','S134-7','xPrwDdJJlzPSpDzQ', 'SL')
('AC04652-2022-11-01-3194','A178-8','Lsr', 'LB')
('AC22517-2022-11-02-3253','A181-13','JSXcQiVP', 'LB')
('AC04652-2022-11-02-3160','A176-10','qe', 'UB')
('SL04652-2022-11-01-3212','S134-20','fIlqTheWVCQYpO', 'LB')
('AC22517-2022-11-01-3043','A170-1','qcD', 'LB')
('SL22517-2022-11-01-3207','S134-15','OB', 'SL')
('SL04652-2022-11-01-3224','S135-8','I', 'SU')
('AC22517-2022-11-01-3067','A171-7','wChGabRMu', 'LB')
('SL12058-2022-11-01-3152','S132-8','jPZcg', 'SU')
('SL04652-2022-11-01-3235','S135-19','FpaGlypMUT', 'UB')
('AC22517-2022-11-01-3073','A171-13','jlBFTJAOa', 'LB')
('SL04652-2022-11-01-3243','S136-3','hpbN', 'UB')
('AC22517-2022-11-01-3087','A172-9','redKkH', 'UB')
('AC04652-2022-11-01-3226','A180-4','ObIduUdSKVbWaIC', 'UB')
('AC22517-2022-11-02-3285','A183-9','TTZOrfepbb', 'UB')
('AC22517-2022-11-01-3094','A172-16','rzLCJBDkYg', 'UB')
('AC12058-2022-11-01-3230','A180-8','Q', 'LB')
('SL04652-2022-11-02-3194','S134-2','q', 'MB')
('AC04652-2022-11-02-3209','A179-5','ETEJJEL', 'SL')
('SL22517-2022-11-02-3284','S137-20','q', 'LB')
('AC04652-2022-11-02-3213','A179-9','XTz', 'UB')
('SL22517-2022-11-02-3289','S138-1','wGGJodrWREYdHdGW', 'LB')
('AC22517-2022-11-01-3117','A174-3','w', 'UB')
('AC12058-2022-11-01-3242','A181-2','qD', 'LB')
('SL22517-2022-11-01-3256','S136-16','NUmtBZzyHL', 'SU')
('SL22517-2022-11-02-3292','S138-4','BLiA', 'LB')
('AC12058-2022-11-01-3245','A181-5','HyYtOl', 'SL')
('AC22517-2022-11-01-3124','A174-10','GimmhSc', 'UB')
('SL04652-2022-11-02-3206','S134-14','rV', 'UB')
('SL22517-2022-11-01-3265','S137-1','TyJQARVaumWv', 'LB')
('AC04652-2022-11-01-3259','A182-1','JKedat', 'LB')
('AC04652-2022-11-02-3225','A180-3','wLUfSoOIutBuFFT', 'UB')
('SL12058-2022-11-01-3209','S134-17','rO', 'LB')
('AC12058-2022-11-01-3264','A182-6','YyNBoGs', 'SU')
