('AC22517-2022-11-01-2208','A123-12','JXszNdqMPowwP', 'SU')
('SL22517-2022-11-02-5714','S239-2','sHjfMNfctRnAXt', 'MB')
('SL04652-2022-11-01-5678','S237-14','MHoyZepYsFAoVWk', 'UB')
('AC22517-2022-11-01-5798','A323-2','XHI', 'LB')
('AC04652-2022-11-02-5833','A325-1','bCXlqCJlgivzqf', 'LB')
('SL04652-2022-11-01-5687','S237-23','HPqLhI', 'SL')
('AC22517-2022-11-01-5803','A323-7','qDlacgbszDlTV', 'LB')
('SL22517-2022-11-01-5680','S237-16','EybJCqUO', 'SU')
('SL04652-2022-11-01-5718','S239-6','PqjDoDD', 'UB')
('SL22517-2022-11-01-5684','S237-20','RT', 'LB')
('SL22517-2022-11-01-5685','S237-21','mvsLKPwUKMAsn', 'MB')
('SL22517-2022-11-01-5727','S239-15','cNmcwNhGS', 'SL')
('AC12058-2022-11-01-5844','A325-12','n', 'SU')
('AC04652-2022-11-02-5910','A329-6','QB', 'SU')
('SL22517-2022-11-02-5802','S242-18','YRg', 'MB')
('SL22517-2022-11-02-5803','S242-19','mkVvTE', 'UB')
('AC04652-2022-11-02-5914','A329-10','v', 'UB')
('SL04652-2022-11-02-5833','S244-1','A', 'LB')
('AC04652-2022-11-02-5934','A330-12','HJXWAcn', 'SU')
('SL12058-2022-11-01-5742','S240-6','AWXicKfSlOSHlmRf', 'UB')
('SL04652-2022-11-02-5851','S244-19','MQzeIRXmwhr', 'UB')
('SL04652-2022-11-01-5788','S242-4','BeaGmR', 'LB')
('AC12058-2022-11-01-5870','A327-2','DNmDtAL', 'LB')
('AC04652-2022-11-02-5936','A330-14','IL', 'LB')
('SL22517-2022-11-01-5784','S241-24','dbkKikE', 'SU')
('SL22517-2022-11-02-5867','S245-11','LTTlajozlSmrB', 'UB')
('AC12058-2022-11-01-5898','A328-12','nASsL', 'SU')
('SL12058-2022-11-01-5766','S241-6','hilpRTveUBgRyJiR', 'UB')
('AC04652-2022-11-02-5963','A332-5','YdUHoglccbT', 'SL')
('SL12058-2022-11-01-5769','S241-9','P', 'LB')
('AC22517-2022-11-02-5918','A329-14','MzBjfdAYYc', 'LB')
('AC04652-2022-11-02-5967','A332-9','DjeLblWx', 'UB')
('AC22517-2022-11-02-5920','A329-16','cjyoIu', 'UB')
('AC12058-2022-11-01-5906','A329-2','FYfrPmC', 'LB')
('SL04652-2022-11-02-5903','S246-23','oKb', 'SL')
('AC04652-2022-11-01-6167','A343-11','eC', 'SL')
('AC12058-2022-11-01-5924','A330-2','DkY', 'LB')
('SL22517-2022-11-01-5823','S243-15','TXGpkMjIjCwd', 'SL')
('SL12058-2022-11-01-5782','S241-22','Fpc', 'UB')
('AC22517-2022-11-02-5944','A331-4','JagS', 'UB')
('AC12058-2022-11-01-5934','A330-12','UqnvWQFuXd', 'SU')
('SL22517-2022-11-01-5839','S244-7','YEXeb', 'SL')
('SL22517-2022-11-01-5846','S244-14','nxlTdwUU', 'UB')
('SL22517-2022-11-02-5922','S247-18','hjzNADbIzRGUGgIc', 'MB')
('SL22517-2022-11-02-5923','S247-19','Y', 'UB')
('AC22517-2022-11-01-5966','A332-8','dZCQcchQBsKbJpV', 'LB')
('AC22517-2022-11-02-5970','A332-12','XDrLAKhcdrY', 'SU')
('AC22517-2022-11-01-5983','A333-7','FAOurklzxwyyY', 'LB')
('SL04652-2022-11-01-5862','S245-6','fCqrAZVw', 'UB')
('AC04652-2022-11-01-6215','A346-5','eh', 'SL')
('SL04652-2022-11-01-5867','S245-11','LiOoYPa', 'UB')
('AC04652-2022-11-01-6223','A346-13','diuhAtM', 'LB')
('AC22517-2022-11-02-5987','A333-11','jB', 'SL')
('AC22517-2022-11-02-6009','A334-15','vGxE', 'UB')
('AC22517-2022-11-02-6015','A335-3','Psy', 'UB')
('SL22517-2022-11-01-5899','S246-19','fvjxHRPS', 'UB')
('AC04652-2022-11-01-6272','A349-8','OM', 'LB')
('AC22517-2022-11-02-6048','A336-18','UyjWxbyo', 'SU')
('SL04652-2022-11-02-6009','S251-9','eTPvaqXpNYOBQ', 'LB')
('AC04652-2022-11-02-6092','A339-8','xudaZdtIcO', 'LB')
('AC04652-2022-11-01-6285','A350-3','TeWDmRnzr', 'UB')
('AC04652-2022-11-02-6094','A339-10','tHKpTFwYh', 'UB')
('SL04652-2022-11-02-6013','S251-13','xAoWYQuB', 'MB')
('AC22517-2022-11-02-6052','A337-4','c', 'UB')
('AC12058-2022-11-01-6053','A337-5','fOfdeu', 'SL')
('SL22517-2022-11-02-6009','S251-9','kxQNCf', 'LB')
('AC04652-2022-11-01-6295','A350-13','XmtKjBYVunVdPTB', 'LB')
('SL12058-2022-11-01-5876','S245-20','holMLXF', 'LB')
('AC22517-2022-11-02-6081','A338-15','YZUcUU', 'UB')
('AC22517-2022-11-01-6075','A338-9','UNPD', 'UB')
('AC12058-2022-11-01-6078','A338-12','BXTHIDMUbImxH', 'SU')
('AC22517-2022-11-01-6078','A338-12','mja', 'SU')
('SL04652-2022-11-01-5960','S249-8','f', 'SU')
('AC22517-2022-11-02-6088','A339-4','rCZjRmkRD', 'UB')
('SL04652-2022-11-01-5961','S249-9','EoJ', 'LB')
('SL22517-2022-11-02-6035','S252-11','dBZhTfqmBjmOgj', 'UB')
('SL04652-2022-11-02-6050','S253-2','GzzFbDDgvBfXQo', 'MB')
('SL04652-2022-11-01-5965','S249-13','zxoJzsAEzG', 'MB')
('SL12058-2022-11-01-5953','S249-1','YnslCYsbuxNl', 'LB')
('AC22517-2022-11-01-6138','A341-18','IDBoxTuaQpNnqbn', 'SU')
('AC22517-2022-11-01-6139','A342-1','kAvdgjWUei', 'LB')
('SL22517-2022-11-02-6108','S255-12','oU', 'LB')
('AC22517-2022-11-02-6162','A343-6','STLVfrb', 'SU')
('SL04652-2022-11-02-6111','S255-15','DgEAnd', 'SL')
('SL04652-2022-11-02-6113','S255-17','vDRw', 'LB')
('SL04652-2022-11-02-6115','S255-19','ofLBxrcIZNPw', 'UB')
('SL22517-2022-11-01-6035','S252-11','dwzIU', 'UB')
('AC04652-2022-11-01-6417','A357-9','UXxbCKqOeEA', 'UB')
('SL22517-2022-11-01-6048','S252-24','IEFYNG', 'SU')
('AC04652-2022-11-01-6430','A358-4','yoCPeccOPpmvjqz', 'UB')
('AC04652-2022-11-02-6216','A346-6','lqFyLDMrtJa', 'SU')
('SL22517-2022-11-02-6191','S258-23','puEulP', 'SL')
('AC04652-2022-11-01-6492','A361-12','VRClzUm', 'SU')
('AC04652-2022-11-01-6523','A363-7','sglIzNutNIEUO', 'LB')
('AC04652-2022-11-02-6278','A349-14','VLDUgLkPaLTZ', 'LB')
('AC12058-2022-11-01-6257','A348-11','oIPzradboYwe', 'SL')
('AC22517-2022-11-02-6264','A348-18','ciaQJxQx', 'SU')
('SL12058-2022-11-01-6058','S253-10','imCjrTCK', 'MB')
('AC04652-2022-11-02-6283','A350-1','nu', 'LB')
('SL22517-2022-11-02-6227','S260-11','tLvunPwF', 'UB')
('AC22517-2022-11-02-6271','A349-7','XrrGe', 'LB')
('SL22517-2022-11-02-6235','S260-19','l', 'UB')
('SL22517-2022-11-01-6156','S257-12','IxYiJHP', 'LB')
('AC22517-2022-11-02-6284','A350-2','t', 'LB')
('AC04652-2022-11-01-6550','A364-16','XydTztArvPUg', 'UB')
('AC22517-2022-11-02-6293','A350-11','LjmSU', 'SL')
('AC22517-2022-11-02-6294','A350-12','HUYZbMCcUWegG', 'SU')
('AC04652-2022-11-01-6552','A364-18','hWLLwSFYhrbHj', 'SU')
('AC12058-2022-11-01-6292','A350-10','kPPOAbZ', 'UB')
('AC04652-2022-11-01-6554','A365-2','KTaLd', 'LB')
('SL22517-2022-11-01-6186','S258-18','ijK', 'MB')
('SL04652-2022-11-02-6251','S261-11','oIVKqSDlYF', 'UB')
('SL04652-2022-11-02-6265','S262-1','yBUjP', 'LB')
('AC22517-2022-11-02-6353','A353-17','zjaGDIwW', 'SL')
('SL04652-2022-11-01-6228','S260-12','MG', 'LB')
('AC22517-2022-11-01-6366','A354-12','kmU', 'SU')
('AC22517-2022-11-01-6375','A355-3','pvXMjHrWUOMBhuU', 'UB')
('SL12058-2022-11-01-6173','S258-5','TAAiB', 'MB')
('AC04652-2022-11-01-6638','A369-14','VOryrFTgzjHAACmH', 'LB')
('SL22517-2022-11-02-6347','S265-11','ZKVbhjoLFe', 'UB')
('AC12058-2022-11-01-6392','A356-2','bSqyczwPFNxewOYL', 'LB')
('SL04652-2022-11-02-6351','S265-15','eDYtxvvWnOAu', 'SL')
('AC12058-2022-11-01-6395','A356-5','EgJZHL', 'SL')
('SL22517-2022-11-02-6381','S266-21','AjqVu', 'MB')
('AC04652-2022-11-02-6454','A359-10','UwWbdU', 'UB')
('SL12058-2022-11-01-6242','S261-2','JcxcJaQzPOfyPXt', 'MB')
('AC04652-2022-11-01-6749','A375-17','oziLAAs', 'SL')
('SL22517-2022-11-01-6367','S266-7','NKOavdegJ', 'SL')
('SL04652-2022-11-02-6419','S268-11','l', 'UB')
('SL04652-2022-11-02-6420','S268-12','kKKNwgUMg', 'LB')
('AC04652-2022-11-02-6492','A361-12','Ssl', 'SU')
('SL12058-2022-11-01-6281','S262-17','EK', 'LB')
('AC22517-2022-11-01-6475','A360-13','o', 'LB')
('AC22517-2022-11-02-6475','A360-13','uY', 'LB')
('SL12058-2022-11-01-6286','S262-22','mBJVoBjVbO', 'UB')
('AC12058-2022-11-01-6469','A360-7','oTSwIFvh', 'LB')
('SL22517-2022-11-01-6402','S267-18','dwJlRQUyjVPszT', 'MB')
('AC22517-2022-11-02-6495','A361-15','noagi', 'UB')
('SL22517-2022-11-01-6405','S267-21','THvnwmsIm', 'MB')
('AC12058-2022-11-01-6498','A361-18','iGyhdszOGWp', 'SU')
('SL12058-2022-11-01-6313','S264-1','VEQYZ', 'LB')
('AC12058-2022-11-01-6505','A362-7','yDMdqVlr', 'LB')
('SL22517-2022-11-01-6417','S268-9','EHPoHfpNhQnU', 'LB')
('SL04652-2022-11-01-6412','S268-4','rmZFGcsIzMgkA', 'LB')
('SL12058-2022-11-01-6321','S264-9','zN', 'LB')
('SL04652-2022-11-01-6423','S268-15','nuYhiVZsZV', 'SL')
('AC12058-2022-11-01-6529','A363-13','YzhgqucWjfg', 'LB')
('SL04652-2022-11-02-6487','S271-7','lcEFmOYGiV', 'SL')
('AC22517-2022-11-02-6527','A363-11','iDqkvTtWhJFJoP', 'SL')
('AC22517-2022-11-01-6530','A363-14','zWAKKScuSNLIKu', 'LB')
('AC22517-2022-11-01-6552','A364-18','dO', 'SU')
('SL22517-2022-11-02-6515','S272-11','hJvArlPhtytcclH', 'UB')
('AC12058-2022-11-01-6550','A364-16','Nf', 'UB')
('AC22517-2022-11-01-6556','A365-4','cTrsGxdmMEOz', 'UB')
('SL04652-2022-11-01-6452','S269-20','N', 'LB')
('AC04652-2022-11-01-6831','A380-9','ArFHiTCsg', 'UB')
('AC22517-2022-11-01-6562','A365-10','efoNwiq', 'UB')
('AC22517-2022-11-02-6555','A365-3','zgSBNDGOnNxF', 'UB')
('AC04652-2022-11-02-6565','A365-13','retTweSIvcIFa', 'LB')
('SL12058-2022-11-01-6359','S265-23','EmEESKRrtuZqNL', 'SL')
('AC22517-2022-11-02-6577','A366-7','OuNhVzuUjbEzJ', 'LB')
('AC04652-2022-11-01-6850','A381-10','yEsi', 'UB')
('SL12058-2022-11-01-6392','S267-8','dwiUvgywaOoCekmM', 'SU')
('AC22517-2022-11-02-6590','A367-2','M', 'LB')
('SL04652-2022-11-02-6546','S273-18','aodvcukJzwWxAQ', 'MB')
('AC04652-2022-11-01-6868','A382-10','qhpSPKQWed', 'UB')
('AC04652-2022-11-01-6869','A382-11','lCivOAmMKdz', 'SL')
('SL22517-2022-11-02-6566','S274-14','gdan', 'UB')
('AC04652-2022-11-02-6604','A367-16','lhSzjeZOLdvnbjJ', 'UB')
('SL12058-2022-11-01-6408','S267-24','zkHjhgMMEofWG', 'SU')
('SL04652-2022-11-02-6560','S274-8','cpQNipKX', 'SU')
('AC22517-2022-11-02-6606','A367-18','KYGSv', 'SU')
('SL22517-2022-11-02-6574','S274-22','ELNdZtvVprjzmxgz', 'UB')
('AC12058-2022-11-01-6600','A367-12','K', 'SU')
('AC22517-2022-11-01-6614','A368-8','hDTVC', 'LB')
('SL12058-2022-11-01-6433','S269-1','FKy', 'LB')
('SL22517-2022-11-02-6596','S275-20','vAu', 'LB')
('AC04652-2022-11-02-6636','A369-12','whjvU', 'SU')
('AC12058-2022-11-01-6633','A369-9','L', 'UB')
('SL22517-2022-11-02-6609','S276-9','PsjqUoMjmA', 'LB')
('SL04652-2022-11-01-6555','S274-3','aylQbigWiaWkkXBE', 'UB')
('AC04652-2022-11-02-6666','A371-6','TIiVDBvaSL', 'SU')
('SL04652-2022-11-01-6569','S274-17','J', 'LB')
('SL22517-2022-11-01-6547','S273-19','xEWnYLZqoYvQLXx', 'UB')
('SL22517-2022-11-02-6645','S277-21','iFvADbvnDvkiy', 'MB')
('SL22517-2022-11-02-6646','S277-22','lQjoD', 'UB')
('AC12058-2022-11-01-6677','A371-17','ykwao', 'SL')
('AC22517-2022-11-02-6701','A373-5','vFDgY', 'SL')
('SL12058-2022-11-01-6499','S271-19','sVio', 'UB')
('SL04652-2022-11-01-6597','S275-21','DQaKMWzenjwSy', 'MB')
('AC22517-2022-11-02-6706','A373-10','m', 'UB')
('SL04652-2022-11-01-6676','S279-4','vSPG', 'LB')
('SL22517-2022-11-02-6733','S281-13','ii', 'MB')
('SL04652-2022-11-01-6682','S279-10','ximmRuACyzmtvtM', 'MB')
('AC12058-2022-11-01-6782','A377-14','fbnikRvYLEWiMbMS', 'LB')
('SL04652-2022-11-02-6731','S281-11','WsRBxGYc', 'UB')
('SL04652-2022-11-01-6744','S281-24','iDNc', 'SU')
('AC22517-2022-11-01-6828','A380-6','hHrycrdslyQjEv', 'SU')
('AC04652-2022-11-02-6815','A379-11','zRgxnUcG', 'SL')
('AC04652-2022-11-02-6817','A379-13','HvhLhKWheQdImQ', 'LB')
('SL04652-2022-11-01-6771','S283-3','KCyBlwpG', 'UB')
('SL22517-2022-11-01-6699','S280-3','IpIwlbPJyCnUZ', 'UB')
('SL12058-2022-11-01-6644','S277-20','hBbuzOyboxyQ', 'LB')
('SL04652-2022-11-01-6774','S283-6','yqDpveK', 'UB')
('AC22517-2022-11-02-6866','A382-8','gfZfFLd', 'LB')
('SL12058-2022-11-01-6651','S278-3','lgKQenS', 'UB')
('AC12058-2022-11-01-6873','A382-15','VJrtVHcbaKyg', 'UB')
('SL04652-2022-11-02-6813','S284-21','JnznyVh', 'MB')
('AC12058-2022-11-01-6877','A383-1','VR', 'LB')
('SL12058-2022-11-01-6656','S278-8','YkASmvcGlW', 'SU')
('SL22517-2022-11-02-6825','S285-9','kaHGPGWsA', 'LB')
('SL04652-2022-11-01-6785','S283-17','GdhkohZ', 'LB')
('AC04652-2022-11-01-7125','A396-15','ujbHMoMAS', 'UB')
('SL12058-2022-11-01-6668','S278-20','IYZvHdvCgD', 'LB')
('SL12058-2022-11-01-6669','S278-21','tPo', 'MB')
('AC22517-2022-11-01-6862','A382-4','PaXL', 'UB')
('AC04652-2022-11-02-6858','A381-18','FeZKqpw', 'SU')
('AC22517-2022-11-01-6867','A382-9','lfHOntdN', 'UB')
('AC04652-2022-11-01-7171','A399-7','PWaVOUeftL', 'LB')
('SL04652-2022-11-01-6856','S286-16','Cx', 'SU')
('SL04652-2022-11-01-6857','S286-17','UJiHTaBwtuO', 'LB')
('SL04652-2022-11-01-6858','S286-18','bukRYDMntKyczYa', 'MB')
('AC22517-2022-11-01-6917','A385-5','XyQaBefGaHQkSg', 'SL')
('SL22517-2022-11-02-6892','S288-4','zjqcgoOJMg', 'LB')
('SL22517-2022-11-02-6893','S288-5','bVKIxRzcgwrCRr', 'MB')
('AC22517-2022-11-02-6953','A387-5','hH', 'SL')
('AC22517-2022-11-01-6933','A386-3','zsHhoGYUuhHAMVg', 'UB')
('AC04652-2022-11-01-7304','A406-14','oCiulGOJIkp', 'LB')
('AC04652-2022-11-02-7052','A392-14','ljBAbxikRuGdMiRZ', 'LB')
('SL04652-2022-11-01-6987','S292-3','AHPudTJxjCIKZtt', 'UB')
('SL22517-2022-11-01-6916','S289-4','PWnyJyrfgGVoc', 'LB')
('SL12058-2022-11-01-6857','S286-17','JxXF', 'LB')
('AC22517-2022-11-02-7072','A393-16','xH', 'UB')
('SL04652-2022-11-02-7024','S293-16','LC', 'SU')
('AC12058-2022-11-01-7071','A393-15','YW', 'UB')
('AC22517-2022-11-02-7074','A393-18','mZpJnSXh', 'SU')
('AC04652-2022-11-01-7337','A408-11','jEgFJrnJvcplpZC', 'SL')
('AC12058-2022-11-01-7136','A397-8','jZYD', 'LB')
('SL22517-2022-11-02-7073','S295-17','pXgnYdfaqrItzbCP', 'LB')
('SL12058-2022-11-01-6952','S290-16','KhtrArpmdnndBl', 'SU')
('AC22517-2022-11-01-7143','A397-15','eu', 'UB')
('SL22517-2022-11-02-7089','S296-9','kucj', 'LB')
('SL22517-2022-11-01-7005','S292-21','NiYJieuKwNsTD', 'MB')
('AC22517-2022-11-01-7145','A397-17','ImxnyfjMseB', 'SL')
('AC12058-2022-11-01-7152','A398-6','ic', 'SU')
('SL04652-2022-11-01-7079','S295-23','xeIW', 'SL')
('SL04652-2022-11-02-7107','S297-3','qJtWeLbdPuOvC', 'UB')
('SL04652-2022-11-01-7080','S295-24','S', 'SU')
('SL22517-2022-11-02-7098','S296-18','RoHSVaCgBTPhrw', 'MB')
('SL12058-2022-11-01-6967','S291-7','zNRdmeNzVcB', 'SL')
('SL22517-2022-11-01-7015','S293-7','Wz', 'SL')
('AC22517-2022-11-01-7165','A399-1','ZWyprCmuy', 'LB')
('AC04652-2022-11-02-7156','A398-10','wItVyX', 'UB')
('AC22517-2022-11-02-7208','A401-8','fedQUvhd', 'LB')
('SL22517-2022-11-02-7124','S297-20','iDyYjo', 'LB')
('AC04652-2022-11-01-7460','A415-8','UzHhySh', 'LB')
('SL04652-2022-11-01-7114','S297-10','NdHuDr', 'MB')
('SL22517-2022-11-01-7046','S294-14','bgzrmTKtwn', 'UB')
('SL04652-2022-11-01-7116','S297-12','zRuLJGzMkxylf', 'LB')
('AC22517-2022-11-02-7214','A401-14','ZswfTNGiaQMsx', 'LB')
('SL22517-2022-11-02-7134','S298-6','BuekJQjfXJSgBM', 'UB')
('AC04652-2022-11-02-7179','A399-15','ptTyeAV', 'UB')
('AC22517-2022-11-02-7222','A402-4','JkAYcz', 'UB')
('AC22517-2022-11-02-7223','A402-5','aJTXDHyOQBtUCp', 'SL')
('SL04652-2022-11-02-7146','S298-18','haoZdHkORjKMDX', 'MB')
('AC22517-2022-11-01-7196','A400-14','hX', 'LB')
('AC22517-2022-11-01-7197','A400-15','SoDnj', 'UB')
('SL04652-2022-11-02-7148','S298-20','ziovRmZyjV', 'LB')
('AC22517-2022-11-02-7231','A402-13','PTkBgko', 'LB')
('AC22517-2022-11-01-7207','A401-7','mDeJfCDKK', 'LB')
('AC22517-2022-11-02-7234','A402-16','BpTqJuzkZ', 'UB')
('AC04652-2022-11-02-7200','A400-18','WbAE', 'SU')
('SL22517-2022-11-02-7157','S299-5','KoAUrGAHbjob', 'MB')
('SL04652-2022-11-02-7170','S299-18','nLgn', 'MB')
('AC12058-2022-11-01-7221','A402-3','nH', 'UB')
('AC22517-2022-11-02-7247','A403-11','ZDCF', 'SL')
('SL22517-2022-11-02-7161','S299-9','ALwveHZ', 'LB')
('AC22517-2022-11-02-7253','A403-17','KcpLFZuC', 'SL')
('AC04652-2022-11-01-7548','A420-6','YJtRppKzhqphyXUY', 'SU')
('AC04652-2022-11-02-7244','A403-8','L', 'LB')
('SL12058-2022-11-01-7069','S295-13','mQzWBQVZIeSmTMju', 'MB')
('AC22517-2022-11-02-7307','A406-17','Y', 'SL')
('SL22517-2022-11-01-7132','S298-4','kwDlNnmuTPg', 'LB')
('AC22517-2022-11-02-7311','A407-3','oBZyp', 'UB')
('AC04652-2022-11-02-7247','A403-11','OM', 'SL')
('SL04652-2022-11-02-7227','S302-3','FvT', 'UB')
('AC12058-2022-11-01-7281','A405-9','gmUNDznIMA', 'UB')
('AC22517-2022-11-01-7291','A406-1','MUkWyJYboHkIKEKu', 'LB')
('SL22517-2022-11-02-7224','S301-24','SmbLZ', 'SU')
('SL04652-2022-11-02-7233','S302-9','wiCCtZtxEOZUP', 'LB')
('SL22517-2022-11-01-7144','S298-16','ZKdivUDUzvgsQ', 'SU')
('AC22517-2022-11-02-7320','A407-12','DDksnR', 'SU')
('AC22517-2022-11-01-7296','A406-6','KPyNtnxtQnTdyYOt', 'SU')
('SL04652-2022-11-01-7213','S301-13','Ll', 'MB')
('SL12058-2022-11-01-7084','S296-4','cosmZosMTSWrkWs', 'LB')
('AC04652-2022-11-02-7267','A404-13','vEIkiMSwNgXaRqFu', 'LB')
('AC22517-2022-11-01-7302','A406-12','hrVPCAvqKlS', 'SU')
('AC22517-2022-11-02-7328','A408-2','IcuU', 'LB')
('AC22517-2022-11-01-7303','A406-13','WM', 'LB')
('AC22517-2022-11-02-7330','A408-4','gQCTkKiMx', 'UB')
('SL04652-2022-11-02-7252','S303-4','vLhMLCKxNzxO', 'LB')
('AC22517-2022-11-01-7308','A406-18','lfjiF', 'SU')
('AC04652-2022-11-01-7577','A421-17','grQJLKFlAguk', 'SL')
('SL12058-2022-11-01-7094','S296-14','jgg', 'UB')
('SL22517-2022-11-01-7164','S299-12','eedcE', 'LB')
('AC22517-2022-11-02-7341','A408-15','B', 'UB')
('SL22517-2022-11-01-7166','S299-14','VuzfxZNgBQFnbBLo', 'UB')
('SL22517-2022-11-01-7176','S299-24','SNQRTHaSdFHvCsp', 'SU')
('AC04652-2022-11-02-7333','A408-7','rHSEBzETdU', 'LB')
('SL22517-2022-11-02-7308','S305-12','aOGKcHXpLtZRAB', 'LB')
('SL12058-2022-11-01-7152','S298-24','gXLwLyL', 'SU')
('AC22517-2022-11-02-7426','A413-10','Tv', 'UB')
('SL22517-2022-11-02-7332','S306-12','Mpmy', 'LB')
('SL04652-2022-11-01-7319','S305-23','hqRKS', 'SL')
('AC12058-2022-11-01-7389','A411-9','JfxMFEqdzDMtVlt', 'UB')
('AC04652-2022-11-02-7374','A410-12','TRUQw', 'SU')
('AC22517-2022-11-02-7437','A414-3','SrPMbaTMdkbWNs', 'UB')
('SL12058-2022-11-01-7181','S300-5','HiQ', 'MB')
('SL04652-2022-11-01-7322','S306-2','bBgLLtxa', 'MB')
('AC04652-2022-11-01-7660','A426-10','GoteoLXDQDtKbGP', 'UB')
('SL12058-2022-11-01-7186','S300-10','OGau', 'MB')
('SL22517-2022-11-02-7345','S307-1','uhXmqJMSMGoZGZ', 'LB')
('SL04652-2022-11-01-7348','S307-4','DrkoysellgTJUBd', 'LB')
('AC04652-2022-11-02-7406','A412-8','WKyaTupVfNKtEEmo', 'LB')
('SL22517-2022-11-02-7373','S308-5','MpziShkMoeLOupT', 'MB')
('SL04652-2022-11-02-7359','S307-15','alTS', 'SL')
('AC22517-2022-11-02-7481','A416-11','XjlPyCqqUVb', 'SL')
('AC12058-2022-11-01-7422','A413-6','wMLaMcTaMd', 'SU')
('SL04652-2022-11-02-7363','S307-19','oBhxvJpjfor', 'UB')
('SL22517-2022-11-01-7275','S304-3','mIISA', 'UB')
('AC22517-2022-11-02-7486','A416-16','hJejgYbrJlGgthf', 'UB')
('AC04652-2022-11-02-7415','A412-17','lwUOQXB', 'SL')
('AC22517-2022-11-01-7425','A413-9','WdzRnEJJsjYI', 'UB')
('SL04652-2022-11-01-7361','S307-17','tb', 'LB')
('AC12058-2022-11-01-7429','A413-13','qxoCysRGeKOnD', 'LB')
('SL12058-2022-11-01-7278','S304-6','T', 'UB')
('SL22517-2022-11-02-7452','S311-12','JmKhKScMCGzOF', 'LB')
('SL04652-2022-11-01-7432','S310-16','ns', 'SU')
('SL12058-2022-11-01-7290','S304-18','rzBZsgWv', 'MB')
('AC04652-2022-11-01-7772','A432-14','SGXcvENlYfq', 'LB')
('AC22517-2022-11-02-7576','A421-16','d', 'UB')
('AC22517-2022-11-01-7509','A418-3','KtnGmNwlVfRi', 'UB')
('AC04652-2022-11-01-7774','A432-16','LrOaQC', 'UB')
('AC12058-2022-11-01-7514','A418-8','kexv', 'LB')
('AC22517-2022-11-02-7589','A422-11','BQzJHdwIeaLkv', 'SL')
('AC12058-2022-11-01-7556','A420-14','WPcJsYbDXWTR', 'LB')
('SL04652-2022-11-01-7500','S313-12','CRKJoC', 'LB')
('AC22517-2022-11-01-7585','A422-7','rGlLlpruYrnPlEu', 'LB')
('AC22517-2022-11-01-7586','A422-8','wftcYB', 'LB')
('AC04652-2022-11-01-7843','A436-13','IIDljzEL', 'LB')
('SL04652-2022-11-01-7508','S313-20','nZRlD', 'LB')
('AC12058-2022-11-01-7590','A422-12','IudfSucldQa', 'SU')
('SL12058-2022-11-01-7373','S308-5','RYnTHfpcXKRzn', 'MB')
('SL12058-2022-11-01-7374','S308-6','ETDETs', 'UB')
('AC22517-2022-11-01-7589','A422-11','YIDcJOFxZpKFGstV', 'SL')
('SL22517-2022-11-01-7432','S310-16','uUZS', 'SU')
('AC04652-2022-11-01-7846','A436-16','hiEM', 'UB')
('SL04652-2022-11-01-7517','S314-5','QStOfAPt', 'MB')
('AC04652-2022-11-02-7609','A423-13','SAnOAWzUIR', 'LB')
('SL04652-2022-11-01-7533','S314-21','qAtuCcY', 'MB')
('AC04652-2022-11-01-7868','A438-2','QPNxHcOhW', 'LB')
('SL22517-2022-11-02-7569','S316-9','lqYr', 'LB')
('AC12058-2022-11-01-7617','A424-3','b', 'UB')
('SL04652-2022-11-02-7557','S315-21','daCXbOUSGfZ', 'MB')
('SL12058-2022-11-01-7409','S309-17','twuMbMHLFPF', 'LB')
('SL04652-2022-11-02-7561','S316-1','CcUmSLhmrjFZArR', 'LB')
('AC12058-2022-11-01-7623','A424-9','myBknUagsRG', 'UB')
('AC04652-2022-11-02-7627','A424-13','hoTzqSFvOWgIG', 'LB')
('SL04652-2022-11-01-7548','S315-12','iRviNcMGLe', 'LB')
('SL04652-2022-11-02-7567','S316-7','MGKIgdcTKTip', 'SL')
('SL22517-2022-11-01-7521','S314-9','vV', 'LB')
('SL12058-2022-11-01-7463','S311-23','NNu', 'SL')
('AC12058-2022-11-01-7673','A427-5','ipIQYuxokAyv', 'SL')
('SL22517-2022-11-01-7524','S314-12','msVNJ', 'LB')
('AC04652-2022-11-01-7935','A441-15','aXRyjTfaae', 'UB')
('SL04652-2022-11-02-7617','S318-9','LTlRnxc', 'LB')
('AC12058-2022-11-01-7681','A427-13','X', 'LB')
('SL04652-2022-11-01-7606','S317-22','iwOjlPdmrm', 'UB')
('SL22517-2022-11-01-7529','S314-17','jDlerndDr', 'LB')
('SL12058-2022-11-01-7470','S312-6','OR', 'UB')
('SL04652-2022-11-02-7621','S318-13','gtyJjua', 'MB')
('SL04652-2022-11-01-7611','S318-3','os', 'UB')
('AC04652-2022-11-01-7942','A442-4','qXIZlNykHIXiSa', 'UB')
('AC22517-2022-11-01-7722','A429-18','anzSpCYqpoXJ', 'SU')
('SL04652-2022-11-01-7648','S319-16','C', 'SU')
('AC22517-2022-11-02-7804','A434-10','aM', 'UB')
('AC12058-2022-11-01-7727','A430-5','iL', 'SL')
('SL04652-2022-11-01-7658','S320-2','aquyXfIQbbkmX', 'MB')
('SL04652-2022-11-02-7679','S320-23','KdmhYstFg', 'SL')
('AC22517-2022-11-01-7744','A431-4','BGK', 'UB')
('AC22517-2022-11-01-7745','A431-5','fKXBFXypJRTdIrlJ', 'SL')
