('SL04652-2022-11-01-4194','S175-18','MtgNXAfqzrogWU', 'MB')
('AC04652-2022-11-02-8560','A476-10','DfkiyqoK', 'UB')
('AC12058-2022-11-01-8495','A472-17','RSBhqWDSaU', 'SL')
('AC12058-2022-11-01-8496','A472-18','hFSeB', 'SU')
('SL22517-2022-11-01-8391','S350-15','iCRXknyp', 'SL')
('AC22517-2022-11-01-8508','A473-12','ZxioRd', 'SU')
('AC04652-2022-11-01-8770','A488-4','shDfmlwScKocURE', 'UB')
('AC22517-2022-11-01-8542','A475-10','gNRWAG', 'UB')
('SL04652-2022-11-02-8479','S354-7','zIqlZO', 'SL')
('SL22517-2022-11-01-8432','S352-8','uiwhKCU', 'SU')
('AC04652-2022-11-02-8608','A479-4','TxypQ', 'UB')
('AC22517-2022-11-02-8678','A483-2','FiucLp', 'LB')
('SL22517-2022-11-02-8522','S356-2','Rbx', 'MB')
('AC12058-2022-11-01-8601','A478-15','iw', 'UB')
('AC22517-2022-11-02-8695','A484-1','WQjhZySUeik', 'LB')
('AC12058-2022-11-01-8605','A479-1','HCAChGEPoD', 'LB')
('AC12058-2022-11-01-8606','A479-2','g', 'LB')
('AC22517-2022-11-02-8697','A484-3','kJeoInJKicgDX', 'UB')
('AC22517-2022-11-01-8631','A480-9','dZUfjLM', 'UB')
('SL04652-2022-11-01-8571','S358-3','LRidumr', 'UB')
('SL04652-2022-11-01-8572','S358-4','qULLUZvpCX', 'LB')
('SL22517-2022-11-01-8529','S356-9','ngocZVOPVQNKOeMs', 'LB')
('SL04652-2022-11-02-8580','S358-12','nfaAiNZaMbSRoFo', 'LB')
('SL22517-2022-11-01-8531','S356-11','HHduIHbKVYXcMiR', 'UB')
('AC04652-2022-11-02-8697','A484-3','tUYSbwSiT', 'UB')
('SL04652-2022-11-01-8591','S358-23','oMdSo', 'SL')
('SL22517-2022-11-02-8553','S357-9','SeLJ', 'LB')
('SL22517-2022-11-02-8554','S357-10','BSI', 'MB')
('AC22517-2022-11-02-8724','A485-12','K', 'SU')
('AC04652-2022-11-02-8705','A484-11','ZmSqPVLjKyiK', 'SL')
('SL22517-2022-11-02-8564','S357-20','LfnYcLVolJ', 'LB')
('SL04652-2022-11-02-8597','S359-5','davvgvbUZzoCl', 'MB')
('AC22517-2022-11-01-8661','A482-3','pzpDgvoNfy', 'UB')
('AC04652-2022-11-02-8712','A484-18','ussey', 'SU')
('SL12058-2022-11-01-8462','S353-14','bZxtQNCzrj', 'UB')
('AC04652-2022-11-01-8941','A497-13','mmAFFv', 'LB')
('AC22517-2022-11-02-8754','A487-6','dAGcWkKwXA', 'SU')
('AC22517-2022-11-02-8760','A487-12','qI', 'SU')
('AC04652-2022-11-02-8735','A486-5','TTETlgXBLlQgz', 'SL')
('SL22517-2022-11-02-8588','S358-20','PHgntBJFsgaYTee', 'LB')
('AC04652-2022-11-02-8746','A486-16','YpRwa', 'UB')
('AC12058-2022-11-01-8695','A484-1','heoRTeZRs', 'LB')
('AC22517-2022-11-02-8784','A488-18','cLujgtlwJIp', 'SU')
('AC22517-2022-11-01-8716','A485-4','ppgXJyMXqg', 'UB')
('AC04652-2022-11-01-8982','A499-18','Ilo', 'SU')
('AC04652-2022-11-01-8984','A500-2','U', 'LB')
('SL22517-2022-11-02-8674','S362-10','cbZCeDBFHgmWvk', 'MB')
('AC04652-2022-11-02-8819','A490-17','NBheyDoDhiYKm', 'SL')
('SL12058-2022-11-01-8554','S357-10','JSHGCJ', 'MB')
('SL22517-2022-11-02-8687','S362-23','m', 'SL')
('AC12058-2022-11-01-8763','A487-15','PTMCZMMoikfjHnoT', 'UB')
('AC12058-2022-11-01-8764','A487-16','CvMQNuZJH', 'UB')
('SL22517-2022-11-01-8663','S361-23','qAwejcmiQz', 'SL')
('AC22517-2022-11-02-8840','A492-2','DoWfeLekfRwEzOnN', 'LB')
('SL22517-2022-11-02-8691','S363-3','NqufZupigoG', 'UB')
('AC04652-2022-11-02-8831','A491-11','lcDskFqTxOGdpRvF', 'SL')
('SL12058-2022-11-01-8563','S357-19','ZTclPj', 'UB')
('AC22517-2022-11-02-8854','A492-16','GRkfROD', 'UB')
('SL22517-2022-11-01-8679','S362-15','CurP', 'SL')
('AC04652-2022-11-01-9071','A504-17','QXjbM', 'SL')
('AC12058-2022-11-01-8795','A489-11','d', 'SL')
('AC22517-2022-11-02-8860','A493-4','OftcIzGDGcZvaq', 'UB')
('AC22517-2022-11-02-8861','A493-5','xHpcPtxlguVpKYP', 'SL')
('AC22517-2022-11-02-8862','A493-6','blGlzqCcz', 'SU')
('SL12058-2022-11-01-8588','S358-20','hjg', 'LB')
('SL04652-2022-11-01-8777','S366-17','txMlwt', 'LB')
('SL04652-2022-11-01-8778','S366-18','RUAsaPBsORvWf', 'MB')
('SL22517-2022-11-01-8761','S366-1','dSqopTDDDENgldWu', 'LB')
('AC04652-2022-11-02-8910','A495-18','YNjmDQ', 'SU')
('SL04652-2022-11-02-8810','S368-2','OvFbluyF', 'MB')
('AC22517-2022-11-01-8863','A493-7','QcoOPmhhSa', 'LB')
('AC22517-2022-11-02-8923','A496-13','sQ', 'LB')
('AC04652-2022-11-01-9138','A508-12','pVkIDXJ', 'SU')
('AC22517-2022-11-01-8871','A493-15','LARoxtFd', 'UB')
('AC22517-2022-11-02-8938','A497-10','BKXF', 'UB')
('SL04652-2022-11-01-8897','S371-17','a', 'LB')
('AC12058-2022-11-01-8959','A498-13','hVSpVO', 'LB')
('AC22517-2022-11-02-9026','A502-8','UdntICqD', 'LB')
('AC04652-2022-11-01-9245','A514-11','ePlnnTmpkmFH', 'SL')
('AC04652-2022-11-01-9246','A514-12','QLXTKfMgXp', 'SU')
('AC12058-2022-11-01-8964','A498-18','SmsFkKaDUqyJx', 'SU')
('SL12058-2022-11-01-8764','S366-4','bqlEIYiPN', 'LB')
('SL12058-2022-11-01-8802','S367-18','qiTaTA', 'MB')
('AC22517-2022-11-02-9067','A504-13','q', 'LB')
('SL22517-2022-11-02-8944','S373-16','bzCEnWTkAzqqmK', 'SU')
('SL04652-2022-11-01-8956','S374-4','EYYZvtiFemQFIBQ', 'LB')
('SL12058-2022-11-01-8816','S368-8','wzPcSUNqKTgdAOT', 'SU')
('AC04652-2022-11-02-9065','A504-11','WCWOxEGqcmUhA', 'SL')
('AC12058-2022-11-01-9020','A502-2','wvwwwVfxRHc', 'LB')
('AC22517-2022-11-02-9081','A505-9','wWuOQMPdPBPsqk', 'UB')
('AC04652-2022-11-01-9300','A517-12','drqyPAOJAqnEW', 'SU')
('SL04652-2022-11-02-8966','S374-14','rBBYjYlMM', 'UB')
('SL04652-2022-11-01-8968','S374-16','jDScabCfai', 'SU')
('AC04652-2022-11-01-9302','A517-14','XJtBlZcwbNPGC', 'LB')
('SL22517-2022-11-02-8954','S374-2','SkxJQebwoVeepG', 'MB')
('SL04652-2022-11-01-8972','S374-20','xEs', 'LB')
('SL04652-2022-11-01-8973','S374-21','ByfnOGhfomoVhqwV', 'MB')
('AC04652-2022-11-02-9072','A504-18','e', 'SU')
('AC22517-2022-11-02-9089','A505-17','tIIVFXRuFhNGOvs', 'SL')
('AC22517-2022-11-02-9091','A506-1','sUKMaiLdUDj', 'LB')
('SL22517-2022-11-01-8931','S373-3','lZ', 'UB')
('AC22517-2022-11-01-9100','A506-10','JM', 'UB')
('AC22517-2022-11-01-9128','A508-2','VuypxlIbfuc', 'LB')
('SL22517-2022-11-01-9021','S376-21','IEYL', 'MB')
('AC22517-2022-11-01-9130','A508-4','pLarhLsKmNUNnK', 'UB')
('AC22517-2022-11-02-9203','A512-5','Uru', 'SL')
('AC22517-2022-11-01-9135','A508-9','BnEVvnCY', 'UB')
('AC22517-2022-11-01-9314','A518-8','WzZcAWjGmixo', 'LB')
('AC22517-2022-11-02-9354','A520-12','zrVWBhSrUNnT', 'SU')
('SL12058-2022-11-01-9106','S380-10','QkIsxJvmihl', 'MB')
('SL04652-2022-11-02-9235','S385-19','DYVoN', 'UB')
('AC12058-2022-11-01-9309','A518-3','q', 'UB')
('SL22517-2022-11-02-9234','S385-18','JzmXPknlopVNJ', 'MB')
('SL22517-2022-11-02-9243','S386-3','JfiPEnfBxDvqVs', 'UB')
('AC12058-2022-11-01-9371','A521-11','OkwFGCuaMYywUOsR', 'SL')
('AC22517-2022-11-02-9399','A523-3','sgGuhDDNLunTSF', 'UB')
('SL04652-2022-11-01-9272','S387-8','Outf', 'SU')
('SL04652-2022-11-02-9292','S388-4','wFAibres', 'LB')
('SL04652-2022-11-02-9293','S388-5','DCFJNJLi', 'MB')
('AC12058-2022-11-01-9474','A527-6','qZKxHiNlAYQBaahT', 'SU')
('SL12058-2022-11-01-9279','S387-15','dvMkFKWuaromIohX', 'SL')
('AC22517-2022-11-02-9505','A529-1','wlzL', 'LB')
('AC12058-2022-11-01-9483','A527-15','BVubSdixNzQL', 'UB')
('SL22517-2022-11-02-9401','S392-17','anXNoX', 'LB')
('SL22517-2022-11-01-9349','S390-13','LPAEd', 'MB')
('SL22517-2022-11-01-9350','S390-14','qSIEWacsvpGqA', 'UB')
('AC04652-2022-11-02-9520','A529-16','JDz', 'UB')
('SL12058-2022-11-01-9290','S388-2','yNN', 'MB')
('SL04652-2022-11-01-9403','S392-19','zAJP', 'UB')
('SL12058-2022-11-01-9294','S388-6','GvKiuqfiBfmmaLRV', 'UB')
('AC12058-2022-11-01-9577','A533-1','QKJugREXSnCVZjJ', 'LB')
('AC04652-2022-11-01-9851','A548-5','aQQLdUmOHYtduNRU', 'SL')
('SL22517-2022-11-01-9431','S393-23','uBeRkEKLzKNTgj', 'SL')
('SL22517-2022-11-01-9432','S393-24','UvbwKDmxsThYQ', 'SU')
('AC22517-2022-11-02-9607','A534-13','K', 'LB')
('SL22517-2022-11-02-9494','S396-14','MqlMOikwcUUqtT', 'UB')
('AC04652-2022-11-02-9597','A534-3','uLya', 'UB')
('SL22517-2022-11-02-9496','S396-16','L', 'SU')
('AC22517-2022-11-01-9575','A532-17','stN', 'SL')
('AC22517-2022-11-02-9609','A534-15','WXMXBQzatnMiqdf', 'UB')
('SL12058-2022-11-01-9375','S391-15','BknVRk', 'SL')
('SL22517-2022-11-02-9502','S396-22','zRiT', 'UB')
('AC04652-2022-11-02-9602','A534-8','nOWyPiqgxaejDza', 'LB')
('SL12058-2022-11-01-9377','S391-17','k', 'LB')
('AC22517-2022-11-01-9581','A533-5','nHdCLALDKBKQA', 'SL')
('SL22517-2022-11-02-9512','S397-8','FYnZwLCOtubzvPa', 'SU')
('SL04652-2022-11-01-9494','S396-14','af', 'UB')
('SL04652-2022-11-02-9509','S397-5','tEvtcFwqK', 'MB')
('SL04652-2022-11-02-9512','S397-8','BDjLspeRsnkD', 'SU')
('SL22517-2022-11-02-9516','S397-12','HHHCdUbHcOLk', 'LB')
('AC22517-2022-11-01-9595','A534-1','GSVI', 'LB')
('SL04652-2022-11-01-9500','S396-20','MxhVohtpFsddLIYu', 'LB')
('SL12058-2022-11-01-9388','S392-4','LvAUfRDPjA', 'LB')
('AC22517-2022-11-02-9626','A535-14','ECUaLXRxCZNsHZ', 'LB')
('AC04652-2022-11-02-9619','A535-7','ZHlLEpr', 'LB')
('SL22517-2022-11-02-9526','S397-22','O', 'UB')
('AC04652-2022-11-02-9623','A535-11','HuXsr', 'SL')
('SL04652-2022-11-01-9511','S397-7','MXNVXxdssuJ', 'SL')
('SL22517-2022-11-01-9469','S395-13','GFReCeoOS', 'MB')
('AC04652-2022-11-01-9876','A549-12','KlgLQtfwV', 'SU')
('SL04652-2022-11-01-9517','S397-13','g', 'MB')
('AC04652-2022-11-01-9877','A549-13','Q', 'LB')
('SL22517-2022-11-02-9544','S398-16','iDzuaaaNVbp', 'SU')
('AC22517-2022-11-02-9660','A537-12','QjdyHrqGdCngtUE', 'SU')
('SL04652-2022-11-02-9546','S398-18','UTW', 'MB')
('AC12058-2022-11-01-9641','A536-11','MsuJuQgIwbbJGaM', 'SL')
('SL04652-2022-11-02-9552','S398-24','cGdASOdySuDpZloc', 'SU')
('AC22517-2022-11-02-9681','A538-15','e', 'UB')
('SL12058-2022-11-01-9430','S393-22','hGvhiBUlap', 'UB')
('AC22517-2022-11-02-9683','A538-17','QldvjBJgCC', 'SL')
('AC04652-2022-11-02-9662','A537-14','sLsBxzokRkO', 'LB')
('AC04652-2022-11-01-9912','A551-12','VzhgzyXwtqGAdtsG', 'SU')
('AC22517-2022-11-01-9647','A536-17','gMWBNKjjol', 'SL')
('SL22517-2022-11-01-9512','S397-8','tQduZDtJEsFiuMP', 'SU')
('SL22517-2022-11-02-9578','S400-2','ZDdudlcegiL', 'MB')
('SL22517-2022-11-01-9513','S397-9','DmBbjtPqJM', 'LB')
('AC22517-2022-11-02-9691','A539-7','jZMnPfYqyBtdCA', 'LB')
('SL22517-2022-11-01-9523','S397-19','uk', 'UB')
('AC22517-2022-11-01-9655','A537-7','DJnM', 'LB')
('SL12058-2022-11-01-9450','S394-18','aWXyDTochi', 'MB')
('AC22517-2022-11-02-9718','A540-16','BdsVzdVmZ', 'UB')
('AC22517-2022-11-02-9727','A541-7','rlgBvNcIlVAl', 'LB')
('SL12058-2022-11-01-9475','S395-19','qL', 'UB')
('AC12058-2022-11-01-9715','A540-13','HVDctfls', 'LB')
('SL22517-2022-11-01-9546','S398-18','dthjMsVOqI', 'MB')
('AC22517-2022-11-01-9691','A539-7','BFgb', 'LB')
('AC04652-2022-11-01-9956','A554-2','v', 'LB')
('SL04652-2022-11-02-9607','S401-7','wwXnct', 'SL')
('SL22517-2022-11-02-9655','S403-7','dhFurqXxjjqg', 'SL')
('SL04652-2022-11-01-9616','S401-16','tgUDkeVqNwOrah', 'SU')
('AC04652-2022-11-02-9739','A542-1','f', 'LB')
('AC22517-2022-11-02-9768','A543-12','wyPfiubTYeNpbZCO', 'SU')
('SL22517-2022-11-02-9658','S403-10','jTlGCZaCoSyvd', 'MB')
('AC04652-2022-11-01-9986','A555-14','FWWcWzUmhSg', 'LB')
('AC04652-2022-11-02-9742','A542-4','hTiwsTcAaHmau', 'UB')
('SL22517-2022-11-01-9572','S399-20','nSoULMT', 'LB')
('SL12058-2022-11-01-9496','S396-16','fESliFfdeDpetXv', 'SU')
('AC04652-2022-11-01-9989','A555-17','VKnoewqVuajbxHyp', 'SL')
('AC22517-2022-11-02-9771','A543-15','YAgOdjL', 'UB')
('AC12058-2022-11-01-9752','A542-14','qyfaRmVUEd', 'LB')
('SL04652-2022-11-01-9627','S402-3','EGuoLJMHqdLDTABn', 'UB')
('SL22517-2022-11-02-9663','S403-15','T', 'SL')
('AC22517-2022-11-01-9728','A541-8','fuHgjrfuvvxrgY', 'LB')
('SL12058-2022-11-01-9500','S396-20','NcpQGAbENkDYwB', 'LB')
('SL04652-2022-11-02-9642','S402-18','ngScFscz', 'MB')
('AC04652-2022-11-01-9994','A556-4','QfbGEJUvHvJOGG', 'UB')
('SL12058-2022-11-01-9501','S396-21','LWVlSBuyOs', 'MB')
('SL12058-2022-11-01-9502','S396-22','kKVPqBAKhvsFZmDl', 'UB')
('SL22517-2022-11-02-9665','S403-17','AIzGLTdUSlOLY', 'LB')
('SL12058-2022-11-01-9506','S397-2','HAFurG', 'MB')
('AC04652-2022-11-01-9995','A556-5','WZYRxCeI', 'SL')
('AC04652-2022-11-02-9756','A542-18','zBwyJuaOQNHql', 'SU')
('SL04652-2022-11-01-9644','S402-20','msgNf', 'LB')
('SL22517-2022-11-02-9692','S404-20','FMDi', 'LB')
('AC22517-2022-11-01-9781','A544-7','QjgQqUhXtdX', 'LB')
('AC22517-2022-11-01-9788','A544-14','rVJhsdH', 'LB')
('AC12058-2022-11-01-9807','A545-15','QtyPdk', 'UB')
('AC22517-2022-11-02-9830','A547-2','vtTiH', 'LB')
('AC04652-2022-11-02-9807','A545-15','UtFyrCajvYYGDLEp', 'UB')
('AC22517-2022-11-02-9880','A549-16','ZAT', 'UB')
('SL22517-2022-11-02-9831','S410-15','QKIWNBviUYk', 'SL')
('AC22517-2022-11-01-9902','A551-2','Qejpn', 'LB')
('AC22517-2022-11-02-9932','A552-14','AjVhNaeJGUZX', 'LB')
('SL22517-2022-11-01-9729','S406-9','SEZHUSBFP', 'LB')
('SL12058-2022-11-01-9665','S403-17','UgzUlyMORxiChkLx', 'LB')
('SL04652-2022-11-02-9813','S409-21','VydYeMd', 'MB')
('AC04652-2022-11-02-9935','A552-17','zOCAqV', 'SL')
('SL12058-2022-11-01-9713','S405-17','h', 'LB')
('SL22517-2022-11-02-9895','S413-7','q', 'SL')
('SL04652-2022-11-02-9859','S411-19','NFQ', 'UB')
('AC04652-2022-11-02-9986','A555-14','uSlswsMCoFVigSEf', 'LB')
('SL04652-2022-11-01-9860','S411-20','ApmHMBgJNpDmJ', 'LB')
('SL22517-2022-11-01-9798','S409-6','pXdURwepxRU', 'UB')
('AC04652-2022-11-01-10189','A567-1','hxQJ', 'LB')
('AC12058-2022-11-01-9987','A555-15','ZfocLkVars', 'UB')
('SL22517-2022-11-01-9808','S409-16','BobSrDcIWZtgaBc', 'SU')
('SL04652-2022-11-01-9869','S412-5','yM', 'MB')
('AC04652-2022-11-02-10004','A556-14','UVuKHKGNVLGIbsQX', 'LB')
('AC04652-2022-11-01-10202','A567-14','n', 'LB')
('AC04652-2022-11-02-10010','A557-2','EEkebEqtndGjuDY', 'LB')
('AC12058-2022-11-01-9997','A556-7','OMMIett', 'LB')
('SL04652-2022-11-01-9920','S414-8','sHFcAKSbrAOmOl', 'SU')
('SL04652-2022-11-01-9929','S414-17','pgId', 'LB')
('SL22517-2022-11-02-9974','S416-14','yrTcJWOXY', 'UB')
('SL04652-2022-11-01-9934','S414-22','HX', 'UB')
('SL22517-2022-11-02-9977','S416-17','M', 'LB')
('SL04652-2022-11-01-9938','S415-2','fExx', 'MB')
('AC12058-2022-11-01-10057','A559-13','moAXybZtFN', 'LB')
('AC22517-2022-11-01-10054','A559-10','mmbBA', 'UB')
('AC04652-2022-11-02-10074','A560-12','ilWoSebubaMoSp', 'SU')
('AC22517-2022-11-01-10055','A559-11','xxqnaCKUVzFfD', 'SL')
('SL04652-2022-11-01-9944','S415-8','c', 'SU')
('SL12058-2022-11-01-9828','S410-12','KayVh', 'LB')
('AC04652-2022-11-01-10277','A571-17','ZBEtiGcMDcYbUYJ', 'SL')
('SL12058-2022-11-01-9831','S410-15','slTI', 'SL')
('SL04652-2022-11-01-9948','S415-12','VlCfetULsPXbGu', 'LB')
('SL04652-2022-11-01-9949','S415-13','XlyTJTjlxjPLZB', 'MB')
('AC12058-2022-11-01-10103','A562-5','iZDJ', 'SL')
('AC04652-2022-11-02-10113','A562-15','qHmJ', 'UB')
('AC04652-2022-11-02-10114','A562-16','iGiwClKpRHH', 'UB')
('SL22517-2022-11-02-10011','S418-3','dLe', 'UB')
('AC04652-2022-11-02-10116','A562-18','toTwsLuW', 'SU')
('AC12058-2022-11-01-10109','A562-11','PdZNRdPH', 'SL')
('AC04652-2022-11-01-10306','A573-10','tSNsYPvjxo', 'UB')
('SL04652-2022-11-02-10018','S418-10','IupNnycJUB', 'MB')
('AC22517-2022-11-01-10110','A562-12','Hu', 'SU')
('SL22517-2022-11-02-10026','S418-18','wexDpHPQcGVEnqgr', 'MB')
('SL22517-2022-11-01-9916','S414-4','JVdygxPmNTq', 'LB')
('AC22517-2022-11-01-10111','A562-13','sSIuUtWulhAw', 'LB')
('AC04652-2022-11-02-10198','A567-10','js', 'UB')
('AC22517-2022-11-02-10203','A567-15','buKT', 'UB')
('AC12058-2022-11-01-10212','A568-6','dcxfmaRxgRyhuo', 'SU')
('SL22517-2022-11-01-9998','S417-14','BaLGSUpXL', 'UB')
('SL22517-2022-11-02-10109','S422-5','tSwnNBEjEFCsMs', 'MB')
('SL12058-2022-11-01-9950','S415-14','gIb', 'UB')
('SL04652-2022-11-02-10122','S422-18','kTWnlKMn', 'MB')
('SL04652-2022-11-02-10123','S422-19','xQgEhijWXx', 'UB')
('AC04652-2022-11-01-10418','A579-14','RIfAzrvAnsNkNNIF', 'LB')
('SL22517-2022-11-01-10011','S418-3','jdiUKMy', 'UB')
('SL12058-2022-11-01-9965','S416-5','NXCFbBjtTEMobOYV', 'MB')
('SL12058-2022-11-01-9966','S416-6','AJEXZxsnncp', 'UB')
('AC22517-2022-11-02-10229','A569-5','Vvg', 'SL')
('AC12058-2022-11-01-10232','A569-8','RuHerjWHPGCkPC', 'LB')
('AC22517-2022-11-01-10209','A568-3','PElrUtMOwGk', 'UB')
('AC04652-2022-11-01-10427','A580-5','DweOJLUgGXlYBpWN', 'SL')
('SL04652-2022-11-01-10099','S421-19','ImoaheuepKiKm', 'UB')
('SL22517-2022-11-02-10124','S422-20','QIrFanTeiytm', 'LB')
('AC22517-2022-11-01-10211','A568-5','IHk', 'SL')
('SL22517-2022-11-02-10126','S422-22','dvqmyUDbe', 'UB')
('SL04652-2022-11-01-10103','S421-23','ISTZVcIADZgu', 'SL')
('SL12058-2022-11-01-9971','S416-11','wItPIVHCVkpPgDj', 'UB')
('AC22517-2022-11-02-10237','A569-13','HXvD', 'LB')
('AC22517-2022-11-02-10238','A569-14','pyBZXatd', 'LB')
('SL22517-2022-11-01-10019','S418-11','czHl', 'UB')
('SL12058-2022-11-01-9974','S416-14','sRjifdtWoBjwW', 'UB')
('SL04652-2022-11-02-10142','S423-14','XuvAgMV', 'UB')
('SL04652-2022-11-01-10109','S422-5','NGIUhksfROAqYfoZ', 'MB')
('SL12058-2022-11-01-9976','S416-16','NScziNp', 'SU')
('AC04652-2022-11-01-10434','A580-12','bBzxxUjpGrVWCHro', 'SU')
('SL22517-2022-11-01-10096','S421-16','PMQiwsNbIrPoSLE', 'SU')
('SL22517-2022-11-01-10097','S421-17','Qeej', 'LB')
('SL22517-2022-11-01-10098','S421-18','gWwaAPEMOJs', 'MB')
('SL12058-2022-11-01-10039','S419-7','bnV', 'SL')
('AC04652-2022-11-02-10310','A573-14','gvOQInRAAZTDOVcp', 'LB')
('SL22517-2022-11-01-10148','S423-20','m', 'LB')
('AC04652-2022-11-01-10545','A586-15','DjcwJrVFEgrCQeru', 'UB')
('AC04652-2022-11-01-10547','A586-17','vdwIdlstcJripc', 'SL')
('AC04652-2022-11-02-10351','A576-1','UTBjSajemYNFPQ', 'LB')
('SL12058-2022-11-01-10090','S421-10','NJberoRhivym', 'MB')
('AC04652-2022-11-01-10552','A587-4','OBdTfzXhWZNNS', 'UB')
('SL22517-2022-11-02-10240','S427-16','DIlLXqVnU', 'SU')
('AC22517-2022-11-02-10374','A577-6','xIcRxR', 'SU')
('AC22517-2022-11-01-10377','A577-9','knmaCjA', 'UB')
('SL22517-2022-11-01-10204','S426-4','FxGTpC', 'LB')
('AC22517-2022-11-01-10379','A577-11','Q', 'SL')
('SL22517-2022-11-01-10206','S426-6','AZfCvvPcOwW', 'UB')
('SL22517-2022-11-01-10208','S426-8','pcrxIDhJha', 'SU')
('SL04652-2022-11-01-10277','S429-5','ntWQHTEXneVMCqyj', 'MB')
('SL22517-2022-11-01-10209','S426-9','fa', 'LB')
('AC22517-2022-11-02-10406','A579-2','Abvkkv', 'LB')
('SL12058-2022-11-01-10169','S424-17','KlFVVPTowGKwypJX', 'LB')
('AC22517-2022-11-01-10401','A578-15','EBBYvNnmohbzteO', 'UB')
('AC22517-2022-11-01-10402','A578-16','FTnCGJl', 'UB')
('AC22517-2022-11-02-10410','A579-6','YJypCuzjfujxi', 'SU')
('SL22517-2022-11-02-10331','S431-11','JfjaMRUrihBZOw', 'UB')
('AC22517-2022-11-02-10417','A579-13','FDZnLHWcqTsWqFkr', 'LB')
('SL04652-2022-11-02-10336','S431-16','Kf', 'SU')
('SL04652-2022-11-01-10308','S430-12','RLFoctr', 'LB')
('AC04652-2022-11-02-10430','A580-8','JojT', 'LB')
('AC04652-2022-11-01-10621','A591-1','yeCYpWeInp', 'LB')
('SL12058-2022-11-01-10210','S426-10','mNrvodu', 'MB')
('SL04652-2022-11-01-10346','S432-2','YOqtx', 'MB')
('SL04652-2022-11-01-10347','S432-3','ySmgELSFpAsfzH', 'UB')
('AC22517-2022-11-01-10453','A581-13','FfXpIGvccta', 'LB')
('AC22517-2022-11-02-10469','A582-11','NFgVpvccem', 'SL')
('SL22517-2022-11-01-10287','S429-15','XmOSDlDCQwUsdxw', 'SL')
('AC04652-2022-11-01-10671','A593-15','MzcRiKpvn', 'UB')
('SL04652-2022-11-01-10392','S433-24','yFQMVATkHRkbJ', 'SU')
('AC12058-2022-11-01-10516','A585-4','QAK', 'UB')
('AC04652-2022-11-02-10521','A585-9','sgXWnlfttfYDhW', 'UB')
('SL04652-2022-11-02-10433','S435-17','fqZfqPjah', 'LB')
('SL22517-2022-11-02-10445','S436-5','oviRkjfFo', 'MB')
('SL22517-2022-11-01-10335','S431-15','onww', 'SL')
('SL22517-2022-11-02-10447','S436-7','juo', 'SL')
('SL22517-2022-11-01-10337','S431-17','AEWVYCka', 'LB')
('AC12058-2022-11-01-10529','A585-17','Xf', 'SL')
('AC22517-2022-11-01-10500','A584-6','CK', 'SU')
('SL22517-2022-11-02-10451','S436-11','uemuhFiaTh', 'UB')
('SL04652-2022-11-01-10402','S434-10','VWodqUCR', 'MB')
('SL22517-2022-11-02-10453','S436-13','DeRNQ', 'MB')
('AC22517-2022-11-02-10539','A586-9','hXlMhDmeaOEvSCKE', 'UB')
('SL22517-2022-11-01-10342','S431-22','tlo', 'UB')
('SL04652-2022-11-02-10444','S436-4','aeDu', 'LB')
('AC22517-2022-11-02-10543','A586-13','Y', 'LB')
('SL04652-2022-11-01-10405','S434-13','UxiyE', 'MB')
('AC12058-2022-11-01-10535','A586-5','tfFuuEEWhzax', 'SL')
('AC04652-2022-11-01-10719','A596-9','xpONoCr', 'UB')
('AC04652-2022-11-02-10540','A586-10','BEJYZhwfX', 'UB')
('SL12058-2022-11-01-10286','S429-14','qrOljxYkIAa', 'UB')
('AC04652-2022-11-02-10545','A586-15','SFtbCQbCr', 'UB')
('AC22517-2022-11-01-10523','A585-11','LBXAs', 'SL')
('SL04652-2022-11-01-10419','S435-3','N', 'UB')
('AC12058-2022-11-01-10542','A586-12','EHvUMeWd', 'SU')
('AC04652-2022-11-02-10553','A587-5','CdJVd', 'SL')
('SL12058-2022-11-01-10295','S429-23','rNrEloIvRS', 'SL')
('SL04652-2022-11-02-10460','S436-20','VtXy', 'LB')
('AC12058-2022-11-01-10544','A586-14','QXXE', 'LB')
('AC04652-2022-11-01-10728','A596-18','RRZpwSlQzXqrXiE', 'SU')
('SL12058-2022-11-01-10298','S430-2','WCWhGHXQQF', 'MB')
('AC22517-2022-11-02-10559','A587-11','glGJesc', 'SL')
('SL04652-2022-11-01-10423','S435-7','WrBWwetOsijWeeP', 'SL')
('AC04652-2022-11-02-10556','A587-8','haO', 'LB')
('AC04652-2022-11-02-10557','A587-9','SEcZFiJlep', 'UB')
('AC12058-2022-11-01-10547','A586-17','uZT', 'SL')
('AC22517-2022-11-01-10533','A586-3','FS', 'UB')
('SL12058-2022-11-01-10305','S430-9','WupjARQIz', 'LB')
('AC12058-2022-11-01-10564','A587-16','SXhRoZnkN', 'UB')
('SL04652-2022-11-01-10450','S436-10','qSsswxqUDtRaiEQ', 'MB')
('AC12058-2022-11-01-10565','A587-17','rWyyw', 'SL')
('AC04652-2022-11-01-10752','A598-6','lDvdAImqyz', 'SU')
('SL12058-2022-11-01-10325','S431-5','m', 'MB')
('SL12058-2022-11-01-10326','S431-6','NgNBIplpuZSOOBdY', 'UB')
('SL22517-2022-11-01-10392','S433-24','cY', 'SU')
('SL22517-2022-11-01-10393','S434-1','AzhzZpvTGuJsZh', 'LB')
('SL12058-2022-11-01-10353','S432-9','LlfJVGNp', 'LB')
