('AC04652-2022-11-02-25','A2-7','LhDI', 'LB')
('AC22517-2022-11-01-1780','A99-16','KUSNrKUSFcIdAe', 'UB')
('AC22517-2022-11-02-1878','A105-6','twYEnBf', 'SU')
('SL04652-2022-11-01-1834','S77-10','YMZyjYuhaI', 'MB')
('AC22517-2022-11-01-1784','A100-2','TR', 'LB')
('AC12058-2022-11-01-1854','A103-18','isoq', 'SU')
('SL04652-2022-11-01-1838','S77-14','QCQyinBYNdPuImBE', 'UB')
('AC22517-2022-11-02-1882','A105-10','kCmkzdoFoPb', 'UB')
('AC04652-2022-11-01-1899','A106-9','DTOEfdTmlaPhK', 'UB')
('SL04652-2022-11-01-1841','S77-17','WbZaflkooNh', 'LB')
('SL04652-2022-11-01-1842','S77-18','tixm', 'MB')
('SL04652-2022-11-02-1828','S77-4','McbbB', 'LB')
('AC22517-2022-11-02-1885','A105-13','RADXIihgSu', 'LB')
('AC12058-2022-11-01-1860','A104-6','PMQxTk', 'SU')
('SL22517-2022-11-02-1872','S78-24','NQMQrSVhNN', 'SU')
('SL22517-2022-11-02-1873','S79-1','kxrMt', 'LB')
('SL22517-2022-11-01-1879','S79-7','sQZA', 'SL')
('AC04652-2022-11-01-1948','A109-4','gQW', 'UB')
('AC22517-2022-11-01-1844','A103-8','DbiOhzT', 'LB')
('AC12058-2022-11-01-1906','A106-16','ZjmxMX', 'UB')
('AC04652-2022-11-02-1840','A103-4','HHTlBUhxpOdwaq', 'UB')
('SL04652-2022-11-02-1874','S79-2','ulvxPbFumiXBYbfo', 'MB')
('AC22517-2022-11-02-1938','A108-12','GYLJSUapiQhjIB', 'SU')
('SL22517-2022-11-02-1933','S81-13','FoMriogQny', 'MB')
('SL04652-2022-11-01-1913','S80-17','CJccPCOXb', 'LB')
('SL04652-2022-11-01-1918','S80-22','jLYlw', 'UB')
('SL22517-2022-11-01-1934','S81-14','oYdXyDT', 'UB')
('SL22517-2022-11-02-1940','S81-20','kbEsmblpVaiM', 'LB')
('AC04652-2022-11-02-1852','A103-16','PHeHShAsS', 'UB')
('AC22517-2022-11-01-1857','A104-3','ZAfkGHwUQMHCFjY', 'UB')
('AC04652-2022-11-02-1854','A103-18','QJmz', 'SU')
('AC12058-2022-11-01-1927','A108-1','AdsslnVejRTbKqu', 'LB')
('AC22517-2022-11-01-1860','A104-6','sxIVVOAQDCjwzYa', 'SU')
('AC12058-2022-11-01-1929','A108-3','BmNzcKVXgsi', 'UB')
('AC22517-2022-11-02-1959','A109-15','pTshLj', 'UB')
('SL22517-2022-11-01-1945','S82-1','VUqRmqcNjsEbd', 'LB')
('SL22517-2022-11-02-1956','S82-12','KaauBQbXL', 'LB')
('AC04652-2022-11-01-1970','A110-8','bOtwtb', 'LB')
('AC04652-2022-11-01-1972','A110-10','VnK', 'UB')
('SL04652-2022-11-02-1899','S80-3','CLbjXqezzlHH', 'UB')
('SL22517-2022-11-02-1962','S82-18','vmYjfwIQyta', 'MB')
('AC04652-2022-11-01-1975','A110-13','rGICKTVrFf', 'LB')
('AC22517-2022-11-01-1874','A105-2','ejUzaShMpJ', 'LB')
('SL22517-2022-11-01-1955','S82-11','AEUPlAxSlHJiBUp', 'UB')
('SL04652-2022-11-02-1901','S80-5','z', 'MB')
('AC22517-2022-11-02-1969','A110-7','dEMrWzOJKKehoEK', 'LB')
('AC22517-2022-11-01-1877','A105-5','iV', 'SL')
('SL04652-2022-11-02-1904','S80-8','k', 'SU')
('SL22517-2022-11-01-1961','S82-17','ARUhHTdPIPzTC', 'LB')
('SL22517-2022-11-01-1962','S82-18','eqItl', 'MB')
('SL04652-2022-11-01-1955','S82-11','zzpjpyQRXYPHvdwY', 'UB')
('AC22517-2022-11-01-1883','A105-11','IjMl', 'SL')
('AC22517-2022-11-02-1976','A110-14','DYis', 'LB')
('SL04652-2022-11-02-1912','S80-16','NuhKM', 'SU')
('SL04652-2022-11-01-1961','S82-17','zWMYBXfI', 'LB')
('AC04652-2022-11-01-1994','A111-14','Nl', 'LB')
('SL04652-2022-11-02-1915','S80-19','hhhgcVKIjB', 'UB')
('AC22517-2022-11-02-1989','A111-9','nvlmpRrOBFKRZ', 'UB')
('SL22517-2022-11-02-1982','S83-14','A', 'UB')
('SL22517-2022-11-01-1977','S83-9','FGshVpPn', 'LB')
('AC04652-2022-11-02-1890','A105-18','MQGMJzyCnlsGo', 'SU')
('SL22517-2022-11-02-1987','S83-19','EAlDI', 'UB')
('AC12058-2022-11-01-1961','A109-17','BrpakNxm', 'SL')
('SL22517-2022-11-01-1982','S83-14','LxJNDKnxsBjjCGdU', 'UB')
('SL04652-2022-11-02-1928','S81-8','WAzzFqyfJ', 'SU')
('AC12058-2022-11-01-1966','A110-4','bg', 'UB')
('AC04652-2022-11-02-1902','A106-12','BjSYRNnnCkdePm', 'SU')
('AC22517-2022-11-02-2002','A112-4','E', 'UB')
('AC22517-2022-11-02-2004','A112-6','DJ', 'SU')
('AC04652-2022-11-01-2007','A112-9','lnhvswvntjMI', 'UB')
('AC12058-2022-11-01-1976','A110-14','wwzTCsyW', 'LB')
('SL04652-2022-11-01-1994','S84-2','oogZxjsKYScLaCcH', 'MB')
('AC22517-2022-11-01-1903','A106-13','AJanmn', 'LB')
('AC04652-2022-11-02-1910','A107-2','CPYRhA', 'LB')
('AC12058-2022-11-01-1980','A110-18','p', 'SU')
('SL04652-2022-11-02-1942','S81-22','iLjLOWWfQ', 'UB')
('AC04652-2022-11-01-2014','A112-16','JbJqIRgb', 'UB')
('AC04652-2022-11-01-2015','A112-17','VBsJhsrT', 'SL')
('SL22517-2022-11-01-1999','S84-7','wf', 'SL')
('AC22517-2022-11-01-1908','A106-18','eE', 'SU')
('AC04652-2022-11-01-2018','A113-2','MMuQHHfQk', 'LB')
('AC12058-2022-11-01-1987','A111-7','FHHUkyOvRvT', 'LB')
('SL04652-2022-11-02-1950','S82-6','WjfvpAKZqXZhhJef', 'UB')
('SL04652-2022-11-01-2068','S87-4','f', 'LB')
('SL04652-2022-11-02-2010','S84-18','X', 'MB')
('SL12058-2022-11-01-2019','S85-3','X', 'UB')
('SL04652-2022-11-02-2013','S84-21','N', 'MB')
('SL22517-2022-11-02-2066','S87-2','kvTSgNMcNaDy', 'MB')
('AC04652-2022-11-01-2083','A116-13','RopW', 'LB')
('SL22517-2022-11-02-2069','S87-5','jYfZrbVBoKpGaCjI', 'MB')
('SL04652-2022-11-01-2077','S87-13','XIYKUHCFBNy', 'MB')
('AC04652-2022-11-02-1994','A111-14','mGkL', 'LB')
('AC12058-2022-11-01-2061','A115-9','DdrPOyaLL', 'UB')
('AC04652-2022-11-02-2003','A112-5','kdZq', 'SL')
('SL04652-2022-11-01-2090','S88-2','VYFySVIfme', 'MB')
('SL04652-2022-11-01-2092','S88-4','SivPdAbaFQ', 'LB')
('SL12058-2022-11-01-2053','S86-13','lpPPQUwjdyR', 'MB')
('SL22517-2022-11-01-2079','S87-15','yAqDUBcO', 'SL')
('AC22517-2022-11-01-2002','A112-4','wsoq', 'UB')
('SL04652-2022-11-01-2106','S88-18','YxOXlBrIgfzH', 'MB')
('SL22517-2022-11-01-2081','S87-17','RHeG', 'LB')
('SL04652-2022-11-02-2076','S87-12','RRExWeAgqa', 'LB')
('SL04652-2022-11-02-2077','S87-13','rO', 'MB')
('SL22517-2022-11-02-2125','S89-13','tnn', 'MB')
('AC22517-2022-11-01-2033','A113-17','mjouDLUNY', 'SL')
('AC22517-2022-11-02-2138','A119-14','QTWyfjU', 'LB')
('SL22517-2022-11-02-2130','S89-18','kBtSHtBSZAeDXcMD', 'MB')
('SL04652-2022-11-02-2083','S87-19','FQWQ', 'UB')
('SL04652-2022-11-01-2135','S89-23','kgnTTax', 'SL')
('AC04652-2022-11-02-2054','A115-2','z', 'LB')
('SL04652-2022-11-02-2086','S87-22','HkbGC', 'UB')
('AC04652-2022-11-02-2056','A115-4','dkcuVKaVxV', 'UB')
('AC12058-2022-11-01-2105','A117-17','uGxbjsaZmUhreg', 'SL')
('SL12058-2022-11-01-2098','S88-10','cILvp', 'MB')
('AC04652-2022-11-01-2165','A121-5','veSJopyzt', 'SL')
('AC04652-2022-11-01-2178','A121-18','iad', 'SU')
('SL04652-2022-11-02-2112','S88-24','LE', 'SU')
('AC04652-2022-11-01-2180','A122-2','VVTcHW', 'LB')
('SL04652-2022-11-02-2115','S89-3','onNxENnZbNv', 'UB')
('SL22517-2022-11-02-2156','S90-20','sm', 'LB')
('SL04652-2022-11-02-2116','S89-4','cYKCyetjFx', 'LB')
('SL22517-2022-11-01-2152','S90-16','wqTAPcKQyMBlG', 'SU')
('AC04652-2022-11-01-2183','A122-5','RyTGTQRBXzRoAXM', 'SL')
('AC22517-2022-11-01-2067','A115-15','yJUiDuDvXtUoKphs', 'UB')
('SL04652-2022-11-02-2123','S89-11','oUtASco', 'UB')
('AC04652-2022-11-02-2087','A116-17','CJgLuWmNAOmMMfx', 'SL')
('AC04652-2022-11-02-2088','A116-18','AwIvVfPrDEeau', 'SU')
('AC22517-2022-11-02-2175','A121-15','bdNRNb', 'UB')
('SL12058-2022-11-01-2125','S89-13','jtNo', 'MB')
('SL04652-2022-11-02-2128','S89-16','GUeGjhRz', 'SU')
('AC04652-2022-11-02-2093','A117-5','JLRkCeUcGVWzaY', 'SL')
('AC04652-2022-11-02-2094','A117-6','gsbk', 'SU')
('AC04652-2022-11-01-2227','A124-13','iGdYIUgkw', 'LB')
('AC04652-2022-11-02-2135','A119-11','UFpkEQscOfSE', 'SL')
('AC22517-2022-11-02-2226','A124-12','mPrghuWtTX', 'SU')
('SL22517-2022-11-02-2203','S92-19','PyBm', 'UB')
('AC04652-2022-11-01-2235','A125-3','KkvurjTzIk', 'UB')
('AC04652-2022-11-02-2143','A120-1','w', 'LB')
('AC04652-2022-11-01-2239','A125-7','ewTAfinosBAySlVS', 'LB')
('AC04652-2022-11-02-2146','A120-4','ZebfIZjkOb', 'UB')
('SL04652-2022-11-02-2182','S91-22','AS', 'UB')
('AC04652-2022-11-01-2242','A125-10','wpLiGkSTSrMQmpB', 'UB')
('AC04652-2022-11-01-2243','A125-11','XGiif', 'SL')
('AC04652-2022-11-02-2148','A120-6','OSGiOIOOEjXyZE', 'SU')
('AC22517-2022-11-01-2123','A118-17','lrcdmLdJ', 'SL')
('AC12058-2022-11-01-2184','A122-6','VqSiPaPCIl', 'SU')
('SL04652-2022-11-02-2186','S92-2','QUbLwF', 'MB')
('SL04652-2022-11-01-2217','S93-9','F', 'LB')
('AC22517-2022-11-02-2242','A125-10','ssFYUZowaO', 'UB')
('AC22517-2022-11-02-2243','A125-11','agcmU', 'SL')
('AC12058-2022-11-01-2205','A123-9','Z', 'UB')
('AC04652-2022-11-01-2265','A126-15','FWJNkYK', 'UB')
('SL22517-2022-11-02-2239','S94-7','VZKj', 'SL')
('SL04652-2022-11-01-2242','S94-10','TOkeqav', 'MB')
('SL12058-2022-11-01-2205','S92-21','rmwUzvDG', 'MB')
('AC22517-2022-11-02-2256','A126-6','xIyxo', 'SU')
('AC22517-2022-11-02-2259','A126-9','l', 'UB')
('AC04652-2022-11-01-2272','A127-4','aapydlFIxjfu', 'UB')
('AC04652-2022-11-02-2167','A121-7','IT', 'LB')
('AC22517-2022-11-02-2262','A126-12','FrTFo', 'SU')
('SL04652-2022-11-01-2249','S94-17','iZYPnEmHMMQlGXLf', 'LB')
('AC04652-2022-11-02-2169','A121-9','ZZbBhpEUxEUstU', 'UB')
('AC04652-2022-11-02-2171','A121-11','bNyfzDIR', 'SL')
('AC22517-2022-11-01-2160','A120-18','ollQMmXs', 'SU')
('SL04652-2022-11-01-2255','S94-23','pfOQPoKvseqza', 'SL')
('AC22517-2022-11-01-2164','A121-4','gEGkMNsUprrs', 'UB')
('SL12058-2022-11-01-2224','S93-16','CykQz', 'SU')
('AC22517-2022-11-01-2166','A121-6','ZsaOiapi', 'SU')
('AC12058-2022-11-01-2232','A124-18','QsSnXA', 'SU')
('SL22517-2022-11-02-2267','S95-11','YPgoOjQpmH', 'UB')
('SL12058-2022-11-01-2232','S93-24','LRhRmcAsrfxrgNNr', 'SU')
('AC04652-2022-11-01-2290','A128-4','hxdPVmPDwiJ', 'UB')
('SL22517-2022-11-01-2279','S95-23','NYuVRflpDxiinowO', 'SL')
('SL22517-2022-11-01-2280','S95-24','C', 'SU')
('SL22517-2022-11-01-2281','S96-1','SOtuWjJtisozFc', 'LB')
('SL04652-2022-11-01-2283','S96-3','nanhcEwQ', 'UB')
('SL04652-2022-11-01-2285','S96-5','oyDTdN', 'MB')
('SL04652-2022-11-02-2259','S95-3','aVuPKwdOBTxJKkvR', 'UB')
('AC22517-2022-11-01-2188','A122-10','BdSVJzOqaqOEHpx', 'UB')
('AC12058-2022-11-01-2255','A126-5','L', 'SL')
('AC04652-2022-11-02-2230','A124-16','YxneGHbN', 'UB')
('AC22517-2022-11-02-2312','A129-8','YZebRIEOeTIjlHWC', 'LB')
('SL04652-2022-11-01-2310','S97-6','mUJYgHda', 'UB')
('SL12058-2022-11-01-2272','S95-16','njnA', 'SU')
('AC12058-2022-11-01-2280','A127-12','uYjCoglTHJD', 'SU')
('AC22517-2022-11-02-2317','A129-13','SuArTzRyY', 'LB')
('AC12058-2022-11-01-2282','A127-14','lWJNiggQPpmugQsj', 'LB')
('SL04652-2022-11-02-2284','S96-4','AWqaNVPgfHD', 'LB')
('SL12058-2022-11-01-2282','S96-2','JFINveLtYOseDuHV', 'MB')
('SL22517-2022-11-02-2316','S97-12','Y', 'LB')
('AC12058-2022-11-01-2291','A128-5','hDtPdKrE', 'SL')
('AC22517-2022-11-01-2217','A124-3','OI', 'UB')
('AC22517-2022-11-02-2328','A130-6','hxJkYKpYHA', 'SU')
('AC04652-2022-11-01-2342','A131-2','GVrClRcWAxhN', 'LB')
('AC04652-2022-11-02-2247','A125-15','yhWmgLjkHk', 'UB')
('SL04652-2022-11-02-2289','S96-9','xrYbberfeT', 'LB')
('AC12058-2022-11-01-2298','A128-12','ID', 'SU')
('SL22517-2022-11-02-2325','S97-21','VTAEzqU', 'MB')
('AC04652-2022-11-02-2253','A126-3','AebzbruZXR', 'UB')
('AC22517-2022-11-02-2338','A130-16','O', 'UB')
('AC22517-2022-11-01-2228','A124-14','VhGsjGIxmheEnD', 'LB')
('AC22517-2022-11-02-2377','A133-1','SiKwtHHqyGzcRgI', 'LB')
('SL12058-2022-11-01-2343','S98-15','CnBkjGxVywMHC', 'SL')
('AC12058-2022-11-01-2350','A131-10','MkARoL', 'UB')
('AC12058-2022-11-01-2351','A131-11','ePrhwPdq', 'SL')
('SL04652-2022-11-01-2368','S99-16','Qqh', 'SU')
('SL12058-2022-11-01-2358','S99-6','aRyocIzV', 'UB')
('AC22517-2022-11-01-2284','A127-16','mkmzQrb', 'UB')
('AC22517-2022-11-01-2285','A127-17','JtvqUctSiBWLO', 'SL')
('AC12058-2022-11-01-2368','A132-10','SbTntTZd', 'UB')
('SL12058-2022-11-01-2362','S99-10','cgiMJLnmKEffC', 'MB')
('AC22517-2022-11-01-2286','A127-18','nowqWePNcsmfC', 'SU')
('AC12058-2022-11-01-2369','A132-11','RJCwguAsfvwB', 'SL')
('SL22517-2022-11-01-2387','S100-11','uYKLxkSshFz', 'UB')
('AC04652-2022-11-02-2322','A129-18','KZyFje', 'SU')
('SL12058-2022-11-01-2365','S99-13','AAqGjOB', 'MB')
('SL22517-2022-11-01-2389','S100-13','UcSOJploCH', 'MB')
('SL04652-2022-11-02-2362','S99-10','BTPR', 'MB')
('AC22517-2022-11-02-2397','A134-3','JmpgyxvKZHvJ', 'UB')
('SL22517-2022-11-02-2395','S100-19','YUpknMBfys', 'UB')
('AC22517-2022-11-01-2292','A128-6','W', 'SU')
('AC22517-2022-11-02-2403','A134-9','TsoNtYQIIZsMdcq', 'UB')
('SL12058-2022-11-01-2373','S99-21','AHOAVyNJVjl', 'MB')
('AC22517-2022-11-02-2409','A134-15','MHJUZUWZdDlpFeZ', 'UB')
('AC22517-2022-11-02-2410','A134-16','KQU', 'UB')
('AC22517-2022-11-02-2411','A134-17','eihdWoyb', 'SL')
('SL22517-2022-11-01-2401','S101-1','KTOsmeVsyf', 'LB')
('SL04652-2022-11-02-2372','S99-20','KEfUpz', 'LB')
('AC22517-2022-11-01-2305','A129-1','jkjaDmWKnSGC', 'LB')
('SL04652-2022-11-02-2379','S100-3','evU', 'UB')
('SL22517-2022-11-02-2410','S101-10','nsb', 'MB')
('SL22517-2022-11-02-2413','S101-13','eWDZtphskMkWcebZ', 'MB')
('AC04652-2022-11-02-2347','A131-7','UKms', 'LB')
('AC04652-2022-11-01-2441','A136-11','wgbYSJWSeWvs', 'SL')
('SL04652-2022-11-01-2413','S101-13','o', 'MB')
('AC04652-2022-11-02-2365','A132-7','pivEWY', 'LB')
('AC22517-2022-11-01-2331','A130-9','bONO', 'UB')
('AC22517-2022-11-01-2332','A130-10','vfhXExRBB', 'UB')
('AC12058-2022-11-01-2406','A134-12','ZN', 'SU')
('AC04652-2022-11-02-2371','A132-13','yik', 'LB')
('SL04652-2022-11-02-2407','S101-7','YyfUZ', 'SL')
('AC22517-2022-11-01-2339','A130-17','Fcg', 'SL')
('SL22517-2022-11-02-2453','S103-5','o', 'MB')
('SL04652-2022-11-01-2474','S104-2','gwtqghd', 'MB')
('SL04652-2022-11-02-2453','S103-5','hxUisWqfxAQ', 'MB')
('SL04652-2022-11-01-2476','S104-4','qCD', 'LB')
('AC04652-2022-11-01-2507','A140-5','MGAAvzG', 'SL')
('SL22517-2022-11-02-2488','S104-16','cR', 'SU')
('SL12058-2022-11-01-2444','S102-20','Ifum', 'LB')
('AC04652-2022-11-01-2508','A140-6','TxNLPUcbqRkvX', 'SU')
('AC22517-2022-11-01-2379','A133-3','iKiIapL', 'UB')
('SL04652-2022-11-01-2481','S104-9','CZeTiGgIcLt', 'LB')
('SL04652-2022-11-01-2482','S104-10','DiBacjZhQPGHeHB', 'MB')
('AC04652-2022-11-01-2510','A140-8','kOABijiz', 'LB')
('SL22517-2022-11-02-2491','S104-19','UpfRnMIBmBfCXkdX', 'UB')
('AC04652-2022-11-01-2513','A140-11','Yop', 'SL')
('SL04652-2022-11-02-2461','S103-13','VFtCpBfbPqdm', 'MB')
('AC22517-2022-11-01-2385','A133-9','AvOsaYZ', 'UB')
('AC22517-2022-11-01-2386','A133-10','m', 'UB')
('SL22517-2022-11-02-2494','S104-22','LjoYVbWlqFITRao', 'UB')
('SL22517-2022-11-02-2495','S104-23','JxdfkmlkXUAaIQxm', 'SL')
('AC04652-2022-11-02-2431','A136-1','xoPhbdLAAEP', 'LB')
('AC22517-2022-11-01-2390','A133-14','XMBT', 'LB')
('AC12058-2022-11-01-2477','A138-11','WlDUgU', 'SL')
('SL12058-2022-11-01-2454','S103-6','aJCvBWEkH', 'UB')
('SL12058-2022-11-01-2455','S103-7','QuSVufDfxxGqTlb', 'SL')
('AC04652-2022-11-01-2523','A141-3','Yv', 'UB')
('SL04652-2022-11-01-2497','S105-1','MXZkkgp', 'LB')
('SL12058-2022-11-01-2464','S103-16','XZJREaEQlcg', 'SU')
('AC12058-2022-11-01-2488','A139-4','RsrRX', 'UB')
('AC04652-2022-11-02-2447','A136-17','MXMyWXbQZYoaeIe', 'SL')
('SL12058-2022-11-01-2466','S103-18','xsbjarXbJeIKIaM', 'MB')
('AC04652-2022-11-02-2469','A138-3','BtcSuTrjL', 'UB')
('AC22517-2022-11-02-2548','A142-10','Nz', 'UB')
('AC04652-2022-11-01-2572','A143-16','cjrVSUGrozzE', 'UB')
('SL12058-2022-11-01-2504','S105-8','enuoM', 'SU')
('SL04652-2022-11-01-2547','S107-3','S', 'UB')
('AC22517-2022-11-01-2432','A136-2','MXiUSICR', 'LB')
('SL12058-2022-11-01-2506','S105-10','ownuQXjAwkzF', 'MB')
('SL04652-2022-11-02-2510','S105-14','IvLNYNYrsvLZF', 'UB')
('AC12058-2022-11-01-2537','A141-17','IRjMOACrZmCIrM', 'SL')
('AC04652-2022-11-01-2582','A144-8','c', 'LB')
('SL22517-2022-11-02-2553','S107-9','HIPjxozf', 'LB')
('SL04652-2022-11-02-2514','S105-18','aEPJqztxm', 'MB')
('AC04652-2022-11-01-2588','A144-14','kpZCIOHH', 'LB')
('SL12058-2022-11-01-2517','S105-21','cNVWIkR', 'MB')
('AC04652-2022-11-02-2498','A139-14','SSFrmjGrjiRZH', 'LB')
('AC12058-2022-11-01-2546','A142-8','bGwcKRJCQKV', 'LB')
('AC22517-2022-11-02-2573','A143-17','lKt', 'SL')
('AC12058-2022-11-01-2547','A142-9','pWrlGDfXST', 'UB')
('SL22517-2022-11-01-2545','S107-1','BDuXfifpzjeImc', 'LB')
('SL22517-2022-11-01-2546','S107-2','tPDBOftuja', 'MB')
('AC04652-2022-11-02-2504','A140-2','y', 'LB')
('SL12058-2022-11-01-2526','S106-6','RJzmSp', 'UB')
('SL12058-2022-11-01-2527','S106-7','SAZWxkehyrS', 'SL')
('SL22517-2022-11-02-2595','S109-3','TiftLYWVQAak', 'UB')
('SL04652-2022-11-01-2600','S109-8','MzEPfcIevgMPusLD', 'SU')
('AC04652-2022-11-01-2637','A147-9','ptrLstFWndnC', 'UB')
('SL22517-2022-11-01-2584','S108-16','bJsll', 'SU')
('AC22517-2022-11-02-2615','A146-5','bXsgBSGIWIRdTyj', 'SL')
('AC12058-2022-11-01-2587','A144-13','zvdSyFvakKcp', 'LB')
('AC22517-2022-11-01-2478','A138-12','WdlT', 'SU')
('SL04652-2022-11-01-2615','S109-23','cXXDLYZJybIsr', 'SL')
('SL12058-2022-11-01-2592','S108-24','YLHZJPbiRXnC', 'SU')
('AC22517-2022-11-02-2646','A147-18','KcpZw', 'SU')
('SL12058-2022-11-01-2593','S109-1','zInlfDsK', 'LB')
('SL12058-2022-11-01-2594','S109-2','usFpwBClRp', 'MB')
('SL04652-2022-11-02-2594','S109-2','WRJBicNWIrqrDY', 'MB')
('SL12058-2022-11-01-2598','S109-6','crGSyAguuwbtWt', 'UB')
('SL04652-2022-11-01-2651','S111-11','lxhvMeCYe', 'UB')
('AC22517-2022-11-02-2659','A148-13','CJoUvr', 'LB')
('AC22517-2022-11-02-2660','A148-14','Nrm', 'LB')
('AC12058-2022-11-01-2632','A147-4','fdGQYypQSoatQX', 'UB')
('AC12058-2022-11-01-2633','A147-5','shSaFQKMO', 'SL')
('AC12058-2022-11-01-2634','A147-6','IHPJFQgtbJ', 'SU')
('AC12058-2022-11-01-2635','A147-7','QyrUYYpn', 'LB')
('AC04652-2022-11-01-2693','A150-11','Uxs', 'SL')
('AC04652-2022-11-01-2694','A150-12','cyAiXRJ', 'SU')
('AC04652-2022-11-01-2695','A150-13','GcodgrQaNTIlU', 'LB')
('SL04652-2022-11-02-2605','S109-13','guDeInNyUm', 'MB')
('SL04652-2022-11-02-2606','S109-14','KlS', 'UB')
('SL22517-2022-11-02-2661','S111-21','qEsLPBDOCTiZa', 'MB')
('SL12058-2022-11-01-2612','S109-20','CGcdzA', 'LB')
('AC22517-2022-11-01-2546','A142-8','xFXKVfuIFJpIcyHm', 'LB')
('SL22517-2022-11-02-2684','S112-20','QVlodredpeA', 'LB')
('SL04652-2022-11-02-2637','S110-21','DjkkcFeEr', 'MB')
('SL04652-2022-11-02-2638','S110-22','L', 'UB')
('SL04652-2022-11-01-2684','S112-20','S', 'LB')
('AC12058-2022-11-01-2665','A149-1','AYvRMYLBCjYNtm', 'LB')
('SL22517-2022-11-02-2687','S112-23','syVr', 'SL')
('AC12058-2022-11-01-2666','A149-2','lxjBFgzQwjx', 'LB')
('AC22517-2022-11-02-2699','A150-17','AlaZPAOwDdYB', 'SL')
('SL04652-2022-11-01-2688','S112-24','SIYy', 'SU')
('SL12058-2022-11-01-2643','S111-3','FLpbacGsOfQIC', 'UB')
('AC04652-2022-11-02-2617','A146-7','n', 'LB')
('SL04652-2022-11-01-2690','S113-2','xjf', 'MB')
('SL22517-2022-11-02-2690','S113-2','OgmKiHZpOqGD', 'MB')
('AC04652-2022-11-01-2729','A152-11','YrpSrFdO', 'SL')
('AC04652-2022-11-01-2730','A152-12','UH', 'SU')
('AC04652-2022-11-02-2622','A146-12','oMyYcZIirausNDLg', 'SU')
('AC22517-2022-11-02-2707','A151-7','LxtFNXzjiXo', 'LB')
('AC22517-2022-11-02-2708','A151-8','PTZuGNRjtbFeqwDJ', 'LB')
('SL22517-2022-11-02-2701','S113-13','zYGjtIq', 'MB')
('SL12058-2022-11-01-2652','S111-12','aauvclWojHqXUkJ', 'LB')
('AC04652-2022-11-02-2630','A147-2','xqmblmirkEAPS', 'LB')
('AC12058-2022-11-01-2683','A150-1','zqLbcIokvLqrs', 'LB')
('AC04652-2022-11-02-2633','A147-5','CQeaKQZgied', 'SL')
('SL04652-2022-11-01-2706','S113-18','BOLNFvrGvigPp', 'MB')
('AC04652-2022-11-02-2636','A147-8','iPeXPQhsIp', 'LB')
('SL04652-2022-11-01-2708','S113-20','HmGcYkHMwPpD', 'LB')
('AC04652-2022-11-02-2638','A147-10','h', 'UB')
('SL04652-2022-11-01-2710','S113-22','AcMxkhElWNvaCWaj', 'UB')
('SL04652-2022-11-01-2712','S113-24','lOaJsmx', 'SU')
('AC04652-2022-11-02-2642','A147-14','GwpchS', 'LB')
('SL04652-2022-11-01-2714','S114-2','XWwaQeTi', 'MB')
('SL22517-2022-11-02-2729','S114-17','WkBq', 'LB')
('SL12058-2022-11-01-2678','S112-14','geqXsqzt', 'UB')
('SL22517-2022-11-01-2718','S114-6','jNQNW', 'UB')
('SL22517-2022-11-02-2737','S115-1','BjjiEldDxo', 'LB')
('AC04652-2022-11-01-2767','A154-13','zcnVKAGOML', 'LB')
('AC12058-2022-11-01-2709','A151-9','MoTZjgBkWg', 'UB')
('SL22517-2022-11-02-2738','S115-2','gORKPeS', 'MB')
('AC22517-2022-11-01-2582','A144-8','BwTMPKVxlZJjLr', 'LB')
('AC04652-2022-11-01-2770','A154-16','bVmwJZgdqhVnXBRx', 'UB')
('SL04652-2022-11-02-2692','S113-4','KJNwwkx', 'LB')
('AC04652-2022-11-01-2773','A155-1','VPcfktywEJYE', 'LB')
('AC04652-2022-11-01-2775','A155-3','Ts', 'UB')
('SL12058-2022-11-01-2712','S113-24','H', 'SU')
('AC22517-2022-11-02-2790','A155-18','kAdJeo', 'SU')
('SL22517-2022-11-01-2776','S116-16','wamKDHzeAjMXp', 'SU')
('AC04652-2022-11-02-2731','A152-13','HXSaeVGZlS', 'LB')
('AC04652-2022-11-02-2732','A152-14','e', 'LB')
('AC04652-2022-11-01-2824','A157-16','bSBphn', 'UB')
('SL22517-2022-11-02-2801','S117-17','bMQsIzD', 'LB')
('AC04652-2022-11-01-2827','A158-1','TQlzHCataUA', 'LB')
('AC22517-2022-11-02-2800','A156-10','DUyBLSV', 'UB')
('SL04652-2022-11-02-2730','S114-18','ZaAWxemPvNtf', 'MB')
('SL22517-2022-11-02-2806','S117-22','TNdNtgGwwq', 'UB')
('AC22517-2022-11-02-2802','A156-12','ZResvKCfeIV', 'SU')
('SL22517-2022-11-02-2808','S117-24','t', 'SU')
('AC04652-2022-11-02-2760','A154-6','mGiRhGjUaJiIBnbl', 'SU')
('SL22517-2022-11-02-2813','S118-5','gtkomMuP', 'MB')
('SL22517-2022-11-02-2814','S118-6','BaIsSpxxujQAEaV', 'UB')
('AC22517-2022-11-01-2648','A148-2','XtmlHaHDYp', 'LB')
('AC22517-2022-11-02-2815','A157-7','yfBWXmlBFJL', 'LB')
('SL12058-2022-11-01-2769','S116-9','HQd', 'LB')
('SL12058-2022-11-01-2772','S116-12','wkSkxiPSTatsODRR', 'LB')
('SL22517-2022-11-01-2802','S117-18','cEKAzkxt', 'MB')
