('AC22517-2022-11-01-390','A22-12','mKnVzhaEMqsDar', 'SU')
('AC22517-2022-11-01-2668','A149-4','esXwRUzvYF', 'UB')
('AC22517-2022-11-01-2671','A149-7','NSAZsCXojiiMPjO', 'LB')
('SL22517-2022-11-01-2638','S110-22','Uuc', 'UB')
('SL22517-2022-11-01-2641','S111-1','jTrUAslHKBNhHy', 'LB')
('SL22517-2022-11-01-2642','S111-2','blLgDZlfVThMfMo', 'MB')
('SL12058-2022-11-01-2594','S109-2','pKeXUHrmbQTs', 'MB')
('SL04652-2022-11-01-2609','S109-17','xqsXijRGNO', 'LB')
('SL22517-2022-11-01-2644','S111-4','ikKQn', 'LB')
('AC22517-2022-11-02-2626','A146-16','JmANPBwgh', 'UB')
('SL04652-2022-11-02-2643','S111-3','gXpbKhuZIrp', 'UB')
('AC04652-2022-11-02-2643','A147-15','cgzAGlxZf', 'UB')
('AC22517-2022-11-01-2694','A150-12','wAunxnPbld', 'SU')
('AC12058-2022-11-01-2626','A146-16','uYCFx', 'UB')
('AC22517-2022-11-01-2697','A150-15','WmYiHASXwYfDVsSW', 'UB')
('AC04652-2022-11-01-2747','A153-11','pChUPKjHNueiCtuX', 'SL')
('SL12058-2022-11-01-2605','S109-13','oLFnKiIRnXPiAli', 'MB')
('AC04652-2022-11-02-2650','A148-4','woyiGKIChbDwGA', 'UB')
('AC22517-2022-11-01-2704','A151-4','J', 'UB')
('SL22517-2022-11-02-2605','S109-13','xlhqRwcKzJEihXu', 'MB')
('AC12058-2022-11-01-2634','A147-6','FFChpy', 'SU')
('AC12058-2022-11-01-2636','A147-8','GmhuVqJIUjbUNPrU', 'LB')
('SL12058-2022-11-01-2619','S110-3','tCkgSyThhhsIxfU', 'UB')
('AC04652-2022-11-01-2786','A155-14','xTuuiBWtzw', 'LB')
('AC22517-2022-11-02-2681','A149-17','Ebs', 'SL')
('AC12058-2022-11-01-2656','A148-10','micWuOIxOO', 'UB')
('SL22517-2022-11-01-2708','S113-20','FuqSRvzbtA', 'LB')
('AC04652-2022-11-01-2791','A156-1','BzpsxikCuzr', 'LB')
('AC04652-2022-11-02-2711','A151-11','tmGr', 'SL')
('SL22517-2022-11-01-2738','S115-2','DO', 'MB')
('AC04652-2022-11-02-2712','A151-12','EKmveRkgyuU', 'SU')
('AC12058-2022-11-01-2678','A149-14','JeOLaeTLCFfPE', 'LB')
('AC22517-2022-11-01-2770','A154-16','B', 'UB')
('SL04652-2022-11-02-2730','S114-18','FygEMDo', 'MB')
('AC22517-2022-11-02-2716','A151-16','CI', 'UB')
('AC04652-2022-11-02-2724','A152-6','Qke', 'SU')
('SL04652-2022-11-02-2735','S114-23','uZb', 'SL')
('SL04652-2022-11-02-2741','S115-5','cccsvdenyWmh', 'MB')
('SL04652-2022-11-02-2748','S115-12','tAYnw', 'LB')
('AC12058-2022-11-01-2698','A150-16','WmdRPpEFeE', 'UB')
('AC22517-2022-11-01-2797','A156-7','oAhhGVcsiuMwyj', 'LB')
('AC22517-2022-11-02-2733','A152-15','zi', 'UB')
('AC22517-2022-11-01-2798','A156-8','turobQrPjxsI', 'LB')
('SL22517-2022-11-01-2764','S116-4','Iq', 'LB')
('AC12058-2022-11-01-2702','A151-2','MfeEEOXTwAm', 'LB')
('AC22517-2022-11-01-2800','A156-10','jMXL', 'UB')
('AC04652-2022-11-01-2835','A158-9','qsNvNviC', 'UB')
('AC04652-2022-11-02-2740','A153-4','tkPlkmgYrEDC', 'UB')
('AC12058-2022-11-01-2708','A151-8','W', 'LB')
('SL04652-2022-11-01-2718','S114-6','IWojZLkp', 'UB')
('AC12058-2022-11-01-2709','A151-9','mlDHmQx', 'UB')
('SL22517-2022-11-02-2706','S113-18','OEGiAoLi', 'MB')
('SL04652-2022-11-02-2761','S116-1','Ng', 'LB')
('AC04652-2022-11-01-2844','A158-18','JrLQZMQVx', 'SU')
('SL04652-2022-11-02-2762','S116-2','qWiaPTzhvoNQDqp', 'MB')
('AC22517-2022-11-01-2814','A157-6','X', 'SU')
('AC22517-2022-11-02-2752','A153-16','aKApDWRCIZERwzt', 'UB')
('AC04652-2022-11-02-2756','A154-2','Oxdy', 'LB')
('AC04652-2022-11-02-2760','A154-6','jcSxrTzjDNQvkPQ', 'SU')
('AC04652-2022-11-01-2896','A161-16','fRKV', 'UB')
('AC22517-2022-11-01-2865','A160-3','bbClHcryLerw', 'UB')
('AC04652-2022-11-01-2898','A161-18','rfgpHIyhpHUIyN', 'SU')
('SL22517-2022-11-01-2809','S118-1','UulLbYEXcs', 'LB')
('AC22517-2022-11-02-2805','A156-15','KXpgjhZHAXSnhWeZ', 'UB')
('SL22517-2022-11-02-2759','S115-23','VatqnpxF', 'SL')
('SL22517-2022-11-01-2826','S118-18','gycetdcH', 'MB')
('AC04652-2022-11-02-2823','A157-15','o', 'UB')
('AC12058-2022-11-01-2793','A156-3','ylPspiszKBCu', 'UB')
('AC22517-2022-11-02-2841','A158-15','IFBPMz', 'UB')
('AC22517-2022-11-01-2906','A162-8','tkuVu', 'LB')
('SL12058-2022-11-01-2761','S116-1','S', 'LB')
('AC22517-2022-11-01-2911','A162-13','WAexAXTxUaJqcWQm', 'LB')
('AC12058-2022-11-01-2804','A156-14','xH', 'LB')
('AC22517-2022-11-02-2847','A159-3','prWEz', 'UB')
('AC04652-2022-11-02-2833','A158-7','RvNWLIFVlTaT', 'LB')
('AC04652-2022-11-01-2964','A165-12','XZbkfRd', 'SU')
('SL22517-2022-11-02-2807','S117-23','rMGFDVLLTRJ', 'SL')
('AC22517-2022-11-01-2922','A163-6','k', 'SU')
('SL04652-2022-11-02-2873','S120-17','HMuICVWgbOvdpHv', 'LB')
('AC04652-2022-11-02-2843','A158-17','hrK', 'SL')
('SL04652-2022-11-02-2876','S120-20','OYJbiwXVTSIE', 'LB')
('SL12058-2022-11-01-2780','S116-20','wBPSc', 'LB')
('AC12058-2022-11-01-2825','A157-17','VJdeNckIYykzFUkR', 'SL')
('AC04652-2022-11-02-2845','A159-1','BVtvaVPIOPxVfl', 'LB')
('AC22517-2022-11-02-2866','A160-4','pDEHITQgOoZWyM', 'UB')
('SL22517-2022-11-01-2876','S120-20','TeJlIdKZCDaKWt', 'LB')
('SL04652-2022-11-01-2938','S123-10','rzXuZcTrTTQD', 'MB')
('AC04652-2022-11-01-3060','A170-18','OzCBF', 'SU')
('SL04652-2022-11-01-2949','S123-21','EUJiPFsFOUqXI', 'MB')
('AC04652-2022-11-02-2938','A164-4','JNgBdWDISZimZT', 'UB')
('SL12058-2022-11-01-2884','S121-4','RiqpmWWEhJvAnOS', 'LB')
('AC22517-2022-11-02-2958','A165-6','QQtRtZ', 'SU')
('AC22517-2022-11-02-2959','A165-7','VwAyASLVWsn', 'LB')
('AC12058-2022-11-01-2916','A162-18','ZLLFmz', 'SU')
('SL04652-2022-11-01-2961','S124-9','RcIQijCfF', 'LB')
('SL12058-2022-11-01-2889','S121-9','kASUOYfKpOwusNm', 'LB')
('SL22517-2022-11-02-2933','S123-5','eTdmwVRxLCrBCVx', 'MB')
('SL22517-2022-11-02-2934','S123-6','mXzvrZlGjMLCcS', 'UB')
('AC22517-2022-11-01-3028','A169-4','ubpakPoUGRlAaE', 'UB')
('SL22517-2022-11-01-2986','S125-10','FFS', 'MB')
('AC04652-2022-11-01-3107','A173-11','ySihIIHIZahM', 'SL')
('SL12058-2022-11-01-2923','S122-19','bzDqeGOAhF', 'UB')
('AC12058-2022-11-01-2944','A164-10','gskUMNqihLWyaDV', 'UB')
('SL12058-2022-11-01-2925','S122-21','BHaCA', 'MB')
('AC22517-2022-11-02-3011','A168-5','p', 'SL')
('SL22517-2022-11-02-3005','S126-5','VjYrnpIuYZSLcCu', 'MB')
('SL12058-2022-11-01-2980','S125-4','peHpyZy', 'LB')
('AC22517-2022-11-01-3110','A173-14','lQS', 'LB')
('AC22517-2022-11-02-3060','A170-18','entdWEWKrlN', 'SU')
('SL04652-2022-11-01-3055','S128-7','twrcaXnzJTXS', 'SL')
('AC04652-2022-11-01-3170','A177-2','rmCIzRyWoc', 'LB')
('SL04652-2022-11-02-3098','S130-2','gAhUWlNoKG', 'MB')
('SL04652-2022-11-01-3056','S128-8','fLCnFuXn', 'SU')
('AC22517-2022-11-02-3063','A171-3','BnusyjNRvJssUtd', 'UB')
('AC04652-2022-11-01-3172','A177-4','RulPEvftFcTObD', 'UB')
('AC12058-2022-11-01-2998','A167-10','OThcHn', 'UB')
('SL04652-2022-11-02-3102','S130-6','KlghVYlxMngf', 'UB')
('AC12058-2022-11-01-3003','A167-15','krZBkFfjQoaIVcU', 'UB')
('SL04652-2022-11-01-3064','S128-16','vJcpU', 'SU')
('AC04652-2022-11-02-3053','A170-11','LdKbgIyfre', 'SL')
('SL22517-2022-11-01-3065','S128-17','a', 'LB')
('AC04652-2022-11-01-3183','A177-15','ZH', 'UB')
('AC22517-2022-11-01-3128','A174-14','fOaJgUJE', 'LB')
('AC04652-2022-11-01-3184','A177-16','ZEjDfUFWurmdYW', 'UB')
('AC12058-2022-11-01-3020','A168-14','fOVPWulGS', 'LB')
('AC04652-2022-11-02-3075','A171-15','vpIs', 'UB')
('AC04652-2022-11-02-3077','A171-17','dfediQiZyFcqdz', 'SL')
('AC12058-2022-11-01-3034','A169-10','YBVzWqclbHobFum', 'UB')
('SL04652-2022-11-02-3141','S131-21','t', 'MB')
('SL12058-2022-11-01-3019','S126-19','dPuOnZBJRZMGXD', 'UB')
('SL04652-2022-11-01-3107','S130-11','KjpLlxYjey', 'UB')
('AC22517-2022-11-01-3157','A176-7','wYfIXWmUKqDSJIs', 'LB')
('SL04652-2022-11-01-3114','S130-18','fy', 'MB')
('AC12058-2022-11-01-3042','A169-18','N', 'SU')
('AC22517-2022-11-01-3161','A176-11','YHTcKSzhoCqQZ', 'SL')
('AC22517-2022-11-02-3115','A174-1','XGcGyslrBKwMTIk', 'LB')
('AC04652-2022-11-01-3233','A180-11','yYoIxfJJWceK', 'SL')
('SL12058-2022-11-01-3037','S127-13','JqmxKvDTxH', 'MB')
('AC04652-2022-11-02-3111','A173-15','Y', 'UB')
('SL04652-2022-11-02-3163','S132-19','AIYHCVxpNmA', 'UB')
('SL04652-2022-11-01-3148','S132-4','gDUT', 'LB')
('SL22517-2022-11-02-3095','S129-23','pMSEShqhaspiVhq', 'SL')
('SL04652-2022-11-02-3201','S134-9','uxcaBTcRjKeHgl', 'LB')
('SL04652-2022-11-02-3223','S135-7','yjhRwFQlNY', 'SL')
('SL12058-2022-11-01-3104','S130-8','xKR', 'SU')
('SL22517-2022-11-02-3130','S131-10','ilupgsobKQdmSXe', 'MB')
('AC22517-2022-11-02-3172','A177-4','BTsSgJ', 'UB')
('AC22517-2022-11-01-3237','A180-15','Cna', 'UB')
('AC04652-2022-11-02-3193','A178-7','IcQYtO', 'LB')
('SL22517-2022-11-01-3174','S133-6','XICan', 'UB')
('SL22517-2022-11-01-3175','S133-7','EoVH', 'SL')
('SL22517-2022-11-01-3176','S133-8','ORaTjWnUsjWqJCsA', 'SU')
('SL04652-2022-11-01-3192','S133-24','opIC', 'SU')
('AC12058-2022-11-01-3148','A175-16','iQKItOVeVxHfPa', 'UB')
('SL04652-2022-11-01-3194','S134-2','bBxeiYhhaaKTfGia', 'MB')
('SL22517-2022-11-02-3158','S132-14','VXFxMspAlrjnKkf', 'UB')
('AC12058-2022-11-01-3151','A176-1','Zr', 'LB')
('SL04652-2022-11-02-3261','S136-21','TyzUkrmdpJjyreT', 'MB')
('AC12058-2022-11-01-3158','A176-8','HNynObMpHCa', 'LB')
('AC22517-2022-11-02-3224','A180-2','sron', 'LB')
('SL04652-2022-11-02-3281','S137-17','YTkxOyKsSjOosZe', 'LB')
('AC12058-2022-11-01-3201','A178-15','hezziNV', 'UB')
('SL04652-2022-11-02-3300','S138-12','ZMlmcJQ', 'LB')
('AC04652-2022-11-01-3428','A191-8','SHHLz', 'LB')
('SL22517-2022-11-01-3280','S137-16','dgedwAO', 'SU')
('AC04652-2022-11-02-3321','A185-9','KGJQ', 'UB')
('SL22517-2022-11-02-3265','S137-1','pyXEzWzDwMhbD', 'LB')
('AC22517-2022-11-01-3388','A189-4','Zq', 'UB')
('AC22517-2022-11-01-3389','A189-5','RqlhPBmvsoGDkpe', 'SL')
('AC04652-2022-11-01-3447','A192-9','nnHCkUrca', 'UB')
('AC04652-2022-11-02-3322','A185-10','EvtikDPnHfcXmo', 'UB')
('SL22517-2022-11-01-3301','S138-13','X', 'MB')
('AC04652-2022-11-01-3448','A192-10','LBFHNdoxhjfnm', 'UB')
('SL22517-2022-11-01-3302','S138-14','hPzlgi', 'UB')
('SL22517-2022-11-02-3275','S137-11','wDZZMhc', 'UB')
('SL04652-2022-11-01-3314','S139-2','CjSoWdfB', 'MB')
('SL22517-2022-11-01-3305','S138-17','lWgNrvkfoQWvaoV', 'LB')
('AC22517-2022-11-01-3396','A189-12','MBHb', 'SU')
('AC12058-2022-11-01-3280','A183-4','UnrlmheaEeCKm', 'UB')
('AC22517-2022-11-02-3338','A186-8','twtx', 'LB')
('AC12058-2022-11-01-3284','A183-8','HSmKPmvpKafw', 'LB')
('AC22517-2022-11-01-3410','A190-8','RlyrlSguv', 'LB')
('SL12058-2022-11-01-3274','S137-10','INTzVPqO', 'MB')
('AC04652-2022-11-01-3473','A193-17','uontxrCHY', 'SL')
('AC04652-2022-11-01-3475','A194-1','pyuvRUhiSKV', 'LB')
('SL22517-2022-11-02-3296','S138-8','UFkmfl', 'SU')
('AC12058-2022-11-01-3299','A184-5','KpBSCdGmtzzxO', 'SL')
('SL04652-2022-11-02-3420','S143-12','r', 'LB')
('SL22517-2022-11-01-3349','S140-13','P', 'MB')
('SL12058-2022-11-01-3299','S138-11','raFTbpJZ', 'UB')
('AC04652-2022-11-02-3376','A188-10','tYcF', 'UB')
('SL04652-2022-11-02-3435','S144-3','ZmspjZnbWzWP', 'UB')
('SL12058-2022-11-01-3310','S138-22','eWtOzKs', 'UB')
('AC04652-2022-11-02-3378','A188-12','cRuNfabHdZVXWGD', 'SU')
('AC22517-2022-11-01-3448','A192-10','khBVDrrdXsGfClB', 'UB')
('AC22517-2022-11-01-3472','A193-16','IJ', 'UB')
('AC12058-2022-11-01-3358','A187-10','FJneWIO', 'UB')
('SL04652-2022-11-02-3461','S145-5','z', 'MB')
('AC22517-2022-11-01-3477','A194-3','ZExQAMATIugoFj', 'UB')
('AC22517-2022-11-01-3482','A194-8','kyVNVUjAbRkU', 'LB')
('SL22517-2022-11-01-3386','S142-2','rsYdFaKjxZTwOvdk', 'MB')
('SL22517-2022-11-02-3363','S141-3','z', 'UB')
('SL04652-2022-11-01-3403','S142-19','rujcoQojPQ', 'UB')
('SL22517-2022-11-02-3365','S141-5','otF', 'MB')
('SL22517-2022-11-01-3394','S142-10','FABuYpg', 'MB')
('SL12058-2022-11-01-3350','S140-14','Gduflelohq', 'UB')
('SL22517-2022-11-02-3371','S141-11','eSsjqrvRnvivGu', 'UB')
('AC12058-2022-11-01-3375','A188-9','KyYrMEYaJ', 'UB')
('AC22517-2022-11-02-3467','A193-11','CTBJtkQSrYKtXhiT', 'SL')
('AC12058-2022-11-01-3407','A190-5','AeAqeeDGOQsEcx', 'SL')
('SL04652-2022-11-01-3463','S145-7','ziAzkganhiNCrFO', 'SL')
('AC04652-2022-11-01-3603','A201-3','HRLyhTECn', 'UB')
('AC22517-2022-11-01-3548','A198-2','gXPGiICqJXdk', 'LB')
('SL12058-2022-11-01-3387','S142-3','DzQogcLTnMXQt', 'UB')
('AC04652-2022-11-01-3604','A201-4','qbSxwdT', 'UB')
('AC12058-2022-11-01-3457','A193-1','WpcrEkwPXnbxruL', 'LB')
('AC22517-2022-11-02-3508','A195-16','aAskJJPrVRmxx', 'UB')
('SL22517-2022-11-01-3483','S146-3','qa', 'UB')
('AC22517-2022-11-02-3532','A197-4','rduQ', 'UB')
('SL22517-2022-11-01-3504','S146-24','sUDSTEnRgPClCq', 'SU')
('SL04652-2022-11-01-3505','S147-1','FHfK', 'LB')
('AC04652-2022-11-02-3506','A195-14','bGaefOspjCmAqrE', 'LB')
('SL12058-2022-11-01-3431','S143-23','THGcvZL', 'SL')
('SL04652-2022-11-02-3570','S149-18','PV', 'MB')
('SL22517-2022-11-01-3510','S147-6','jPZYcyArBYfGy', 'UB')
('AC12058-2022-11-01-3510','A195-18','vNdAalFQBJlZBr', 'SU')
('AC12058-2022-11-01-3514','A196-4','NhwirGBLkZ', 'UB')
('AC04652-2022-11-01-3683','A205-11','McuTrPdEVjKM', 'SL')
('SL04652-2022-11-02-3609','S151-9','YYaQH', 'LB')
('AC12058-2022-11-01-3578','A199-14','qeFQlDkYlm', 'LB')
('AC12058-2022-11-01-3579','A199-15','wvwiOqZt', 'UB')
('AC12058-2022-11-01-3580','A199-16','gdhFxckcmrJtu', 'UB')
('AC12058-2022-11-01-3581','A199-17','Baev', 'SL')
('SL22517-2022-11-02-3540','S148-12','RSr', 'LB')
('AC04652-2022-11-01-3734','A208-8','ItVNtLa', 'LB')
('AC22517-2022-11-01-3685','A205-13','ExswC', 'LB')
('SL22517-2022-11-02-3543','S148-15','AJfuY', 'SL')
('SL22517-2022-11-02-3545','S148-17','TLVvNsfAuAxXm', 'LB')
('AC04652-2022-11-01-3737','A208-11','NJTvoqFtCiL', 'SL')
('AC04652-2022-11-02-3609','A201-9','TMifilXgpzmTv', 'UB')
('AC22517-2022-11-02-3646','A203-10','QkaxpytD', 'UB')
('AC04652-2022-11-01-3760','A209-16','ldCAORzuMgkMcU', 'UB')
('AC04652-2022-11-01-3761','A209-17','BH', 'SL')
('AC04652-2022-11-01-3770','A210-8','L', 'LB')
('AC22517-2022-11-02-3659','A204-5','BOKtKvCEvqTfFOSm', 'SL')
('AC12058-2022-11-01-3660','A204-6','fSFxjWdRpuvgei', 'SU')
('AC12058-2022-11-01-3666','A204-12','YNPGCNEJwg', 'SU')
('SL22517-2022-11-02-3605','S151-5','I', 'MB')
('AC22517-2022-11-02-3707','A206-17','yTdxbFfZFjKzxw', 'SL')
('SL22517-2022-11-01-3675','S154-3','cuGMJBU', 'UB')
('SL12058-2022-11-01-3591','S150-15','jAhKirKQyhqlHy', 'SL')
('AC22517-2022-11-01-3757','A209-13','njvzlj', 'LB')
('AC22517-2022-11-01-3758','A209-14','lxUpqmQHBU', 'LB')
('SL22517-2022-11-02-3610','S151-10','mL', 'MB')
('SL12058-2022-11-01-3592','S150-16','kmwiTwcbubcRIkA', 'SU')
('SL04652-2022-11-02-3741','S156-21','pHviautBoxWxxBV', 'MB')
('AC22517-2022-11-01-3800','A212-2','AtYSmuajPnoATyyI', 'LB')
('AC04652-2022-11-01-3890','A217-2','R', 'LB')
('AC04652-2022-11-01-4074','A227-6','gLFDlG', 'SU')
('SL12058-2022-11-01-3801','S159-9','HGbWbdQoV', 'LB')
('AC04652-2022-11-01-4078','A227-10','XmlWaXxnzUUNKID', 'UB')
('SL22517-2022-11-01-3902','S163-14','e', 'UB')
('SL12058-2022-11-01-3804','S159-12','NOuTjYFETXxe', 'LB')
('SL04652-2022-11-02-3949','S165-13','YuwkkoUG', 'MB')
('AC04652-2022-11-02-3931','A219-7','gfWzByWvgFkbYA', 'LB')
('SL22517-2022-11-02-3827','S160-11','RkRtbpJCwaBjwPJ', 'UB')
('AC12058-2022-11-01-3928','A219-4','BFLkgVhRtlsuBS', 'UB')
('SL22517-2022-11-02-3829','S160-13','mMeujSZ', 'MB')
('AC22517-2022-11-01-4008','A223-12','RKdaxLqxaIIr', 'SU')
('SL22517-2022-11-02-3831','S160-15','qSriPuWRfj', 'SL')
('SL22517-2022-11-02-3832','S160-16','AUK', 'SU')
('SL04652-2022-11-02-3959','S165-23','mpzgsGRLsnlwf', 'SL')
('AC04652-2022-11-01-4166','A232-8','mzK', 'LB')
('SL04652-2022-11-01-3988','S167-4','MsVfJQqBt', 'LB')
('SL22517-2022-11-01-4024','S168-16','oC', 'SU')
('SL12058-2022-11-01-3923','S164-11','cWqKGXoS', 'UB')
('AC22517-2022-11-01-4117','A229-13','YPg', 'LB')
('AC04652-2022-11-02-4057','A226-7','cEucxi', 'LB')
('SL04652-2022-11-02-4068','S170-12','W', 'LB')
('SL04652-2022-11-01-4015','S168-7','SVI', 'SL')
('AC12058-2022-11-01-4087','A228-1','OWAt', 'LB')
('SL04652-2022-11-01-4022','S168-14','OHjI', 'UB')
('SL22517-2022-11-01-4061','S170-5','G', 'MB')
('AC04652-2022-11-02-4091','A228-5','Njn', 'SL')
('SL04652-2022-11-01-4026','S168-18','PzPZoKMTtt', 'MB')
('SL22517-2022-11-02-3998','S167-14','D', 'UB')
('SL04652-2022-11-01-4028','S168-20','ewgaBBOWFS', 'LB')
('SL22517-2022-11-01-4070','S170-14','k', 'UB')
('SL04652-2022-11-01-4034','S169-2','SioqOhew', 'MB')
('AC22517-2022-11-01-4161','A232-3','iFFKmKAHQzemzX', 'UB')
('SL04652-2022-11-01-4036','S169-4','IBXJ', 'LB')
('AC22517-2022-11-01-4166','A232-8','seCBaKwLrSeScs', 'LB')
('SL04652-2022-11-02-4108','S172-4','PegzDIKnSxYKtnj', 'LB')
('AC22517-2022-11-01-4167','A232-9','pZuYeEibqva', 'UB')
('SL04652-2022-11-02-4110','S172-6','tY', 'UB')
('SL22517-2022-11-01-4076','S170-20','DHISlVXket', 'LB')
('AC22517-2022-11-01-4170','A232-12','EMIdHTbGdGQ', 'SU')
('SL12058-2022-11-01-3975','S166-15','kOdLrobbhbMrwTgH', 'SL')
('AC12058-2022-11-01-4112','A229-8','z', 'LB')
('SL04652-2022-11-01-4047','S169-15','pjMscgpuDpt', 'SL')
('AC04652-2022-11-01-4280','A238-14','MrxTpBMTvlIVeUvE', 'LB')
('AC04652-2022-11-01-4281','A238-15','Zgy', 'UB')
('SL04652-2022-11-01-4052','S169-20','zg', 'LB')
('SL04652-2022-11-02-4116','S172-12','cAPvHudMRtdS', 'LB')
('SL22517-2022-11-01-4086','S171-6','UgIIodkg', 'UB')
('AC22517-2022-11-02-4097','A228-11','VjaMA', 'SL')
('AC22517-2022-11-01-4179','A233-3','xgQfswj', 'UB')
('AC22517-2022-11-02-4099','A228-13','qndFA', 'LB')
('AC12058-2022-11-01-4129','A230-7','cZaEjtmIeYGObUGC', 'LB')
('AC22517-2022-11-01-4198','A234-4','EUfqAjSKaXN', 'UB')
('AC04652-2022-11-02-4146','A231-6','mYPRpEj', 'SU')
('SL04652-2022-11-02-4143','S173-15','XnxSLBoYijhY', 'SL')
('AC04652-2022-11-01-4303','A240-1','zKhgUm', 'LB')
('AC22517-2022-11-01-4210','A234-16','dlaQS', 'UB')
('AC04652-2022-11-02-4154','A231-14','GbtNgBW', 'LB')
('SL22517-2022-11-01-4111','S172-7','pysNoKeOzdy', 'SL')
('SL04652-2022-11-02-4147','S173-19','sZ', 'UB')
('SL12058-2022-11-01-4021','S168-13','bjEmqhYySGhslHU', 'MB')
('SL04652-2022-11-01-4073','S170-17','udFqOk', 'LB')
('SL04652-2022-11-02-4149','S173-21','uxllb', 'MB')
('AC04652-2022-11-01-4313','A240-11','vcqJJUHSc', 'SL')
('SL04652-2022-11-01-4077','S170-21','vmiJqjtsMqUdLlh', 'MB')
('AC12058-2022-11-01-4151','A231-11','cXthCxZnMHsI', 'SL')
('SL22517-2022-11-01-4115','S172-11','EVYsHShbTs', 'UB')
('AC22517-2022-11-01-4254','A237-6','GaHi', 'SU')
('AC22517-2022-11-02-4180','A233-4','YMYo', 'UB')
('SL04652-2022-11-01-4132','S173-4','BPxlmEtDyNSjTb', 'LB')
('AC04652-2022-11-01-4368','A243-12','LdgrSixo', 'SU')
('SL04652-2022-11-01-4144','S173-16','XyPUz', 'SU')
('SL12058-2022-11-01-4078','S170-22','gNYHYgY', 'UB')
('AC04652-2022-11-02-4218','A235-6','TwCUHIrqWXFXSoGY', 'SU')
('SL04652-2022-11-02-4210','S176-10','N', 'MB')
('SL22517-2022-11-01-4174','S174-22','ZrujPuFUjZrYAhS', 'UB')
('AC22517-2022-11-01-4351','A242-13','ITGVtCMqrZLTTc', 'LB')
('SL04652-2022-11-01-4272','S178-24','ssibIwEjNV', 'SU')
('SL12058-2022-11-01-4219','S176-19','RgpnOdpFLMWO', 'UB')
('SL04652-2022-11-01-4279','S179-7','gwqiJEYhnwj', 'SL')
('AC12058-2022-11-01-4359','A243-3','WBHQqNdgitAqZH', 'UB')
('AC22517-2022-11-02-4353','A242-15','F', 'UB')
('AC22517-2022-11-01-4422','A246-12','bUTTvDISzypYWCZD', 'SU')
('SL04652-2022-11-01-4290','S179-18','xdjqDydvC', 'MB')
('AC04652-2022-11-01-4526','A252-8','CCVYgGLFDFlASxaA', 'LB')
('SL12058-2022-11-01-4237','S177-13','lMRqDnpUAVwxSGNx', 'MB')
('AC04652-2022-11-02-4372','A243-16','MpU', 'UB')
('SL12058-2022-11-01-4240','S177-16','PgXB', 'SU')
('AC04652-2022-11-01-4532','A252-14','bICXvzzDIiyE', 'LB')
('SL12058-2022-11-01-4242','S177-18','Jk', 'MB')
('SL12058-2022-11-01-4243','S177-19','oFReKEqea', 'UB')
('AC22517-2022-11-02-4363','A243-7','pjrDEfuBbGJl', 'LB')
('AC04652-2022-11-02-4379','A244-5','eddnCAHvn', 'SL')
('AC04652-2022-11-02-4380','A244-6','Etfr', 'SU')
('SL22517-2022-11-02-4272','S178-24','i', 'SU')
('AC22517-2022-11-02-4365','A243-9','jIo', 'UB')
('SL22517-2022-11-02-4273','S179-1','jRqvTHoSSXGgJi', 'LB')
('SL04652-2022-11-01-4296','S179-24','KebVJzXjgokYVF', 'SU')
('SL12058-2022-11-01-4244','S177-20','CQbKbaDzgAhdrV', 'LB')
('SL04652-2022-11-01-4297','S180-1','MjqvaPkrNYiYcQj', 'LB')
('AC12058-2022-11-01-4374','A243-18','x', 'SU')
('SL12058-2022-11-01-4247','S177-23','rB', 'SL')
('AC22517-2022-11-01-4435','A247-7','MXLGsdbisk', 'LB')
('AC12058-2022-11-01-4375','A244-1','qApDiC', 'LB')
('AC04652-2022-11-02-4454','A248-8','vmSmdVXaiG', 'LB')
('SL04652-2022-11-01-4360','S182-16','inqVfLsRTHF', 'SU')
('AC22517-2022-11-02-4432','A247-4','bDBpCC', 'UB')
('AC04652-2022-11-01-4598','A256-8','ntcdyLGikrFfM', 'LB')
('AC22517-2022-11-02-4457','A248-11','zkVMbM', 'SL')
('SL04652-2022-11-01-4382','S183-14','Ct', 'UB')
('AC04652-2022-11-01-4625','A257-17','vmdgsmYHGo', 'SL')
('SL04652-2022-11-02-4433','S185-17','uTTlAFPLaE', 'LB')
('AC04652-2022-11-01-4626','A257-18','Z', 'SU')
('AC22517-2022-11-01-4511','A251-11','jAIKuPetFDW', 'SL')
('AC04652-2022-11-02-4477','A249-13','swTZVyRpVMHK', 'LB')
('SL04652-2022-11-01-4383','S183-15','tm', 'SL')
('SL04652-2022-11-02-4437','S185-21','E', 'MB')
('SL12058-2022-11-01-4338','S181-18','Y', 'MB')
('AC12058-2022-11-01-4477','A249-13','OuSF', 'LB')
('AC12058-2022-11-01-4484','A250-2','QNVEBgcekDg', 'LB')
('SL04652-2022-11-01-4405','S184-13','IVjk', 'MB')
('AC22517-2022-11-01-4534','A252-16','torM', 'UB')
('SL22517-2022-11-01-4423','S185-7','HggaN', 'SL')
('AC22517-2022-11-02-4584','A255-12','uudjYhFs', 'SU')
('AC04652-2022-11-01-4733','A263-17','AiZNygBfFQPf', 'SL')
('AC22517-2022-11-01-4604','A256-14','B', 'LB')
('AC22517-2022-11-02-4586','A255-14','OgsjxmS', 'LB')
('SL22517-2022-11-02-4445','S186-5','LHZEsNXonkiz', 'MB')
