('SL22517-2022-11-02-4922','S206-2','pI', 'MB')
('SL12058-2022-11-01-9440','S394-8','yCYrvLCXQ', 'SU')
('SL22517-2022-11-01-9515','S397-11','esrETCIdkTNJOy', 'UB')
('AC04652-2022-11-01-9917','A551-17','CjCMRMV', 'SL')
('SL04652-2022-11-02-9578','S400-2','OhaEc', 'MB')
('AC22517-2022-11-01-9656','A537-8','myekIsPSEbnOtz', 'LB')
('AC22517-2022-11-01-9657','A537-9','jb', 'UB')
('AC04652-2022-11-01-9926','A552-8','mnBIrdvidUPoqm', 'LB')
('AC22517-2022-11-02-9713','A540-11','gzMes', 'SL')
('SL22517-2022-11-02-9741','S406-21','PESyXwOOZHac', 'MB')
('AC12058-2022-11-01-9824','A546-14','kLHlEfZVia', 'LB')
('SL04652-2022-11-02-9710','S405-14','oDZprHygszhm', 'UB')
('AC12058-2022-11-01-9828','A546-18','KQ', 'SU')
('AC04652-2022-11-01-10048','A559-4','gVWNjGxi', 'UB')
('AC04652-2022-11-01-10051','A559-7','udglmdYSGzACQQm', 'LB')
('SL22517-2022-11-01-9646','S402-22','ZlMhrSEUvVrpClmj', 'UB')
('AC22517-2022-11-01-9816','A546-6','DMOelHxKrQXw', 'SU')
('SL12058-2022-11-01-9576','S399-24','rZquctHuTBVfo', 'SU')
('SL12058-2022-11-01-9577','S400-1','PcT', 'LB')
('SL12058-2022-11-01-9578','S400-2','oQkjbyyNOJnylxbw', 'MB')
('SL04652-2022-11-01-9723','S406-3','HetarXXuyWQQAa', 'UB')
('AC12058-2022-11-01-9835','A547-7','xsCM', 'LB')
('SL04652-2022-11-01-9725','S406-5','RHB', 'MB')
('AC22517-2022-11-02-9860','A548-14','RBSsveclyzjyU', 'LB')
('SL12058-2022-11-01-9582','S400-6','asWheTaAeIP', 'UB')
('AC22517-2022-11-01-9824','A546-14','KVP', 'LB')
('SL04652-2022-11-01-9728','S406-8','ZHznCvKwbRh', 'SU')
('SL22517-2022-11-02-9759','S407-15','qXVeIfkJwjGYWQT', 'SL')
('AC12058-2022-11-01-9840','A547-12','ROwRzBSgsfjjs', 'SU')
('AC22517-2022-11-01-9828','A546-18','fxwDsurFtSJUAA', 'SU')
('AC12058-2022-11-01-9841','A547-13','JVnnzIHedQwWh', 'LB')
('AC22517-2022-11-02-9863','A548-17','BNfdZr', 'SL')
('SL12058-2022-11-01-9585','S400-9','ztbKdGgvuIqLDz', 'LB')
('SL22517-2022-11-01-9659','S403-11','ySuQN', 'UB')
('AC22517-2022-11-02-9865','A549-1','hhVHVVMX', 'LB')
('AC22517-2022-11-02-9877','A549-13','wtKAMUN', 'LB')
('SL12058-2022-11-01-9604','S401-4','xk', 'LB')
('AC04652-2022-11-02-9859','A548-13','BWoHyzyxMkKqL', 'LB')
('SL22517-2022-11-01-9680','S404-8','FlojWURfDLTQEcZK', 'SU')
('SL22517-2022-11-01-9681','S404-9','dKgCummATLa', 'LB')
('SL22517-2022-11-02-9880','S412-16','sFssXQnE', 'SU')
('SL12058-2022-11-01-9697','S405-1','FAaLI', 'LB')
('SL22517-2022-11-02-9883','S412-19','ET', 'UB')
('AC12058-2022-11-01-9952','A553-16','Iymo', 'UB')
('SL22517-2022-11-02-9885','S412-21','aN', 'MB')
('AC12058-2022-11-01-9957','A554-3','Ez', 'UB')
('SL04652-2022-11-02-9862','S411-22','chpvnbHABk', 'UB')
('SL22517-2022-11-02-9897','S413-9','OWKWpuwuym', 'LB')
('AC12058-2022-11-01-9973','A555-1','FdenTQIC', 'LB')
('SL04652-2022-11-01-9859','S411-19','C', 'UB')
('SL12058-2022-11-01-9723','S406-3','vMXhoMdYNHcZHLw', 'UB')
('AC12058-2022-11-01-9978','A555-6','ClcP', 'SU')
('AC22517-2022-11-01-9967','A554-13','aknQwQPiFosvmU', 'LB')
('SL12058-2022-11-01-9725','S406-5','BVsGCdoFv', 'MB')
('SL04652-2022-11-02-9877','S412-13','CRWhUnG', 'MB')
('AC22517-2022-11-02-10009','A557-1','V', 'LB')
('AC04652-2022-11-02-10039','A558-13','RB', 'LB')
('AC04652-2022-11-02-10048','A559-4','K', 'UB')
('AC22517-2022-11-02-10063','A560-1','kicQIsUASWn', 'LB')
('AC04652-2022-11-01-10276','A571-16','NNBGPN', 'UB')
('AC12058-2022-11-01-10072','A560-10','ZpNKPcdAkJEZf', 'UB')
('AC12058-2022-11-01-10076','A560-14','drTyWvKMWPmjSF', 'LB')
('AC22517-2022-11-01-10069','A560-7','pUNhicHkRD', 'LB')
('AC04652-2022-11-02-10087','A561-7','TIGNbqVJu', 'LB')
('AC22517-2022-11-02-10104','A562-6','TSl', 'SU')
('AC12058-2022-11-01-10087','A561-7','DYHbEtH', 'LB')
('AC22517-2022-11-02-10133','A563-17','rpz', 'SL')
('AC22517-2022-11-02-10139','A564-5','zeuDShUOMTR', 'SL')
('SL04652-2022-11-02-10008','S417-24','ZzezbaFttJkDEsbQ', 'SU')
('SL04652-2022-11-02-10009','S418-1','CRJaFwsVqECBblSC', 'LB')
('AC12058-2022-11-01-10121','A563-5','uazGj', 'SL')
('AC22517-2022-11-01-10113','A562-15','TcGVkjHDpntSHXnl', 'UB')
('AC22517-2022-11-02-10151','A564-17','W', 'SL')
('SL04652-2022-11-02-10025','S418-17','PtViTPHjqtyuju', 'LB')
('SL04652-2022-11-01-9992','S417-8','nON', 'SU')
('SL04652-2022-11-01-9997','S417-13','RNGLIyDuH', 'MB')
('SL04652-2022-11-01-10003','S417-19','cV', 'UB')
('SL22517-2022-11-02-10035','S419-3','H', 'UB')
('AC12058-2022-11-01-10140','A564-6','GM', 'SU')
('SL22517-2022-11-02-10036','S419-4','VRiCEJe', 'LB')
('SL04652-2022-11-02-10104','S421-24','cEaaAYbnDEHyhNJ', 'SU')
('AC04652-2022-11-02-10209','A568-3','fl', 'UB')
('AC12058-2022-11-01-10223','A568-17','cvWxrbZNkbZkkDD', 'SL')
('SL12058-2022-11-01-9963','S416-3','yxCVtZKOgA', 'UB')
('SL22517-2022-11-01-10014','S418-6','BYRMVCOyoCGqGfzL', 'UB')
('AC22517-2022-11-02-10234','A569-10','geYKteNziQ', 'UB')
('SL22517-2022-11-02-10131','S423-3','zHnfKih', 'UB')
('AC04652-2022-11-02-10241','A569-17','KybgSayxrDTyoL', 'SL')
('AC04652-2022-11-02-10242','A569-18','rEA', 'SU')
('SL04652-2022-11-01-10108','S422-4','nPyUBUOrHAT', 'LB')
('AC22517-2022-11-02-10239','A569-15','DUOWgvLgCMcSxMNo', 'UB')
('SL22517-2022-11-01-10021','S418-13','OAfxonRerZpwIbpA', 'MB')
('AC12058-2022-11-01-10236','A569-12','DgKErqKsY', 'SU')
('AC04652-2022-11-01-10432','A580-10','PlozsmQllpfQhzhg', 'UB')
('AC22517-2022-11-01-10219','A568-13','fHmhMbCpgA', 'LB')
('SL04652-2022-11-02-10150','S423-22','CwGfLBMLAhhVdRF', 'UB')
('SL12058-2022-11-01-10034','S419-2','ksKUzNF', 'MB')
('SL04652-2022-11-01-10176','S424-24','XnUs', 'SU')
('AC22517-2022-11-02-10305','A573-9','iUNjVJoV', 'UB')
('AC22517-2022-11-02-10309','A573-13','dzUMn', 'LB')
('AC22517-2022-11-02-10311','A573-15','vZiG', 'UB')
('SL22517-2022-11-01-10104','S421-24','gwgPeQMuMIAufDW', 'SU')
('SL04652-2022-11-02-10223','S426-23','UltD', 'SL')
('SL04652-2022-11-02-10224','S426-24','syODPTxmzq', 'SU')
('AC04652-2022-11-02-10315','A574-1','qdHT', 'LB')
('AC04652-2022-11-02-10346','A575-14','YWP', 'LB')
('SL12058-2022-11-01-10087','S421-7','PpUFtHyXm', 'SL')
('SL04652-2022-11-01-10224','S426-24','zbxi', 'SU')
('AC22517-2022-11-01-10326','A574-12','LvlRCkAdF', 'SU')
('AC22517-2022-11-02-10371','A577-3','UnZhoxfGO', 'UB')
('SL04652-2022-11-01-10269','S428-21','FkORLChlR', 'MB')
('SL04652-2022-11-01-10270','S428-22','ylDLYdO', 'UB')
('SL04652-2022-11-01-10272','S428-24','FWdxxZpap', 'SU')
('SL22517-2022-11-01-10203','S426-3','hcRJ', 'UB')
('AC22517-2022-11-02-10384','A577-16','oMfhUyFtaf', 'UB')
('SL22517-2022-11-01-10215','S426-15','dBiyBSsD', 'SL')
('SL04652-2022-11-02-10314','S430-18','DCTTtOpMyYEDtvdX', 'MB')
('SL04652-2022-11-01-10285','S429-13','aC', 'MB')
('AC12058-2022-11-01-10405','A579-1','LJWodPtnhBMpdP', 'LB')
('SL22517-2022-11-01-10220','S426-20','aEACVGw', 'LB')
('AC04652-2022-11-02-10414','A579-10','Yfwwo', 'UB')
('SL12058-2022-11-01-10207','S426-7','H', 'SL')
('SL12058-2022-11-01-10281','S429-9','CEwcVeFq', 'LB')
('SL04652-2022-11-01-10408','S434-16','bDLGB', 'SU')
('SL22517-2022-11-01-10349','S432-5','TR', 'MB')
('AC22517-2022-11-01-10548','A586-18','VxliL', 'SU')
('AC22517-2022-11-01-10549','A587-1','ffmLLmkeNEDGtn', 'LB')
('AC22517-2022-11-01-10550','A587-2','lkXvOIHiE', 'LB')
('SL04652-2022-11-01-10441','S436-1','Pv', 'LB')
('SL22517-2022-11-02-10489','S438-1','L', 'LB')
('AC22517-2022-11-02-10579','A588-13','SBJtRgPfxtJAmSqv', 'LB')
('SL12058-2022-11-01-10317','S430-21','yjloMNcoAfyVRkSn', 'MB')
('SL22517-2022-11-01-10387','S433-19','vQKNgnIJPnnj', 'UB')
('SL22517-2022-11-02-10490','S438-2','kwbjySV', 'MB')
('AC04652-2022-11-02-10585','A589-1','GXWzM', 'LB')
('SL22517-2022-11-01-10397','S434-5','m', 'MB')
('SL04652-2022-11-02-10499','S438-11','gZx', 'UB')
('SL22517-2022-11-01-10398','S434-6','BWwEsVFLT', 'UB')
('AC22517-2022-11-01-10567','A588-1','ucGctHu', 'LB')
('SL12058-2022-11-01-10337','S431-17','LkAkSegotfhkEr', 'LB')
('SL12058-2022-11-01-10340','S431-20','oqVyd', 'LB')
('AC12058-2022-11-01-10579','A588-13','K', 'LB')
('AC12058-2022-11-01-10580','A588-14','iwZpmwTcHnmOF', 'LB')
('AC22517-2022-11-01-10571','A588-5','XPgaxOyvdQlyX', 'SL')
('SL04652-2022-11-02-10525','S439-13','dkiqyUb', 'MB')
('AC22517-2022-11-02-10619','A590-17','pBzmslwDeY', 'SL')
('AC22517-2022-11-02-10622','A591-2','McxQzrhKwsYqhvS', 'LB')
('SL04652-2022-11-01-10504','S438-16','dVmxhqhcAoZMmlw', 'SU')
('AC04652-2022-11-02-10627','A591-7','AJZk', 'LB')
('SL04652-2022-11-01-10506','S438-18','WHZYAOcEr', 'MB')
('SL22517-2022-11-01-10436','S435-20','PTYpZTmkJbAeZxG', 'LB')
('AC22517-2022-11-01-10622','A591-2','cbNmOyJUkUxnwJQY', 'LB')
('SL12058-2022-11-01-10391','S433-23','PQsR', 'SL')
('AC04652-2022-11-02-10639','A592-1','JFUwXEfclmPPE', 'LB')
('SL22517-2022-11-02-10549','S440-13','DV', 'MB')
('AC04652-2022-11-02-10640','A592-2','IWI', 'LB')
('AC04652-2022-11-01-10816','A601-16','MnoQR', 'UB')
('SL22517-2022-11-01-10446','S436-6','ukmt', 'UB')
('SL04652-2022-11-02-10570','S441-10','uccpEiMeYWb', 'MB')
('SL12058-2022-11-01-10418','S435-2','RxpsY', 'MB')
('SL12058-2022-11-01-10419','S435-3','GttMRz', 'UB')
('AC22517-2022-11-01-10654','A592-16','ndyPYVHQ', 'UB')
('SL22517-2022-11-01-10492','S438-4','cX', 'LB')
('AC12058-2022-11-01-10673','A593-17','lnFxBLVLWfB', 'SL')
('AC22517-2022-11-02-10701','A595-9','uZ', 'UB')
('AC04652-2022-11-02-10690','A594-16','QJTVHKakrOGI', 'UB')
('AC22517-2022-11-01-10665','A593-9','LZtEgXbUwWX', 'UB')
('AC04652-2022-11-02-10694','A595-2','V', 'LB')
('AC22517-2022-11-01-10668','A593-12','uhYPV', 'SU')
('SL22517-2022-11-02-10612','S443-4','bbYXjsooCWpIUl', 'LB')
('AC22517-2022-11-01-10670','A593-14','nbbPtK', 'LB')
('AC04652-2022-11-02-10698','A595-6','AogEBZwnBdluvyj', 'SU')
('SL04652-2022-11-01-10571','S441-11','VxIkoL', 'UB')
('AC22517-2022-11-01-10674','A593-18','JlXvCTizyDxJiUl', 'SU')
('SL12058-2022-11-01-10463','S436-23','HdyufM', 'SL')
('SL22517-2022-11-01-10510','S438-22','iWSHXvr', 'UB')
('AC22517-2022-11-02-10711','A596-1','fBuWnIv', 'LB')
('SL04652-2022-11-01-10577','S441-17','ognZ', 'LB')
('AC04652-2022-11-02-10705','A595-13','KIo', 'LB')
('AC22517-2022-11-01-10705','A595-13','ThDgl', 'LB')
('SL22517-2022-11-02-10641','S444-9','rHDRQcHjZrDEdmN', 'LB')
('SL04652-2022-11-01-10597','S442-13','LBNqnZvFo', 'MB')
('SL22517-2022-11-01-10535','S439-23','GLfJcJtQEjjh', 'SL')
('AC04652-2022-11-01-10903','A606-13','OewC', 'LB')
('AC04652-2022-11-02-10728','A596-18','qglt', 'SU')
('AC04652-2022-11-02-10735','A597-7','B', 'LB')
('AC22517-2022-11-01-10713','A596-3','fxyluptvmhOpAvxn', 'UB')
('SL22517-2022-11-01-10546','S440-10','EBt', 'MB')
('AC04652-2022-11-01-10910','A607-2','IOTjwEUdUNWUevP', 'LB')
('AC22517-2022-11-02-10745','A597-17','YhSxEDhtOnxU', 'SL')
('AC04652-2022-11-02-10740','A597-12','a', 'SU')
('AC22517-2022-11-01-10811','A601-11','VKPNcvzi', 'SL')
('AC04652-2022-11-01-10997','A611-17','Sj', 'SL')
('AC22517-2022-11-02-10841','A603-5','NfZpISBWmzImVd', 'SL')
('AC04652-2022-11-02-10834','A602-16','JMMxAbQI', 'UB')
('SL12058-2022-11-01-10596','S442-12','KDJdzCCME', 'LB')
('SL12058-2022-11-01-10597','S442-13','n', 'MB')
('SL22517-2022-11-01-10655','S444-23','lAzCXs', 'SL')
('SL22517-2022-11-02-10748','S448-20','IFKMUb', 'LB')
('SL22517-2022-11-02-10749','S448-21','AmYHxHxsgie', 'MB')
('AC04652-2022-11-02-10859','A604-5','xNlRpObezrAoiG', 'SL')
('AC12058-2022-11-01-10846','A603-10','nacEFG', 'UB')
('SL04652-2022-11-02-10768','S449-16','OCFSxTWKcUOq', 'SU')
('SL22517-2022-11-01-10665','S445-9','iiXdf', 'LB')
('AC04652-2022-11-01-11020','A613-4','LAUOOuR', 'UB')
('AC04652-2022-11-01-11021','A613-5','TVivZwEdjoGKVL', 'SL')
('AC04652-2022-11-01-11022','A613-6','SrDNvakNrmFrHem', 'SU')
('AC04652-2022-11-02-10896','A606-6','pLiKJipEJnpV', 'SU')
('SL22517-2022-11-02-10787','S450-11','YBQtDoXawEtTXY', 'UB')
('AC22517-2022-11-01-10888','A605-16','Z', 'UB')
('SL04652-2022-11-01-10865','S453-17','YdCOOJrvpOQrx', 'LB')
('AC12058-2022-11-01-10980','A610-18','mbUbfAP', 'SU')
('AC04652-2022-11-01-11135','A619-11','BYChFEhlhgbyX', 'SL')
('AC22517-2022-11-01-10979','A610-17','lCKQhXosd', 'SL')
('SL04652-2022-11-02-10904','S455-8','mi', 'SU')
('SL12058-2022-11-01-10746','S448-18','K', 'MB')
('SL12058-2022-11-01-10747','S448-19','GOYuYK', 'UB')
('AC04652-2022-11-01-11140','A619-16','C', 'UB')
('AC04652-2022-11-01-11141','A619-17','JILGTyJZyQshkgdG', 'SL')
('AC04652-2022-11-01-11178','A621-18','grWbgnlOb', 'SU')
('AC04652-2022-11-01-11197','A623-1','LQDrbY', 'LB')
('SL04652-2022-11-01-10950','S457-6','zhNOEwmaVhKqGOA', 'UB')
('AC04652-2022-11-02-11065','A615-13','iJJQTJmGe', 'LB')
('AC22517-2022-11-02-11054','A615-2','BdOOKra', 'LB')
('AC12058-2022-11-01-11089','A617-1','Uc', 'LB')
('SL22517-2022-11-01-10899','S455-3','lTUrcWFSoTa', 'UB')
('SL04652-2022-11-01-10981','S458-13','dIGvJCteQGmBhP', 'MB')
('AC22517-2022-11-01-11085','A616-15','NLrSAJsNFXz', 'UB')
('SL12058-2022-11-01-10853','S453-5','FlQPCHkIok', 'MB')
('AC04652-2022-11-01-11237','A625-5','PBFvwWvxhB', 'SL')
('AC12058-2022-11-01-11101','A617-13','i', 'LB')
('SL22517-2022-11-02-10987','S458-19','UhIY', 'UB')
('AC22517-2022-11-01-11091','A617-3','AvLAhSrTfFmEMDr', 'UB')
('SL22517-2022-11-01-10907','S455-11','DHeFrJrrNcbuA', 'UB')
('AC04652-2022-11-02-11118','A618-12','Ik', 'SU')
('SL12058-2022-11-01-10886','S454-14','MSexl', 'UB')
('SL04652-2022-11-01-11013','S459-21','xegVG', 'MB')
('AC22517-2022-11-02-11096','A617-8','lOYVZetpYOeu', 'LB')
('SL22517-2022-11-01-10931','S456-11','nLBgjwtmanbkrVK', 'UB')
('SL12058-2022-11-01-10910','S455-14','LEKkEthtQZXTh', 'UB')
('SL22517-2022-11-02-11045','S461-5','XdRh', 'MB')
('SL12058-2022-11-01-10918','S455-22','pXWu', 'UB')
('AC04652-2022-11-02-11159','A620-17','MXruxxNZAMPdqg', 'SL')
('AC22517-2022-11-01-11145','A620-3','wZoqhdhKf', 'UB')
('AC22517-2022-11-02-11119','A618-13','cesCg', 'LB')
('AC22517-2022-11-01-11149','A620-7','YwFwxDXZvx', 'LB')
('AC04652-2022-11-02-11163','A621-3','MD', 'UB')
('AC04652-2022-11-01-11315','A629-11','OZM', 'SL')
('AC22517-2022-11-01-11151','A620-9','BWMS', 'UB')
('SL22517-2022-11-01-10956','S457-12','diiKThmUlTCa', 'LB')
('SL22517-2022-11-01-10957','S457-13','NuD', 'MB')
('AC04652-2022-11-02-11166','A621-6','zZAtFgJ', 'SU')
('SL12058-2022-11-01-10929','S456-9','joTyTpA', 'LB')
('SL22517-2022-11-02-11056','S461-16','rGkbxOiXwb', 'SU')
('AC04652-2022-11-01-11321','A629-17','qwy', 'SL')
('AC22517-2022-11-01-11154','A620-12','uUGJCUAja', 'SU')
('SL04652-2022-11-02-11067','S462-3','zfgmdjI', 'UB')
('SL22517-2022-11-02-11060','S461-20','cM', 'LB')
('SL12058-2022-11-01-10936','S456-16','JeZlBAbVgzNerJvw', 'SU')
('SL22517-2022-11-01-10966','S457-22','YFJEAtmLUeMTs', 'UB')
('SL12058-2022-11-01-10938','S456-18','DOLMXdett', 'MB')
('SL04652-2022-11-02-11070','S462-6','EHboO', 'UB')
('AC04652-2022-11-01-11371','A632-13','prwZSr', 'LB')
('AC04652-2022-11-02-11221','A624-7','VSmWZlApATK', 'LB')
('AC04652-2022-11-01-11393','A633-17','LaIwXCbXZLu', 'SL')
('AC22517-2022-11-01-11208','A623-12','wWweilgfonBz', 'SU')
('SL22517-2022-11-01-11030','S460-14','BLRVJZPDv', 'UB')
('AC22517-2022-11-01-11211','A623-15','Ux', 'UB')
('AC12058-2022-11-01-11242','A625-10','guHDwxM', 'UB')
('SL22517-2022-11-01-11032','S460-16','LmKJsP', 'SU')
('SL22517-2022-11-02-11122','S464-10','oopaIRNHFWfM', 'MB')
('SL22517-2022-11-02-11136','S464-24','X', 'SU')
('AC12058-2022-11-01-11262','A626-12','zlpWHtEphWQf', 'SU')
('SL22517-2022-11-01-11057','S461-17','etPkhMie', 'LB')
('SL22517-2022-11-01-11059','S461-19','bgk', 'UB')
('AC22517-2022-11-01-11230','A624-16','hbvqoTGoiepHsA', 'UB')
('AC22517-2022-11-02-11213','A623-17','ugIUhpGDsuvJCeTK', 'SL')
('AC22517-2022-11-02-11243','A625-11','qBqHgetc', 'SL')
('SL12058-2022-11-01-11044','S461-4','qFrmKK', 'LB')
('AC22517-2022-11-01-11262','A626-12','XWfQSUqUCnQ', 'SU')
('AC12058-2022-11-01-11303','A628-17','q', 'SL')
('SL22517-2022-11-02-11181','S466-21','lxuM', 'MB')
('AC22517-2022-11-01-11272','A627-4','LUH', 'UB')
('SL04652-2022-11-01-11165','S466-5','RHxVvTXCZFiScE', 'MB')
('AC12058-2022-11-01-11311','A629-7','jqPq', 'LB')
('AC22517-2022-11-01-11287','A628-1','nCRcFYIkgfWiIv', 'LB')
('SL12058-2022-11-01-11068','S462-4','eGtyzygENzOeu', 'LB')
('AC22517-2022-11-01-11289','A628-3','lwKFmIEMaGRcKGch', 'UB')
('SL22517-2022-11-01-11115','S464-3','bqWvV', 'UB')
('AC04652-2022-11-02-11324','A630-2','uH', 'LB')
('AC22517-2022-11-01-11294','A628-8','tRWPbQLFFssN', 'LB')
('SL22517-2022-11-01-11122','S464-10','ecPc', 'MB')
('SL22517-2022-11-01-11123','S464-11','NoTTjrwi', 'UB')
('SL04652-2022-11-02-11208','S467-24','nkjgFyDPFBmA', 'SU')
('SL12058-2022-11-01-11135','S464-23','eQluTZlKhL', 'SL')
('AC12058-2022-11-01-11377','A633-1','DqzgueEYVtwCl', 'LB')
('SL04652-2022-11-02-11267','S470-11','CVfVObIiJgaZITta', 'UB')
('AC22517-2022-11-02-11348','A631-8','K', 'LB')
('SL04652-2022-11-01-11256','S469-24','EheajfrdHaI', 'SU')
('SL04652-2022-11-02-11269','S470-13','lamiB', 'MB')
('SL04652-2022-11-02-11270','S470-14','zAhwGeUXbuSwjz', 'UB')
('SL22517-2022-11-01-11186','S467-2','Njjir', 'MB')
('AC22517-2022-11-01-11375','A632-17','QvhdkMoxhBXsw', 'SL')
('AC22517-2022-11-01-11376','A632-18','gkH', 'SU')
('SL22517-2022-11-01-11196','S467-12','E', 'LB')
('AC12058-2022-11-01-11389','A633-13','kcRniljeCKRsa', 'LB')
('AC04652-2022-11-02-11393','A633-17','zNbe', 'SL')
('SL04652-2022-11-02-11287','S471-7','eONmmHOhWOfhle', 'SL')
('SL04652-2022-11-01-11290','S471-10','DUfclNiSfpLdkD', 'MB')
('AC22517-2022-11-01-11410','A634-16','lmTvQRB', 'UB')
('AC04652-2022-11-01-11578','A644-4','FDkwV', 'UB')
('SL04652-2022-11-02-11299','S471-19','SiDGD', 'UB')
('SL22517-2022-11-02-11300','S471-20','aQYKjEQR', 'LB')
('SL22517-2022-11-02-11301','S471-21','MkNmFE', 'MB')
('SL04652-2022-11-02-11302','S471-22','tZoaC', 'UB')
('AC04652-2022-11-02-11421','A635-9','cNlauX', 'UB')
('AC22517-2022-11-02-11394','A633-18','uMbEnrHDxHUhK', 'SU')
('SL04652-2022-11-01-11348','S473-20','cQfwgH', 'LB')
('AC04652-2022-11-02-11468','A638-2','cEHmasXMae', 'LB')
('SL22517-2022-11-02-11365','S474-13','zVtWNrTg', 'MB')
('SL22517-2022-11-01-11293','S471-13','iz', 'MB')
('SL04652-2022-11-01-11359','S474-7','BVMm', 'SL')
('SL04652-2022-11-01-11360','S474-8','OeTnvTvKNycZg', 'SU')
('SL22517-2022-11-01-11302','S471-22','siWlRmttgIUer', 'UB')
('SL12058-2022-11-01-11253','S469-21','zpzIEyOCYLJmAg', 'MB')
('SL22517-2022-11-02-11383','S475-7','hnojw', 'SL')
('SL22517-2022-11-02-11385','S475-9','r', 'LB')
('SL12058-2022-11-01-11257','S470-1','HgdGzctxZLLGNv', 'LB')
('SL04652-2022-11-02-11379','S475-3','LNDpKtLRJRA', 'UB')
('SL04652-2022-11-01-11379','S475-3','MqqQlzc', 'UB')
('AC22517-2022-11-01-11496','A639-12','OSKUHMCiIkr', 'SU')
('SL12058-2022-11-01-11384','S475-8','lVYhFtndEMBdilp', 'SU')
('SL22517-2022-11-02-11510','S480-14','OcyZvPoVjdG', 'UB')
('AC04652-2022-11-01-11785','A655-13','BWhiKy', 'LB')
('SL04652-2022-11-01-11490','S479-18','UnSsIJyoe', 'MB')
('AC04652-2022-11-01-11786','A655-14','UeKSQUbQI', 'LB')
('SL04652-2022-11-02-11515','S480-19','MVvrq', 'UB')
('AC22517-2022-11-02-11601','A645-9','QlHks', 'UB')
('SL12058-2022-11-01-11394','S475-18','NBPFGFAb', 'MB')
('SL12058-2022-11-01-11395','S475-19','TFfNHcQquX', 'UB')
('SL04652-2022-11-01-11493','S479-21','peZuiVs', 'MB')
('AC12058-2022-11-01-11622','A646-12','TTRepQEdIzcP', 'SU')
('AC22517-2022-11-01-11652','A648-6','bRtEYajFeg', 'SU')
('SL22517-2022-11-01-11473','S479-1','vAF', 'LB')
('AC12058-2022-11-01-11672','A649-8','dydCmTyX', 'LB')
('SL22517-2022-11-02-11567','S482-23','EljrEIv', 'SL')
('SL04652-2022-11-01-11541','S481-21','JeRddCs', 'MB')
('AC04652-2022-11-02-11687','A650-5','sAO', 'SL')
('SL22517-2022-11-02-11568','S482-24','aCho', 'SU')
('SL22517-2022-11-02-11569','S483-1','OPyONnijYokWop', 'LB')
('AC04652-2022-11-01-11870','A660-8','nHJsCfhcrNNB', 'LB')
('AC04652-2022-11-02-11702','A651-2','DGhzkJWrMSrufqL', 'LB')
('AC04652-2022-11-02-11703','A651-3','TbJ', 'UB')
('SL22517-2022-11-01-11492','S479-20','BQpNJGI', 'LB')
('SL22517-2022-11-01-11493','S479-21','Z', 'MB')
('AC04652-2022-11-01-11900','A662-2','QyiwlvWTH', 'LB')
('AC22517-2022-11-01-11708','A651-8','fDjpGMQPWT', 'LB')
('SL12058-2022-11-01-11491','S479-19','k', 'UB')
('SL22517-2022-11-02-11615','S484-23','TbnuHUmqJ', 'SL')
('SL04652-2022-11-02-11624','S485-8','vYvLDqTJLyVYoT', 'SU')
('SL22517-2022-11-02-11626','S485-10','idWcOO', 'MB')
('SL04652-2022-11-02-11630','S485-14','DTUibYBULH', 'UB')
('AC12058-2022-11-01-11730','A652-12','GzcGETX', 'SU')
('AC22517-2022-11-01-11719','A652-1','tjQwFpvtNw', 'LB')
('SL12058-2022-11-01-11506','S480-10','hnXgUNpDHhBJ', 'MB')
('SL22517-2022-11-01-11534','S481-14','daIrYndABNEXxUX', 'UB')
('AC12058-2022-11-01-11734','A652-16','T', 'UB')
('SL04652-2022-11-02-11643','S486-3','mhN', 'UB')
('AC22517-2022-11-01-11735','A652-17','hz', 'SL')
('AC04652-2022-11-01-11938','A664-4','o', 'UB')
('SL22517-2022-11-01-11553','S482-9','NQZpfZMp', 'LB')
('AC22517-2022-11-01-11741','A653-5','p', 'SL')
('SL22517-2022-11-02-11650','S486-10','rwrSjNGPw', 'MB')
('SL22517-2022-11-01-11597','S484-5','TZcgTvkh', 'MB')
('SL22517-2022-11-02-11688','S487-24','WOW', 'SU')
('AC22517-2022-11-01-11776','A655-4','yOAQN', 'UB')
('SL04652-2022-11-02-11695','S488-7','hOD', 'SL')
('AC04652-2022-11-01-11994','A667-6','XMOK', 'SU')
('AC12058-2022-11-01-11783','A655-11','hJKpfxUknRiQuat', 'SL')
('SL04652-2022-11-02-11732','S489-20','wz', 'LB')
('SL22517-2022-11-02-11752','S490-16','ZFSKM', 'SU')
('SL22517-2022-11-01-11668','S487-4','VZW', 'LB')
('SL04652-2022-11-02-11758','S490-22','TVmUotPnH', 'UB')
('AC04652-2022-11-01-12044','A670-2','foz', 'LB')
('SL22517-2022-11-01-11670','S487-6','LS', 'UB')
('AC22517-2022-11-02-11799','A656-9','AzRnswFMlpJ', 'UB')
('AC12058-2022-11-01-11831','A658-5','oBkd', 'SL')
('AC04652-2022-11-01-12047','A670-5','rbXOeEnKjj', 'SL')
('SL04652-2022-11-02-11781','S491-21','Z', 'MB')
('SL22517-2022-11-02-11776','S491-16','PrNWofaQXnYLSoY', 'SU')
('AC22517-2022-11-01-11862','A659-18','uWAusB', 'SU')
('SL04652-2022-11-02-11787','S492-3','tEgIWGIFSg', 'UB')
