('SL22517-2022-11-02-1698','S71-18','uSuTmFXGE', 'MB')
('SL04652-2022-11-02-5040','S210-24','sieWRbab', 'SU')
('SL22517-2022-11-01-4995','S209-3','BQ', 'UB')
('AC04652-2022-11-02-5149','A287-1','xXLzvhCJbCt', 'LB')
('SL04652-2022-11-01-5025','S210-9','hrlgQ', 'LB')
('AC04652-2022-11-02-5151','A287-3','RVKrDvegC', 'UB')
('AC04652-2022-11-01-5322','A296-12','ViRvYi', 'SU')
('SL04652-2022-11-01-5027','S210-11','ntFfayIjHLwx', 'UB')
('AC04652-2022-11-01-5324','A296-14','EucAViKonUIK', 'LB')
('AC22517-2022-11-02-5167','A288-1','Cov', 'LB')
('SL22517-2022-11-01-4998','S209-6','pIbTLXKkvlKfAPkI', 'UB')
('SL22517-2022-11-02-5075','S212-11','yfP', 'UB')
('AC12058-2022-11-01-5142','A286-12','ChJizVDCcI', 'SU')
('SL12058-2022-11-01-5015','S209-23','cOPPZZkmSK', 'SL')
('SL04652-2022-11-02-5125','S214-13','GN', 'MB')
('AC04652-2022-11-01-5388','A300-6','xMSEZSDC', 'SU')
('AC04652-2022-11-02-5205','A290-3','xywMGyyFzQionY', 'UB')
('SL12058-2022-11-01-5025','S210-9','HNcKwtCoGCvUNOv', 'LB')
('AC22517-2022-11-02-5225','A291-5','sAlkjLIjT', 'SL')
('AC04652-2022-11-01-5391','A300-9','AnrC', 'UB')
('AC12058-2022-11-01-5181','A288-15','znlKYLyiS', 'UB')
('AC04652-2022-11-02-5238','A291-18','feckoAp', 'SU')
('SL22517-2022-11-01-5088','S212-24','nvhHlZqK', 'SU')
('SL04652-2022-11-02-5159','S215-23','MrrR', 'SL')
('SL04652-2022-11-02-5166','S216-6','Tgtl', 'UB')
('AC04652-2022-11-02-5243','A292-5','E', 'SL')
('SL12058-2022-11-01-5062','S211-22','IjvRWWuFLEBKTU', 'UB')
('AC22517-2022-11-01-5218','A290-16','Lsrk', 'UB')
('SL04652-2022-11-01-5131','S214-19','W', 'UB')
('SL12058-2022-11-01-5075','S212-11','Jl', 'UB')
('AC04652-2022-11-01-5452','A303-16','zxiWWjxzaLw', 'UB')
('SL04652-2022-11-02-5249','S219-17','ARPSdDMVwWTbL', 'LB')
('AC04652-2022-11-01-5541','A308-15','kd', 'UB')
('AC04652-2022-11-01-5542','A308-16','RDGUEuonQ', 'UB')
('AC22517-2022-11-01-5330','A297-2','ecXbWhdZekwUme', 'LB')
('AC04652-2022-11-02-5356','A298-10','jTLTIlsZ', 'UB')
('AC22517-2022-11-02-5373','A299-9','wRwY', 'UB')
('AC12058-2022-11-01-5327','A296-17','LNgFbUVtLJV', 'SL')
('SL22517-2022-11-02-5310','S222-6','lALgyZMkUJYYCEM', 'UB')
('AC12058-2022-11-01-5374','A299-10','OagIorDKc', 'UB')
('AC04652-2022-11-02-5433','A302-15','fuASj', 'UB')
('AC04652-2022-11-01-5610','A312-12','kc', 'SU')
('SL12058-2022-11-01-5264','S220-8','SLgjTKcIVZQyiUH', 'SU')
('AC04652-2022-11-01-5613','A312-15','XGjMPxIpwU', 'UB')
('AC12058-2022-11-01-5380','A299-16','Av', 'UB')
('SL22517-2022-11-01-5284','S221-4','NMRGuRYJrfbEwocy', 'LB')
('SL04652-2022-11-02-5351','S223-23','AbFTfWYNRN', 'SL')
('SL22517-2022-11-02-5328','S222-24','v', 'SU')
('SL12058-2022-11-01-5271','S220-15','HcERzmGy', 'SL')
('AC22517-2022-11-01-5472','A304-18','WAacvAKIfPEloeUH', 'SU')
('AC04652-2022-11-02-5499','A306-9','JyWr', 'UB')
('SL22517-2022-11-01-5347','S223-19','xljWqDbYS', 'UB')
('AC12058-2022-11-01-5461','A304-7','BLy', 'LB')
('SL22517-2022-11-02-5398','S225-22','igBikIRrXtJMGBp', 'UB')
('SL12058-2022-11-01-5335','S223-7','yOFPEGZaGdgO', 'SL')
('SL04652-2022-11-02-5428','S227-4','GIl', 'LB')
('SL22517-2022-11-01-5380','S225-4','ftub', 'LB')
('AC04652-2022-11-02-5547','A309-3','GvrEyQMfKpah', 'UB')
('SL04652-2022-11-02-5462','S228-14','BSLyaR', 'UB')
('SL04652-2022-11-01-5405','S226-5','gFZxBjWpjfmexKgq', 'MB')
('SL04652-2022-11-01-5406','S226-6','gbiwbRdQgZ', 'UB')
('SL04652-2022-11-02-5465','S228-17','mfMQDAcyWKOzZwXj', 'LB')
('SL12058-2022-11-01-5377','S225-1','LLnrC', 'LB')
('AC04652-2022-11-01-5758','A320-16','CT', 'UB')
('AC12058-2022-11-01-5530','A308-4','LRsSx', 'UB')
('SL12058-2022-11-01-5384','S225-8','oOfPVdpcbyh', 'SU')
('SL22517-2022-11-02-5453','S228-5','HBRQuGfpN', 'MB')
('AC22517-2022-11-01-5622','A313-6','DaismtBB', 'SU')
('AC04652-2022-11-01-5832','A324-18','OX', 'SU')
('SL12058-2022-11-01-5480','S229-8','SlUEdbGfury', 'SU')
('AC04652-2022-11-01-5837','A325-5','RZbMPlS', 'SL')
('SL22517-2022-11-02-5562','S232-18','lpkY', 'MB')
('SL12058-2022-11-01-5503','S230-7','AoCLSKdOQBfgRAn', 'SL')
('SL22517-2022-11-02-5565','S232-21','QNAoL', 'MB')
('SL22517-2022-11-01-5518','S230-22','WKiPVsuARqwDGeP', 'UB')
('AC04652-2022-11-02-5699','A317-11','BpgVgjD', 'SL')
('SL22517-2022-11-02-5567','S232-23','TMAfqtDSQtg', 'SL')
('SL22517-2022-11-02-5568','S232-24','SnoMgGWtXcEj', 'SU')
('SL22517-2022-11-01-5520','S230-24','BDXLrFNr', 'SU')
('SL12058-2022-11-01-5509','S230-13','vyctKjUee', 'MB')
('AC04652-2022-11-01-5862','A326-12','KmNTOREk', 'SU')
('AC12058-2022-11-01-5668','A315-16','kjxQUpQMzMz', 'UB')
('SL22517-2022-11-02-5593','S234-1','qMpOCWRVLKUL', 'LB')
('SL12058-2022-11-01-5526','S231-6','ZTxHmOjlK', 'UB')
('SL04652-2022-11-02-5615','S234-23','fbnhHDi', 'SL')
('AC04652-2022-11-02-5723','A318-17','Ii', 'SL')
('AC12058-2022-11-01-5691','A317-3','yejYBTrvgAiuar', 'UB')
('SL04652-2022-11-02-5638','S235-22','ApsvHzeiWNDGUZn', 'UB')
('AC22517-2022-11-01-5699','A317-11','lQbbJkNoEpVtfy', 'SL')
('AC22517-2022-11-01-5700','A317-12','ptUuPMXqCjnf', 'SU')
('SL22517-2022-11-02-5618','S235-2','xhGTKNLXYjx', 'MB')
('AC04652-2022-11-01-5903','A328-17','XdObmE', 'SL')
('AC22517-2022-11-01-5763','A321-3','DmckQMwgmstSG', 'UB')
('SL12058-2022-11-01-5604','S234-12','Huotb', 'LB')
('AC12058-2022-11-01-5745','A320-3','VpFH', 'UB')
('AC04652-2022-11-01-5960','A332-2','afJem', 'LB')
('SL12058-2022-11-01-5606','S234-14','ftXotqUCsfP', 'UB')
('AC04652-2022-11-01-5961','A332-3','SI', 'UB')
('SL12058-2022-11-01-5608','S234-16','kIV', 'SU')
('SL12058-2022-11-01-5609','S234-17','EQyGTn', 'LB')
('SL04652-2022-11-01-5647','S236-7','HDLk', 'SL')
('SL22517-2022-11-01-5627','S235-11','iJRK', 'UB')
('SL04652-2022-11-01-5655','S236-15','gkmstgS', 'SL')
('SL04652-2022-11-02-5711','S238-23','OKOJVbDWULr', 'SL')
('AC04652-2022-11-02-5804','A323-8','mPyYnRCEv', 'LB')
('SL22517-2022-11-02-5697','S238-9','kALppFSYXv', 'LB')
('AC04652-2022-11-01-5980','A333-4','vRsZQlW', 'UB')
('SL22517-2022-11-01-5681','S237-17','ibkOpxuJOSQQb', 'LB')
('SL04652-2022-11-01-5715','S239-3','UpWO', 'UB')
('AC04652-2022-11-01-6045','A336-15','rfNXUhfPhdPpwXRA', 'UB')
('SL04652-2022-11-01-5717','S239-5','sKRBKdVzxErwsx', 'MB')
('AC04652-2022-11-02-5865','A326-15','lePZ', 'UB')
('AC22517-2022-11-02-5813','A323-17','rCLXUJIAT', 'SL')
('SL04652-2022-11-02-5800','S242-16','ONeEiaOgXdFFO', 'SU')
('SL22517-2022-11-01-5719','S239-7','Sp', 'SL')
('AC04652-2022-11-01-6089','A339-5','WDKBXfPYymYYz', 'SL')
('AC04652-2022-11-02-5924','A330-2','kFpewkUpGlo', 'LB')
('AC04652-2022-11-02-5925','A330-3','hpziYIpSUkhmt', 'UB')
('AC12058-2022-11-01-5856','A326-6','ksIjN', 'SU')
('AC22517-2022-11-01-5911','A329-7','OZb', 'LB')
('AC04652-2022-11-02-5948','A331-8','QJvBTLtkGNp', 'LB')
('SL22517-2022-11-02-5879','S245-23','vzu', 'SL')
('AC04652-2022-11-02-5965','A332-7','saMbFCOv', 'LB')
('SL22517-2022-11-01-5873','S245-17','is', 'LB')
('AC22517-2022-11-02-5991','A333-15','sq', 'UB')
('SL12058-2022-11-01-5826','S243-18','x', 'MB')
('AC22517-2022-11-01-6004','A334-10','oYCZKIQxYCyo', 'UB')
('SL22517-2022-11-02-6000','S250-24','MxpWhZmNl', 'SU')
('SL22517-2022-11-02-6001','S251-1','RBTUNkQJbYClUS', 'LB')
('AC22517-2022-11-02-6049','A337-1','Co', 'LB')
('AC22517-2022-11-02-6050','A337-2','mxoFznxDfKEHlk', 'LB')
('SL22517-2022-11-01-5933','S248-5','lNPYcwdsDc', 'MB')
('SL22517-2022-11-01-5934','S248-6','IvDfaWdEkavYClb', 'UB')
('AC12058-2022-11-01-6054','A337-6','EmIGuHvHpWunzY', 'SU')
('SL04652-2022-11-02-6016','S251-16','MGMRFhwpWQJdlp', 'SU')
('SL04652-2022-11-01-5932','S248-4','TLFDBFgjSsN', 'LB')
('SL04652-2022-11-01-5933','S248-5','n', 'MB')
('SL04652-2022-11-01-5940','S248-12','HxmFXrNlwzEBDe', 'LB')
('AC22517-2022-11-02-6163','A343-7','o', 'LB')
('SL22517-2022-11-01-6026','S252-2','ChciqrojAaINHePN', 'MB')
('AC22517-2022-11-02-6165','A343-9','fcvSmDgcYS', 'UB')
('AC22517-2022-11-02-6166','A343-10','K', 'UB')
('SL04652-2022-11-02-6108','S255-12','ALSPGMCXuIpPcI', 'LB')
('SL04652-2022-11-01-6031','S252-7','qWdHYantd', 'SL')
('SL04652-2022-11-01-6032','S252-8','VyoCd', 'SU')
('SL22517-2022-11-01-6076','S254-4','SGORkdqf', 'LB')
('AC04652-2022-11-01-6462','A359-18','yslcHhZtoldVDO', 'SU')
('AC04652-2022-11-01-6465','A360-3','UHbMd', 'UB')
('AC04652-2022-11-01-6466','A360-4','ngBV', 'UB')
('AC04652-2022-11-02-6239','A347-11','zhDSHOQpzQxHT', 'SL')
('SL22517-2022-11-02-6181','S258-13','TJSZmtlVDod', 'MB')
('AC22517-2022-11-01-6232','A347-4','jTmYROSPBpGi', 'UB')
('SL12058-2022-11-01-6031','S252-7','wkitBKD', 'SL')
('SL04652-2022-11-01-6102','S255-6','mhtBEtIKuZ', 'UB')
('AC22517-2022-11-02-6235','A347-7','Ev', 'LB')
('SL12058-2022-11-01-6036','S252-12','ovTfTHqm', 'LB')
('SL12058-2022-11-01-6037','S252-13','OwJbWSZ', 'MB')
('SL12058-2022-11-01-6046','S252-22','BmYtwAqpugqUP', 'UB')
('AC22517-2022-11-01-6254','A348-8','XJMmSTnZVwEgr', 'LB')
('SL04652-2022-11-01-6118','S255-22','qNlQiai', 'UB')
('AC04652-2022-11-01-6527','A363-11','uIAfVxjDNuDSU', 'SL')
('SL22517-2022-11-02-6232','S260-16','jnFDfOhEr', 'SU')
('SL22517-2022-11-01-6163','S257-19','bwDIiOsg', 'UB')
('AC12058-2022-11-01-6290','A350-8','uIsMFjUCQbaPPxRp', 'LB')
('AC04652-2022-11-01-6556','A365-4','rbnRd', 'UB')
('SL22517-2022-11-01-6197','S259-5','LjzQrAwYCgqOpuD', 'MB')
('SL22517-2022-11-01-6198','S259-6','hYnVgoiLy', 'UB')
('AC04652-2022-11-01-6594','A367-6','wLYOGngeXHasCGsl', 'SU')
('SL04652-2022-11-02-6272','S262-8','foyNVFLtROLsgpf', 'SU')
('SL22517-2022-11-02-6298','S263-10','u', 'MB')
('AC04652-2022-11-01-6618','A368-12','eCT', 'SU')
('SL12058-2022-11-01-6149','S257-5','kBXznmgs', 'MB')
('AC22517-2022-11-02-6358','A354-4','lgDubejrBywiUfKx', 'UB')
('SL22517-2022-11-01-6243','S261-3','GuagzxTJXIYKL', 'UB')
('SL04652-2022-11-02-6312','S263-24','Hcx', 'SU')
('AC04652-2022-11-01-6644','A370-2','oQFyHXAxycdS', 'LB')
('AC04652-2022-11-02-6407','A356-17','QsDvFDzIFAQg', 'SL')
('AC22517-2022-11-02-6381','A355-9','swlUgeIWEw', 'UB')
('SL04652-2022-11-01-6303','S263-15','ewbxNlj', 'SL')
('SL04652-2022-11-01-6304','S263-16','hXYeBhIvi', 'SU')
('AC22517-2022-11-02-6423','A357-15','OvaCoILNL', 'UB')
('SL22517-2022-11-01-6305','S263-17','lOKinZiwQFbDLAu', 'LB')
('SL22517-2022-11-01-6306','S263-18','KMosauhcVbLiy', 'MB')
('AC04652-2022-11-01-6697','A373-1','Ypi', 'LB')
('AC22517-2022-11-02-6424','A357-16','pbtIpLuM', 'UB')
('SL22517-2022-11-01-6352','S265-16','bbyXtBDGN', 'SU')
('SL22517-2022-11-02-6420','S268-12','jFXu', 'LB')
('AC04652-2022-11-01-6739','A375-7','phovxBRSrfnM', 'LB')
('AC12058-2022-11-01-6453','A359-9','aLu', 'UB')
('AC04652-2022-11-02-6514','A362-16','SqjhT', 'UB')
('AC04652-2022-11-01-6782','A377-14','ta', 'LB')
('AC12058-2022-11-01-6502','A362-4','jrePfqwYY', 'UB')
('SL22517-2022-11-01-6410','S268-2','ePiiShzqkAyR', 'MB')
('AC04652-2022-11-01-6804','A378-18','GUpqQbQgR', 'SU')
('SL12058-2022-11-01-6332','S264-20','deT', 'LB')
('SL12058-2022-11-01-6333','S264-21','xVpF', 'MB')
('AC04652-2022-11-02-6534','A363-18','cAvjg', 'SU')
('AC22517-2022-11-01-6526','A363-10','m', 'UB')
('SL04652-2022-11-01-6425','S268-17','kGhiMVfeoBurSyXZ', 'LB')
('SL12058-2022-11-01-6335','S264-23','H', 'SL')
('AC22517-2022-11-02-6529','A363-13','qtpNeKiTWgs', 'LB')
('AC22517-2022-11-02-6530','A363-14','DhKQCP', 'LB')
('SL22517-2022-11-01-6471','S270-15','JqQynqAEaBwx', 'SL')
('AC22517-2022-11-01-6584','A366-14','fcu', 'LB')
('SL12058-2022-11-01-6379','S266-19','fA', 'UB')
('SL04652-2022-11-01-6475','S270-19','UuGaYngfESyfR', 'UB')
('AC12058-2022-11-01-6573','A366-3','GQZWo', 'UB')
('SL12058-2022-11-01-6381','S266-21','d', 'MB')
('SL22517-2022-11-02-6541','S273-13','bJG', 'MB')
('SL22517-2022-11-02-6543','S273-15','nUOWkTsa', 'SL')
('SL22517-2022-11-02-6568','S274-16','oxinXTarBzzvcI', 'SU')
('AC22517-2022-11-02-6604','A367-16','finFYhnwWiHAv', 'UB')
('AC22517-2022-11-02-6641','A369-17','vO', 'SL')
('AC22517-2022-11-01-6645','A370-3','GYrFg', 'UB')
('AC04652-2022-11-01-6919','A385-7','OiW', 'LB')
('AC22517-2022-11-01-6646','A370-4','EOVnAtUipEsNmNlZ', 'UB')
('SL12058-2022-11-01-6451','S269-19','xlszgMyDWqxczCyC', 'UB')
('AC04652-2022-11-02-6643','A370-1','RMqSetcv', 'LB')
('SL04652-2022-11-02-6600','S275-24','bltjddLI', 'SU')
('SL22517-2022-11-02-6614','S276-14','CcvNCyI', 'UB')
('AC22517-2022-11-02-6647','A370-5','RnzB', 'SL')
('AC04652-2022-11-01-6922','A385-10','BS', 'UB')
('AC12058-2022-11-01-6643','A370-1','hLlzD', 'LB')
('SL04652-2022-11-01-6543','S273-15','IvXjuzu', 'SL')
('SL04652-2022-11-02-6605','S276-5','gGGNGg', 'MB')
('AC04652-2022-11-01-6929','A385-17','uLIMUSWdgqL', 'SL')
('AC04652-2022-11-01-6930','A385-18','EjRpBezrM', 'SU')
('AC04652-2022-11-01-6931','A386-1','XS', 'LB')
('SL04652-2022-11-01-6547','S273-19','EjmorPUHfEuC', 'UB')
('SL04652-2022-11-01-6548','S273-20','YcB', 'LB')
('AC12058-2022-11-01-6650','A370-8','VePfTajOYx', 'LB')
('AC22517-2022-11-02-6654','A370-12','ANaglTYWrDq', 'SU')
('AC22517-2022-11-01-6664','A371-4','fMxTaZ', 'UB')
('SL12058-2022-11-01-6468','S270-12','uStS', 'LB')
('AC22517-2022-11-02-6667','A371-7','SndJv', 'LB')
('SL04652-2022-11-02-6631','S277-7','vdG', 'SL')
('AC22517-2022-11-01-6679','A372-1','AZAOQvTWEHHfMF', 'LB')
('SL22517-2022-11-01-6541','S273-13','dbezk', 'MB')
('SL22517-2022-11-01-6543','S273-15','ZqSrZRiiMmqhjX', 'SL')
('AC12058-2022-11-01-6670','A371-10','gkBaNyoc', 'UB')
('SL22517-2022-11-01-6544','S273-16','rMWPOEYYFup', 'SU')
('SL22517-2022-11-01-6545','S273-17','bDnrMmVO', 'LB')
('AC22517-2022-11-01-6682','A372-4','QoH', 'UB')
('AC04652-2022-11-01-6946','A386-16','VqCEjIeLPH', 'UB')
('SL04652-2022-11-01-6623','S276-23','kxNC', 'SL')
('SL22517-2022-11-02-6694','S279-22','gKRsmxkCmtrLRQQ', 'UB')
('SL04652-2022-11-02-6685','S279-13','nUy', 'MB')
('AC04652-2022-11-02-6727','A374-13','gCLXogqcRYZO', 'LB')
('SL04652-2022-11-01-6634','S277-10','hpAOZEMUbCKIo', 'MB')
('SL04652-2022-11-02-6691','S279-19','bLBwQmFYJbXDBPS', 'UB')
('AC22517-2022-11-01-6725','A374-11','JlhftEtmDM', 'SL')
('AC12058-2022-11-01-6741','A375-9','crsUffbot', 'UB')
('AC04652-2022-11-02-6737','A375-5','tYkG', 'SL')
('SL22517-2022-11-01-6601','S276-1','OtfgBZYDGMEKKl', 'LB')
('AC04652-2022-11-02-6742','A375-10','HIXNwrHvDBb', 'UB')
('AC12058-2022-11-01-6749','A375-17','wjcxSZnqGW', 'SL')
('AC22517-2022-11-02-6758','A376-8','cstLYWNOowrFKZSV', 'LB')
('SL12058-2022-11-01-6550','S273-22','pfQsjYdDIjM', 'UB')
('AC12058-2022-11-01-6758','A376-8','Fg', 'LB')
('SL22517-2022-11-01-6609','S276-9','BiCPtgOsziR', 'LB')
('AC22517-2022-11-02-6772','A377-4','yQWa', 'UB')
('AC04652-2022-11-02-6756','A376-6','C', 'SU')
('AC04652-2022-11-01-7023','A391-3','iKyRR', 'UB')
('SL04652-2022-11-01-6663','S278-15','DSUusOmYEeUnRIgw', 'SL')
('AC04652-2022-11-01-7030','A391-10','ohKScqCfRyqc', 'UB')
('SL12058-2022-11-01-6559','S274-7','oR', 'SL')
('AC04652-2022-11-02-6764','A376-14','BM', 'LB')
('AC22517-2022-11-02-6794','A378-8','ICkyadHz', 'LB')
('SL22517-2022-11-01-6634','S277-10','JP', 'MB')
('SL22517-2022-11-02-6742','S281-22','jpjr', 'UB')
('SL12058-2022-11-01-6581','S275-5','srbjamfLzT', 'MB')
('SL04652-2022-11-02-6743','S281-23','rcwuPrwEjLXk', 'SL')
('SL22517-2022-11-02-6747','S282-3','cTdjHqFExDnhSc', 'UB')
('SL04652-2022-11-01-6704','S280-8','DNnAd', 'SU')
('AC04652-2022-11-02-6787','A378-1','tZyqqVZwJj', 'LB')
('AC22517-2022-11-01-6791','A378-5','KrwALFuViuT', 'SL')
('AC22517-2022-11-01-6792','A378-6','HxfdglpfmWRGX', 'SU')
('SL12058-2022-11-01-6592','S275-16','SWHaBSaStTP', 'SU')
('AC22517-2022-11-01-6794','A378-8','nulQGZvmcoGLqC', 'LB')
('AC22517-2022-11-01-6795','A378-9','wE', 'UB')
('SL04652-2022-11-02-6762','S282-18','TcCrW', 'MB')
('AC04652-2022-11-02-6792','A378-6','hOGNShtWI', 'SU')
('SL22517-2022-11-02-6765','S282-21','XSvFBsQTy', 'MB')
('SL04652-2022-11-01-6711','S280-15','VeHB', 'SL')
('AC22517-2022-11-02-6821','A379-17','rWubSGfthBrX', 'SL')
('AC04652-2022-11-01-7067','A393-11','JaDW', 'SL')
('SL04652-2022-11-02-6771','S283-3','hFNW', 'UB')
('SL12058-2022-11-01-6608','S276-8','DZyXaTrSUCtY', 'SU')
('AC04652-2022-11-01-7073','A393-17','xhdiwlHFfGHDqkA', 'SL')
('SL22517-2022-11-02-6777','S283-9','wOshPTWhFNyznNMl', 'LB')
('SL22517-2022-11-01-6666','S278-18','BhxXbXo', 'MB')
('AC12058-2022-11-01-6837','A380-15','YoyUlMxj', 'UB')
('AC22517-2022-11-01-6816','A379-12','JZMLtovi', 'SU')
('AC22517-2022-11-01-6817','A379-13','LpEfFWr', 'LB')
('AC04652-2022-11-02-6805','A379-1','mhJiTGbUXHjN', 'LB')
('AC12058-2022-11-01-6840','A380-18','KkqFlrOMxKmt', 'SU')
('AC22517-2022-11-01-6825','A380-3','IG', 'UB')
('AC04652-2022-11-01-7088','A394-14','mwmJgKmHuMvyM', 'LB')
('AC22517-2022-11-02-6849','A381-9','twRHMwv', 'UB')
('AC04652-2022-11-01-7093','A395-1','ahaTtrPpOLjih', 'LB')
('SL22517-2022-11-01-6695','S279-23','LRGK', 'SL')
('AC04652-2022-11-02-6821','A379-17','JEaFwMH', 'SL')
('AC22517-2022-11-02-6853','A381-13','TmdIRuzZMsg', 'LB')
('AC22517-2022-11-01-6841','A381-1','BvWjKuu', 'LB')
('SL04652-2022-11-01-6763','S282-19','egoAIeSz', 'UB')
('AC04652-2022-11-01-7108','A395-16','DBeOa', 'UB')
('SL04652-2022-11-01-6773','S283-5','SSpsoLLA', 'MB')
('AC04652-2022-11-02-6845','A381-5','D', 'SL')
('SL12058-2022-11-01-6662','S278-14','JggZgMSCCyNFAkGg', 'UB')
('AC22517-2022-11-02-6884','A383-8','BVQAXYnKX', 'LB')
('AC04652-2022-11-02-6855','A381-15','rvAfsKPt', 'UB')
('SL04652-2022-11-01-6809','S284-17','nksyyhvTxqJOMPX', 'LB')
('SL04652-2022-11-01-6810','S284-18','TVW', 'MB')
('SL04652-2022-11-02-6832','S285-16','iUJ', 'SU')
('SL04652-2022-11-01-6845','S286-5','RWkmeXEotCpqfLuG', 'MB')
('AC22517-2022-11-01-6911','A384-17','brIGLkAuFc', 'SL')
('SL04652-2022-11-02-6873','S287-9','rMHsegIhS', 'LB')
('SL04652-2022-11-01-6850','S286-10','RuvDsmduGg', 'MB')
('AC22517-2022-11-02-6932','A386-2','JwOiUa', 'LB')
('AC22517-2022-11-02-6934','A386-4','y', 'UB')
('SL22517-2022-11-02-6883','S287-19','EsFsyhKooa', 'UB')
('SL22517-2022-11-01-6799','S284-7','WVQaqceJ', 'SL')
('AC22517-2022-11-01-6931','A386-1','FecfvxfidsC', 'LB')
('SL04652-2022-11-01-6878','S287-14','K', 'UB')
('AC04652-2022-11-01-7342','A408-16','gqqSOZJPceNN', 'UB')
('AC04652-2022-11-01-7365','A410-3','smVzAM', 'UB')
('AC22517-2022-11-02-7108','A395-16','xivavHGJMqHzhO', 'UB')
('SL22517-2022-11-01-6959','S290-23','DdxBM', 'SL')
('AC04652-2022-11-02-7102','A395-10','IrdH', 'UB')
('SL04652-2022-11-01-7040','S294-8','MjdXGnsFvkXqyuS', 'SU')
('AC22517-2022-11-01-7104','A395-12','wDXPNn', 'SU')
('SL04652-2022-11-02-7069','S295-13','pGzUmKAjqvFJ', 'MB')
('AC04652-2022-11-02-7103','A395-11','gMK', 'SL')
('SL04652-2022-11-02-7072','S295-16','eIzgIVwC', 'SU')
('AC22517-2022-11-02-7131','A397-3','mu', 'UB')
('SL22517-2022-11-02-7052','S294-20','FJjupGxbwrfzP', 'LB')
('SL22517-2022-11-01-6970','S291-10','gPbRxfMBswCcA', 'MB')
('AC22517-2022-11-02-7134','A397-6','qaMvpNgGXzYdBS', 'SU')
('AC04652-2022-11-02-7109','A395-17','d', 'SL')
('AC12058-2022-11-01-7121','A396-11','DfU', 'SL')
('SL04652-2022-11-02-7081','S296-1','OyqXZXyyCIPRM', 'LB')
('AC04652-2022-11-01-7386','A411-6','tCfVYNYJiycxtARy', 'SU')
('AC22517-2022-11-01-7112','A396-2','UAiGZRTucCabh', 'LB')
('AC22517-2022-11-01-7113','A396-3','qOoYQaZGn', 'UB')
('SL04652-2022-11-01-7050','S294-18','GI', 'MB')
('SL22517-2022-11-01-6975','S291-15','FKafzWvhEGe', 'SL')
('AC04652-2022-11-02-7112','A396-2','iHYPYrvYHbva', 'LB')
('AC12058-2022-11-01-7126','A396-16','twwTZsItIJR', 'UB')
('SL22517-2022-11-01-6977','S291-17','II', 'LB')
('SL22517-2022-11-02-7063','S295-7','dHNTfex', 'SL')
('SL04652-2022-11-02-7089','S296-9','XMuPyklHLfQ', 'LB')
('AC22517-2022-11-01-7120','A396-10','RFX', 'UB')
('AC12058-2022-11-01-7133','A397-5','ZUaXXFnpn', 'SL')
('AC22517-2022-11-02-7183','A400-1','yoNAjrqQIPdvhay', 'LB')
('AC12058-2022-11-01-7168','A399-4','ULEMzYuHPVbsS', 'UB')
('SL12058-2022-11-01-6982','S291-22','b', 'UB')
('SL04652-2022-11-01-7104','S296-24','Nktd', 'SU')
('AC04652-2022-11-01-7454','A415-2','yGEMxzYDFeklaz', 'LB')
('SL04652-2022-11-01-7107','S297-3','FPKLvLWUslpltJ', 'UB')
('AC12058-2022-11-01-7187','A400-5','YINSCcRNocCetMY', 'SL')
('SL12058-2022-11-01-6990','S292-6','IwQKBPHQeQlhdKTc', 'UB')
('AC04652-2022-11-01-7457','A415-5','nepbNtpGav', 'SL')
('AC12058-2022-11-01-7189','A400-7','KFNQCUNfsjlBLzGn', 'LB')
('SL22517-2022-11-02-7194','S300-18','v', 'MB')
('SL22517-2022-11-01-7109','S297-5','XAsykmZJXmD', 'MB')
('AC22517-2022-11-02-7283','A405-11','huggOWjMf', 'SL')
('SL12058-2022-11-01-7055','S294-23','EFQzaGzke', 'SL')
('AC04652-2022-11-01-7531','A419-7','HtleSvxaPNpDB', 'LB')
('SL04652-2022-11-02-7208','S301-8','GGIlkT', 'SU')
('SL22517-2022-11-01-7117','S297-13','sPG', 'MB')
('AC22517-2022-11-02-7337','A408-11','hUSImJafQivSfcQx', 'SL')
('AC22517-2022-11-02-7340','A408-14','SGWtWL', 'LB')
('SL04652-2022-11-01-7271','S303-23','Sj', 'SL')
('SL12058-2022-11-01-7140','S298-12','xK', 'LB')
('AC04652-2022-11-01-7628','A424-14','ayBTHueVcwrekb', 'LB')
('SL04652-2022-11-01-7283','S304-11','toFRKeOXHIBLdDR', 'UB')
('AC04652-2022-11-01-7635','A425-3','XcDllJJhewfS', 'UB')
('AC04652-2022-11-02-7337','A408-11','u', 'SL')
('SL22517-2022-11-01-7213','S301-13','l', 'MB')
('AC04652-2022-11-02-7341','A408-15','VktijkgUXvBuCU', 'UB')
('SL22517-2022-11-02-7315','S305-19','GziF', 'UB')
('AC04652-2022-11-02-7346','A409-2','bxcKEF', 'LB')
('SL04652-2022-11-01-7301','S305-5','j', 'MB')
('AC22517-2022-11-01-7388','A411-8','LCGGUkG', 'LB')
('SL12058-2022-11-01-7214','S301-14','xA', 'UB')
('AC04652-2022-11-02-7426','A413-10','diOnJrIFdW', 'UB')
('SL22517-2022-11-01-7292','S304-20','qAsFNJ', 'LB')
('AC22517-2022-11-01-7438','A414-4','aVLIMOGV', 'UB')
('SL04652-2022-11-02-7382','S308-14','epLv', 'UB')
