('SL12058-2022-11-01-1','S1-1','thYjYi', 'LB')
('SL04652-2022-11-02-2298','S96-18','knNScDXx', 'MB')
('SL22517-2022-11-01-2322','S97-18','dymCjmSCjxZLk', 'MB')
('SL22517-2022-11-01-2323','S97-19','RJfNQSjOLOMp', 'UB')
('AC22517-2022-11-02-2343','A131-3','ArcOgj', 'UB')
('AC22517-2022-11-02-2344','A131-4','IxTESVCl', 'UB')
('SL12058-2022-11-01-2301','S96-21','rEVIpaG', 'MB')
('SL22517-2022-11-01-2328','S97-24','MEns', 'SU')
('SL12058-2022-11-01-2346','S98-18','PvbvMHCjmXIfcsN', 'MB')
('AC22517-2022-11-01-2266','A126-16','ssMdZVLf', 'UB')
('AC04652-2022-11-02-2306','A129-2','mqcAeGuNNfkGO', 'LB')
('AC22517-2022-11-01-2268','A126-18','jPyxuXvlTyyfJ', 'SU')
('AC12058-2022-11-01-2354','A131-14','uLP', 'LB')
('AC04652-2022-11-01-2396','A134-2','kIHdSQXRUzyunRf', 'LB')
('SL04652-2022-11-01-2373','S99-21','is', 'MB')
('AC22517-2022-11-01-2274','A127-6','qGPGRQrku', 'SU')
('SL22517-2022-11-01-2376','S99-24','ELEyA', 'SU')
('AC04652-2022-11-01-2398','A134-4','qxlwhMD', 'UB')
('AC12058-2022-11-01-2360','A132-2','vRRWHNZBnWV', 'LB')
('AC12058-2022-11-01-2361','A132-3','f', 'UB')
('SL12058-2022-11-01-2353','S99-1','FjZm', 'LB')
('AC22517-2022-11-01-2278','A127-10','wUvz', 'UB')
('SL22517-2022-11-02-2381','S100-5','n', 'MB')
('AC22517-2022-11-01-2279','A127-11','mBhTMlKlkwb', 'SL')
('SL22517-2022-11-02-2384','S100-8','MYvGlgpdHFh', 'SU')
('AC12058-2022-11-01-2363','A132-5','MDNQeRTH', 'SL')
('SL04652-2022-11-01-2389','S100-13','OuPyrHZ', 'MB')
('AC22517-2022-11-02-2388','A133-12','BeJtJWICsFqAc', 'SU')
('SL22517-2022-11-01-2382','S100-6','ToHMOFxzZ', 'UB')
('AC12058-2022-11-01-2365','A132-7','fECpWoTvB', 'LB')
('AC04652-2022-11-01-2409','A134-15','O', 'UB')
('SL04652-2022-11-01-2391','S100-15','RhghlvqtrYL', 'SL')
('AC04652-2022-11-01-2412','A134-18','cm', 'SU')
('SL22517-2022-11-01-2385','S100-9','Xbc', 'LB')
('AC04652-2022-11-01-2414','A135-2','mFAZPIDnRFZE', 'LB')
('SL22517-2022-11-01-2388','S100-12','QMQqPcsBCdjX', 'LB')
('SL04652-2022-11-02-2358','S99-6','D', 'UB')
('SL04652-2022-11-02-2359','S99-7','IlrbPPyWRvq', 'SL')
('SL04652-2022-11-02-2360','S99-8','civtR', 'SU')
('AC04652-2022-11-02-2342','A131-2','wPYsnTfSIthTDS', 'LB')
('SL04652-2022-11-02-2377','S100-1','wQUlW', 'LB')
('AC04652-2022-11-02-2353','A131-13','ABHhLtqNmQrsn', 'LB')
('SL22517-2022-11-02-2421','S101-21','glsAcocMTKEZF', 'MB')
('SL04652-2022-11-02-2393','S100-17','rfjsipypjFVTqfIG', 'LB')
('SL22517-2022-11-02-2425','S102-1','rMhNGzCOK', 'LB')
('SL22517-2022-11-01-2419','S101-19','PyLADkJzei', 'UB')
('SL04652-2022-11-02-2399','S100-23','XBacnyynQgtMia', 'SL')
('SL22517-2022-11-02-2430','S102-6','PUGhPfy', 'UB')
('SL04652-2022-11-02-2406','S101-6','aUInDJpJRaGtrKH', 'UB')
('SL22517-2022-11-01-2430','S102-6','FkzTnhTWWqzOmov', 'UB')
('AC04652-2022-11-02-2373','A132-15','CkwPOPmyN', 'UB')
('AC04652-2022-11-02-2375','A132-17','WPxXz', 'SL')
('AC22517-2022-11-01-2338','A130-16','oezaMqnAWBGkZxig', 'UB')
('SL04652-2022-11-02-2409','S101-9','bTRxBF', 'LB')
('AC04652-2022-11-01-2464','A137-16','LCiBdbVmVpOuU', 'UB')
('AC12058-2022-11-01-2412','A134-18','acQAKBIpfO', 'SU')
('SL22517-2022-11-02-2447','S102-23','LpMVIFlkLbRSzgMo', 'SL')
('AC04652-2022-11-02-2383','A133-7','XqzOFJmV', 'LB')
('AC22517-2022-11-01-2345','A131-5','xSqvvgfB', 'SL')
('AC22517-2022-11-02-2456','A137-8','TqgVieYlR', 'LB')
('SL22517-2022-11-01-2449','S103-1','BRcHOPItiKa', 'LB')
('AC22517-2022-11-01-2354','A131-14','EmPkME', 'LB')
('AC22517-2022-11-02-2458','A137-10','mlhHagRJVEH', 'UB')
('SL22517-2022-11-01-2450','S103-2','oBfdFRSuNn', 'MB')
('AC12058-2022-11-01-2429','A135-17','INiWqedfoaGEsG', 'SL')
('SL12058-2022-11-01-2417','S101-17','JFAijVE', 'LB')
('SL04652-2022-11-02-2455','S103-7','FcRrbuZ', 'SL')
('SL22517-2022-11-01-2481','S104-9','GRptXlzkAR', 'LB')
('SL04652-2022-11-02-2456','S103-8','dRGn', 'SU')
('SL04652-2022-11-02-2457','S103-9','Oqjs', 'LB')
('AC12058-2022-11-01-2462','A137-14','HcpPmoec', 'LB')
('AC04652-2022-11-01-2509','A140-7','itRx', 'LB')
('SL22517-2022-11-01-2484','S104-12','fxUNrdxGfNHu', 'LB')
('SL04652-2022-11-01-2488','S104-16','toWNvBnkqXSxohsD', 'SU')
('SL22517-2022-11-02-2496','S104-24','VqeuSniOMiIZ', 'SU')
('SL22517-2022-11-02-2497','S105-1','keppBTuZShk', 'LB')
('SL04652-2022-11-01-2524','S106-4','NcXTvOnIxBXlkSW', 'LB')
('AC12058-2022-11-01-2526','A141-6','cBSPlcBppSYSULJ', 'SU')
('AC22517-2022-11-02-2545','A142-7','yqHA', 'LB')
('AC22517-2022-11-01-2429','A135-17','uVVyvSnEsEKDdbzt', 'SL')
('SL22517-2022-11-02-2543','S106-23','qBo', 'SL')
('AC22517-2022-11-01-2431','A136-1','nDUOwOa', 'LB')
('SL22517-2022-11-01-2529','S106-9','YIISOKF', 'LB')
('SL22517-2022-11-01-2532','S106-12','ZNBr', 'LB')
('AC04652-2022-11-01-2579','A144-5','KkYgdhYV', 'SL')
('SL22517-2022-11-02-2548','S107-4','kjhCPqWtiQttLl', 'LB')
('AC22517-2022-11-01-2436','A136-6','L', 'SU')
('SL22517-2022-11-01-2536','S106-16','NY', 'SU')
('SL22517-2022-11-01-2537','S106-17','AuvdzK', 'LB')
('SL04652-2022-11-02-2513','S105-17','ETEOFH', 'LB')
('SL04652-2022-11-01-2557','S107-13','ToGq', 'MB')
('SL04652-2022-11-01-2558','S107-14','h', 'UB')
('AC12058-2022-11-01-2545','A142-7','GU', 'LB')
('SL04652-2022-11-01-2560','S107-16','YAdhv', 'SU')
('SL04652-2022-11-02-2520','S105-24','FQVNCgH', 'SU')
('AC22517-2022-11-01-2445','A136-15','wOAeqhiNcvlfJT', 'UB')
('AC22517-2022-11-02-2577','A144-3','XpBKOVyrEhlKxwaY', 'UB')
('SL04652-2022-11-01-2563','S107-19','bQ', 'UB')
('SL04652-2022-11-02-2526','S106-6','KfbnGwhfPkwTGLqX', 'UB')
('SL12058-2022-11-01-2531','S106-11','aWJxcfGjIfAqxhyg', 'UB')
('AC22517-2022-11-02-2587','A144-13','oIUSDZqGoADhoFB', 'LB')
('AC04652-2022-11-01-2605','A145-13','RpWFtrWISewkRfLz', 'LB')
('SL04652-2022-11-01-2571','S108-3','SUqwJJ', 'UB')
('SL04652-2022-11-02-2531','S106-11','D', 'UB')
('AC04652-2022-11-01-2610','A145-18','qvqMt', 'SU')
('SL04652-2022-11-02-2535','S106-15','OWdNLhuSKRB', 'SL')
('AC22517-2022-11-01-2477','A138-11','oluuoDGrYEfe', 'SL')
('AC04652-2022-11-02-2540','A142-2','eQWSfQvYcvjknm', 'LB')
('SL04652-2022-11-01-2609','S109-17','YsDxKVqiWNEgW', 'LB')
('AC12058-2022-11-01-2589','A144-15','bZRnCxjVLHzD', 'UB')
('AC04652-2022-11-01-2675','A149-11','owsCgQxAqo', 'SL')
('SL22517-2022-11-01-2618','S110-2','rKNUOrEkxIzXU', 'MB')
('AC04652-2022-11-02-2570','A143-14','tUMPhWDycbOYaw', 'LB')
('SL04652-2022-11-02-2585','S108-17','ODEuMynVVailzjGu', 'LB')
('SL22517-2022-11-02-2641','S111-1','JoOpIJojAS', 'LB')
('SL04652-2022-11-01-2637','S110-21','RfuEsARRKalrFGS', 'MB')
('SL12058-2022-11-01-2591','S108-23','dh', 'SL')
('SL22517-2022-11-02-2649','S111-9','nWlfagVUxdbIg', 'LB')
('SL04652-2022-11-01-2652','S111-12','PzYuyLLfMW', 'LB')
('SL22517-2022-11-01-2634','S110-18','PHwucVLvBKuUtr', 'MB')
('AC22517-2022-11-01-2518','A140-16','jeBYjJhUJzB', 'UB')
('SL04652-2022-11-02-2599','S109-7','iBhyPbUCXOTZ', 'SL')
('AC12058-2022-11-01-2631','A147-3','lqAbmuRplGO', 'UB')
('SL12058-2022-11-01-2639','S110-23','ZJlYcuxEp', 'SL')
('SL04652-2022-11-01-2681','S112-17','oDeGXF', 'LB')
('SL04652-2022-11-01-2682','S112-18','aR', 'MB')
('AC22517-2022-11-01-2544','A142-6','nZRdbOCYZhhfJXD', 'SU')
('SL04652-2022-11-02-2635','S110-19','PJlojDGNTsIw', 'UB')
('AC04652-2022-11-02-2613','A146-3','HDieINEJKbQj', 'UB')
('SL22517-2022-11-01-2669','S112-5','RHVpI', 'MB')
('AC22517-2022-11-02-2694','A150-12','RHjha', 'SU')
('SL22517-2022-11-01-2670','S112-6','XXTKOrAHuOuTE', 'UB')
('SL04652-2022-11-01-2683','S112-19','wYDqhPD', 'UB')
('AC12058-2022-11-01-2682','A149-18','hXdYYXIIfe', 'SU')
('AC12058-2022-11-01-2684','A150-2','I', 'LB')
('AC04652-2022-11-01-2749','A153-13','ZqKnjv', 'LB')
('SL04652-2022-11-02-2663','S111-23','deIIwFwH', 'SL')
('AC12058-2022-11-01-2687','A150-5','eTON', 'SL')
('AC22517-2022-11-02-2720','A152-2','bhFFRCspPXlssxw', 'LB')
('AC12058-2022-11-01-2690','A150-8','vjuoGvmrElvsLXY', 'LB')
('AC04652-2022-11-02-2645','A147-17','gBvnZQdoMhIW', 'SL')
('AC22517-2022-11-01-2566','A143-10','fqtJz', 'UB')
('SL22517-2022-11-01-2702','S113-14','KsoSDrSbiD', 'UB')
('AC22517-2022-11-01-2568','A143-12','Ha', 'SU')
('AC22517-2022-11-01-2569','A143-13','Q', 'LB')
('AC04652-2022-11-01-2755','A154-1','CueYGtC', 'LB')
('AC12058-2022-11-01-2698','A150-16','CKxGcgJuXkhnn', 'UB')
('AC22517-2022-11-02-2729','A152-11','cgMDVCLSrP', 'SL')
('AC04652-2022-11-01-2757','A154-3','YpgpzOmKjcKXxJ', 'UB')
('AC04652-2022-11-01-2758','A154-4','BS', 'UB')
('SL04652-2022-11-02-2680','S112-16','GGWQeqck', 'SU')
('SL04652-2022-11-02-2681','S112-17','DY', 'LB')
('AC04652-2022-11-01-2760','A154-6','KfnfScgvYc', 'SU')
('SL22517-2022-11-01-2711','S113-23','zhmvuiT', 'SL')
('SL12058-2022-11-01-2681','S112-17','vHDNHhM', 'LB')
('AC22517-2022-11-02-2732','A152-14','dwJRSWCJFRRJ', 'LB')
('SL04652-2022-11-02-2693','S113-5','dFupOr', 'MB')
('AC04652-2022-11-01-2776','A155-4','liKbqtlfSd', 'UB')
('SL12058-2022-11-01-2696','S113-8','B', 'SU')
('AC04652-2022-11-02-2677','A149-13','g', 'LB')
('SL22517-2022-11-01-2763','S116-3','xWyRAVFONYkBlebx', 'UB')
('AC22517-2022-11-02-2773','A155-1','J', 'LB')
('SL04652-2022-11-01-2781','S116-21','TO', 'MB')
('AC04652-2022-11-02-2718','A151-18','yDreLvdNIycgf', 'SU')
('AC04652-2022-11-01-2806','A156-16','eNfYFOyJXRETZ', 'UB')
('SL12058-2022-11-01-2734','S114-22','LugQacWG', 'UB')
('SL22517-2022-11-02-2779','S116-19','kmp', 'UB')
('AC04652-2022-11-02-2722','A152-4','jKmhtrhEZiIrJy', 'UB')
('AC04652-2022-11-01-2807','A156-17','VkSCof', 'SL')
('SL22517-2022-11-01-2768','S116-8','bEVwFSNP', 'SU')
('AC22517-2022-11-01-2623','A146-13','GcMOlMlAEWf', 'LB')
('AC04652-2022-11-02-2725','A152-7','LxgLJpaCCmfmst', 'LB')
('AC22517-2022-11-02-2782','A155-10','ONDLIPBTgz', 'UB')
('AC22517-2022-11-01-2625','A146-15','dtAfIUqOIzgynag', 'UB')
('AC12058-2022-11-01-2749','A153-13','cdvUjVYrvuggBg', 'LB')
('AC22517-2022-11-01-2627','A146-17','RgwaY', 'SL')
('AC22517-2022-11-02-2787','A155-15','QZief', 'UB')
('AC22517-2022-11-01-2628','A146-18','ZIDmOvgpSTGFh', 'SU')
('SL22517-2022-11-01-2774','S116-14','GgoZkjLeK', 'UB')
('AC04652-2022-11-01-2815','A157-7','dEBCPwPw', 'LB')
('SL22517-2022-11-01-2775','S116-15','XPrCovvrbIFT', 'SL')
('AC12058-2022-11-01-2754','A153-18','KIfZqDMHFod', 'SU')
('SL22517-2022-11-02-2794','S117-10','gpEEtYSCKqxcMv', 'MB')
('AC12058-2022-11-01-2758','A154-4','jdfYokOaweSdsyg', 'UB')
('SL12058-2022-11-01-2753','S115-17','UxmqDxUqVHmhDIgc', 'LB')
('AC22517-2022-11-01-2634','A147-6','RzdnEaPEcy', 'SU')
('SL12058-2022-11-01-2754','S115-18','Qca', 'MB')
('AC04652-2022-11-02-2736','A152-18','GZ', 'SU')
('AC22517-2022-11-01-2639','A147-11','HNQ', 'SL')
('AC22517-2022-11-01-2640','A147-12','ytRGFJ', 'SU')
('AC04652-2022-11-01-2826','A157-18','tOUqMuPVDGA', 'SU')
('SL12058-2022-11-01-2759','S115-23','DkFDwMNKJIH', 'SL')
('AC04652-2022-11-02-2746','A153-10','oqzlLEmbnItmk', 'UB')
('AC04652-2022-11-02-2757','A154-3','r', 'UB')
('AC04652-2022-11-01-2834','A158-8','aaovlKuKf', 'LB')
('AC04652-2022-11-02-2759','A154-5','ZwJD', 'SL')
('SL22517-2022-11-02-2812','S118-4','mCYxGLe', 'LB')
('AC22517-2022-11-02-2821','A157-13','c', 'LB')
('AC04652-2022-11-01-2847','A159-3','ykmzT', 'UB')
('AC12058-2022-11-01-2783','A155-11','MFWtWSOyMcqbP', 'SL')
('AC04652-2022-11-01-2851','A159-7','tIjLS', 'LB')
('SL04652-2022-11-02-2744','S115-8','X', 'SU')
('AC04652-2022-11-01-2853','A159-9','qGoXAn', 'UB')
('SL04652-2022-11-02-2748','S115-12','NNkUpmd', 'LB')
('SL12058-2022-11-01-2783','S116-23','utJcr', 'SL')
('SL22517-2022-11-01-2812','S118-4','KpGXKOnn', 'LB')
('AC12058-2022-11-01-2792','A156-2','epFCaiiysUmPso', 'LB')
('AC12058-2022-11-01-2798','A156-8','NZN', 'LB')
('AC04652-2022-11-01-2862','A159-18','dKI', 'SU')
('SL12058-2022-11-01-2788','S117-4','psYw', 'LB')
('SL04652-2022-11-02-2758','S115-22','iui', 'UB')
('AC12058-2022-11-01-2803','A156-13','btULoYyPJu', 'LB')
('AC22517-2022-11-02-2847','A159-3','htxFxrmutJSx', 'UB')
('AC04652-2022-11-02-2785','A155-13','svIFVcQKxsQZC', 'LB')
('SL04652-2022-11-02-2762','S116-2','KoRdpgXOlzaXZ', 'MB')
('AC12058-2022-11-01-2804','A156-14','OLxvW', 'LB')
('AC12058-2022-11-01-2805','A156-15','rMh', 'UB')
('SL12058-2022-11-01-2796','S117-12','CLyzFfQPLS', 'LB')
('AC22517-2022-11-02-2855','A159-11','g', 'SL')
('AC22517-2022-11-02-2856','A159-12','DrFmYwKzt', 'SU')
('SL22517-2022-11-01-2832','S118-24','FBizED', 'SU')
('AC12058-2022-11-01-2809','A157-1','QlskzTRwkpOXI', 'LB')
('AC12058-2022-11-01-2810','A157-2','ThjAngPjLqgzKa', 'LB')
('AC04652-2022-11-02-2792','A156-2','YlygDuri', 'LB')
('SL12058-2022-11-01-2802','S117-18','ZZ', 'MB')
('AC22517-2022-11-01-2680','A149-16','kkVXShfINmOayABt', 'UB')
('SL12058-2022-11-01-2808','S117-24','HVxuqnMy', 'SU')
('SL22517-2022-11-01-2837','S119-5','GfROfXcTuOjrynhl', 'MB')
('SL22517-2022-11-01-2838','S119-6','kN', 'UB')
('SL22517-2022-11-01-2839','S119-7','JFVM', 'SL')
('AC04652-2022-11-02-2801','A156-11','qwm', 'SL')
('AC04652-2022-11-01-2875','A160-13','dNfYxdrzxcGE', 'LB')
('SL04652-2022-11-02-2784','S116-24','VmrYcrxE', 'SU')
('AC12058-2022-11-01-2820','A157-12','xvJoqSnlFLWDz', 'SU')
('AC22517-2022-11-01-2690','A150-8','hRxN', 'LB')
('AC04652-2022-11-01-2880','A160-18','TTtivKSpbmr', 'SU')
('SL22517-2022-11-01-2844','S119-12','roxA', 'LB')
('SL12058-2022-11-01-2817','S118-9','f', 'LB')
('AC22517-2022-11-02-2887','A161-7','VMxqioAVmbgL', 'LB')
('SL22517-2022-11-02-2888','S121-8','Cv', 'SU')
('AC04652-2022-11-01-2897','A161-17','SktmNUjr', 'SL')
('AC22517-2022-11-01-2699','A150-17','LAoh', 'SL')
('AC22517-2022-11-02-2894','A161-14','TEZUasEkdHWmsk', 'LB')
('SL22517-2022-11-02-2898','S121-18','RZHCtmzskHKIUD', 'MB')
('SL04652-2022-11-01-2886','S121-6','rTPoQeXXJGT', 'UB')
('SL04652-2022-11-02-2815','S118-7','FifKrHGRLoHLR', 'SL')
('SL04652-2022-11-01-2920','S122-16','KCJZxeUTcHbdiLf', 'SU')
('SL12058-2022-11-01-2878','S120-22','purBymw', 'UB')
('AC04652-2022-11-02-2850','A159-6','NKQIllOGEUTfo', 'SU')
('AC04652-2022-11-01-2928','A163-12','JutKKJexNEa', 'SU')
('SL22517-2022-11-02-2933','S123-5','F', 'MB')
('AC04652-2022-11-01-2930','A163-14','l', 'LB')
('SL22517-2022-11-02-2942','S123-14','bPJsMCKtG', 'UB')
('AC22517-2022-11-01-2745','A153-9','oNqPpSTWLRo', 'UB')
('SL12058-2022-11-01-2889','S121-9','OHeUTQ', 'LB')
('SL22517-2022-11-02-2944','S123-16','eJzGznvMtiFggs', 'SU')
('AC04652-2022-11-02-2862','A159-18','oXruBD', 'SU')
('AC22517-2022-11-01-2746','A153-10','w', 'UB')
('AC04652-2022-11-02-2866','A160-4','UnnrmegpHLeU', 'UB')
('SL12058-2022-11-01-2895','S121-15','aoKwmSGrWBupn', 'SL')
('SL22517-2022-11-01-2920','S122-16','aJQcjC', 'SU')
('SL12058-2022-11-01-2897','S121-17','PbwwajKzMaO', 'LB')
('AC12058-2022-11-01-2897','A161-17','HsS', 'SL')
('AC04652-2022-11-01-2945','A164-11','uFxcsqHvgEVdGRi', 'SL')
('SL04652-2022-11-01-2944','S123-16','cDYE', 'SU')
('AC12058-2022-11-01-2901','A162-3','HoJAi', 'UB')
('SL22517-2022-11-01-2926','S122-22','hywLEGcYL', 'UB')
('AC04652-2022-11-02-2886','A161-6','SEudYVgOMGbIKe', 'SU')
('AC22517-2022-11-01-2785','A155-13','IBhZYRVSfrrclkd', 'LB')
('SL22517-2022-11-01-2954','S124-2','JrIBBCQheBA', 'MB')
('SL04652-2022-11-01-2982','S125-6','OPY', 'UB')
('SL22517-2022-11-02-2997','S125-21','hDrbGesFzXKua', 'MB')
('SL04652-2022-11-01-2983','S125-7','dLNSHZffIMpTOW', 'SL')
('SL04652-2022-11-02-2891','S121-11','gVXihTFkaqlp', 'UB')
('AC12058-2022-11-01-2943','A164-9','EpAOtk', 'UB')
('AC12058-2022-11-01-2944','A164-10','pzQvmcwEfIZz', 'UB')
('AC12058-2022-11-01-2988','A166-18','MpyoKYBNinIJJSZn', 'SU')
('AC12058-2022-11-01-2989','A167-1','juddpNk', 'LB')
('AC12058-2022-11-01-2990','A167-2','UvprmPqTz', 'LB')
('SL12058-2022-11-01-2966','S124-14','GIJqHKUZlEZwfe', 'UB')
('AC04652-2022-11-02-2970','A165-18','uLsIqdxzMvj', 'SU')
('SL04652-2022-11-01-3021','S126-21','EM', 'MB')
('AC22517-2022-11-02-3060','A170-18','EQrnn', 'SU')
('AC22517-2022-11-02-3063','A171-3','GaJknWY', 'UB')
('SL12058-2022-11-01-2981','S125-5','TrVJg', 'MB')
('SL04652-2022-11-01-3024','S126-24','TsrrqkX', 'SU')
('AC04652-2022-11-01-3035','A169-11','SlSSCcvBmy', 'SL')
('SL04652-2022-11-01-3025','S127-1','cZpLiqhuOqNcV', 'LB')
('AC22517-2022-11-01-2852','A159-8','Oc', 'LB')
('SL12058-2022-11-01-2984','S125-8','iXtDDzbtRHtbj', 'SU')
('AC04652-2022-11-02-2982','A166-12','IRkqiGWpKFoxEN', 'SU')
('SL22517-2022-11-02-3060','S128-12','WaBgYcJLeJprgNow', 'LB')
('AC04652-2022-11-02-2985','A166-15','aCTivPVHoZjFRJ', 'UB')
('SL04652-2022-11-02-2957','S124-5','epOeFprjYbrfanp', 'MB')
('AC22517-2022-11-02-3074','A171-14','nYFfQcyYlGy', 'LB')
('SL12058-2022-11-01-2994','S125-18','QNhJyIkSuIV', 'MB')
('AC04652-2022-11-01-3052','A170-10','FkhoUz', 'UB')
('AC22517-2022-11-01-2872','A160-10','tIwiRLPjcplJQULK', 'UB')
('AC04652-2022-11-02-3008','A168-2','IpknYJBswmOFx', 'LB')
('AC22517-2022-11-01-2884','A161-4','wt', 'UB')
('AC22517-2022-11-01-2885','A161-5','jXqUKeuCVYpiy', 'SL')
('SL04652-2022-11-01-3052','S128-4','gmhXf', 'LB')
('AC22517-2022-11-02-3103','A173-7','MTOvNB', 'LB')
('AC04652-2022-11-01-3063','A171-3','wKDvo', 'UB')
('AC22517-2022-11-02-3107','A173-11','LkKatZDoEI', 'SL')
('SL04652-2022-11-01-3062','S128-14','kMMOaZzPLzhs', 'UB')
('SL04652-2022-11-02-2989','S125-13','mLRUalSKyC', 'MB')
('SL22517-2022-11-01-3055','S128-7','LHdAfZeCREMDRPs', 'SL')
('AC04652-2022-11-02-3020','A168-14','yVobzQQKWGAEmKIW', 'LB')
('SL12058-2022-11-01-3029','S127-5','IHCFbIR', 'MB')
('SL04652-2022-11-02-2992','S125-16','H', 'SU')
('SL22517-2022-11-02-3094','S129-22','nTgWKexd', 'UB')
('SL04652-2022-11-01-3109','S130-13','WMB', 'MB')
('AC22517-2022-11-02-3159','A176-9','la', 'UB')
('AC22517-2022-11-01-2936','A164-2','qqPYlxToef', 'LB')
('AC04652-2022-11-02-3064','A171-4','WARNje', 'UB')
('AC12058-2022-11-01-3089','A172-11','moDMSLrukpYIrnrX', 'SL')
('AC04652-2022-11-02-3069','A171-9','sJYqMurhIf', 'UB')
('SL04652-2022-11-01-3125','S131-5','xjbBElE', 'MB')
('SL12058-2022-11-01-3069','S128-21','qcXaKIYYzAWyLvg', 'MB')
('AC22517-2022-11-01-2955','A165-3','CS', 'UB')
('SL04652-2022-11-02-3056','S128-8','noFnOmVkR', 'SU')
('AC04652-2022-11-01-3124','A174-10','RJJ', 'UB')
('SL04652-2022-11-01-3132','S131-12','CkzLft', 'LB')
('AC12058-2022-11-01-3105','A173-9','fursKvEQA', 'UB')
('AC04652-2022-11-01-3128','A174-14','UryfoRev', 'LB')
('SL22517-2022-11-02-3152','S132-8','dM', 'SU')
('AC22517-2022-11-01-2963','A165-11','nRglfnEnDJq', 'SL')
('AC22517-2022-11-02-3180','A177-12','JlWpnWY', 'SU')
('SL12058-2022-11-01-3079','S129-7','CMyhEazVNkCrW', 'SL')
('SL22517-2022-11-01-3118','S130-22','uCbgKTFXpiudZX', 'UB')
('AC22517-2022-11-02-3182','A177-14','WeIQ', 'LB')
('SL22517-2022-11-01-3121','S131-1','SaGrwfBooyqOqg', 'LB')
('SL22517-2022-11-02-3162','S132-18','R', 'MB')
('SL04652-2022-11-02-3071','S128-23','AdRRPjMLjA', 'SL')
('SL22517-2022-11-01-3123','S131-3','raUSpObbw', 'UB')
('SL04652-2022-11-02-3074','S129-2','chZo', 'MB')
('AC12058-2022-11-01-3115','A174-1','sArCHiiwlBYFac', 'LB')
('AC12058-2022-11-01-3116','A174-2','nbbmm', 'LB')
('AC22517-2022-11-02-3187','A178-1','XZDy', 'LB')
('AC22517-2022-11-02-3188','A178-2','crlIt', 'LB')
('SL22517-2022-11-02-3171','S133-3','PWLbILQ', 'UB')
('SL22517-2022-11-02-3172','S133-4','kUrjylYtbRBCcIog', 'LB')
('AC12058-2022-11-01-3125','A174-11','lIrIzkMBR', 'SL')
('AC22517-2022-11-01-2979','A166-9','YRCqUirdEuspXKvm', 'UB')
('SL04652-2022-11-02-3087','S129-15','EKtPGFWiGbEqdXlt', 'SL')
('AC22517-2022-11-01-2981','A166-11','CGlOdeoz', 'SL')
('AC12058-2022-11-01-3149','A175-17','gQlnLzyfM', 'SL')
('AC12058-2022-11-01-3150','A175-18','TGIerRL', 'SU')
('AC22517-2022-11-02-3214','A179-10','lOwOZjgKNLuy', 'UB')
('AC04652-2022-11-01-3163','A176-13','mrJr', 'LB')
('AC12058-2022-11-01-3151','A176-1','odjmMHduGS', 'LB')
('AC04652-2022-11-02-3135','A175-3','FNkMgxQJnyftP', 'UB')
('AC04652-2022-11-01-3165','A176-15','VM', 'UB')
('SL04652-2022-11-01-3178','S133-10','AgNlQ', 'MB')
('AC04652-2022-11-02-3136','A175-4','FWzprmqUJQ', 'UB')
('SL04652-2022-11-01-3181','S133-13','v', 'MB')
('SL22517-2022-11-01-3172','S133-4','MbWX', 'LB')
('AC22517-2022-11-01-3016','A168-10','pRNeVwzyyEFNS', 'UB')
('AC22517-2022-11-02-3226','A180-4','b', 'UB')
('AC22517-2022-11-01-3018','A168-12','ujBRnIZ', 'SU')
('SL22517-2022-11-01-3177','S133-9','TXpYtBcMubvwsWC', 'LB')
('AC22517-2022-11-02-3229','A180-7','llKNr', 'LB')
('AC04652-2022-11-01-3173','A177-5','OsfadL', 'SL')
('AC04652-2022-11-01-3175','A177-7','ErY', 'LB')
('SL04652-2022-11-02-3132','S131-12','qm', 'LB')
('SL22517-2022-11-01-3189','S133-21','mdC', 'MB')
('AC12058-2022-11-01-3171','A177-3','URJSj', 'UB')
('AC22517-2022-11-01-3033','A169-9','Slvz', 'UB')
('SL22517-2022-11-02-3217','S135-1','MCw', 'LB')
('AC04652-2022-11-02-3155','A176-5','JOYtb', 'SL')
('AC22517-2022-11-02-3247','A181-7','NXLwlqIZbrrxVLy', 'LB')
('SL04652-2022-11-01-3202','S134-10','wiTnWrzbwyRel', 'MB')
('SL04652-2022-11-02-3137','S131-17','mbeajsSzxxUevsy', 'LB')
('SL22517-2022-11-02-3221','S135-5','qwfCnkFGIAwM', 'MB')
('AC04652-2022-11-01-3190','A178-4','S', 'UB')
('SL04652-2022-11-02-3140','S131-20','JREsqVnqcLMa', 'LB')
('SL04652-2022-11-02-3141','S131-21','tpzbNSEoqhr', 'MB')
('SL12058-2022-11-01-3130','S131-10','PiIRpbOUdIeFZB', 'MB')
('SL22517-2022-11-02-3223','S135-7','HLfqJDqflSe', 'SL')
('AC04652-2022-11-02-3157','A176-7','hC', 'LB')
('AC04652-2022-11-02-3159','A176-9','ZqmNriHv', 'UB')
('SL22517-2022-11-02-3226','S135-10','YkxQnIDoftq', 'MB')
('AC04652-2022-11-01-3198','A178-12','WLSrFJsmdheUTU', 'SU')
('SL22517-2022-11-01-3210','S134-18','MwHgLgxTiH', 'MB')
('AC12058-2022-11-01-3188','A178-2','hmD', 'LB')
