('SL12058-2022-11-01-175','S8-7','dXKgfuSBDPKiDjI', 'SL')
('AC22517-2022-11-02-1809','A101-9','GiWdVRWFKpCOq', 'UB')
('SL12058-2022-11-01-1789','S75-13','KGL', 'MB')
('SL22517-2022-11-01-1835','S77-11','DnAGlgD', 'UB')
('AC22517-2022-11-02-1820','A102-2','g', 'LB')
('SL04652-2022-11-02-1838','S77-14','mUklZZ', 'UB')
('AC04652-2022-11-01-1896','A106-6','w', 'SU')
('AC04652-2022-11-01-1897','A106-7','QWjDxAQBSlP', 'LB')
('AC22517-2022-11-01-1868','A104-14','pKeF', 'LB')
('SL04652-2022-11-02-1841','S77-17','HeYxPNJvg', 'LB')
('AC22517-2022-11-02-1825','A102-7','BgGoHVeRegN', 'LB')
('SL04652-2022-11-02-1843','S77-19','eWvzWccTdN', 'UB')
('SL22517-2022-11-02-1829','S77-5','s', 'MB')
('AC22517-2022-11-01-1871','A104-17','EiGWYDqMjOFwt', 'SL')
('SL04652-2022-11-02-1845','S77-21','TvkbKb', 'MB')
('SL04652-2022-11-02-1846','S77-22','gHjPBSasncZFc', 'UB')
('SL04652-2022-11-02-1847','S77-23','qxEECd', 'SL')
('AC22517-2022-11-01-1872','A104-18','Kqr', 'SU')
('AC04652-2022-11-02-1851','A103-15','XCuLAn', 'UB')
('SL04652-2022-11-01-1838','S77-14','sRZqdMU', 'UB')
('AC12058-2022-11-01-1830','A102-12','XzrE', 'SU')
('AC22517-2022-11-02-1830','A102-12','MrbXyA', 'SU')
('SL12058-2022-11-01-1830','S77-6','KSoP', 'UB')
('SL22517-2022-11-02-1849','S78-1','SpmYeqSZxItUwTah', 'LB')
('SL04652-2022-11-02-1861','S78-13','RDteGMXcDXnL', 'MB')
('AC22517-2022-11-01-1898','A106-8','TXKkEOGYRSwUmz', 'LB')
('SL22517-2022-11-01-1877','S79-5','SiHyeaHuQ', 'MB')
('AC04652-2022-11-02-1866','A104-12','eNwMDTyKF', 'SU')
('SL22517-2022-11-01-1879','S79-7','dLTpml', 'SL')
('AC22517-2022-11-02-1851','A103-15','h', 'UB')
('AC22517-2022-11-01-1905','A106-15','Fmycyoe', 'UB')
('SL22517-2022-11-01-1883','S79-11','PDlpINfa', 'UB')
('AC12058-2022-11-01-1852','A103-16','tJqrA', 'UB')
('AC22517-2022-11-01-1908','A106-18','FZE', 'SU')
('SL22517-2022-11-01-1887','S79-15','JdlXy', 'SL')
('AC12058-2022-11-01-1854','A103-18','OInfHxdvnrMHITY', 'SU')
('SL04652-2022-11-01-1860','S78-12','xrovnZ', 'LB')
('SL22517-2022-11-01-1890','S79-18','zucIOo', 'MB')
('AC12058-2022-11-01-1857','A104-3','f', 'UB')
('AC22517-2022-11-02-1858','A104-4','qeP', 'UB')
('SL12058-2022-11-01-1852','S78-4','YPbOeblnuK', 'LB')
('AC12058-2022-11-01-1861','A104-7','KOTYsvhU', 'LB')
('SL04652-2022-11-01-1865','S78-17','Jz', 'LB')
('AC22517-2022-11-01-1920','A107-12','R', 'SU')
('SL22517-2022-11-01-1904','S80-8','HeZfgtdRJBEmBF', 'SU')
('AC22517-2022-11-01-1926','A107-18','OYWvJSeESLn', 'SU')
('SL04652-2022-11-02-1897','S80-1','YowBZKDlsZgbheT', 'LB')
('AC12058-2022-11-01-1871','A104-17','qqWIPVqxyvvG', 'SL')
('SL04652-2022-11-02-1899','S80-3','LifDnrzGVIP', 'UB')
('AC22517-2022-11-02-1868','A104-14','rGM', 'LB')
('SL04652-2022-11-01-1878','S79-6','QMU', 'UB')
('AC22517-2022-11-02-1872','A104-18','IuFKjwHDoWQzeM', 'SU')
('SL12058-2022-11-01-1916','S80-20','wukKhBNOYW', 'LB')
('SL22517-2022-11-01-1966','S82-22','EmlwiEY', 'UB')
('SL12058-2022-11-01-1919','S80-23','ZhoWnvO', 'SL')
('SL12058-2022-11-01-1920','S80-24','CMs', 'SU')
('SL04652-2022-11-01-1939','S81-19','AXZnLbVSsg', 'UB')
('SL22517-2022-11-02-1940','S81-20','EHQVPcDofbwHElHI', 'LB')
('SL22517-2022-11-01-1973','S83-5','s', 'MB')
('AC12058-2022-11-01-1928','A108-2','tVlWStt', 'LB')
('SL12058-2022-11-01-1932','S81-12','vUFxppXUwR', 'LB')
('SL12058-2022-11-01-1933','S81-13','BRfDzCykBtnGwPO', 'MB')
('SL04652-2022-11-02-1975','S83-7','WTuMosLHlqnJja', 'SL')
('AC12058-2022-11-01-1930','A108-4','qiWrKAkn', 'UB')
('AC04652-2022-11-02-1966','A110-4','uxRqJt', 'UB')
('AC04652-2022-11-01-2038','A114-4','nfxax', 'UB')
('AC12058-2022-11-01-1938','A108-12','nGjUvwQa', 'SU')
('SL04652-2022-11-02-1979','S83-11','VbZQKaY', 'UB')
('AC12058-2022-11-01-1940','A108-14','GMJsmixRKtHF', 'LB')
('SL04652-2022-11-01-1958','S82-14','DfebnXqvpOCIHaB', 'UB')
('AC12058-2022-11-01-1942','A108-16','rPCNyFnCVNU', 'UB')
('AC22517-2022-11-01-2006','A112-8','jvlHXRFYNmuPd', 'LB')
('AC12058-2022-11-01-1946','A109-2','EJPHZuoMcukoCMCT', 'LB')
('AC22517-2022-11-02-1956','A109-12','anzfIOJalpxYwi', 'SU')
('AC22517-2022-11-01-2019','A113-3','VpmQs', 'UB')
('SL04652-2022-11-02-1991','S83-23','fKnWeA', 'SL')
('SL22517-2022-11-02-1965','S82-21','wmFMfKBMTS', 'MB')
('AC22517-2022-11-01-2021','A113-5','XeJHARsVWFdFC', 'SL')
('AC22517-2022-11-01-2062','A115-10','xKwndRKhiXTvZ', 'UB')
('SL12058-2022-11-01-2056','S86-16','zZwt', 'SU')
('AC12058-2022-11-01-2073','A116-3','AymBUOnS', 'UB')
('AC22517-2022-11-02-2078','A116-8','UZiDjgNQmd', 'LB')
('SL04652-2022-11-01-2069','S87-5','iXO', 'MB')
('AC04652-2022-11-02-2082','A116-12','wbokZmrzXaCwIOwu', 'SU')
('AC22517-2022-11-02-2082','A116-12','xlIthrDuPVwgbuMS', 'SU')
('SL04652-2022-11-01-2073','S87-9','vfHvAvspboBorJIe', 'LB')
('SL04652-2022-11-02-2108','S88-20','IFjh', 'LB')
('AC12058-2022-11-01-2086','A116-16','fobLsdOtA', 'UB')
('SL04652-2022-11-02-2114','S89-2','bcMtvaGFioaM', 'MB')
('AC22517-2022-11-01-2132','A119-8','wjemsIaV', 'LB')
('SL04652-2022-11-02-2117','S89-5','y', 'MB')
('AC04652-2022-11-01-2192','A122-14','ZETyCzto', 'LB')
('SL22517-2022-11-01-2125','S89-13','phYa', 'MB')
('SL04652-2022-11-02-2133','S89-21','CUcbGqDyDJRfu', 'MB')
('AC22517-2022-11-01-2146','A120-4','yXUQSWE', 'UB')
('AC22517-2022-11-01-2147','A120-5','U', 'SL')
('AC12058-2022-11-01-2103','A117-15','COxIntYZ', 'UB')
('AC22517-2022-11-02-2102','A117-14','cmRTwel', 'LB')
('AC04652-2022-11-01-2201','A123-5','sAkBgkXnUsaV', 'SL')
('AC22517-2022-11-01-2154','A120-12','BwETLTPJGF', 'SU')
('SL04652-2022-11-01-2097','S88-9','TRZMeM', 'LB')
('AC12058-2022-11-01-2147','A120-5','zlaUitD', 'SL')
('SL22517-2022-11-01-2176','S91-16','mqurFgRZedl', 'SU')
('AC22517-2022-11-02-2171','A121-11','skey', 'SL')
('SL12058-2022-11-01-2137','S90-1','wsXcZLORzmcjdSJe', 'LB')
('AC22517-2022-11-01-2214','A123-18','dPYlTdsGG', 'SU')
('AC22517-2022-11-02-2174','A121-14','LAecBIx', 'LB')
('AC04652-2022-11-02-2191','A122-13','hAnnQCAWMgzUzSG', 'LB')
('AC22517-2022-11-02-2199','A123-3','ZiFtYpLZcTOaeErC', 'UB')
('AC12058-2022-11-01-2188','A122-10','QtQaZ', 'UB')
('SL04652-2022-11-02-2231','S93-23','HrvNCecGCDe', 'SL')
('SL12058-2022-11-01-2173','S91-13','dUBLeXuRHvwnyqEe', 'MB')
('AC22517-2022-11-02-2226','A124-12','slzH', 'SU')
('SL04652-2022-11-01-2204','S92-20','wuFJKTKY', 'LB')
('SL22517-2022-11-01-2248','S94-16','EtIArYmvuOkcBh', 'SU')
('SL12058-2022-11-01-2198','S92-14','X', 'UB')
('AC22517-2022-11-01-2284','A127-16','cKGpPvtthus', 'UB')
('SL04652-2022-11-01-2214','S93-6','sjqIoYiF', 'UB')
('AC22517-2022-11-01-2286','A127-18','ybLoIK', 'SU')
('SL12058-2022-11-01-2202','S92-18','BpMQLQVAqJTjiCf', 'MB')
('AC04652-2022-11-01-2340','A130-18','WGWTbbISUeubt', 'SU')
('SL04652-2022-11-02-2256','S94-24','IzTNn', 'SU')
('SL12058-2022-11-01-2212','S93-4','oTYaYRFW', 'LB')
('AC12058-2022-11-01-2225','A124-11','bGTltSt', 'SL')
('AC22517-2022-11-01-2319','A129-15','hYmvsvniE', 'UB')
('SL12058-2022-11-01-2244','S94-12','OwUVu', 'LB')
('AC04652-2022-11-02-2322','A129-18','pzwxTJbGYPtp', 'SU')
('SL22517-2022-11-01-2320','S97-16','GZUxfR', 'SU')
('AC04652-2022-11-01-2427','A135-15','zYVJZUlFJCEWDS', 'UB')
('AC22517-2022-11-01-2376','A132-18','NlhLrysHdks', 'SU')
('AC22517-2022-11-02-2317','A129-13','uTyakxdq', 'LB')
('SL22517-2022-11-01-2328','S97-24','amJdwcoaO', 'SU')
('SL04652-2022-11-01-2293','S96-13','hL', 'MB')
('AC04652-2022-11-02-2340','A130-18','gcdeCyRQCuGiD', 'SU')
('AC12058-2022-11-01-2344','A131-4','hlgbDeRHVTqzcMZV', 'UB')
('SL22517-2022-11-01-2371','S99-19','hWIWLTk', 'UB')
('SL04652-2022-11-01-2335','S98-7','ExRvjVaiNoadZo', 'SL')
('AC04652-2022-11-02-2378','A133-2','rtLhoS', 'LB')
('SL12058-2022-11-01-2335','S98-7','GWaFHKavlwWSrzpr', 'SL')
('SL22517-2022-11-01-2397','S100-21','Kb', 'MB')
('SL22517-2022-11-01-2398','S100-22','MdqOQUZ', 'UB')
('AC12058-2022-11-01-2373','A132-15','FEvlKjXN', 'UB')
('SL22517-2022-11-02-2380','S100-4','pXxXOQOUeEGFUFz', 'LB')
('SL12058-2022-11-01-2341','S98-13','JbAVeIoaYGKuNtz', 'MB')
('SL04652-2022-11-02-2397','S100-21','veFpvvwHacCSOx', 'MB')
('AC04652-2022-11-02-2400','A134-6','KusbASTYaS', 'SU')
('AC22517-2022-11-01-2441','A136-11','RDvAeUp', 'SL')
('AC04652-2022-11-01-2512','A140-10','vKaLKZTFAy', 'UB')
('SL04652-2022-11-01-2368','S99-16','XVW', 'SU')
('SL04652-2022-11-02-2405','S101-5','bZNwOCWsZxoKPvV', 'MB')
('SL12058-2022-11-01-2349','S98-21','NoFmOZIMnvWf', 'MB')
('AC04652-2022-11-02-2407','A134-13','SeJPRHwm', 'LB')
('AC04652-2022-11-02-2408','A134-14','MmaUNBx', 'LB')
('SL04652-2022-11-02-2413','S101-13','FCTByRhAfDSLOAXl', 'MB')
('SL22517-2022-11-01-2419','S101-19','NjvwMUHRyWSatyPB', 'UB')
('SL04652-2022-11-01-2394','S100-18','KyFmIIA', 'MB')
('AC04652-2022-11-02-2420','A135-8','YFiLLxKvJKzElj', 'LB')
('AC04652-2022-11-02-2475','A138-9','JKacwUgAYpSKwLov', 'UB')
('AC22517-2022-11-02-2464','A137-16','poUoHyC', 'UB')
('SL22517-2022-11-01-2488','S104-16','otaNxbng', 'SU')
('AC22517-2022-11-02-2466','A137-18','pgHAwbqCRNROiZH', 'SU')
('SL04652-2022-11-01-2435','S102-11','kTKwFZxAGwcgA', 'UB')
('SL12058-2022-11-01-2425','S102-1','qKSoo', 'LB')
('AC12058-2022-11-01-2474','A138-8','GQnIaohZoz', 'LB')
('SL22517-2022-11-02-2455','S103-7','vIYuDpfkWwrESs', 'SL')
('AC22517-2022-11-02-2471','A138-5','UVUUHspihJLzVC', 'SL')
('SL04652-2022-11-01-2446','S102-22','UemhFYiqPqPPJNr', 'UB')
('AC12058-2022-11-01-2478','A138-12','CePumjzcqlDNM', 'SU')
('AC04652-2022-11-01-2597','A145-5','KYCsh', 'SL')
('AC22517-2022-11-02-2477','A138-11','JJdDjFKDmWnIfa', 'SL')
('AC22517-2022-11-02-2478','A138-12','LjVsXLTI', 'SU')
('AC04652-2022-11-02-2499','A139-15','wJrByRxYXjw', 'UB')
('AC22517-2022-11-02-2479','A138-13','kbXOPLCLZH', 'LB')
('AC22517-2022-11-02-2480','A138-14','jhmbggfkjBv', 'LB')
('SL12058-2022-11-01-2443','S102-19','qnIoxpQslzRnrH', 'UB')
('SL04652-2022-11-02-2507','S105-11','CYJJ', 'UB')
('SL22517-2022-11-01-2548','S107-4','TIKUNhu', 'LB')
('SL04652-2022-11-02-2542','S106-22','gBbVTJTrJzrKqbO', 'UB')
('SL04652-2022-11-02-2543','S106-23','mkT', 'SL')
('SL04652-2022-11-02-2557','S107-13','PIJEZ', 'MB')
('SL22517-2022-11-01-2567','S107-23','EBzzfoCwvVNXt', 'SL')
('SL04652-2022-11-02-2559','S107-15','jPgIKhYCo', 'SL')
('AC12058-2022-11-01-2535','A141-15','NlhDftUglcBkdEXj', 'UB')
('AC22517-2022-11-02-2532','A141-12','TzUMHxINWYHudcO', 'SU')
('AC12058-2022-11-01-2536','A141-16','jhjhIyV', 'UB')
('SL12058-2022-11-01-2498','S105-2','tsegYo', 'MB')
('AC04652-2022-11-01-2657','A148-11','NHPy', 'SL')
('SL12058-2022-11-01-2499','S105-3','rPdIgzxk', 'UB')
('SL22517-2022-11-02-2511','S105-15','hwHFYZoQqqqj', 'SL')
('AC04652-2022-11-02-2551','A142-13','aYZyBraCpdsZl', 'LB')
('SL12058-2022-11-01-2501','S105-5','ehPUpdhzd', 'MB')
('SL22517-2022-11-02-2514','S105-18','jKyA', 'MB')
('AC12058-2022-11-01-2539','A142-1','MfEY', 'LB')
('AC12058-2022-11-01-2540','A142-2','iDlZZ', 'LB')
('SL04652-2022-11-02-2561','S107-17','b', 'LB')
('SL04652-2022-11-01-2520','S105-24','NFcoDgpd', 'SU')
('SL04652-2022-11-02-2563','S107-19','J', 'UB')
('SL04652-2022-11-01-2521','S106-1','DeZhVwOIsKTu', 'LB')
('AC22517-2022-11-02-2540','A142-2','asNCjFYanjMhED', 'LB')
('AC12058-2022-11-01-2544','A142-6','M', 'SU')
('AC22517-2022-11-02-2541','A142-3','wfXX', 'UB')
('AC22517-2022-11-02-2543','A142-5','X', 'SL')
('AC04652-2022-11-01-2667','A149-3','AAHMMsHGsgH', 'UB')
('SL12058-2022-11-01-2513','S105-17','LakZNPgzvza', 'LB')
('SL22517-2022-11-02-2521','S106-1','djSAg', 'LB')
('AC22517-2022-11-01-2603','A145-11','tfw', 'SL')
('SL04652-2022-11-02-2575','S108-7','VbKSuGFRlCiun', 'SL')
('AC04652-2022-11-01-2671','A149-7','JuWhWyQZp', 'LB')
('SL22517-2022-11-01-2585','S108-17','VpaMCMRSdRVeZkOu', 'LB')
('SL22517-2022-11-02-2525','S106-5','ePmPPcHdqatC', 'MB')
('AC04652-2022-11-02-2567','A143-11','TrNzZRSR', 'SL')
('SL04652-2022-11-01-2541','S106-21','BGYj', 'MB')
('AC22517-2022-11-01-2616','A146-6','gR', 'SU')
('AC22517-2022-11-01-2629','A147-1','vP', 'LB')
('AC22517-2022-11-01-2630','A147-2','erYvUi', 'LB')
('SL22517-2022-11-01-2605','S109-13','TzUPy', 'MB')
('AC12058-2022-11-01-2569','A143-13','JSseKVDIhGfWF', 'LB')
('AC12058-2022-11-01-2570','A143-14','WdvyzpvnzYbhy', 'LB')
('SL12058-2022-11-01-2550','S107-6','rXKMs', 'UB')
('AC22517-2022-11-02-2574','A143-18','tVksgSEK', 'SU')
('AC22517-2022-11-01-2635','A147-7','chtaQ', 'LB')
('SL22517-2022-11-02-2550','S107-6','qoDAYOUWNbN', 'UB')
('AC22517-2022-11-02-2586','A144-12','MW', 'SU')
('AC04652-2022-11-02-2598','A145-6','wzYFtKGtjXMlYpMI', 'SU')
('SL22517-2022-11-02-2561','S107-17','BjSPkHGgykmzfRYJ', 'LB')
('SL04652-2022-11-01-2568','S107-24','tqEYLMdpjzk', 'SU')
('SL04652-2022-11-02-2618','S110-2','lSINgnb', 'MB')
('AC04652-2022-11-02-2607','A145-15','jcgb', 'UB')
('AC22517-2022-11-01-2661','A148-15','IbBozv', 'UB')
('SL22517-2022-11-01-2630','S110-14','tXKxmIXtGCmGMk', 'UB')
('SL12058-2022-11-01-2609','S109-17','LAOKgs', 'LB')
('AC04652-2022-11-02-2653','A148-7','cCZfxIXfcXDlkK', 'LB')
('SL04652-2022-11-02-2660','S111-20','eCnvonSVpMwDqv', 'LB')
('SL22517-2022-11-02-2604','S109-12','DpNoeshzoTqcOA', 'LB')
('SL12058-2022-11-01-2613','S109-21','oAdeaoSJeAvLG', 'MB')
('SL04652-2022-11-02-2667','S112-3','tAzcJRlEAF', 'UB')
('SL04652-2022-11-01-2634','S110-18','ELfZKOj', 'MB')
('AC04652-2022-11-01-2763','A154-9','oZDDHkGf', 'UB')
('SL04652-2022-11-01-2637','S110-21','FwpFD', 'MB')
('SL22517-2022-11-02-2619','S110-3','XcaxARrmgHQewhQ', 'UB')
('SL22517-2022-11-02-2621','S110-5','hMssdXBkkJHmApAY', 'MB')
('AC22517-2022-11-01-2716','A151-16','sUjVhiRSixWpq', 'UB')
('AC12058-2022-11-01-2644','A147-16','BLbi', 'UB')
('SL04652-2022-11-01-2645','S111-5','MDxDGEfSUFAxo', 'MB')
('SL12058-2022-11-01-2632','S110-16','FZbTtQIa', 'SU')
('SL12058-2022-11-01-2633','S110-17','bXwzOQLTYZdG', 'LB')
('SL04652-2022-11-01-2649','S111-9','NYec', 'LB')
('AC22517-2022-11-01-2734','A152-16','QnFfpsbiByixIY', 'UB')
('SL04652-2022-11-01-2660','S111-20','IzPIk', 'LB')
('AC04652-2022-11-02-2685','A150-3','MbgPpgmZTRi', 'UB')
('AC04652-2022-11-01-2792','A156-2','TyzxvGmMQNIIMyes', 'LB')
('SL22517-2022-11-01-2718','S114-6','gXoOXjH', 'UB')
('AC04652-2022-11-01-2812','A157-4','RPqWVHgzBEOzsU', 'UB')
('SL04652-2022-11-01-2685','S112-21','evbz', 'MB')
('AC22517-2022-11-01-2763','A154-9','XdrwZIPeWA', 'UB')
('AC04652-2022-11-02-2706','A151-6','MkVaB', 'SU')
('AC22517-2022-11-02-2704','A151-4','KWjYSQJ', 'UB')
('SL22517-2022-11-02-2671','S112-7','qMrfNip', 'SL')
('AC04652-2022-11-02-2715','A151-15','aJLVqnecY', 'UB')
('SL22517-2022-11-02-2676','S112-12','HiGeeoxcKGeGDm', 'LB')
('AC22517-2022-11-02-2714','A151-14','LDsOCglBtKWFh', 'LB')
('AC04652-2022-11-01-2820','A157-12','LUNymNYQdniSdAR', 'SU')
('SL12058-2022-11-01-2671','S112-7','rPz', 'SL')
('SL12058-2022-11-01-2672','S112-8','f', 'SU')
('SL22517-2022-11-02-2679','S112-15','hzxtTwAKRTcAvmBE', 'SL')
('AC12058-2022-11-01-2683','A150-1','wZgDGYLTzRKdzlR', 'LB')
('AC22517-2022-11-01-2786','A155-14','XByCpvufxvsRJNEQ', 'LB')
('SL04652-2022-11-02-2739','S115-3','CHi', 'UB')
('SL22517-2022-11-01-2757','S115-21','OqUkdvKpuDnbgs', 'MB')
('AC12058-2022-11-01-2692','A150-10','yVLFElCYwBV', 'UB')
('SL22517-2022-11-01-2759','S115-23','CDTIUv', 'SL')
('SL22517-2022-11-01-2760','S115-24','wfOkbqzFkd', 'SU')
('AC12058-2022-11-01-2728','A152-10','lp', 'UB')
('AC12058-2022-11-01-2729','A152-11','StvV', 'SL')
('AC04652-2022-11-02-2776','A155-4','ugDqWNQnRB', 'UB')
('SL04652-2022-11-01-2758','S115-22','XtsRXUXHpwEmc', 'UB')
('SL22517-2022-11-02-2732','S114-20','clbDpa', 'LB')
('AC04652-2022-11-01-2889','A161-9','e', 'UB')
('AC04652-2022-11-01-2893','A161-13','hkr', 'LB')
('AC04652-2022-11-02-2789','A155-17','Q', 'SL')
('SL22517-2022-11-01-2807','S117-23','SHLkOVzwPrhLPU', 'SL')
('AC22517-2022-11-01-2864','A160-2','TrYiOIZD', 'LB')
('SL22517-2022-11-02-2754','S115-18','RtsmFFeDnBzWhID', 'MB')
('SL04652-2022-11-02-2821','S118-13','OVlRBcGf', 'MB')
('AC22517-2022-11-01-2878','A160-16','jKCsqGpMfyzsPnO', 'UB')
('AC22517-2022-11-02-2809','A157-1','avEJIAfSrsyMBelR', 'LB')
('SL22517-2022-11-01-2824','S118-16','eKbKDqkOSZoHbY', 'SU')
('AC22517-2022-11-02-2811','A157-3','EJrB', 'UB')
('AC04652-2022-11-02-2806','A156-16','gwhHeo', 'UB')
('AC22517-2022-11-02-2814','A157-6','MeAziFFVGKAp', 'SU')
('AC12058-2022-11-01-2764','A154-10','GgunhEepaxcGEv', 'UB')
('AC04652-2022-11-01-2919','A163-3','P', 'UB')
('AC04652-2022-11-01-2920','A163-4','ODPqMoESZiNFTkv', 'UB')
('SL22517-2022-11-02-2768','S116-8','qd', 'SU')
('AC22517-2022-11-01-2884','A161-4','OPcE', 'UB')
('AC22517-2022-11-01-2898','A161-18','rwuoA', 'SU')
('AC22517-2022-11-02-2834','A158-8','yqrxBNaTFSPf', 'LB')
('AC12058-2022-11-01-2796','A156-6','N', 'SU')
('AC22517-2022-11-02-2838','A158-12','cilBPhFxZJ', 'SU')
('SL22517-2022-11-01-2853','S119-21','LCVUcsTU', 'MB')
('SL04652-2022-11-02-2854','S119-22','BCCPjMxlGM', 'UB')
('SL04652-2022-11-02-2858','S120-2','rsVgi', 'MB')
('SL22517-2022-11-02-2794','S117-10','XZlCRk', 'MB')
('AC12058-2022-11-01-2808','A156-18','tzUrDr', 'SU')
('SL22517-2022-11-01-2860','S120-4','A', 'LB')
('AC12058-2022-11-01-2810','A157-2','MAhTn', 'LB')
('AC12058-2022-11-01-2812','A157-4','EXCFo', 'UB')
('AC12058-2022-11-01-2813','A157-5','QnVro', 'SL')
('SL04652-2022-11-01-2838','S119-6','IjQZwFqzTYIWAGf', 'UB')
('SL22517-2022-11-02-2809','S118-1','xGpNBWFLiAgD', 'LB')
('AC04652-2022-11-01-2976','A166-6','Xvfm', 'SU')
('SL22517-2022-11-02-2819','S118-11','jiDnWbxQjhXRZT', 'UB')
('AC12058-2022-11-01-2827','A158-1','LMVjMKdi', 'LB')
('SL04652-2022-11-01-2854','S119-22','IJ', 'UB')
('SL22517-2022-11-02-2827','S118-19','SjMMKGp', 'UB')
('AC12058-2022-11-01-2829','A158-3','sJTZrNaZS', 'UB')
('SL04652-2022-11-02-2890','S121-10','zZewUoozAedS', 'MB')
('AC12058-2022-11-01-2833','A158-7','FyxHcYtcwGH', 'LB')
('SL04652-2022-11-02-2892','S121-12','aBEAWZl', 'LB')
('SL04652-2022-11-02-2894','S121-14','OEmteeXcIvwxe', 'UB')
('SL22517-2022-11-02-2832','S118-24','L', 'SU')
('SL04652-2022-11-01-2863','S120-7','hLbr', 'SL')
('SL04652-2022-11-02-2946','S123-18','qWUPv', 'MB')
('AC04652-2022-11-02-2903','A162-5','rCWNTI', 'SL')
('SL22517-2022-11-02-2886','S121-6','jYSflEIyuVNDhr', 'UB')
('AC04652-2022-11-01-3036','A169-12','SsyeZ', 'SU')
('AC22517-2022-11-02-2925','A163-9','nQsDxt', 'UB')
('SL22517-2022-11-02-2891','S121-11','uSJH', 'UB')
('SL04652-2022-11-02-2973','S124-21','ZPmbSBIpuFWgvmV', 'MB')
('AC04652-2022-11-02-2918','A163-2','XjzEAlQXRGAaD', 'LB')
('AC22517-2022-11-01-3002','A167-14','bFKlHi', 'LB')
('SL04652-2022-11-02-2986','S125-10','dbDFNPAh', 'MB')
('AC22517-2022-11-01-3004','A167-16','ijPI', 'UB')
('SL12058-2022-11-01-2868','S120-12','IayCetBOFsXedy', 'LB')
('AC04652-2022-11-02-2930','A163-14','UAzNltOPRoNOSEnJ', 'LB')
('SL04652-2022-11-01-2952','S123-24','mbPuCKl', 'SU')
('SL12058-2022-11-01-2877','S120-21','zPsj', 'MB')
('SL12058-2022-11-01-2906','S122-2','aoxDgCBNv', 'MB')
('AC04652-2022-11-01-3116','A174-2','hKXZYnhjOqZgu', 'LB')
('SL22517-2022-11-02-2976','S124-24','ypohy', 'SU')
('SL04652-2022-11-01-3005','S126-5','zaNDAkCTZmrBMR', 'MB')
('AC22517-2022-11-02-3034','A169-10','l', 'UB')
('SL04652-2022-11-02-3063','S128-15','keJTzaCHdqX', 'SL')
('SL22517-2022-11-01-3026','S127-2','Bd', 'MB')
('AC04652-2022-11-01-3148','A175-16','cgEiDJWV', 'UB')
('AC04652-2022-11-02-3016','A168-10','ZLNKtLVEE', 'UB')
('AC22517-2022-11-01-3095','A172-17','iMLw', 'SL')
('AC04652-2022-11-02-3017','A168-11','HCyCvP', 'SL')
('AC22517-2022-11-02-3042','A169-18','WS', 'SU')
('SL22517-2022-11-02-2997','S125-21','cJnaoOkvUOb', 'MB')
('SL22517-2022-11-02-2998','S125-22','FGA', 'UB')
('SL04652-2022-11-01-3033','S127-9','jqfMBSxtlfRNcL', 'LB')
('SL12058-2022-11-01-2956','S124-4','VT', 'LB')
('AC22517-2022-11-02-3045','A170-3','YmVvNTLu', 'UB')
('SL12058-2022-11-01-2958','S124-6','H', 'UB')
('SL04652-2022-11-01-3036','S127-12','yTxFCkW', 'LB')
('AC04652-2022-11-02-3026','A169-2','RERlbcatLBpeVN', 'LB')
('AC22517-2022-11-01-3101','A173-5','obrPLJVKIa', 'SL')
('SL04652-2022-11-02-3081','S129-9','ARXZ', 'LB')
('SL22517-2022-11-02-3002','S126-2','zoJNrEAv', 'MB')
('SL04652-2022-11-01-3043','S127-19','HrkiVMYNqhRInyqx', 'UB')
('AC22517-2022-11-02-3051','A170-9','IiWTlyMcKiOP', 'UB')
('AC04652-2022-11-02-3033','A169-9','xGzVHYOfH', 'UB')
('AC04652-2022-11-02-3034','A169-10','XXc', 'UB')
('SL22517-2022-11-01-3043','S127-19','SYKTrIGyuLdNHVC', 'UB')
('AC12058-2022-11-01-2986','A166-16','oQamtQ', 'UB')
('SL22517-2022-11-01-3046','S127-22','MbRtKAs', 'UB')
('SL04652-2022-11-02-3091','S129-19','lqatiZDvMGR', 'UB')
('SL22517-2022-11-01-3047','S127-23','kkRhn', 'SL')
('SL22517-2022-11-01-3049','S128-1','iamHhvIWRB', 'LB')
('AC04652-2022-11-02-3042','A169-18','Oo', 'SU')
('SL04652-2022-11-02-3097','S130-1','egLxUCZsrXqYEMnG', 'LB')
('SL22517-2022-11-01-3055','S128-7','PDtXLuxzR', 'SL')
('SL04652-2022-11-02-3099','S130-3','zQjqE', 'UB')
('AC12058-2022-11-01-2997','A167-9','qdZab', 'UB')
('SL22517-2022-11-02-3014','S126-14','o', 'UB')
('AC04652-2022-11-02-3047','A170-5','quCVxxyVGMftY', 'SL')
('AC04652-2022-11-02-3050','A170-8','JiCxBNOffXHH', 'LB')
('SL04652-2022-11-02-3104','S130-8','SVIWlpckrdtuEWLW', 'SU')
('SL04652-2022-11-02-3107','S130-11','iEyxthDlWa', 'UB')
('SL04652-2022-11-02-3108','S130-12','eNinouEbPQEUrn', 'LB')
('AC22517-2022-11-02-3079','A172-1','qnWOIZnY', 'LB')
('SL04652-2022-11-01-3077','S129-5','WYmoF', 'MB')
('SL04652-2022-11-01-3078','S129-6','rOIkxPXTyFTen', 'UB')
('SL04652-2022-11-02-3118','S130-22','zzDiJLZ', 'UB')
