('AC22517-2022-11-01-5512','A307-4','Ni', 'UB')
('SL04652-2022-11-02-10449','S436-9','z', 'LB')
('SL04652-2022-11-01-10411','S434-19','zZpxbrxOLAeyP', 'UB')
('SL22517-2022-11-01-10351','S432-7','DGhKSlTKycHVFEU', 'SL')
('SL22517-2022-11-02-10463','S436-23','mKpwjjbO', 'SL')
('SL04652-2022-11-02-10452','S436-12','swfNrpJNlrshQXDv', 'LB')
('AC04652-2022-11-02-10547','A586-17','DCaDMyMCo', 'SL')
('SL04652-2022-11-01-10417','S435-1','VzuH', 'LB')
('AC22517-2022-11-02-10553','A587-5','NfcXXpvVYAdIezlL', 'SL')
('SL04652-2022-11-01-10418','S435-2','mrLmsHnTBvjoIgq', 'MB')
('AC04652-2022-11-02-10550','A587-2','WXVyZpvZ', 'LB')
('SL22517-2022-11-02-10467','S437-3','bcVSWdFlOQ', 'UB')
('SL22517-2022-11-02-10474','S437-10','Oz', 'MB')
('SL04652-2022-11-02-10468','S437-4','ayLS', 'LB')
('AC04652-2022-11-01-10734','A597-6','GQcjImDNryJmkbPZ', 'SU')
('SL04652-2022-11-02-10470','S437-6','J', 'UB')
('AC04652-2022-11-01-10736','A597-8','YzhMd', 'LB')
('AC22517-2022-11-02-10566','A587-18','KtFj', 'SU')
('SL22517-2022-11-01-10368','S432-24','gLZACLRGZoWkp', 'SU')
('AC22517-2022-11-02-10567','A588-1','C', 'LB')
('SL04652-2022-11-01-10430','S435-14','tzgehwcBgyBR', 'UB')
('AC22517-2022-11-02-10570','A588-4','RtpHBkvVzVnVLcTX', 'UB')
('AC04652-2022-11-02-10565','A587-17','mRuw', 'SL')
('AC04652-2022-11-01-10738','A597-10','rkrAWkwZBZQFkVUI', 'UB')
('AC04652-2022-11-02-10566','A587-18','vwIvY', 'SU')
('AC04652-2022-11-01-10740','A597-12','ECMNsyk', 'SU')
('SL22517-2022-11-01-10378','S433-10','YDQevuQ', 'MB')
('SL22517-2022-11-01-10379','S433-11','PUJpf', 'UB')
('AC04652-2022-11-02-10569','A588-3','kCTjfFC', 'UB')
('SL12058-2022-11-01-10312','S430-16','SryXZAliTeLUW', 'SU')
('SL04652-2022-11-02-10504','S438-16','gFyZohYNbVI', 'SU')
('AC04652-2022-11-02-10596','A589-12','mqHqXxaRBxLV', 'SU')
('SL12058-2022-11-01-10344','S431-24','kIxXVz', 'SU')
('SL04652-2022-11-02-10507','S438-19','JfHbxMfd', 'UB')
('AC04652-2022-11-02-10598','A589-14','xNYpahahkcFuf', 'LB')
('AC04652-2022-11-02-10599','A589-15','FaBsoeSb', 'UB')
('SL04652-2022-11-02-10522','S439-10','PzqspRAmLImHMxTM', 'MB')
('AC04652-2022-11-02-10609','A590-7','UjdQQKlXj', 'LB')
('SL04652-2022-11-02-10527','S439-15','F', 'SL')
('AC04652-2022-11-02-10618','A590-16','xX', 'UB')
('AC04652-2022-11-02-10619','A590-17','izfibJYXye', 'SL')
('SL04652-2022-11-02-10532','S439-20','L', 'LB')
('AC22517-2022-11-01-10600','A589-16','FZDSRXvJDj', 'UB')
('SL04652-2022-11-02-10533','S439-21','QpTIRBShANqC', 'MB')
('SL12058-2022-11-01-10376','S433-8','YLXmoXZxKDbzu', 'SU')
('AC22517-2022-11-02-10634','A591-14','xx', 'LB')
('SL04652-2022-11-01-10502','S438-14','xxhJtMlMtf', 'UB')
('SL04652-2022-11-01-10503','S438-15','tEWohvHzOWobCLh', 'SL')
('AC04652-2022-11-02-10626','A591-6','JeSPMr', 'SU')
('AC04652-2022-11-01-10814','A601-14','YCS', 'LB')
('AC12058-2022-11-01-10629','A591-9','LeBfxjeAntZgwCH', 'UB')
('SL04652-2022-11-01-10520','S439-8','AzSeD', 'SU')
('SL04652-2022-11-02-10552','S440-16','kQUmyJHWZxGcUMNN', 'SU')
('AC04652-2022-11-02-10642','A592-4','Dgq', 'UB')
('AC04652-2022-11-01-10821','A602-3','yrEvS', 'UB')
('AC12058-2022-11-01-10633','A591-13','muERbbcpFGajXFL', 'LB')
('SL22517-2022-11-02-10559','S440-23','UeoumxO', 'SL')
('SL04652-2022-11-02-10576','S441-16','dwyFuYAtVCzo', 'SU')
('AC22517-2022-11-02-10676','A594-2','OrMPaWiitNmi', 'LB')
('SL22517-2022-11-02-10579','S441-19','UHIgBD', 'UB')
('AC12058-2022-11-01-10651','A592-13','XYmGOKSGklGoELQQ', 'LB')
('SL12058-2022-11-01-10428','S435-12','BNupCCVrwfywc', 'LB')
('SL12058-2022-11-01-10433','S435-17','xocfcr', 'LB')
('AC22517-2022-11-01-10652','A592-14','Wnzpvr', 'LB')
('SL12058-2022-11-01-10442','S436-2','MHXnGRJPqx', 'MB')
('AC22517-2022-11-01-10658','A593-2','LacKjexk', 'LB')
('AC22517-2022-11-01-10695','A595-3','rtAilGQWDEm', 'UB')
('SL04652-2022-11-01-10588','S442-4','r', 'LB')
('SL04652-2022-11-02-10631','S443-23','wtNcmbTXSGYodNA', 'SL')
('SL12058-2022-11-01-10483','S437-19','psyCY', 'UB')
('AC22517-2022-11-01-10709','A595-17','GzeNBYu', 'SL')
('SL22517-2022-11-02-10647','S444-15','mDmrlXtwUy', 'SL')
('AC04652-2022-11-02-10732','A597-4','tlenXlSCvBJqVPE', 'UB')
('SL22517-2022-11-01-10540','S440-4','hAixbQFSpBdRfFzJ', 'LB')
('AC04652-2022-11-01-10907','A606-17','Kz', 'SL')
('SL22517-2022-11-01-10542','S440-6','XWonzFnN', 'UB')
('SL22517-2022-11-02-10651','S444-19','GUN', 'UB')
('SL12058-2022-11-01-10492','S438-4','Ohc', 'LB')
('SL04652-2022-11-02-10652','S444-20','VHBrCabtWWSLujSw', 'LB')
('AC04652-2022-11-01-10911','A607-3','AY', 'UB')
('SL12058-2022-11-01-10529','S439-17','yfSByTCZklRaornr', 'LB')
('SL04652-2022-11-01-10652','S444-20','ATdd', 'LB')
('AC22517-2022-11-01-10751','A598-5','LIBxuZfkMuHfyN', 'SL')
('AC04652-2022-11-02-10775','A599-11','zd', 'SL')
('AC12058-2022-11-01-10783','A600-1','RgYnFRjdRGiVDn', 'LB')
('AC22517-2022-11-02-10792','A600-10','myvNXOLD', 'UB')
('AC04652-2022-11-02-10783','A600-1','PLfiXulBeUk', 'LB')
('SL12058-2022-11-01-10540','S440-4','kVwitcxFGUeJ', 'LB')
('SL22517-2022-11-01-10600','S442-16','LNpNYts', 'SU')
('AC04652-2022-11-02-10786','A600-4','hrFwixqxNWgjCV', 'UB')
('AC12058-2022-11-01-10788','A600-6','vEHimknXda', 'SU')
('SL22517-2022-11-01-10603','S442-19','wEBuqcp', 'UB')
('AC04652-2022-11-02-10802','A601-2','TRVJD', 'LB')
('AC22517-2022-11-01-10787','A600-5','bFv', 'SL')
('AC22517-2022-11-02-10815','A601-15','BuwioWOaRYWHkFC', 'UB')
('AC22517-2022-11-02-10823','A602-5','kUehSGQBkglSskF', 'SL')
('AC04652-2022-11-02-10818','A601-18','gMAfTl', 'SU')
('SL22517-2022-11-02-10729','S448-1','FRid', 'LB')
('SL22517-2022-11-02-10730','S448-2','fQRnqpLURjwuvK', 'MB')
('SL04652-2022-11-02-10743','S448-15','tG', 'SL')
('AC22517-2022-11-02-10843','A603-7','nfHvv', 'LB')
('SL04652-2022-11-02-10748','S448-20','jSbuVv', 'LB')
('AC22517-2022-11-02-10852','A603-16','sYk', 'UB')
('SL22517-2022-11-01-10646','S444-14','t', 'UB')
('AC22517-2022-11-02-10854','A603-18','drIV', 'SU')
('AC22517-2022-11-01-10829','A602-11','hHHBXNEBbtFpD', 'SL')
('AC22517-2022-11-02-10865','A604-11','yBbwSfU', 'SL')
('SL22517-2022-11-02-10758','S449-6','egN', 'UB')
('AC22517-2022-11-02-10886','A605-14','WmNRKqeMFraHGW', 'LB')
('AC04652-2022-11-02-10872','A604-18','JTaFBGeq', 'SU')
('SL04652-2022-11-01-10748','S448-20','fSRzYkiGwVlBfC', 'LB')
('AC22517-2022-11-02-10894','A606-4','sLovXVSJzyQsKJ', 'UB')
('SL04652-2022-11-02-10794','S450-18','n', 'MB')
('SL22517-2022-11-01-10686','S446-6','nF', 'UB')
('SL22517-2022-11-01-10687','S446-7','RRG', 'SL')
('SL12058-2022-11-01-10682','S446-2','eiAretQHkPD', 'MB')
('AC04652-2022-11-02-10926','A607-18','XZHvijygywCoP', 'SU')
('SL04652-2022-11-01-10798','S450-22','gKkj', 'UB')
('AC22517-2022-11-02-10928','A608-2','NKYVFYigMm', 'LB')
('SL12058-2022-11-01-10687','S446-7','gHzKbk', 'SL')
('SL22517-2022-11-01-10725','S447-21','bWAXu', 'MB')
('SL04652-2022-11-02-10841','S452-17','iaOvwEmfEbjNxKha', 'LB')
('AC04652-2022-11-02-10937','A608-11','nHa', 'SL')
('AC22517-2022-11-01-10935','A608-9','PcdSbFEOYmZCYrN', 'UB')
('AC04652-2022-11-02-10949','A609-5','PRlFRKHWShTCIexy', 'SL')
('AC04652-2022-11-01-11092','A617-4','o', 'UB')
('AC04652-2022-11-01-11093','A617-5','WLyMMw', 'SL')
('AC12058-2022-11-01-10938','A608-12','gdQaguk', 'SU')
('AC04652-2022-11-02-10965','A610-3','ZWf', 'UB')
('AC12058-2022-11-01-10950','A609-6','vOPchOnmcjHPcyWE', 'SU')
('AC22517-2022-11-02-10957','A609-13','gI', 'LB')
('SL22517-2022-11-01-10755','S449-3','WjGQoC', 'UB')
('AC12058-2022-11-01-10953','A609-9','e', 'UB')
('AC04652-2022-11-01-11111','A618-5','ePDU', 'SL')
('AC04652-2022-11-02-10972','A610-10','V', 'UB')
('AC04652-2022-11-02-10973','A610-11','HvFAOhGzpZwpi', 'SL')
('SL22517-2022-11-01-10761','S449-9','ZCAgMDJmZftbGpN', 'LB')
('SL22517-2022-11-02-10859','S453-11','nMYRZZlMJRlgm', 'UB')
('SL12058-2022-11-01-10722','S447-18','pLWU', 'MB')
('AC12058-2022-11-01-10962','A609-18','yyIhpXOKo', 'SU')
('SL22517-2022-11-01-10767','S449-15','FjIpt', 'SL')
('SL04652-2022-11-01-10843','S452-19','SgRBjKslSYAroNkX', 'UB')
('AC22517-2022-11-02-10969','A610-7','ihlLnTmxnajMX', 'LB')
('SL04652-2022-11-02-10884','S454-12','ZjTSnUviLby', 'LB')
('SL04652-2022-11-01-10848','S452-24','XuRtPtksYRtw', 'SU')
('SL12058-2022-11-01-10728','S447-24','PYd', 'SU')
('AC12058-2022-11-01-10970','A610-8','AmvVGfRrk', 'LB')
('SL22517-2022-11-02-10874','S454-2','jCjxAxgcOh', 'MB')
('AC04652-2022-11-01-11134','A619-10','TV', 'UB')
('SL12058-2022-11-01-10740','S448-12','ynBLYvaqONLUH', 'LB')
('SL04652-2022-11-01-10867','S453-19','GnFsFmsbvaBUJ', 'UB')
('AC04652-2022-11-01-11137','A619-13','lhmiqjIutdQI', 'LB')
('SL22517-2022-11-02-10881','S454-9','KdDpMm', 'LB')
('SL12058-2022-11-01-10743','S448-15','OPgDPoLjMwXDVP', 'SL')
('SL22517-2022-11-01-10823','S451-23','rxmST', 'SL')
('SL12058-2022-11-01-10771','S449-19','dL', 'UB')
('AC22517-2022-11-01-11004','A612-6','SCWsKRTOUQKmI', 'SU')
('AC04652-2022-11-02-11025','A613-9','DMZTn', 'UB')
('AC12058-2022-11-01-11014','A612-16','DTUhN', 'UB')
('AC04652-2022-11-01-11165','A621-5','xuJnCSzEHHESpPJq', 'SL')
('SL04652-2022-11-02-10932','S456-12','jXngbp', 'LB')
('AC04652-2022-11-02-11027','A613-11','vObimwWhsyePx', 'SL')
('SL22517-2022-11-01-10830','S452-6','gHShTco', 'UB')
('AC04652-2022-11-02-11028','A613-12','oASvK', 'SU')
('SL22517-2022-11-01-10835','S452-11','WkSqrRnhxycZ', 'UB')
('SL04652-2022-11-02-10935','S456-15','bAmvUQsVUSNxVIf', 'SL')
('SL12058-2022-11-01-10782','S450-6','NPnwqBEXGLjNUpd', 'UB')
('AC04652-2022-11-01-11173','A621-13','sLROPiVyIs', 'LB')
('AC04652-2022-11-01-11174','A621-14','bUPfQbNRxsQobJ', 'LB')
('SL22517-2022-11-02-10916','S455-20','HZorMYS', 'LB')
('AC22517-2022-11-02-11009','A612-11','EkadK', 'SL')
('SL12058-2022-11-01-10785','S450-9','lTrbWNMLAj', 'LB')
('AC04652-2022-11-02-11042','A614-8','UY', 'LB')
('SL22517-2022-11-01-10875','S454-3','GSsDTgtNH', 'UB')
('SL04652-2022-11-02-10982','S458-14','JRZYxlJLkvmOmYC', 'UB')
('AC04652-2022-11-02-11076','A616-6','bFMYvXtuVk', 'SU')
('SL04652-2022-11-01-10957','S457-13','tHcTKVpCdcBQt', 'MB')
('AC04652-2022-11-01-11209','A623-13','knuonwavKABnNdg', 'LB')
('SL04652-2022-11-02-10984','S458-16','OjCXlatwFpvv', 'SU')
('AC12058-2022-11-01-11077','A616-7','IyPoWlqqBhzAC', 'LB')
('SL22517-2022-11-01-10882','S454-10','lZKQpPjWEz', 'MB')
('SL04652-2022-11-02-10997','S459-5','jGKxYD', 'MB')
('SL22517-2022-11-01-10891','S454-19','IVfxUwE', 'UB')
('AC12058-2022-11-01-11085','A616-15','BKRfxLYtmCns', 'UB')
('AC04652-2022-11-02-11092','A617-4','QyITzVejUxIFo', 'UB')
('AC22517-2022-11-01-11073','A616-3','zgOiku', 'UB')
('AC22517-2022-11-01-11100','A617-12','QFwQsnzVLa', 'SU')
('AC12058-2022-11-01-11110','A618-4','XaUn', 'UB')
('AC22517-2022-11-02-11071','A616-1','cyvFbSCEqjANuU', 'LB')
('SL22517-2022-11-01-10910','S455-14','xQ', 'UB')
('SL22517-2022-11-01-10911','S455-15','GVjEK', 'SL')
('SL04652-2022-11-01-10997','S459-5','GvnX', 'MB')
('AC04652-2022-11-01-11255','A626-5','cBpKp', 'SL')
('AC04652-2022-11-01-11257','A626-7','cbqKDmhNIJT', 'LB')
('SL22517-2022-11-02-11000','S459-8','UWdjWnn', 'SU')
('AC22517-2022-11-02-11080','A616-10','xwmMp', 'UB')
('SL04652-2022-11-02-11031','S460-15','q', 'SL')
('AC04652-2022-11-01-11269','A627-1','NQIHWLjXr', 'LB')
('SL12058-2022-11-01-10909','S455-13','FjIBePYeIblf', 'MB')
('SL22517-2022-11-01-10946','S457-2','pPThDioUAGkAoji', 'MB')
('AC22517-2022-11-01-11139','A619-15','ojODEsrSSfhab', 'UB')
('AC22517-2022-11-02-11110','A618-4','iKQn', 'UB')
('AC04652-2022-11-02-11153','A620-11','UBeoOKIbvKJy', 'SL')
('AC22517-2022-11-02-11112','A618-6','E', 'SU')
('SL12058-2022-11-01-10916','S455-20','udtgfevkguNCsSxy', 'LB')
('AC22517-2022-11-01-11143','A620-1','sHFOpWXtqZSG', 'LB')
('SL22517-2022-11-02-11044','S461-4','sqhbvl', 'LB')
('SL04652-2022-11-02-11058','S461-18','rKbpLXuSmSeaPRP', 'MB')
('SL04652-2022-11-02-11059','S461-19','uRPmpSuL', 'UB')
('SL22517-2022-11-02-11046','S461-6','TkNhkDnSem', 'UB')
('SL22517-2022-11-02-11047','S461-7','NoDDWblTnrviOC', 'SL')
('AC22517-2022-11-02-11116','A618-10','kYkZzPURTKavHN', 'UB')
('AC22517-2022-11-01-11146','A620-4','aHBYqfJzLnpM', 'UB')
('AC12058-2022-11-01-11175','A621-15','w', 'UB')
('SL22517-2022-11-01-10969','S458-1','crZ', 'LB')
('AC22517-2022-11-01-11158','A620-16','lLDRggKhD', 'UB')
('SL12058-2022-11-01-10943','S456-23','tqmPUVzMZV', 'SL')
('AC22517-2022-11-02-11132','A619-8','hTEtUC', 'LB')
('AC22517-2022-11-02-11133','A619-9','dDBCrSFillEOkmR', 'UB')
('SL12058-2022-11-01-10986','S458-18','uSCgcAVClcQrB', 'MB')
('SL22517-2022-11-02-11115','S464-3','BbO', 'UB')
('SL04652-2022-11-01-11099','S463-11','bQaOZj', 'UB')
('AC12058-2022-11-01-11236','A625-4','XLGUtc', 'UB')
('AC22517-2022-11-01-11206','A623-10','IOhEiLrWM', 'UB')
('AC22517-2022-11-01-11209','A623-13','XIG', 'LB')
('AC22517-2022-11-02-11189','A622-11','jJkb', 'SL')
('SL22517-2022-11-02-11119','S464-7','rWcvU', 'SL')
('SL04652-2022-11-01-11106','S463-18','s', 'MB')
('AC12058-2022-11-01-11243','A625-11','HWihYjbStox', 'SL')
('SL22517-2022-11-01-11034','S460-18','XGHNLWyCbQ', 'MB')
('AC22517-2022-11-02-11194','A622-16','zLW', 'UB')
('SL22517-2022-11-01-11039','S460-23','H', 'SL')
('SL22517-2022-11-02-11125','S464-13','vAjTG', 'MB')
('AC04652-2022-11-01-11403','A634-9','nh', 'UB')
('AC04652-2022-11-02-11249','A625-17','uFsh', 'SL')
('AC22517-2022-11-02-11224','A624-10','j', 'UB')
('AC04652-2022-11-01-11424','A635-12','NvuTgHoEx', 'SU')
('SL22517-2022-11-01-11073','S462-9','aFeHFSKxJNOHP', 'LB')
('AC04652-2022-11-02-11275','A627-7','yvjaJJmSND', 'LB')
('AC22517-2022-11-02-11236','A625-4','JoIscK', 'UB')
('SL22517-2022-11-02-11162','S466-2','WWswjBN', 'MB')
('AC22517-2022-11-01-11253','A626-3','g', 'UB')
('AC04652-2022-11-01-11437','A636-7','VtRcPUnrnJk', 'LB')
('SL04652-2022-11-02-11172','S466-12','XfsURaFckwpNDZKv', 'LB')
('AC12058-2022-11-01-11291','A628-5','J', 'SL')
('AC12058-2022-11-01-11296','A628-10','sRxvWHSKHznIkY', 'UB')
('SL04652-2022-11-01-11156','S465-20','eMHeAqdvmv', 'LB')
('AC22517-2022-11-01-11264','A626-14','JHlvLiGV', 'LB')
('SL04652-2022-11-02-11181','S466-21','FfTWkzjvKhWvU', 'MB')
('SL12058-2022-11-01-11053','S461-13','sJBfbXbSAMAf', 'MB')
('AC22517-2022-11-01-11322','A629-18','coVQUutvtlviH', 'SU')
('AC22517-2022-11-02-11310','A629-6','bS', 'SU')
('AC22517-2022-11-01-11325','A630-3','ZCdjiRaGUFI', 'UB')
('AC22517-2022-11-02-11312','A629-8','VfEmNZYWykxQDBbb', 'LB')
('SL22517-2022-11-01-11145','S465-9','qin', 'LB')
('SL12058-2022-11-01-11097','S463-9','UFEzCGqVWXCYVefA', 'LB')
('SL22517-2022-11-01-11148','S465-12','wztGFF', 'LB')
('SL04652-2022-11-01-11224','S468-16','iuKRUpTURPeZVPqj', 'SU')
('AC04652-2022-11-01-11514','A640-12','gtEhbDENkxY', 'SU')
('AC22517-2022-11-02-11321','A629-17','KPqDQgekS', 'SL')
('AC22517-2022-11-01-11343','A631-3','UXj', 'UB')
('SL22517-2022-11-02-11241','S469-9','tRcwbyHgEbWbmNk', 'LB')
('SL04652-2022-11-01-11233','S469-1','gzbrlQnEyWYTUsMF', 'LB')
('AC12058-2022-11-01-11361','A632-3','vHBwYxDiyLpOHfrT', 'UB')
('AC04652-2022-11-01-11527','A641-7','FofZQTOazhu', 'LB')
('SL12058-2022-11-01-11119','S464-7','k', 'SL')
('SL22517-2022-11-02-11248','S469-16','VtuGdrSI', 'SU')
('SL04652-2022-11-02-11257','S470-1','BEHmqhBOWTk', 'LB')
('AC22517-2022-11-01-11358','A631-18','fHHtoE', 'SU')
('AC22517-2022-11-02-11338','A630-16','ZhyAWrJNEpH', 'UB')
('AC04652-2022-11-02-11374','A632-16','O', 'UB')
('AC22517-2022-11-02-11342','A631-2','ZHBHLDIElghQdZA', 'LB')
('AC22517-2022-11-02-11346','A631-6','zvZMHlUKKrszGcwd', 'SU')
('SL22517-2022-11-02-11265','S470-9','pHqnOCzNaakManU', 'LB')
('SL04652-2022-11-01-11260','S470-4','OhVqsu', 'LB')
('AC22517-2022-11-01-11374','A632-16','LbrNbXrrSiIkwDee', 'UB')
('AC12058-2022-11-01-11384','A633-8','SITgIh', 'LB')
('AC12058-2022-11-01-11385','A633-9','I', 'UB')
('AC04652-2022-11-02-11387','A633-11','Ret', 'SL')
('SL22517-2022-11-02-11274','S470-18','hSjTrmKArsve', 'MB')
('SL04652-2022-11-01-11266','S470-10','ROAuyoClJIDvgEV', 'MB')
('AC22517-2022-11-02-11379','A633-3','wrZuiYWKRwzAkWXK', 'UB')
('AC22517-2022-11-02-11380','A633-4','KBTTxxnRQBj', 'UB')
('SL22517-2022-11-02-11292','S471-12','Vd', 'LB')
('SL04652-2022-11-01-11287','S471-7','r', 'SL')
('SL04652-2022-11-02-11292','S471-12','sopTppmbGLZgCKF', 'LB')
('SL22517-2022-11-02-11295','S471-15','GyyynIiNdiF', 'SL')
('AC22517-2022-11-01-11405','A634-11','oYk', 'SL')
('SL22517-2022-11-01-11223','S468-15','bT', 'SL')
('SL04652-2022-11-01-11294','S471-14','ZPcuEtrjaYx', 'UB')
('AC22517-2022-11-02-11392','A633-16','OanomEXLiydrtA', 'UB')
('SL22517-2022-11-02-11310','S472-6','yBzSZNzkPSc', 'UB')
('SL22517-2022-11-01-11252','S469-20','MWtX', 'LB')
('SL04652-2022-11-01-11316','S472-12','iBqPVuJfssweQmKr', 'LB')
('AC04652-2022-11-01-11606','A645-14','IJrkZry', 'LB')
('AC22517-2022-11-02-11426','A635-14','Xxlfg', 'LB')
('SL22517-2022-11-01-11255','S469-23','hC', 'SL')
('SL04652-2022-11-02-11334','S473-6','PGJ', 'UB')
('SL22517-2022-11-02-11345','S473-17','UV', 'LB')
('AC22517-2022-11-01-11455','A637-7','MbBbhlBsT', 'LB')
('SL04652-2022-11-01-11339','S473-11','bVqQE', 'UB')
('AC22517-2022-11-01-11456','A637-8','v', 'LB')
('SL22517-2022-11-01-11272','S470-16','sToptNXhd', 'SU')
('AC04652-2022-11-01-11627','A646-17','JsdCavJkvIK', 'SL')
('AC12058-2022-11-01-11470','A638-4','XQiddpLCNVPJlzi', 'UB')
('SL12058-2022-11-01-11236','S469-4','W', 'LB')
('SL04652-2022-11-01-11361','S474-9','SYdRbDWfCvjcjdg', 'LB')
('SL22517-2022-11-02-11375','S474-23','mzJpfwKXl', 'SL')
('SL22517-2022-11-02-11376','S474-24','vLYzssB', 'SU')
('AC22517-2022-11-01-11482','A638-16','G', 'UB')
('AC22517-2022-11-01-11488','A639-4','Po', 'UB')
('AC22517-2022-11-01-11489','A639-5','CMW', 'SL')
('SL22517-2022-11-01-11308','S472-4','mjIxlS', 'LB')
('AC12058-2022-11-01-11490','A639-6','HQsnOfPpGYye', 'SU')
('AC04652-2022-11-01-11658','A648-12','gJjoSOaAErdzj', 'SU')
('AC12058-2022-11-01-11493','A639-9','fl', 'UB')
('AC12058-2022-11-01-11495','A639-11','GdXlJHWnsQ', 'SL')
('SL22517-2022-11-01-11312','S472-8','mOUqeQvhENSaCHu', 'SU')
('SL22517-2022-11-02-11394','S475-18','UgfFFbwiUYYAp', 'MB')
('SL12058-2022-11-01-11275','S470-19','VZVDAZobi', 'UB')
('AC22517-2022-11-02-11492','A639-8','whwTOOdWsuwlaApj', 'LB')
('AC04652-2022-11-02-11511','A640-9','IqroaezNGli', 'UB')
('AC04652-2022-11-02-11512','A640-10','NLM', 'UB')
('AC22517-2022-11-02-11499','A639-15','xjXBONCUmvW', 'UB')
('AC22517-2022-11-01-11508','A640-6','aEoOxuGrjRjLS', 'SU')
('SL12058-2022-11-01-11287','S471-7','eh', 'SL')
('AC04652-2022-11-01-11702','A651-2','fPJYzXvRi', 'LB')
('SL22517-2022-11-02-11417','S476-17','VrQLGaEsUOQiRkb', 'LB')
('AC12058-2022-11-01-11545','A642-7','kHvEeEbOOxDMFUXQ', 'LB')
('SL22517-2022-11-01-11348','S473-20','CzEn', 'LB')
('SL22517-2022-11-02-11422','S476-22','s', 'UB')
('AC22517-2022-11-01-11537','A641-17','eycatITQdXqiQl', 'SL')
('AC12058-2022-11-01-11547','A642-9','iTMWXfDaCr', 'UB')
('AC22517-2022-11-02-11530','A641-10','Td', 'UB')
('SL22517-2022-11-02-11426','S477-2','S', 'MB')
('AC22517-2022-11-01-11544','A642-6','ufsZPbYvphNJtpg', 'SU')
('SL12058-2022-11-01-11323','S472-19','BYjXvrTl', 'UB')
('AC04652-2022-11-01-11723','A652-5','nURFDyeudqXAa', 'SL')
('SL12058-2022-11-01-11331','S473-3','ypifdmjJp', 'UB')
('AC04652-2022-11-01-11725','A652-7','HavngqZNku', 'LB')
('AC22517-2022-11-01-11556','A642-18','thq', 'SU')
('AC22517-2022-11-01-11557','A643-1','yzPTDRsTwj', 'LB')
('SL04652-2022-11-01-11447','S477-23','XskqhuYvlKy', 'SL')
('SL04652-2022-11-02-11448','S477-24','zWsl', 'SU')
('AC12058-2022-11-01-11569','A643-13','URENEEWpm', 'LB')
('AC12058-2022-11-01-11570','A643-14','pfuRy', 'LB')
('AC04652-2022-11-01-11737','A653-1','IqIrWurAmXvQwM', 'LB')
('AC04652-2022-11-02-11570','A643-14','g', 'LB')
('AC04652-2022-11-02-11571','A643-15','EP', 'UB')
('AC04652-2022-11-01-11739','A653-3','HGE', 'UB')
('SL22517-2022-11-02-11456','S478-8','sMUMGqnOI', 'SU')
('AC04652-2022-11-02-11574','A643-18','gurvQOxFsA', 'SU')
('SL12058-2022-11-01-11342','S473-14','mWWuRKNnNcVy', 'UB')
('AC04652-2022-11-01-11746','A653-10','byIrsq', 'UB')
('AC04652-2022-11-02-11586','A644-12','klLSF', 'SU')
('SL22517-2022-11-01-11388','S475-12','L', 'LB')
('AC22517-2022-11-01-11596','A645-4','jHKdQruzOlQBFc', 'UB')
('AC04652-2022-11-01-11825','A657-17','jQjirT', 'SL')
('SL22517-2022-11-02-11549','S482-5','BMHJimlIVUVs', 'MB')
('SL04652-2022-11-02-11549','S482-5','jBdbXO', 'MB')
('AC22517-2022-11-01-11651','A648-5','RbsEuQYNHBo', 'SL')
('SL22517-2022-11-01-11472','S478-24','HdaWMuFEUDwW', 'SU')
('SL12058-2022-11-01-11445','S477-21','vIivYfDros', 'MB')
('SL22517-2022-11-01-11474','S479-2','vE', 'MB')
('AC22517-2022-11-01-11666','A649-2','JZgR', 'LB')
('AC22517-2022-11-01-11668','A649-4','dGCvyT', 'UB')
('SL12058-2022-11-01-11450','S478-2','kE', 'MB')
('AC04652-2022-11-02-11689','A650-7','LmJB', 'LB')
('SL22517-2022-11-01-11479','S479-7','dMRshZLebXkFF', 'SL')
('SL04652-2022-11-01-11545','S482-1','VtKqzVwAMUGLDz', 'LB')
('SL04652-2022-11-01-11546','S482-2','YRAgsHNxOlxsR', 'MB')
('AC04652-2022-11-01-11862','A659-18','HcxlAUkWUVF', 'SU')
('AC22517-2022-11-01-11678','A649-14','sHPhEfJLUz', 'LB')
('AC04652-2022-11-02-11697','A650-15','aFXLdAzyilaltbs', 'UB')
('AC04652-2022-11-01-11866','A660-4','MonovFtpSISW', 'UB')
('SL22517-2022-11-01-11487','S479-15','WlVJMA', 'SL')
('AC04652-2022-11-01-11921','A663-5','SOpeuXNOUBOrMF', 'SL')
('AC22517-2022-11-02-11688','A650-6','sYwSWMQYWWfoVQs', 'SU')
('SL04652-2022-11-01-11594','S484-2','AzANQ', 'MB')
('SL12058-2022-11-01-11507','S480-11','mPTUZACXE', 'UB')
('SL04652-2022-11-02-11677','S487-13','mUhqm', 'MB')
('SL22517-2022-11-02-11677','S487-13','QXkvnGuMpubRHt', 'MB')
('SL22517-2022-11-01-11615','S484-23','Q', 'SL')
('SL12058-2022-11-01-11574','S483-6','nbhjrjAL', 'UB')
('SL22517-2022-11-01-11618','S485-2','UdgEoVOWnHd', 'MB')
('SL22517-2022-11-02-11709','S488-21','lOREBEZVwcKeZy', 'MB')
('SL04652-2022-11-01-11674','S487-10','ZoXqIz', 'MB')
('AC22517-2022-11-01-11802','A656-12','HmsvTDQkJ', 'SU')
