('SL22517-2022-11-01-4','S1-4','nqDhZGaTO', 'LB')
('AC22517-2022-11-01-1904','A106-14','iEhCbQrvPBhLVNM', 'LB')
('SL04652-2022-11-02-1941','S81-21','Jka', 'MB')
('AC12058-2022-11-01-1983','A111-3','uoKoI', 'UB')
('SL04652-2022-11-02-1943','S81-23','U', 'SL')
('AC22517-2022-11-02-2020','A113-4','JcvRnLYT', 'UB')
('SL04652-2022-11-01-2002','S84-10','G', 'MB')
('AC22517-2022-11-02-2022','A113-6','u', 'SU')
('AC04652-2022-11-01-2028','A113-12','GEiBofJmsgIvhJ', 'SU')
('SL12058-2022-11-01-1961','S82-17','QnzdgDspIJQBDeo', 'LB')
('AC04652-2022-11-02-1975','A110-13','NNniEBJkd', 'LB')
('SL22517-2022-11-01-2054','S86-14','ZjRygyGvcEzee', 'UB')
('AC12058-2022-11-01-2039','A114-5','sSmMZjLqsFbgbOqk', 'SL')
('AC22517-2022-11-02-2084','A116-14','GnjAokpFUdSRBfIF', 'LB')
('AC04652-2022-11-01-2080','A116-10','fdTxW', 'UB')
('SL04652-2022-11-01-2072','S87-8','rMiL', 'SU')
('SL22517-2022-11-01-2059','S86-19','KSvXlnqqWSULVrqP', 'UB')
('AC04652-2022-11-02-1985','A111-5','fhFszTwhElSP', 'SL')
('SL22517-2022-11-01-2061','S86-21','GyYqVNxDaKSIbDkb', 'MB')
('SL12058-2022-11-01-2028','S85-12','JvUQE', 'LB')
('SL12058-2022-11-01-2052','S86-12','AioOxJirxvfuzKh', 'LB')
('SL04652-2022-11-02-2042','S86-2','PZguxp', 'MB')
('SL04652-2022-11-01-2110','S88-22','on', 'UB')
('SL22517-2022-11-02-2097','S88-9','tqkjpbxPo', 'LB')
('SL04652-2022-11-02-2058','S86-18','KiZVJKynEB', 'MB')
('SL22517-2022-11-02-2108','S88-20','cxIME', 'LB')
('SL22517-2022-11-02-2110','S88-22','ByeGtQMVilbbhgj', 'UB')
('SL12058-2022-11-01-2069','S87-5','ZyrghMmCsIXSUm', 'MB')
('SL04652-2022-11-02-2080','S87-16','wjTUghJE', 'SU')
('AC22517-2022-11-01-2037','A114-3','MIjEDxjaDexOaAnE', 'UB')
('SL22517-2022-11-02-2135','S89-23','Pv', 'SL')
('SL04652-2022-11-02-2091','S88-3','piMlfz', 'UB')
('AC04652-2022-11-02-2059','A115-7','pxBrDbv', 'LB')
('AC04652-2022-11-02-2060','A115-8','krhJNItHqxhoa', 'LB')
('SL04652-2022-11-02-2095','S88-7','dGWqsxCeHFYS', 'SL')
('SL22517-2022-11-02-2142','S90-6','LaX', 'UB')
('AC04652-2022-11-01-2161','A121-1','otSSWjKVfmw', 'LB')
('SL04652-2022-11-01-2144','S90-8','cHestCS', 'SU')
('AC04652-2022-11-01-2163','A121-3','aysunsRy', 'UB')
('SL04652-2022-11-01-2146','S90-10','jUydfKMHq', 'MB')
('SL22517-2022-11-02-2146','S90-10','sW', 'MB')
('SL04652-2022-11-01-2150','S90-14','gpRZBDpmWLJBX', 'UB')
('SL04652-2022-11-02-2104','S88-16','kdWPjSAsuyLaKh', 'SU')
('AC22517-2022-11-01-2054','A115-2','NmifuzZw', 'LB')
('SL04652-2022-11-02-2107','S88-19','RxCysI', 'UB')
('AC04652-2022-11-02-2072','A116-2','rovqMoTJaQr', 'LB')
('SL04652-2022-11-01-2155','S90-19','ofjKUetTBz', 'UB')
('SL04652-2022-11-01-2156','S90-20','HDCbsylBycEa', 'LB')
('SL04652-2022-11-01-2159','S90-23','GezT', 'SL')
('AC12058-2022-11-01-2120','A118-14','We', 'LB')
('SL04652-2022-11-01-2160','S90-24','XvGL', 'SU')
('AC04652-2022-11-02-2078','A116-8','uMby', 'LB')
('SL22517-2022-11-02-2157','S90-21','iAoAplIfDEhU', 'MB')
('SL22517-2022-11-02-2158','S90-22','INTj', 'UB')
('SL04652-2022-11-02-2125','S89-13','cpgdy', 'MB')
('AC04652-2022-11-02-2089','A117-1','bFnxndqtHppBO', 'LB')
('AC04652-2022-11-01-2198','A123-2','iEwRMRVdbfoF', 'LB')
('AC22517-2022-11-01-2077','A116-7','biUBD', 'LB')
('AC04652-2022-11-01-2199','A123-3','qIsQzzBARmyBJDo', 'UB')
('AC22517-2022-11-01-2080','A116-10','kcCcBhHyDjdFu', 'UB')
('AC22517-2022-11-02-2189','A122-11','WnHIuIBGOtznHdp', 'SL')
('AC04652-2022-11-02-2106','A117-18','SVXkdRUovqRuDOYJ', 'SU')
('AC22517-2022-11-01-2084','A116-14','eIMcErFlkdwk', 'LB')
('SL04652-2022-11-01-2179','S91-19','zUKZPTuNtUyrqK', 'UB')
('AC22517-2022-11-01-2088','A116-18','jMHkAoprzuvJqDM', 'SU')
('SL22517-2022-11-01-2179','S91-19','YjzrAFHdxLxXDX', 'UB')
('AC22517-2022-11-01-2094','A117-6','kCYAC', 'SU')
('AC22517-2022-11-02-2204','A123-8','DyoscuIo', 'LB')
('SL04652-2022-11-01-2187','S92-3','wkuWrKT', 'UB')
('SL04652-2022-11-02-2153','S90-17','NOfnd', 'LB')
('AC22517-2022-11-01-2100','A117-12','C', 'SU')
('AC12058-2022-11-01-2159','A120-17','MGdbgUbaY', 'SL')
('AC22517-2022-11-02-2211','A123-15','RfV', 'UB')
('SL04652-2022-11-02-2165','S91-5','fO', 'MB')
('AC22517-2022-11-02-2212','A123-16','svMGWOFr', 'UB')
('SL12058-2022-11-01-2156','S90-20','VSfjYaZ', 'LB')
('AC12058-2022-11-01-2172','A121-12','kLLOjnXVutiwpqN', 'SU')
('SL22517-2022-11-01-2202','S92-18','MyUWuCJuYMqkhuA', 'MB')
('AC22517-2022-11-02-2218','A124-4','KMLQmYKPcCpjZ', 'UB')
('SL12058-2022-11-01-2168','S91-8','xtOXgAkGCESd', 'SU')
('AC22517-2022-11-01-2115','A118-9','uPshx', 'UB')
('SL04652-2022-11-01-2204','S92-20','nAPbbFI', 'LB')
('AC22517-2022-11-02-2227','A124-13','AgaRtmg', 'LB')
('AC04652-2022-11-02-2151','A120-9','ObUGJUOT', 'UB')
('AC12058-2022-11-01-2188','A122-10','SM', 'UB')
('SL12058-2022-11-01-2182','S91-22','gtAzbigMmj', 'UB')
('AC12058-2022-11-01-2189','A122-11','mXFKGSc', 'SL')
('SL04652-2022-11-02-2190','S92-6','GBsyKI', 'UB')
('AC04652-2022-11-01-2251','A126-1','Ixa', 'LB')
('AC22517-2022-11-02-2231','A124-17','kgWgsDH', 'SL')
('AC12058-2022-11-01-2192','A122-14','BGFvqZAbI', 'LB')
('AC04652-2022-11-02-2159','A120-17','eMcfRcSYu', 'SL')
('SL04652-2022-11-01-2229','S93-21','JvJYMTXgaf', 'MB')
('AC12058-2022-11-01-2194','A122-16','GKGoBMSQo', 'UB')
('SL12058-2022-11-01-2190','S92-6','musKbrAd', 'UB')
('SL04652-2022-11-02-2201','S92-17','wvFXhRHgCxrhJuY', 'LB')
('SL22517-2022-11-02-2229','S93-21','rFwSlP', 'MB')
('SL12058-2022-11-01-2196','S92-12','PPxP', 'LB')
('SL22517-2022-11-01-2229','S93-21','aWkf', 'MB')
('AC22517-2022-11-02-2254','A126-4','K', 'UB')
('AC22517-2022-11-02-2255','A126-5','aDHJO', 'SL')
('SL04652-2022-11-01-2246','S94-14','DGPdFdH', 'UB')
('AC04652-2022-11-02-2165','A121-5','SWo', 'SL')
('SL22517-2022-11-02-2250','S94-18','PtxQl', 'MB')
('SL04652-2022-11-01-2247','S94-15','Uby', 'SL')
('SL22517-2022-11-02-2255','S94-23','vOMBUnVXwnyYvqpw', 'SL')
('AC12058-2022-11-01-2220','A124-6','KOVTvBwrqMxB', 'SU')
('SL04652-2022-11-01-2254','S94-22','YIMpkXvcgugkZKB', 'UB')
('AC04652-2022-11-01-2280','A127-12','fgYayVIPPynzyC', 'SU')
('AC22517-2022-11-02-2268','A126-18','yusthovYIUwA', 'SU')
('AC22517-2022-11-02-2269','A127-1','NsqIQGyCLBNiDzOD', 'LB')
('SL22517-2022-11-02-2262','S95-6','KwqMxbdTTcFYNByH', 'UB')
('AC22517-2022-11-02-2275','A127-7','XsiqsqJUYo', 'LB')
('AC22517-2022-11-01-2172','A121-12','Iz', 'SU')
('SL22517-2022-11-01-2270','S95-14','gPRq', 'UB')
('SL04652-2022-11-01-2274','S95-18','lDXHwFzT', 'MB')
('AC04652-2022-11-01-2299','A128-13','Mt', 'LB')
('SL04652-2022-11-02-2245','S94-13','T', 'MB')
('SL22517-2022-11-02-2279','S95-23','tjOJOFgoLHwIXu', 'SL')
('AC12058-2022-11-01-2260','A126-10','qIY', 'UB')
('AC22517-2022-11-01-2192','A122-14','wzlHpKG', 'LB')
('AC04652-2022-11-01-2317','A129-13','gGgnFTdwXoSbwaUB', 'LB')
('AC04652-2022-11-01-2318','A129-14','sB', 'LB')
('SL04652-2022-11-01-2298','S96-18','GPDoNVXljakN', 'MB')
('SL12058-2022-11-01-2261','S95-5','UsjyvvkCNhupzL', 'MB')
('SL04652-2022-11-02-2277','S95-21','jUyYYFiFLv', 'MB')
('SL22517-2022-11-01-2299','S96-19','RUtSknDrVQOtbt', 'UB')
('SL12058-2022-11-01-2268','S95-12','gJMqowGXuDDtWfh', 'LB')
('AC04652-2022-11-01-2332','A130-10','YHsnehmnDSuBDVR', 'UB')
('SL04652-2022-11-01-2308','S97-4','mOZCSqm', 'LB')
('AC04652-2022-11-01-2334','A130-12','CLxFf', 'SU')
('AC22517-2022-11-02-2314','A129-10','mlgfqIgKJzfEVIRq', 'UB')
('AC12058-2022-11-01-2279','A127-11','dP', 'SL')
('AC22517-2022-11-01-2208','A123-12','dPrbmSkiYhtQcL', 'SU')
('SL22517-2022-11-01-2307','S97-3','LisbSybj', 'UB')
('AC12058-2022-11-01-2292','A128-6','JQWKfX', 'SU')
('SL22517-2022-11-01-2311','S97-7','gHairWp', 'SL')
('AC04652-2022-11-02-2244','A125-12','Ni', 'SU')
('SL22517-2022-11-02-2320','S97-16','gwDijy', 'SU')
('AC04652-2022-11-01-2344','A131-4','hBAqBxvpnawAwAUg', 'UB')
('SL04652-2022-11-02-2291','S96-11','SMpsxnBPXrp', 'UB')
('SL04652-2022-11-01-2325','S97-21','mdAWX', 'MB')
('AC04652-2022-11-02-2303','A128-17','vzZtYFqqKYwjqlwJ', 'SL')
('AC22517-2022-11-02-2386','A133-10','GkESJnmGprqmaI', 'UB')
('AC22517-2022-11-01-2280','A127-12','lkcVwfUl', 'SU')
('AC04652-2022-11-01-2405','A134-11','nqfaBK', 'SL')
('AC22517-2022-11-02-2387','A133-11','BwLNjTQ', 'SL')
('AC04652-2022-11-01-2417','A135-5','kOQRFDDzCqvf', 'SL')
('AC04652-2022-11-01-2418','A135-6','hUAM', 'SU')
('SL04652-2022-11-02-2364','S99-12','OXZUbGAssVROGY', 'LB')
('AC22517-2022-11-01-2293','A128-7','frINn', 'LB')
('AC12058-2022-11-01-2375','A132-17','CTmtT', 'SL')
('AC04652-2022-11-02-2332','A130-10','DnMfaEwBWyIVXoJB', 'UB')
('AC04652-2022-11-02-2333','A130-11','Xexf', 'SL')
('AC04652-2022-11-01-2423','A135-11','SXQLSr', 'SL')
('AC04652-2022-11-01-2424','A135-12','PVWgMjUQajkB', 'SU')
('SL12058-2022-11-01-2379','S100-3','flrQXFxpiGkD', 'UB')
('AC04652-2022-11-01-2436','A136-6','EvyVdxoGzMLB', 'SU')
('AC22517-2022-11-01-2311','A129-7','xD', 'LB')
('AC04652-2022-11-02-2350','A131-10','EYtmfdAOQXbgDpmV', 'UB')
('AC04652-2022-11-02-2386','A133-10','IVYQrdNlFn', 'UB')
('SL12058-2022-11-01-2407','S101-7','aD', 'SL')
('AC04652-2022-11-02-2390','A133-14','O', 'LB')
('SL22517-2022-11-01-2448','S102-24','OXNGHKzCVKYGCd', 'SU')
('AC12058-2022-11-01-2426','A135-14','JfjSzec', 'LB')
('AC04652-2022-11-01-2483','A138-17','wNDNeNbtmBfd', 'SL')
('SL12058-2022-11-01-2416','S101-16','VrxfElRVlmok', 'SU')
('SL04652-2022-11-01-2451','S103-3','MPHomI', 'UB')
('SL04652-2022-11-02-2442','S102-18','VhQDVfPXorDZ', 'MB')
('AC22517-2022-11-02-2474','A138-8','BGWajSrIGsyjHzH', 'LB')
('SL22517-2022-11-01-2476','S104-4','ZMldfvlOmI', 'LB')
('SL04652-2022-11-01-2472','S103-24','bKcnZfrv', 'SU')
('AC12058-2022-11-01-2455','A137-7','uloCLZP', 'LB')
('AC12058-2022-11-01-2457','A137-9','egGELgoqhfSIZY', 'UB')
('SL22517-2022-11-02-2486','S104-14','SzwLzAWzLk', 'UB')
('AC22517-2022-11-01-2374','A132-16','PdDPCKPpM', 'UB')
('AC12058-2022-11-01-2459','A137-11','xPm', 'SL')
('AC04652-2022-11-02-2423','A135-11','lVX', 'SL')
('SL22517-2022-11-02-2489','S104-17','q', 'LB')
('SL04652-2022-11-02-2458','S103-10','VFC', 'MB')
('AC22517-2022-11-02-2483','A138-17','foIcTKBp', 'SL')
('AC12058-2022-11-01-2465','A137-17','KiLwfdS', 'SL')
('SL22517-2022-11-01-2485','S104-13','moOcbocOxMw', 'MB')
('AC22517-2022-11-02-2487','A139-3','BYyLAC', 'UB')
('AC22517-2022-11-02-2488','A139-4','SzHeUtvGgMlE', 'UB')
('AC12058-2022-11-01-2469','A138-3','fBsAnbZKNdFily', 'UB')
('SL04652-2022-11-01-2515','S105-19','FmkfOEJx', 'UB')
('AC12058-2022-11-01-2509','A140-7','u', 'LB')
('AC22517-2022-11-01-2411','A134-17','KQGKKZy', 'SL')
('AC22517-2022-11-02-2527','A141-7','oAxeIFT', 'LB')
('AC04652-2022-11-02-2460','A137-12','mdiCVH', 'SU')
('AC04652-2022-11-01-2550','A142-12','ltwQxSTBrT', 'SU')
('SL22517-2022-11-01-2513','S105-17','zGhtKdNyM', 'LB')
('SL12058-2022-11-01-2484','S104-12','jLEUIMj', 'LB')
('SL12058-2022-11-01-2485','S104-13','jLYOCkFHZ', 'MB')
('SL12058-2022-11-01-2486','S104-14','dWw', 'UB')
('AC04652-2022-11-02-2470','A138-4','eMYMlQpZ', 'UB')
('SL04652-2022-11-01-2537','S106-17','YmlQXhQYeKPWAM', 'LB')
('AC22517-2022-11-01-2423','A135-11','fHQQBAxQ', 'SL')
('AC04652-2022-11-01-2562','A143-6','AsmbGlxebmdbssXx', 'SU')
('SL22517-2022-11-02-2569','S108-1','ecfCqlTJE', 'LB')
('SL04652-2022-11-02-2529','S106-9','VfAkK', 'LB')
('AC04652-2022-11-02-2511','A140-9','TKwj', 'UB')
('AC04652-2022-11-02-2515','A140-13','UmmxO', 'LB')
('SL22517-2022-11-01-2555','S107-11','ficHVaQir', 'UB')
('AC22517-2022-11-02-2589','A144-15','SMMPaWwJQSxLmjt', 'UB')
('SL04652-2022-11-01-2572','S108-4','EVU', 'LB')
('SL04652-2022-11-02-2532','S106-12','LmxWseOOQCVfXCk', 'LB')
('SL22517-2022-11-02-2575','S108-7','YrhlAWDlY', 'SL')
('AC12058-2022-11-01-2583','A144-9','MQ', 'UB')
('AC22517-2022-11-01-2482','A138-16','EkqgefdlIY', 'UB')
('AC04652-2022-11-01-2647','A148-1','f', 'LB')
('SL12058-2022-11-01-2568','S107-24','aogZofaOiAXgDW', 'SU')
('SL22517-2022-11-02-2614','S109-22','cLHBHtTfZ', 'UB')
('SL22517-2022-11-01-2602','S109-10','tCbZSAtGksKCYvd', 'MB')
('SL04652-2022-11-02-2568','S107-24','O', 'SU')
('SL22517-2022-11-01-2609','S109-17','Y', 'LB')
('SL04652-2022-11-02-2573','S108-5','zD', 'MB')
('SL22517-2022-11-02-2629','S110-13','wkoWUch', 'MB')
('AC12058-2022-11-01-2608','A145-16','TGCN', 'UB')
('SL12058-2022-11-01-2583','S108-15','OeAMQngHWj', 'SL')
('SL04652-2022-11-01-2665','S112-1','fAKrxoJGGeGQ', 'LB')
('AC22517-2022-11-02-2679','A149-15','waieHOtPURfG', 'UB')
('AC12058-2022-11-01-2646','A147-18','Wo', 'SU')
('SL12058-2022-11-01-2627','S110-11','cDyOPoUGfPJ', 'UB')
('AC22517-2022-11-01-2536','A141-16','g', 'UB')
('AC22517-2022-11-02-2689','A150-7','lgfHaHRXRy', 'LB')
('SL22517-2022-11-01-2662','S111-22','cprdUerAS', 'UB')
('AC04652-2022-11-01-2721','A152-3','IsrVfWzxxjlhI', 'UB')
('SL04652-2022-11-01-2676','S112-12','d', 'LB')
('SL04652-2022-11-01-2677','S112-13','Zes', 'MB')
('SL22517-2022-11-02-2703','S113-15','pghpC', 'SL')
('SL22517-2022-11-01-2686','S112-22','JYcorYVlUnBMNyn', 'UB')
('AC04652-2022-11-02-2629','A147-1','nfOMRO', 'LB')
('AC04652-2022-11-02-2632','A147-4','iMKbAzhaDcT', 'UB')
('AC04652-2022-11-01-2748','A153-12','fsEvpD', 'SU')
('SL04652-2022-11-02-2667','S112-3','ymMiIfkGopjo', 'UB')
('SL22517-2022-11-01-2695','S113-7','xWKzGIgL', 'SL')
('AC04652-2022-11-02-2643','A147-15','ExxkZvYTFyyaw', 'UB')
('SL04652-2022-11-01-2720','S114-8','xykXSzpZLyu', 'SU')
('SL12058-2022-11-01-2672','S112-8','A', 'SU')
('AC04652-2022-11-02-2659','A148-13','nbi', 'LB')
('AC04652-2022-11-02-2660','A148-14','FuTLzyQnseuiJAeh', 'LB')
('SL04652-2022-11-02-2686','S112-22','BUuGZGVJxsDBOMJ', 'UB')
('AC04652-2022-11-01-2765','A154-11','KabSJvgQtm', 'SL')
('AC22517-2022-11-02-2734','A152-16','wsVpIYKGwVmDGltX', 'UB')
('SL04652-2022-11-01-2732','S114-20','SukfyWoZ', 'LB')
('AC22517-2022-11-01-2579','A144-5','UVvSwGqozhT', 'SL')
('AC04652-2022-11-02-2666','A149-2','O', 'LB')
('AC04652-2022-11-01-2771','A154-17','fmuUdmITNjS', 'SL')
('AC04652-2022-11-01-2772','A154-18','KopymCShN', 'SU')
('AC12058-2022-11-01-2712','A151-12','EFhdBTicrjartN', 'SU')
('AC12058-2022-11-01-2713','A151-13','cYtDpqR', 'LB')
('AC22517-2022-11-02-2742','A153-6','zVTMthUcbTQgkGU', 'SU')
('SL22517-2022-11-01-2729','S114-17','arfSpqo', 'LB')
('SL12058-2022-11-01-2701','S113-13','BIhWoCVoUpwW', 'MB')
('AC22517-2022-11-02-2753','A153-17','aFwvGMyxjQcDTp', 'SL')
('SL22517-2022-11-02-2752','S115-16','iKnswCH', 'SU')
('SL12058-2022-11-01-2705','S113-17','ZdaHRIanzSgX', 'LB')
('SL22517-2022-11-01-2738','S115-2','XdcxlODvcWPLiX', 'MB')
('AC12058-2022-11-01-2724','A152-6','JfTkXKoIFHNY', 'SU')
('AC04652-2022-11-01-2787','A155-15','bFBf', 'UB')
('AC04652-2022-11-02-2690','A150-8','zknDimIzgGX', 'LB')
('AC04652-2022-11-01-2789','A155-17','Mk', 'SL')
('AC12058-2022-11-01-2726','A152-8','fkTJUjnTMHHs', 'LB')
('AC22517-2022-11-02-2760','A154-6','EwHsxNmenblmTZ', 'SU')
('AC22517-2022-11-02-2761','A154-7','mmQtiaJLglq', 'LB')
('SL22517-2022-11-01-2741','S115-5','JqeGgkbIiT', 'MB')
('SL04652-2022-11-02-2705','S113-17','YYbMPKDdMbwOvhC', 'LB')
('SL04652-2022-11-01-2760','S115-24','kQfUhI', 'SU')
('AC04652-2022-11-01-2793','A156-3','wt', 'UB')
('AC04652-2022-11-02-2700','A150-18','JLbvJwPDtxkX', 'SU')
('SL12058-2022-11-01-2721','S114-9','VMXliVDUXY', 'LB')
('AC22517-2022-11-01-2610','A145-18','EyvBgAFREyLTdiYX', 'SU')
('SL12058-2022-11-01-2723','S114-11','oRutxidVD', 'UB')
('AC22517-2022-11-01-2613','A146-3','aDOiScS', 'UB')
('AC12058-2022-11-01-2731','A152-13','IyWha', 'LB')
('AC12058-2022-11-01-2732','A152-14','wgjLY', 'LB')
('SL22517-2022-11-01-2754','S115-18','ZlnLXZVjwmkoK', 'MB')
('SL22517-2022-11-02-2772','S116-12','IEtqSmTuA', 'LB')
('SL12058-2022-11-01-2728','S114-16','zfggK', 'SU')
('SL04652-2022-11-01-2774','S116-14','aHSH', 'UB')
('SL12058-2022-11-01-2729','S114-17','QSCEa', 'LB')
('AC04652-2022-11-02-2714','A151-14','EGuMeVUXPqK', 'LB')
('AC22517-2022-11-01-2615','A146-5','WCarBWEZMyQUlE', 'SL')
('AC12058-2022-11-01-2742','A153-6','RbngQAOkpWFgtoKk', 'SU')
('AC12058-2022-11-01-2743','A153-7','sGEgISbIFNxhMWT', 'LB')
('SL04652-2022-11-02-2714','S114-2','QT', 'MB')
('SL22517-2022-11-02-2778','S116-18','hsWlaBuaeu', 'MB')
('AC04652-2022-11-02-2721','A152-3','lHB', 'UB')
('SL04652-2022-11-02-2718','S114-6','q', 'UB')
('SL04652-2022-11-02-2719','S114-7','DcfkVZiRkvsQcI', 'SL')
('SL04652-2022-11-01-2791','S117-7','ke', 'SL')
('SL22517-2022-11-02-2785','S117-1','JtkeQVeONhub', 'LB')
('SL04652-2022-11-01-2792','S117-8','jG', 'SU')
('SL22517-2022-11-02-2787','S117-3','DMJDLOMfjawfeNBk', 'UB')
('SL22517-2022-11-02-2788','S117-4','EQgbruxMLAiTwI', 'LB')
('SL22517-2022-11-02-2791','S117-7','BOMTRFkEPlfz', 'SL')
('AC12058-2022-11-01-2755','A154-1','rneNa', 'LB')
('AC04652-2022-11-02-2737','A153-1','YPuJvNKOp', 'LB')
('AC22517-2022-11-01-2637','A147-9','yb', 'UB')
('AC22517-2022-11-01-2638','A147-10','dcWap', 'UB')
('AC04652-2022-11-02-2740','A153-4','ESvzgwTwDX', 'UB')
('AC12058-2022-11-01-2767','A154-13','SLCbrYrbYZGn', 'LB')
('SL22517-2022-11-01-2783','S116-23','lFpXVQXpBmR', 'SL')
('AC22517-2022-11-02-2796','A156-6','UBEReH', 'SU')
('AC04652-2022-11-02-2749','A153-13','GmGsRbyxzp', 'LB')
('AC04652-2022-11-01-2831','A158-5','dm', 'SL')
('SL22517-2022-11-02-2810','S118-2','MGWWo', 'MB')
('AC22517-2022-11-02-2808','A156-18','QfrbztrKgrmD', 'SU')
('AC04652-2022-11-01-2844','A158-18','TtejYO', 'SU')
('SL04652-2022-11-01-2818','S118-10','bmtJKRKMNmmD', 'MB')
('AC22517-2022-11-01-2655','A148-9','pylE', 'UB')
('SL22517-2022-11-01-2804','S117-20','yopYskzTXC', 'LB')
('AC04652-2022-11-02-2767','A154-13','CEjaChiPrpX', 'LB')
('SL12058-2022-11-01-2776','S116-16','pDwYVjChIVTWC', 'SU')
('AC22517-2022-11-02-2831','A158-5','duzEjTj', 'SL')
('SL12058-2022-11-01-2784','S116-24','WOmJYlvvfm', 'SU')
('SL04652-2022-11-01-2831','S118-23','ZR', 'SL')
('AC12058-2022-11-01-2793','A156-3','YXQLNhG', 'UB')
('AC22517-2022-11-02-2834','A158-8','LyEClVmM', 'LB')
('SL22517-2022-11-01-2813','S118-5','ooksBzbwcixmRyKs', 'MB')
('AC04652-2022-11-01-2858','A159-14','DZEQQvHcYdN', 'LB')
('AC12058-2022-11-01-2800','A156-10','agttdET', 'UB')
('AC22517-2022-11-02-2841','A158-15','lDB', 'UB')
('AC22517-2022-11-02-2842','A158-16','yuyCTvszTBAEIhgT', 'UB')
('AC22517-2022-11-01-2669','A149-5','DXifkzxpzcQYc', 'SL')
('SL04652-2022-11-02-2761','S116-1','JxQNmShbLht', 'LB')
('SL12058-2022-11-01-2794','S117-10','Tu', 'MB')
('AC04652-2022-11-02-2786','A155-14','DoGcuokMbaUZQjYG', 'LB')
('SL04652-2022-11-02-2766','S116-6','Ctk', 'UB')
('SL22517-2022-11-01-2827','S118-19','PookqT', 'UB')
('SL22517-2022-11-02-2854','S119-22','iMKu', 'UB')
('SL12058-2022-11-01-2798','S117-14','e', 'UB')
('AC22517-2022-11-01-2676','A149-12','nSQw', 'SU')
('SL04652-2022-11-01-2848','S119-16','UyahsqCE', 'SU')
('SL12058-2022-11-01-2833','S119-1','elMxlHbrWtucPM', 'LB')
('SL22517-2022-11-02-2889','S121-9','lyYkSbwBGh', 'LB')
('AC12058-2022-11-01-2837','A158-11','ZqprxFqevVVO', 'SL')
('SL22517-2022-11-02-2892','S121-12','MNofkGofKlKa', 'LB')
('SL22517-2022-11-02-2893','S121-13','OZUsApMYwglc', 'MB')
('SL22517-2022-11-02-2903','S121-23','fdQeu', 'SL')
('SL04652-2022-11-02-2816','S118-8','hUQazQcgFC', 'SU')
('SL12058-2022-11-01-2917','S122-13','sZpkOgy', 'MB')
('SL22517-2022-11-02-2979','S125-3','qqlaDOyaiUw', 'UB')
('SL22517-2022-11-02-2980','S125-4','eR', 'LB')
('AC22517-2022-11-01-2777','A155-5','TpZmQxjzAQaUCdb', 'SL')
('AC12058-2022-11-01-2925','A163-9','qi', 'UB')
('SL04652-2022-11-02-2875','S120-19','QRkIYUJmaNHIaE', 'UB')
('AC12058-2022-11-01-2927','A163-11','nQhr', 'SL')
('SL22517-2022-11-02-2985','S125-9','PJCLgfOMIj', 'LB')
('AC04652-2022-11-01-2971','A166-1','oCEBiTcxFVYfkfa', 'LB')
('AC22517-2022-11-01-2782','A155-10','laVTxGv', 'UB')
('SL04652-2022-11-02-2884','S121-4','MYOZyvRbexcHGvBA', 'LB')
('SL22517-2022-11-02-3001','S126-1','gaqBMIjhBfWO', 'LB')
('AC22517-2022-11-01-2797','A156-7','ojLZjH', 'LB')
('AC22517-2022-11-02-3024','A168-18','PNa', 'SU')
('AC22517-2022-11-01-2806','A156-16','HVU', 'UB')
('SL12058-2022-11-01-2945','S123-17','NyIImJrglOqR', 'LB')
('AC04652-2022-11-01-2999','A167-11','XecGxhZfkxeyxEX', 'SL')
('AC22517-2022-11-02-3029','A169-5','JCEfZWfyAXxQ', 'SL')
('AC04652-2022-11-02-2940','A164-6','jmkBObbwckoTL', 'SU')
('AC12058-2022-11-01-2966','A165-14','OfUQ', 'LB')
('AC12058-2022-11-01-2967','A165-15','OrEdv', 'UB')
('AC22517-2022-11-02-3032','A169-8','tvPsXlnsIGyl', 'LB')
('AC22517-2022-11-02-3033','A169-9','IMp', 'UB')
('AC22517-2022-11-02-3034','A169-10','TJyNahduJZijTfpd', 'UB')
('SL22517-2022-11-02-3022','S126-22','RlLWABeiZZjZxCkF', 'UB')
('AC22517-2022-11-01-2817','A157-9','DbZRKO', 'UB')
('AC22517-2022-11-02-3036','A169-12','dyYIjH', 'SU')
('SL22517-2022-11-01-2985','S125-9','BKwBqYGd', 'LB')
('AC22517-2022-11-02-3038','A169-14','mRKYYYqVwrlS', 'LB')
('AC12058-2022-11-01-2979','A166-9','fqpTcLRv', 'UB')
('AC04652-2022-11-02-2954','A165-2','DsxdviydBNRou', 'LB')
('AC04652-2022-11-02-2955','A165-3','HatfrMVJgx', 'UB')
('AC04652-2022-11-01-3013','A168-7','QFSGtAGsAetWqcog', 'LB')
('AC22517-2022-11-02-3042','A169-18','KOxqdM', 'SU')
('AC22517-2022-11-02-3043','A170-1','gtbgYrsdle', 'LB')
('AC22517-2022-11-01-2827','A158-1','kCyT', 'LB')
('AC12058-2022-11-01-2984','A166-14','TybYHPnluew', 'LB')
('SL04652-2022-11-02-2929','S123-1','StpCxXuvyYrQSefq', 'LB')
('SL04652-2022-11-02-2930','S123-2','ipENhK', 'MB')
('SL04652-2022-11-02-2931','S123-3','YOjiUIuQdI', 'UB')
('SL22517-2022-11-01-2993','S125-17','WlWXKJTmKawMIkcD', 'LB')
('AC22517-2022-11-01-2830','A158-4','trBpzYQvIxAM', 'UB')
