('SL22517-2022-11-02-178','S8-10','UnXnBY', 'MB')
('SL22517-2022-11-02-2417','S101-17','DlZNpkYzdSjRnIz', 'LB')
('AC22517-2022-11-01-2481','A138-15','CqeasWsbAmuz', 'UB')
('AC12058-2022-11-01-2418','A135-6','IdylczeCHa', 'SU')
('SL12058-2022-11-01-2380','S100-4','UVwRGbbF', 'LB')
('SL12058-2022-11-01-2384','S100-8','X', 'SU')
('SL22517-2022-11-01-2451','S103-3','dqxAEUml', 'UB')
('AC22517-2022-11-02-2429','A135-17','OaUvxjzA', 'SL')
('AC12058-2022-11-01-2422','A135-10','akVpGTHEO', 'UB')
('AC12058-2022-11-01-2423','A135-11','shHUGAxHy', 'SL')
('AC04652-2022-11-02-2446','A136-16','mzmheVivR', 'UB')
('AC04652-2022-11-01-2552','A142-14','CVdmFJgBkTiZvUXF', 'LB')
('AC04652-2022-11-02-2448','A136-18','yDxX', 'SU')
('AC04652-2022-11-01-2554','A142-16','nbOPbunWQm', 'UB')
('SL04652-2022-11-02-2455','S103-7','WqYzLDKYQ', 'SL')
('AC22517-2022-11-02-2433','A136-3','VpfNFMjZeHDJI', 'UB')
('AC22517-2022-11-02-2434','A136-4','IsaAnHrsxxE', 'UB')
('SL22517-2022-11-01-2461','S103-13','UxQJDpNaABjoz', 'MB')
('SL12058-2022-11-01-2397','S100-21','REMoaYAOhFrauQ', 'MB')
('AC04652-2022-11-01-2562','A143-6','xhXXqeHAzVqsD', 'SU')
('AC04652-2022-11-02-2456','A137-8','WQNUbtywOCYmyI', 'LB')
('SL22517-2022-11-02-2430','S102-6','pIpoxNJUVyh', 'UB')
('AC22517-2022-11-01-2503','A140-1','mOtZW', 'LB')
('SL12058-2022-11-01-2401','S101-1','SqIhN', 'LB')
('AC04652-2022-11-01-2563','A143-7','LQdgEEkBqy', 'LB')
('AC12058-2022-11-01-2446','A136-16','rb', 'UB')
('AC12058-2022-11-01-2447','A136-17','aMIZVy', 'SL')
('AC04652-2022-11-02-2463','A137-15','SbjVQuoNuN', 'UB')
('SL04652-2022-11-01-2426','S102-2','Yd', 'MB')
('SL22517-2022-11-01-2476','S104-4','gLornkf', 'LB')
('SL12058-2022-11-01-2410','S101-10','TJJVpNseU', 'MB')
('SL04652-2022-11-01-2427','S102-3','APS', 'UB')
('AC22517-2022-11-02-2450','A137-2','lCFdgJSywam', 'LB')
('AC22517-2022-11-02-2451','A137-3','QbdT', 'UB')
('AC22517-2022-11-02-2453','A137-5','H', 'SL')
('SL04652-2022-11-02-2480','S104-8','EpAtHUfrbfPstW', 'SU')
('AC12058-2022-11-01-2461','A137-13','HtVgjIcbnVXxRlxv', 'LB')
('SL12058-2022-11-01-2417','S101-17','uoLwun', 'LB')
('AC22517-2022-11-01-2516','A140-14','bkzqDjVwIZcjbsBV', 'LB')
('SL04652-2022-11-01-2430','S102-6','RmtiWQytRghzwK', 'UB')
('AC12058-2022-11-01-2463','A137-15','AITuRRB', 'UB')
('AC04652-2022-11-01-2573','A143-17','djaOKKhzHtvgj', 'SL')
('SL12058-2022-11-01-2455','S103-7','VD', 'SL')
('AC04652-2022-11-01-2619','A146-9','xxjcyHDsrFZBekDg', 'UB')
('AC22517-2022-11-02-2498','A139-14','mjwkRHbNRjO', 'LB')
('SL04652-2022-11-01-2476','S104-4','ogtzQQakeCQsKiCi', 'LB')
('AC04652-2022-11-02-2525','A141-5','vnVSnTFQtqOvPT', 'SL')
('SL04652-2022-11-02-2545','S107-1','xdSjQWgEZInir', 'LB')
('AC04652-2022-11-02-2543','A142-5','eY', 'SL')
('SL22517-2022-11-01-2555','S107-11','ghEzCKr', 'UB')
('AC04652-2022-11-01-2640','A147-12','sUTScihvvaYFESZi', 'SU')
('SL12058-2022-11-01-2485','S104-13','QXBrJKdMtoBCIWO', 'MB')
('AC04652-2022-11-02-2544','A142-6','hdJjKdG', 'SU')
('SL22517-2022-11-01-2560','S107-16','wUwgphOBN', 'SU')
('SL22517-2022-11-01-2561','S107-17','eQZmMfe', 'LB')
('SL12058-2022-11-01-2487','S104-15','AFFaEyFjE', 'SL')
('AC04652-2022-11-01-2645','A147-17','D', 'SL')
('AC22517-2022-11-02-2522','A141-2','mmxJ', 'LB')
('AC04652-2022-11-01-2647','A148-1','GXXbVZbaeOo', 'LB')
('SL04652-2022-11-01-2504','S105-8','azHDuEVCp', 'SU')
('SL12058-2022-11-01-2494','S104-22','b', 'UB')
('SL04652-2022-11-02-2558','S107-14','VgpmFWviyEjX', 'UB')
('SL04652-2022-11-01-2511','S105-15','zUwicoCDaoA', 'SL')
('AC22517-2022-11-01-2581','A144-7','octDKS', 'LB')
('SL22517-2022-11-01-2571','S108-3','LjsfkqFd', 'UB')
('SL04652-2022-11-01-2512','S105-16','RVHLnQQkhz', 'SU')
('AC22517-2022-11-01-2586','A144-12','vPSozuxMTJhopd', 'SU')
('SL12058-2022-11-01-2500','S105-4','fJGddFK', 'LB')
('SL22517-2022-11-02-2513','S105-17','SuBGsMUSmJvTm', 'LB')
('AC04652-2022-11-02-2553','A142-15','oowHTCzd', 'UB')
('SL22517-2022-11-01-2576','S108-8','eHZCNfud', 'SU')
('AC22517-2022-11-02-2539','A142-1','yPXS', 'LB')
('AC04652-2022-11-02-2557','A143-1','bM', 'LB')
('AC12058-2022-11-01-2543','A142-5','Ap', 'SL')
('AC04652-2022-11-02-2558','A143-2','EvfzKRdGUBfEpuyB', 'LB')
('SL22517-2022-11-01-2580','S108-12','HKfOdPvdu', 'LB')
('AC22517-2022-11-02-2544','A142-6','CrCj', 'SU')
('SL04652-2022-11-02-2570','S108-2','xeTzR', 'MB')
('SL04652-2022-11-01-2529','S106-9','memkXn', 'LB')
('AC22517-2022-11-02-2547','A142-9','hjlf', 'UB')
('AC22517-2022-11-02-2549','A142-11','fKzt', 'SL')
('SL22517-2022-11-01-2584','S108-16','VSUgvUYxw', 'SU')
('SL12058-2022-11-01-2516','S105-20','aBa', 'LB')
('SL12058-2022-11-01-2518','S105-22','LoU', 'UB')
('AC22517-2022-11-02-2556','A142-18','bTYU', 'SU')
('SL12058-2022-11-01-2525','S106-5','qthUz', 'MB')
('AC22517-2022-11-02-2560','A143-4','xNkerlbGhTR', 'UB')
('SL04652-2022-11-02-2585','S108-17','Vf', 'LB')
('SL04652-2022-11-01-2548','S107-4','NMPiB', 'LB')
('SL22517-2022-11-01-2598','S109-6','CkuWrfjZ', 'UB')
('AC04652-2022-11-02-2582','A144-8','XjmkqJLlEG', 'LB')
('SL22517-2022-11-02-2541','S106-21','C', 'MB')
('AC22517-2022-11-01-2627','A146-17','XKIeMjWQhbnUHiR', 'SL')
('AC22517-2022-11-01-2631','A147-3','IYYcU', 'UB')
('AC22517-2022-11-02-2587','A144-13','xaDuaK', 'LB')
('AC22517-2022-11-01-2647','A148-1','mnWrxutWJwfYQu', 'LB')
('SL04652-2022-11-01-2569','S108-1','inE', 'LB')
('AC12058-2022-11-01-2580','A144-6','KPhF', 'SU')
('SL04652-2022-11-02-2619','S110-3','PxABxzsuwplp', 'UB')
('AC04652-2022-11-01-2716','A151-16','W', 'UB')
('SL22517-2022-11-01-2619','S110-3','mePH', 'UB')
('SL04652-2022-11-02-2623','S110-7','NMxTcgF', 'SL')
('SL04652-2022-11-02-2624','S110-8','CKJMsDpfhiYbINP', 'SU')
('SL04652-2022-11-02-2675','S112-11','A', 'UB')
('SL12058-2022-11-01-2629','S110-13','hLgNoP', 'MB')
('SL22517-2022-11-02-2624','S110-8','fFwrHFS', 'SU')
('SL22517-2022-11-01-2700','S113-12','NLeSWVrof', 'LB')
('AC04652-2022-11-01-2784','A155-12','JvW', 'SU')
('AC04652-2022-11-01-2785','A155-13','Ybc', 'LB')
('AC04652-2022-11-02-2677','A149-13','VTtsrZCznwGrpX', 'LB')
('AC22517-2022-11-02-2677','A149-13','ktbVWouuvmkVJq', 'LB')
('AC04652-2022-11-02-2688','A150-6','OHjMGlGMep', 'SU')
('SL22517-2022-11-01-2720','S114-8','lvZxfK', 'SU')
('SL22517-2022-11-01-2721','S114-9','GXteABuB', 'LB')
('SL04652-2022-11-02-2709','S113-21','vaKakaKGU', 'MB')
('AC12058-2022-11-01-2668','A149-4','LPGAELQS', 'UB')
('AC22517-2022-11-01-2757','A154-3','vydrQW', 'UB')
('AC04652-2022-11-02-2704','A151-4','kgzWGTZuecmz', 'UB')
('SL04652-2022-11-02-2719','S114-7','a', 'SL')
('AC22517-2022-11-02-2705','A151-5','sBVHjmbhDnLYew', 'SL')
('SL04652-2022-11-01-2691','S113-3','nVz', 'UB')
('SL04652-2022-11-02-2724','S114-12','NcECk', 'LB')
('AC22517-2022-11-01-2777','A155-5','YRgVbH', 'SL')
('AC12058-2022-11-01-2684','A150-2','RxLsBgQoWUCshT', 'LB')
('SL04652-2022-11-02-2736','S114-24','tLeqSZWPKtXJoPhf', 'SU')
('SL04652-2022-11-02-2769','S116-9','TWXgXmpLaMQDcn', 'LB')
('AC04652-2022-11-01-2858','A159-14','wBnm', 'LB')
('AC22517-2022-11-01-2831','A158-5','jCJ', 'SL')
('SL12058-2022-11-01-2737','S115-1','KZWV', 'LB')
('SL22517-2022-11-01-2821','S118-13','Uaws', 'MB')
('AC04652-2022-11-02-2802','A156-12','XT', 'SU')
('AC04652-2022-11-01-2961','A165-9','MjzHseDf', 'UB')
('SL12058-2022-11-01-2771','S116-11','AZYKiwSXxcGLdom', 'UB')
('AC04652-2022-11-01-2962','A165-10','Oqv', 'UB')
('AC04652-2022-11-01-2963','A165-11','xsOVCz', 'SL')
('SL12058-2022-11-01-2772','S116-12','DzfDusZfNqqPiA', 'LB')
('SL04652-2022-11-01-2840','S119-8','IoNKxh', 'SU')
('AC22517-2022-11-02-2860','A159-16','P', 'UB')
('SL04652-2022-11-01-2842','S119-10','KPQeEnBEjVu', 'MB')
('SL04652-2022-11-01-2844','S119-12','VOvhRkqBnhoPyvd', 'LB')
('AC22517-2022-11-01-2925','A163-9','ipAqGDEqErcyFrcu', 'UB')
('SL04652-2022-11-02-2887','S121-7','oqPFjOE', 'SL')
('SL12058-2022-11-01-2787','S117-3','zdlZMO', 'UB')
('SL04652-2022-11-01-2856','S119-24','p', 'SU')
('SL04652-2022-11-01-2857','S120-1','QESSanO', 'LB')
('AC22517-2022-11-02-2874','A160-12','VOPC', 'SU')
('AC04652-2022-11-02-2856','A159-12','WCQQCjpLDCalBl', 'SU')
('SL22517-2022-11-02-2831','S118-23','n', 'SL')
('AC22517-2022-11-02-2875','A160-13','uELOYz', 'LB')
('AC22517-2022-11-01-2939','A164-5','MdGbMuwONdUK', 'SL')
('SL12058-2022-11-01-2791','S117-7','DmohVVmo', 'SL')
('AC12058-2022-11-01-2837','A158-11','RTPFIGHFOCCDlDb', 'SL')
('SL12058-2022-11-01-2793','S117-9','lr', 'LB')
('SL22517-2022-11-02-2835','S119-3','WCpkAr', 'UB')
('SL04652-2022-11-02-2901','S121-21','voJpcfFV', 'MB')
('AC04652-2022-11-01-2987','A166-17','guSByzapPo', 'SL')
('AC04652-2022-11-01-2989','A167-1','NCPRWUVn', 'LB')
('AC22517-2022-11-01-2942','A164-8','DQ', 'LB')
('SL22517-2022-11-01-2881','S121-1','lXWAo', 'LB')
('AC22517-2022-11-02-2882','A161-2','yvaDBGZZC', 'LB')
('AC22517-2022-11-02-2883','A161-3','aov', 'UB')
('SL12058-2022-11-01-2799','S117-15','GUCctiqCOCPl', 'SL')
('SL04652-2022-11-01-2869','S120-13','kwerhN', 'MB')
('AC04652-2022-11-01-2995','A167-7','wEWkeVDBNbS', 'LB')
('AC22517-2022-11-02-2886','A161-6','qJaabC', 'SU')
('SL04652-2022-11-02-2913','S122-9','dlKxkEMPAUZHS', 'LB')
('SL22517-2022-11-01-2886','S121-6','jmIAxRHgyErKBv', 'UB')
('SL04652-2022-11-02-2914','S122-10','MIUkjDMulEpTZ', 'MB')
('SL22517-2022-11-01-2887','S121-7','MhuamBK', 'SL')
('AC04652-2022-11-02-2876','A160-14','qDRLnvYStScPA', 'LB')
('SL04652-2022-11-02-2918','S122-14','ZXJJsWDN', 'UB')
('AC04652-2022-11-02-2878','A160-16','PjLxvlFXbsHakt', 'UB')
('SL22517-2022-11-02-2854','S119-22','ZSHyUlyP', 'UB')
('SL12058-2022-11-01-2807','S117-23','BDyPy', 'SL')
('AC22517-2022-11-01-2954','A165-2','osCAWEvPmZ', 'LB')
('SL12058-2022-11-01-2809','S118-1','whRdryLByHZaz', 'LB')
('SL22517-2022-11-01-2893','S121-13','h', 'MB')
('SL22517-2022-11-02-2858','S120-2','hghYlppdZ', 'MB')
('AC22517-2022-11-01-2958','A165-6','wcHz', 'SU')
('SL22517-2022-11-02-2863','S120-7','AELmEuIYljSVMA', 'SL')
('AC12058-2022-11-01-2857','A159-13','ucQyjAEkmQgt', 'LB')
('AC12058-2022-11-01-2859','A159-15','wNPNESvTbetjeIVt', 'UB')
('SL04652-2022-11-02-2937','S123-9','iZzSMEYMoHbUB', 'LB')
('AC04652-2022-11-01-3019','A168-13','RKWzOcbzwkCJjFlz', 'LB')
('SL22517-2022-11-01-2911','S122-7','vfoEWqFYQOqxbN', 'SL')
('SL22517-2022-11-01-2915','S122-11','QmIuv', 'UB')
('AC22517-2022-11-02-2910','A162-12','jml', 'SU')
('SL22517-2022-11-01-2916','S122-12','uoLl', 'LB')
('AC12058-2022-11-01-2873','A160-11','DHd', 'SL')
('SL22517-2022-11-02-2878','S120-22','tVDoboVd', 'UB')
('AC04652-2022-11-01-3026','A169-2','NxgiqrClibZ', 'LB')
('SL04652-2022-11-01-2902','S121-22','NdsCecpMBIbwip', 'UB')
('SL04652-2022-11-02-2949','S123-21','RVjAChUm', 'MB')
('AC12058-2022-11-01-2882','A161-2','bULsYduBSduLgyp', 'LB')
('AC04652-2022-11-01-3043','A170-1','ZrRHWxq', 'LB')
('SL04652-2022-11-01-2911','S122-7','sqs', 'SL')
('AC12058-2022-11-01-2883','A161-3','IsGjCyXzisw', 'UB')
('SL22517-2022-11-02-2895','S121-15','F', 'SL')
('AC12058-2022-11-01-2884','A161-4','LxsOqSzYVZGYdN', 'UB')
('AC04652-2022-11-01-3044','A170-2','KP', 'LB')
('AC12058-2022-11-01-2885','A161-5','S', 'SL')
('AC04652-2022-11-01-3046','A170-4','ulkxuIvUvXsQlcW', 'UB')
('SL12058-2022-11-01-2846','S119-14','qhJZw', 'UB')
('SL22517-2022-11-02-2898','S121-18','VJqYlnmaOumuQTJf', 'MB')
('SL04652-2022-11-01-2919','S122-15','HwjBVadjFGuYnjfC', 'SL')
('SL04652-2022-11-02-2966','S124-14','KnTyhKTfINTovthC', 'UB')
('AC22517-2022-11-01-2989','A167-1','FNoCXwxMDOYQ', 'LB')
('AC12058-2022-11-01-2891','A161-11','b', 'SL')
('AC04652-2022-11-01-3050','A170-8','BrqUKNKU', 'LB')
('SL04652-2022-11-01-2931','S123-3','cTUSIQx', 'UB')
('AC12058-2022-11-01-2898','A161-18','cT', 'SU')
('AC04652-2022-11-01-3057','A170-15','Nr', 'UB')
('AC22517-2022-11-01-3000','A167-12','ITrRs', 'SU')
('SL12058-2022-11-01-2864','S120-8','PyLtUneuA', 'SU')
('SL22517-2022-11-01-2947','S123-19','JQYbYlxHBt', 'UB')
('AC22517-2022-11-01-3005','A167-17','QFGhqZxfxHgDWdqy', 'SL')
('AC12058-2022-11-01-2907','A162-9','OBCwJT', 'UB')
('SL12058-2022-11-01-2880','S120-24','PGRIwEbAJ', 'SU')
('SL22517-2022-11-02-2926','S122-22','XtjKXkfyDFBWRqkL', 'UB')
('AC04652-2022-11-02-2984','A166-14','JBPOTUvhBTekqard', 'LB')
('AC04652-2022-11-02-2985','A166-15','pPFzaDijcoPnbH', 'UB')
('SL22517-2022-11-02-2969','S124-17','JbKmah', 'LB')
('AC12058-2022-11-01-2947','A164-13','JfYDe', 'LB')
('AC12058-2022-11-01-2948','A164-14','SqZjTLNJc', 'LB')
('AC22517-2022-11-01-3069','A171-9','MhAMFweVMyqJXHU', 'UB')
('AC12058-2022-11-01-2951','A164-17','MQIL', 'SL')
('AC04652-2022-11-01-3122','A174-8','yHHxz', 'LB')
('SL12058-2022-11-01-2934','S123-6','tucQRqcGhG', 'UB')
('AC04652-2022-11-02-2997','A167-9','pXR', 'UB')
('AC22517-2022-11-02-3044','A170-2','EOSvvVHnk', 'LB')
('AC12058-2022-11-01-2972','A166-2','JWOfwvmHAAfmAhRS', 'LB')
('SL04652-2022-11-02-3076','S129-4','DQQypqCUFUEJOcFK', 'LB')
('AC12058-2022-11-01-2974','A166-4','GRgVa', 'UB')
('SL04652-2022-11-01-3035','S127-11','di', 'UB')
('SL04652-2022-11-01-3038','S127-14','lQTlsbBQGYSWdRJ', 'UB')
('AC22517-2022-11-01-3102','A173-6','Ds', 'SU')
('AC12058-2022-11-01-2981','A166-11','J', 'SL')
('AC04652-2022-11-02-3031','A169-7','RIHP', 'LB')
('AC12058-2022-11-01-2983','A166-13','Noiw', 'LB')
('SL04652-2022-11-02-3088','S129-16','LvihySZR', 'SU')
('SL12058-2022-11-01-2971','S124-19','YivXlvSEZiPc', 'UB')
('AC22517-2022-11-02-3056','A170-14','Pqlp', 'LB')
('AC22517-2022-11-01-3114','A173-18','gBrmwzXDDmSfPj', 'SU')
('SL22517-2022-11-02-3013','S126-13','vEoK', 'MB')
('AC22517-2022-11-01-3118','A174-4','hZwKYdFslA', 'UB')
('SL04652-2022-11-01-3060','S128-12','Ay', 'LB')
('SL22517-2022-11-01-3061','S128-13','YGDEZI', 'MB')
('AC12058-2022-11-01-3004','A167-16','yusXSXr', 'UB')
('SL22517-2022-11-01-3064','S128-16','YAzrvoyGdfouehg', 'SU')
('AC12058-2022-11-01-3008','A168-2','EObionCfp', 'LB')
('SL22517-2022-11-01-3068','S128-20','ezu', 'LB')
('AC22517-2022-11-01-3124','A174-10','qT', 'UB')
('AC22517-2022-11-01-3125','A174-11','ZoSEKSkncXE', 'SL')
('SL22517-2022-11-02-3025','S127-1','dvUlRlgYOtjJs', 'LB')
('SL12058-2022-11-01-2994','S125-18','GuWdhGtaoWaRKCh', 'MB')
('AC22517-2022-11-02-3099','A173-3','YqqoLOKvuRcBRjq', 'UB')
('AC12058-2022-11-01-3028','A169-4','UjV', 'UB')
('AC04652-2022-11-02-3073','A171-13','urjyQ', 'LB')
('SL22517-2022-11-01-3086','S129-14','SfgiISROWjUy', 'UB')
('SL22517-2022-11-02-3042','S127-18','pcviWw', 'MB')
('SL22517-2022-11-01-3089','S129-17','MRaQXUPyyOt', 'LB')
('SL22517-2022-11-01-3094','S129-22','lPBrfimjkfmbEym', 'UB')
('SL12058-2022-11-01-3017','S126-17','fQqyW', 'LB')
('AC22517-2022-11-01-3151','A176-1','noUroeRgY', 'LB')
('AC04652-2022-11-02-3093','A172-15','XEYFGpedrxaxIRN', 'UB')
('AC12058-2022-11-01-3038','A169-14','owf', 'LB')
('AC22517-2022-11-01-3158','A176-8','w', 'LB')
('SL12058-2022-11-01-3024','S126-24','xnGKk', 'SU')
('SL22517-2022-11-02-3053','S128-5','whjHWbejn', 'MB')
('AC04652-2022-11-01-3234','A180-12','zuFlfNlDET', 'SU')
('SL22517-2022-11-02-3065','S128-17','iytBjnXPrZgzds', 'LB')
('AC04652-2022-11-02-3116','A174-2','UaFkQJcrw', 'LB')
('SL12058-2022-11-01-3040','S127-16','I', 'SU')
('SL22517-2022-11-01-3109','S130-13','YZwpBWCPKiyqvqF', 'MB')
('SL22517-2022-11-02-3072','S128-24','NE', 'SU')
('SL12058-2022-11-01-3046','S127-22','niNMJN', 'UB')
('SL04652-2022-11-02-3168','S132-24','FuwduDqIv', 'SU')
('AC12058-2022-11-01-3060','A170-18','RWRIIOLcp', 'SU')
('AC22517-2022-11-01-3176','A177-8','SCfv', 'LB')
('AC04652-2022-11-01-3245','A181-5','uBKLJh', 'SL')
('AC04652-2022-11-02-3125','A174-11','apyLntmpBvgBc', 'SL')
('SL22517-2022-11-01-3119','S130-23','WA', 'SL')
('AC04652-2022-11-02-3131','A174-17','EQc', 'SL')
('SL22517-2022-11-01-3124','S131-4','nsj', 'LB')
('SL04652-2022-11-02-3195','S134-3','mj', 'UB')
('SL12058-2022-11-01-3070','S128-22','mMNwxsPqkeZIkQK', 'UB')
('AC12058-2022-11-01-3088','A172-10','E', 'UB')
('SL12058-2022-11-01-3077','S129-5','QUUQlnZZ', 'MB')
('SL04652-2022-11-02-3206','S134-14','E', 'UB')
('AC04652-2022-11-01-3282','A183-6','Uagdmeao', 'SU')
('SL12058-2022-11-01-3092','S129-20','wXC', 'LB')
('AC22517-2022-11-02-3180','A177-12','wDEOXpFatDsjcscz', 'SU')
('AC22517-2022-11-01-3230','A180-8','etn', 'LB')
('AC04652-2022-11-01-3311','A184-17','skGre', 'SL')
('SL22517-2022-11-01-3170','S133-2','IwS', 'MB')
('SL04652-2022-11-01-3187','S133-19','nPPmRmyhwKjIcgCZ', 'UB')
('AC04652-2022-11-01-3316','A185-4','WrQUooaGbdYk', 'UB')
('SL22517-2022-11-01-3173','S133-5','JAMoIt', 'MB')
('AC22517-2022-11-02-3195','A178-9','WauvHTOqoX', 'UB')
('AC04652-2022-11-01-3319','A185-7','muddmA', 'LB')
('SL04652-2022-11-02-3253','S136-13','RNOmaOR', 'MB')
('SL04652-2022-11-02-3254','S136-14','IoSWpXCIjHktdzaS', 'UB')
('SL04652-2022-11-02-3272','S137-8','mQoOyxHhYnW', 'SU')
('AC12058-2022-11-01-3172','A177-4','XIdadcLMoVhwmdR', 'UB')
('SL04652-2022-11-02-3276','S137-12','KOd', 'LB')
('AC22517-2022-11-01-3264','A182-6','VTzbMVBFGTe', 'SU')
('AC22517-2022-11-02-3220','A179-16','hYYaMdSnQZuvWJW', 'UB')
('AC22517-2022-11-01-3267','A182-9','hEFlAyUbqLUp', 'UB')
('AC12058-2022-11-01-3179','A177-11','qOXFCtjEZ', 'SL')
('SL04652-2022-11-02-3282','S137-18','yrfUyQCZIsvgiKh', 'MB')
('AC22517-2022-11-02-3227','A180-5','ZZQlIGzNKWWT', 'SL')
('SL04652-2022-11-01-3214','S134-22','QIvEbLOpPNZjal', 'UB')
('AC12058-2022-11-01-3183','A177-15','szR', 'UB')
('SL22517-2022-11-02-3199','S134-7','dilvitpHgpVkJE', 'SL')
('SL12058-2022-11-01-3164','S132-20','mV', 'LB')
('AC04652-2022-11-01-3408','A190-6','tNLroUe', 'SU')
('SL22517-2022-11-02-3232','S135-16','huCUrMFaPcupqX', 'SU')
('AC22517-2022-11-01-3338','A186-8','MYSAyxlWisRO', 'LB')
('SL22517-2022-11-02-3233','S135-17','MJ', 'LB')
('SL12058-2022-11-01-3253','S136-13','LCwoZniTGzrvjPNx', 'MB')
('SL22517-2022-11-02-3260','S136-20','acPuElpxlIDTL', 'LB')
('AC12058-2022-11-01-3275','A182-17','qhRolbHyRMeKNeK', 'SL')
('SL22517-2022-11-02-3262','S136-22','AR', 'UB')
('SL22517-2022-11-02-3263','S136-23','j', 'SL')
('SL22517-2022-11-01-3307','S138-19','wScz', 'UB')
('AC22517-2022-11-02-3372','A188-6','bvU', 'SU')
('AC22517-2022-11-01-3424','A191-4','X', 'UB')
('AC22517-2022-11-02-3374','A188-8','SkKM', 'LB')
('SL22517-2022-11-01-3339','S140-3','UULLC', 'UB')
('SL04652-2022-11-01-3360','S140-24','XQ', 'SU')
('AC22517-2022-11-02-3385','A189-1','DREMWYDF', 'LB')
('AC22517-2022-11-01-3455','A192-17','AZW', 'SL')
('AC22517-2022-11-02-3404','A190-2','jKcML', 'LB')
('SL22517-2022-11-02-3357','S140-21','RvCqZKP', 'MB')
('SL22517-2022-11-01-3384','S141-24','e', 'SU')
('SL04652-2022-11-02-3471','S145-15','IKKAVqTPprEEXq', 'SL')
('SL12058-2022-11-01-3345','S140-9','JFSEn', 'LB')
('AC22517-2022-11-02-3430','A191-10','tnutHpuGOcQvpIpl', 'UB')
('SL04652-2022-11-02-3508','S147-4','xSeIJqc', 'LB')
('AC22517-2022-11-02-3500','A195-8','ujQRYXfYsA', 'LB')
('SL22517-2022-11-01-3477','S145-21','DBwugDSBt', 'MB')
('SL22517-2022-11-02-3438','S144-6','gF', 'UB')
('AC22517-2022-11-01-3568','A199-4','xqEgedLBDyXN', 'UB')
('AC04652-2022-11-01-3633','A202-15','AfxmgveprBoxH', 'UB')
('SL22517-2022-11-02-3443','S144-11','cSRODdHiCSVm', 'UB')
('SL22517-2022-11-01-3480','S145-24','sqegqqmDh', 'SU')
('AC22517-2022-11-02-3507','A195-15','TwUDzxSFcGla', 'UB')
('AC22517-2022-11-01-3571','A199-7','Y', 'LB')
('SL04652-2022-11-01-3493','S146-13','wxpDAxaftAsSOafS', 'MB')
('AC04652-2022-11-02-3488','A194-14','TMN', 'LB')
('AC22517-2022-11-01-3574','A199-10','RUVcCQdQOgrIlCrK', 'UB')
('AC04652-2022-11-01-3670','A204-16','bPkTkkGBahUadTpP', 'UB')
('SL22517-2022-11-01-3534','S148-6','hROFFgbQFtphSq', 'UB')
('AC22517-2022-11-01-3621','A202-3','mjefoZ', 'UB')
('AC04652-2022-11-02-3537','A197-9','iwvntWeqZPvo', 'UB')
('AC04652-2022-11-02-3538','A197-10','DsHIoVc', 'UB')
('SL22517-2022-11-02-3501','S146-21','XjcIx', 'MB')
('AC22517-2022-11-02-3583','A200-1','liBwtxBBIDE', 'LB')
('SL22517-2022-11-01-3561','S149-9','NhybLmEDJavQpGOt', 'LB')
('SL04652-2022-11-01-3548','S148-20','QOYMN', 'LB')
('SL12058-2022-11-01-3509','S147-5','ccpMHcGmL', 'MB')
('SL22517-2022-11-02-3539','S148-11','VfGIRcrdXaYE', 'UB')
('SL12058-2022-11-01-3532','S148-4','yJ', 'LB')
('AC12058-2022-11-01-3680','A205-8','uiRJQBVqv', 'LB')
('SL12058-2022-11-01-3599','S150-23','BXL', 'SL')
('SL22517-2022-11-02-3622','S151-22','LokaVM', 'UB')
('SL12058-2022-11-01-3601','S151-1','ylMdBGb', 'LB')
('SL04652-2022-11-01-3663','S153-15','nskwQFcgS', 'SL')
('AC04652-2022-11-01-3843','A214-9','O', 'UB')
('AC22517-2022-11-01-3774','A210-12','oEDVqhMCjAA', 'SU')
('SL22517-2022-11-01-3697','S155-1','JlOQzXsZSmKX', 'LB')
('AC22517-2022-11-01-3811','A212-13','sYsYwVDzd', 'LB')
('SL22517-2022-11-02-3651','S153-3','xtbIj', 'UB')
('AC12058-2022-11-01-3731','A208-5','tTgxD', 'SL')
('AC04652-2022-11-02-3735','A208-9','gXXS', 'UB')
('SL04652-2022-11-01-3710','S155-14','LanmEETzXFM', 'UB')
('AC22517-2022-11-01-3824','A213-8','jK', 'LB')
('AC12058-2022-11-01-3747','A209-3','BPRTBQZeLybc', 'UB')
('AC04652-2022-11-01-3898','A217-10','CcxyEbe', 'UB')
('AC04652-2022-11-02-3759','A209-15','xSdsuTRcW', 'UB')
('AC12058-2022-11-01-3823','A213-7','PTuulB', 'LB')
('SL22517-2022-11-01-3816','S159-24','GBK', 'SU')
('AC12058-2022-11-01-3824','A213-8','cQouijPnyrOQ', 'LB')
('AC04652-2022-11-01-3981','A222-3','QlpAzkjrbTwnBF', 'UB')
('AC04652-2022-11-01-3982','A222-4','xIXBmXlODv', 'UB')
('SL22517-2022-11-02-3740','S156-20','ZCWzBYQagGB', 'LB')
('SL22517-2022-11-02-3741','S156-21','QrfW', 'MB')
('SL04652-2022-11-02-3862','S161-22','A', 'UB')
('SL04652-2022-11-02-3863','S161-23','uWlmZtWOeMptSw', 'SL')
('SL12058-2022-11-01-3719','S155-23','MSepCPkxDja', 'SL')
('AC04652-2022-11-01-3986','A222-8','hiWHozlZV', 'LB')
