('SL12058-2022-11-01-4','S1-4','BsEjQkPmDajeGhn', 'LB')
('SL22517-2022-11-01-2294','S96-14','meMCn', 'UB')
('AC04652-2022-11-01-2329','A130-7','QZleqfjvhScXjFWq', 'LB')
('AC04652-2022-11-02-2228','A124-14','eBwR', 'LB')
('SL22517-2022-11-02-2306','S97-2','JmqOGWXYhAkyMS', 'MB')
('SL22517-2022-11-02-2307','S97-3','nfMbM', 'UB')
('AC12058-2022-11-01-2285','A127-17','UVfgDcllldkADIfa', 'SL')
('AC22517-2022-11-02-2322','A129-18','biTUidNNwHRm', 'SU')
('AC12058-2022-11-01-2290','A128-4','V', 'UB')
('AC04652-2022-11-02-2250','A125-18','RnOwaBXfOWmGUIKH', 'SU')
('AC22517-2022-11-01-2222','A124-8','uRp', 'LB')
('AC22517-2022-11-02-2335','A130-13','xmRo', 'LB')
('SL04652-2022-11-01-2326','S97-22','loX', 'UB')
('AC22517-2022-11-01-2225','A124-11','psYwWBhnq', 'SL')
('SL04652-2022-11-02-2297','S96-17','QDGNlbarQ', 'LB')
('AC22517-2022-11-02-2342','A131-2','rNBEL', 'LB')
('SL04652-2022-11-02-2301','S96-21','CiKEuUy', 'MB')
('AC04652-2022-11-01-2359','A132-1','OtisroF', 'LB')
('AC04652-2022-11-01-2361','A132-3','cOggbLZ', 'UB')
('SL12058-2022-11-01-2305','S97-1','jlIeoESKacVp', 'LB')
('AC12058-2022-11-01-2316','A129-12','uQhWNzIQuCW', 'SU')
('AC22517-2022-11-02-2350','A131-10','yVWJQkTPdgFs', 'UB')
('SL22517-2022-11-02-2343','S98-15','IQ', 'SL')
('SL22517-2022-11-01-2335','S98-7','Gs', 'SL')
('AC12058-2022-11-01-2318','A129-14','OFaVQmBFOJCt', 'LB')
('AC22517-2022-11-02-2354','A131-14','wrtXXBhSPxFykagc', 'LB')
('SL22517-2022-11-02-2348','S98-20','pWMfCo', 'LB')
('AC22517-2022-11-01-2244','A125-12','NJHKQUSoTETXpwL', 'SU')
('SL22517-2022-11-01-2339','S98-11','zi', 'UB')
('SL12058-2022-11-01-2318','S97-14','QTqyxbdY', 'UB')
('SL04652-2022-11-01-2345','S98-17','vxCxOkWalhbAnnJa', 'LB')
('AC22517-2022-11-02-2362','A132-4','d', 'UB')
('SL04652-2022-11-02-2318','S97-14','MnAJRSYPhDl', 'UB')
('AC22517-2022-11-01-2247','A125-15','iZGl', 'UB')
('SL04652-2022-11-02-2319','S97-15','e', 'SL')
('SL22517-2022-11-01-2351','S98-23','FLPJH', 'SL')
('AC12058-2022-11-01-2337','A130-15','yUVAMN', 'UB')
('SL12058-2022-11-01-2331','S98-3','rIgXFbEP', 'UB')
('SL22517-2022-11-01-2353','S99-1','Gb', 'LB')
('SL04652-2022-11-01-2358','S99-6','BPdVjmKmP', 'UB')
('AC04652-2022-11-02-2305','A129-1','DcqKjhGCZcW', 'LB')
('AC12058-2022-11-01-2379','A133-3','trOoZnGEbHlBYKGr', 'UB')
('AC22517-2022-11-02-2406','A134-12','TYZTXtUXHyYePfI', 'SU')
('SL04652-2022-11-01-2397','S100-21','RpzlZgxnzMtZDJ', 'MB')
('AC22517-2022-11-01-2306','A129-2','bHWJ', 'LB')
('AC04652-2022-11-02-2354','A131-14','kUvTeiZTjqdT', 'LB')
('AC12058-2022-11-01-2393','A133-17','B', 'SL')
('SL04652-2022-11-02-2390','S100-14','XoTnQZwZjqGNw', 'UB')
('AC04652-2022-11-01-2448','A136-18','BwICmxwHQybjAmZe', 'SU')
('SL22517-2022-11-02-2426','S102-2','piuJf', 'MB')
('SL04652-2022-11-02-2396','S100-20','fSYsZMpGYDbmoo', 'LB')
('AC22517-2022-11-01-2326','A130-4','YfZUkkAQBptc', 'UB')
('AC12058-2022-11-01-2400','A134-6','fNJTiCgjpLxsimRE', 'SU')
('SL12058-2022-11-01-2394','S100-18','RmKPK', 'MB')
('SL22517-2022-11-02-2428','S102-4','PWYPQXaBXC', 'LB')
('AC22517-2022-11-01-2329','A130-7','EYdvWofb', 'LB')
('SL04652-2022-11-02-2419','S101-19','ppGMNtarYhgryn', 'UB')
('SL12058-2022-11-01-2410','S101-10','CcIwEOd', 'MB')
('AC04652-2022-11-02-2391','A133-15','GEQfAA', 'UB')
('AC04652-2022-11-01-2477','A138-11','QMjvsiOsrsuJSU', 'SL')
('AC22517-2022-11-02-2452','A137-4','uw', 'UB')
('SL22517-2022-11-01-2446','S102-22','vJXeWeSKAsrj', 'UB')
('SL04652-2022-11-02-2423','S101-23','aJuFfgDwj', 'SL')
('SL22517-2022-11-02-2460','S103-12','jwfZissMeJLRokGJ', 'LB')
('AC04652-2022-11-01-2485','A139-1','Iedx', 'LB')
('AC04652-2022-11-02-2401','A134-7','mqUHPfUyUQtQUa', 'LB')
('SL22517-2022-11-02-2464','S103-16','pFsFm', 'SU')
('SL04652-2022-11-01-2453','S103-5','tCuCydsulMnkhq', 'MB')
('SL22517-2022-11-01-2458','S103-10','heYpVbKsgLCtcXs', 'MB')
('AC22517-2022-11-02-2465','A137-17','lF', 'SL')
('AC04652-2022-11-01-2490','A139-6','DMemfmQUicibG', 'SU')
('AC04652-2022-11-01-2491','A139-7','ardjdk', 'LB')
('AC04652-2022-11-01-2492','A139-8','uQAzNXUPQTuwWJfr', 'LB')
('SL04652-2022-11-02-2444','S102-20','gdBGvtjlwLh', 'LB')
('SL04652-2022-11-01-2466','S103-18','sdgT', 'MB')
('SL22517-2022-11-02-2479','S104-7','K', 'SL')
('SL22517-2022-11-01-2470','S103-22','QPMVJxVekA', 'UB')
('SL22517-2022-11-02-2482','S104-10','NDrRxjiWCVrsrNJu', 'MB')
('AC12058-2022-11-01-2506','A140-4','hhEaDv', 'UB')
('SL22517-2022-11-02-2521','S106-1','z', 'LB')
('SL04652-2022-11-02-2487','S104-15','cqGVvkXCzI', 'SL')
('AC22517-2022-11-01-2410','A134-16','kKlWchnOW', 'UB')
('SL04652-2022-11-02-2491','S104-19','LG', 'UB')
('AC04652-2022-11-02-2463','A137-15','BHRH', 'UB')
('AC22517-2022-11-01-2416','A135-4','lEDDRUfRhNbIyl', 'UB')
('SL04652-2022-11-02-2496','S104-24','xKvWXFEwRz', 'SU')
('SL22517-2022-11-01-2517','S105-21','QvQHRXVwrW', 'MB')
('SL22517-2022-11-01-2518','S105-22','cDKqdxxUAwdEI', 'UB')
('AC04652-2022-11-01-2567','A143-11','UkTBpHPzHnzNfKyp', 'SL')
('AC04652-2022-11-02-2476','A138-10','VHICW', 'UB')
('AC12058-2022-11-01-2532','A141-12','M', 'SU')
('SL04652-2022-11-01-2548','S107-4','TokSNBkW', 'LB')
('SL12058-2022-11-01-2508','S105-12','z', 'LB')
('AC22517-2022-11-01-2437','A136-7','DMVsmgoaeE', 'LB')
('AC22517-2022-11-01-2438','A136-8','tIFBMGXc', 'LB')
('AC04652-2022-11-02-2491','A139-7','DDqNtwbVimf', 'LB')
('SL04652-2022-11-01-2554','S107-10','bXcxzzPOviYRKtI', 'MB')
('AC04652-2022-11-01-2587','A144-13','ajACAKOdPlKd', 'LB')
('AC22517-2022-11-02-2592','A144-18','Bihgi', 'SU')
('AC12058-2022-11-01-2567','A143-11','AjEv', 'SL')
('AC04652-2022-11-02-2526','A141-6','SUDKyqojicQHD', 'SU')
('SL04652-2022-11-01-2610','S109-18','Jtj', 'MB')
('AC04652-2022-11-02-2565','A143-9','gkIkGZCsSNJp', 'UB')
('AC04652-2022-11-01-2712','A151-12','Bsrb', 'SU')
('AC04652-2022-11-02-2599','A145-7','QSsWp', 'LB')
('AC22517-2022-11-02-2686','A150-4','GyTXAuJktf', 'UB')
('SL04652-2022-11-02-2626','S110-10','LJJPxggrVrZbHl', 'MB')
('SL12058-2022-11-01-2632','S110-16','TnunPwtngGzAV', 'SU')
('AC04652-2022-11-02-2607','A145-15','YwdmOSRNNvGv', 'UB')
('SL22517-2022-11-02-2677','S112-13','cd', 'MB')
('AC12058-2022-11-01-2658','A148-12','FRO', 'SU')
('SL12058-2022-11-01-2646','S111-6','d', 'UB')
('SL04652-2022-11-02-2649','S111-9','etG', 'LB')
('AC04652-2022-11-01-2733','A152-15','LWAqxgLOTIewfb', 'UB')
('SL12058-2022-11-01-2647','S111-7','WNEpGtSTInoFKejG', 'SL')
('AC04652-2022-11-02-2624','A146-14','tEqNseFFF', 'LB')
('AC22517-2022-11-01-2554','A142-16','SQAfdrN', 'UB')
('SL22517-2022-11-01-2677','S112-13','DkTOyIn', 'MB')
('SL04652-2022-11-02-2684','S112-20','OSeRLlxPytpkDt', 'LB')
('SL04652-2022-11-02-2685','S112-21','IgsQxWxtYlXUn', 'MB')
('SL22517-2022-11-01-2713','S114-1','OAauOv', 'LB')
('SL04652-2022-11-01-2737','S115-1','psGQnijovjB', 'LB')
('SL12058-2022-11-01-2694','S113-6','EvwobkT', 'UB')
('SL04652-2022-11-01-2741','S115-5','vq', 'MB')
('AC22517-2022-11-01-2587','A144-13','w', 'LB')
('SL04652-2022-11-01-2742','S115-6','XyQkXKanmSZu', 'UB')
('AC22517-2022-11-02-2755','A154-1','wNTBMeMMFVhF', 'LB')
('AC04652-2022-11-01-2788','A155-16','EwgvnzdNOyfCQp', 'UB')
('SL12058-2022-11-01-2711','S113-23','MmqS', 'SL')
('AC12058-2022-11-01-2728','A152-10','oRP', 'UB')
('AC04652-2022-11-02-2699','A150-17','gUamCaNzdsTAXG', 'SL')
('SL12058-2022-11-01-2720','S114-8','p', 'SU')
('AC12058-2022-11-01-2730','A152-12','dBOFhQEflWgZe', 'SU')
('SL22517-2022-11-02-2766','S116-6','F', 'UB')
('SL22517-2022-11-01-2748','S115-12','FQOUXNT', 'LB')
('SL22517-2022-11-02-2767','S116-7','txNpUVFIJzPZK', 'SL')
('AC12058-2022-11-01-2735','A152-17','rmbmnMELaOhxcZ', 'SL')
('AC04652-2022-11-02-2739','A153-3','hnKZArMfuBEXJWny', 'UB')
('AC04652-2022-11-02-2743','A153-7','VcFLbluFypR', 'LB')
('AC22517-2022-11-02-2809','A157-1','ebjyJxzOaic', 'LB')
('SL22517-2022-11-01-2788','S117-4','YqKCLKMeljo', 'LB')
('SL12058-2022-11-01-2763','S116-3','rNALSLNNRMnSP', 'UB')
('SL22517-2022-11-01-2789','S117-5','LtNSMTjDZyYyQ', 'MB')
('SL22517-2022-11-01-2829','S118-21','woZB', 'MB')
('SL04652-2022-11-02-2770','S116-10','iBlQJRRt', 'MB')
('SL12058-2022-11-01-2799','S117-15','BPhFXPWZdzccWyH', 'SL')
('AC04652-2022-11-02-2791','A156-1','NQcMckGRV', 'LB')
('AC22517-2022-11-01-2677','A149-13','MmcecubVxLExd', 'LB')
('SL04652-2022-11-02-2774','S116-14','XLH', 'UB')
('SL22517-2022-11-01-2834','S119-2','GRIdZD', 'MB')
('SL04652-2022-11-02-2778','S116-18','pRWwhIRInj', 'MB')
('SL04652-2022-11-01-2853','S119-21','tAcWobT', 'MB')
('SL22517-2022-11-02-2864','S120-8','DpLl', 'SU')
('AC22517-2022-11-02-2909','A162-11','McnJBWsBwV', 'SL')
('SL12058-2022-11-01-2851','S119-19','SLWKWwOh', 'UB')
('AC22517-2022-11-02-2913','A162-15','VQhPuu', 'UB')
('AC04652-2022-11-02-2834','A158-8','ao', 'LB')
('AC22517-2022-11-02-2953','A165-1','T', 'LB')
('AC04652-2022-11-01-2936','A164-2','Zdt', 'LB')
('SL22517-2022-11-02-2948','S123-20','McCkvcuUeszwqApL', 'LB')
('SL12058-2022-11-01-2896','S121-16','ZKiKfkb', 'SU')
('AC12058-2022-11-01-2898','A161-18','qXHYthpc', 'SU')
('AC04652-2022-11-02-2911','A162-13','dHaMOXMm', 'LB')
('SL04652-2022-11-02-2883','S121-3','lqxjUJQgLaQyEVtK', 'UB')
('SL22517-2022-11-01-2953','S124-1','yQHhV', 'LB')
('AC12058-2022-11-01-2935','A164-1','gOksPVp', 'LB')
('AC04652-2022-11-01-2980','A166-10','AemXyRRPsOfiCPy', 'UB')
('SL04652-2022-11-02-2890','S121-10','sZOdsiKF', 'MB')
('AC12058-2022-11-01-2949','A164-15','JBTnNNbzqkTXXu', 'UB')
('SL04652-2022-11-02-2899','S121-19','YKvZIFvNScp', 'UB')
('SL22517-2022-11-01-2963','S124-11','zFUMex', 'UB')
('SL22517-2022-11-01-2964','S124-12','EPvTDQxfkgpkhio', 'LB')
('AC12058-2022-11-01-2991','A167-3','vjJlbquSNZTq', 'UB')
('SL12058-2022-11-01-2967','S124-15','rnjHMclawAczdrP', 'SL')
('AC04652-2022-11-01-3022','A168-16','Ys', 'UB')
('SL12058-2022-11-01-2972','S124-20','obtVO', 'LB')
('SL22517-2022-11-02-3055','S128-7','RkUfcp', 'SL')
('AC04652-2022-11-02-2976','A166-6','xPJCv', 'SU')
('SL22517-2022-11-01-3005','S126-5','yxSyodHk', 'MB')
('SL22517-2022-11-02-3057','S128-9','HPKMpuH', 'LB')
('AC22517-2022-11-01-2853','A159-9','l', 'UB')
('AC04652-2022-11-02-2981','A166-11','uvGhXEgqtuZpS', 'SL')
('SL22517-2022-11-01-3012','S126-12','ZfvHSFDLEOjRvLu', 'LB')
('AC22517-2022-11-01-2856','A159-12','SfQYpcavG', 'SU')
('SL04652-2022-11-02-2956','S124-4','eeDvAZuYX', 'LB')
('SL22517-2022-11-01-3017','S126-17','nttriuUz', 'LB')
('AC22517-2022-11-02-3078','A171-18','WL', 'SU')
('AC12058-2022-11-01-3019','A168-13','zJgy', 'LB')
('AC04652-2022-11-01-3045','A170-3','ccXEZPlKnW', 'UB')
('AC22517-2022-11-02-3082','A172-4','ID', 'UB')
('AC22517-2022-11-02-3084','A172-6','vSE', 'SU')
('AC04652-2022-11-01-3051','A170-9','oFQw', 'UB')
('AC22517-2022-11-02-3089','A172-11','BdONQSYY', 'SL')
('AC04652-2022-11-02-3004','A167-16','tSualpeYuhuUiorW', 'UB')
('AC04652-2022-11-01-3057','A170-15','VD', 'UB')
('AC22517-2022-11-02-3094','A172-16','Gv', 'UB')
('SL22517-2022-11-01-3050','S128-2','vkYVwSgBSJeJWfS', 'MB')
('SL22517-2022-11-02-3086','S129-14','FBH', 'UB')
('SL04652-2022-11-01-3061','S128-13','ePanLCxQ', 'MB')
('SL22517-2022-11-02-3090','S129-18','RBdefKT', 'MB')
('AC22517-2022-11-02-3116','A174-2','f', 'LB')
('SL22517-2022-11-02-3096','S129-24','aqpSO', 'SU')
('SL04652-2022-11-01-3079','S129-7','kmSVrofv', 'SL')
('AC12058-2022-11-01-3057','A170-15','ATHmvAf', 'UB')
('AC04652-2022-11-01-3080','A172-2','ksTR', 'LB')
('AC04652-2022-11-01-3082','A172-4','hdNAJjWwFBeEz', 'UB')
('SL04652-2022-11-02-3039','S127-15','zhCKrLijc', 'SL')
('AC22517-2022-11-02-3164','A176-14','DSImR', 'LB')
('SL22517-2022-11-01-3100','S130-4','HODUzu', 'LB')
('AC04652-2022-11-02-3068','A171-8','EaIt', 'LB')
('AC22517-2022-11-01-2952','A164-18','BdGXZk', 'SU')
('SL22517-2022-11-02-3148','S132-4','hENsDk', 'LB')
('AC22517-2022-11-01-2959','A165-7','eKbUbqcXXUW', 'LB')
('AC12058-2022-11-01-3119','A174-5','zma', 'SL')
('SL22517-2022-11-01-3128','S131-8','YjBQQySAJA', 'SU')
('AC12058-2022-11-01-3123','A174-9','bE', 'UB')
('AC04652-2022-11-02-3106','A173-10','ggGYGc', 'UB')
('AC22517-2022-11-01-3001','A167-13','ieEyckzgIZ', 'LB')
('SL22517-2022-11-02-3196','S134-4','iXIKkiPg', 'LB')
('AC12058-2022-11-01-3147','A175-15','EvaM', 'UB')
('AC12058-2022-11-01-3148','A175-16','EuoZDYeoRnGbddVt', 'UB')
('SL12058-2022-11-01-3104','S130-8','LFk', 'SU')
('AC22517-2022-11-01-3010','A168-4','AbDIsbJEUzMqlHFs', 'UB')
('AC04652-2022-11-01-3193','A178-7','avZbbFAwiCEjYM', 'LB')
('SL22517-2022-11-02-3224','S135-8','TLdddRYZ', 'SU')
('SL04652-2022-11-02-3146','S132-2','WaTFGbQmQynQmLni', 'MB')
('AC04652-2022-11-01-3199','A178-13','qYTUtHScwRAwzL', 'LB')
('AC22517-2022-11-01-3045','A170-3','XBgFntCvgG', 'UB')
('SL04652-2022-11-02-3152','S132-8','bKhraMPzCQvhs', 'SU')
('AC22517-2022-11-02-3254','A181-14','KahqwGIfE', 'LB')
('SL04652-2022-11-02-3157','S132-13','fXgdM', 'MB')
('SL22517-2022-11-02-3240','S135-24','OiEQnlwrGNXKSO', 'SU')
('AC12058-2022-11-01-3193','A178-7','yfE', 'LB')
('AC04652-2022-11-02-3173','A177-5','vxZcHYMCcaobhXep', 'SL')
('AC04652-2022-11-01-3212','A179-8','tycEMepQD', 'LB')
('AC12058-2022-11-01-3203','A178-17','xQEVi', 'SL')
('AC22517-2022-11-01-3109','A173-13','GK', 'LB')
('AC22517-2022-11-01-3115','A174-1','oZKgIjvwk', 'LB')
('AC04652-2022-11-01-3249','A181-9','HuENlqLuXJsLxVY', 'UB')
('SL04652-2022-11-02-3200','S134-8','u', 'SU')
('SL12058-2022-11-01-3192','S133-24','k', 'SU')
('SL04652-2022-11-01-3280','S137-16','Sev', 'SU')
('AC12058-2022-11-01-3251','A181-11','XgKGk', 'SL')
('SL12058-2022-11-01-3201','S134-9','hnIJHxDiQWBovos', 'LB')
('AC04652-2022-11-01-3260','A182-2','GpWfXizh', 'LB')
('AC04652-2022-11-01-3261','A182-3','wprNdhrIVV', 'UB')
('SL04652-2022-11-02-3214','S134-22','tLULwfXcOE', 'UB')
('AC12058-2022-11-01-3267','A182-9','wMR', 'UB')
('SL04652-2022-11-01-3297','S138-9','YzLIKWIM', 'LB')
('SL12058-2022-11-01-3215','S134-23','LXSgHUKGxex', 'SL')
('SL12058-2022-11-01-3216','S134-24','LUjXZqNOwtmsqx', 'SU')
('AC12058-2022-11-01-3271','A182-13','zVqGaaBnJzQ', 'LB')
('SL04652-2022-11-01-3300','S138-12','U', 'LB')
('AC04652-2022-11-02-3238','A180-16','pHKGEonxh', 'UB')
('AC22517-2022-11-02-3330','A185-18','fBvLwM', 'SU')
('AC12058-2022-11-01-3276','A182-18','vTPQwRCmvlkwnBlU', 'SU')
('AC04652-2022-11-01-3277','A183-1','xSBxJ', 'LB')
('SL22517-2022-11-02-3325','S139-13','VUHSWjQhVlOMh', 'MB')
('SL22517-2022-11-01-3280','S137-16','rpIXozc', 'SU')
('AC22517-2022-11-02-3338','A186-8','RWTLeqtr', 'LB')
('AC04652-2022-11-01-3284','A183-8','TjgGWPzZZ', 'LB')
('AC04652-2022-11-02-3249','A181-9','twqCToqQNlQvAy', 'UB')
('SL12058-2022-11-01-3232','S135-16','LUUJxLCbQdeMTJ', 'SU')
('SL04652-2022-11-02-3236','S135-20','zMKUsrV', 'LB')
('SL22517-2022-11-02-3334','S139-22','uzeaAru', 'UB')
('SL12058-2022-11-01-3237','S135-21','Nza', 'MB')
('AC04652-2022-11-02-3252','A181-12','ABPtNiOgm', 'SU')
('SL22517-2022-11-01-3290','S138-2','LFkvPJLuRtEf', 'MB')
('SL04652-2022-11-02-3241','S136-1','xjR', 'LB')
('SL22517-2022-11-01-3291','S138-3','GboQga', 'UB')
('AC22517-2022-11-02-3355','A187-7','iVLmfZmAJCjqCvi', 'LB')
('SL22517-2022-11-01-3297','S138-9','RQjl', 'LB')
('SL22517-2022-11-02-3340','S140-4','EGGnEuGI', 'LB')
('AC04652-2022-11-01-3295','A184-1','aJFOxtqFUIdGtv', 'LB')
('AC22517-2022-11-01-3160','A176-10','GIkvsHH', 'UB')
('AC22517-2022-11-01-3161','A176-11','YKMCcAyTiRFACLNb', 'SL')
('AC22517-2022-11-02-3376','A188-10','KrjyfxXhSvw', 'UB')
('SL04652-2022-11-02-3259','S136-19','eHvHOKygPygym', 'UB')
('AC12058-2022-11-01-3310','A184-16','NlnlGx', 'UB')
('AC12058-2022-11-01-3311','A184-17','nokixpcA', 'SL')
('SL04652-2022-11-01-3334','S139-22','XKTCnlWt', 'UB')
('AC04652-2022-11-01-3319','A185-7','YrEycfOtKZ', 'LB')
('SL12058-2022-11-01-3263','S136-23','BTjyBjsNVWLROi', 'SL')
('AC22517-2022-11-01-3175','A177-7','pSTp', 'LB')
('SL22517-2022-11-01-3319','S139-7','BtaCR', 'SL')
('SL04652-2022-11-02-3270','S137-6','GyH', 'UB')
('SL22517-2022-11-02-3367','S141-7','LhSDhmLFS', 'SL')
('AC04652-2022-11-01-3323','A185-11','hAjGXaDtduEdEPd', 'SL')
('AC22517-2022-11-01-3181','A177-13','x', 'LB')
('SL04652-2022-11-01-3344','S140-8','FHQMTGEMVOtrMN', 'SU')
('SL22517-2022-11-02-3372','S141-12','MgBBaAapbYOpOEul', 'LB')
('AC04652-2022-11-01-3326','A185-14','neueeMJIgLDIA', 'LB')
('AC22517-2022-11-02-3393','A189-9','zjKBjjyfebfxT', 'UB')
('SL04652-2022-11-01-3352','S140-16','XOuy', 'SU')
('AC12058-2022-11-01-3332','A186-2','uyjNAwBktmXlfJ', 'LB')
('AC12058-2022-11-01-3333','A186-3','ih', 'UB')
('AC04652-2022-11-01-3370','A188-4','rxl', 'UB')
('SL04652-2022-11-02-3304','S138-16','EFbokHTKSxXXp', 'SU')
('AC04652-2022-11-01-3378','A188-12','atvyDuTCIV', 'SU')
('AC12058-2022-11-01-3368','A188-2','rl', 'LB')
('AC12058-2022-11-01-3370','A188-4','ijJvzgAM', 'UB')
('SL04652-2022-11-02-3313','S139-1','RlGlWGGw', 'LB')
('SL12058-2022-11-01-3319','S139-7','HfGpAoqXk', 'SL')
('SL22517-2022-11-01-3376','S141-16','oOneKsBdlNMjmldG', 'SU')
('AC22517-2022-11-02-3435','A191-15','eHc', 'UB')
('SL22517-2022-11-01-3378','S141-18','ro', 'MB')
('AC04652-2022-11-02-3334','A186-4','RsbEZSNYQMyoywI', 'UB')
('AC04652-2022-11-01-3387','A189-3','WMfySgMPXScD', 'UB')
('SL22517-2022-11-02-3427','S143-19','liLHL', 'UB')
('AC22517-2022-11-01-3237','A180-15','dCZlZ', 'UB')
('AC04652-2022-11-02-3340','A186-10','CRXxtSlTkNpB', 'UB')
('SL22517-2022-11-01-3385','S142-1','nGrztvswAQzRQd', 'LB')
('SL04652-2022-11-02-3325','S139-13','phVmRrEwQcnFV', 'MB')
('SL22517-2022-11-02-3434','S144-2','ZBjFmXjoMKtaevh', 'MB')
('SL04652-2022-11-01-3417','S143-9','XObxQfGSi', 'LB')
('AC12058-2022-11-01-3387','A189-3','atSytZje', 'UB')
('AC04652-2022-11-02-3347','A186-17','ffTc', 'SL')
('SL04652-2022-11-02-3329','S139-17','AaQOXQInWaJBSPd', 'LB')
('AC04652-2022-11-01-3399','A189-15','q', 'UB')
('SL04652-2022-11-02-3331','S139-19','tzZlgfIypw', 'UB')
('AC22517-2022-11-01-3245','A181-5','CfCRVo', 'SL')
('AC12058-2022-11-01-3394','A189-10','EwEY', 'UB')
('AC04652-2022-11-02-3352','A187-4','Z', 'UB')
('AC12058-2022-11-01-3395','A189-11','hCQRItepx', 'SL')
('AC22517-2022-11-01-3252','A181-12','WvEqUnmiHcEOW', 'SU')
('SL12058-2022-11-01-3350','S140-14','ATDbj', 'UB')
('AC12058-2022-11-01-3402','A189-18','sXJKyDeNxzvkYlTJ', 'SU')
('SL04652-2022-11-02-3348','S140-12','joX', 'LB')
('AC22517-2022-11-02-3470','A193-14','GxdjYjgAmWOUNVv', 'LB')
('AC04652-2022-11-02-3362','A187-14','FBwWtbf', 'LB')
('AC22517-2022-11-02-3473','A193-17','GWUOtR', 'SL')
('SL22517-2022-11-01-3410','S143-2','AnsHFrSlTXOMx', 'MB')
('SL22517-2022-11-02-3459','S145-3','YXUIzTqoeFGnst', 'UB')
('SL04652-2022-11-01-3439','S144-7','tUWgXccqPnItUHk', 'SL')
('SL04652-2022-11-02-3356','S140-20','UVxNbQJVUHeE', 'LB')
('SL12058-2022-11-01-3362','S141-2','MbRNIb', 'MB')
('SL22517-2022-11-02-3465','S145-9','pCODAHedw', 'LB')
('SL22517-2022-11-01-3418','S143-10','yntNkHCSqhDYUjY', 'MB')
('AC22517-2022-11-02-3491','A194-17','LsKR', 'SL')
('SL22517-2022-11-02-3493','S146-13','EIRFTLbnFWJ', 'MB')
('SL04652-2022-11-01-3467','S145-11','EHIFhntfDLhrCjPi', 'UB')
('AC22517-2022-11-02-3509','A195-17','fSsGaROgbgDAVea', 'SL')
('SL04652-2022-11-02-3385','S142-1','QfyNLmOX', 'LB')
('SL22517-2022-11-02-3496','S146-16','FJoiX', 'SU')
('AC04652-2022-11-01-3453','A192-15','kKlFqIF', 'UB')
('SL04652-2022-11-01-3473','S145-17','hhSmbJmOvyraSG', 'LB')
('AC12058-2022-11-01-3455','A192-17','gVzHQlke', 'SL')
('SL22517-2022-11-02-3512','S147-8','qeWuNNYdDfrst', 'SU')
('SL12058-2022-11-01-3406','S142-22','OtOFpoEmBWziU', 'UB')
('AC22517-2022-11-01-3296','A184-2','CssBvBj', 'LB')
('AC22517-2022-11-01-3297','A184-3','vRQtoZc', 'UB')
('AC22517-2022-11-01-3298','A184-4','vAXItDem', 'UB')
('SL04652-2022-11-01-3483','S146-3','CJrooERk', 'UB')
('SL04652-2022-11-02-3398','S142-14','XK', 'UB')
('AC22517-2022-11-02-3528','A196-18','uyObzvD', 'SU')
('SL12058-2022-11-01-3415','S143-7','pOgYObO', 'SL')
('AC22517-2022-11-01-3304','A184-10','ZnXVitEKpZShirn', 'UB')
('SL04652-2022-11-02-3402','S142-18','zKXidRUpVepcl', 'MB')
('SL04652-2022-11-01-3487','S146-7','ljQQYDyfHl', 'SL')
('SL22517-2022-11-01-3463','S145-7','SzEJNLnvABPBuE', 'SL')
('AC04652-2022-11-02-3410','A190-8','uNlPSYnug', 'LB')
('AC04652-2022-11-02-3411','A190-9','nELnvLoNY', 'UB')
('AC04652-2022-11-01-3482','A194-8','KpNnXRRBwe', 'LB')
('AC22517-2022-11-02-3540','A197-12','NrwKg', 'SU')
('SL12058-2022-11-01-3428','S143-20','dGMTSYPhO', 'LB')
('AC04652-2022-11-01-3489','A194-15','agATZVkHVoV', 'UB')
('SL22517-2022-11-01-3472','S145-16','vkYT', 'SU')
('SL22517-2022-11-02-3538','S148-10','QggFcLzvyUDanrNl', 'MB')
('AC04652-2022-11-02-3421','A191-1','Ei', 'LB')
('AC04652-2022-11-01-3496','A195-4','crQGwI', 'UB')
('AC04652-2022-11-02-3422','A191-2','RhQSv', 'LB')
('SL04652-2022-11-01-3507','S147-3','bZNrocJx', 'UB')
('AC22517-2022-11-02-3549','A198-3','hqKuFKeBBZCVLoC', 'UB')
('SL12058-2022-11-01-3438','S144-6','FbGQXDHXH', 'UB')
('AC12058-2022-11-01-3489','A194-15','GAdQsmP', 'UB')
('SL04652-2022-11-02-3420','S143-12','FtuqTqzq', 'LB')
('AC22517-2022-11-02-3550','A198-4','RWcusdOuj', 'UB')
('SL04652-2022-11-01-3514','S147-10','ZzFKAjysQQ', 'MB')
('AC04652-2022-11-02-3427','A191-7','k', 'LB')
('AC04652-2022-11-01-3506','A195-14','Brfwmu', 'LB')
('SL22517-2022-11-01-3490','S146-10','iTnHLHrSIzuO', 'MB')
('AC22517-2022-11-02-3560','A198-14','EjFJgDA', 'LB')
('AC04652-2022-11-01-3515','A196-5','mMQGJceGiyrShhkD', 'SL')
('SL22517-2022-11-01-3495','S146-15','YhrcwZeY', 'SL')
('AC22517-2022-11-01-3333','A186-3','KHQkAR', 'UB')
('AC22517-2022-11-02-3564','A198-18','FCTrnR', 'SU')
('AC22517-2022-11-02-3565','A199-1','p', 'LB')
