('AC04652-2022-11-02-233','A13-17','YfSpLRmwwS', 'SL')
('AC22517-2022-11-02-3028','A169-4','lMPhxIyYsVq', 'UB')
('SL04652-2022-11-01-3019','S126-19','C', 'UB')
('AC12058-2022-11-01-2960','A165-8','JJnNmk', 'LB')
('SL12058-2022-11-01-2945','S123-17','xKLzwVXdMqq', 'LB')
('SL22517-2022-11-01-3025','S127-1','TAdZ', 'LB')
('AC12058-2022-11-01-2964','A165-12','WjrGvZ', 'SU')
('AC04652-2022-11-01-3185','A177-17','uIePUCzZyBafSK', 'SL')
('SL04652-2022-11-01-3076','S129-4','ixkFmXGlGtTfZSb', 'LB')
('AC22517-2022-11-02-3086','A172-8','AYDnhHlWqL', 'LB')
('SL04652-2022-11-01-3087','S129-15','u', 'SL')
('SL04652-2022-11-01-3088','S129-16','pvKGQWjHLGT', 'SU')
('SL04652-2022-11-02-3127','S131-7','MnAGkCm', 'SL')
('SL12058-2022-11-01-3012','S126-12','cP', 'LB')
('AC04652-2022-11-01-3211','A179-7','Ch', 'LB')
('SL22517-2022-11-01-3096','S129-24','ydtWHWGoOEYARTIC', 'SU')
('SL22517-2022-11-01-3097','S130-1','DebJNp', 'LB')
('SL22517-2022-11-02-3049','S128-1','coCuQrGGlSvI', 'LB')
('SL04652-2022-11-01-3115','S130-19','Rj', 'UB')
('SL04652-2022-11-01-3116','S130-20','ytmGArJCTtObCa', 'LB')
('SL04652-2022-11-01-3144','S131-24','yC', 'SU')
('SL04652-2022-11-02-3200','S134-8','KsTNIsmpzbFRmc', 'SU')
('SL22517-2022-11-02-3108','S130-12','BPRVali', 'LB')
('SL22517-2022-11-01-3143','S131-23','wihJXgMxoREK', 'SL')
('AC22517-2022-11-02-3242','A181-2','EXIDFX', 'LB')
('AC04652-2022-11-02-3242','A181-2','jBWIEEPkOG', 'LB')
('SL22517-2022-11-01-3214','S134-22','ndaRoxDEUMhOWD', 'UB')
('SL12058-2022-11-01-3165','S132-21','YjQWFUCwIINP', 'MB')
('AC22517-2022-11-01-3339','A186-9','FLtYAOCe', 'UB')
('SL22517-2022-11-01-3260','S136-20','VDYAxWjvUtBKME', 'LB')
('SL12058-2022-11-01-3212','S134-20','fByBnXfO', 'LB')
('AC04652-2022-11-02-3325','A185-13','ZvSWdWsNQcoSs', 'LB')
('SL04652-2022-11-01-3315','S139-3','gVPqnU', 'UB')
('AC22517-2022-11-01-3440','A192-2','cG', 'LB')
('AC22517-2022-11-01-3441','A192-3','U', 'UB')
('SL04652-2022-11-01-3370','S141-10','FckMU', 'MB')
('SL22517-2022-11-02-3324','S139-12','tNIFvgd', 'LB')
('AC04652-2022-11-02-3377','A188-11','iLnsX', 'SL')
('AC04652-2022-11-01-3511','A196-1','wAvY', 'LB')
('AC12058-2022-11-01-3334','A186-4','EVFSUimmPsLm', 'UB')
('AC22517-2022-11-02-3398','A189-14','rAVJtVKdxx', 'LB')
('AC04652-2022-11-01-3517','A196-7','CZdHo', 'LB')
('SL22517-2022-11-01-3420','S143-12','pnqdrAVFYJpCk', 'LB')
('SL12058-2022-11-01-3365','S141-5','wAnbobVCtsVVve', 'MB')
('AC12058-2022-11-01-3392','A189-8','wzaCtJDPsu', 'LB')
('AC22517-2022-11-02-3463','A193-7','uSFgjw', 'LB')
('AC04652-2022-11-01-3595','A200-13','hnwinBAipKZojJRK', 'LB')
('SL22517-2022-11-02-3434','S144-2','n', 'MB')
('AC22517-2022-11-01-3607','A201-7','oiHkgRvfBM', 'LB')
('SL04652-2022-11-01-3521','S147-17','zw', 'LB')
('AC04652-2022-11-02-3523','A196-13','c', 'LB')
('AC04652-2022-11-01-3663','A204-9','dbHE', 'UB')
('SL04652-2022-11-02-3594','S150-18','fgE', 'MB')
('SL22517-2022-11-02-3486','S146-6','ZQF', 'UB')
('SL04652-2022-11-01-3536','S148-8','YBfZsQbUaZ', 'SU')
('SL22517-2022-11-01-3540','S148-12','oVDpwvTOLyn', 'LB')
('SL22517-2022-11-01-3542','S148-14','GJ', 'UB')
('AC04652-2022-11-02-3540','A197-12','V', 'SU')
('SL04652-2022-11-02-3605','S151-5','OWpILXkOKFJ', 'MB')
('AC12058-2022-11-01-3588','A200-6','VsDsizupqCzySd', 'SU')
('AC04652-2022-11-01-3740','A208-14','caafPFZmttHKZv', 'LB')
('AC12058-2022-11-01-3591','A200-9','EPnkkTaf', 'UB')
('AC22517-2022-11-02-3637','A203-1','Da', 'LB')
('SL22517-2022-11-02-3554','S149-2','VJasNudBcv', 'MB')
('SL22517-2022-11-02-3555','S149-3','TMXwQdkbcf', 'UB')
('AC04652-2022-11-01-3752','A209-8','eGSTAGW', 'LB')
('SL12058-2022-11-01-3569','S149-17','yhfjSWKSN', 'LB')
('AC22517-2022-11-01-3732','A208-6','hJwxKSi', 'SU')
('AC12058-2022-11-01-3646','A203-10','IuvHPDhBIZvlXdrI', 'UB')
('AC04652-2022-11-02-3663','A204-9','XraUxLOgBHHAqBAI', 'UB')
('AC22517-2022-11-02-3690','A205-18','cqWMkmuaKVV', 'SU')
('SL12058-2022-11-01-3580','S150-4','J', 'LB')
('SL04652-2022-11-02-3727','S156-7','zmHrXJbsdaL', 'SL')
('AC22517-2022-11-01-3744','A208-18','GhdSVLSE', 'SU')
('SL22517-2022-11-01-3702','S155-6','hLvg', 'UB')
('AC12058-2022-11-01-3734','A208-8','klsKoiTbv', 'LB')
('SL22517-2022-11-01-3734','S156-14','rrZaO', 'UB')
('SL22517-2022-11-01-3737','S156-17','Rh', 'LB')
('AC04652-2022-11-02-3738','A208-12','cXxmdSNgzA', 'SU')
('SL22517-2022-11-01-3739','S156-19','e', 'UB')
('AC22517-2022-11-01-3823','A213-7','efP', 'LB')
('AC12058-2022-11-01-3740','A208-14','OzDm', 'LB')
('SL12058-2022-11-01-3655','S153-7','JDwciOkl', 'SL')
('AC12058-2022-11-01-3752','A209-8','UDADfDXYZyj', 'LB')
('SL04652-2022-11-01-3773','S158-5','xbgfobJapXZZ', 'MB')
('SL04652-2022-11-02-3843','S161-3','HWdNMBjsuK', 'UB')
('AC04652-2022-11-01-3966','A221-6','yDtUWliOQ', 'SU')
('SL22517-2022-11-01-3810','S159-18','KNCovz', 'MB')
('AC04652-2022-11-02-3824','A213-8','OmvrSi', 'LB')
('SL22517-2022-11-02-3725','S156-5','rRR', 'MB')
('SL04652-2022-11-01-3782','S158-14','FdaDscC', 'UB')
('SL12058-2022-11-01-3710','S155-14','Xo', 'UB')
('AC04652-2022-11-02-3842','A214-8','UsZk', 'LB')
('SL04652-2022-11-01-3792','S158-24','SOQxRmjWJe', 'SU')
('SL22517-2022-11-01-3826','S160-10','rdAgt', 'MB')
('AC04652-2022-11-02-3845','A214-11','FHTUApGkh', 'SL')
('SL12058-2022-11-01-3716','S155-20','yN', 'LB')
('AC22517-2022-11-02-3854','A215-2','mvzrmbUATyi', 'LB')
('AC12058-2022-11-01-3834','A213-18','frCrkxRXEu', 'SU')
('AC22517-2022-11-02-3860','A215-8','UbjEkoQkibqi', 'LB')
('AC22517-2022-11-02-3861','A215-9','KeGmC', 'UB')
('AC22517-2022-11-02-3862','A215-10','VRanHtd', 'UB')
('SL12058-2022-11-01-3726','S156-6','TyITB', 'UB')
('SL22517-2022-11-02-3754','S157-10','PTr', 'MB')
('AC22517-2022-11-01-3918','A218-12','zrySbESEyhv', 'SU')
('SL12058-2022-11-01-3731','S156-11','eHhmcLs', 'UB')
('SL04652-2022-11-02-3873','S162-9','enOjaa', 'LB')
('SL12058-2022-11-01-3734','S156-14','ndXCH', 'UB')
('AC22517-2022-11-01-3919','A218-13','giWgF', 'LB')
('SL22517-2022-11-02-3761','S157-17','ymsW', 'LB')
('SL22517-2022-11-02-3764','S157-20','uAU', 'LB')
('AC22517-2022-11-01-3927','A219-3','mWhV', 'UB')
('AC22517-2022-11-02-3880','A216-10','lSdNHMnEnkh', 'UB')
('AC12058-2022-11-01-3854','A215-2','zKkGY', 'LB')
('SL22517-2022-11-02-3772','S158-4','MGvJTccv', 'LB')
('AC04652-2022-11-01-4150','A231-10','TxQblvdeYJEN', 'UB')
('SL04652-2022-11-01-3936','S164-24','AUdQEELWB', 'SU')
('AC12058-2022-11-01-3991','A222-13','e', 'LB')
('AC22517-2022-11-02-3984','A222-6','KjtBZr', 'SU')
('AC22517-2022-11-02-3988','A222-10','UbxYdQjkRrX', 'UB')
('AC04652-2022-11-02-4004','A223-8','zAaOxOoFHSOVkit', 'LB')
('AC12058-2022-11-01-3995','A222-17','wOIKdBnWgL', 'SL')
('SL04652-2022-11-01-3952','S165-16','lT', 'SU')
('SL22517-2022-11-01-3983','S166-23','bYTywWeHMDvLzGi', 'SL')
('SL22517-2022-11-02-3916','S164-4','kyQ', 'LB')
('SL22517-2022-11-01-3987','S167-3','iBrRhnHu', 'UB')
('AC22517-2022-11-01-4087','A228-1','JN', 'LB')
('SL04652-2022-11-01-3965','S166-5','rgUGEPsszevPU', 'MB')
('AC04652-2022-11-02-4064','A226-14','HjchkzvhVFsJ', 'LB')
('SL22517-2022-11-02-3964','S166-4','rBcHbteP', 'LB')
('SL04652-2022-11-02-4076','S170-20','eedcXKMIj', 'LB')
('AC22517-2022-11-01-4132','A230-10','YePxJtHURy', 'UB')
('SL12058-2022-11-01-3940','S165-4','muVXHEwsD', 'LB')
('SL22517-2022-11-02-3978','S166-18','jZQqomKxtce', 'MB')
('AC04652-2022-11-01-4242','A236-12','SP', 'SU')
('SL22517-2022-11-02-3989','S167-5','CiXxqn', 'MB')
('SL04652-2022-11-02-4089','S171-9','DdHC', 'LB')
('SL04652-2022-11-02-4090','S171-10','grltctedZA', 'MB')
('SL22517-2022-11-01-4059','S170-3','sHEZSH', 'UB')
('AC04652-2022-11-01-4257','A237-9','bljLtvaFju', 'UB')
('AC22517-2022-11-02-4109','A229-5','qAHiegzSGDZeXO', 'SL')
('AC22517-2022-11-02-4110','A229-6','MgDsYQEDhmXsZsr', 'SU')
('AC22517-2022-11-01-4200','A234-6','uJYFQzzf', 'SU')
('AC22517-2022-11-02-4112','A229-8','tv', 'LB')
('SL22517-2022-11-01-4102','S171-22','RgSfJjiGVI', 'UB')
('SL22517-2022-11-01-4105','S172-1','iUhvzTwnFRYwpQk', 'LB')
('AC12058-2022-11-01-4138','A230-16','mvHpFRGixZWurql', 'UB')
('AC12058-2022-11-01-4139','A230-17','nUPoCgMhgTt', 'SL')
('AC04652-2022-11-02-4156','A231-16','NyAgDO', 'UB')
('SL12058-2022-11-01-4020','S168-12','rid', 'LB')
('AC12058-2022-11-01-4146','A231-6','NdSlVduLgbaT', 'SU')
('AC12058-2022-11-01-4147','A231-7','uZAsiBwkWtpDep', 'LB')
('AC22517-2022-11-01-4224','A235-12','HOiJMVZdIN', 'SU')
('SL04652-2022-11-01-4091','S171-11','zTkndSYEoZ', 'UB')
('SL22517-2022-11-01-4125','S172-21','YrYzwgO', 'MB')
('AC12058-2022-11-01-4160','A232-2','hZKTVHz', 'LB')
('SL22517-2022-11-02-4066','S170-10','vqwnvXyQRpCE', 'MB')
('SL12058-2022-11-01-4036','S169-4','pxwRj', 'LB')
('SL04652-2022-11-01-4096','S171-16','vefGaVaXwomwG', 'SU')
('AC22517-2022-11-01-4230','A235-18','WGjrwxhrE', 'SU')
('SL12058-2022-11-01-4038','S169-6','ZcfHDiNPEPGfQ', 'UB')
('SL04652-2022-11-01-4099','S171-19','Tt', 'UB')
('SL04652-2022-11-01-4101','S171-21','dH', 'MB')
('AC12058-2022-11-01-4171','A232-13','AfxC', 'LB')
('AC22517-2022-11-01-4239','A236-9','YDmmYcDLPo', 'UB')
('SL22517-2022-11-02-4079','S170-23','oXZzcSCvXEpuAS', 'SL')
('AC22517-2022-11-02-4152','A231-12','M', 'SU')
('SL22517-2022-11-02-4082','S171-2','PoNu', 'MB')
('AC22517-2022-11-01-4304','A240-2','oObQ', 'LB')
('SL22517-2022-11-01-4205','S176-5','raHR', 'MB')
('SL12058-2022-11-01-4110','S172-6','FQiAHwfPmi', 'UB')
('SL22517-2022-11-02-4157','S174-5','O', 'MB')
('SL22517-2022-11-02-4158','S174-6','fAtVwEEKVMlyIPGK', 'UB')
('AC12058-2022-11-01-4253','A237-5','kgwMKzTzkZEoSf', 'SL')
('AC12058-2022-11-01-4255','A237-7','VR', 'LB')
('AC22517-2022-11-01-4311','A240-9','vOellgTzx', 'UB')
('AC22517-2022-11-01-4312','A240-10','Geoo', 'UB')
('SL12058-2022-11-01-4122','S172-18','ZIevtcmuZl', 'MB')
('AC04652-2022-11-01-4426','A246-16','pvbcwRQaEWO', 'UB')
('SL04652-2022-11-01-4192','S175-16','YIZhUHG', 'SU')
('AC04652-2022-11-02-4279','A238-13','rq', 'LB')
('SL12058-2022-11-01-4145','S173-17','R', 'LB')
('SL04652-2022-11-02-4271','S178-23','TrwNNkOOzQP', 'SL')
('AC04652-2022-11-01-4451','A248-5','LWUScXpjwd', 'SL')
('SL22517-2022-11-02-4183','S175-7','gxyCY', 'SL')
('AC04652-2022-11-01-4452','A248-6','LARZRiRTkeGSSmoR', 'SU')
('AC22517-2022-11-01-4330','A241-10','OOvKhC', 'UB')
('AC12058-2022-11-01-4293','A239-9','vjGGfbbf', 'UB')
('AC22517-2022-11-02-4299','A239-15','gFCLHO', 'UB')
('SL04652-2022-11-02-4302','S180-6','KhTvDhsNRCGhlo', 'UB')
('SL04652-2022-11-01-4238','S177-14','XSOCsyopjRstR', 'UB')
('AC22517-2022-11-01-4371','A243-15','OMmwcFxsWqNUn', 'UB')
('SL22517-2022-11-01-4265','S178-17','RfrSytdRfW', 'LB')
('SL12058-2022-11-01-4187','S175-11','iwCLHaLFQHL', 'UB')
('SL22517-2022-11-02-4214','S176-14','TXVzcCAqWCnUm', 'UB')
('SL12058-2022-11-01-4188','S175-12','pKEU', 'LB')
('SL12058-2022-11-01-4189','S175-13','XtyjjsAibLh', 'MB')
('SL04652-2022-11-01-4247','S177-23','KSFN', 'SL')
('AC22517-2022-11-02-4395','A245-3','ImZrN', 'UB')
('AC12058-2022-11-01-4403','A245-11','TMRxFEqkVDJmqBy', 'SL')
('SL12058-2022-11-01-4273','S179-1','WgDsrFGIugOLxKIZ', 'LB')
('SL04652-2022-11-02-4375','S183-7','jAcrB', 'SL')
('AC22517-2022-11-01-4462','A248-16','lqOKwSxlqHH', 'UB')
('AC22517-2022-11-02-4408','A245-16','qOaVi', 'UB')
('SL04652-2022-11-01-4335','S181-15','gvwEcGZ', 'SL')
('SL12058-2022-11-01-4283','S179-11','RBlESwpmklgmGH', 'UB')
('SL22517-2022-11-02-4308','S180-12','JFIlz', 'LB')
('SL22517-2022-11-01-4352','S182-8','rZDiph', 'SU')
('SL22517-2022-11-02-4309','S180-13','ugFCeXlMNoQiceLu', 'MB')
('AC04652-2022-11-02-4429','A247-1','YZmYWuUoX', 'LB')
('SL22517-2022-11-02-4329','S181-9','WjFgz', 'LB')
('AC22517-2022-11-02-4433','A247-5','LxUiuNtlKUDETblc', 'SL')
('AC12058-2022-11-01-4437','A247-9','vABxtCwfLlylNwf', 'UB')
('SL04652-2022-11-01-4363','S182-19','lJpCuPYATa', 'UB')
('SL04652-2022-11-02-4414','S184-22','t', 'UB')
('AC22517-2022-11-02-4453','A248-7','bBbvcYGQMVPD', 'LB')
('AC12058-2022-11-01-4456','A248-10','IZFTDTSLpo', 'UB')
('SL22517-2022-11-02-4356','S182-12','NYDcUJNv', 'LB')
('AC12058-2022-11-01-4457','A248-11','yLRsqmTKs', 'SL')
('AC12058-2022-11-01-4458','A248-12','BrdaYlHGPBqqXG', 'SU')
('AC04652-2022-11-01-4623','A257-15','sZVy', 'UB')
('SL04652-2022-11-01-4391','S183-23','NX', 'SL')
('AC04652-2022-11-01-4630','A258-4','egNnUeRk', 'UB')
('AC12058-2022-11-01-4471','A249-7','RAlGhYkT', 'LB')
('SL22517-2022-11-02-4368','S182-24','bIkWH', 'SU')
('SL04652-2022-11-01-4395','S184-3','tzaOGlzo', 'UB')
('SL12058-2022-11-01-4351','S182-7','sHwMCKSeWIucHai', 'SL')
('SL04652-2022-11-01-4404','S184-12','Po', 'LB')
('SL22517-2022-11-01-4420','S185-4','YVcQ', 'LB')
('SL12058-2022-11-01-4427','S185-11','hnuttcnpN', 'UB')
('SL22517-2022-11-01-4475','S187-11','dxkU', 'UB')
('AC22517-2022-11-02-4571','A254-17','iX', 'SL')
('AC22517-2022-11-02-4573','A255-1','Ohxw', 'LB')
('SL04652-2022-11-01-4485','S187-21','koHMHTOFduVtf', 'MB')
('SL04652-2022-11-02-4532','S189-20','gMefWWdLGuC', 'LB')
('AC12058-2022-11-01-4560','A254-6','iibnjmsLBFTeiA', 'SU')
('SL22517-2022-11-01-4489','S188-1','ROYgLjYDHaVj', 'LB')
('SL04652-2022-11-01-4490','S188-2','RfMBkN', 'MB')
('AC12058-2022-11-01-4562','A254-8','GXakD', 'LB')
('AC04652-2022-11-02-4592','A256-2','dPuKi', 'LB')
('SL12058-2022-11-01-4511','S188-23','ALehMkh', 'SL')
('AC22517-2022-11-01-4663','A260-1','MAOBSqumcQZs', 'LB')
('AC04652-2022-11-01-4811','A268-5','giXhYoNYM', 'SL')
('AC22517-2022-11-01-4665','A260-3','KHMoakDH', 'UB')
('AC04652-2022-11-01-4812','A268-6','OVTiSCurrBAsF', 'SU')
('SL04652-2022-11-02-4608','S192-24','XDVFhQRHlYgIxo', 'SU')
('SL12058-2022-11-01-4518','S189-6','lNvEFFqbFZQG', 'UB')
('AC22517-2022-11-02-4670','A260-8','KaoprtJdbXTtXkMR', 'LB')
('SL22517-2022-11-02-4532','S189-20','PVogYO', 'LB')
('AC12058-2022-11-01-4637','A258-11','AHgKhGpJkVktw', 'SL')
('SL22517-2022-11-02-4534','S189-22','Rvxj', 'UB')
('SL22517-2022-11-01-4562','S191-2','KEWFrJds', 'MB')
('SL22517-2022-11-01-4563','S191-3','xeou', 'UB')
('AC12058-2022-11-01-4640','A258-14','ZZB', 'LB')
('AC04652-2022-11-01-4826','A269-2','ETChPRAPutBnK', 'LB')
('SL12058-2022-11-01-4531','S189-19','IkcjMLxnzAu', 'UB')
('AC04652-2022-11-01-4838','A269-14','ydoHXv', 'LB')
('SL04652-2022-11-02-4632','S193-24','UyFdtAvvXIOiODaw', 'SU')
('SL12058-2022-11-01-4545','S190-9','jTTEFIMdkIXWIyG', 'LB')
('AC12058-2022-11-01-4684','A261-4','rKNlPmdHj', 'UB')
('AC04652-2022-11-02-4705','A262-7','szOFTnqRJnfRnp', 'LB')
('SL04652-2022-11-01-4626','S193-18','nGsftUGjPGtBnqkB', 'MB')
('AC12058-2022-11-01-4705','A262-7','ESMFpjBbr', 'LB')
('AC04652-2022-11-02-4708','A262-10','X', 'UB')
('AC04652-2022-11-02-4713','A262-15','QfImnfUyCDgGOBvP', 'UB')
('AC04652-2022-11-02-4714','A262-16','O', 'UB')
('AC04652-2022-11-02-4715','A262-17','Wfl', 'SL')
('AC04652-2022-11-01-4904','A273-8','cEP', 'LB')
('AC04652-2022-11-01-4905','A273-9','CDlt', 'UB')
('AC04652-2022-11-02-4718','A263-2','GXtXUVpTWAl', 'LB')
('SL12058-2022-11-01-4598','S192-14','srOEtVSoY', 'UB')
('AC22517-2022-11-01-4726','A263-10','ZweMUiwkIgsdMw', 'UB')
('SL12058-2022-11-01-4601','S192-17','GYB', 'LB')
('SL22517-2022-11-01-4631','S193-23','tY', 'SL')
('SL04652-2022-11-01-4641','S194-9','jzNoctzeyF', 'LB')
('AC22517-2022-11-02-4766','A265-14','yizvCSEgCkd', 'LB')
('SL22517-2022-11-01-4637','S194-5','AxBzGSBdanno', 'MB')
('AC04652-2022-11-01-4951','A276-1','TckXnVlCiQlBZVa', 'LB')
('AC22517-2022-11-01-4768','A265-16','IiItJ', 'UB')
('SL22517-2022-11-01-4668','S195-12','SBK', 'LB')
('AC22517-2022-11-01-4771','A266-1','Ie', 'LB')
('AC22517-2022-11-01-4785','A266-15','XzdIbOZsPGw', 'UB')
('SL04652-2022-11-02-4724','S197-20','iR', 'LB')
('AC22517-2022-11-01-4788','A266-18','c', 'SU')
('AC22517-2022-11-02-4822','A268-16','JIOJAbcRFHdfmlPU', 'UB')
('AC04652-2022-11-01-4976','A277-8','UqdJidoeed', 'LB')
('AC22517-2022-11-01-4792','A267-4','uKfSpkhGjoHi', 'UB')
('AC22517-2022-11-02-4824','A268-18','cgdjWF', 'SU')
('AC12058-2022-11-01-4782','A266-12','IaFAew', 'SU')
('AC04652-2022-11-02-4777','A266-7','lvnDszp', 'LB')
('AC04652-2022-11-01-4984','A277-16','pMkKHUkRWJbgry', 'UB')
('SL12058-2022-11-01-4667','S195-11','fUN', 'UB')
('SL12058-2022-11-01-4668','S195-12','AyZotcZQbh', 'LB')
('SL22517-2022-11-01-4691','S196-11','BTGN', 'UB')
('SL22517-2022-11-02-4680','S195-24','crVittkit', 'SU')
('AC04652-2022-11-02-4788','A266-18','dmuy', 'SU')
('SL22517-2022-11-01-4698','S196-18','qflVByir', 'MB')
('SL22517-2022-11-02-4683','S196-3','RjsPcTBV', 'UB')
('SL22517-2022-11-02-4686','S196-6','eeaxCfWCycQguPWs', 'UB')
('SL22517-2022-11-01-4705','S197-1','eQY', 'LB')
('AC22517-2022-11-02-4845','A270-3','HmSlRyLQIliv', 'UB')
('AC04652-2022-11-02-4798','A267-10','fLodvJgmQ', 'UB')
('AC22517-2022-11-02-4848','A270-6','SxAiGQkNPq', 'SU')
('AC22517-2022-11-02-4849','A270-7','IeMwcVLjySLPzfXk', 'LB')
('AC22517-2022-11-01-4819','A268-13','bz', 'LB')
('AC04652-2022-11-01-5010','A279-6','cMLtXEuPPbxSvJWN', 'SU')
('SL22517-2022-11-01-4714','S197-10','DWvtnM', 'MB')
('AC04652-2022-11-01-5012','A279-8','LRM', 'LB')
('SL22517-2022-11-01-4716','S197-12','fOcbHPQMUNElLu', 'LB')
('SL04652-2022-11-02-4763','S199-11','DziQlqcG', 'UB')
('AC22517-2022-11-01-4825','A269-1','vdhmNLrKhqmeOqM', 'LB')
('AC22517-2022-11-02-4855','A270-13','Iile', 'LB')
('SL04652-2022-11-02-4769','S199-17','wnG', 'LB')
('AC12058-2022-11-01-4822','A268-16','X', 'UB')
('AC04652-2022-11-01-5030','A280-8','rxzHnkcRXyYHX', 'LB')
('AC22517-2022-11-02-4867','A271-7','LQatwRmTwMkFtHvY', 'LB')
('SL04652-2022-11-01-4751','S198-23','PRGzjIGERMrGSad', 'SL')
('AC04652-2022-11-01-5037','A280-15','QDKDHtErgxymU', 'UB')
('AC22517-2022-11-01-4847','A270-5','iM', 'SL')
('SL12058-2022-11-01-4717','S197-13','rYaJnRClxSb', 'MB')
('AC04652-2022-11-01-5041','A281-1','taHqQuwWfjts', 'LB')
('SL04652-2022-11-01-4759','S199-7','hNPNBJZd', 'SL')
('SL04652-2022-11-02-4787','S200-11','gv', 'UB')
('AC04652-2022-11-02-4840','A269-16','CRJjMP', 'UB')
('SL22517-2022-11-01-4753','S199-1','tVvrTD', 'LB')
('SL22517-2022-11-02-4743','S198-15','NkLREjrTcxNxaE', 'SL')
('AC04652-2022-11-01-5062','A282-4','ucnssL', 'UB')
('SL12058-2022-11-01-4735','S198-7','GjVQaBGAwiGntt', 'SL')
('AC04652-2022-11-02-4852','A270-10','zjAJuzjjW', 'UB')
('AC04652-2022-11-02-4855','A270-13','BVdHjcqmBy', 'LB')
('SL22517-2022-11-01-4825','S202-1','XYhftYOd', 'LB')
('AC22517-2022-11-02-4951','A276-1','CJq', 'LB')
('AC22517-2022-11-01-4916','A274-2','W', 'LB')
('SL04652-2022-11-01-4850','S203-2','amH', 'MB')
('SL04652-2022-11-01-4851','S203-3','VtruCE', 'UB')
('SL04652-2022-11-01-4854','S203-6','lXLwobgxmitoPGH', 'UB')
('AC04652-2022-11-02-5017','A279-13','qyiGNDTLIHJCd', 'LB')
('SL22517-2022-11-01-4891','S204-19','JLzewkwo', 'UB')
('AC22517-2022-11-02-5041','A281-1','UYaGxtoZm', 'LB')
('SL04652-2022-11-02-4953','S207-9','lJQn', 'LB')
('SL04652-2022-11-02-4954','S207-10','wNUbN', 'MB')
('SL22517-2022-11-01-4952','S207-8','kvlWgfGmPLt', 'SU')
('AC22517-2022-11-01-5059','A282-1','WZAkBJvqvm', 'LB')
('AC04652-2022-11-01-5278','A294-4','fKVppwiMf', 'UB')
('SL12058-2022-11-01-4916','S205-20','v', 'LB')
('AC04652-2022-11-02-5093','A283-17','RwBreWpbiGK', 'SL')
('AC22517-2022-11-01-5063','A282-5','FCOaFdnzvIwc', 'SL')
('AC04652-2022-11-01-5281','A294-7','KdtDaEgdztlnGxDl', 'LB')
('SL04652-2022-11-01-4974','S208-6','MrXrCeHmwoe', 'UB')
('SL04652-2022-11-02-5008','S209-16','exNwQi', 'SU')
('SL22517-2022-11-02-5036','S210-20','oleFbSqUdMni', 'LB')
('SL04652-2022-11-02-5084','S212-20','sTRTH', 'LB')
('AC04652-2022-11-01-5352','A298-6','GHaOSoxcee', 'SU')
('AC04652-2022-11-02-5185','A289-1','X', 'LB')
('AC04652-2022-11-02-5186','A289-2','OSv', 'LB')
('SL04652-2022-11-01-5069','S212-5','LlIOdxcsHqEDUR', 'MB')
('SL04652-2022-11-02-5102','S213-14','PlUzrQQq', 'UB')
('AC04652-2022-11-02-5187','A289-3','sKEsDrajpEjM', 'UB')
('SL22517-2022-11-01-5047','S211-7','OlgSscgJeiGVEOc', 'SL')
('AC04652-2022-11-01-5382','A299-18','NwfueCZF', 'SU')
('AC04652-2022-11-02-5201','A289-17','oTpXqngkaVIFYqw', 'SL')
('AC12058-2022-11-01-5147','A286-17','rxAZtXe', 'SL')
('AC12058-2022-11-01-5153','A287-5','LmixsByxss', 'SL')
('SL12058-2022-11-01-5027','S210-11','w', 'UB')
('SL04652-2022-11-02-5131','S214-19','EsrMeGC', 'UB')
('AC12058-2022-11-01-5197','A289-13','JCAaqPETsfnzy', 'LB')
('SL22517-2022-11-01-5096','S213-8','UEuQLLHl', 'SU')
('SL04652-2022-11-02-5168','S216-8','qqIC', 'SU')
('AC04652-2022-11-01-5432','A302-14','QikmLQWAwZvDfcoE', 'LB')
('SL22517-2022-11-01-5099','S213-11','jUIzA', 'UB')
('SL04652-2022-11-02-5172','S216-12','eXjEuSlBnZLVB', 'LB')
('SL04652-2022-11-01-5129','S214-17','QbQkuHjCGBGLnB', 'LB')
('AC04652-2022-11-02-5247','A292-9','DrEAxv', 'UB')
('AC22517-2022-11-02-5258','A293-2','NrjOMwOxntb', 'LB')
('AC04652-2022-11-01-5437','A303-1','ngEZBCnscENeE', 'LB')
('AC22517-2022-11-01-5274','A293-18','bcTltzqtfyrfZ', 'SU')
('AC12058-2022-11-01-5256','A292-18','nkbOFHsCQspzWi', 'SU')
('SL04652-2022-11-02-5238','S219-6','BqetffbLKwCxFL', 'UB')
('SL22517-2022-11-02-5204','S217-20','aypgxCgP', 'LB')
('AC22517-2022-11-01-5299','A295-7','qPtcQvLgdjaGa', 'LB')
('AC22517-2022-11-02-5323','A296-13','rmunFwQRbOdq', 'LB')
('AC22517-2022-11-01-5302','A295-10','a', 'UB')
('AC04652-2022-11-01-5517','A307-9','be', 'UB')
('AC04652-2022-11-01-5518','A307-10','Z', 'UB')
('AC22517-2022-11-02-5328','A296-18','VTDadaCcUcaTUYL', 'SU')
('SL12058-2022-11-01-5183','S216-23','P', 'SL')
('AC22517-2022-11-02-5372','A299-8','KUQr', 'LB')
('AC22517-2022-11-01-5340','A297-12','hOujstIwhhF', 'SU')
('AC22517-2022-11-02-5374','A299-10','NHgoPMcZWxgl', 'UB')
('SL12058-2022-11-01-5212','S218-4','Vl', 'LB')
