('AC04652-2022-11-01-8','A1-8','cvwtnIncQ', 'LB')
('AC22517-2022-11-01-5065','A282-7','ziDyQXrkURZc', 'LB')
('SL12058-2022-11-01-5175','S216-15','mkThnLULBtWVjgj', 'SL')
('AC04652-2022-11-01-5214','A290-12','lMVn', 'SU')
('AC04652-2022-11-01-5216','A290-14','vVIcIT', 'LB')
('AC22517-2022-11-01-5072','A282-14','zji', 'LB')
('SL12058-2022-11-01-5186','S217-2','JoRdx', 'MB')
('AC04652-2022-11-01-5223','A291-3','ohTea', 'UB')
('AC04652-2022-11-01-5224','A291-4','GagTQRPsnLQDmj', 'UB')
('AC04652-2022-11-01-5226','A291-6','uIcEtCWiSHVdP', 'SU')
('SL04652-2022-11-01-5244','S219-12','wWRlRiFmidcJt', 'LB')
('SL12058-2022-11-01-5191','S217-7','HMxvNs', 'SL')
('AC12058-2022-11-01-5222','A291-2','KkrAzsniTM', 'LB')
('AC04652-2022-11-01-5229','A291-9','cIZyXrLveZubDz', 'UB')
('SL22517-2022-11-01-5220','S218-12','CsUC', 'LB')
('SL12058-2022-11-01-5195','S217-11','iZdmazhVuoAypPdO', 'UB')
('AC22517-2022-11-01-5084','A283-8','eFybXIGMSgtcaUeU', 'LB')
('SL04652-2022-11-02-5220','S218-12','EaCssGT', 'LB')
('SL04652-2022-11-02-5221','S218-13','PYort', 'MB')
('AC04652-2022-11-01-5267','A293-11','DXptzqu', 'SL')
('AC22517-2022-11-02-5333','A297-5','IBpcx', 'SL')
('SL04652-2022-11-01-5291','S221-11','nEmGNmSScIJP', 'UB')
('AC04652-2022-11-01-5274','A293-18','Yv', 'SU')
('AC12058-2022-11-01-5265','A293-9','vOK', 'UB')
('AC04652-2022-11-01-5279','A294-5','XIliZGzQhiUpyEZO', 'SL')
('SL04652-2022-11-02-5233','S219-1','XDXyLKhl', 'LB')
('AC04652-2022-11-02-5196','A289-12','Wsy', 'SU')
('AC04652-2022-11-01-5281','A294-7','xUw', 'LB')
('AC04652-2022-11-02-5197','A289-13','lQsXFogARrMp', 'LB')
('AC22517-2022-11-02-5343','A297-15','qsMQbnEXh', 'UB')
('AC04652-2022-11-01-5284','A294-10','afZPLpLv', 'UB')
('AC22517-2022-11-01-5133','A286-3','BQnr', 'UB')
('SL04652-2022-11-02-5279','S220-23','cthMCV', 'SL')
('SL22517-2022-11-01-5296','S221-16','VxoP', 'SU')
('SL12058-2022-11-01-5288','S221-8','DYFij', 'SU')
('SL22517-2022-11-01-5303','S221-23','NAaGRBrqEeUXAit', 'SL')
('AC22517-2022-11-01-5185','A289-1','fiiMdeEUl', 'LB')
('AC22517-2022-11-01-5186','A289-2','v', 'LB')
('AC12058-2022-11-01-5318','A296-8','jMFvZPwVAEeAs', 'LB')
('AC22517-2022-11-02-5396','A300-14','IROBd', 'LB')
('AC04652-2022-11-01-5337','A297-9','wPJkiV', 'UB')
('AC04652-2022-11-01-5338','A297-10','eFx', 'UB')
('SL22517-2022-11-01-5315','S222-11','eBnRvhhPoK', 'UB')
('AC22517-2022-11-01-5196','A289-12','a', 'SU')
('AC22517-2022-11-01-5197','A289-13','TsabAOZWAvg', 'LB')
('AC22517-2022-11-02-5443','A303-7','uKoCL', 'LB')
('SL22517-2022-11-01-5351','S223-23','EIBZyXwrjgRlJZ', 'SL')
('AC22517-2022-11-02-5445','A303-9','XxCweX', 'UB')
('AC22517-2022-11-02-5446','A303-10','JstkqfqMNKeaosb', 'UB')
('SL04652-2022-11-01-5372','S224-20','AhOEvpz', 'LB')
('AC12058-2022-11-01-5364','A298-18','mnSujYKuwxN', 'SU')
('AC04652-2022-11-01-5388','A300-6','wmVIiLH', 'SU')
('SL22517-2022-11-02-5417','S226-17','ZTccMhgk', 'LB')
('AC22517-2022-11-01-5243','A292-5','XWzMWvRay', 'SL')
('AC04652-2022-11-01-5394','A300-12','EqPEhFdbplky', 'SU')
('SL04652-2022-11-01-5383','S225-7','XPkgKpfwepl', 'SL')
('SL12058-2022-11-01-5360','S224-8','dFSOOMraTDsxqeM', 'SU')
('AC04652-2022-11-01-5397','A300-15','lFMAJLMeujcX', 'UB')
('SL04652-2022-11-01-5385','S225-9','VZvNezuUhMvpDaQX', 'LB')
('AC04652-2022-11-01-5398','A300-16','ZJTloevqtaKx', 'UB')
('AC04652-2022-11-02-5290','A294-16','gsTLaAEhkuuHWTp', 'UB')
('SL04652-2022-11-01-5387','S225-11','LgjlkUJil', 'UB')
('SL04652-2022-11-02-5341','S223-13','CBon', 'MB')
('SL04652-2022-11-01-5389','S225-13','SHAXYQkinOz', 'MB')
('SL04652-2022-11-02-5344','S223-16','ZCTTYVPbVNmvY', 'SU')
('AC04652-2022-11-01-5409','A301-9','AuW', 'UB')
('AC22517-2022-11-02-5466','A304-12','VVjKwUfPgxN', 'SU')
('AC22517-2022-11-01-5286','A294-12','ZFnOCAfNtRaS', 'SU')
('AC04652-2022-11-02-5320','A296-10','DxinXgboMmG', 'UB')
('SL22517-2022-11-01-5408','S226-8','nonJysygGHFBXgu', 'SU')
('SL04652-2022-11-02-5382','S225-6','RGqrGMctvdcGJ', 'UB')
('SL12058-2022-11-01-5402','S226-2','sVbmBKpHr', 'MB')
('SL12058-2022-11-01-5403','S226-3','yYwNCpXqbGptp', 'UB')
('AC04652-2022-11-01-5446','A303-10','MmnMbdAN', 'UB')
('AC22517-2022-11-02-5504','A306-14','wHWMYcfNGfeiRI', 'LB')
('SL04652-2022-11-01-5432','S227-8','ifCVEvTtzflVw', 'SU')
('AC04652-2022-11-01-5450','A303-14','MQLvJxmLfhqsjDr', 'LB')
('SL22517-2022-11-01-5417','S226-17','bSBw', 'LB')
('AC22517-2022-11-02-5511','A307-3','ZNACiEUOCxl', 'UB')
('AC04652-2022-11-02-5331','A297-3','oSdPU', 'UB')
('SL04652-2022-11-02-5390','S225-14','DEQr', 'UB')
('SL22517-2022-11-02-5498','S230-2','OBPp', 'MB')
('SL04652-2022-11-01-5459','S228-11','aqIMDeaFwfLcVj', 'UB')
('AC12058-2022-11-01-5445','A303-9','HCgXMzzGlbvgmW', 'UB')
('AC12058-2022-11-01-5446','A303-10','Dwiu', 'UB')
('SL22517-2022-11-02-5512','S230-16','ifpiPNeFjLFux', 'SU')
('SL04652-2022-11-02-5414','S226-14','oWB', 'UB')
('SL12058-2022-11-01-5444','S227-20','zBfT', 'LB')
('SL04652-2022-11-01-5463','S228-15','XOAGIioxfyU', 'SL')
('SL12058-2022-11-01-5447','S227-23','PJhU', 'SL')
('AC04652-2022-11-01-5485','A305-13','JTVacRS', 'LB')
('AC22517-2022-11-01-5335','A297-7','HO', 'LB')
('AC12058-2022-11-01-5454','A303-18','arRVO', 'SU')
('SL04652-2022-11-02-5417','S226-17','BJMdbQOCTrXd', 'LB')
('SL12058-2022-11-01-5451','S228-3','IICQUdwUCZJvHLet', 'UB')
('AC04652-2022-11-01-5490','A305-18','VvijPYf', 'SU')
('SL22517-2022-11-01-5453','S228-5','iYEnfSmdT', 'MB')
('SL12058-2022-11-01-5454','S228-6','oYAZVXSiDefwByc', 'UB')
('SL04652-2022-11-02-5427','S227-3','NmlqXOcslKkXd', 'UB')
('SL04652-2022-11-02-5430','S227-6','E', 'UB')
('AC04652-2022-11-02-5374','A299-10','xFftNA', 'UB')
('SL22517-2022-11-01-5462','S228-14','smZRzIzexzrYAg', 'UB')
('AC22517-2022-11-01-5356','A298-10','JfGeblqIV', 'UB')
('SL22517-2022-11-02-5531','S231-11','FAF', 'UB')
('AC04652-2022-11-01-5501','A306-11','qVkyWDw', 'SL')
('SL22517-2022-11-02-5533','S231-13','vjToZbmqHGmJcnm', 'MB')
('SL22517-2022-11-02-5534','S231-14','gUZoiTvVexRZznT', 'UB')
('SL04652-2022-11-02-5442','S227-18','RBipYfooB', 'MB')
('SL12058-2022-11-01-5470','S228-22','YVsKN', 'UB')
('AC04652-2022-11-02-5431','A302-13','pOkkeYnPGJchCWFw', 'LB')
('SL22517-2022-11-01-5517','S230-21','MfADIoRnBzGFmI', 'MB')
('SL04652-2022-11-02-5501','S230-5','kThps', 'MB')
('SL04652-2022-11-01-5538','S231-18','Y', 'MB')
('AC04652-2022-11-02-5441','A303-5','BcikuFLpTkkBN', 'SL')
('SL22517-2022-11-02-5592','S233-24','TxYZXJReXyYQh', 'SU')
('SL04652-2022-11-02-5509','S230-13','TnUD', 'MB')
('AC22517-2022-11-02-5632','A313-16','HAJjvPxS', 'UB')
('AC22517-2022-11-01-5413','A301-13','ND', 'LB')
('AC22517-2022-11-02-5633','A313-17','ypQxpYV', 'SL')
('SL22517-2022-11-02-5598','S234-6','Dz', 'UB')
('AC12058-2022-11-01-5534','A308-8','O', 'LB')
('SL04652-2022-11-02-5514','S230-18','PRWUFuOB', 'MB')
('SL04652-2022-11-02-5515','S230-19','seCYpeeHNmdGYg', 'UB')
('AC04652-2022-11-02-5451','A303-15','dWidvvXQkLcmHfk', 'UB')
('AC22517-2022-11-01-5418','A301-18','gYGLPLGxvRGBv', 'SU')
('AC22517-2022-11-01-5420','A302-2','FPBqNRZNAaqhXbNo', 'LB')
('SL04652-2022-11-02-5525','S231-5','TzR', 'MB')
('AC22517-2022-11-02-5644','A314-10','b', 'UB')
('AC22517-2022-11-02-5645','A314-11','vSxpG', 'SL')
('AC12058-2022-11-01-5548','A309-4','uqwjC', 'UB')
('SL22517-2022-11-02-5613','S234-21','cfR', 'MB')
('SL04652-2022-11-02-5536','S231-16','XQSy', 'SU')
('AC04652-2022-11-01-5583','A311-3','IbyQbsoikQAgf', 'UB')
('AC22517-2022-11-01-5435','A302-17','gq', 'SL')
('AC04652-2022-11-01-5585','A311-5','FLWfIDioJxuZLLau', 'SL')
('SL22517-2022-11-01-5543','S231-23','IACeYpEhbbHKjd', 'SL')
('AC12058-2022-11-01-5560','A309-16','rtYApSrjKE', 'UB')
('AC22517-2022-11-02-5662','A315-10','pTUIZZYZwkLYsDQ', 'UB')
('AC04652-2022-11-02-5473','A305-1','ZHzKDwcOtG', 'LB')
('SL04652-2022-11-02-5545','S232-1','FXeFnVsInNodCCvz', 'LB')
('AC22517-2022-11-01-5444','A303-8','FMc', 'LB')
('AC22517-2022-11-01-5445','A303-9','NKgyEcuAEtI', 'UB')
('SL12058-2022-11-01-5555','S232-11','pAObZZTBZsgUd', 'UB')
('SL04652-2022-11-01-5581','S233-13','hciBs', 'MB')
('SL22517-2022-11-01-5560','S232-16','AWkUEPxhFUwh', 'SU')
('AC22517-2022-11-01-5450','A303-14','cqQTHg', 'LB')
('AC04652-2022-11-01-5597','A311-17','EkHlWUNBCPshShih', 'SL')
('AC04652-2022-11-01-5598','A311-18','MTrwWhaTtsaeUF', 'SU')
('SL04652-2022-11-02-5552','S232-8','tgyukZuKpY', 'SU')
('AC12058-2022-11-01-5574','A310-12','WFAdxCoVXmgPTqg', 'SU')
('SL04652-2022-11-01-5586','S233-18','pVOGSw', 'MB')
('AC22517-2022-11-01-5456','A304-2','cp', 'LB')
('SL04652-2022-11-01-5590','S233-22','d', 'UB')
('SL12058-2022-11-01-5564','S232-20','LOdMFzEoWXzWI', 'LB')
('SL22517-2022-11-02-5649','S236-9','NMhBmHupRZ', 'LB')
('AC22517-2022-11-01-5462','A304-8','VGndlxV', 'LB')
('AC04652-2022-11-01-5609','A312-11','TE', 'SL')
('AC04652-2022-11-01-5610','A312-12','ivVGcUvkFWJYR', 'SU')
('AC04652-2022-11-02-5494','A306-4','yeTpiKnQq', 'UB')
('SL22517-2022-11-02-5654','S236-14','tGhvut', 'UB')
('SL12058-2022-11-01-5572','S233-4','icdegoBz', 'LB')
('AC04652-2022-11-02-5496','A306-6','dy', 'SU')
('AC04652-2022-11-01-5616','A312-18','NYkpMlU', 'SU')
('SL12058-2022-11-01-5575','S233-7','QpLEHZnL', 'SL')
('AC12058-2022-11-01-5587','A311-7','tTozDQJpX', 'LB')
('AC04652-2022-11-01-5625','A313-9','XtRJ', 'UB')
('AC22517-2022-11-02-5694','A317-6','XzGUun', 'SU')
('AC22517-2022-11-02-5724','A318-18','LfxMeJEgrAXTI', 'SU')
('AC12058-2022-11-01-5630','A313-14','fSZvLazuoTPgzmpH', 'LB')
('AC22517-2022-11-01-5500','A306-10','mFDVuj', 'UB')
('SL12058-2022-11-01-5611','S234-19','u', 'UB')
('AC04652-2022-11-01-5655','A315-3','alYBiLOpJd', 'UB')
('SL12058-2022-11-01-5620','S235-4','bvDhnJXjs', 'LB')
('AC12058-2022-11-01-5642','A314-8','eqkmjLRjS', 'LB')
('AC04652-2022-11-01-5668','A315-16','LSfNCtyIyISQ', 'UB')
('AC04652-2022-11-02-5546','A309-2','SFxrxPKKIVkk', 'LB')
('AC12058-2022-11-01-5651','A314-17','r', 'SL')
('AC22517-2022-11-02-5741','A319-17','HVTEINnbXjuehR', 'SL')
('SL04652-2022-11-01-5643','S236-3','qikfTmuxGQlud', 'UB')
('AC04652-2022-11-01-5674','A316-4','akE', 'UB')
('SL22517-2022-11-01-5626','S235-10','VVDPty', 'MB')
('AC22517-2022-11-01-5520','A307-12','GpoNUrRwDEtNpEIS', 'SU')
('AC22517-2022-11-01-5521','A307-13','OoRAMUYQ', 'LB')
('AC04652-2022-11-01-5677','A316-7','Fvm', 'LB')
('SL22517-2022-11-01-5629','S235-13','vMgRZzsZbKHoROG', 'MB')
('SL12058-2022-11-01-5631','S235-15','EtxGkOFo', 'SL')
('SL04652-2022-11-01-5649','S236-9','TXJvg', 'LB')
('AC04652-2022-11-01-5680','A316-10','nfxh', 'UB')
('SL12058-2022-11-01-5634','S235-18','JUkWrad', 'MB')
('AC22517-2022-11-01-5527','A308-1','lcSEjdhKrmcVV', 'LB')
('SL04652-2022-11-02-5627','S235-11','cpoSvibs', 'UB')
('SL22517-2022-11-01-5631','S235-15','umIrZW', 'SL')
('SL04652-2022-11-02-5629','S235-13','XyROuq', 'MB')
('SL22517-2022-11-01-5634','S235-18','RYsln', 'MB')
('SL04652-2022-11-01-5655','S236-15','u', 'SL')
('SL04652-2022-11-01-5656','S236-16','ckkhSrD', 'SU')
('AC12058-2022-11-01-5661','A315-9','AAdYdIt', 'UB')
('SL04652-2022-11-02-5633','S235-17','mkGsMXkVvpxJOkc', 'LB')
('AC04652-2022-11-02-5565','A310-3','u', 'UB')
('AC12058-2022-11-01-5665','A315-13','zIQeDne', 'LB')
('AC04652-2022-11-02-5568','A310-6','wuvWifxxelYM', 'SU')
('AC04652-2022-11-02-5569','A310-7','cISB', 'LB')
('AC22517-2022-11-01-5539','A308-13','Y', 'LB')
('AC04652-2022-11-02-5571','A310-9','RLVyrDsl', 'UB')
('SL04652-2022-11-01-5664','S236-24','rPwuRhGaujp', 'SU')
('AC04652-2022-11-01-5692','A317-4','ODoiRCfJhXVD', 'UB')
('AC04652-2022-11-01-5693','A317-5','oNqqNKzNry', 'SL')
('SL22517-2022-11-01-5671','S237-7','LHJqwSG', 'SL')
('AC04652-2022-11-01-5730','A319-6','qYa', 'SU')
('SL22517-2022-11-01-5672','S237-8','NJYRQfOt', 'SU')
('AC04652-2022-11-01-5731','A319-7','gYNSWZNRkbOMqi', 'LB')
('AC22517-2022-11-01-5577','A310-15','XeFsZysQBx', 'UB')
('AC04652-2022-11-01-5733','A319-9','GxPbExdQC', 'UB')
('SL04652-2022-11-01-5700','S238-12','CCM', 'LB')
('AC04652-2022-11-02-5616','A312-18','EmgeyfBJNfHms', 'SU')
('AC04652-2022-11-02-5617','A313-1','PUVVvFsmxQyUDU', 'LB')
('SL12058-2022-11-01-5674','S237-10','wGbtzKbFaH', 'MB')
('SL22517-2022-11-01-5679','S237-15','nEMmi', 'SL')
('AC04652-2022-11-02-5620','A313-4','vdjdo', 'UB')
('SL04652-2022-11-01-5703','S238-15','BSgmii', 'SL')
('SL12058-2022-11-01-5676','S237-12','nnFlxygxrKO', 'LB')
('AC04652-2022-11-01-5749','A320-7','Gy', 'LB')
('AC22517-2022-11-01-5598','A311-18','jTqloXE', 'SU')
('SL22517-2022-11-01-5694','S238-6','C', 'UB')
('SL22517-2022-11-01-5695','S238-7','mxMfYieyRDSk', 'SL')
('AC04652-2022-11-01-5755','A320-13','WiH', 'LB')
('SL04652-2022-11-02-5694','S238-6','MBcyXVRLoaKUkBkv', 'UB')
('AC04652-2022-11-01-5762','A321-2','kBOgoDxouYPWXPEV', 'LB')
('SL04652-2022-11-02-5699','S238-11','GR', 'UB')
('SL04652-2022-11-01-5730','S239-18','zMLb', 'MB')
('AC22517-2022-11-01-5634','A313-18','sCdRUQ', 'SU')
('AC04652-2022-11-02-5668','A315-16','gPWsi', 'UB')
('AC12058-2022-11-01-5778','A321-18','FZQJlE', 'SU')
('SL22517-2022-11-01-5732','S239-20','Jmro', 'LB')
('AC04652-2022-11-02-5675','A316-5','dFaOAegyZXycK', 'SL')
('AC04652-2022-11-02-5676','A316-6','pLzdmQdqZZHI', 'SU')
('SL04652-2022-11-02-5736','S239-24','L', 'SU')
('SL22517-2022-11-01-5745','S240-9','yLCYFMeDNzf', 'LB')
('AC04652-2022-11-01-5796','A322-18','nJuHNK', 'SU')
('SL04652-2022-11-02-5742','S240-6','CHpSrKQynfeD', 'UB')
('SL22517-2022-11-02-5821','S243-13','QmOW', 'MB')
('SL22517-2022-11-01-5748','S240-12','A', 'LB')
('SL22517-2022-11-02-5826','S243-18','dpjdMjAapEUsI', 'MB')
('SL22517-2022-11-01-5753','S240-17','zn', 'LB')
('AC22517-2022-11-01-5656','A315-4','W', 'UB')
('AC04652-2022-11-01-5804','A323-8','tFguAFiJjbZnKhyE', 'LB')
('AC04652-2022-11-01-5805','A323-9','BBRtdTW', 'UB')
('SL22517-2022-11-01-5759','S240-23','YAEKzuXCsmpqCx', 'SL')
('SL22517-2022-11-01-5760','S240-24','uLCghAekMbi', 'SU')
('SL04652-2022-11-01-5791','S242-7','ZtbrsDmmx', 'SL')
('AC22517-2022-11-02-5867','A326-17','JLfpGuChB', 'SL')
('AC22517-2022-11-02-5868','A326-18','oiK', 'SU')
('SL22517-2022-11-02-5835','S244-3','UrliIdKMMvVwVOlP', 'UB')
('AC22517-2022-11-02-5869','A327-1','YfaOV', 'LB')
('SL12058-2022-11-01-5747','S240-11','IpEfbxURbQFragF', 'UB')
('SL04652-2022-11-01-5796','S242-12','tvpFjbxigwGPxbfG', 'LB')
('SL22517-2022-11-01-5777','S241-17','mfaMfcJacZDMkjm', 'LB')
('SL22517-2022-11-02-5845','S244-13','VicTxU', 'MB')
('SL04652-2022-11-01-5802','S242-18','tQihTshGANDK', 'MB')
('SL22517-2022-11-02-5846','S244-14','CFmIGvdO', 'UB')
('AC04652-2022-11-01-5838','A325-6','qSCfBOYpAERrPdVs', 'SU')
('AC22517-2022-11-01-5691','A317-3','fndDtagXvAjXEp', 'UB')
('AC22517-2022-11-01-5692','A317-4','nPfdiv', 'UB')
('SL22517-2022-11-02-5856','S244-24','ocxS', 'SU')
('AC22517-2022-11-01-5693','A317-5','bgOEAFnqAGDKNtnT', 'SL')
('AC04652-2022-11-01-5843','A325-11','CWlYqN', 'SL')
('AC12058-2022-11-01-5824','A324-10','khKeyGkx', 'UB')
('SL04652-2022-11-02-5791','S242-7','BHAS', 'SL')
('AC04652-2022-11-02-5735','A319-11','bV', 'SL')
('AC22517-2022-11-01-5697','A317-9','GDAYn', 'UB')
('SL04652-2022-11-02-5795','S242-11','pebpLsYWMFvzb', 'UB')
('SL22517-2022-11-02-5862','S245-6','cgGSkhWxcC', 'UB')
('AC04652-2022-11-02-5737','A319-13','HcIDztxRKlfGz', 'LB')
('AC04652-2022-11-02-5740','A319-16','aRZLYRMv', 'UB')
('AC04652-2022-11-02-5741','A319-17','lLdTWjpPDzwkkiXJ', 'SL')
('SL12058-2022-11-01-5786','S242-2','tHMRuyeWUxRNrH', 'MB')
('AC12058-2022-11-01-5836','A325-4','ulPuyHZNtaX', 'UB')
('SL12058-2022-11-01-5791','S242-7','odBzoRss', 'SL')
('AC04652-2022-11-01-5858','A326-8','rQK', 'LB')
('SL04652-2022-11-02-5804','S242-20','YLTSPp', 'LB')
('SL22517-2022-11-01-5802','S242-18','Q', 'MB')
('SL04652-2022-11-01-5827','S243-19','oaThwy', 'UB')
('SL22517-2022-11-02-5881','S246-1','vvsXa', 'LB')
('AC12058-2022-11-01-5847','A325-15','ntjy', 'UB')
('AC04652-2022-11-01-5869','A327-1','XaooEDQN', 'LB')
('SL12058-2022-11-01-5800','S242-16','MMNJT', 'SU')
('AC12058-2022-11-01-5853','A326-3','WdybrCpxGpsYC', 'UB')
('SL04652-2022-11-02-5807','S242-23','ytHtNw', 'SL')
('AC22517-2022-11-02-5920','A329-16','usyuINYYBxFBRU', 'UB')
('SL22517-2022-11-01-5810','S243-2','vTYmcf', 'MB')
('SL22517-2022-11-02-5895','S246-15','fQkluDvGHUwMto', 'SL')
('SL04652-2022-11-01-5834','S244-2','cBuYAx', 'MB')
('AC04652-2022-11-01-5877','A327-9','vIYeXGLa', 'UB')
('SL04652-2022-11-02-5811','S243-3','AsHRcpsAyDFCcbg', 'UB')
('AC22517-2022-11-02-5928','A330-6','URiNyrLlGRLBWC', 'SU')
('AC04652-2022-11-02-5764','A321-4','TwaCHHuEgXNgdq', 'UB')
('AC12058-2022-11-01-5862','A326-12','CIqdyoC', 'SU')
('SL04652-2022-11-01-5837','S244-5','yzCZeuKbiksw', 'MB')
('SL22517-2022-11-02-5900','S246-20','YrAhjMiZKWO', 'LB')
('SL04652-2022-11-01-5839','S244-7','DDR', 'SL')
('AC12058-2022-11-01-5863','A326-13','S', 'LB')
('AC22517-2022-11-02-5941','A331-1','TWSbcTITrK', 'LB')
('SL12058-2022-11-01-5818','S243-10','ZiHmHXVHUcAnmFQs', 'MB')
('AC04652-2022-11-02-5777','A321-17','sCtzhu', 'SL')
('SL22517-2022-11-01-5826','S243-18','Ua', 'MB')
('SL22517-2022-11-02-5912','S247-8','yoCVBZbXXNeqp', 'SU')
('AC12058-2022-11-01-5871','A327-3','tfasO', 'UB')
('SL22517-2022-11-02-5915','S247-11','WUykSKytgs', 'UB')
('AC22517-2022-11-01-5751','A320-9','zAXLpm', 'UB')
('AC22517-2022-11-02-5954','A331-14','ZJFTR', 'LB')
('AC22517-2022-11-01-5752','A320-10','kWWKgYewCVOpi', 'UB')
('SL22517-2022-11-02-5922','S247-18','qBzfmzOqR', 'MB')
('AC04652-2022-11-02-5786','A322-8','chea', 'LB')
('AC12058-2022-11-01-5884','A327-16','HhxLqh', 'UB')
('SL12058-2022-11-01-5833','S244-1','AnyqEXvGLqk', 'LB')
('AC12058-2022-11-01-5888','A328-2','nsyWqAPIaEY', 'LB')
('AC04652-2022-11-01-5906','A329-2','PrzYXqivZitarNvY', 'LB')
('SL04652-2022-11-01-5862','S245-6','e', 'UB')
('AC04652-2022-11-02-5794','A322-16','NJnxpaQ', 'UB')
('SL04652-2022-11-02-5848','S244-16','LZMibZSWttUZID', 'SU')
('AC12058-2022-11-01-5901','A328-15','IUBcfKQLw', 'UB')
('AC04652-2022-11-01-5914','A329-10','TYV', 'UB')
('AC22517-2022-11-02-5977','A333-1','eD', 'LB')
('SL22517-2022-11-02-5942','S248-14','lfdK', 'UB')
('SL04652-2022-11-02-5856','S244-24','ByYt', 'SU')
('SL22517-2022-11-01-5846','S244-14','hfE', 'UB')
('AC04652-2022-11-01-5919','A329-15','nfbzOngW', 'UB')
('SL04652-2022-11-01-5876','S245-20','EC', 'LB')
('AC22517-2022-11-01-5816','A324-2','yCrWmfpS', 'LB')
('SL12058-2022-11-01-5890','S246-10','jJ', 'MB')
('AC12058-2022-11-01-5942','A331-2','tosQnpRighdCUo', 'LB')
('AC22517-2022-11-02-6020','A335-8','HbBPZ', 'LB')
('AC22517-2022-11-01-5819','A324-5','AbygU', 'SL')
('SL22517-2022-11-02-6029','S252-5','iamKSSYZtbBqKWe', 'MB')
('AC12058-2022-11-01-5980','A333-4','yxxCaOXQQS', 'UB')
('SL04652-2022-11-02-5930','S248-2','ARKgKkhyN', 'MB')
('AC22517-2022-11-02-6049','A337-1','YBwLaBIDvErs', 'LB')
('SL22517-2022-11-01-5917','S247-13','LHbIraeOItjEoPS', 'MB')
('AC12058-2022-11-01-5981','A333-5','uKiErYbgxdEjEG', 'SL')
('AC22517-2022-11-01-5851','A326-1','LN', 'LB')
('SL22517-2022-11-02-6035','S252-11','hnjNLhUFnWCPD', 'UB')
('SL22517-2022-11-02-6036','S252-12','uYIpWXl', 'LB')
('AC12058-2022-11-01-5984','A333-8','dL', 'LB')
('SL22517-2022-11-01-5923','S247-19','trsH', 'UB')
('AC04652-2022-11-02-5889','A328-3','XeZlHBohLCMsZm', 'UB')
('SL22517-2022-11-01-5924','S247-20','wIgBqlHjeXwSx', 'LB')
('AC12058-2022-11-01-5988','A333-12','jUyOKIOlDwMyKaa', 'SU')
('SL22517-2022-11-02-6040','S252-16','Wfq', 'SU')
('SL22517-2022-11-02-6041','S252-17','yUaYfygU', 'LB')
('AC22517-2022-11-02-6058','A337-10','ymKmcLwzApLfmK', 'UB')
('SL22517-2022-11-01-5927','S247-23','huiMK', 'SL')
('AC04652-2022-11-02-5897','A328-11','Q', 'SL')
('AC12058-2022-11-01-6004','A334-10','NAj', 'UB')
('SL22517-2022-11-01-5948','S248-20','yUId', 'LB')
('AC22517-2022-11-01-5887','A328-1','FoMhMpRP', 'LB')
('AC12058-2022-11-01-6008','A334-14','xjzbMwlePsaXOlLv', 'LB')
('SL04652-2022-11-02-5968','S249-16','xO', 'SU')
('SL04652-2022-11-02-5969','S249-17','zJsP', 'LB')
('SL22517-2022-11-02-6061','S253-13','CcJz', 'MB')
('SL04652-2022-11-02-5971','S249-19','cmAAfk', 'UB')
('AC22517-2022-11-02-6086','A339-2','DxCwhlQWIHa', 'LB')
('AC22517-2022-11-01-5893','A328-7','gQYfaqvECKhp', 'LB')
('AC04652-2022-11-02-5921','A329-17','RJflVtp', 'SL')
('SL12058-2022-11-01-5950','S248-22','iqXwrhHNWXriLUg', 'UB')
('AC22517-2022-11-02-6092','A339-8','LTnlxabIxOQvEYU', 'LB')
('AC12058-2022-11-01-6020','A335-8','YVFZTuj', 'LB')
('SL12058-2022-11-01-5953','S249-1','XEEhqoWbQfj', 'LB')
('AC12058-2022-11-01-6022','A335-10','SH', 'UB')
('SL04652-2022-11-01-5975','S249-23','fRCh', 'SL')
('AC12058-2022-11-01-6041','A336-11','PEPVilnB', 'SL')
('SL12058-2022-11-01-5988','S250-12','aRaaSfrlFGQY', 'LB')
('AC04652-2022-11-02-5949','A331-9','YtO', 'UB')
('SL12058-2022-11-01-5995','S250-19','xJ', 'UB')
('AC12058-2022-11-01-6055','A337-7','U', 'LB')
('AC04652-2022-11-01-6085','A339-1','JfAXTP', 'LB')
('AC22517-2022-11-01-5936','A330-14','yZOtYOYD', 'LB')
('AC04652-2022-11-01-6090','A339-6','KBeYNvWfXu', 'SU')
('SL04652-2022-11-01-6006','S251-6','gUxamxUFWXooGi', 'UB')
('SL22517-2022-11-01-5994','S250-18','UJof', 'MB')
('SL04652-2022-11-02-6023','S251-23','QElckxzPz', 'SL')
('AC12058-2022-11-01-6063','A337-15','jgkSK', 'UB')
('SL12058-2022-11-01-6004','S251-4','aYloPLjMozoQX', 'LB')
('SL22517-2022-11-01-5997','S250-21','VoyXoAtM', 'MB')
('AC22517-2022-11-02-6140','A342-2','qNnskpQGX', 'LB')
('AC22517-2022-11-01-5948','A331-8','CbEmnUCNCXBv', 'LB')
('AC22517-2022-11-02-6142','A342-4','ouHRRRYK', 'UB')
('SL04652-2022-11-02-6028','S252-4','UCvKu', 'LB')
('AC04652-2022-11-02-5980','A333-4','pT', 'UB')
('SL04652-2022-11-02-6031','S252-7','H', 'SL')
