('AC22517-2022-11-02-18','A1-18','fjTg', 'SU')
('SL04652-2022-11-01-4347','S182-3','NUHDUtGqvUGv', 'UB')
('SL22517-2022-11-01-4360','S182-16','gvD', 'SU')
('AC04652-2022-11-01-4386','A244-12','g', 'SU')
('SL12058-2022-11-01-4345','S182-1','aSZGrUEnuYke', 'LB')
('AC22517-2022-11-01-4186','A233-10','iqZgAJrkPhzM', 'UB')
('SL22517-2022-11-01-4366','S182-22','itgiZJPxd', 'UB')
('AC12058-2022-11-01-4355','A242-17','HzdZYWhnss', 'SL')
('SL22517-2022-11-02-4447','S186-7','hAQmn', 'SL')
('SL04652-2022-11-01-4359','S182-15','gVlvApD', 'SL')
('AC04652-2022-11-01-4398','A245-6','LAZDNtpdVZu', 'SU')
('AC04652-2022-11-01-4399','A245-7','LCKFCqPVpHDGTD', 'LB')
('AC12058-2022-11-01-4361','A243-5','Z', 'SL')
('AC04652-2022-11-02-4308','A240-6','Qo', 'SU')
('AC22517-2022-11-02-4433','A247-5','epQhTOJaMHkPfi', 'SL')
('SL22517-2022-11-02-4469','S187-5','TFivITkDEVJqthz', 'MB')
('AC04652-2022-11-02-4319','A240-17','nquIdZfGRHV', 'SL')
('AC04652-2022-11-02-4321','A241-1','tBvQfb', 'LB')
('AC22517-2022-11-01-4211','A234-17','VqlcVhkkbhzRrAG', 'SL')
('SL04652-2022-11-01-4381','S183-13','O', 'MB')
('SL22517-2022-11-02-4472','S187-8','YzMXr', 'SU')
('SL12058-2022-11-01-4374','S183-6','yIblluswFHEUO', 'UB')
('AC04652-2022-11-02-4325','A241-5','HNdtIitqAzVUV', 'SL')
('SL22517-2022-11-01-4403','S184-11','xkDdZlDcMv', 'UB')
('SL04652-2022-11-02-4323','S181-3','cteFSAejoFoXIKk', 'UB')
('SL04652-2022-11-01-4400','S184-8','nScVQL', 'SU')
('SL12058-2022-11-01-4396','S184-4','ul', 'LB')
('SL12058-2022-11-01-4397','S184-5','EikR', 'MB')
('SL04652-2022-11-02-4328','S181-8','EGZzwf', 'SU')
('SL22517-2022-11-01-4411','S184-19','dsRgvc', 'UB')
('SL04652-2022-11-01-4404','S184-12','XAHYdNGaVF', 'LB')
('AC22517-2022-11-01-4236','A236-6','lmY', 'SU')
('AC22517-2022-11-01-4237','A236-7','H', 'LB')
('SL04652-2022-11-01-4407','S184-15','lWxf', 'SL')
('AC04652-2022-11-01-4451','A248-5','uHdUVkhIWRP', 'SL')
('SL22517-2022-11-01-4416','S184-24','gVNOuRZLKq', 'SU')
('SL22517-2022-11-01-4417','S185-1','VuODvAErRXhiU', 'LB')
('SL04652-2022-11-02-4334','S181-14','vgx', 'UB')
('SL12058-2022-11-01-4408','S184-16','VuHnsrfLJXr', 'SU')
('SL12058-2022-11-01-4411','S184-19','ZMwf', 'UB')
('SL04652-2022-11-01-4412','S184-20','rcBpnkuVCn', 'LB')
('SL04652-2022-11-01-4413','S184-21','JcUbsEAIeYE', 'MB')
('AC22517-2022-11-02-4484','A250-2','wNmLbcZp', 'LB')
('AC12058-2022-11-01-4409','A245-17','JInxhVeeQTsuuqr', 'SL')
('SL22517-2022-11-01-4427','S185-11','yiyWDfnM', 'UB')
('AC04652-2022-11-01-4469','A249-5','XfgfMUmiCy', 'SL')
('SL04652-2022-11-01-4420','S185-4','cyZKipGOISgQxygK', 'LB')
('SL22517-2022-11-01-4493','S188-5','Tkb', 'MB')
('AC04652-2022-11-02-4418','A246-8','sPZcSRUEKMiN', 'LB')
('SL04652-2022-11-01-4474','S187-10','lkjb', 'MB')
('SL22517-2022-11-01-4495','S188-7','JSTexhPYKBQ', 'SL')
('SL22517-2022-11-01-4496','S188-8','rT', 'SU')
('AC22517-2022-11-01-4313','A240-11','ZUSrRwJuovT', 'SL')
('SL12058-2022-11-01-4465','S187-1','NtGUzISx', 'LB')
('SL22517-2022-11-01-4501','S188-13','OnhkjWcDAIDjDB', 'MB')
('AC22517-2022-11-01-4315','A240-13','XeeBL', 'LB')
('AC22517-2022-11-01-4316','A240-14','LNpxhqxjvGOLb', 'LB')
('AC04652-2022-11-02-4424','A246-14','PJqdBtlLDzs', 'LB')
('AC04652-2022-11-01-4532','A252-14','CTtWGCgWlbuWARD', 'LB')
('AC22517-2022-11-01-4320','A240-18','VtZDRzRBQNd', 'SU')
('AC04652-2022-11-02-4429','A247-1','YrHmuAQMRWNoMLek', 'LB')
('AC04652-2022-11-01-4535','A252-17','xAdLMmaGlfQ', 'SL')
('AC04652-2022-11-02-4431','A247-3','DuJJVE', 'UB')
('SL04652-2022-11-01-4488','S187-24','nT', 'SU')
('SL12058-2022-11-01-4491','S188-3','C', 'UB')
('AC04652-2022-11-01-4558','A254-4','FjDNMfxmFYotxY', 'UB')
('SL04652-2022-11-02-4431','S185-15','KaTldarhMA', 'SL')
('AC04652-2022-11-02-4452','A248-6','IWMewrALNBeu', 'SU')
('SL04652-2022-11-01-4508','S188-20','xaktIZGpXXKslZD', 'LB')
('SL04652-2022-11-02-4432','S185-16','fifQkyonOwJrVcvp', 'SU')
('AC04652-2022-11-02-4456','A248-10','fkHSQz', 'UB')
('SL22517-2022-11-02-4600','S192-16','yeVF', 'SU')
('SL04652-2022-11-01-4514','S189-2','XmZ', 'MB')
('SL22517-2022-11-02-4604','S192-20','dUZCekyNbI', 'LB')
('AC04652-2022-11-01-4565','A254-11','vtfMjiKNrePwfEBD', 'SL')
('AC04652-2022-11-01-4566','A254-12','avwphKmtEHwp', 'SU')
('AC04652-2022-11-01-4567','A254-13','RdPu', 'LB')
('SL04652-2022-11-01-4524','S189-12','pb', 'LB')
('SL04652-2022-11-02-4445','S186-5','yVuypLGopTzY', 'MB')
('AC22517-2022-11-01-4364','A243-8','xAhDmmavv', 'LB')
('SL04652-2022-11-02-4448','S186-8','eFLMMz', 'SU')
('SL22517-2022-11-02-4616','S193-8','VMieDUeKsEEq', 'SU')
('AC22517-2022-11-01-4368','A243-12','AB', 'SU')
('AC04652-2022-11-01-4578','A255-6','EMFwAopPwRJzcsQY', 'SU')
('AC12058-2022-11-01-4525','A252-7','IuWKZegH', 'LB')
('AC22517-2022-11-01-4377','A244-3','zzM', 'UB')
('AC04652-2022-11-01-4582','A255-10','cKZ', 'UB')
('AC22517-2022-11-02-4658','A259-14','IjYOVPgSHx', 'LB')
('AC04652-2022-11-02-4554','A253-18','I', 'SU')
('SL12058-2022-11-01-4587','S192-3','nOgJowXkUK', 'UB')
('AC04652-2022-11-02-4555','A254-1','a', 'LB')
('SL22517-2022-11-01-4614','S193-6','oDtGv', 'UB')
('AC12058-2022-11-01-4613','A257-5','mYWoKQHeZptAPwbr', 'SL')
('SL12058-2022-11-01-4595','S192-11','ddmJsicvGzNdSjF', 'UB')
('SL04652-2022-11-02-4554','S190-18','Ohell', 'MB')
('AC04652-2022-11-02-4561','A254-7','PqNtCUAtfjTlfs', 'LB')
('AC22517-2022-11-02-4674','A260-12','oVKzSyoBYw', 'SU')
('SL22517-2022-11-02-4704','S196-24','ZZsU', 'SU')
('AC04652-2022-11-02-4569','A254-15','CLqN', 'UB')
('AC22517-2022-11-01-4454','A248-8','ZyFmgcw', 'LB')
('AC04652-2022-11-02-4575','A255-3','muWGdIxXpPSxFIND', 'UB')
('AC04652-2022-11-02-4576','A255-4','qCKFhgNwunkj', 'UB')
('AC12058-2022-11-01-4633','A258-7','DGdY', 'LB')
('SL12058-2022-11-01-4626','S193-18','kcvYufWnbzW', 'MB')
('AC22517-2022-11-02-4691','A261-11','YzmGnmAsMf', 'SL')
('SL12058-2022-11-01-4629','S193-21','xUcLlizbdkXNZQ', 'MB')
('AC22517-2022-11-01-4478','A249-14','fDTrctaob', 'LB')
('SL12058-2022-11-01-4632','S193-24','a', 'SU')
('AC04652-2022-11-01-4692','A261-12','OPbJ', 'SU')
('SL04652-2022-11-01-4646','S194-14','QtBYKOKUZPmIls', 'UB')
('SL04652-2022-11-02-4579','S191-19','ixC', 'UB')
('SL04652-2022-11-02-4580','S191-20','ph', 'LB')
('SL22517-2022-11-01-4655','S194-23','rnlTArgS', 'SL')
('SL12058-2022-11-01-4671','S195-15','bxLSTTsUIsSo', 'SL')
('SL22517-2022-11-01-4681','S196-1','Gz', 'LB')
('AC22517-2022-11-02-4758','A265-6','pP', 'SU')
('SL12058-2022-11-01-4681','S196-1','FGGoDMeQFAl', 'LB')
('AC04652-2022-11-01-4740','A264-6','QT', 'SU')
('SL12058-2022-11-01-4684','S196-4','CwHPig', 'LB')
('SL04652-2022-11-02-4633','S194-1','WixyqTlUysJc', 'LB')
('SL12058-2022-11-01-4716','S197-12','agviQbUyUGNYxR', 'LB')
('SL04652-2022-11-01-4767','S199-15','nxgJVZopm', 'SL')
('AC04652-2022-11-01-4810','A268-4','Dl', 'UB')
('SL04652-2022-11-02-4708','S197-4','WPUtaNzJ', 'LB')
('AC04652-2022-11-01-4814','A268-8','Sd', 'LB')
('SL12058-2022-11-01-4757','S199-5','DpLjndmwZy', 'MB')
('AC22517-2022-11-01-4605','A256-15','bdOUxUpEFDqJaE', 'UB')
('SL12058-2022-11-01-4759','S199-7','hImAyfqkqPkNaYbr', 'SL')
('AC04652-2022-11-02-4696','A261-16','aXJgNfLR', 'UB')
('SL04652-2022-11-01-4774','S199-22','ABDTizepxJvFF', 'UB')
('AC22517-2022-11-02-4843','A270-1','njeKOdjV', 'LB')
('SL22517-2022-11-01-4764','S199-12','D', 'LB')
('SL22517-2022-11-02-4837','S202-13','bFO', 'MB')
('AC12058-2022-11-01-4774','A266-4','pzSrGaXLjI', 'UB')
('AC04652-2022-11-02-4701','A262-3','Ki', 'UB')
('AC04652-2022-11-02-4702','A262-4','gwgJAL', 'UB')
('SL12058-2022-11-01-4765','S199-13','BprRGG', 'MB')
('AC04652-2022-11-02-4705','A262-7','noQ', 'LB')
('SL04652-2022-11-01-4778','S200-2','NvHNfWiybKxugpo', 'MB')
('AC04652-2022-11-01-4835','A269-11','oqLiFfo', 'SL')
('SL12058-2022-11-01-4772','S199-20','ecpmtrRK', 'LB')
('AC04652-2022-11-02-4713','A262-15','YmiAqfoYrqviqB', 'UB')
('AC12058-2022-11-01-4790','A267-2','lzDwqDxTFKtvcUX', 'LB')
('SL22517-2022-11-02-4856','S203-8','aZKWwHy', 'SU')
('SL22517-2022-11-01-4782','S200-6','n', 'UB')
('AC12058-2022-11-01-4796','A267-8','alDzG', 'LB')
('AC04652-2022-11-01-4846','A270-4','hDmvvHbqmn', 'UB')
('SL12058-2022-11-01-4781','S200-5','pQEbYjFDCv', 'MB')
('SL12058-2022-11-01-4782','S200-6','Py', 'UB')
('SL04652-2022-11-01-4836','S202-12','uhHZ', 'LB')
('AC22517-2022-11-02-4898','A273-2','rQJjfg', 'LB')
('SL22517-2022-11-01-4819','S201-19','pqgcTWQxbpGe', 'UB')
('AC22517-2022-11-02-4900','A273-4','IwIe', 'UB')
('SL04652-2022-11-01-4839','S202-15','kA', 'SL')
('AC12058-2022-11-01-4840','A269-16','tqMXxpLHZV', 'UB')
('AC04652-2022-11-02-4769','A265-17','KUJz', 'SL')
('AC04652-2022-11-02-4770','A265-18','D', 'SU')
('SL22517-2022-11-01-4827','S202-3','cWnQikLm', 'UB')
('AC22517-2022-11-01-4680','A260-18','tyc', 'SU')
('SL12058-2022-11-01-4821','S201-21','dVV', 'MB')
('AC22517-2022-11-01-4681','A261-1','kerikdIuAmL', 'LB')
('SL12058-2022-11-01-4822','S201-22','oAxlGPwCKleCyFB', 'UB')
('AC12058-2022-11-01-4848','A270-6','sdoDXR', 'SU')
('SL04652-2022-11-02-4789','S200-13','wlIftGT', 'MB')
('AC22517-2022-11-02-4907','A273-11','F', 'SL')
('SL12058-2022-11-01-4828','S202-4','AUTAzPESINj', 'LB')
('AC22517-2022-11-01-4688','A261-8','Rl', 'LB')
('SL04652-2022-11-01-4853','S203-5','o', 'MB')
('SL22517-2022-11-02-4914','S205-18','AbEvuubc', 'MB')
('SL22517-2022-11-01-4840','S202-16','VBdbIJyfXaxMYyWX', 'SU')
('AC22517-2022-11-02-4917','A274-3','IAMOMsqsiLxRr', 'UB')
('AC22517-2022-11-02-4918','A274-4','anpHKsqSMUY', 'UB')
('SL04652-2022-11-01-4864','S203-16','YPAjv', 'SU')
('AC22517-2022-11-01-4697','A261-17','kIwoo', 'SL')
('SL12058-2022-11-01-4836','S202-12','LSLHYVtmphRBMiNA', 'LB')
('AC22517-2022-11-02-4929','A274-15','JBmHlHVoGraWsWH', 'UB')
('AC22517-2022-11-01-4701','A262-3','LqTTUvRhKVoij', 'UB')
('AC22517-2022-11-01-4702','A262-4','k', 'UB')
('SL04652-2022-11-01-4873','S204-1','gtHQIyE', 'LB')
('AC04652-2022-11-02-4797','A267-9','uQdAiBuyrii', 'UB')
('AC22517-2022-11-02-4937','A275-5','qndU', 'SL')
('SL04652-2022-11-01-4877','S204-5','ZlXMDuIzYeckPx', 'MB')
('AC04652-2022-11-02-4801','A267-13','Qdnxgmkb', 'LB')
('SL22517-2022-11-02-4939','S206-19','kWZUWtkWIVFlkG', 'UB')
('SL12058-2022-11-01-4842','S202-18','poXD', 'MB')
('SL04652-2022-11-01-4881','S204-9','BQfGguNAyW', 'LB')
('SL04652-2022-11-01-4882','S204-10','cYnmaWX', 'MB')
('AC22517-2022-11-01-4733','A263-17','ApfWwcMs', 'SL')
('SL22517-2022-11-01-4874','S204-2','kytcayijn', 'MB')
('AC12058-2022-11-01-4891','A272-13','DFtYOIMumyU', 'LB')
('SL04652-2022-11-02-4834','S202-10','fLeuvwTc', 'MB')
('AC04652-2022-11-01-4911','A273-15','AwyczntKSIU', 'UB')
('SL04652-2022-11-02-4836','S202-12','sWxdFwV', 'LB')
('SL22517-2022-11-01-4879','S204-7','PUPjXegowcOFGILB', 'SL')
('AC04652-2022-11-01-4913','A273-17','lkUQkNJetDnyHjhE', 'SL')
('SL22517-2022-11-01-4880','S204-8','oMaDuXHifprZwXLM', 'SU')
('SL22517-2022-11-01-4881','S204-9','SBpNzt', 'LB')
('SL22517-2022-11-01-4882','S204-10','IogSGjqugr', 'MB')
('AC22517-2022-11-01-4744','A264-10','zAyvReQW', 'UB')
('SL22517-2022-11-01-4883','S204-11','ZlETRAocBF', 'UB')
('AC04652-2022-11-02-4829','A269-5','Hl', 'SL')
('AC04652-2022-11-02-4830','A269-6','FXDbIiqyksqhADkJ', 'SU')
('AC22517-2022-11-02-4973','A277-5','Sqdsw', 'SL')
('SL12058-2022-11-01-4862','S203-14','HTfGOpIzeTC', 'UB')
('AC22517-2022-11-02-4976','A277-8','A', 'LB')
('AC04652-2022-11-01-4921','A274-7','dx', 'LB')
('AC04652-2022-11-01-4922','A274-8','MKAs', 'LB')
('AC04652-2022-11-01-4924','A274-10','Lynk', 'UB')
('AC04652-2022-11-01-4925','A274-11','LvIwCdZptjEFZMZ', 'SL')
('SL12058-2022-11-01-4868','S203-20','YzWBWmcfHXzzy', 'LB')
('AC04652-2022-11-02-4842','A269-18','yYGPJlgivpcBE', 'SU')
('AC12058-2022-11-01-4902','A273-6','uww', 'SU')
('AC04652-2022-11-02-4845','A270-3','xaD', 'UB')
('AC22517-2022-11-01-4755','A265-3','YdAbZEeMrMC', 'UB')
('AC22517-2022-11-01-4756','A265-4','GvFdjiKD', 'UB')
('SL04652-2022-11-01-4929','S206-9','FGL', 'LB')
('SL04652-2022-11-02-4860','S203-12','OOIx', 'LB')
('SL04652-2022-11-02-4861','S203-13','KsrkxCKGYBxPgzD', 'MB')
('SL04652-2022-11-02-4871','S203-23','FCkDysyqBqBJzYS', 'SL')
('SL04652-2022-11-02-4881','S204-9','qoCYitWI', 'LB')
('AC04652-2022-11-01-4954','A276-4','xCeZ', 'UB')
('SL22517-2022-11-02-5010','S209-18','pfTreCPJ', 'MB')
('AC22517-2022-11-02-5014','A279-10','CqakPILmjDO', 'UB')
('SL04652-2022-11-01-4961','S207-17','NFXwTwOjKTgSeNjC', 'LB')
('SL12058-2022-11-01-4907','S205-11','Q', 'UB')
('SL04652-2022-11-02-4895','S204-23','PlxlDR', 'SL')
('AC04652-2022-11-01-4969','A277-1','hGXBzpJ', 'LB')
('SL12058-2022-11-01-4911','S205-15','zTICkFAYtDClZ', 'SL')
('SL22517-2022-11-01-4930','S206-10','TOXYBpTjxN', 'MB')
('SL12058-2022-11-01-4914','S205-18','PtTW', 'MB')
('SL12058-2022-11-01-4915','S205-19','rUdaq', 'UB')
('SL22517-2022-11-01-4937','S206-17','rGvrw', 'LB')
('AC22517-2022-11-02-5031','A280-9','LlmSWeZ', 'UB')
('SL22517-2022-11-02-5025','S210-9','LbJpYmNLbx', 'LB')
('AC22517-2022-11-02-5034','A280-12','EHLlcKP', 'SU')
('SL22517-2022-11-02-5027','S210-11','mfXCDI', 'UB')
('AC22517-2022-11-02-5036','A280-14','FTIUCp', 'LB')
('AC04652-2022-11-02-4903','A273-7','KeGPCPGDrI', 'LB')
('SL22517-2022-11-02-5030','S210-14','mANiniDE', 'UB')
('SL12058-2022-11-01-4924','S206-4','LRDA', 'LB')
('AC22517-2022-11-02-5040','A280-18','meaaxaCbo', 'SU')
('SL22517-2022-11-02-5032','S210-16','OTCdZXthnvRBBoZl', 'SU')
('AC04652-2022-11-01-4987','A278-1','rKnLcC', 'LB')
('AC12058-2022-11-01-4959','A276-9','ayJ', 'UB')
('AC22517-2022-11-02-5044','A281-4','kfgvdYu', 'UB')
('AC04652-2022-11-02-4908','A273-12','DTPD', 'SU')
('SL04652-2022-11-02-4923','S206-3','JJ', 'UB')
('SL12058-2022-11-01-4931','S206-11','CvZDQRlkXF', 'UB')
('SL22517-2022-11-02-5040','S210-24','ocGvrA', 'SU')
('AC12058-2022-11-01-4966','A276-16','WAjTn', 'UB')
('AC22517-2022-11-02-5050','A281-10','bKPFQEEtXOfq', 'UB')
('AC04652-2022-11-01-4999','A278-13','jeZtaeydWWeuU', 'LB')
('SL22517-2022-11-02-5066','S212-2','mzndPA', 'MB')
('SL12058-2022-11-01-4952','S207-8','uIVuPvrAwpRzL', 'SU')
('SL22517-2022-11-01-4989','S208-21','fcNjQOGTmkZBB', 'MB')
('AC22517-2022-11-01-4837','A269-13','rfFhEyz', 'LB')
('AC12058-2022-11-01-5002','A278-16','Y', 'UB')
('SL22517-2022-11-02-5074','S212-10','tzM', 'MB')
('SL12058-2022-11-01-4956','S207-12','h', 'LB')
('SL12058-2022-11-01-4957','S207-13','bdnsZWUrzCd', 'MB')
('AC22517-2022-11-01-4843','A270-1','hBQRIqHL', 'LB')
('AC04652-2022-11-02-4951','A276-1','sbSJacOv', 'LB')
('SL04652-2022-11-02-4960','S207-16','qhbNOszQngbBRrLi', 'SU')
('AC04652-2022-11-01-5025','A280-3','EKvTeimG', 'UB')
('AC22517-2022-11-01-4848','A270-6','gEPqqsHb', 'SU')
('SL12058-2022-11-01-4960','S207-16','JaUf', 'SU')
('SL04652-2022-11-01-5033','S210-17','BMaFQxYpEwb', 'LB')
('AC22517-2022-11-02-5092','A283-16','xbL', 'UB')
('SL12058-2022-11-01-4962','S207-18','yrdpIusNIvbJAgqf', 'MB')
('SL12058-2022-11-01-4963','S207-19','zjEo', 'UB')
('AC12058-2022-11-01-5013','A279-9','sfiINTCt', 'UB')
('AC12058-2022-11-01-5020','A279-16','PCXKytbcLJSxLg', 'UB')
('SL04652-2022-11-01-5044','S211-4','uZw', 'LB')
('SL04652-2022-11-02-4969','S208-1','uHcMxVxXVTk', 'LB')
('AC22517-2022-11-02-5100','A284-6','GVVrJlOt', 'SU')
('AC22517-2022-11-02-5103','A284-9','j', 'UB')
('SL12058-2022-11-01-4973','S208-5','ZNxbHF', 'MB')
('AC04652-2022-11-02-4966','A276-16','MUPxYDivfM', 'UB')
('AC12058-2022-11-01-5025','A280-3','PUaMijhwpxDJppq', 'UB')
('SL22517-2022-11-02-5090','S213-2','sMJQ', 'MB')
('AC04652-2022-11-02-4969','A277-1','O', 'LB')
('AC04652-2022-11-01-5036','A280-14','aoZBjjobgvBR', 'LB')
('AC04652-2022-11-01-5037','A280-15','VLpPNWSlpTspaJ', 'UB')
('AC04652-2022-11-01-5038','A280-16','eYJiQXADIq', 'UB')
('SL12058-2022-11-01-4981','S208-13','tchYClYlN', 'MB')
('AC04652-2022-11-02-4973','A277-5','yMMndAYTHT', 'SL')
('SL22517-2022-11-02-5094','S213-6','GZuP', 'UB')
('AC12058-2022-11-01-5030','A280-8','dWWqKhkYlZUvKCqd', 'LB')
('AC12058-2022-11-01-5032','A280-10','pLYDUsWtxVUuhVWR', 'UB')
('SL22517-2022-11-01-5027','S210-11','KRGDbLgHChBWYU', 'UB')
('SL04652-2022-11-02-4988','S208-20','QvQymCOy', 'LB')
('AC22517-2022-11-01-4875','A271-15','LMOYcYfSrMcgGuFC', 'UB')
('SL12058-2022-11-01-4991','S208-23','KEEAxBcNlbsy', 'SL')
('SL12058-2022-11-01-4992','S208-24','wczLHFLJAX', 'SU')
('AC04652-2022-11-02-4988','A278-2','SyoxazD', 'LB')
('SL04652-2022-11-01-5066','S212-2','RRlfLZ', 'MB')
('SL22517-2022-11-01-5033','S210-17','LEnDfSyHaF', 'LB')
('SL04652-2022-11-01-5068','S212-4','UAjyhAjUZWnIRTq', 'LB')
('AC04652-2022-11-02-4994','A278-8','ddwqhfmynUriyBe', 'LB')
('AC04652-2022-11-02-4995','A278-9','lTfDGMoVQOKGfJkf', 'UB')
('AC22517-2022-11-01-4906','A273-10','yPj', 'UB')
('SL04652-2022-11-01-5101','S213-13','dhY', 'MB')
('AC12058-2022-11-01-5074','A282-16','gbsSzwewiTZKquxQ', 'UB')
('SL22517-2022-11-02-5143','S215-7','yKNsRjIvrfgxq', 'SL')
('AC22517-2022-11-02-5134','A286-4','Qad', 'UB')
('SL22517-2022-11-02-5144','S215-8','eS', 'SU')
('AC04652-2022-11-02-5028','A280-6','vqiIWIYbUg', 'SU')
('SL22517-2022-11-02-5147','S215-11','qcxgfDy', 'UB')
('SL04652-2022-11-01-5106','S213-18','awWhnrxkkIi', 'MB')
('AC22517-2022-11-01-4922','A274-8','YLVxKSqyVStDXsR', 'LB')
('SL04652-2022-11-02-5036','S210-20','jPyQsgTpAaA', 'LB')
('SL12058-2022-11-01-5037','S210-21','JmemfnG', 'MB')
('AC22517-2022-11-01-4927','A274-13','zl', 'LB')
('AC22517-2022-11-02-5144','A286-14','neXcO', 'LB')
('SL22517-2022-11-01-5078','S212-14','TLFevponAgBkzZyy', 'UB')
('SL12058-2022-11-01-5053','S211-13','ruABazam', 'MB')
('SL12058-2022-11-01-5054','S211-14','yMKCei', 'UB')
('SL12058-2022-11-01-5055','S211-15','mFqEDQ', 'SL')
('SL04652-2022-11-02-5054','S211-14','ZithO', 'UB')
('AC04652-2022-11-02-5048','A281-8','RPgu', 'LB')
('SL22517-2022-11-01-5086','S212-22','FRkdspOqPr', 'UB')
('AC04652-2022-11-02-5050','A281-10','XUMRllwqXfFs', 'UB')
('SL04652-2022-11-02-5060','S211-20','IuN', 'LB')
('SL04652-2022-11-02-5061','S211-21','Tfo', 'MB')
('AC04652-2022-11-01-5109','A284-15','UVkmb', 'UB')
('AC04652-2022-11-01-5110','A284-16','eVqveFOsBqYfGmPK', 'UB')
('SL22517-2022-11-02-5171','S216-11','YfN', 'UB')
('SL22517-2022-11-01-5090','S213-2','BanvzEduHpCi', 'MB')
('SL12058-2022-11-01-5063','S211-23','tch', 'SL')
('AC22517-2022-11-01-4952','A276-2','cDyHdLmv', 'LB')
('AC04652-2022-11-02-5056','A281-16','NgWjzyxbHnVJkSYn', 'UB')
('SL12058-2022-11-01-5065','S212-1','EoVdOCFny', 'LB')
('AC04652-2022-11-02-5059','A282-1','jHajj', 'LB')
('SL22517-2022-11-02-5176','S216-16','QBVKGhprFdVLY', 'SU')
('AC12058-2022-11-01-5109','A284-15','O', 'UB')
('AC04652-2022-11-02-5066','A282-8','fv', 'LB')
('SL22517-2022-11-02-5180','S216-20','Zb', 'LB')
('SL04652-2022-11-01-5149','S215-13','MNUEtqkHXDMxkwi', 'MB')
('AC12058-2022-11-01-5115','A285-3','AeQqdIuvGkbAbX', 'UB')
('SL12058-2022-11-01-5076','S212-12','UgC', 'LB')
('AC22517-2022-11-01-4967','A276-17','aYArZUTfhGwxg', 'SL')
('AC22517-2022-11-02-5204','A290-2','pejowywXD', 'LB')
('SL12058-2022-11-01-5108','S213-20','K', 'LB')
('SL22517-2022-11-02-5209','S218-1','OWjegZnbkLEfN', 'LB')
('AC22517-2022-11-01-5003','A278-17','NqfdrXSjYV', 'SL')
('SL22517-2022-11-01-5134','S214-22','XXeZIaJiAnhu', 'UB')
('AC22517-2022-11-02-5210','A290-8','hEOCgdFgWPuIDBUE', 'LB')
('SL22517-2022-11-02-5218','S218-10','yAjeqoxbzJqAcxv', 'MB')
('AC04652-2022-11-02-5098','A284-4','swvnAjfuk', 'UB')
('SL04652-2022-11-01-5180','S216-20','XMB', 'LB')
('AC04652-2022-11-01-5150','A287-2','RsAtxcGnwlg', 'LB')
('SL04652-2022-11-01-5184','S216-24','yuEYZaTV', 'SU')
('AC22517-2022-11-01-5010','A279-6','Fjjnp', 'SU')
('AC04652-2022-11-01-5153','A287-5','iMIWuDB', 'SL')
('SL04652-2022-11-02-5115','S214-3','mJDvKJ', 'UB')
('SL22517-2022-11-01-5150','S215-14','KrFkkBdChUG', 'UB')
('SL22517-2022-11-02-5230','S218-22','KZbGun', 'UB')
('AC22517-2022-11-02-5231','A291-11','aLWRGJtVmqCiya', 'SL')
('AC12058-2022-11-01-5173','A288-7','fKp', 'LB')
('AC12058-2022-11-01-5174','A288-8','ozSMwCRUOX', 'LB')
('SL04652-2022-11-02-5124','S214-12','WJmzpy', 'LB')
('AC12058-2022-11-01-5178','A288-12','kTQKqwDSCJPUN', 'SU')
('SL12058-2022-11-01-5136','S214-24','yduRNhdDsNMF', 'SU')
('SL22517-2022-11-02-5238','S219-6','ZkqGiRmeaBu', 'UB')
('SL22517-2022-11-01-5162','S216-2','giiGMibLdr', 'MB')
('SL04652-2022-11-02-5135','S214-23','lZMZogf', 'SL')
('SL12058-2022-11-01-5141','S215-5','Vk', 'MB')
('SL04652-2022-11-01-5209','S218-1','wiTqyHBp', 'LB')
('AC22517-2022-11-01-5034','A280-12','VIFVZRbGkDqBbjwV', 'SU')
('SL04652-2022-11-02-5142','S215-6','nTzWKQNKcvGw', 'UB')
('SL22517-2022-11-01-5169','S216-9','imrL', 'LB')
('SL04652-2022-11-02-5144','S215-8','ImuRYhRgCDZpIy', 'SU')
('SL12058-2022-11-01-5144','S215-8','YuAl', 'SU')
('SL22517-2022-11-01-5172','S216-12','zO', 'LB')
('AC22517-2022-11-01-5040','A280-18','XTqjDlmXoKCdZY', 'SU')
('SL04652-2022-11-02-5152','S215-16','rDHzRGPEHOyJ', 'SU')
('SL12058-2022-11-01-5150','S215-14','tCC', 'UB')
('SL22517-2022-11-02-5258','S220-2','RDQ', 'MB')
('SL22517-2022-11-02-5259','S220-3','fNtr', 'UB')
('SL22517-2022-11-01-5184','S216-24','PdShyqimeYUF', 'SU')
('AC12058-2022-11-01-5200','A289-16','qzd', 'UB')
('SL04652-2022-11-02-5159','S215-23','ymZidcQyJViMhkij', 'SL')
('SL22517-2022-11-02-5267','S220-11','zxxRtyIVjHdJG', 'UB')
('SL22517-2022-11-01-5188','S217-4','wJNKDDGolGfVpPh', 'LB')
('AC04652-2022-11-02-5139','A286-9','AoNhXtM', 'UB')
('SL22517-2022-11-01-5192','S217-8','XRLmx', 'SU')
('AC04652-2022-11-02-5142','A286-12','wESouJJslfTl', 'SU')
('AC04652-2022-11-01-5207','A290-5','n', 'SL')
('AC22517-2022-11-01-5059','A282-1','eQrrcCoX', 'LB')
