('AC12058-2022-11-01-2019','A113-3','ejzAKW', 'UB')
('SL22517-2022-11-02-5446','S227-22','JQthRYWWXHZWHT', 'UB')
('SL22517-2022-11-01-5402','S226-2','rywDKDbvkHqx', 'MB')
('AC22517-2022-11-02-5566','A310-4','uFvgoNfX', 'UB')
('SL12058-2022-11-01-5380','S225-4','p', 'LB')
('SL12058-2022-11-01-5381','S225-5','KWhIIPBZX', 'MB')
('SL22517-2022-11-01-5409','S226-9','qUaJokZzjgHVYuMH', 'LB')
('SL04652-2022-11-02-5484','S229-12','BQXCPLxpihoCYzlE', 'LB')
('SL22517-2022-11-01-5413','S226-13','CGRiuVz', 'MB')
('AC22517-2022-11-02-5574','A310-12','kUMjACPX', 'SU')
('AC12058-2022-11-01-5535','A308-9','AQxCmdpL', 'UB')
('SL22517-2022-11-01-5415','S226-15','SUE', 'SL')
('SL22517-2022-11-01-5416','S226-16','hiAoFiCYcyEgyPZe', 'SU')
('SL04652-2022-11-01-5434','S227-10','XjZezA', 'MB')
('SL12058-2022-11-01-5393','S225-17','drrKSjVKSYVHGimq', 'LB')
('SL04652-2022-11-01-5435','S227-11','RUpRgOto', 'UB')
('SL04652-2022-11-02-5488','S229-16','ajuLZZiun', 'SU')
('SL12058-2022-11-01-5396','S225-20','YMEHPl', 'LB')
('SL22517-2022-11-01-5419','S226-19','olEwDteym', 'UB')
('AC04652-2022-11-01-5766','A321-6','pgtkPGaRavGNt', 'SU')
('SL12058-2022-11-01-5399','S225-23','PhmwtNiT', 'SL')
('SL04652-2022-11-02-5528','S231-8','jOslBtNzwZ', 'SU')
('SL22517-2022-11-02-5505','S230-9','cagUNBQRJegLM', 'LB')
('AC04652-2022-11-02-5634','A313-18','ahWaRctoqNNEb', 'SU')
('AC04652-2022-11-01-5811','A323-15','njAj', 'UB')
('AC22517-2022-11-02-5619','A313-3','X', 'UB')
('AC04652-2022-11-02-5635','A314-1','rbrb', 'LB')
('SL04652-2022-11-02-5540','S231-20','ReBJmg', 'LB')
('SL04652-2022-11-01-5505','S230-9','cUVvBmhHrVzLRUHQ', 'LB')
('AC04652-2022-11-02-5651','A314-17','QCPfqBeVvh', 'SL')
('SL12058-2022-11-01-5464','S228-16','zVsTZdsyI', 'SU')
('SL04652-2022-11-01-5506','S230-10','FLLilRHGCPgpx', 'MB')
('AC12058-2022-11-01-5612','A312-14','pmgGWByfZ', 'LB')
('SL12058-2022-11-01-5468','S228-20','ausuAhqSEz', 'LB')
('AC22517-2022-11-01-5703','A317-15','EQzmul', 'UB')
('AC04652-2022-11-02-5733','A319-9','xLq', 'UB')
('SL22517-2022-11-02-5622','S235-6','ZOHYJSFBd', 'UB')
('AC22517-2022-11-02-5702','A317-14','DgoLyNNmFit', 'LB')
('AC22517-2022-11-01-5707','A318-1','l', 'LB')
('SL12058-2022-11-01-5549','S232-5','xJl', 'MB')
('SL04652-2022-11-02-5644','S236-4','bn', 'LB')
('SL22517-2022-11-02-5646','S236-6','PcIMc', 'UB')
('AC04652-2022-11-01-5928','A330-6','WGkfs', 'SU')
('AC12058-2022-11-01-5722','A318-16','SgYELAZazNyafubt', 'UB')
('SL04652-2022-11-01-5626','S235-10','eugPpWh', 'MB')
('SL22517-2022-11-01-5597','S234-5','MPgUCbabsqKVIDWY', 'MB')
('SL04652-2022-11-02-5681','S237-17','s', 'LB')
('AC22517-2022-11-01-5749','A320-7','rBZAGDkEx', 'LB')
('SL22517-2022-11-01-5710','S238-22','RBpdZEvNDzyMEt', 'UB')
('AC12058-2022-11-01-5825','A324-11','nHnVdFOHA', 'SL')
('AC22517-2022-11-01-5859','A326-9','wkaan', 'UB')
('AC04652-2022-11-01-6079','A338-13','awKblmU', 'LB')
('AC22517-2022-11-01-5862','A326-12','PJ', 'SU')
('SL22517-2022-11-02-5808','S242-24','lFKYkd', 'SU')
('AC22517-2022-11-02-5870','A327-2','d', 'LB')
('SL04652-2022-11-02-5823','S243-15','ddEPAbMesCG', 'SL')
('SL12058-2022-11-01-5723','S239-11','hXZuH', 'UB')
('SL04652-2022-11-01-5763','S241-3','VwsxsunkUdHKzbo', 'UB')
('SL04652-2022-11-02-5825','S243-17','iJApOUZkBfEZR', 'LB')
('SL22517-2022-11-01-5751','S240-15','VQ', 'SL')
('SL04652-2022-11-01-5766','S241-6','Lnj', 'UB')
('AC12058-2022-11-01-5854','A326-4','xyTjhjSQrmC', 'UB')
('SL22517-2022-11-02-5842','S244-10','MxLGujCgdrr', 'MB')
('AC22517-2022-11-01-5904','A328-18','BxgtZFSKr', 'SU')
('SL22517-2022-11-02-5844','S244-12','MmaBJhnCDdoO', 'LB')
('AC04652-2022-11-02-5938','A330-16','QaCuO', 'UB')
('SL22517-2022-11-01-5772','S241-12','JaOScIVgtHuQjoN', 'LB')
('AC22517-2022-11-02-5899','A328-13','cbJp', 'LB')
('SL12058-2022-11-01-5745','S240-9','HoYJSvXXpKTlz', 'LB')
('SL04652-2022-11-02-5881','S246-1','bTzuKFUEepwyaSA', 'LB')
('SL22517-2022-11-02-5877','S245-21','GtVOtmOGgQiUU', 'MB')
('SL22517-2022-11-02-5878','S245-22','NVsVppWBfn', 'UB')
('AC04652-2022-11-01-6151','A342-13','BOkY', 'LB')
('SL04652-2022-11-01-5816','S243-8','EifHOFZ', 'SU')
('AC04652-2022-11-02-5968','A332-10','bwFzZMEmR', 'UB')
('SL22517-2022-11-01-5821','S243-13','CBMprlpbrzlVFHga', 'MB')
('AC22517-2022-11-01-5949','A331-9','jeVRBZVsSOZopMcm', 'UB')
('SL04652-2022-11-01-5828','S243-20','vkrjiK', 'LB')
('AC04652-2022-11-01-6168','A343-12','zLnOXcSMbsOuyz', 'SU')
('SL22517-2022-11-02-5898','S246-18','dvuEmOfdfKL', 'MB')
('SL12058-2022-11-01-5781','S241-21','VGtojmuWlUFq', 'MB')
('SL04652-2022-11-01-5830','S243-22','FPGjgmj', 'UB')
('AC22517-2022-11-02-5943','A331-3','nkcvxFZU', 'UB')
('SL22517-2022-11-02-5905','S247-1','TxUlNWXosTSzJLSO', 'LB')
('AC22517-2022-11-02-5958','A331-18','honqLecgyjkWj', 'SU')
('SL22517-2022-11-02-5921','S247-17','eRtxKqCBnJDm', 'LB')
('AC04652-2022-11-01-6195','A345-3','DBjEcNtKNXRZmi', 'UB')
('SL22517-2022-11-01-5860','S245-4','DLEAlDfPx', 'LB')
('AC22517-2022-11-02-5975','A332-17','IfPKIXfpfrJMj', 'SL')
('SL22517-2022-11-01-5861','S245-5','LU', 'MB')
('SL12058-2022-11-01-5813','S243-5','CCEYgja', 'MB')
('AC04652-2022-11-02-6025','A335-13','NVTdclx', 'LB')
('AC22517-2022-11-02-5983','A333-7','nclzhhlmjmvGTRhs', 'LB')
('SL04652-2022-11-01-5869','S245-13','NeLpBcsBvhOlrL', 'MB')
('AC22517-2022-11-01-5990','A333-14','SF', 'LB')
('AC04652-2022-11-01-6224','A346-14','MfS', 'LB')
('AC04652-2022-11-01-6225','A346-15','HZjnn', 'UB')
('AC04652-2022-11-02-6038','A336-8','JnCNLvROYgKmmKVG', 'LB')
('AC22517-2022-11-02-6077','A338-11','ok', 'SL')
('AC04652-2022-11-01-6319','A352-1','XVXYIAJKIdMHof', 'LB')
('SL22517-2022-11-01-5956','S249-4','glIMJJMDEZ', 'LB')
('SL04652-2022-11-02-6042','S252-18','MjpOlY', 'MB')
('AC04652-2022-11-01-6321','A352-3','sUoDHA', 'UB')
('AC22517-2022-11-02-6089','A339-5','yHMxsoVyB', 'SL')
('SL12058-2022-11-01-5907','S247-3','Dl', 'UB')
('SL04652-2022-11-01-5966','S249-14','GXZERZS', 'UB')
('AC04652-2022-11-01-6326','A352-8','PmZwOYLw', 'LB')
('SL22517-2022-11-02-6039','S252-15','gAklWdSLquuJc', 'SL')
('AC22517-2022-11-02-6096','A339-12','BkTMCqoEc', 'SU')
('SL22517-2022-11-01-5964','S249-12','EckwICjDJoiPyi', 'LB')
('AC22517-2022-11-02-6098','A339-14','KKsCuKzat', 'LB')
('SL04652-2022-11-01-5977','S250-1','EVUyYu', 'LB')
('AC22517-2022-11-01-6101','A339-17','ypXsL', 'SL')
('SL22517-2022-11-02-6063','S253-15','uxcsyerPx', 'SL')
('SL04652-2022-11-02-6070','S253-22','UPOyKAQXy', 'UB')
('AC12058-2022-11-01-6105','A340-3','KgoL', 'UB')
('AC04652-2022-11-01-6370','A354-16','TCceZrQqmvmd', 'UB')
('AC04652-2022-11-01-6371','A354-17','I', 'SL')
('SL04652-2022-11-02-6081','S254-9','TiceAFrtDtCoxIKG', 'LB')
('AC04652-2022-11-01-6373','A355-1','LzrKOyt', 'LB')
('SL04652-2022-11-02-6082','S254-10','mLl', 'MB')
('AC04652-2022-11-01-6381','A355-9','zak', 'UB')
('AC04652-2022-11-01-6382','A355-10','PdsuWwN', 'UB')
('SL04652-2022-11-02-6087','S254-15','JFAMuTCXmnIX', 'SL')
('SL04652-2022-11-01-6009','S251-9','A', 'LB')
('AC04652-2022-11-02-6176','A344-2','dsPuKyUC', 'LB')
('AC04652-2022-11-01-6390','A355-18','DzEuqyrj', 'SU')
('AC22517-2022-11-02-6209','A345-17','U', 'SL')
('AC04652-2022-11-02-6237','A347-9','j', 'UB')
('SL04652-2022-11-02-6159','S257-15','zykKckh', 'SL')
('SL04652-2022-11-02-6160','S257-16','ulev', 'SU')
('AC12058-2022-11-01-6200','A345-8','vUIvJrnLv', 'LB')
('SL22517-2022-11-01-6086','S254-14','V', 'UB')
('SL04652-2022-11-02-6164','S257-20','TbuzJ', 'LB')
('SL12058-2022-11-01-6010','S251-10','kuuSayhegFLPvlD', 'MB')
('SL12058-2022-11-01-6011','S251-11','MG', 'UB')
('AC22517-2022-11-02-6230','A347-2','VbHr', 'LB')
('AC22517-2022-11-01-6231','A347-3','royxyeLoCYMdhqc', 'UB')
('AC04652-2022-11-01-6509','A362-11','kRseeH', 'SL')
('AC22517-2022-11-01-6260','A348-14','ItXsS', 'LB')
('AC12058-2022-11-01-6282','A349-18','AzF', 'SU')
('SL12058-2022-11-01-6078','S254-6','SpHaShGOopdDTsUN', 'UB')
('AC22517-2022-11-01-6301','A351-1','PeSzXbbYnjagkVbR', 'LB')
('AC12058-2022-11-01-6296','A350-14','SHNEkWYwmDqEwTHl', 'LB')
('SL22517-2022-11-01-6174','S258-6','VkDjaIuJMFdEuCiF', 'UB')
('SL04652-2022-11-01-6170','S258-2','AISRhkC', 'MB')
('AC12058-2022-11-01-6307','A351-7','zIQHOXMfMQACm', 'LB')
('SL22517-2022-11-01-6219','S260-3','yVWOlZ', 'UB')
('SL12058-2022-11-01-6141','S256-21','qlmCqj', 'MB')
('AC04652-2022-11-01-6616','A368-10','oDsRzbGgQ', 'UB')
('SL12058-2022-11-01-6143','S256-23','rlGpJcvFEOk', 'SL')
('SL04652-2022-11-01-6218','S260-2','PY', 'MB')
('SL22517-2022-11-01-6225','S260-9','zwWUQiDURATZ', 'LB')
('SL22517-2022-11-01-6230','S260-14','FsBzNTr', 'UB')
('SL22517-2022-11-02-6313','S264-1','ySYZIgUwhjwyI', 'LB')
('AC04652-2022-11-01-6627','A369-3','HdkELYK', 'UB')
('AC12058-2022-11-01-6356','A354-2','qoskkfjcwf', 'LB')
('SL04652-2022-11-01-6235','S260-19','OWtAQUlj', 'UB')
('AC04652-2022-11-02-6381','A355-9','H', 'UB')
('AC04652-2022-11-02-6382','A355-10','yGoyZjQbtliKrUUG', 'UB')
('AC22517-2022-11-01-6371','A354-17','mcKYuDxnBkxmvTh', 'SL')
('SL04652-2022-11-02-6311','S263-23','fSYmmFTWtuQHvC', 'SL')
('SL04652-2022-11-01-6261','S261-21','QRQDWPx', 'MB')
('AC04652-2022-11-02-6408','A356-18','MEzQjQ', 'SU')
('SL22517-2022-11-01-6266','S262-2','qYwGDWZ', 'MB')
('SL04652-2022-11-02-6337','S265-1','I', 'LB')
('AC04652-2022-11-01-6660','A370-18','gilVZ', 'SU')
('AC22517-2022-11-01-6416','A357-8','ggERkoh', 'LB')
('SL04652-2022-11-02-6361','S266-1','mJZSCNjIvlStwO', 'LB')
('SL12058-2022-11-01-6210','S259-18','pzpumyOMHOznyqaj', 'MB')
('AC12058-2022-11-01-6405','A356-15','N', 'UB')
('AC04652-2022-11-02-6431','A358-5','lXxFgT', 'SL')
('SL04652-2022-11-01-6319','S264-7','S', 'SL')
('SL22517-2022-11-01-6330','S264-18','pVNtPTALP', 'MB')
('AC04652-2022-11-02-6464','A360-2','dRE', 'LB')
('AC04652-2022-11-01-6720','A374-6','ztp', 'SU')
('AC04652-2022-11-01-6721','A374-7','WsMwJp', 'LB')
('AC04652-2022-11-01-6724','A374-10','EVvBfsEOeocbjzF', 'UB')
('AC04652-2022-11-01-6726','A374-12','asHQINMdJuqWDmW', 'SU')
('AC12058-2022-11-01-6445','A359-1','aNTgipAkPb', 'LB')
('AC22517-2022-11-02-6450','A359-6','TqdXdmbtpelUZE', 'SU')
('AC04652-2022-11-01-6746','A375-14','UFtVYIgYdrnCVr', 'LB')
('AC12058-2022-11-01-6458','A359-14','yb', 'LB')
('SL22517-2022-11-01-6365','S266-5','EkhcqnkucA', 'MB')
('SL04652-2022-11-02-6417','S268-9','bEhFDwmuWrbl', 'LB')
('AC12058-2022-11-01-6459','A359-15','jxrVqlAhx', 'UB')
('SL22517-2022-11-01-6368','S266-8','SyFJCS', 'SU')
('SL04652-2022-11-02-6421','S268-13','aaabGPw', 'MB')
('AC22517-2022-11-01-6473','A360-11','U', 'SL')
('AC04652-2022-11-02-6489','A361-9','ctbMRPfTQeWJ', 'UB')
('SL12058-2022-11-01-6279','S262-15','fZUQQBWBtKCR', 'SL')
('SL04652-2022-11-02-6424','S268-16','xDYTJqxPCygKu', 'SU')
('AC12058-2022-11-01-6464','A360-2','fr', 'LB')
('AC22517-2022-11-01-6474','A360-12','ADDCeAK', 'SU')
('AC12058-2022-11-01-6465','A360-3','QLgKOEnvAo', 'UB')
('SL04652-2022-11-02-6427','S268-19','BSRRN', 'UB')
('SL22517-2022-11-01-6379','S266-19','VhiLeaow', 'UB')
('AC12058-2022-11-01-6470','A360-8','ylRhjcmhNNzm', 'LB')
('AC12058-2022-11-01-6471','A360-9','xbGRMrleJ', 'UB')
('AC04652-2022-11-02-6505','A362-7','fNtr', 'LB')
('AC22517-2022-11-01-6491','A361-11','FHqaUiMwFnTWPsgt', 'SL')
('AC04652-2022-11-02-6507','A362-9','eFyW', 'UB')
('AC22517-2022-11-01-6492','A361-12','SPsKsfHPi', 'SU')
('AC12058-2022-11-01-6492','A361-12','qsgajBI', 'SU')
('SL04652-2022-11-01-6389','S267-5','itWIFjUtxyp', 'MB')
('SL12058-2022-11-01-6307','S263-19','X', 'UB')
('AC22517-2022-11-01-6500','A362-2','ETnkqAjgvnhxSmkf', 'LB')
('AC04652-2022-11-01-6774','A377-6','hxBeFHRcj', 'SU')
('SL04652-2022-11-01-6393','S267-9','Krp', 'LB')
('AC04652-2022-11-02-6510','A362-12','GzRzdRt', 'SU')
('SL12058-2022-11-01-6312','S263-24','pX', 'SU')
('AC12058-2022-11-01-6504','A362-6','mo', 'SU')
('SL12058-2022-11-01-6314','S264-2','myWsGdmZn', 'MB')
('SL22517-2022-11-02-6470','S270-14','cfovloiHWN', 'UB')
('SL04652-2022-11-01-6430','S268-22','sVwbXiVSmTuwBU', 'UB')
('AC12058-2022-11-01-6589','A367-1','yGZzBKc', 'LB')
('AC22517-2022-11-01-6604','A367-16','XZTGmKAHjzddAQ', 'UB')
('SL12058-2022-11-01-6402','S267-18','mRDpnhVCdnAAwwAK', 'MB')
('SL12058-2022-11-01-6404','S267-20','UjE', 'LB')
('SL04652-2022-11-01-6499','S271-19','ffmFXy', 'UB')
('AC04652-2022-11-02-6602','A367-14','YkDRfBHEZUfAWfVc', 'LB')
('AC12058-2022-11-01-6594','A367-6','DvYnWd', 'SU')
('SL04652-2022-11-01-6500','S271-20','IoOZOYJ', 'LB')
('SL04652-2022-11-02-6557','S274-5','NrsQwftvKEOPxP', 'MB')
('AC04652-2022-11-01-6876','A382-18','l', 'SU')
('AC22517-2022-11-01-6610','A368-4','CrJnxMgJJ', 'UB')
('SL22517-2022-11-02-6571','S274-19','UhTjMoYmcm', 'UB')
('AC04652-2022-11-01-6880','A383-4','SaKJTpJfPetHZS', 'UB')
('SL12058-2022-11-01-6410','S268-2','VWfelO', 'MB')
('AC22517-2022-11-02-6609','A368-3','eSJTSaBT', 'UB')
('SL04652-2022-11-01-6506','S272-2','dvNLGJFAG', 'MB')
('SL22517-2022-11-01-6496','S271-16','osgLzX', 'SU')
('AC22517-2022-11-02-6613','A368-7','sAiIXZWIzZ', 'LB')
('AC12058-2022-11-01-6605','A367-17','eGdidQPIFjwOpy', 'SL')
('AC22517-2022-11-02-6614','A368-8','zFtERK', 'LB')
('AC04652-2022-11-01-6889','A383-13','SWlbqWrDiTtIi', 'LB')
('AC12058-2022-11-01-6608','A368-2','TwE', 'LB')
('AC04652-2022-11-02-6619','A368-13','AzDlIQiWtCTvJ', 'LB')
('SL04652-2022-11-01-6513','S272-9','SOadS', 'LB')
('AC22517-2022-11-01-6622','A368-16','VXXuRvCnWifuF', 'UB')
('AC12058-2022-11-01-6623','A368-17','LFYWVkbgoJJ', 'SL')
('AC22517-2022-11-02-6626','A369-2','xstHmuSkGGJTjYK', 'LB')
('SL12058-2022-11-01-6438','S269-6','sPoSGnJrGwbrTykd', 'UB')
('AC04652-2022-11-01-6911','A384-17','jrQqjywuBzzJCxnJ', 'SL')
('AC22517-2022-11-01-6635','A369-11','ZoAZxYhUAsgua', 'SL')
('SL04652-2022-11-02-6593','S275-17','nqvG', 'LB')
('AC22517-2022-11-01-6640','A369-16','QMVV', 'UB')
('SL22517-2022-11-01-6524','S272-20','gehxSktgiKFvzLdQ', 'LB')
('SL04652-2022-11-02-6607','S276-7','CfbdKmHsq', 'SL')
('AC04652-2022-11-01-6932','A386-2','KoTnkRsiRPvKA', 'LB')
('SL04652-2022-11-02-6647','S277-23','hxPSHqzFlQmhD', 'SL')
('AC22517-2022-11-01-6691','A372-13','XKuGbsxP', 'LB')
('AC22517-2022-11-01-6692','A372-14','mFv', 'LB')
('SL04652-2022-11-02-6648','S277-24','EwzQwQGLP', 'SU')
('SL22517-2022-11-01-6560','S274-8','egszZbX', 'SU')
('AC04652-2022-11-02-6696','A372-18','LomnQtZrI', 'SU')
('SL04652-2022-11-01-6624','S276-24','fcLypEtQcsBqiP', 'SU')
('SL04652-2022-11-01-6627','S277-3','YE', 'UB')
('AC04652-2022-11-02-6728','A374-14','dcDwwemzWTZlf', 'LB')
('SL04652-2022-11-02-6687','S279-15','FtanMyUTWDFAztkr', 'SL')
('AC22517-2022-11-01-6715','A374-1','aKxFNpqhSNv', 'LB')
('SL12058-2022-11-01-6525','S272-21','IXPqieGGxBbLc', 'MB')
('SL22517-2022-11-01-6590','S275-14','ktorsZpjQWPI', 'UB')
('AC12058-2022-11-01-6737','A375-5','ZG', 'SL')
('SL04652-2022-11-01-6633','S277-9','TZig', 'LB')
('SL04652-2022-11-01-6636','S277-12','eBZXz', 'LB')
('SL22517-2022-11-01-6596','S275-20','kcMuykcs', 'LB')
('SL04652-2022-11-02-6696','S279-24','NvmGPZgk', 'SU')
('AC22517-2022-11-01-6743','A375-11','iHLHKGbMgGc', 'SL')
('AC04652-2022-11-01-7015','A390-13','tlkxIgPXdPpVfv', 'LB')
('SL04652-2022-11-01-6722','S281-2','xnryFYspt', 'MB')
('AC12058-2022-11-01-6833','A380-11','TeJHzYDgMCNquLpc', 'SL')
('SL12058-2022-11-01-6611','S276-11','zPiflqBBbUQTch', 'UB')
('AC22517-2022-11-01-6813','A379-9','cVORSKsF', 'UB')
('AC04652-2022-11-01-7076','A394-2','TgvHLOSvLChRhK', 'LB')
('SL04652-2022-11-02-6780','S283-12','Zo', 'LB')
('AC22517-2022-11-01-6814','A379-10','nIEshhObDskbJkz', 'UB')
('AC22517-2022-11-01-6815','A379-11','IFwK', 'SL')
('AC04652-2022-11-02-6804','A378-18','YJgToBxxYWZ', 'SU')
('SL04652-2022-11-01-6728','S281-8','koCPumWecVeG', 'SU')
('SL22517-2022-11-02-6792','S283-24','lKALKGm', 'SU')
('SL22517-2022-11-01-6677','S279-5','RbrjyUMQB', 'MB')
('SL04652-2022-11-01-6749','S282-5','McMGWVPxtF', 'MB')
('SL04652-2022-11-01-6750','S282-6','tYdXHRjWrj', 'UB')
('AC04652-2022-11-01-7120','A396-10','AAIxKlyA', 'UB')
('SL04652-2022-11-02-6815','S284-23','LpxWRUZv', 'SL')
('AC22517-2022-11-02-6871','A382-13','MqBWXGfkQKYXeyTv', 'LB')
('AC04652-2022-11-02-6843','A381-3','bctszTagKy', 'UB')
('AC12058-2022-11-01-6887','A383-11','AislzbFnRBByRbAS', 'SL')
('AC12058-2022-11-01-6888','A383-12','HAYHOzmRcb', 'SU')
('AC04652-2022-11-01-7130','A397-2','dowjwZ', 'LB')
('SL22517-2022-11-01-6716','S280-20','XZRyPictRHvq', 'LB')
('AC22517-2022-11-01-6861','A382-3','XIKkgGGTIvbEOGDb', 'UB')
('AC12058-2022-11-01-6890','A383-14','RJjSDuHYsB', 'LB')
('SL22517-2022-11-02-6835','S285-19','jeiCoY', 'UB')
('SL04652-2022-11-01-6798','S284-6','ULaAhTDS', 'UB')
('SL22517-2022-11-02-6839','S285-23','Ky', 'SL')
('AC04652-2022-11-01-7136','A397-8','KWHQPi', 'LB')
('AC22517-2022-11-01-6893','A383-17','Lc', 'SL')
('SL04652-2022-11-02-6853','S286-13','rHbRUbv', 'MB')
('AC22517-2022-11-02-6913','A385-1','xcKvIPtyukWjfy', 'LB')
('SL22517-2022-11-01-6752','S282-8','qKjmVtvuSQ', 'SU')
('AC22517-2022-11-02-6914','A385-2','qxlxqmbjRm', 'LB')
('SL22517-2022-11-02-6867','S287-3','xU', 'UB')
('SL12058-2022-11-01-6708','S280-12','BEsDtIp', 'LB')
('AC04652-2022-11-01-7157','A398-11','ZuLYhvhcSIML', 'SL')
('AC22517-2022-11-01-6909','A384-15','VujRWtknsLAS', 'UB')
('SL22517-2022-11-02-6870','S287-6','njvVrVfjCbnETE', 'UB')
('AC22517-2022-11-02-6926','A385-14','tkVWTWhVBY', 'LB')
('AC12058-2022-11-01-6940','A386-10','PBIIDVCEMX', 'UB')
('SL04652-2022-11-01-6864','S286-24','aDBvoNOg', 'SU')
('SL22517-2022-11-01-6791','S283-23','ncKqFvMCVW', 'SL')
('SL22517-2022-11-01-6792','S283-24','ekcVSxTFuusz', 'SU')
('SL22517-2022-11-01-6793','S284-1','j', 'LB')
('AC22517-2022-11-01-6929','A385-17','s', 'SL')
('SL04652-2022-11-02-6888','S287-24','UQOPMsaowRBCDAP', 'SU')
('SL22517-2022-11-01-6796','S284-4','AlPkOMyZE', 'LB')
('AC12058-2022-11-01-6944','A386-14','gKPHHpBXG', 'LB')
('AC04652-2022-11-02-6924','A385-12','rKZqmuXhDHolay', 'SU')
('AC04652-2022-11-01-7195','A400-13','kuispZhcvmFWzN', 'LB')
('AC22517-2022-11-02-6950','A387-2','ZYKOLal', 'LB')
('SL22517-2022-11-01-6798','S284-6','LEQjCFH', 'UB')
('SL04652-2022-11-01-6875','S287-11','xWoQKQOdcX', 'UB')
('AC04652-2022-11-01-7198','A400-16','sEzHMgRTtkTrNMd', 'UB')
('SL04652-2022-11-02-6925','S289-13','BKemZIcACzxWYZfN', 'MB')
('AC22517-2022-11-02-7008','A390-6','xNplSOtRA', 'SU')
('AC12058-2022-11-01-6995','A389-11','rWdavUKD', 'SL')
('AC12058-2022-11-01-6996','A389-12','JCRwHcbVNnxeO', 'SU')
('SL22517-2022-11-02-6948','S290-12','GVMenShlFNwQV', 'LB')
('AC04652-2022-11-01-7265','A404-11','YOfHJsotrRYrS', 'SL')
('AC04652-2022-11-01-7283','A405-11','QzMlERggWiGSr', 'SL')
('AC12058-2022-11-01-7038','A391-18','YSPp', 'SU')
('SL22517-2022-11-02-6982','S291-22','gIlFc', 'UB')
('SL22517-2022-11-01-6892','S288-4','GPvAvsftDfAgUZ', 'LB')
('SL22517-2022-11-02-6983','S291-23','mTEvDVmEo', 'SL')
('AC04652-2022-11-02-7024','A391-4','PzYPtxvbjPVRq', 'UB')
('AC22517-2022-11-01-7016','A390-14','XpycDRVuEQePKGf', 'LB')
('SL04652-2022-11-02-7036','S294-4','OCrhlSfWiI', 'LB')
('SL12058-2022-11-01-6870','S287-6','QfTgD', 'UB')
('AC12058-2022-11-01-7084','A394-10','lKzoI', 'UB')
('AC04652-2022-11-02-7069','A393-13','MIVTQwG', 'LB')
('AC12058-2022-11-01-7086','A394-12','MjgDrpavCTl', 'SU')
('AC04652-2022-11-02-7071','A393-15','vSxCjtdHTyq', 'UB')
('AC04652-2022-11-02-7072','A393-16','WEd', 'UB')
('SL22517-2022-11-01-6929','S289-17','mchQk', 'LB')
('SL04652-2022-11-02-7044','S294-12','ZLdDfFKdsMsA', 'LB')
('AC22517-2022-11-01-7066','A393-10','BNgXWemC', 'UB')
('AC22517-2022-11-02-7089','A394-15','LFNtIJFAuNj', 'UB')
('SL12058-2022-11-01-6875','S287-11','fxJzSrdJiQlcbay', 'UB')
('SL22517-2022-11-02-7035','S294-3','AxnGKyeRwJlZmpQ', 'UB')
('SL22517-2022-11-01-6953','S290-17','UzmUyeWgeOTOffgk', 'LB')
('AC04652-2022-11-01-7373','A410-11','ocoUnMmfwjVpMUYw', 'SL')
('AC22517-2022-11-02-7117','A396-7','NCRFjCairC', 'LB')
('AC04652-2022-11-02-7097','A395-5','OkqSLHZQojTz', 'SL')
('AC22517-2022-11-02-7119','A396-9','axMxPmdhTXljuWj', 'UB')
('SL04652-2022-11-02-7064','S295-8','aUAERXLNPIN', 'SU')
('SL22517-2022-11-01-6963','S291-3','uvXUDaYHhIZqTxv', 'UB')
('SL22517-2022-11-01-6964','S291-4','fTvvqIhL', 'LB')
('SL04652-2022-11-01-7042','S294-10','oSIvANMlYDbHsV', 'MB')
('SL04652-2022-11-01-7043','S294-11','kSjVRLMaZCqooB', 'UB')
('AC22517-2022-11-02-7130','A397-2','EPCYDINjpXire', 'LB')
('AC12058-2022-11-01-7117','A396-7','bGOSwn', 'LB')
('AC04652-2022-11-01-7382','A411-2','AQMmwnhFshMU', 'LB')
('AC04652-2022-11-02-7128','A396-18','ESTOaUoXmifeAWAF', 'SU')
('SL04652-2022-11-01-7070','S295-14','Kw', 'UB')
('SL22517-2022-11-01-7000','S292-16','qSERMoRNZzMYe', 'SU')
('SL12058-2022-11-01-6965','S291-5','ZieLmFYvsItJsbf', 'MB')
('SL12058-2022-11-01-6966','S291-6','rIsrJUutzir', 'UB')
('AC12058-2022-11-01-7160','A398-14','WGxVpTfdHiGt', 'LB')
('SL22517-2022-11-01-7014','S293-6','IUrwbJ', 'UB')
('AC12058-2022-11-01-7163','A398-17','iStyzTM', 'SL')
('AC22517-2022-11-02-7184','A400-2','ibI', 'LB')
('SL22517-2022-11-02-7118','S297-14','c', 'UB')
('SL22517-2022-11-01-7031','S293-23','lgVjXa', 'SL')
('SL04652-2022-11-01-7105','S297-1','aRSbAfNdzZk', 'LB')
('AC22517-2022-11-02-7205','A401-5','hkYsGgl', 'SL')
('SL22517-2022-11-01-7039','S294-7','GMuGEdGpcpbT', 'SL')
('SL22517-2022-11-02-7187','S300-11','pLeAFWQusZMVvB', 'UB')
('AC12058-2022-11-01-7237','A403-1','mpOdbAwGqTFD', 'LB')
('SL22517-2022-11-01-7105','S297-1','OMraaUJ', 'LB')
('SL04652-2022-11-02-7200','S300-24','kcLS', 'SU')
('SL04652-2022-11-01-7177','S300-1','qHzGlpqmKgQpC', 'LB')
