('AC22517-2022-11-02-6895','A384-1','JbfwnAZTarnl', 'LB')
('SL04652-2022-11-01-8521','S356-1','rlFG', 'LB')
('AC22517-2022-11-01-8357','A465-5','WaR', 'SL')
('AC22517-2022-11-02-8461','A471-1','myOzYz', 'LB')
('SL22517-2022-11-01-8394','S350-18','kBWqcEbw', 'MB')
('AC22517-2022-11-02-8462','A471-2','OGttmZi', 'LB')
('SL04652-2022-11-01-8522','S356-2','UOvFVkfyCE', 'MB')
('SL04652-2022-11-01-8523','S356-3','bIXrjDfTSh', 'UB')
('SL22517-2022-11-01-8396','S350-20','tH', 'LB')
('AC04652-2022-11-01-8401','A467-13','doEwdAURrUA', 'LB')
('AC12058-2022-11-01-8273','A460-11','tnFuBcVtWLK', 'SL')
('SL22517-2022-11-01-8397','S350-21','M', 'MB')
('AC22517-2022-11-01-8360','A465-8','pcWkDmYApBu', 'LB')
('SL04652-2022-11-01-8525','S356-5','dVwRDoNF', 'MB')
('SL12058-2022-11-01-8332','S348-4','KJNjeFkjXInHRuT', 'LB')
('AC04652-2022-11-02-8478','A471-18','VlvrVkSFyoqJrr', 'SU')
('AC22517-2022-11-02-8464','A471-4','CHSZMJnObGApXlVU', 'UB')
('SL22517-2022-11-01-8399','S350-23','Hfvkyw', 'SL')
('SL22517-2022-11-01-8400','S350-24','FGkLW', 'SU')
('AC22517-2022-11-01-8362','A465-10','GaesRhxZjB', 'UB')
('SL22517-2022-11-01-8402','S351-2','sPFWsDthy', 'MB')
('SL04652-2022-11-01-8530','S356-10','BQUDBgqRbCAf', 'MB')
('SL22517-2022-11-02-8494','S354-22','GLDg', 'UB')
('AC12058-2022-11-01-8276','A460-14','Ef', 'LB')
('AC12058-2022-11-01-8277','A460-15','GVdUhCaodOEAD', 'UB')
('SL04652-2022-11-01-8531','S356-11','OjSHeAsdCygbvXy', 'UB')
('AC12058-2022-11-01-8278','A460-16','jOhWjZvWGGvdZV', 'UB')
('AC12058-2022-11-01-8279','A460-17','lddaRqEEpijog', 'SL')
('AC22517-2022-11-01-8367','A465-15','ODayodlZWhXk', 'UB')
('AC04652-2022-11-01-8408','A468-2','qDZJcC', 'LB')
('SL04652-2022-11-02-8335','S348-7','KyohGgowPprFmRf', 'SL')
('SL12058-2022-11-01-8338','S348-10','DohNMpYxabU', 'MB')
('SL22517-2022-11-01-8404','S351-4','TflqVzvYJLJA', 'LB')
('AC22517-2022-11-02-8470','A471-10','XKyfRTuBHR', 'UB')
('SL22517-2022-11-01-8406','S351-6','sariiiuJOyubotX', 'UB')
('AC22517-2022-11-01-8369','A465-17','qPtJRSHmp', 'SL')
('AC04652-2022-11-02-8484','A472-6','EVUbUBmmIikT', 'SU')
('AC04652-2022-11-02-8486','A472-8','TXqeuPSA', 'LB')
('AC22517-2022-11-02-8471','A471-11','mULj', 'SL')
('SL22517-2022-11-01-8412','S351-12','h', 'LB')
('SL04652-2022-11-02-8341','S348-13','cHareUoGhniYhKDH', 'MB')
('SL04652-2022-11-02-8342','S348-14','XCSF', 'UB')
('AC04652-2022-11-02-8490','A472-12','fTwojLwokQvgw', 'SU')
('SL22517-2022-11-01-8415','S351-15','dnKkcdMapxHl', 'SL')
('AC04652-2022-11-02-8491','A472-13','LbpY', 'LB')
('AC04652-2022-11-02-8492','A472-14','CKgRMukVKXDzeBcF', 'LB')
('SL12058-2022-11-01-8341','S348-13','cEO', 'MB')
('SL04652-2022-11-01-8538','S356-18','VRvrHxw', 'MB')
('SL04652-2022-11-01-8539','S356-19','IYrTqMUFXCSNRaDG', 'UB')
('SL04652-2022-11-02-8347','S348-19','ZxujifeTNxHjlpSc', 'UB')
('SL12058-2022-11-01-8343','S348-15','ljo', 'SL')
('SL04652-2022-11-02-8349','S348-21','fSjsh', 'MB')
('AC22517-2022-11-02-8481','A472-3','UnBRYorQw', 'UB')
('SL04652-2022-11-02-8351','S348-23','HYT', 'SL')
('SL04652-2022-11-02-8352','S348-24','KcVbycjMsyrfSrZ', 'SU')
('AC22517-2022-11-01-8378','A466-8','uHaTSSww', 'LB')
('SL04652-2022-11-01-8541','S356-21','NM', 'MB')
('SL22517-2022-11-01-8422','S351-22','NrkWv', 'UB')
('AC22517-2022-11-01-8382','A466-12','A', 'SU')
('SL04652-2022-11-02-8356','S349-4','UeIWLLcziLstLvB', 'LB')
('SL04652-2022-11-01-8543','S356-23','lDkJrFyPJqPUPuiQ', 'SL')
('SL22517-2022-11-01-8426','S352-2','jgn', 'MB')
('SL04652-2022-11-02-8361','S349-9','lJnWSHmiTzQTe', 'LB')
('SL04652-2022-11-01-8544','S356-24','EjipsayXvrxgQ', 'SU')
('SL04652-2022-11-02-8362','S349-10','FyUe', 'MB')
('SL12058-2022-11-01-8352','S348-24','iVuybOOJP', 'SU')
('SL22517-2022-11-01-8430','S352-6','DfJZjzJswLT', 'UB')
('AC04652-2022-11-01-8425','A469-1','qYN', 'LB')
('SL22517-2022-11-02-8512','S355-16','TfLLEa', 'SU')
('AC04652-2022-11-01-8427','A469-3','fkgpQ', 'UB')
('SL12058-2022-11-01-8354','S349-2','wKwnHIJVQB', 'MB')
('SL12058-2022-11-01-8355','S349-3','MNUocmNOTVybp', 'UB')
('AC04652-2022-11-01-8431','A469-7','ocxRuh', 'LB')
('SL04652-2022-11-02-8366','S349-14','ddIXjpBZQhJt', 'UB')
('SL04652-2022-11-02-8367','S349-15','JQtNqLCPirhQZ', 'SL')
('AC12058-2022-11-01-8304','A462-6','ydbUt', 'SU')
('AC22517-2022-11-01-8389','A467-1','KVhvpAjj', 'LB')
('SL22517-2022-11-02-8516','S355-20','xntkRZmLQiYgQ', 'LB')
('AC22517-2022-11-02-8496','A472-18','jinWIhmgda', 'SU')
('AC22517-2022-11-02-8497','A473-1','mQTOMGej', 'LB')
('AC04652-2022-11-01-8432','A469-8','GqFYXNDLrulrOLR', 'LB')
('SL22517-2022-11-02-8517','S355-21','yOWuCXVAnFnqO', 'MB')
('AC04652-2022-11-02-8505','A473-9','XMj', 'UB')
('AC22517-2022-11-01-8392','A467-4','iwHtxqxiraUZB', 'UB')
('AC12058-2022-11-01-8307','A462-9','aLXRKZNZKvJ', 'UB')
('AC04652-2022-11-02-8506','A473-10','jHCTxHjnANnYMjp', 'UB')
('SL04652-2022-11-02-8375','S349-23','fxgmDcmwgYSdYW', 'SL')
('AC22517-2022-11-02-8503','A473-7','B', 'LB')
('AC22517-2022-11-02-8504','A473-8','KtSvwEzcFVfCGNrS', 'LB')
('AC04652-2022-11-02-8509','A473-13','cGVVtcB', 'LB')
('SL22517-2022-11-01-8437','S352-13','S', 'MB')
('AC22517-2022-11-01-8397','A467-9','DUNapf', 'UB')
('SL22517-2022-11-01-8438','S352-14','lchrkMKIFyp', 'UB')
('AC22517-2022-11-01-8398','A467-10','zBugLrikhzewRYKb', 'UB')
('AC12058-2022-11-01-8309','A462-11','mIJleAX', 'SL')
('SL04652-2022-11-02-8380','S350-4','K', 'LB')
('AC12058-2022-11-01-8312','A462-14','pCaDboyySRNAA', 'LB')
('SL12058-2022-11-01-8368','S349-16','gBCWrdkLWtkKMdzR', 'SU')
('AC12058-2022-11-01-8314','A462-16','EFlmOsO', 'UB')
('AC04652-2022-11-01-8441','A469-17','oBNWhAtOagerkka', 'SL')
('AC04652-2022-11-02-8513','A473-17','LuaDEQYf', 'SL')
('AC04652-2022-11-01-8443','A470-1','OziNW', 'LB')
('SL04652-2022-11-02-8386','S350-10','p', 'MB')
('AC22517-2022-11-02-8508','A473-12','nWRDCXM', 'SU')
('AC04652-2022-11-01-8445','A470-3','UxlAbHKCfQLOe', 'UB')
('SL22517-2022-11-02-8530','S356-10','rdgbcz', 'MB')
('SL04652-2022-11-02-8388','S350-12','ZWltN', 'LB')
('AC04652-2022-11-02-8517','A474-3','UqzuamGnoYjmjSQI', 'UB')
('SL22517-2022-11-02-8531','S356-11','owBLowCWx', 'UB')
('AC04652-2022-11-02-8518','A474-4','lUbqoDGYxu', 'UB')
('AC22517-2022-11-01-8405','A467-17','KDdKORvhKJWdx', 'SL')
('AC22517-2022-11-01-8406','A467-18','FpiyaeETzY', 'SU')
('SL22517-2022-11-02-8533','S356-13','vKozMtQocgAXbu', 'MB')
('SL12058-2022-11-01-8378','S350-2','zkHEht', 'MB')
('SL22517-2022-11-01-8445','S352-21','ewaESynbSnhsCRL', 'MB')
('AC04652-2022-11-02-8523','A474-9','xPwIIXFNrah', 'UB')
('SL22517-2022-11-02-8537','S356-17','njdpKANlr', 'LB')
('SL04652-2022-11-01-8567','S357-23','qow', 'SL')
('SL12058-2022-11-01-8381','S350-5','dYvkoy', 'MB')
('AC04652-2022-11-02-8525','A474-11','pCOyDqKcJsvF', 'SL')
('SL04652-2022-11-02-8395','S350-19','eZswq', 'UB')
('SL22517-2022-11-02-8541','S356-21','aIAxjT', 'MB')
('SL22517-2022-11-01-8450','S353-2','pMtqP', 'MB')
('SL12058-2022-11-01-8384','S350-8','RrCerdDefAUQoZ', 'SU')
('AC04652-2022-11-01-8457','A470-15','QjySICALBZOUlhM', 'UB')
('AC22517-2022-11-01-8411','A468-5','vZYHm', 'SL')
('AC22517-2022-11-01-8412','A468-6','CkMUpxAGNvrEK', 'SU')
('SL22517-2022-11-01-8452','S353-4','yb', 'LB')
('SL12058-2022-11-01-8386','S350-10','KoSFbjFrvG', 'MB')
('SL12058-2022-11-01-8387','S350-11','Buvm', 'UB')
('SL04652-2022-11-01-8571','S358-3','blFKgVOMNtpBSMA', 'UB')
('SL04652-2022-11-01-8572','S358-4','boCfztsjWqspb', 'LB')
('AC22517-2022-11-01-8416','A468-10','ZjhtEKMj', 'UB')
('SL22517-2022-11-02-8548','S357-4','UdDTyVjRiEAlnm', 'LB')
('SL22517-2022-11-02-8549','S357-5','CJryFloJjrJfcw', 'MB')
('AC22517-2022-11-02-8520','A474-6','OyPtyOG', 'SU')
('AC22517-2022-11-01-8418','A468-12','ne', 'SU')
('SL04652-2022-11-02-8402','S351-2','EoiFTNRlg', 'MB')
('SL04652-2022-11-02-8404','S351-4','AvqWCiaNcGP', 'LB')
('AC22517-2022-11-02-8522','A474-8','LYdfunEKu', 'LB')
('SL04652-2022-11-01-8575','S358-7','SbExIOKomjy', 'SL')
('AC04652-2022-11-02-8540','A475-8','rbphFaWsTNQbogj', 'LB')
('AC12058-2022-11-01-8326','A463-10','BjBzd', 'UB')
('SL22517-2022-11-01-8459','S353-11','zLBCymsElRCNZ', 'UB')
('SL12058-2022-11-01-8395','S350-19','nLLphuhf', 'UB')
('AC04652-2022-11-02-8541','A475-9','rhNuiiRHXU', 'UB')
('SL22517-2022-11-01-8460','S353-12','RXAFjtfcrp', 'LB')
('AC04652-2022-11-01-8466','A471-6','FCPUjvMLYZkgHr', 'SU')
('AC04652-2022-11-01-8467','A471-7','QPnofjuYBrdgXVen', 'LB')
('AC04652-2022-11-02-8542','A475-10','eolNLCEYLtdVl', 'UB')
('AC04652-2022-11-02-8543','A475-11','XdVZYWMlG', 'SL')
('SL04652-2022-11-02-8413','S351-13','xn', 'MB')
('AC22517-2022-11-01-8427','A469-3','lSJydVSIvW', 'UB')
('AC22517-2022-11-01-8428','A469-4','oKQmAHITLXTriH', 'UB')
('AC04652-2022-11-02-8544','A475-12','vFUSoUaVkkazamTN', 'SU')
('SL04652-2022-11-01-8583','S358-15','MSEVKWrOiEpBg', 'SL')
('AC22517-2022-11-01-8432','A469-8','V', 'LB')
('AC04652-2022-11-01-8472','A471-12','DBGUfXZLWDR', 'SU')
('AC04652-2022-11-02-8550','A475-18','AbTOgifWTrj', 'SU')
('SL04652-2022-11-02-8415','S351-15','Y', 'SL')
('AC22517-2022-11-01-8436','A469-12','hSatpHtPNaMUFaZ', 'SU')
('AC22517-2022-11-01-8437','A469-13','XUiflTSXvzB', 'LB')
('SL22517-2022-11-02-8559','S357-15','e', 'SL')
('AC22517-2022-11-02-8532','A474-18','LWlTmnxJhaEdatW', 'SU')
('SL22517-2022-11-01-8471','S353-23','VUMSfgoqGuR', 'SL')
('SL04652-2022-11-02-8418','S351-18','bXTP', 'MB')
('SL22517-2022-11-01-8473','S354-1','Dx', 'LB')
('AC04652-2022-11-02-8557','A476-7','XIxgjkdAsXBmo', 'LB')
('SL12058-2022-11-01-8409','S351-9','iNPsnetvlttRZKdg', 'LB')
('AC22517-2022-11-01-8439','A469-15','ydzbzZePDoY', 'UB')
('SL22517-2022-11-01-8476','S354-4','IrSzaimByYJs', 'LB')
('SL04652-2022-11-02-8421','S351-21','ZvPRu', 'MB')
('AC22517-2022-11-02-8533','A475-1','iwWeGlCukMcxy', 'LB')
('SL04652-2022-11-01-8591','S358-23','uhBEQBHMo', 'SL')
('AC04652-2022-11-02-8558','A476-8','yhekOFHHzOoFn', 'LB')
('AC04652-2022-11-01-8475','A471-15','wNQgRYxKkAan', 'UB')
('SL04652-2022-11-02-8424','S351-24','AQUgusoQGBMrGRd', 'SU')
('SL12058-2022-11-01-8413','S351-13','zOil', 'MB')
('AC04652-2022-11-01-8477','A471-17','uNj', 'SL')
('SL04652-2022-11-01-8594','S359-2','YbQlPdVhSnhS', 'MB')
('AC04652-2022-11-01-8483','A472-5','iqMfyrLonAy', 'SL')
('SL22517-2022-11-02-8569','S358-1','zyYwx', 'LB')
('SL04652-2022-11-01-8598','S359-6','XnBAXJU', 'UB')
('SL04652-2022-11-02-8429','S352-5','OcaeOUpqVtzSxzE', 'MB')
('AC12058-2022-11-01-8341','A464-7','Ll', 'LB')
('AC12058-2022-11-01-8342','A464-8','FH', 'LB')
('AC04652-2022-11-01-8484','A472-6','cpPwuw', 'SU')
('SL04652-2022-11-01-8599','S359-7','aEwgneMTzVatBK', 'SL')
('SL12058-2022-11-01-8423','S351-23','BE', 'SL')
('AC12058-2022-11-01-8345','A464-11','yQRiwuA', 'SL')
('AC04652-2022-11-01-8486','A472-8','HSqxHyT', 'LB')
('AC04652-2022-11-02-8566','A476-16','bN', 'UB')
('SL12058-2022-11-01-8424','S351-24','OeGFa', 'SU')
('SL04652-2022-11-02-8434','S352-10','DkCDiiOTYzzc', 'MB')
('SL22517-2022-11-02-8574','S358-6','LLAlUeovocqdvdVW', 'UB')
('AC22517-2022-11-02-8543','A475-11','frfVkWuhNmyWSgu', 'SL')
('AC12058-2022-11-01-8352','A464-18','wgWbhUwdt', 'SU')
('SL04652-2022-11-02-8436','S352-12','CPuSKvIr', 'LB')
('SL12058-2022-11-01-8428','S352-4','BBWGm', 'LB')
('SL12058-2022-11-01-8429','S352-5','qIVaFt', 'MB')
('AC12058-2022-11-01-8354','A465-2','CtlhyQE', 'LB')
('SL04652-2022-11-01-8606','S359-14','bGy', 'UB')
('SL04652-2022-11-02-8439','S352-15','MavYIYiCC', 'SL')
('SL22517-2022-11-02-8575','S358-7','pQaZGkwiSVG', 'SL')
('AC04652-2022-11-02-8568','A476-18','jyHpyx', 'SU')
('AC22517-2022-11-02-8546','A475-14','vjx', 'LB')
('SL22517-2022-11-02-8576','S358-8','sqdDrrTijiNYpvzW', 'SU')
('SL12058-2022-11-01-8434','S352-10','AReThflKurDhY', 'MB')
('SL04652-2022-11-01-8610','S359-18','qUzZ', 'MB')
('SL22517-2022-11-02-8578','S358-10','WxpMB', 'MB')
('AC12058-2022-11-01-8357','A465-5','WFVViKHBnRXoK', 'SL')
('AC12058-2022-11-01-8358','A465-6','aWYBHAxLikhqnDbc', 'SU')
('SL22517-2022-11-02-8580','S358-12','WJiylLUiE', 'LB')
('SL04652-2022-11-01-8614','S359-22','DsOXeBiIkGDjo', 'UB')
('AC12058-2022-11-01-8360','A465-8','LoOgt', 'LB')
('SL12058-2022-11-01-8435','S352-11','WAGlEZ', 'UB')
('SL04652-2022-11-02-8443','S352-19','CAxtBSBZQdUVngB', 'UB')
('AC22517-2022-11-01-8453','A470-11','nSFlzDBssatF', 'SL')
('AC22517-2022-11-02-8550','A475-18','qsyXBOFCDTaurd', 'SU')
('SL04652-2022-11-02-8447','S352-23','uEdHW', 'SL')
('SL12058-2022-11-01-8437','S352-13','zOejgf', 'MB')
('SL22517-2022-11-01-8499','S355-3','jybdP', 'UB')
('AC04652-2022-11-01-8495','A472-17','Eo', 'SL')
('AC22517-2022-11-02-8553','A476-3','SLBhCdlm', 'UB')
('AC04652-2022-11-02-8575','A477-7','uzRqYutiAOJXqT', 'LB')
('AC22517-2022-11-01-8456','A470-14','mHrLlkc', 'LB')
('AC22517-2022-11-02-8556','A476-6','GNIShsQLWCMsh', 'SU')
('SL04652-2022-11-02-8451','S353-3','NtRYbuCJ', 'UB')
('AC22517-2022-11-02-8558','A476-8','zEsswTINKF', 'LB')
('AC12058-2022-11-01-8364','A465-12','LLKLtfGVq', 'SU')
('SL22517-2022-11-01-8503','S355-7','Bl', 'SL')
('AC22517-2022-11-02-8563','A476-13','ZvBQbMo', 'LB')
('AC22517-2022-11-01-8458','A470-16','efcRF', 'UB')
('SL12058-2022-11-01-8442','S352-18','qRuoeMiOb', 'MB')
('SL04652-2022-11-01-8623','S360-7','AtiOuCYchwfCd', 'SL')
('AC22517-2022-11-02-8565','A476-15','oJ', 'UB')
('AC04652-2022-11-01-8506','A473-10','jO', 'UB')
('SL22517-2022-11-02-8592','S358-24','xPateseTlh', 'SU')
('SL12058-2022-11-01-8445','S352-21','oJTnGuqSxWoDt', 'MB')
('AC22517-2022-11-02-8568','A476-18','njjUAdjxZblVSccS', 'SU')
('AC22517-2022-11-01-8462','A471-2','NTGJOyzYLv', 'LB')
('AC22517-2022-11-01-8463','A471-3','bIwMBbnUhsscR', 'UB')
('AC22517-2022-11-02-8569','A477-1','VUwSCxSvEFcERrP', 'LB')
('AC22517-2022-11-02-8570','A477-2','gbLciVFeyj', 'LB')
('AC04652-2022-11-02-8581','A477-13','WFG', 'LB')
('SL04652-2022-11-02-8460','S353-12','cqHpRWBDNCzeUr', 'LB')
('AC12058-2022-11-01-8372','A466-2','xsWGyT', 'LB')
('SL04652-2022-11-01-8624','S360-8','KOXZt', 'SU')
('AC12058-2022-11-01-8373','A466-3','dAFpiqglixfKEkD', 'UB')
('AC22517-2022-11-02-8573','A477-5','dDQQBS', 'SL')
('AC04652-2022-11-02-8584','A477-16','MEItsoo', 'UB')
('SL04652-2022-11-01-8627','S360-11','BOZH', 'UB')
('SL04652-2022-11-02-8462','S353-14','WR', 'UB')
('SL22517-2022-11-01-8511','S355-15','Hye', 'SL')
('SL04652-2022-11-02-8463','S353-15','ewCmMbzgDxEEFQjs', 'SL')
('SL04652-2022-11-01-8628','S360-12','wKvnaBVnpxE', 'LB')
('SL22517-2022-11-02-8598','S359-6','MXxZGOLF', 'UB')
('AC04652-2022-11-02-8587','A478-1','wIl', 'LB')
('SL22517-2022-11-02-8601','S359-9','Q', 'LB')
('AC12058-2022-11-01-8379','A466-9','nlrEmEnZm', 'UB')
('SL22517-2022-11-01-8514','S355-18','BwRXpZwKqXU', 'MB')
('SL22517-2022-11-01-8515','S355-19','XOonkzC', 'UB')
('SL12058-2022-11-01-8451','S353-3','McZagOHIPXzTIn', 'UB')
('SL04652-2022-11-02-8468','S353-20','qNmwLFHkHbh', 'LB')
('SL12058-2022-11-01-8454','S353-6','KXaxVPyOYgH', 'UB')
('SL22517-2022-11-01-8518','S355-22','iItIbKNow', 'UB')
('AC12058-2022-11-01-8380','A466-10','wGhjXk', 'UB')
('SL22517-2022-11-01-8519','S355-23','yNnz', 'SL')
('AC04652-2022-11-02-8591','A478-5','rpml', 'SL')
('AC04652-2022-11-01-8515','A474-1','XSaGGTmdqTq', 'LB')
('AC22517-2022-11-02-8586','A477-18','L', 'SU')
('AC22517-2022-11-02-8587','A478-1','gFBhK', 'LB')
('AC04652-2022-11-01-8517','A474-3','Pzqc', 'UB')
('SL04652-2022-11-02-8475','S354-3','V', 'UB')
('AC04652-2022-11-01-8519','A474-5','kmLIfcaF', 'SL')
('AC22517-2022-11-01-8483','A472-5','kuiTE', 'SL')
('SL22517-2022-11-01-8527','S356-7','PtcHz', 'SL')
('AC04652-2022-11-02-8598','A478-12','BAEhqaMM', 'SU')
('AC12058-2022-11-01-8391','A467-3','rhxGpnOtY', 'UB')
('AC04652-2022-11-01-8523','A474-9','jYbRSrBy', 'UB')
('SL04652-2022-11-01-8639','S360-23','tK', 'SL')
('AC04652-2022-11-01-8524','A474-10','jhlTxIZBKX', 'UB')
('SL22517-2022-11-02-8609','S359-17','aFBXNIgueTM', 'LB')
('SL22517-2022-11-02-8610','S359-18','NGRzjXFgNJmir', 'MB')
('AC04652-2022-11-02-8600','A478-14','nhejxtJvB', 'LB')
('AC22517-2022-11-01-8491','A472-13','hsTKsVRyyvcpuOEm', 'LB')
('SL04652-2022-11-01-8641','S361-1','LBMAV', 'LB')
('SL04652-2022-11-01-8642','S361-2','xmfXqix', 'MB')
('SL12058-2022-11-01-8469','S353-21','EGafIuMus', 'MB')
('AC12058-2022-11-01-8394','A467-6','GzhzWZzjEj', 'SU')
('AC22517-2022-11-01-8495','A472-17','keHEYQJfuBFTlULw', 'SL')
('AC04652-2022-11-02-8603','A478-17','PspGZpJOTecZ', 'SL')
('AC22517-2022-11-01-8498','A473-2','tSc', 'LB')
('SL22517-2022-11-01-8532','S356-12','LImpxy', 'LB')
('AC04652-2022-11-02-8607','A479-3','GEUIDheLBaAq', 'UB')
('AC12058-2022-11-01-8400','A467-12','CFgqJRGserlisL', 'SU')
('SL12058-2022-11-01-8475','S354-3','BCHDS', 'UB')
('AC22517-2022-11-02-8599','A478-13','cpFgJiCHrCzETDoM', 'LB')
('SL22517-2022-11-01-8536','S356-16','ArMmck', 'SU')
('SL04652-2022-11-01-8649','S361-9','Ibso', 'LB')
('SL12058-2022-11-01-8477','S354-5','Gti', 'MB')
('AC22517-2022-11-01-8504','A473-8','SJNfL', 'LB')
('SL22517-2022-11-02-8618','S360-2','p', 'MB')
('SL04652-2022-11-01-8651','S361-11','BfCZreQyBG', 'UB')
('SL12058-2022-11-01-8478','S354-6','vEaTCpeGqXQnPnq', 'UB')
('AC22517-2022-11-01-8507','A473-11','Xthvrhbmyin', 'SL')
('AC04652-2022-11-02-8610','A479-6','ntYqFOxz', 'SU')
('SL04652-2022-11-02-8490','S354-18','zoDqKxCeDFptRp', 'MB')
('SL04652-2022-11-02-8491','S354-19','tDoMnCp', 'UB')
('SL22517-2022-11-01-8541','S356-21','vo', 'MB')
('AC04652-2022-11-02-8614','A479-10','cMSmwjXfko', 'UB')
('SL04652-2022-11-02-8496','S354-24','iU', 'SU')
('SL12058-2022-11-01-8483','S354-11','jGteiorylqBSH', 'UB')
('SL04652-2022-11-01-8654','S361-14','caIGNssSSxxHTYr', 'UB')
('SL12058-2022-11-01-8484','S354-12','T', 'LB')
('AC22517-2022-11-02-8606','A479-2','jzGVJXHwO', 'LB')
('AC04652-2022-11-01-8539','A475-7','ND', 'LB')
('SL22517-2022-11-02-8630','S360-14','tW', 'UB')
('SL04652-2022-11-01-8660','S361-20','iswlWQOrtWQuW', 'LB')
('AC04652-2022-11-02-8616','A479-12','XORlKFA', 'SU')
('SL12058-2022-11-01-8487','S354-15','zsPNSqqwYY', 'SL')
('SL04652-2022-11-01-8664','S361-24','N', 'SU')
('AC22517-2022-11-01-8519','A474-5','nUfyWYEaBtlcbSSU', 'SL')
('AC04652-2022-11-01-8544','A475-12','kiYU', 'SU')
('AC04652-2022-11-01-8545','A475-13','LR', 'LB')
('AC04652-2022-11-02-8619','A479-15','aVu', 'UB')
('SL22517-2022-11-02-8634','S360-18','wunpqZtHsBJBE', 'MB')
('AC04652-2022-11-02-8620','A479-16','oswNZIHsYIYDq', 'UB')
('SL22517-2022-11-02-8635','S360-19','qfOUTKczCxSWi', 'UB')
('AC12058-2022-11-01-8415','A468-9','zXlSRAKFvXQqYAd', 'UB')
('SL22517-2022-11-01-8555','S357-11','xKTmECJqoVfeG', 'UB')
('SL22517-2022-11-02-8637','S360-21','hfBDgTcAlbhSLlP', 'MB')
('AC12058-2022-11-01-8418','A468-12','dBNOsaX', 'SU')
('AC22517-2022-11-02-8615','A479-11','OcIf', 'SL')
('AC12058-2022-11-01-8419','A468-13','uqiSrR', 'LB')
('SL04652-2022-11-02-8503','S355-7','WaLCBCMO', 'SL')
('AC12058-2022-11-01-8420','A468-14','B', 'LB')
('SL22517-2022-11-01-8558','S357-14','izft', 'UB')
('AC12058-2022-11-01-8423','A468-17','hsKINVt', 'SL')
('SL22517-2022-11-02-8640','S360-24','S', 'SU')
('SL04652-2022-11-01-8671','S362-7','iWpFDUFxzXqxtbV', 'SL')
('SL04652-2022-11-01-8672','S362-8','knyFeXBYv', 'SU')
('AC12058-2022-11-01-8425','A469-1','MEpkNljpDZ', 'LB')
('SL22517-2022-11-01-8559','S357-15','rNz', 'SL')
('SL22517-2022-11-02-8641','S361-1','EsCoInlSGqtlLJs', 'LB')
('SL22517-2022-11-01-8560','S357-16','HODv', 'SU')
('SL04652-2022-11-01-8674','S362-10','yp', 'MB')
('AC22517-2022-11-01-8532','A474-18','rqfrZJFcVgSEW', 'SU')
('SL04652-2022-11-01-8676','S362-12','jU', 'LB')
('SL04652-2022-11-01-8677','S362-13','mqhtaYsEiAYzVu', 'MB')
('AC04652-2022-11-01-8558','A476-8','nrAKqwlYRaP', 'LB')
('AC22517-2022-11-02-8628','A480-6','fZtrN', 'SU')
('SL04652-2022-11-02-8511','S355-15','eoMzJQNzyqeTWDhs', 'SL')
('SL04652-2022-11-01-8679','S362-15','yywYhHtDi', 'SL')
('SL04652-2022-11-01-8680','S362-16','pXfdqWzUZqb', 'SU')
('SL22517-2022-11-02-8646','S361-6','Hgv', 'UB')
('AC04652-2022-11-02-8631','A480-9','KepanptF', 'UB')
('AC22517-2022-11-02-8630','A480-8','FMuf', 'LB')
('AC12058-2022-11-01-8432','A469-8','nSZiOIvLUQ', 'LB')
('AC12058-2022-11-01-8433','A469-9','QyBXHuXIYnyiO', 'UB')
('AC22517-2022-11-02-8631','A480-9','cDAZXoxz', 'UB')
('SL04652-2022-11-01-8683','S362-19','mvvXBUBzdkeW', 'UB')
('AC22517-2022-11-02-8633','A480-11','AFUbQx', 'SL')
('AC22517-2022-11-01-8536','A475-4','cWhjHbdwmZ', 'UB')
('SL22517-2022-11-02-8651','S361-11','vWHpzYOlpaq', 'UB')
('SL22517-2022-11-01-8569','S358-1','f', 'LB')
('SL04652-2022-11-01-8685','S362-21','CWYmaxwM', 'MB')
('AC22517-2022-11-01-8539','A475-7','HASYnflSXvNV', 'LB')
('SL04652-2022-11-01-8686','S362-22','EkhOseMFUIDo', 'UB')
('SL12058-2022-11-01-8500','S355-4','KWCRzY', 'LB')
('SL22517-2022-11-01-8571','S358-3','LbuPqkOyNOD', 'UB')
('AC12058-2022-11-01-8441','A469-17','uVRmYzbT', 'SL')
('SL22517-2022-11-01-8572','S358-4','tey', 'LB')
('SL12058-2022-11-01-8502','S355-6','nOPHpaQo', 'UB')
('AC04652-2022-11-01-8563','A476-13','xmJOgQmi', 'LB')
('SL22517-2022-11-02-8654','S361-14','DXAXPyOp', 'UB')
('AC04652-2022-11-01-8565','A476-15','wiqRLUq', 'UB')
('AC04652-2022-11-02-8638','A480-16','obQnXdfwkfmaPTX', 'UB')
('SL12058-2022-11-01-8506','S355-10','Bhrvmgk', 'MB')
('AC04652-2022-11-02-8639','A480-17','ZOrrzNyxNlvVMfNo', 'SL')
('SL04652-2022-11-02-8523','S356-3','cBqazKAne', 'UB')
('AC22517-2022-11-01-8546','A475-14','YUZCK', 'LB')
('AC04652-2022-11-02-8642','A481-2','eyziUHo', 'LB')
('SL04652-2022-11-02-8524','S356-4','ctFBiJiCuNM', 'LB')
('SL04652-2022-11-02-8525','S356-5','zWjoGQrjVfbeuJIy', 'MB')
