('AC22517-2022-11-02-4216','A235-4','cTmBYlcAoxl', 'UB')
('SL04652-2022-11-01-4626','S193-18','eerI', 'MB')
('SL04652-2022-11-01-4628','S193-20','ZoGRsm', 'LB')
('AC04652-2022-11-01-4505','A251-5','f', 'SL')
('AC12058-2022-11-01-4520','A252-2','MFSvQoWmwe', 'LB')
('SL04652-2022-11-01-4631','S193-23','INMsBiif', 'SL')
('SL22517-2022-11-01-4491','S188-3','fiYKqZlNWHG', 'UB')
('AC12058-2022-11-01-4521','A252-3','OsvOMPfMX', 'UB')
('AC04652-2022-11-02-4600','A256-10','xlOpl', 'UB')
('SL12058-2022-11-01-4499','S188-11','NwtsVZZwUuCPh', 'UB')
('AC04652-2022-11-01-4507','A251-7','wNXsw', 'LB')
('SL22517-2022-11-01-4492','S188-4','GmTgdk', 'LB')
('SL22517-2022-11-02-4619','S193-11','pKyizgkfuTMpr', 'UB')
('SL04652-2022-11-01-4633','S194-1','OhWKWCK', 'LB')
('AC22517-2022-11-02-4656','A259-12','enzlRNz', 'SU')
('AC12058-2022-11-01-4524','A252-6','eFypwVpII', 'SU')
('SL04652-2022-11-01-4635','S194-3','PEglwDBfHNFJVtE', 'UB')
('AC22517-2022-11-02-4657','A259-13','a', 'LB')
('SL12058-2022-11-01-4502','S188-14','Oa', 'UB')
('AC12058-2022-11-01-4527','A252-9','fcnxYSztZ', 'UB')
('SL04652-2022-11-02-4446','S186-6','FSufzSpscgWDQhT', 'UB')
('AC04652-2022-11-02-4605','A256-15','pDAzujDpScF', 'UB')
('AC04652-2022-11-02-4606','A256-16','jaHwfzhZaNaCZzl', 'UB')
('SL22517-2022-11-01-4499','S188-11','oPeJ', 'UB')
('AC22517-2022-11-02-4662','A259-18','ZFXwZCkHVOohXOy', 'SU')
('SL04652-2022-11-02-4447','S186-7','DewBikzgYdI', 'SL')
('AC22517-2022-11-01-4551','A253-15','vOsS', 'UB')
('AC22517-2022-11-01-4552','A253-16','oqXgw', 'UB')
('AC22517-2022-11-02-4665','A260-3','HO', 'UB')
('AC12058-2022-11-01-4532','A252-14','OwWhFFWeX', 'LB')
('AC22517-2022-11-02-4666','A260-4','xZOZU', 'UB')
('AC22517-2022-11-01-4557','A254-3','ryCmInPKnkQtoi', 'UB')
('AC22517-2022-11-01-4558','A254-4','dCfQJTh', 'UB')
('SL04652-2022-11-02-4450','S186-10','EwqlbSJ', 'MB')
('SL04652-2022-11-02-4451','S186-11','ue', 'UB')
('AC04652-2022-11-02-4615','A257-7','MmYNbN', 'LB')
('AC04652-2022-11-01-4516','A251-16','wWnZrmWHxyRYU', 'UB')
('AC12058-2022-11-01-4536','A252-18','mkpkfWklaU', 'SU')
('AC12058-2022-11-01-4537','A253-1','jUoPnZtwTGsD', 'LB')
('AC12058-2022-11-01-4538','A253-2','Vr', 'LB')
('AC04652-2022-11-02-4616','A257-8','EEyjcuCWXX', 'LB')
('SL22517-2022-11-01-4504','S188-16','dAhHLAlVsXavWJ', 'SU')
('AC04652-2022-11-01-4520','A252-2','LfDkuzMcJMgJnaa', 'LB')
('AC22517-2022-11-02-4673','A260-11','tjTPUSfOrGJRhi', 'SL')
('SL12058-2022-11-01-4514','S189-2','nXDJqGhKYa', 'MB')
('SL04652-2022-11-01-4646','S194-14','OcoLwKnecAppV', 'UB')
('AC04652-2022-11-01-4521','A252-3','GJjSQAjwUlOJR', 'UB')
('SL22517-2022-11-01-4508','S188-20','ankXZOdGOxyMpE', 'LB')
('AC04652-2022-11-02-4619','A257-11','JmheDDcqD', 'SL')
('AC12058-2022-11-01-4544','A253-8','BmdbYoiazXfE', 'LB')
('SL12058-2022-11-01-4518','S189-6','JPMRLcDvUoi', 'UB')
('AC22517-2022-11-01-4565','A254-11','RLdBUwx', 'SL')
('AC22517-2022-11-01-4566','A254-12','fECiW', 'SU')
('AC22517-2022-11-02-4677','A260-15','Oku', 'UB')
('AC12058-2022-11-01-4546','A253-10','JnBthZhGWRpahXae', 'UB')
('SL04652-2022-11-02-4459','S186-19','p', 'UB')
('SL22517-2022-11-01-4513','S189-1','bKIQ', 'LB')
('AC12058-2022-11-01-4547','A253-11','eeUcYztuvoOr', 'SL')
('AC12058-2022-11-01-4548','A253-12','XucpPXJI', 'SU')
('AC22517-2022-11-02-4682','A261-2','UyexsNyzKPWOA', 'LB')
('SL22517-2022-11-02-4643','S194-11','GYWNSYqtJYLa', 'UB')
('AC22517-2022-11-01-4568','A254-14','Lzvb', 'LB')
('SL12058-2022-11-01-4522','S189-10','TuEbGebmoor', 'MB')
('AC04652-2022-11-01-4535','A252-17','IJ', 'SL')
('SL12058-2022-11-01-4523','S189-11','JDBzESIUVamLQLra', 'UB')
('AC22517-2022-11-02-4687','A261-7','D', 'LB')
('AC12058-2022-11-01-4554','A253-18','synTJS', 'SU')
('SL04652-2022-11-02-4463','S186-23','TOgiblC', 'SL')
('AC12058-2022-11-01-4555','A254-1','Qb', 'LB')
('SL12058-2022-11-01-4526','S189-14','WvmrNpRmJONG', 'UB')
('SL22517-2022-11-02-4647','S194-15','MrG', 'SL')
('SL22517-2022-11-01-4521','S189-9','oEKLdFznpZ', 'LB')
('AC12058-2022-11-01-4556','A254-2','hhcbJu', 'LB')
('SL22517-2022-11-01-4523','S189-11','YGFfoqeVENRGIbN', 'UB')
('SL22517-2022-11-01-4524','S189-12','NrNkpNATDSCCJDeX', 'LB')
('SL22517-2022-11-02-4649','S194-17','oonkoz', 'LB')
('AC04652-2022-11-02-4632','A258-6','JDInWgPceZb', 'SU')
('SL04652-2022-11-01-4655','S194-23','DTAi', 'SL')
('AC04652-2022-11-02-4634','A258-8','xSSYAtJHKgQIKY', 'LB')
('SL04652-2022-11-01-4657','S195-1','qVPM', 'LB')
('AC12058-2022-11-01-4558','A254-4','vI', 'UB')
('AC12058-2022-11-01-4559','A254-5','ZJxnbfI', 'SL')
('AC04652-2022-11-01-4542','A253-6','mTJG', 'SU')
('SL22517-2022-11-02-4653','S194-21','uGwhlQSVwFysl', 'MB')
('AC22517-2022-11-02-4692','A261-12','LsWKbmPfSKc', 'SU')
('AC04652-2022-11-02-4637','A258-11','CKtAEkcipawHNl', 'SL')
('AC22517-2022-11-01-4580','A255-8','nEiOgGujMlDzQO', 'LB')
('AC04652-2022-11-01-4544','A253-8','kRLpHWspHAJv', 'LB')
('SL12058-2022-11-01-4535','S189-23','KeQtuYdCmLClT', 'SL')
('SL04652-2022-11-02-4467','S187-3','W', 'UB')
('SL22517-2022-11-02-4657','S195-1','AVuHr', 'LB')
('AC04652-2022-11-01-4548','A253-12','oPxgCrYMmx', 'SU')
('SL12058-2022-11-01-4536','S189-24','ixEtUpLzqmsKao', 'SU')
('SL22517-2022-11-01-4532','S189-20','SbhEi', 'LB')
('SL12058-2022-11-01-4537','S190-1','v', 'LB')
('AC22517-2022-11-02-4694','A261-14','Yp', 'LB')
('SL22517-2022-11-02-4659','S195-3','fuuGTqymCSCFCA', 'UB')
('AC12058-2022-11-01-4566','A254-12','LEVNUz', 'SU')
('SL22517-2022-11-01-4538','S190-2','JmwxXwyYsiqENc', 'MB')
('AC22517-2022-11-01-4590','A255-18','RHelpDxjW', 'SU')
('AC04652-2022-11-01-4550','A253-14','BPQuhSerF', 'LB')
('SL22517-2022-11-02-4665','S195-9','bRpuSvXgemZ', 'LB')
('AC04652-2022-11-02-4649','A259-5','iwv', 'SL')
('AC22517-2022-11-02-4698','A261-18','QlIIcb', 'SU')
('AC04652-2022-11-02-4652','A259-8','ym', 'LB')
('AC04652-2022-11-02-4653','A259-9','sOvHbuTefM', 'UB')
('SL04652-2022-11-02-4472','S187-8','ifFrsc', 'SU')
('AC22517-2022-11-02-4700','A262-2','hviliRgqdY', 'LB')
('AC12058-2022-11-01-4568','A254-14','VitH', 'LB')
('AC04652-2022-11-01-4555','A254-1','Ghn', 'LB')
('AC04652-2022-11-02-4655','A259-11','tWhGkBZnIzNhE', 'SL')
('SL22517-2022-11-01-4542','S190-6','LCGCDVnHZdyjOO', 'UB')
('SL22517-2022-11-01-4543','S190-7','sdg', 'SL')
('AC04652-2022-11-02-4656','A259-12','Tor', 'SU')
('SL12058-2022-11-01-4541','S190-5','GUK', 'MB')
('AC04652-2022-11-02-4658','A259-14','ExbOaRMhcBH', 'LB')
('AC22517-2022-11-02-4703','A262-5','rYTrgYOdCzxxenCM', 'SL')
('AC12058-2022-11-01-4573','A255-1','oD', 'LB')
('AC22517-2022-11-02-4705','A262-7','lKmtwPfAe', 'LB')
('SL12058-2022-11-01-4542','S190-6','bMtkwrPZQxQA', 'UB')
('SL12058-2022-11-01-4543','S190-7','h', 'SL')
('SL22517-2022-11-02-4672','S195-16','yvCZ', 'SU')
('AC04652-2022-11-01-4560','A254-6','dhJsqtgActpfGmZf', 'SU')
('SL04652-2022-11-01-4676','S195-20','ClUagnpON', 'LB')
('AC22517-2022-11-02-4709','A262-11','VLiUEiD', 'SL')
('SL04652-2022-11-01-4681','S196-1','kVAchSZm', 'LB')
('SL12058-2022-11-01-4549','S190-13','VgK', 'MB')
('AC22517-2022-11-01-4605','A256-15','ohLZHcm', 'UB')
('SL04652-2022-11-01-4683','S196-3','hVjsYiJbTU', 'UB')
('AC04652-2022-11-01-4564','A254-10','iUvIMFsvemxmjjwt', 'UB')
('AC22517-2022-11-02-4713','A262-15','WVNKIpDwaM', 'UB')
('SL04652-2022-11-02-4488','S187-24','JCMNL', 'SU')
('AC22517-2022-11-02-4715','A262-17','xVSZYEaCQLT', 'SL')
('SL22517-2022-11-01-4553','S190-17','IIjjJVeVc', 'LB')
('SL04652-2022-11-02-4489','S188-1','PTrjtXfbjbo', 'LB')
('AC04652-2022-11-01-4568','A254-14','vbuxQASoGRkeHaq', 'LB')
('SL04652-2022-11-02-4491','S188-3','sUeyJkprO', 'UB')
('AC22517-2022-11-01-4612','A257-4','jdXlxBIaPrcXf', 'UB')
('SL04652-2022-11-01-4685','S196-5','gxbklXiIm', 'MB')
('AC22517-2022-11-02-4719','A263-3','QeKXMoCoCqNjo', 'UB')
('SL04652-2022-11-01-4687','S196-7','q', 'SL')
('AC22517-2022-11-02-4720','A263-4','jfB', 'UB')
('AC04652-2022-11-02-4670','A260-8','m', 'LB')
('SL22517-2022-11-01-4557','S190-21','PdG', 'MB')
('SL22517-2022-11-02-4681','S196-1','UtJLk', 'LB')
('AC22517-2022-11-01-4615','A257-7','UNDhcnnQduetcWws', 'LB')
('AC04652-2022-11-01-4571','A254-17','etrkNkYEgChoN', 'SL')
('AC22517-2022-11-01-4617','A257-9','ugpGHm', 'UB')
('AC22517-2022-11-01-4618','A257-10','QjxrAsKBHXiyafV', 'UB')
('SL04652-2022-11-02-4498','S188-10','wZsXGpuSJEznqsq', 'MB')
('SL04652-2022-11-02-4501','S188-13','QQFOgzmtpWoaNoU', 'MB')
('AC22517-2022-11-01-4621','A257-13','Fe', 'LB')
('SL04652-2022-11-02-4503','S188-15','YMlZewPjW', 'SL')
('AC12058-2022-11-01-4588','A255-16','mXIE', 'UB')
('AC12058-2022-11-01-4589','A255-17','noKachwpSA', 'SL')
('AC04652-2022-11-01-4576','A255-4','pqruNjCcRSLxqDvY', 'UB')
('SL22517-2022-11-02-4687','S196-7','wTCw', 'SL')
('SL22517-2022-11-01-4565','S191-5','aEpexyAvcYcw', 'MB')
('AC12058-2022-11-01-4593','A256-3','OET', 'UB')
('SL22517-2022-11-02-4689','S196-9','cTVVFWCxPuRu', 'LB')
('SL04652-2022-11-01-4701','S196-21','QXjIOhEAuSkx', 'MB')
('SL22517-2022-11-02-4691','S196-11','zbaDSLcAwHh', 'UB')
('AC22517-2022-11-01-4629','A258-3','V', 'UB')
('AC22517-2022-11-01-4630','A258-4','dzwbDDkyDFEL', 'UB')
('AC12058-2022-11-01-4602','A256-12','YjMokp', 'SU')
('AC22517-2022-11-02-4729','A263-13','nUoX', 'LB')
('AC22517-2022-11-02-4730','A263-14','GKTwhcln', 'LB')
('AC22517-2022-11-02-4731','A263-15','GkZkNRAGnzAhcGq', 'UB')
('AC22517-2022-11-01-4635','A258-9','C', 'UB')
('AC22517-2022-11-01-4636','A258-10','nsLRZCGsiNdqyVy', 'UB')
('AC12058-2022-11-01-4607','A256-17','JZbDtdPkwVq', 'SL')
('SL04652-2022-11-01-4705','S197-1','GlfmKFNRA', 'LB')
('AC12058-2022-11-01-4609','A257-1','WNhDCBeBjtbGBhz', 'LB')
('SL04652-2022-11-02-4516','S189-4','SkfHmnH', 'LB')
('AC22517-2022-11-01-4642','A258-16','jk', 'UB')
('AC22517-2022-11-01-4643','A258-17','TqFYOyGs', 'SL')
('SL12058-2022-11-01-4569','S191-9','BbON', 'LB')
('SL04652-2022-11-02-4520','S189-8','ozlbjuOKjoRrImm', 'SU')
('AC12058-2022-11-01-4615','A257-7','TYJVjBPMHi', 'LB')
('SL22517-2022-11-02-4698','S196-18','bXirqIWcxOeEI', 'MB')
('AC22517-2022-11-02-4741','A264-7','YaoVxd', 'LB')
('AC22517-2022-11-02-4742','A264-8','PvKJkVPcn', 'LB')
('SL22517-2022-11-01-4575','S191-15','fd', 'SL')
('AC04652-2022-11-02-4689','A261-9','g', 'UB')
('AC04652-2022-11-02-4691','A261-11','rfczvocVlLHdsFna', 'SL')
('SL12058-2022-11-01-4573','S191-13','NAtXvwOxpZtAH', 'MB')
('SL04652-2022-11-01-4717','S197-13','ywDNlaGmHJFkxJ', 'MB')
('SL22517-2022-11-02-4703','S196-23','UMmFrQ', 'SL')
('AC12058-2022-11-01-4623','A257-15','lGTinAALjhEDB', 'UB')
('AC12058-2022-11-01-4627','A258-1','WPgrAQAc', 'LB')
('AC12058-2022-11-01-4628','A258-2','ugbUswuTk', 'LB')
('SL04652-2022-11-02-4531','S189-19','wNUdFY', 'UB')
('SL04652-2022-11-01-4719','S197-15','xSb', 'SL')
('AC04652-2022-11-02-4694','A261-14','qtHEZMZu', 'LB')
('SL12058-2022-11-01-4576','S191-16','dzpXaZilcFmylf', 'SU')
('SL22517-2022-11-02-4708','S197-4','thoeQloWzDqMD', 'LB')
('SL04652-2022-11-02-4532','S189-20','phPTOKfxX', 'LB')
('SL04652-2022-11-01-4723','S197-19','MwwTscUva', 'UB')
('SL04652-2022-11-02-4533','S189-21','ZBiPM', 'MB')
('AC04652-2022-11-01-4589','A255-17','YHStLmRwiCr', 'SL')
('AC04652-2022-11-02-4698','A261-18','tvTr', 'SU')
('SL22517-2022-11-02-4712','S197-8','M', 'SU')
('AC04652-2022-11-02-4700','A262-2','rMiKYDSWNPQ', 'LB')
('AC04652-2022-11-01-4590','A255-18','WKrRImjoNDxEPDar', 'SU')
('SL22517-2022-11-02-4715','S197-11','LISFEjDSoDmiYcH', 'UB')
('SL04652-2022-11-01-4727','S197-23','IXuXhgbdIq', 'SL')
('SL04652-2022-11-02-4535','S189-23','qA', 'SL')
('AC04652-2022-11-01-4595','A256-5','ZKcoDZIgIHVnJ', 'SL')
('SL04652-2022-11-02-4536','S189-24','A', 'SU')
('AC22517-2022-11-02-4754','A265-2','jBPGwpBiH', 'LB')
('AC22517-2022-11-02-4755','A265-3','AFYAvWFJNaGNaUc', 'UB')
('AC12058-2022-11-01-4637','A258-11','jmBwHDVawKwsjar', 'SL')
('SL04652-2022-11-02-4538','S190-2','zERuDWFroimEX', 'MB')
('SL22517-2022-11-02-4719','S197-15','PKNh', 'SL')
('AC22517-2022-11-02-4756','A265-4','Y', 'UB')
('SL22517-2022-11-02-4721','S197-17','ZdCjuch', 'LB')
('SL12058-2022-11-01-4583','S191-23','ixogNOkRhXFVPxy', 'SL')
('SL22517-2022-11-01-4591','S192-7','qMjzZAgFhg', 'SL')
('SL22517-2022-11-01-4592','S192-8','bAszqNQ', 'SU')
('SL04652-2022-11-01-4734','S198-6','vRwKViSAppiQJ', 'UB')
('AC04652-2022-11-01-4605','A256-15','sxJXlVXsoDTt', 'UB')
('SL12058-2022-11-01-4590','S192-6','bNlTVyNy', 'UB')
('AC04652-2022-11-01-4606','A256-16','eStsQe', 'UB')
('SL12058-2022-11-01-4592','S192-8','EfDDtEBUvMeDZZ', 'SU')
('SL22517-2022-11-02-4728','S197-24','J', 'SU')
('SL12058-2022-11-01-4594','S192-10','pGXhoPxYTkIYQ', 'MB')
('AC04652-2022-11-01-4608','A256-18','KZyAJFHuQyCIrY', 'SU')
('SL04652-2022-11-02-4546','S190-10','sb', 'MB')
('SL04652-2022-11-01-4739','S198-11','SiIGMPVBBsG', 'UB')
('SL04652-2022-11-01-4740','S198-12','iNYaIVUIQs', 'LB')
('AC12058-2022-11-01-4646','A259-2','jyPH', 'LB')
('AC04652-2022-11-02-4718','A263-2','vBwcu', 'LB')
('AC04652-2022-11-01-4613','A257-5','nHqZxxpkVEfaoOoF', 'SL')
('SL04652-2022-11-01-4742','S198-14','lYetNY', 'UB')
('AC12058-2022-11-01-4648','A259-4','TOhiemUGY', 'UB')
('SL22517-2022-11-01-4598','S192-14','sHZOiGp', 'UB')
('AC04652-2022-11-01-4616','A257-8','IZvAoVInCWWh', 'LB')
('SL04652-2022-11-01-4745','S198-17','NS', 'LB')
('SL04652-2022-11-01-4746','S198-18','CXCgwLJcCmRyMc', 'MB')
('SL22517-2022-11-01-4599','S192-15','AOJsF', 'SL')
('SL04652-2022-11-01-4748','S198-20','uWoHrbiIftWaB', 'LB')
('SL22517-2022-11-01-4600','S192-16','UE', 'SU')
('AC04652-2022-11-01-4619','A257-11','AhYzhSLXNyzyMeHD', 'SL')
('AC04652-2022-11-02-4723','A263-7','BjRHFOfeEOeR', 'LB')
('AC22517-2022-11-02-4768','A265-16','DZNnl', 'UB')
('AC22517-2022-11-02-4770','A265-18','cpTEVGaYBw', 'SU')
('AC22517-2022-11-01-4677','A260-15','lyE', 'UB')
('SL04652-2022-11-02-4554','S190-18','SiNFOzd', 'MB')
('AC22517-2022-11-02-4772','A266-2','Ggj', 'LB')
('AC04652-2022-11-01-4623','A257-15','WyVxKKhdpax', 'UB')
('SL22517-2022-11-01-4605','S192-21','Jg', 'MB')
('SL04652-2022-11-02-4555','S190-19','JMdSdKeI', 'UB')
('AC22517-2022-11-02-4775','A266-5','cBMQzzcPftEpHbpv', 'SL')
('AC12058-2022-11-01-4654','A259-10','WKlhio', 'UB')
('SL22517-2022-11-02-4739','S198-11','vUlDzjxM', 'UB')
('AC04652-2022-11-01-4627','A258-1','HyPkI', 'LB')
('SL22517-2022-11-01-4609','S193-1','SABvwJsscRIKK', 'LB')
('SL22517-2022-11-01-4610','S193-2','tJtXSfN', 'MB')
('SL22517-2022-11-01-4612','S193-4','HJyGPmUjNjfyPpso', 'LB')
('SL22517-2022-11-01-4613','S193-5','UECMxQLSdeqGJj', 'MB')
('AC22517-2022-11-01-4683','A261-3','PlbP', 'UB')
('AC22517-2022-11-01-4684','A261-4','lztkZs', 'UB')
('AC04652-2022-11-02-4733','A263-17','SHIhqZZL', 'SL')
('SL22517-2022-11-02-4743','S198-15','p', 'SL')
('SL12058-2022-11-01-4614','S193-6','NSPWYayqlNwg', 'UB')
('SL22517-2022-11-01-4616','S193-8','itXdkPVg', 'SU')
('SL22517-2022-11-02-4744','S198-16','nHmSG', 'SU')
('SL22517-2022-11-02-4746','S198-18','yo', 'MB')
('SL22517-2022-11-02-4749','S198-21','CZacBDfJT', 'MB')
('AC12058-2022-11-01-4659','A259-15','wwNDfObau', 'UB')
('SL04652-2022-11-02-4564','S191-4','lOOfDI', 'LB')
('SL04652-2022-11-02-4565','S191-5','OdgByrPgXsuMmJ', 'MB')
('AC04652-2022-11-02-4741','A264-7','vkVA', 'LB')
('SL22517-2022-11-01-4618','S193-10','hWwOpulP', 'MB')
('AC22517-2022-11-02-4789','A267-1','ifS', 'LB')
('AC22517-2022-11-01-4691','A261-11','mbCs', 'SL')
('AC22517-2022-11-01-4692','A261-12','hCrybLaUiT', 'SU')
('SL04652-2022-11-01-4768','S199-16','AXyHRFXkCG', 'SU')
('SL22517-2022-11-02-4755','S199-3','NoBasmAwBvqe', 'UB')
('AC12058-2022-11-01-4661','A259-17','zsEUxkawgikEbiz', 'SL')
('AC04652-2022-11-02-4745','A264-11','xclQesXqxFoHa', 'SL')
('AC22517-2022-11-01-4695','A261-15','tuQ', 'UB')
('SL04652-2022-11-02-4571','S191-11','MVoUxrcaR', 'UB')
('SL22517-2022-11-01-4625','S193-17','VFgJkpnxCk', 'LB')
('AC04652-2022-11-02-4746','A264-12','hiLDTKbEgEsa', 'SU')
('SL04652-2022-11-01-4771','S199-19','JbHwzpkRL', 'UB')
('AC12058-2022-11-01-4666','A260-4','ntxCwfOhddkkv', 'UB')
('SL22517-2022-11-02-4758','S199-6','g', 'UB')
('SL12058-2022-11-01-4619','S193-11','QwYIrw', 'UB')
('AC22517-2022-11-01-4697','A261-17','UTZnsxfW', 'SL')
('AC22517-2022-11-02-4792','A267-4','Se', 'UB')
('AC04652-2022-11-01-4640','A258-14','hQNveyaBwj', 'LB')
('AC22517-2022-11-01-4698','A261-18','BcAHVxwlZnVLj', 'SU')
('SL04652-2022-11-02-4577','S191-17','PakMr', 'LB')
('SL04652-2022-11-01-4772','S199-20','D', 'LB')
('AC22517-2022-11-01-4699','A262-1','EjFpdBpIfb', 'LB')
('AC22517-2022-11-01-4700','A262-2','VpjvuMrsTxrJ', 'LB')
('AC22517-2022-11-02-4796','A267-8','ylErgJl', 'LB')
('AC12058-2022-11-01-4671','A260-9','Ds', 'UB')
('SL12058-2022-11-01-4623','S193-15','ODD', 'SL')
('AC12058-2022-11-01-4672','A260-10','SYoH', 'UB')
('AC04652-2022-11-01-4643','A258-17','YIbCytYruAHch', 'SL')
('SL12058-2022-11-01-4625','S193-17','FaZyldBKTqmNn', 'LB')
('AC22517-2022-11-01-4703','A262-5','EDDLyWka', 'SL')
('AC12058-2022-11-01-4675','A260-13','ohVNIPQAGuTQIgVz', 'LB')
('SL04652-2022-11-01-4775','S199-23','dCXxVxuQCGxnF', 'SL')
('AC22517-2022-11-01-4704','A262-6','IzFWsPvZUsZlaxG', 'SU')
('AC22517-2022-11-01-4705','A262-7','X', 'LB')
('SL22517-2022-11-02-4760','S199-8','PQkLyp', 'SU')
('AC12058-2022-11-01-4677','A260-15','TCJRLwLzMbIEJqfV', 'UB')
('AC22517-2022-11-01-4706','A262-8','ndivnZgkil', 'LB')
('SL22517-2022-11-02-4763','S199-11','PXFXCqXi', 'UB')
('SL22517-2022-11-01-4634','S194-2','myhbz', 'MB')
('SL04652-2022-11-01-4780','S200-4','zDCbNkutEFVUJEI', 'LB')
('AC22517-2022-11-02-4801','A267-13','erUZX', 'LB')
('AC04652-2022-11-01-4645','A259-1','ewiT', 'LB')
('SL22517-2022-11-01-4638','S194-6','wU', 'UB')
('AC04652-2022-11-01-4647','A259-3','cxFwnXi', 'UB')
('AC04652-2022-11-02-4753','A265-1','bupnofGZ', 'LB')
('AC04652-2022-11-01-4648','A259-4','bbCP', 'UB')
('SL04652-2022-11-02-4583','S191-23','LUietmAChZOsMjR', 'SL')
('AC12058-2022-11-01-4680','A260-18','RIIvnXizNNJwAPZl', 'SU')
('AC04652-2022-11-01-4650','A259-6','gyscCORzMxuyMqj', 'SU')
('SL12058-2022-11-01-4632','S193-24','hWXAyzqS', 'SU')
('AC04652-2022-11-01-4651','A259-7','pGmDeIgMmrBqkZC', 'LB')
('AC04652-2022-11-02-4756','A265-4','FUoSCahzrkkXwz', 'UB')
('AC12058-2022-11-01-4682','A261-2','YNYVSIqUkUuykES', 'LB')
('AC04652-2022-11-02-4757','A265-5','kNeEezDoMeTy', 'SL')
('AC04652-2022-11-01-4654','A259-10','fdNRZKprQ', 'UB')
('SL04652-2022-11-02-4587','S192-3','N', 'UB')
('AC04652-2022-11-01-4656','A259-12','SSHtOgOyIiAFSgIM', 'SU')
('SL12058-2022-11-01-4637','S194-5','QjofKpwl', 'MB')
('SL22517-2022-11-01-4643','S194-11','BAoOvVhmtWeifaKU', 'UB')
('AC22517-2022-11-02-4804','A267-16','ASjntHb', 'UB')
('SL22517-2022-11-02-4771','S199-19','vJzUqEDIztExRuY', 'UB')
('AC22517-2022-11-01-4714','A262-16','qVWbvASdcmu', 'UB')
('SL04652-2022-11-01-4790','S200-14','hHc', 'UB')
('AC22517-2022-11-01-4717','A263-1','ERzEGHn', 'LB')
('AC04652-2022-11-01-4660','A259-16','XtxykCwMqWUg', 'UB')
('SL04652-2022-11-02-4593','S192-9','VyHgMUlS', 'LB')
('SL12058-2022-11-01-4643','S194-11','jNztcH', 'UB')
('AC04652-2022-11-02-4762','A265-10','CyLZpImKARdoOGwO', 'UB')
('AC22517-2022-11-02-4810','A268-4','EAdmBlpHJQgHszKo', 'UB')
('AC22517-2022-11-01-4719','A263-3','Hqj', 'UB')
('AC22517-2022-11-02-4812','A268-6','gtSc', 'SU')
('AC04652-2022-11-01-4662','A259-18','WJkKQT', 'SU')
('AC04652-2022-11-02-4766','A265-14','azrLDPTdAKHi', 'LB')
('AC04652-2022-11-02-4767','A265-15','tyeanJ', 'UB')
('SL22517-2022-11-02-4776','S199-24','piCJHBnlTlRDFm', 'SU')
('AC22517-2022-11-02-4813','A268-7','DWhyndKg', 'LB')
('SL12058-2022-11-01-4647','S194-15','xd', 'SL')
('SL04652-2022-11-01-4793','S200-17','JBQ', 'LB')
('AC04652-2022-11-02-4770','A265-18','PSteMqwhxoBXf', 'SU')
('AC04652-2022-11-01-4667','A260-5','DkiXlUxLesGFGpVz', 'SL')
('AC22517-2022-11-01-4727','A263-11','jchOtrAJ', 'SL')
('SL22517-2022-11-02-4781','S200-5','hAGjnBOSgwd', 'MB')
('SL12058-2022-11-01-4650','S194-18','UIKodidGixihZUr', 'MB')
('AC22517-2022-11-01-4729','A263-13','laMaAwZVVYEHZhY', 'LB')
('SL04652-2022-11-01-4796','S200-20','cpIzKCTJlrZ', 'LB')
('AC22517-2022-11-01-4730','A263-14','aUTKNx', 'LB')
('AC12058-2022-11-01-4698','A261-18','oRyiXJbWYNxflH', 'SU')
('SL22517-2022-11-01-4658','S195-2','tuPgBJGjelWGPmk', 'MB')
('SL12058-2022-11-01-4651','S194-19','eYzabpNptbrSv', 'UB')
('AC22517-2022-11-01-4732','A263-16','VqGkSRKjSN', 'UB')
('AC22517-2022-11-01-4733','A263-17','I', 'SL')
('AC04652-2022-11-02-4774','A266-4','Sh', 'UB')
('AC22517-2022-11-02-4816','A268-10','vaYSF', 'UB')
('AC12058-2022-11-01-4703','A262-5','VSrgHDIKtCML', 'SL')
('SL12058-2022-11-01-4653','S194-21','U', 'MB')
('AC22517-2022-11-01-4736','A264-2','WmtwZ', 'LB')
('AC12058-2022-11-01-4704','A262-6','XIBEwHvenrdEYIiS', 'SU')
('SL04652-2022-11-01-4801','S201-1','qAOusHJ', 'LB')
('SL12058-2022-11-01-4655','S194-23','XRtVjTmAYMYWWzK', 'SL')
('AC04652-2022-11-01-4675','A260-13','zPUtKZgxhULkQKoc', 'LB')
('AC12058-2022-11-01-4707','A262-9','StuHMIyg', 'UB')
('SL04652-2022-11-02-4606','S192-22','NCE', 'UB')
('SL22517-2022-11-02-4790','S200-14','Vw', 'UB')
('AC12058-2022-11-01-4710','A262-12','YMB', 'SU')
('AC12058-2022-11-01-4714','A262-16','WFl', 'UB')
('AC04652-2022-11-01-4678','A260-16','PwhYvZgfMsK', 'UB')
('SL22517-2022-11-01-4666','S195-10','SeVJpFCuScyfMzCC', 'MB')
('AC04652-2022-11-01-4679','A260-17','pomziF', 'SL')
('SL04652-2022-11-02-4614','S193-6','ixPhsfuklFVCN', 'UB')
('SL04652-2022-11-01-4803','S201-3','WkdEOkulZAAErMSR', 'UB')
('SL22517-2022-11-02-4796','S200-20','GkkhMILSWPWWrvL', 'LB')
