('SL12058-2022-11-01-4988','S208-20','ZyEnunWOI', 'LB')
('SL04652-2022-11-02-9735','S406-15','bEB', 'SL')
('AC22517-2022-11-02-9869','A549-5','SJYFLm', 'SL')
('AC12058-2022-11-01-9846','A547-18','fHG', 'SU')
('SL04652-2022-11-01-9733','S406-13','SrEytFUsTRGtI', 'MB')
('SL12058-2022-11-01-9593','S400-17','vrMzSAnrxqdgnS', 'LB')
('SL12058-2022-11-01-9594','S400-18','NLAlGDXZ', 'MB')
('SL04652-2022-11-01-9735','S406-15','FkDoZoFqYId', 'SL')
('SL22517-2022-11-02-9770','S408-2','QiQROqDUhSVIV', 'MB')
('AC22517-2022-11-02-9873','A549-9','MZzrmOIqr', 'UB')
('AC22517-2022-11-01-9845','A547-17','uxbjgeYerpbrBcF', 'SL')
('SL12058-2022-11-01-9601','S401-1','iCwctUCLx', 'LB')
('AC22517-2022-11-01-9852','A548-6','HBvMz', 'SU')
('SL22517-2022-11-02-9787','S408-19','SnGKIDCcEdN', 'UB')
('AC04652-2022-11-02-9873','A549-9','KBVjgEOhExPkrTkI', 'UB')
('AC04652-2022-11-02-9876','A549-12','Oqvz', 'SU')
('AC04652-2022-11-01-10101','A562-3','fnKquSEDjZiVnJKU', 'UB')
('SL22517-2022-11-01-9697','S405-1','YB', 'LB')
('AC22517-2022-11-01-9869','A549-5','UoORkYGkltrIGTVb', 'SL')
('SL22517-2022-11-02-9807','S409-15','urYlJYh', 'SL')
('SL04652-2022-11-01-9775','S408-7','DZFyuRsMIeMGDq', 'SL')
('SL12058-2022-11-01-9636','S402-12','ChINJw', 'LB')
('SL22517-2022-11-02-9812','S409-20','MklrgElnpKrDYr', 'LB')
('SL04652-2022-11-01-9777','S408-9','inBXI', 'LB')
('SL12058-2022-11-01-9639','S402-15','XrkXHiZJPY', 'SL')
('AC04652-2022-11-02-9895','A550-13','FREDzfSPYjdluKc', 'LB')
('SL12058-2022-11-01-9670','S403-22','iFqn', 'UB')
('AC22517-2022-11-02-9954','A553-18','JzsYkzn', 'SU')
('SL12058-2022-11-01-9678','S404-6','UbzNdheNzEgM', 'UB')
('AC04652-2022-11-02-9944','A553-8','gOEXzngqg', 'LB')
('SL04652-2022-11-01-9821','S410-5','dWQvpKxPkOqYWZnL', 'MB')
('SL04652-2022-11-02-9824','S410-8','NeZNldkXfEnexQT', 'SU')
('AC04652-2022-11-02-9946','A553-10','WGluqorqtmor', 'UB')
('SL22517-2022-11-02-9858','S411-18','NgEJodzWpIQEIi', 'MB')
('AC22517-2022-11-01-9928','A552-10','DSqRNaUfkNlB', 'UB')
('AC22517-2022-11-02-9957','A554-3','UxXtgnZwIQbRnGJB', 'UB')
('SL22517-2022-11-02-9860','S411-20','iO', 'LB')
('AC22517-2022-11-02-9958','A554-4','bD', 'UB')
('SL04652-2022-11-02-9830','S410-14','hh', 'UB')
('SL04652-2022-11-02-9831','S410-15','oCEktrYEPZFWy', 'SL')
('AC22517-2022-11-01-9933','A552-15','mOmJY', 'UB')
('SL22517-2022-11-01-9766','S407-22','JKsHPKYiszoBttC', 'UB')
('SL22517-2022-11-01-9767','S407-23','qhFARbeW', 'SL')
('SL12058-2022-11-01-9688','S404-16','IlqTQhhgwPA', 'SU')
('AC04652-2022-11-02-9957','A554-3','cIjNnllVfHJE', 'UB')
('SL04652-2022-11-01-9831','S410-15','cGt', 'SL')
('SL22517-2022-11-01-9770','S408-2','J', 'MB')
('AC22517-2022-11-02-9967','A554-13','XtNMjwTCDOkM', 'LB')
('SL22517-2022-11-02-9873','S412-9','PdkbAYMQFTr', 'LB')
('AC04652-2022-11-02-9958','A554-4','HUrxiIVWMYL', 'UB')
('AC22517-2022-11-02-9971','A554-17','Jo', 'SL')
('AC22517-2022-11-02-9972','A554-18','pEbLbfgoLKgUa', 'SU')
('SL22517-2022-11-01-9777','S408-9','eN', 'LB')
('AC22517-2022-11-01-9942','A553-6','auZ', 'SU')
('SL04652-2022-11-02-9846','S411-6','hbAKeTtjtdGZOs', 'UB')
('AC04652-2022-11-02-9965','A554-11','TERO', 'SL')
('AC12058-2022-11-01-9953','A553-17','wYlRq', 'SL')
('AC04652-2022-11-02-9970','A554-16','hayuIWOKMqN', 'UB')
('AC04652-2022-11-02-9971','A554-17','TJrXNDsfBNOojn', 'SL')
('SL04652-2022-11-02-9896','S413-8','VWHqdGcvSeiJqyf', 'SU')
('AC22517-2022-11-02-10029','A558-3','Wj', 'UB')
('AC04652-2022-11-02-10020','A557-12','qy', 'SU')
('AC22517-2022-11-01-9998','A556-8','LudwtCbN', 'LB')
('AC04652-2022-11-02-10022','A557-14','KNlQ', 'LB')
('AC04652-2022-11-01-10221','A568-15','zuxWHSld', 'UB')
('AC12058-2022-11-01-10013','A557-5','s', 'SL')
('SL04652-2022-11-02-9918','S414-6','OfKhhrhZHfDbAci', 'UB')
('SL12058-2022-11-01-9772','S408-4','lcczqxbifRGky', 'LB')
('SL04652-2022-11-01-9898','S413-10','UsrJyhebrKmJqkpK', 'MB')
('AC22517-2022-11-02-10047','A559-3','Gm', 'UB')
('SL04652-2022-11-01-9906','S413-18','GeFbQdMWrgQgSQof', 'MB')
('SL22517-2022-11-02-9944','S415-8','oLqratwoY', 'SU')
('SL04652-2022-11-01-9909','S413-21','IKilcICk', 'MB')
('SL12058-2022-11-01-9786','S408-18','Xidl', 'MB')
('SL04652-2022-11-01-9941','S415-5','brcqDuNBxFnE', 'MB')
('SL12058-2022-11-01-9824','S410-8','bAQCDm', 'SU')
('SL04652-2022-11-02-9981','S416-21','taBptsRSJhCUC', 'MB')
('SL04652-2022-11-01-9953','S415-17','btUYZ', 'LB')
('SL12058-2022-11-01-9837','S410-21','snINlLzn', 'MB')
('AC04652-2022-11-01-10283','A572-5','mFoaQCTSK', 'SL')
('SL22517-2022-11-02-9993','S417-9','fDdtDwONzp', 'LB')
('AC22517-2022-11-01-10074','A560-12','sxTqiBAgkCnmL', 'SU')
('AC04652-2022-11-02-10089','A561-9','nIqtrOxBic', 'UB')
('SL22517-2022-11-02-9996','S417-12','aCgHKlIwEiRhB', 'LB')
('SL04652-2022-11-01-9974','S416-14','YczDIn', 'UB')
('AC12058-2022-11-01-10118','A563-2','pTOq', 'LB')
('AC12058-2022-11-01-10122','A563-6','bUNagnMVsqf', 'SU')
('SL04652-2022-11-02-10016','S418-8','gMK', 'SU')
('SL12058-2022-11-01-9877','S412-13','cqbnkxeAU', 'MB')
('SL04652-2022-11-02-10037','S419-5','ZoOYIu', 'MB')
('SL12058-2022-11-01-9879','S412-15','EmUR', 'SL')
('SL04652-2022-11-01-10008','S417-24','OwoVLbUuYp', 'SU')
('SL22517-2022-11-01-9930','S414-18','EkSCtlaptM', 'MB')
('AC04652-2022-11-02-10145','A564-11','xHB', 'SL')
('AC04652-2022-11-01-10341','A575-9','r', 'UB')
('AC22517-2022-11-02-10161','A565-9','x', 'UB')
('SL22517-2022-11-01-9933','S414-21','kZJ', 'MB')
('AC22517-2022-11-02-10164','A565-12','DQBfWdzv', 'SU')
('AC12058-2022-11-01-10155','A565-3','EUuodpLOknMzbfj', 'UB')
('SL22517-2022-11-02-10045','S419-13','NArrQzNP', 'MB')
('AC12058-2022-11-01-10157','A565-5','cbYSNSSnzYuH', 'SL')
('AC04652-2022-11-02-10152','A564-18','LBmtpBeRuoAUoal', 'SU')
('SL22517-2022-11-02-10046','S419-14','uzLLIoPKspvCusFx', 'UB')
('SL22517-2022-11-01-9989','S417-5','MVH', 'MB')
('AC12058-2022-11-01-10202','A567-14','RCdOduhixTSyYRKt', 'LB')
('AC22517-2022-11-01-10187','A566-17','wiSfOCJ', 'SL')
('SL04652-2022-11-01-10078','S420-22','UXtdHrvBHDr', 'UB')
('SL12058-2022-11-01-9949','S415-13','EdtMsZMFtTcSiR', 'MB')
('AC22517-2022-11-01-10196','A567-8','v', 'LB')
('SL04652-2022-11-01-10081','S421-1','edlEj', 'LB')
('AC04652-2022-11-01-10411','A579-7','UjagscRwSZNukWhd', 'LB')
('AC04652-2022-11-01-10414','A579-10','xRE', 'UB')
('SL04652-2022-11-01-10088','S421-8','BWSFiyKlfWVpHlHr', 'SU')
('AC04652-2022-11-01-10415','A579-11','QVJEdCLoOY', 'SL')
('SL22517-2022-11-01-10006','S417-22','DQqzZNfOUCdEhcHD', 'UB')
('SL12058-2022-11-01-9958','S415-22','xWpJmIUYG', 'UB')
('SL22517-2022-11-02-10118','S422-14','z', 'UB')
('AC12058-2022-11-01-10225','A569-1','veypzvookKIF', 'LB')
('AC04652-2022-11-01-10429','A580-7','e', 'LB')
('SL22517-2022-11-02-10129','S423-1','VGIouOcA', 'LB')
('AC22517-2022-11-01-10217','A568-11','Os', 'SL')
('SL12058-2022-11-01-9972','S416-12','x', 'LB')
('AC04652-2022-11-02-10243','A570-1','brjOSbBlpilOOjZ', 'LB')
('SL04652-2022-11-02-10141','S423-13','nRmhqc', 'MB')
('SL22517-2022-11-01-10033','S419-1','hdYaQjXEik', 'LB')
('AC22517-2022-11-02-10248','A570-6','kBJhRzyCcYxQZ', 'SU')
('AC04652-2022-11-02-10253','A570-11','m', 'SL')
('SL04652-2022-11-02-10231','S427-7','ihpyVsJZdIdROnc', 'SL')
('SL12058-2022-11-01-10055','S419-23','TrqpGyECrmyciJB', 'SL')
('AC04652-2022-11-02-10325','A574-11','pSDzES', 'SL')
('AC22517-2022-11-01-10294','A572-16','jZqpQlo', 'UB')
('AC12058-2022-11-01-10311','A573-15','ZpqvorjUuVfPfIU', 'UB')
('AC22517-2022-11-01-10299','A573-3','WDlgYV', 'UB')
('AC12058-2022-11-01-10315','A574-1','EUGrhJlzXjdEs', 'LB')
('AC04652-2022-11-02-10333','A575-1','VcenzFSj', 'LB')
('SL04652-2022-11-02-10236','S427-12','TxlxESyRSIvAzbW', 'LB')
('AC12058-2022-11-01-10320','A574-6','zzicfiHBHYr', 'SU')
('AC22517-2022-11-01-10303','A573-7','ie', 'LB')
('SL22517-2022-11-02-10199','S425-23','JyNwGcqej', 'SL')
('SL22517-2022-11-02-10200','S425-24','mwGPrJtylvcdPLJR', 'SU')
('AC12058-2022-11-01-10323','A574-9','LPLMx', 'UB')
('SL04652-2022-11-01-10192','S425-16','cdA', 'SU')
('SL12058-2022-11-01-10061','S420-5','iMeTpHM', 'MB')
('SL04652-2022-11-01-10194','S425-18','EJrplIAGlzLzEJj', 'MB')
('AC04652-2022-11-01-10521','A585-9','C', 'UB')
('SL04652-2022-11-01-10198','S425-22','lFPjpj', 'UB')
('SL22517-2022-11-01-10120','S422-16','JUBwzZYNsDHPq', 'SU')
('AC12058-2022-11-01-10329','A574-15','Fj', 'UB')
('SL04652-2022-11-02-10244','S427-20','jSUXLMqA', 'LB')
('AC04652-2022-11-01-10557','A587-9','st', 'UB')
('AC22517-2022-11-01-10334','A575-2','OJgypoEoNiTzOhh', 'LB')
('AC22517-2022-11-01-10335','A575-3','VBRFMuF', 'UB')
('AC04652-2022-11-02-10358','A576-8','CtxbTZYVh', 'LB')
('SL04652-2022-11-01-10236','S427-12','QOaYzZxCm', 'LB')
('AC22517-2022-11-01-10339','A575-7','AdEzwLZBaDVw', 'LB')
('SL04652-2022-11-02-10272','S428-24','UzaKFvib', 'SU')
('SL04652-2022-11-02-10273','S429-1','sXSxq', 'LB')
('AC04652-2022-11-02-10366','A576-16','gYS', 'UB')
('AC04652-2022-11-01-10569','A588-3','JIzvqYTUzEm', 'UB')
('SL22517-2022-11-02-10257','S428-9','yTWPQCOtGnWJ', 'LB')
('AC22517-2022-11-01-10347','A575-15','a', 'UB')
('AC22517-2022-11-02-10429','A580-7','fCMFqgsf', 'LB')
('SL22517-2022-11-01-10249','S428-1','HCXPWdhXEmhiogq', 'LB')
('SL22517-2022-11-02-10346','S432-2','xHiqLVkhbpX', 'MB')
('AC12058-2022-11-01-10437','A580-15','UYe', 'UB')
('SL04652-2022-11-02-10343','S431-23','oMf', 'SL')
('AC22517-2022-11-02-10431','A580-9','wwG', 'UB')
('AC12058-2022-11-01-10438','A580-16','S', 'UB')
('AC22517-2022-11-02-10432','A580-10','frf', 'UB')
('AC04652-2022-11-01-10630','A591-10','xA', 'UB')
('SL04652-2022-11-02-10344','S431-24','VUbUWpmPvSrZT', 'SU')
('AC22517-2022-11-02-10433','A580-11','VVtUGTiht', 'SL')
('SL22517-2022-11-02-10383','S433-15','TywbLDG', 'SL')
('SL04652-2022-11-02-10376','S433-8','RkNHUJOUQgaH', 'SU')
('SL04652-2022-11-02-10377','S433-9','pwhDcr', 'LB')
('AC04652-2022-11-02-10473','A582-15','LQqSrYwAvDL', 'UB')
('AC12058-2022-11-01-10476','A582-18','KbhXiDuFIvYKkifq', 'SU')
('SL04652-2022-11-01-10355','S432-11','rkOCqS', 'UB')
('AC22517-2022-11-02-10470','A582-12','aqLwhtwGT', 'SU')
('SL04652-2022-11-02-10384','S433-16','crr', 'SU')
('AC12058-2022-11-01-10479','A583-3','hm', 'UB')
('SL04652-2022-11-02-10387','S433-19','diHm', 'UB')
('SL22517-2022-11-01-10293','S429-21','VZtoGwkcogA', 'MB')
('SL04652-2022-11-01-10363','S432-19','XAy', 'UB')
('SL04652-2022-11-02-10392','S433-24','IHyHinqNw', 'SU')
('AC22517-2022-11-01-10459','A582-1','oTAceQGjYTmxmXhc', 'LB')
('AC12058-2022-11-01-10483','A583-7','wLSp', 'LB')
('AC12058-2022-11-01-10484','A583-8','UiFLmdVhl', 'LB')
('AC22517-2022-11-02-10507','A584-13','sSlApb', 'LB')
('AC04652-2022-11-01-10696','A595-4','KcLWO', 'UB')
('SL22517-2022-11-01-10314','S430-18','JNhcZUlJv', 'MB')
('AC22517-2022-11-02-10514','A585-2','tXiApSUKqvYTskES', 'LB')
('AC04652-2022-11-02-10512','A584-18','iWwmjoGRzyR', 'SU')
('SL04652-2022-11-02-10424','S435-8','u', 'SU')
('AC12058-2022-11-01-10508','A584-14','TzGZJGteVwZzDy', 'LB')
('AC22517-2022-11-02-10518','A585-6','JwkzEN', 'SU')
('AC04652-2022-11-01-10702','A595-10','SVTTbYDmrc', 'UB')
('SL22517-2022-11-01-10324','S431-4','ZKVI', 'LB')
('AC04652-2022-11-01-10704','A595-12','uziztUUQCSI', 'SU')
('SL12058-2022-11-01-10273','S429-1','BUdJjPodNB', 'LB')
('AC04652-2022-11-01-10713','A596-3','BAHWRjedtPtWAb', 'UB')
('SL22517-2022-11-02-10454','S436-14','U', 'UB')
('AC04652-2022-11-02-10536','A586-6','qoy', 'SU')
('AC04652-2022-11-01-10715','A596-5','htG', 'SL')
('AC22517-2022-11-02-10540','A586-10','gs', 'UB')
('SL04652-2022-11-02-10445','S436-5','bDvFVTTUiEeKQzHY', 'MB')
('SL22517-2022-11-01-10344','S431-24','yqBkUFiNed', 'SU')
('AC22517-2022-11-02-10544','A586-14','OBiiteETRWRdMOn', 'LB')
('AC22517-2022-11-02-10545','A586-15','RhTWoIVTmMqTGX', 'UB')
('SL04652-2022-11-01-10409','S434-17','m', 'LB')
('SL22517-2022-11-02-10461','S436-21','DGWhzISpkdnajo', 'MB')
('AC04652-2022-11-01-10722','A596-12','XQKrUOAgAy', 'SU')
('AC22517-2022-11-02-10581','A588-15','SMmsv', 'UB')
('AC22517-2022-11-01-10557','A587-9','dyzZOqnUyS', 'UB')
('AC04652-2022-11-01-10751','A598-5','pyytVnefKoJfdy', 'SL')
('AC22517-2022-11-02-10583','A588-17','nQAOyNATlTfOuF', 'SL')
('SL04652-2022-11-02-10492','S438-4','qYEtpZBEEIOUJ', 'LB')
('SL22517-2022-11-02-10496','S438-8','qdJ', 'SU')
('AC04652-2022-11-01-10753','A598-7','QKnYsLN', 'LB')
('AC22517-2022-11-01-10561','A587-13','QcunLUyKtmCtZe', 'LB')
('AC12058-2022-11-01-10566','A587-18','PaRakDyQKcW', 'SU')
('AC04652-2022-11-02-10581','A588-15','tBA', 'UB')
('SL22517-2022-11-02-10498','S438-10','aclpOplsVqmjuo', 'MB')
('AC04652-2022-11-02-10650','A592-12','XY', 'SU')
('AC04652-2022-11-01-10825','A602-7','dZWdROY', 'LB')
('AC04652-2022-11-02-10655','A592-17','DWJqLOAz', 'SL')
('AC22517-2022-11-01-10632','A591-12','rYIcWcQxlFSowy', 'SU')
('SL22517-2022-11-01-10469','S437-5','zuZhsXjIJPImI', 'MB')
('SL12058-2022-11-01-10417','S435-1','TxydBxgM', 'LB')
('AC04652-2022-11-01-10850','A603-14','kL', 'LB')
('AC22517-2022-11-02-10688','A594-14','FrwgZWaPVeoMthmH', 'LB')
('AC12058-2022-11-01-10678','A594-4','oF', 'UB')
('SL22517-2022-11-02-10610','S443-2','W', 'MB')
('SL04652-2022-11-02-10607','S442-23','CFr', 'SL')
('AC22517-2022-11-02-10705','A595-13','fYToKTVIViZghAMB', 'LB')
('AC04652-2022-11-01-10870','A604-16','efPuKUDGhvQxosIo', 'UB')
('SL12058-2022-11-01-10458','S436-18','mspe', 'MB')
('AC04652-2022-11-01-10871','A604-17','STCISSpqVHiqtZGG', 'SL')
('AC04652-2022-11-01-10874','A605-2','uQzW', 'LB')
('SL04652-2022-11-01-10573','S441-13','VNTkxVEbLI', 'MB')
('AC12058-2022-11-01-10689','A594-15','GMYAfERpuhzw', 'UB')
('AC04652-2022-11-01-10879','A605-7','vygo', 'LB')
('AC22517-2022-11-02-10712','A596-2','sJ', 'LB')
('SL04652-2022-11-02-10617','S443-9','kFvOjl', 'LB')
('SL12058-2022-11-01-10482','S437-18','xBCtRwwcPIfr', 'MB')
('AC22517-2022-11-01-10708','A595-16','nJYOVgmKZr', 'UB')
('SL12058-2022-11-01-10485','S437-21','uomI', 'MB')
('SL12058-2022-11-01-10486','S437-22','RkPRyHEiFBw', 'UB')
('AC22517-2022-11-02-10740','A597-12','ZPvnv', 'SU')
('AC12058-2022-11-01-10728','A596-18','HWZeRnkVGENZaTZ', 'SU')
('SL04652-2022-11-02-10647','S444-15','jKTBNG', 'SL')
('SL22517-2022-11-01-10548','S440-12','AcqViupIPJNXIcBo', 'LB')
('SL22517-2022-11-02-10652','S444-20','sRIqey', 'LB')
('AC04652-2022-11-02-10741','A597-13','yCChrfojBJTiz', 'LB')
('AC22517-2022-11-02-10754','A598-8','wKBX', 'LB')
('SL22517-2022-11-02-10667','S445-11','wmJfKYYuHcTLc', 'UB')
('SL22517-2022-11-02-10671','S445-15','YMjxaRcUmHSZyR', 'SL')
('AC22517-2022-11-02-10766','A599-2','zFzZzWOnaIpWy', 'LB')
('SL12058-2022-11-01-10515','S439-3','eVtUMAhjjZZivW', 'UB')
('SL12058-2022-11-01-10516','S439-4','AFZLDBilC', 'LB')
('AC22517-2022-11-01-10740','A597-12','FCZyseou', 'SU')
('AC22517-2022-11-02-10769','A599-5','iCW', 'SL')
('SL04652-2022-11-02-10679','S445-23','EVdaQZ', 'SL')
('SL22517-2022-11-01-10581','S441-21','VgLie', 'MB')
('AC04652-2022-11-01-10930','A608-4','YTDWyyroFkRIahd', 'UB')
('SL22517-2022-11-01-10586','S442-2','NzVN', 'MB')
('SL12058-2022-11-01-10575','S441-15','p', 'SL')
('AC22517-2022-11-02-10830','A602-12','EeaooRlJIf', 'SU')
('SL22517-2022-11-01-10636','S444-4','txkW', 'LB')
('AC12058-2022-11-01-10822','A602-4','sznsljQ', 'UB')
('AC12058-2022-11-01-10823','A602-5','WzGvzpubjKsiVu', 'SL')
('AC22517-2022-11-02-10835','A602-17','yw', 'SL')
('SL04652-2022-11-02-10747','S448-19','fTodyq', 'UB')
('SL22517-2022-11-01-10659','S445-3','zcMpvB', 'UB')
('AC22517-2022-11-01-10839','A603-3','XnWfofZgXpP', 'UB')
('SL04652-2022-11-01-10739','S448-11','siMOLY', 'UB')
('AC22517-2022-11-02-10881','A605-9','FUhDPSfkLQnPql', 'UB')
('AC22517-2022-11-01-10856','A604-2','ubKgzYstpbsBCD', 'LB')
('SL22517-2022-11-02-10765','S449-13','APmJAS', 'MB')
('AC12058-2022-11-01-10863','A604-9','SjWNC', 'UB')
('SL22517-2022-11-02-10770','S449-18','lVeGsMOYhrYHsY', 'MB')
('SL04652-2022-11-02-10791','S450-15','wUbKA', 'SL')
('SL04652-2022-11-02-10834','S452-10','DNcTXBYdvbmwXp', 'MB')
('SL04652-2022-11-02-10835','S452-11','PgCbQNKlYXQ', 'UB')
('SL04652-2022-11-01-10804','S451-4','rbGp', 'LB')
('SL22517-2022-11-01-10861','S453-13','AWvXuedbnefX', 'MB')
('AC12058-2022-11-01-11070','A615-18','sOjuGoPIfg', 'SU')
('SL04652-2022-11-01-10992','S458-24','EWlIAMjWQkCIX', 'SU')
('AC04652-2022-11-01-11245','A625-13','Fsud', 'LB')
('AC22517-2022-11-01-11119','A618-13','cbEFAqKUYg', 'LB')
('AC12058-2022-11-01-11126','A619-2','xKLwKrOMG', 'LB')
('SL04652-2022-11-02-11037','S460-21','BCuxkSGTSrloIi', 'MB')
('AC12058-2022-11-01-11132','A619-8','rnYOraQO', 'LB')
('SL04652-2022-11-02-11041','S461-1','owmikgZLSr', 'LB')
('SL22517-2022-11-02-11016','S459-24','vYFe', 'SU')
('AC04652-2022-11-02-11127','A619-3','G', 'UB')
('SL22517-2022-11-01-10935','S456-15','sUmcMVqPzFcp', 'SL')
('AC22517-2022-11-01-11130','A619-6','gnoUPVpIhZ', 'SU')
('AC22517-2022-11-01-11131','A619-7','inthkJU', 'LB')
('AC04652-2022-11-02-11173','A621-13','hYgMgKewxjjXkfct', 'LB')
('AC04652-2022-11-01-11355','A631-15','ZLs', 'UB')
('AC12058-2022-11-01-11216','A624-2','kqmPbYERpsyGpzTr', 'LB')
('AC04652-2022-11-02-11223','A624-9','xjtXypInqjmM', 'UB')
('AC12058-2022-11-01-11224','A624-10','eAjTBkpceLFDzDFG', 'UB')
('AC22517-2022-11-02-11176','A621-16','xaK', 'UB')
('SL22517-2022-11-01-11020','S460-4','zYcgEvWMrozTuorF', 'LB')
('AC04652-2022-11-02-11230','A624-16','XVxWEOokFbIR', 'UB')
('AC12058-2022-11-01-11234','A625-2','TfosGrthNA', 'LB')
('SL22517-2022-11-01-11023','S460-7','nWUoLIMGamPez', 'SL')
('SL04652-2022-11-01-11103','S463-15','xNAqITZQwcyOL', 'SL')
('AC22517-2022-11-01-11205','A623-9','UMFItCq', 'UB')
('AC12058-2022-11-01-11254','A626-4','hdzMpMlO', 'UB')
('AC12058-2022-11-01-11255','A626-5','HLuTyVeBAjkI', 'SL')
('AC22517-2022-11-02-11206','A623-10','YguAdcBLY', 'UB')
('AC22517-2022-11-02-11209','A623-13','leOl', 'LB')
('SL12058-2022-11-01-11017','S460-1','DBGHCrIuLGXfcdhB', 'LB')
('SL12058-2022-11-01-11018','S460-2','b', 'MB')
('AC22517-2022-11-01-11232','A624-18','SpeMKvzWWCMnrxNY', 'SU')
('SL22517-2022-11-01-11144','S465-8','onfix', 'SU')
('SL04652-2022-11-02-11229','S468-21','JfAIRTRGfPvFdzWB', 'MB')
('AC04652-2022-11-01-11504','A640-2','uWjCNeo', 'LB')
('SL22517-2022-11-02-11229','S468-21','NFgBfNSfoufM', 'MB')
('SL04652-2022-11-01-11216','S468-8','a', 'SU')
('AC04652-2022-11-01-11508','A640-6','iqVzle', 'SU')
('SL12058-2022-11-01-11104','S463-16','Kw', 'SU')
('SL22517-2022-11-02-11237','S469-5','ECyWCFiCxa', 'MB')
('AC22517-2022-11-01-11337','A630-15','uGM', 'UB')
('SL12058-2022-11-01-11107','S463-19','lC', 'UB')
('SL12058-2022-11-01-11108','S463-20','tKIxYi', 'LB')
('SL22517-2022-11-02-11239','S469-7','wlIqn', 'SL')
('AC22517-2022-11-01-11342','A631-2','NbtTpEhRiq', 'LB')
('AC04652-2022-11-02-11354','A631-14','xiKXXMrp', 'LB')
('SL12058-2022-11-01-11110','S463-22','sNJINfuKmN', 'UB')
('AC22517-2022-11-02-11324','A630-2','MGPBkC', 'LB')
('SL22517-2022-11-02-11242','S469-10','KhjEWLRhiDG', 'MB')
('SL04652-2022-11-01-11230','S468-22','uoO', 'UB')
('AC22517-2022-11-01-11346','A631-6','qUXejb', 'SU')
('SL12058-2022-11-01-11112','S463-24','I', 'SU')
('AC22517-2022-11-02-11329','A630-7','rovIXzAg', 'LB')
('SL12058-2022-11-01-11116','S464-4','GVIXkFcpDujgZTcf', 'LB')
('SL04652-2022-11-01-11243','S469-11','Y', 'UB')
('SL22517-2022-11-02-11257','S470-1','iHgfFwEGquM', 'LB')
('SL12058-2022-11-01-11131','S464-19','wuicJXedfXG', 'UB')
('SL12058-2022-11-01-11132','S464-20','LJCgB', 'LB')
('AC04652-2022-11-02-11399','A634-5','hQZuCjAeyvNl', 'SL')
('AC22517-2022-11-02-11362','A632-4','uZTdefI', 'UB')
('SL22517-2022-11-01-11207','S467-23','wbDEbwXQn', 'SL')
('AC22517-2022-11-02-11365','A632-7','qecFcsjeoaHLMR', 'LB')
('SL04652-2022-11-01-11275','S470-19','OSsxVtcLdY', 'UB')
('AC04652-2022-11-01-11564','A643-8','WCMxfJOnq', 'LB')
('SL22517-2022-11-02-11285','S471-5','GG', 'MB')
('AC22517-2022-11-01-11391','A633-15','jIVtWXgCLUVD', 'UB')
('AC22517-2022-11-01-11392','A633-16','SfSg', 'UB')
('AC22517-2022-11-01-11393','A633-17','sCo', 'SL')
('AC22517-2022-11-01-11395','A634-1','qoveSEoWobJ', 'LB')
('SL04652-2022-11-01-11304','S471-24','lerb', 'SU')
('AC22517-2022-11-02-11400','A634-6','IDVjMJtNdmenAje', 'SU')
('SL04652-2022-11-02-11309','S472-5','Qtk', 'MB')
('AC04652-2022-11-01-11592','A644-18','qlGj', 'SU')
('SL04652-2022-11-01-11308','S472-4','LLqcXurFa', 'LB')
('AC04652-2022-11-01-11593','A645-1','nBymFtQoucc', 'LB')
('AC04652-2022-11-02-11430','A635-18','Uys', 'SU')
('AC12058-2022-11-01-11427','A635-15','UXyhpt', 'UB')
('SL12058-2022-11-01-11190','S467-6','YGBf', 'UB')
('SL22517-2022-11-01-11253','S469-21','dWZKBfHTGOpP', 'MB')
('AC22517-2022-11-01-11436','A636-6','xOMWkvLCVNjnkpPw', 'SU')
('SL04652-2022-11-01-11322','S472-18','AuNbUPKtHe', 'MB')
('SL22517-2022-11-02-11334','S473-6','CFycirIxilDOKkp', 'UB')
('AC04652-2022-11-01-11614','A646-4','zQcfayvf', 'UB')
('AC04652-2022-11-02-11450','A637-2','HuoNBHzSafVRJ', 'LB')
('AC04652-2022-11-01-11618','A646-8','HJBPyjv', 'LB')
('SL22517-2022-11-02-11343','S473-15','ktOzWTiZNrrsXRTu', 'SL')
('AC12058-2022-11-01-11452','A637-4','QbZPWsjd', 'UB')
('SL12058-2022-11-01-11216','S468-8','ucWZYuzcI', 'SU')
('SL12058-2022-11-01-11223','S468-15','m', 'SL')
('AC04652-2022-11-02-11460','A637-12','rbzgunTKcY', 'SU')
('AC12058-2022-11-01-11464','A637-16','TWkDFOQRvhHzc', 'UB')
('AC22517-2022-11-02-11455','A637-7','vNepKs', 'LB')
('SL22517-2022-11-02-11361','S474-9','gVvUof', 'LB')
('AC22517-2022-11-01-11478','A638-12','qujlsVoHOn', 'SU')
('SL22517-2022-11-01-11294','S471-14','ghwn', 'UB')
('AC12058-2022-11-01-11483','A638-17','XofeRMr', 'SL')
('SL22517-2022-11-02-11380','S475-4','TYhNuLpvY', 'LB')
('AC04652-2022-11-01-11651','A648-5','cC', 'SL')
('AC12058-2022-11-01-11486','A639-2','WAUQbl', 'LB')
('SL22517-2022-11-01-11311','S472-7','dcLAQtkpIaRTV', 'SL')
('AC22517-2022-11-02-11480','A638-14','JvWCscIoCNpk', 'LB')
