('SL04652-2022-11-02-11','S1-11','Cfih', 'UB')
('AC04652-2022-11-01-6759','A376-9','XG', 'UB')
('SL04652-2022-11-02-6770','S283-2','mOVf', 'MB')
('AC22517-2022-11-02-6801','A378-15','TNR', 'UB')
('SL04652-2022-11-02-6775','S283-7','RNNzwnOxdRunp', 'SL')
('AC04652-2022-11-01-6769','A377-1','WYhltEnaHqzXqhW', 'LB')
('AC22517-2022-11-02-6809','A379-5','oZRulLyaDoa', 'SL')
('AC22517-2022-11-02-6810','A379-6','JpGQKUtAUaeHC', 'SU')
('SL04652-2022-11-01-6691','S279-19','bkKzJcoJi', 'UB')
('SL22517-2022-11-02-6765','S282-21','YV', 'MB')
('AC12058-2022-11-01-6770','A377-2','MfXFFzHtgraDjCy', 'LB')
('AC04652-2022-11-01-6776','A377-8','fb', 'LB')
('SL12058-2022-11-01-6704','S280-8','esqwWHoMUx', 'SU')
('AC04652-2022-11-01-6782','A377-14','UrC', 'LB')
('AC22517-2022-11-02-6815','A379-11','WivnLRzKvotmGd', 'SL')
('SL22517-2022-11-02-6775','S283-7','vTvulnNCftkYSSN', 'SL')
('SL04652-2022-11-01-6700','S280-4','JvbwhgAEsmleDnj', 'LB')
('AC12058-2022-11-01-6781','A377-13','xHbtrBssJEqhGQB', 'LB')
('SL22517-2022-11-02-6778','S283-10','xFKMpBomcR', 'MB')
('SL22517-2022-11-01-6694','S279-22','VmIBpqAWgBTa', 'UB')
('AC04652-2022-11-01-6795','A378-9','uGzelzJPE', 'UB')
('SL04652-2022-11-02-6801','S284-9','BFAkFYtEH', 'LB')
('SL12058-2022-11-01-6759','S282-15','ETJCtTh', 'SL')
('AC22517-2022-11-01-6674','A371-14','gnBZqqzUcWYfW', 'LB')
('SL04652-2022-11-02-6851','S286-11','tRhubhUXOw', 'UB')
('AC04652-2022-11-02-6755','A376-5','KOYVzLUKDJEho', 'SL')
('AC22517-2022-11-01-6678','A371-18','vXfZUaIVzQ', 'SU')
('AC22517-2022-11-01-6679','A372-1','dZ', 'LB')
('AC12058-2022-11-01-6829','A380-7','RxDsD', 'LB')
('SL04652-2022-11-02-6866','S287-2','BwEWbby', 'MB')
('AC22517-2022-11-01-6682','A372-4','Pssdmlw', 'UB')
('AC12058-2022-11-01-6840','A380-18','cp', 'SU')
('AC22517-2022-11-01-6685','A372-7','lO', 'LB')
('SL04652-2022-11-01-6756','S282-12','L', 'LB')
('AC04652-2022-11-01-6856','A381-16','EypEOlKm', 'UB')
('SL04652-2022-11-01-6780','S283-12','KJFSHGt', 'LB')
('AC22517-2022-11-02-6916','A385-4','FmsKrdY', 'UB')
('SL22517-2022-11-02-6909','S288-21','pvALyGQhQxnM', 'MB')
('SL04652-2022-11-02-6915','S289-3','MvIwiLfRT', 'UB')
('AC22517-2022-11-01-6761','A376-11','rmIisvAcBx', 'SL')
('AC22517-2022-11-02-6952','A387-4','Kp', 'UB')
('AC12058-2022-11-01-6916','A385-4','ckBSWvP', 'UB')
('SL04652-2022-11-01-6844','S286-4','Ig', 'LB')
('SL22517-2022-11-01-6826','S285-10','cwNxjzN', 'MB')
('AC04652-2022-11-02-6837','A380-15','LClsvohacfLX', 'UB')
('SL22517-2022-11-02-6944','S290-8','vpfKdwa', 'SU')
('SL12058-2022-11-01-6852','S286-12','fsJljsu', 'LB')
('SL04652-2022-11-02-6960','S290-24','GagPoDMRjHHpOxdC', 'SU')
('SL22517-2022-11-02-6954','S290-18','GmJH', 'MB')
('SL12058-2022-11-01-6864','S286-24','e', 'SU')
('AC22517-2022-11-01-6812','A379-8','xAkzpXsUUtVACxlW', 'LB')
('AC22517-2022-11-01-6813','A379-9','rFqOhyPQEAtXUfFT', 'UB')
('SL12058-2022-11-01-6870','S287-6','UTbxaGMqccsR', 'UB')
('SL04652-2022-11-01-6874','S287-10','VaGJdMtFF', 'MB')
('AC22517-2022-11-02-6990','A389-6','T', 'SU')
('SL22517-2022-11-01-6847','S286-7','nBbaCcSCkeO', 'SL')
('AC12058-2022-11-01-6954','A387-6','BipjFsc', 'SU')
('SL04652-2022-11-01-6875','S287-11','CHDd', 'UB')
('SL12058-2022-11-01-6876','S287-12','bBpdEgpRURCgL', 'LB')
('SL12058-2022-11-01-6877','S287-13','gee', 'MB')
('SL12058-2022-11-01-6878','S287-14','oDODw', 'UB')
('AC22517-2022-11-02-7025','A391-5','eXhHIQEdGns', 'SL')
('SL22517-2022-11-01-6876','S287-12','gTyngDDO', 'LB')
('SL04652-2022-11-01-6899','S288-11','SrVFvFXTn', 'UB')
('SL22517-2022-11-02-7001','S292-17','fhWjKSXoDVtSYm', 'LB')
('AC22517-2022-11-02-7031','A391-11','oUUZPZwNMuaP', 'SL')
('AC22517-2022-11-01-6863','A382-5','kTvrglL', 'SL')
('SL22517-2022-11-01-6881','S287-17','YuPRnANbmdH', 'LB')
('SL22517-2022-11-02-7006','S292-22','LLUu', 'UB')
('AC22517-2022-11-01-6872','A382-14','HsNgMju', 'LB')
('SL22517-2022-11-01-6893','S288-5','ZTlzjSMqfVcIZgJY', 'MB')
('AC04652-2022-11-01-7006','A390-4','aWvncvQkLuxUFe', 'UB')
('SL04652-2022-11-01-6913','S289-1','IbymPpLo', 'LB')
('SL04652-2022-11-01-6914','S289-2','YtkMvjpoRO', 'MB')
('AC22517-2022-11-02-7047','A392-9','DRgeTnUGHfXTWP', 'UB')
('SL22517-2022-11-02-7022','S293-14','SBmpvQyHqYFas', 'UB')
('SL04652-2022-11-01-6923','S289-11','uAhQlSkI', 'UB')
('SL22517-2022-11-02-7030','S293-22','giUzeGSHnMN', 'UB')
('AC12058-2022-11-01-7017','A390-15','LZZfc', 'UB')
('SL22517-2022-11-02-7033','S294-1','rKUFV', 'LB')
('SL04652-2022-11-02-7036','S294-4','RhwGZJazfyG', 'LB')
('SL22517-2022-11-02-7034','S294-2','IMMnQ', 'MB')
('SL22517-2022-11-02-7035','S294-3','JojJckfBh', 'UB')
('AC22517-2022-11-01-6891','A383-15','s', 'UB')
('SL12058-2022-11-01-6943','S290-7','vmZShFek', 'SL')
('AC04652-2022-11-01-7026','A391-6','go', 'SU')
('SL04652-2022-11-02-7041','S294-9','XgK', 'LB')
('SL22517-2022-11-02-7041','S294-9','bloDYPfa', 'LB')
('AC22517-2022-11-01-6895','A384-1','VipcLUgfJy', 'LB')
('AC22517-2022-11-01-6897','A384-3','aaVwVQheo', 'UB')
('SL04652-2022-11-02-7046','S294-14','AnSCVxCmPjE', 'UB')
('AC22517-2022-11-02-7072','A393-16','ocoFoTQUKdxzmKCR', 'UB')
('SL12058-2022-11-01-6951','S290-15','Yeet', 'SL')
('SL04652-2022-11-02-7051','S294-19','vgDZjbiIzakKAgq', 'UB')
('SL22517-2022-11-02-7049','S294-17','rq', 'LB')
('SL22517-2022-11-01-6921','S289-9','HV', 'LB')
('SL22517-2022-11-01-6923','S289-11','oOyjBUUggNhTcD', 'UB')
('AC04652-2022-11-02-6931','A386-1','PcymLsyQu', 'LB')
('SL22517-2022-11-02-7053','S294-21','dsZRVjdeFtrFae', 'MB')
('SL04652-2022-11-01-6954','S290-18','Y', 'MB')
('AC22517-2022-11-01-6912','A384-18','FdSuZl', 'SU')
('AC22517-2022-11-01-6913','A385-1','ZiVutepQpTLd', 'LB')
('AC22517-2022-11-02-7083','A394-9','y', 'UB')
('SL12058-2022-11-01-6968','S291-8','EWHayRyeAjVcR', 'SU')
('SL12058-2022-11-01-6969','S291-9','ocYT', 'LB')
('AC04652-2022-11-02-6942','A386-12','xNiUCwjKbNWJlS', 'SU')
('AC22517-2022-11-01-6921','A385-9','frAoGIPByX', 'UB')
('SL22517-2022-11-01-6934','S289-22','KBJVVEhtVltAlen', 'UB')
('SL04652-2022-11-02-7064','S295-8','seFHJBQdygM', 'SU')
('AC12058-2022-11-01-7045','A392-7','LSFIGmgRcF', 'LB')
('SL04652-2022-11-02-7069','S295-13','XeJpeFTcm', 'MB')
('SL22517-2022-11-01-6941','S290-5','oknrC', 'MB')
('AC04652-2022-11-01-7052','A392-14','S', 'LB')
('SL04652-2022-11-01-6969','S291-9','aFlfhkE', 'LB')
('SL04652-2022-11-02-7073','S295-17','OA', 'LB')
('SL04652-2022-11-01-6971','S291-11','MKnIhEIdNWGQe', 'UB')
('SL12058-2022-11-01-6978','S291-18','fszOf', 'MB')
('SL22517-2022-11-02-7068','S295-12','QHLvpAYrK', 'LB')
('SL04652-2022-11-02-7076','S295-20','Py', 'LB')
('SL12058-2022-11-01-6982','S291-22','bcnfeX', 'UB')
('AC12058-2022-11-01-7050','A392-12','wlfDgYvbiI', 'SU')
('SL22517-2022-11-02-7073','S295-17','ogdscUxOmtIpPHnM', 'LB')
('AC12058-2022-11-01-7054','A392-16','uLfk', 'UB')
('AC04652-2022-11-01-7061','A393-5','rHu', 'SL')
('AC22517-2022-11-02-7115','A396-5','w', 'SL')
('AC04652-2022-11-01-7067','A393-11','ToyoaLbgP', 'SL')
('SL12058-2022-11-01-6997','S292-13','x', 'MB')
('AC04652-2022-11-01-7070','A393-14','OlVTqBep', 'LB')
('SL22517-2022-11-02-7080','S295-24','ZrW', 'SU')
('SL04652-2022-11-02-7093','S296-13','bto', 'MB')
('SL22517-2022-11-01-6960','S290-24','ZDmMLsVmpvoLl', 'SU')
('SL22517-2022-11-01-6963','S291-3','qtLyWnJOONTdcI', 'UB')
('AC22517-2022-11-02-7129','A397-1','UtLPLTdhGInqFV', 'LB')
('AC04652-2022-11-02-6965','A387-17','Y', 'SL')
('SL04652-2022-11-02-7099','S296-19','PqfbbYGGdDQ', 'UB')
('SL22517-2022-11-01-6968','S291-8','qEpREVfTVI', 'SU')
('SL04652-2022-11-02-7101','S296-21','uHJTQWx', 'MB')
('AC12058-2022-11-01-7075','A394-1','ZISBlWDGnHoSIb', 'LB')
('SL04652-2022-11-02-7103','S296-23','iUmERGHELRIdsRe', 'SL')
('AC04652-2022-11-02-6977','A388-11','tNjJzKc', 'SL')
('AC04652-2022-11-02-6978','A388-12','Igh', 'SU')
('AC12058-2022-11-01-7082','A394-8','HaMPFHaYfAOna', 'LB')
('SL22517-2022-11-01-6974','S291-14','cBsBWvJ', 'UB')
('AC22517-2022-11-01-6961','A387-13','bJv', 'LB')
('SL04652-2022-11-02-7112','S297-8','gXBUpE', 'SU')
('AC22517-2022-11-02-7140','A397-12','rpOdVOmjGeX', 'SU')
('AC22517-2022-11-02-7141','A397-13','PhjuaUYKVDbJp', 'LB')
('AC04652-2022-11-02-6986','A389-2','hRUaAvSpfZIYzcAW', 'LB')
('SL22517-2022-11-02-7103','S296-23','dOAcxqqnlXM', 'SL')
('SL04652-2022-11-01-7016','S293-8','mwC', 'SU')
('SL12058-2022-11-01-7026','S293-18','AuWCHflGabKgFy', 'MB')
('AC12058-2022-11-01-7091','A394-17','vrbSmDkTx', 'SL')
('SL22517-2022-11-01-6981','S291-21','LJdldaX', 'MB')
('SL12058-2022-11-01-7029','S293-21','C', 'MB')
('AC04652-2022-11-01-7095','A395-3','PgORAATJzuTFFqz', 'UB')
('AC04652-2022-11-01-7097','A395-5','qMVDclRCYyd', 'SL')
('AC22517-2022-11-02-7154','A398-8','oCpjXBtuhxLkZvf', 'LB')
('SL22517-2022-11-01-6986','S292-2','koZwPwK', 'MB')
('AC22517-2022-11-02-7158','A398-12','Gr', 'SU')
('AC04652-2022-11-01-7102','A395-10','SNlcnVdzSEnrWIx', 'UB')
('AC22517-2022-11-02-7160','A398-14','JDZdWbwMikjdyn', 'LB')
('SL12058-2022-11-01-7040','S294-8','ejoTKUQFc', 'SU')
('AC22517-2022-11-02-7162','A398-16','RUV', 'UB')
('SL12058-2022-11-01-7044','S294-12','fToEZnAGCIuz', 'LB')
('SL22517-2022-11-02-7117','S297-13','bDEmuQLdxPuZIsZd', 'MB')
('AC22517-2022-11-02-7164','A398-18','mKjjiIXhcumJUZEL', 'SU')
('SL04652-2022-11-02-7131','S298-3','Igrms', 'UB')
('AC12058-2022-11-01-7103','A395-11','SATUvTOAxuUI', 'SL')
('SL04652-2022-11-01-7039','S294-7','ORSlFYwv', 'SL')
('SL22517-2022-11-02-7122','S297-18','MoUV', 'MB')
('SL04652-2022-11-02-7137','S298-9','HajeD', 'LB')
('SL04652-2022-11-02-7138','S298-10','qpHxQupBj', 'MB')
('SL04652-2022-11-02-7139','S298-11','WnX', 'UB')
('AC22517-2022-11-02-7174','A399-10','AedeaDcIeDk', 'UB')
('SL04652-2022-11-02-7144','S298-16','iXRcbiKmulFJTSn', 'SU')
('AC22517-2022-11-01-6995','A389-11','wgBiSosTHjk', 'SL')
('SL22517-2022-11-02-7142','S298-14','UKpG', 'UB')
('AC04652-2022-11-02-7033','A391-13','FkAI', 'LB')
('AC12058-2022-11-01-7120','A396-10','xBnOSh', 'UB')
('SL04652-2022-11-01-7059','S295-3','MSQWBzbUa', 'UB')
('SL12058-2022-11-01-7071','S295-15','whBhWEoOcuf', 'SL')
('SL22517-2022-11-02-7147','S298-19','qNH', 'UB')
('AC22517-2022-11-02-7192','A400-10','RPzoTypXcwbD', 'UB')
('SL04652-2022-11-02-7158','S299-6','qsajl', 'UB')
('SL22517-2022-11-01-7015','S293-7','ozLTrHKTXvA', 'SL')
('AC22517-2022-11-01-7006','A390-4','vgrOqWYkXXB', 'UB')
('AC04652-2022-11-01-7139','A397-11','UxPFArnoohwpvifE', 'SL')
('SL04652-2022-11-02-7160','S299-8','AmYMenGj', 'SU')
('SL04652-2022-11-01-7066','S295-10','VtpPBMBZFUITGEA', 'MB')
('AC04652-2022-11-01-7142','A397-14','iXDoylaHhaOwe', 'LB')
('SL12058-2022-11-01-7077','S295-21','d', 'MB')
('SL12058-2022-11-01-7078','S295-22','vQfg', 'UB')
('AC22517-2022-11-01-7013','A390-11','vYdeSjeMVdXssx', 'SL')
('SL12058-2022-11-01-7081','S296-1','OHHGIOEUdfjNom', 'LB')
('AC22517-2022-11-01-7015','A390-13','tvWqCAjBuJEwC', 'LB')
('SL12058-2022-11-01-7083','S296-3','itVdh', 'UB')
('SL04652-2022-11-02-7165','S299-13','DmNxd', 'MB')
('AC22517-2022-11-02-7202','A401-2','i', 'LB')
('AC04652-2022-11-02-7046','A392-8','zvPGTjFtnjO', 'LB')
('AC12058-2022-11-01-7130','A397-2','iiR', 'LB')
('AC04652-2022-11-02-7047','A392-9','BLhFkEEm', 'UB')
('SL22517-2022-11-01-7030','S293-22','fdLxdb', 'UB')
('SL22517-2022-11-02-7166','S299-14','MDc', 'UB')
('SL12058-2022-11-01-7090','S296-10','gjswgQYuyPHR', 'MB')
('SL12058-2022-11-01-7093','S296-13','OOYYqbwCeKNx', 'MB')
('SL12058-2022-11-01-7094','S296-14','yGspjvdIzHIo', 'UB')
('AC22517-2022-11-01-7024','A391-4','MQub', 'UB')
('AC22517-2022-11-02-7212','A401-12','JE', 'SU')
('AC04652-2022-11-01-7156','A398-10','fDPXCwTZXYXWbs', 'UB')
('AC22517-2022-11-02-7215','A401-15','tVjA', 'UB')
('SL04652-2022-11-02-7178','S300-2','oTKEVEno', 'MB')
('SL04652-2022-11-01-7084','S296-4','ZcfzCCDRWmUGhuen', 'LB')
('SL22517-2022-11-02-7173','S299-21','SFjtBpAaIwGs', 'MB')
('SL22517-2022-11-01-7051','S294-19','g', 'UB')
('SL12058-2022-11-01-7109','S297-5','grt', 'MB')
('AC04652-2022-11-02-7062','A393-6','DQEHRnprIZKk', 'SU')
('AC22517-2022-11-02-7230','A402-12','fwQaWPustfxT', 'SU')
('SL04652-2022-11-01-7091','S296-11','vQJfNsO', 'UB')
('AC22517-2022-11-02-7231','A402-13','M', 'LB')
('SL04652-2022-11-02-7187','S300-11','sxdNu', 'UB')
('AC12058-2022-11-01-7167','A399-3','hIORCBCccnahQbyn', 'UB')
('SL22517-2022-11-01-7056','S294-24','lNNubtNSOb', 'SU')
('SL22517-2022-11-02-7191','S300-15','HkVqCh', 'SL')
('SL04652-2022-11-01-7100','S296-20','jPluIWvzHjcAZmg', 'LB')
('AC04652-2022-11-02-7077','A394-3','XOMRZcxxKeIYBi', 'UB')
('SL22517-2022-11-02-7195','S300-19','arjwVi', 'UB')
('SL04652-2022-11-01-7105','S297-1','DnIYKFnCrcIyCLky', 'LB')
('AC22517-2022-11-01-7047','A392-9','MH', 'UB')
('SL22517-2022-11-01-7067','S295-11','mkmrXkFaSM', 'UB')
('SL12058-2022-11-01-7128','S297-24','XskZh', 'SU')
('AC04652-2022-11-01-7177','A399-13','dWfBbjlPcVFOvhb', 'LB')
('AC12058-2022-11-01-7177','A399-13','vGL', 'LB')
('AC22517-2022-11-02-7248','A403-12','djwNWQrFCBhMS', 'SU')
('AC04652-2022-11-02-7080','A394-6','PNpL', 'SU')
('AC12058-2022-11-01-7181','A399-17','tGyOug', 'SL')
('AC12058-2022-11-01-7186','A400-4','jArDWzhuQ', 'UB')
('SL04652-2022-11-01-7113','S297-9','HhNzNv', 'LB')
('AC22517-2022-11-02-7252','A403-16','pHFkTVVB', 'UB')
('AC12058-2022-11-01-7190','A400-8','vmp', 'LB')
('SL22517-2022-11-01-7083','S296-3','HgWyu', 'UB')
('SL04652-2022-11-01-7114','S297-10','wvdSxiXJbXswpaKH', 'MB')
('SL22517-2022-11-02-7203','S301-3','mpvJjfo', 'UB')
('AC22517-2022-11-02-7257','A404-3','G', 'UB')
('SL12058-2022-11-01-7142','S298-14','rVIyFtkoVKLqoV', 'UB')
('AC22517-2022-11-01-7061','A393-5','BZFxTmIjoUHJNLYy', 'SL')
('AC04652-2022-11-01-7196','A400-14','CLiEqORFhTMwiP', 'LB')
('SL22517-2022-11-01-7102','S296-22','XEzaLMPJWpcKqhg', 'UB')
('SL12058-2022-11-01-7158','S299-6','ZvnaDR', 'UB')
('AC22517-2022-11-02-7275','A405-3','timxOtcm', 'UB')
('AC22517-2022-11-01-7079','A394-5','ehnfDocHKCl', 'SL')
('AC12058-2022-11-01-7209','A401-9','giGt', 'UB')
('AC22517-2022-11-01-7081','A394-7','eePbutRC', 'LB')
('SL22517-2022-11-01-7108','S297-4','kdC', 'LB')
('AC12058-2022-11-01-7214','A401-14','HXcUGm', 'LB')
('SL12058-2022-11-01-7169','S299-17','SipMsvYosjnme', 'LB')
('AC22517-2022-11-01-7089','A394-15','LmksJG', 'UB')
('AC12058-2022-11-01-7217','A401-17','ipX', 'SL')
('AC22517-2022-11-01-7090','A394-16','HvvFz', 'UB')
('SL12058-2022-11-01-7176','S299-24','jYa', 'SU')
('SL22517-2022-11-01-7114','S297-10','TVsaBI', 'MB')
('SL04652-2022-11-02-7238','S302-14','FqULfLiEpr', 'UB')
('AC04652-2022-11-01-7206','A401-6','jqCZXtHIyfNcLdR', 'SU')
('AC22517-2022-11-01-7091','A394-17','Rs', 'SL')
('SL22517-2022-11-01-7117','S297-13','GhAWREQCb', 'MB')
('AC04652-2022-11-02-7126','A396-16','tkxSbbYueP', 'UB')
('AC22517-2022-11-01-7123','A396-13','lLyBddpwGRDje', 'LB')
('AC04652-2022-11-01-7236','A402-18','DbOFOy', 'SU')
('AC12058-2022-11-01-7243','A403-7','LCzjPIuwcoqKAhe', 'LB')
('SL22517-2022-11-01-7136','S298-8','LdKaGVdzO', 'SU')
('SL22517-2022-11-01-7137','S298-9','MOQpxYv', 'LB')
('AC04652-2022-11-02-7153','A398-7','CIkbiaMsYsdWwBp', 'LB')
('SL04652-2022-11-02-7267','S303-19','hEoFHyOwCAy', 'UB')
('AC04652-2022-11-01-7241','A403-5','MNGmKVEPklssk', 'SL')
('SL04652-2022-11-02-7268','S303-20','VUxzBGC', 'LB')
('SL04652-2022-11-01-7161','S299-9','Ql', 'LB')
('AC22517-2022-11-01-7132','A397-4','XOBGCMWo', 'UB')
('SL04652-2022-11-01-7164','S299-12','fDGBjrZspIMcg', 'LB')
('SL12058-2022-11-01-7212','S301-12','ZJmVoyWqNC', 'LB')
('AC04652-2022-11-02-7160','A398-14','rd', 'LB')
('AC04652-2022-11-02-7161','A398-15','TITAI', 'UB')
('SL04652-2022-11-02-7276','S304-4','jQZ', 'LB')
('SL04652-2022-11-02-7277','S304-5','ixpKiZ', 'MB')
('SL04652-2022-11-02-7278','S304-6','NEyhdZrLms', 'UB')
('AC12058-2022-11-01-7258','A404-4','gO', 'UB')
('AC04652-2022-11-02-7162','A398-16','vfYvKReq', 'UB')
('SL22517-2022-11-02-7265','S303-17','oIZnTDe', 'LB')
('SL12058-2022-11-01-7214','S301-14','XLXHaOFSQbhTST', 'UB')
('SL04652-2022-11-02-7309','S305-13','waSABKgFc', 'MB')
('SL12058-2022-11-01-7223','S301-23','TcypwUR', 'SL')
('AC04652-2022-11-01-7282','A405-10','BHMrhBkb', 'UB')
('SL04652-2022-11-01-7193','S300-17','KipYLKYXt', 'LB')
('SL12058-2022-11-01-7225','S302-1','FkKqNENl', 'LB')
('AC04652-2022-11-01-7285','A405-13','QQIbOf', 'LB')
('AC22517-2022-11-01-7165','A399-1','LNoIxKAFTgY', 'LB')
('SL04652-2022-11-02-7316','S305-20','ScX', 'LB')
('AC12058-2022-11-01-7279','A405-7','ENMGlecNo', 'LB')
('AC12058-2022-11-01-7280','A405-8','Vgyyl', 'LB')
('SL22517-2022-11-01-7178','S300-2','NtXCCoYkzrpjwR', 'MB')
('AC22517-2022-11-02-7359','A409-15','YvdIP', 'UB')
('AC12058-2022-11-01-7282','A405-10','cCKuPa', 'UB')
('AC22517-2022-11-01-7175','A399-11','TVnKMiCbiLjMnCd', 'SL')
('AC22517-2022-11-02-7361','A409-17','ayAjaRS', 'SL')
('SL04652-2022-11-02-7321','S306-1','qEKZuWaxHxojgy', 'LB')
('SL22517-2022-11-01-7181','S300-5','oMjthBdJBbFk', 'MB')
('AC04652-2022-11-02-7190','A400-8','LAUn', 'LB')
('AC12058-2022-11-01-7288','A405-16','NbKhWEB', 'UB')
('AC12058-2022-11-01-7290','A405-18','TwwZedFxGf', 'SU')
('AC12058-2022-11-01-7293','A406-3','QjDK', 'UB')
('SL12058-2022-11-01-7239','S302-15','MIWbYXEqD', 'SL')
('SL22517-2022-11-02-7295','S304-23','r', 'SL')
('AC22517-2022-11-02-7368','A410-6','esaz', 'SU')
('AC22517-2022-11-01-7186','A400-4','bSUW', 'UB')
('AC04652-2022-11-01-7300','A406-10','KkartnqdSphmdEO', 'UB')
('SL04652-2022-11-01-7236','S302-12','RpCHOjRWEHPwYT', 'LB')
('AC12058-2022-11-01-7319','A407-11','kFPONiWLJUoy', 'SL')
('SL22517-2022-11-02-7321','S306-1','LsNhVhIDrPteyH', 'LB')
('SL22517-2022-11-02-7322','S306-2','OGocKARk', 'MB')
('SL04652-2022-11-02-7346','S307-2','bEteLKpdplpOaEMW', 'MB')
('SL22517-2022-11-01-7209','S301-9','Yf', 'LB')
('AC04652-2022-11-01-7321','A407-13','rYdPQTg', 'LB')
('AC04652-2022-11-02-7219','A402-1','QqmYOiDyIh', 'LB')
('SL04652-2022-11-02-7350','S307-6','PZAF', 'UB')
('SL12058-2022-11-01-7269','S303-21','PKBJYisx', 'MB')
('AC04652-2022-11-02-7222','A402-4','CCuMNxQE', 'UB')
('SL04652-2022-11-01-7243','S302-19','UaxSIUXDDWCukqKA', 'UB')
('SL12058-2022-11-01-7276','S304-4','ExtPgnCOR', 'LB')
('SL22517-2022-11-01-7215','S301-15','DDLdzjBZ', 'SL')
('AC22517-2022-11-01-7223','A402-5','CNzenpjYcdvDXbUR', 'SL')
('AC22517-2022-11-02-7430','A413-14','v', 'LB')
('SL04652-2022-11-01-7254','S303-6','U', 'UB')
('SL22517-2022-11-02-7338','S306-18','eog', 'MB')
('AC04652-2022-11-02-7239','A403-3','R', 'UB')
('SL22517-2022-11-02-7340','S306-20','wCzDa', 'LB')
('AC12058-2022-11-01-7340','A408-14','qyhuRJhdIRyrsUb', 'LB')
('SL04652-2022-11-02-7367','S307-23','ymGJ', 'SL')
('SL04652-2022-11-02-7368','S307-24','KEOiuSKA', 'SU')
('AC04652-2022-11-01-7347','A409-3','yHgqDOrW', 'UB')
('AC04652-2022-11-02-7243','A403-7','gyav', 'LB')
('AC04652-2022-11-01-7353','A409-9','ByHRBpaFytbYg', 'UB')
('SL22517-2022-11-02-7349','S307-5','ZjXH', 'MB')
('SL22517-2022-11-01-7232','S302-8','FwU', 'SU')
('SL04652-2022-11-02-7373','S308-5','oyzgO', 'MB')
('SL22517-2022-11-02-7353','S307-9','vOQjARNfuFwFbWvd', 'LB')
('SL22517-2022-11-02-7354','S307-10','PUfhdYxBIPU', 'MB')
('SL12058-2022-11-01-7305','S305-9','wOh', 'LB')
('AC12058-2022-11-01-7349','A409-5','WifWwu', 'SL')
('AC04652-2022-11-02-7255','A404-1','vaeWagYJG', 'LB')
('AC04652-2022-11-02-7256','A404-2','jGBDWsbBiEvhUaY', 'LB')
('AC22517-2022-11-01-7246','A403-10','dYcYFdgidodF', 'UB')
('AC04652-2022-11-01-7366','A410-4','XU', 'UB')
('AC22517-2022-11-01-7250','A403-14','Y', 'LB')
('AC04652-2022-11-02-7286','A405-14','kXIwj', 'LB')
('AC22517-2022-11-01-7277','A405-5','TsZeTokttjgA', 'SL')
('SL04652-2022-11-02-7392','S308-24','HpyzQmkTbDWJi', 'SU')
('AC22517-2022-11-01-7279','A405-7','hwL', 'LB')
('AC12058-2022-11-01-7380','A410-18','ThFssTfdXoV', 'SU')
('AC04652-2022-11-01-7396','A411-16','SvIdi', 'UB')
('AC22517-2022-11-01-7286','A405-14','thbHqNUggdNoN', 'LB')
('AC04652-2022-11-01-7401','A412-3','TZlfbkPuTMqGs', 'UB')
('AC04652-2022-11-01-7402','A412-4','DrhFeGsoVz', 'UB')
('AC22517-2022-11-02-7485','A416-15','nnCTxmKFj', 'UB')
('SL22517-2022-11-01-7270','S303-22','QuSQayChrosc', 'UB')
('AC12058-2022-11-01-7389','A411-9','elMuBNjMJ', 'UB')
('AC04652-2022-11-01-7408','A412-10','slKywEOe', 'UB')
('SL04652-2022-11-01-7298','S305-2','bVjudJE', 'MB')
('AC12058-2022-11-01-7392','A411-12','PZv', 'SU')
('SL12058-2022-11-01-7351','S307-7','dQzdEHfcTCZxAe', 'SL')
('AC22517-2022-11-02-7488','A416-18','RUeqarXXZ', 'SU')
('AC12058-2022-11-01-7397','A411-17','zGJvCAwCn', 'SL')
('SL22517-2022-11-02-7411','S309-19','kzkBInjRPa', 'UB')
('SL04652-2022-11-02-7430','S310-14','uxiTtYTI', 'UB')
('AC04652-2022-11-02-7314','A407-6','ivZUMkbJGfskso', 'SU')
('SL12058-2022-11-01-7364','S307-20','UIy', 'LB')
('SL22517-2022-11-02-7414','S309-22','pLHUpKXzRTIYSvVP', 'UB')
('AC22517-2022-11-01-7312','A407-4','VEKiFPbKBmS', 'UB')
('AC04652-2022-11-02-7316','A407-8','GhNiPkPyxFBF', 'LB')
('SL22517-2022-11-02-7418','S310-2','eTZIEH', 'MB')
('AC22517-2022-11-02-7510','A418-4','GHmnINOHZZ', 'UB')
('AC22517-2022-11-02-7511','A418-5','CSHIsJXUWM', 'SL')
('AC04652-2022-11-02-7322','A407-14','qRxLmYigSiFh', 'LB')
('AC04652-2022-11-01-7429','A413-13','jkpbsLHRxBLt', 'LB')
('SL22517-2022-11-01-7300','S305-4','gF', 'LB')
('AC22517-2022-11-02-7516','A418-10','JlXvyrFEM', 'UB')
('SL12058-2022-11-01-7374','S308-6','Eb', 'UB')
('SL04652-2022-11-02-7438','S310-22','hwylGTkJ', 'UB')
('SL12058-2022-11-01-7375','S308-7','ShRuMALYwgsCeBVi', 'SL')
('AC04652-2022-11-02-7331','A408-5','VGauQX', 'SL')
('AC22517-2022-11-01-7324','A407-16','j', 'UB')
('SL04652-2022-11-02-7439','S310-23','FR', 'SL')
