('AC04652-2022-11-01-1730','A97-2','ZupvcVggEpzE', 'LB')
('AC04652-2022-11-01-4604','A256-14','cQ', 'LB')
('AC04652-2022-11-02-4467','A249-3','upFtVNbWIrVNXnpW', 'UB')
('SL12058-2022-11-01-4320','S180-24','duCpa', 'SU')
('AC12058-2022-11-01-4449','A248-3','kVdMuljFXLaRAXyB', 'UB')
('SL12058-2022-11-01-4327','S181-7','hmqsFBFnPVYY', 'SL')
('AC04652-2022-11-01-4622','A257-14','egXULcVNIgDxdCN', 'LB')
('AC04652-2022-11-02-4496','A250-14','Gc', 'LB')
('AC22517-2022-11-01-4530','A252-12','mwuiLyj', 'SU')
('AC04652-2022-11-02-4499','A250-17','nxFAetztVn', 'SL')
('SL12058-2022-11-01-4358','S182-14','bQZxUwFikJP', 'UB')
('SL12058-2022-11-01-4359','S182-15','zN', 'SL')
('AC04652-2022-11-01-4723','A263-7','IDSFmQXJdkK', 'LB')
('AC04652-2022-11-02-4559','A254-5','rEmhpmWPkRHLlJaG', 'SL')
('AC22517-2022-11-02-4569','A254-15','vrPdwQPQ', 'UB')
('SL12058-2022-11-01-4431','S185-15','UjAvdOGGHq', 'SL')
('AC04652-2022-11-02-4562','A254-8','slb', 'LB')
('SL12058-2022-11-01-4432','S185-16','sxp', 'SU')
('SL04652-2022-11-01-4477','S187-13','IUyWfDBfIMMjQ', 'MB')
('SL22517-2022-11-01-4482','S187-18','VuEdbgMAUr', 'MB')
('SL22517-2022-11-01-4483','S187-19','EwAdpXhCxATmomvF', 'UB')
('SL22517-2022-11-01-4484','S187-20','ICL', 'LB')
('AC22517-2022-11-02-4580','A255-8','fU', 'LB')
('SL04652-2022-11-01-4483','S187-19','IBATyePlnZ', 'UB')
('AC12058-2022-11-01-4559','A254-5','qRTxzbVDYgV', 'SL')
('SL22517-2022-11-02-4446','S186-6','ctPnTlOLh', 'UB')
('SL12058-2022-11-01-4442','S186-2','JqUYRHTiBEObg', 'MB')
('AC22517-2022-11-01-4608','A256-18','az', 'SU')
('SL04652-2022-11-02-4538','S190-2','W', 'MB')
('AC04652-2022-11-02-4574','A255-2','vtajzYdIvVdx', 'LB')
('SL04652-2022-11-02-4540','S190-4','qfHvVxunNqcgVApJ', 'LB')
('SL22517-2022-11-02-4452','S186-12','pkhSgcrODIN', 'LB')
('SL22517-2022-11-02-4453','S186-13','GOH', 'MB')
('SL22517-2022-11-01-4504','S188-16','Se', 'SU')
('AC04652-2022-11-01-4750','A264-16','kdCqNKojCqMIHtN', 'UB')
('SL04652-2022-11-01-4502','S188-14','anHRuXWfi', 'UB')
('SL22517-2022-11-01-4506','S188-18','dBtKTjmgHzglG', 'MB')
('SL04652-2022-11-01-4504','S188-16','ohloqUnOjlFU', 'SU')
('SL04652-2022-11-02-4555','S190-19','phGsxWUQAc', 'UB')
('SL22517-2022-11-02-4468','S187-4','gvLyNhfYiqSi', 'LB')
('AC04652-2022-11-01-4754','A265-2','AQeLD', 'LB')
('AC22517-2022-11-02-4727','A263-11','BYZZtekSfYOKaNbw', 'SL')
('SL04652-2022-11-02-4668','S195-12','cBfiOlp', 'LB')
('AC22517-2022-11-02-4751','A264-17','hQPZWSuVvd', 'SL')
('AC22517-2022-11-02-4752','A264-18','sjujoFIGYpzKHUic', 'SU')
('AC04652-2022-11-01-4899','A273-3','AdbDdtnKBMSFISO', 'UB')
('SL04652-2022-11-02-4672','S195-16','rDmqzxq', 'SU')
('SL22517-2022-11-02-4604','S192-20','gVOY', 'LB')
('SL22517-2022-11-02-4605','S192-21','Q', 'MB')
('SL04652-2022-11-02-4675','S195-19','UHsSrzeF', 'UB')
('SL22517-2022-11-01-4625','S193-17','ilmxmLY', 'LB')
('AC22517-2022-11-01-4721','A263-5','PiysNchuHO', 'SL')
('SL04652-2022-11-01-4632','S193-24','xhgpK', 'SU')
('AC22517-2022-11-02-4758','A265-6','idHIvwTPWiZ', 'SU')
('AC04652-2022-11-01-4907','A273-11','unw', 'SL')
('AC04652-2022-11-01-4908','A273-12','UnzYyn', 'SU')
('AC04652-2022-11-01-4909','A273-13','RoPm', 'LB')
('AC12058-2022-11-01-4715','A262-17','MESIgst', 'SL')
('SL22517-2022-11-01-4633','S194-1','YAYTqnapztnqlTNk', 'LB')
('AC04652-2022-11-01-4913','A273-17','tJRkZb', 'SL')
('AC22517-2022-11-02-4767','A265-15','fUOIWdpZADKeNWgs', 'UB')
('AC22517-2022-11-02-4768','A265-16','Tnybkg', 'UB')
('SL22517-2022-11-01-4639','S194-7','juZJe', 'SL')
('SL22517-2022-11-02-4617','S193-9','NoayOIjJyERtwg', 'LB')
('SL12058-2022-11-01-4606','S192-22','YwyaVgdIEEI', 'UB')
('SL04652-2022-11-01-4668','S195-12','aZoKRbPXn', 'LB')
('AC12058-2022-11-01-4742','A264-8','UNRaN', 'LB')
('AC04652-2022-11-02-4748','A264-14','bHjMPzUnUQYg', 'LB')
('SL22517-2022-11-01-4663','S195-7','Axsqq', 'SL')
('SL22517-2022-11-02-4643','S194-11','UWsztSNrIdlRYCqF', 'UB')
('AC12058-2022-11-01-4756','A265-4','lXDqfXRHs', 'UB')
('SL12058-2022-11-01-4641','S194-9','NergPquPwmyRUUOL', 'LB')
('SL12058-2022-11-01-4642','S194-10','PGRSbbPRsYOUza', 'MB')
('SL22517-2022-11-02-4653','S194-21','mmXNSFaZBf', 'MB')
('SL22517-2022-11-01-4682','S196-2','lhaoppsl', 'MB')
('SL04652-2022-11-02-4722','S197-18','mv', 'MB')
('SL04652-2022-11-02-4723','S197-19','u', 'UB')
('AC22517-2022-11-01-4786','A266-16','KrKFnLDhUdCRmFSY', 'UB')
('AC04652-2022-11-02-4768','A265-16','TuboEjfVsJfL', 'UB')
('AC22517-2022-11-01-4789','A267-1','DBJHqfWjeVcuI', 'LB')
('AC22517-2022-11-02-4826','A269-2','HlBSqkzDKXmdEkIH', 'LB')
('AC22517-2022-11-01-4800','A267-12','tcHkbcKO', 'SU')
('SL22517-2022-11-02-4716','S197-12','paZloPrrTMEhoG', 'LB')
('AC04652-2022-11-02-4825','A269-1','alHMSktVihPNfAcR', 'LB')
('AC04652-2022-11-02-4826','A269-2','LxvEMueJmzXF', 'LB')
('SL22517-2022-11-01-4739','S198-11','FZplyyLqsNIZ', 'UB')
('SL22517-2022-11-01-4745','S198-17','STQ', 'LB')
('SL04652-2022-11-01-4780','S200-4','SdibxAjsBAMkHUG', 'LB')
('AC04652-2022-11-01-5055','A281-15','DaQkylNe', 'UB')
('SL04652-2022-11-01-4783','S200-7','pweRZgxBMgi', 'SL')
('SL22517-2022-11-02-4739','S198-11','yLnBSMEg', 'UB')
('SL04652-2022-11-02-4805','S201-5','n', 'MB')
('SL04652-2022-11-01-4784','S200-8','lr', 'SU')
('SL22517-2022-11-02-4744','S198-16','wdvXJAIQZ', 'SU')
('AC22517-2022-11-02-4894','A272-16','fwKMAyWabHmP', 'UB')
('AC04652-2022-11-01-5064','A282-6','hL', 'SU')
('AC04652-2022-11-01-5065','A282-7','OeEKBFRN', 'LB')
('AC04652-2022-11-01-5067','A282-9','LEdlrZKegUDR', 'UB')
('AC12058-2022-11-01-4860','A270-18','qTRhhWplEKMNvOw', 'SU')
('SL22517-2022-11-02-4748','S198-20','YpaApFizFqYwkE', 'LB')
('SL22517-2022-11-01-4781','S200-5','O', 'MB')
('SL22517-2022-11-01-4784','S200-8','OkEFxAvyaiLB', 'SU')
('SL12058-2022-11-01-4757','S199-5','NWogwALXl', 'MB')
('SL04652-2022-11-02-4828','S202-4','kDsd', 'LB')
('SL22517-2022-11-02-4772','S199-20','ZvYsrF', 'LB')
('SL22517-2022-11-01-4788','S200-12','jxHgQP', 'LB')
('SL04652-2022-11-02-4829','S202-5','qdcvtTsPeRSYpD', 'MB')
('AC04652-2022-11-01-5100','A284-6','jAfSMOjz', 'SU')
('SL22517-2022-11-02-4779','S200-3','zGnZGpdB', 'UB')
('SL22517-2022-11-02-4819','S201-19','BG', 'UB')
('AC22517-2022-11-01-4925','A274-11','GRGMEOez', 'SL')
('AC12058-2022-11-01-4912','A273-16','NMxzcy', 'UB')
('AC22517-2022-11-01-4926','A274-12','PTFgUQ', 'SU')
('SL04652-2022-11-02-4870','S203-22','ZCiglecdWgsgb', 'UB')
('SL04652-2022-11-02-4872','S203-24','BThbBnFTjPhIuPq', 'SU')
('SL22517-2022-11-01-4840','S202-16','cOQED', 'SU')
('SL04652-2022-11-02-4878','S204-6','IqGzZu', 'UB')
('AC04652-2022-11-01-5146','A286-16','Xib', 'UB')
('AC22517-2022-11-01-4937','A275-5','LYaWdThEbMdZ', 'SL')
('AC22517-2022-11-01-4938','A275-6','JbyekZmeVFXqQ', 'SU')
('SL22517-2022-11-01-4842','S202-18','JXVzGAbDfUAKWEq', 'MB')
('AC12058-2022-11-01-4924','A274-10','dNiCQ', 'UB')
('SL04652-2022-11-01-4867','S203-19','NhGvIaH', 'UB')
('AC04652-2022-11-02-4945','A275-13','Wm', 'LB')
('AC04652-2022-11-02-4978','A277-10','EZYFzGmupmIJ', 'UB')
('SL04652-2022-11-01-4894','S204-22','iSrtzqh', 'UB')
('SL22517-2022-11-01-4887','S204-15','JMOIBYV', 'SL')
('SL04652-2022-11-01-4915','S205-19','xA', 'UB')
('AC22517-2022-11-02-5037','A280-15','HYMDMRnSUYJmlpcP', 'UB')
('AC22517-2022-11-01-5002','A278-16','EDeelLf', 'UB')
('AC04652-2022-11-01-5217','A290-15','nuFI', 'UB')
('AC04652-2022-11-02-5055','A281-15','XTRQwgpb', 'UB')
('AC12058-2022-11-01-5011','A279-7','jNzJPvJqdglbVk', 'LB')
('AC04652-2022-11-02-5062','A282-4','rdXDKEVyDeOOx', 'UB')
('SL22517-2022-11-02-4952','S207-8','PzeqsiYVzrk', 'SU')
('SL12058-2022-11-01-4906','S205-10','IelQYpzBpPOiBm', 'MB')
('SL22517-2022-11-02-4962','S207-18','GbxKlbXykpeG', 'MB')
('SL04652-2022-11-02-5034','S210-18','lWfawtIkz', 'MB')
('SL22517-2022-11-02-4996','S209-4','o', 'LB')
('AC12058-2022-11-01-5068','A282-10','iUASKkIe', 'UB')
('SL12058-2022-11-01-4949','S207-5','hRrSCkaGSFnLsI', 'MB')
('AC22517-2022-11-02-5143','A286-13','eOwZIAeiA', 'LB')
('AC04652-2022-11-02-5132','A286-2','BbFjEfzaZVQc', 'LB')
('AC22517-2022-11-01-5101','A284-7','VpORofCedxHF', 'LB')
('AC04652-2022-11-01-5314','A296-4','CDAYlnV', 'UB')
('SL22517-2022-11-01-4986','S208-18','DSYfnE', 'MB')
('AC12058-2022-11-01-5079','A283-3','xIPopnaRLQKxfZp', 'UB')
('SL22517-2022-11-02-5056','S211-16','qIQD', 'SU')
('AC04652-2022-11-01-5358','A298-12','IfzHIwzmmvvsv', 'SU')
('SL04652-2022-11-01-5062','S211-22','tbpMQmIDH', 'UB')
('SL22517-2022-11-02-5060','S211-20','ZzsXpUUkTboQb', 'LB')
('SL22517-2022-11-01-5039','S210-23','apXhphvKzIyVFhY', 'SL')
('SL22517-2022-11-01-5040','S210-24','pfTWNQ', 'SU')
('SL12058-2022-11-01-5001','S209-9','VxueukVq', 'LB')
('SL04652-2022-11-02-5104','S213-16','pKwnfEYPkxZpu', 'SU')
('AC04652-2022-11-01-5372','A299-8','buCnvfEMoDWfkBz', 'LB')
('AC22517-2022-11-01-5167','A288-1','gCb', 'LB')
('SL12058-2022-11-01-5010','S209-18','AiSkEuQCLq', 'MB')
('SL22517-2022-11-01-5053','S211-13','GJT', 'MB')
('AC12058-2022-11-01-5144','A286-14','IuzdhYzKpTEAs', 'LB')
('AC22517-2022-11-01-5173','A288-7','EBZHRKtQ', 'LB')
('SL04652-2022-11-02-5123','S214-11','gEnxyHFmScj', 'UB')
('SL04652-2022-11-02-5124','S214-12','TPXXELNG', 'LB')
('AC04652-2022-11-01-5387','A300-5','ZykrvHuPYDanVedk', 'SL')
('SL04652-2022-11-01-5083','S212-19','uNNTrcoOvvUxLxc', 'UB')
('SL04652-2022-11-02-5126','S214-14','lLan', 'UB')
('AC04652-2022-11-02-5237','A291-17','nWDqNQbi', 'SL')
('SL12058-2022-11-01-5055','S211-15','HzGDOzAaySvc', 'SL')
('AC12058-2022-11-01-5200','A289-16','xyS', 'UB')
('AC04652-2022-11-01-5433','A302-15','hatBxKvUpa', 'UB')
('SL22517-2022-11-01-5100','S213-12','fu', 'LB')
('AC04652-2022-11-01-5435','A302-17','k', 'SL')
('SL12058-2022-11-01-5067','S212-3','MZuBwHieEnc', 'UB')
('AC12058-2022-11-01-5208','A290-6','IUtqmYknB', 'SU')
('SL04652-2022-11-02-5180','S216-20','vlZcWPDH', 'LB')
('SL04652-2022-11-02-5181','S216-21','hyOUOXhau', 'MB')
('AC22517-2022-11-02-5263','A293-7','WRiOLTDZzMC', 'LB')
('SL12058-2022-11-01-5099','S213-11','qJRr', 'UB')
('SL04652-2022-11-01-5158','S215-22','Efwb', 'UB')
('AC04652-2022-11-02-5280','A294-6','urTCVWFNzsnNbtWC', 'SU')
('SL04652-2022-11-01-5162','S216-2','kOgBDN', 'MB')
('AC22517-2022-11-01-5255','A292-17','IbJkVwNScPYRT', 'SL')
('SL22517-2022-11-01-5136','S214-24','Qr', 'SU')
('SL04652-2022-11-02-5213','S218-5','RUCMIZtO', 'MB')
('AC04652-2022-11-02-5294','A295-2','tYISIJMM', 'LB')
('SL22517-2022-11-02-5173','S216-13','DtspHrcWbnF', 'MB')
('AC04652-2022-11-01-5486','A305-14','yhyehMlcXqcVOEh', 'LB')
('SL22517-2022-11-02-5177','S216-17','iBEwoDiQJLFt', 'LB')
('SL04652-2022-11-01-5173','S216-13','PsFfQzviMPuw', 'MB')
('SL04652-2022-11-01-5174','S216-14','jLfSDbSzb', 'UB')
('SL04652-2022-11-01-5175','S216-15','gtVIpoUTGlwvu', 'SL')
('SL04652-2022-11-01-5179','S216-19','NBnuTJIfo', 'UB')
('SL04652-2022-11-01-5180','S216-20','s', 'LB')
('AC12058-2022-11-01-5263','A293-7','xFkexOGqleoAM', 'LB')
('AC04652-2022-11-02-5303','A295-11','FpjuQyMhA', 'SL')
('AC22517-2022-11-01-5284','A294-10','WzRKcrD', 'UB')
('SL12058-2022-11-01-5126','S214-14','mYBTUM', 'UB')
('AC12058-2022-11-01-5268','A293-12','KwNbq', 'SU')
('AC22517-2022-11-02-5311','A296-1','sttovpTzpCex', 'LB')
('AC12058-2022-11-01-5273','A293-17','hSOebZVrX', 'SL')
('AC22517-2022-11-02-5313','A296-3','VWCutWSlyZ', 'UB')
('SL04652-2022-11-01-5184','S216-24','OTHVjCZYclNwrv', 'SU')
('AC04652-2022-11-01-5502','A306-12','IWendvAYbTPwtGbx', 'SU')
('AC04652-2022-11-02-5311','A296-1','UUZincE', 'LB')
('SL12058-2022-11-01-5135','S214-23','KoPhzgHaJPXAVzxB', 'SL')
('SL22517-2022-11-02-5197','S217-13','aCC', 'MB')
('SL22517-2022-11-02-5198','S217-14','aflrm', 'UB')
('SL22517-2022-11-02-5199','S217-15','qcPbiJUXjUfEj', 'SL')
('SL22517-2022-11-01-5166','S216-6','Yo', 'UB')
('SL04652-2022-11-02-5239','S219-7','CtHatogZLPLqVW', 'SL')
('SL22517-2022-11-02-5205','S217-21','XLBeDwPNztaOdw', 'MB')
('AC04652-2022-11-02-5325','A296-15','nOcriTEEHXDW', 'UB')
('SL22517-2022-11-02-5210','S218-2','GruCxmf', 'MB')
('AC22517-2022-11-01-5305','A295-13','MFHZLehLeaVYk', 'LB')
('SL22517-2022-11-01-5182','S216-22','mJwHgUlAKjHojBR', 'UB')
('SL22517-2022-11-02-5213','S218-5','DgPqVo', 'MB')
('SL22517-2022-11-02-5215','S218-7','JtwzgJGatERbxBpE', 'SL')
('AC22517-2022-11-02-5341','A297-13','hkcMnVasFy', 'LB')
('SL22517-2022-11-02-5237','S219-5','rJt', 'MB')
('SL12058-2022-11-01-5189','S217-5','NSVLIsRsaa', 'MB')
('SL12058-2022-11-01-5190','S217-6','F', 'UB')
('AC04652-2022-11-02-5364','A298-18','JGoSzfhoyZ', 'SU')
('AC12058-2022-11-01-5321','A296-11','flw', 'SL')
('AC12058-2022-11-01-5322','A296-12','CRsiQjlMgj', 'SU')
('AC04652-2022-11-02-5380','A299-16','cYHGxft', 'UB')
('SL22517-2022-11-02-5263','S220-7','bgcvTfoR', 'SL')
('SL22517-2022-11-01-5230','S218-22','cLYJJ', 'UB')
('AC04652-2022-11-02-5385','A300-3','LVbCMhqqNMSAku', 'UB')
('SL22517-2022-11-01-5235','S219-3','aYRlWAxQ', 'UB')
('AC22517-2022-11-02-5460','A304-6','naZpdvaErw', 'SU')
('AC22517-2022-11-01-5428','A302-10','ubLhKhpRODjmNrs', 'UB')
('SL04652-2022-11-02-5365','S224-13','moNnUtOXdBTVyX', 'MB')
('AC12058-2022-11-01-5409','A301-9','xrpuq', 'UB')
('AC22517-2022-11-02-5464','A304-10','aIXLBQ', 'UB')
('SL04652-2022-11-02-5370','S224-18','zpAitTajFseI', 'MB')
('AC22517-2022-11-01-5432','A302-14','TKSADrjRomyR', 'LB')
('AC22517-2022-11-02-5468','A304-14','PEtRHhciRYuOfqo', 'LB')
('AC12058-2022-11-01-5412','A301-12','jDUQTAcuY', 'SU')
('SL22517-2022-11-02-5345','S223-17','Aa', 'LB')
('AC12058-2022-11-01-5414','A301-14','AigZDWTAjFtP', 'LB')
('AC04652-2022-11-02-5464','A304-10','BpgIArxn', 'UB')
('AC04652-2022-11-02-5466','A304-12','gKZKrONTXWex', 'SU')
('AC12058-2022-11-01-5419','A302-1','nELjoMnUPKjLnug', 'LB')
('SL04652-2022-11-02-5380','S225-4','rE', 'LB')
('AC04652-2022-11-02-5468','A304-14','eokiQ', 'LB')
('SL04652-2022-11-02-5381','S225-5','URyGLT', 'MB')
('AC22517-2022-11-01-5449','A303-13','KPKuMtMZs', 'LB')
('SL04652-2022-11-02-5384','S225-8','ikHtqq', 'SU')
('SL22517-2022-11-02-5387','S225-11','gKayegPwB', 'UB')
('AC04652-2022-11-01-5692','A317-4','muFZdXesEBcbB', 'UB')
('AC04652-2022-11-01-5695','A317-7','OqxCvUA', 'LB')
('AC04652-2022-11-02-5506','A306-16','KZhFdKo', 'UB')
('SL12058-2022-11-01-5330','S223-2','FznLxpyiotMA', 'MB')
('AC12058-2022-11-01-5466','A304-12','JW', 'SU')
('AC22517-2022-11-01-5492','A306-2','ousblZDALIf', 'LB')
('SL22517-2022-11-02-5399','S225-23','xipGlSLjhQdz', 'SL')
('SL04652-2022-11-01-5373','S224-21','Jmvm', 'MB')
('AC04652-2022-11-02-5518','A307-10','xwf', 'UB')
('AC04652-2022-11-01-5706','A317-18','VMDZ', 'SU')
('AC22517-2022-11-01-5496','A306-6','qsjjPkBUfre', 'SU')
('SL04652-2022-11-01-5376','S224-24','ywzHHrUPQWDtvqMe', 'SU')
('SL04652-2022-11-02-5461','S228-13','TiZtIbiOE', 'MB')
('SL22517-2022-11-02-5432','S227-8','dCCoHnxIfdQ', 'SU')
('AC22517-2022-11-02-5544','A308-18','KuzpszfqHaz', 'SU')
('SL12058-2022-11-01-5368','S224-16','jHP', 'SU')
('AC12058-2022-11-01-5527','A308-1','hQtpNClyr', 'LB')
('AC04652-2022-11-01-5757','A320-15','OuMTEGpRnojKgqu', 'UB')
('SL04652-2022-11-02-5482','S229-10','zIMtkwMPdIfdty', 'MB')
('AC04652-2022-11-01-5759','A320-17','R', 'SL')
('AC22517-2022-11-02-5572','A310-10','MOdMcI', 'UB')
('SL22517-2022-11-01-5412','S226-12','YSdLppQudzIiKeis', 'LB')
('AC22517-2022-11-01-5595','A311-15','CIsMqKjNMPhbz', 'UB')
('SL04652-2022-11-01-5504','S230-8','IbaCsX', 'SU')
('SL22517-2022-11-01-5482','S229-10','twd', 'MB')
('AC04652-2022-11-02-5650','A314-16','ttPt', 'UB')
('AC22517-2022-11-01-5611','A312-13','KVrzcIFjKzHJVxO', 'LB')
('AC04652-2022-11-02-5653','A315-1','nvROjYUqqJPHZKN', 'LB')
('AC22517-2022-11-02-5628','A313-12','fbYY', 'SU')
('AC22517-2022-11-02-5629','A313-13','WSTmIHFK', 'LB')
('AC22517-2022-11-01-5614','A312-16','QKHfrc', 'UB')
('SL22517-2022-11-01-5487','S229-15','XfSge', 'SL')
('AC22517-2022-11-01-5619','A313-3','cBleFez', 'UB')
('SL22517-2022-11-01-5489','S229-17','cSEFMxiKXw', 'LB')
('AC04652-2022-11-02-5662','A315-10','WgcNCXN', 'UB')
('AC22517-2022-11-02-5634','A313-18','lrpcDQZFrhgl', 'SU')
('SL04652-2022-11-02-5568','S232-24','Gbo', 'SU')
('AC04652-2022-11-01-5850','A325-18','pIUxAtHFZKC', 'SU')
('SL12058-2022-11-01-5495','S229-23','pXxpBpyRwVbfZ', 'SL')
('SL12058-2022-11-01-5496','S229-24','tVigQbZc', 'SU')
('AC12058-2022-11-01-5644','A314-10','EEfvABORPDhvs', 'UB')
('AC04652-2022-11-02-5690','A317-2','Y', 'LB')
('SL04652-2022-11-01-5536','S231-16','dmHVhV', 'SU')
('AC04652-2022-11-01-5854','A326-4','cYGAnyb', 'UB')
('AC04652-2022-11-01-5914','A329-10','leoWXPVPvy', 'UB')
('SL22517-2022-11-02-5644','S236-4','iqVOEJUQChSMi', 'LB')
('AC22517-2022-11-01-5733','A319-9','XSjglcIhEJ', 'UB')
('AC22517-2022-11-02-5725','A319-1','nuyfBACmTWKwRvE', 'LB')
('AC04652-2022-11-02-5797','A323-1','mxosqDPMf', 'LB')
('AC04652-2022-11-02-5807','A323-11','tw', 'SL')
('AC12058-2022-11-01-5762','A321-2','iwbsglwLKqPQVXC', 'LB')
('AC04652-2022-11-01-5983','A333-7','rL', 'LB')
('SL04652-2022-11-02-5717','S239-5','lpmSvvrgcvJQK', 'MB')
('SL04652-2022-11-01-5663','S236-23','qmqkuGERUsMeonYN', 'SL')
('SL22517-2022-11-02-5701','S238-13','HyPqnw', 'MB')
('SL04652-2022-11-02-5721','S239-9','Vqr', 'LB')
('AC04652-2022-11-01-5998','A334-4','CNmrzeaA', 'UB')
('AC04652-2022-11-01-6004','A334-10','VcpThqsmdYr', 'UB')
('AC04652-2022-11-02-5826','A324-12','BxqvDvapZvwTbIR', 'SU')
('SL22517-2022-11-01-5664','S236-24','pMXyheSDxyqHPH', 'SU')
('AC04652-2022-11-01-6030','A335-18','IRwNbGTjCq', 'SU')
('AC22517-2022-11-01-5830','A324-16','PXcyGASKCxZ', 'UB')
('AC22517-2022-11-02-5807','A323-11','JCXaCXp', 'SL')
('AC22517-2022-11-01-5835','A325-3','r', 'UB')
('SL22517-2022-11-02-5752','S240-16','mjhGy', 'SU')
('SL22517-2022-11-02-5755','S240-19','ETaFGrgYnOuqD', 'UB')
('SL12058-2022-11-01-5671','S237-7','ItVcrBQRauiwf', 'SL')
('AC22517-2022-11-02-5817','A324-3','gIosT', 'UB')
('AC04652-2022-11-02-5875','A327-7','NnbZFkqfCUx', 'LB')
('AC04652-2022-11-01-6056','A337-8','cJnmYCC', 'LB')
('SL04652-2022-11-02-5779','S241-19','gIYqIcqSq', 'UB')
('AC22517-2022-11-01-5847','A325-15','mqjPHg', 'UB')
('AC04652-2022-11-01-6058','A337-10','SBnntrJzGhZGYz', 'UB')
('AC22517-2022-11-02-5822','A324-8','FqpZWeXLGoYcAEgK', 'LB')
('AC22517-2022-11-02-5824','A324-10','OlBUafgSigV', 'UB')
('AC22517-2022-11-02-5825','A324-11','mTtdP', 'SL')
('SL22517-2022-11-01-5699','S238-11','BjtwbCkI', 'UB')
('SL22517-2022-11-02-5769','S241-9','bJhWYXpfVi', 'LB')
('SL04652-2022-11-02-5844','S244-12','LBziVOAV', 'LB')
('AC04652-2022-11-02-5954','A331-14','BCaNPxTBbikMRlb', 'LB')
('AC22517-2022-11-02-5916','A329-12','tbntQGePKUMpVpZ', 'SU')
('AC04652-2022-11-01-6159','A343-3','uopCyF', 'UB')
('SL22517-2022-11-02-5894','S246-14','IWhSMAlXXo', 'UB')
('AC12058-2022-11-01-5920','A329-16','naByArIqJBqR', 'UB')
('SL04652-2022-11-02-5910','S247-6','jkzhQRIscfQ', 'UB')
('SL22517-2022-11-01-5843','S244-11','LRRJOKGSFY', 'UB')
('SL22517-2022-11-01-5844','S244-12','ojK', 'LB')
('AC12058-2022-11-01-5948','A331-8','IIlq', 'LB')
('SL04652-2022-11-02-5946','S248-18','IBr', 'MB')
('AC12058-2022-11-01-5972','A332-14','ryEfaYTmtph', 'LB')
('AC22517-2022-11-02-5978','A333-2','JuPofBFJvhqy', 'LB')
('AC12058-2022-11-01-5975','A332-17','IGyRpCUllAEOYI', 'SL')
('AC22517-2022-11-02-5984','A333-8','Cty', 'LB')
('AC04652-2022-11-01-6226','A346-16','hSynaGKupUYugJj', 'UB')
('AC22517-2022-11-01-5992','A333-16','Znvyag', 'UB')
('AC12058-2022-11-01-5981','A333-5','bv', 'SL')
('SL04652-2022-11-01-5874','S245-18','jPYIgs', 'MB')
('SL12058-2022-11-01-5822','S243-14','CQYDMQzsJnHq', 'UB')
('AC04652-2022-11-01-6230','A347-2','ZSndamau', 'LB')
('SL04652-2022-11-02-5964','S249-12','HhOi', 'LB')
('SL22517-2022-11-02-5968','S249-16','zwPtDWwmSkKoplj', 'SU')
('SL22517-2022-11-01-5890','S246-10','khagx', 'MB')
('AC04652-2022-11-01-6248','A348-2','NtpOyaCTLdK', 'LB')
('AC22517-2022-11-02-6008','A334-14','kZDuHOaLCtVl', 'LB')
('SL22517-2022-11-02-5972','S249-20','fGwQJL', 'LB')
('AC04652-2022-11-02-6061','A337-13','eEUzAw', 'LB')
('AC22517-2022-11-01-6009','A334-15','MBMzwDtEoQsYtHs', 'UB')
('SL22517-2022-11-02-5979','S250-3','OVAlGnoJkfnRYW', 'UB')
('SL04652-2022-11-01-5900','S246-20','gnTdjSuicoJZQMiu', 'LB')
('SL04652-2022-11-01-5901','S246-21','erVhuffo', 'MB')
('SL22517-2022-11-02-5989','S250-13','w', 'MB')
('AC12058-2022-11-01-6026','A335-14','JoQGtxiXMMtqGH', 'LB')
('AC04652-2022-11-01-6274','A349-10','CybRGHTaLRtTnsV', 'UB')
('AC22517-2022-11-01-6072','A338-6','ZA', 'SU')
('AC12058-2022-11-01-6071','A338-5','rxfkgiFMkamYc', 'SL')
('SL22517-2022-11-01-5954','S249-2','B', 'MB')
('SL04652-2022-11-01-5952','S248-24','hrFfcHMcdHguyaFq', 'SU')
('SL04652-2022-11-01-5953','S249-1','DPZQDseiGVy', 'LB')
('SL12058-2022-11-01-5904','S246-24','HYd', 'SU')
('SL04652-2022-11-02-6044','S252-20','yikdU', 'LB')
('AC04652-2022-11-02-6125','A341-5','GbNSdqNB', 'SL')
('AC22517-2022-11-01-6081','A338-15','yOxoviAbrAhuashe', 'UB')
('AC04652-2022-11-01-6327','A352-9','lfOuLPLkffCZZ', 'UB')
('AC22517-2022-11-02-6094','A339-10','Zndm', 'UB')
('AC04652-2022-11-02-6131','A341-11','kKmggNgA', 'SL')
('AC04652-2022-11-01-6335','A352-17','fCAhh', 'SL')
('SL04652-2022-11-01-5998','S250-22','FDnvA', 'UB')
('SL22517-2022-11-02-6084','S254-12','onybVvBb', 'LB')
('AC22517-2022-11-01-6135','A341-15','EMXf', 'UB')
('SL04652-2022-11-02-6088','S254-16','hCyJS', 'SU')
('AC04652-2022-11-01-6386','A355-14','ZiRQcSYVbr', 'LB')
('SL04652-2022-11-02-6091','S254-19','n', 'UB')
('AC22517-2022-11-02-6157','A343-1','EtkUhJlcsWPgkTe', 'LB')
('AC04652-2022-11-01-6402','A356-12','cV', 'SU')
