('SL04652-2022-11-02-4719','S197-15','zrRrZAQJGkTlsUpR', 'SL')
('AC04652-2022-11-02-9216','A512-18','HUlPSczkiewN', 'SU')
('AC04652-2022-11-02-9217','A513-1','LszHwA', 'LB')
('AC04652-2022-11-01-9456','A526-6','wetVyCXM', 'SU')
('AC04652-2022-11-02-9219','A513-3','CAwjR', 'UB')
('SL12058-2022-11-01-9000','S375-24','sbSl', 'SU')
('AC22517-2022-11-01-9192','A511-12','SKLMRnVeEEYk', 'SU')
('SL22517-2022-11-01-9069','S378-21','FpNk', 'MB')
('SL04652-2022-11-01-9115','S380-19','HJgaUvvCHhLgSs', 'UB')
('SL22517-2022-11-01-9070','S378-22','nRqfpo', 'UB')
('SL12058-2022-11-01-9006','S376-6','VcxuDJgAVdPmb', 'UB')
('AC12058-2022-11-01-9189','A511-9','BKyTdVWnScJzJxZy', 'UB')
('SL22517-2022-11-01-9073','S379-1','rgOagoxALNtS', 'LB')
('SL12058-2022-11-01-9009','S376-9','EuWFowBShdHPNG', 'LB')
('SL22517-2022-11-01-9175','S383-7','csP', 'SL')
('AC22517-2022-11-02-9342','A519-18','creHwKAAqGdhfUX', 'SU')
('SL04652-2022-11-01-9201','S384-9','dtP', 'LB')
('SL04652-2022-11-02-9228','S385-12','QXkIbAMRYKFAI', 'LB')
('AC22517-2022-11-01-9313','A518-7','r', 'LB')
('SL04652-2022-11-01-9205','S384-13','NhnchMqRwQLfUNMU', 'MB')
('AC12058-2022-11-01-9297','A517-9','NRYomSLNyGpG', 'UB')
('AC12058-2022-11-01-9335','A519-11','tljenccVmRRYb', 'SL')
('AC22517-2022-11-01-9339','A519-15','tsfVTEOtQ', 'UB')
('SL22517-2022-11-02-9258','S386-18','Fxo', 'MB')
('SL22517-2022-11-02-9259','S386-19','YQ', 'UB')
('AC22517-2022-11-01-9346','A520-4','zFw', 'UB')
('AC22517-2022-11-01-9348','A520-6','R', 'SU')
('SL04652-2022-11-02-9312','S388-24','PIBMmxhNfHsRTIky', 'SU')
('AC22517-2022-11-02-9415','A524-1','GkVgG', 'LB')
('SL12058-2022-11-01-9191','S383-23','xNsE', 'SL')
('AC22517-2022-11-02-9418','A524-4','IUvGoQmrYIFTh', 'UB')
('SL22517-2022-11-02-9312','S388-24','rPBZcKdFCqW', 'SU')
('SL22517-2022-11-01-9263','S386-23','rFSUiLT', 'SL')
('SL04652-2022-11-01-9305','S388-17','xRIIsMrC', 'LB')
('SL22517-2022-11-01-9265','S387-1','x', 'LB')
('SL22517-2022-11-02-9317','S389-5','mFBQdXwSFNaIu', 'MB')
('SL22517-2022-11-01-9268','S387-4','xZdwIRWUTOnWfr', 'LB')
('SL22517-2022-11-01-9272','S387-8','xpJDatluyPKDG', 'SU')
('SL22517-2022-11-01-9273','S387-9','zixQ', 'LB')
('SL22517-2022-11-02-9324','S389-12','wvNBzDcwIKgequsU', 'LB')
('SL04652-2022-11-01-9316','S389-4','hfNRqqelH', 'LB')
('AC04652-2022-11-02-9441','A525-9','DP', 'UB')
('SL12058-2022-11-01-9209','S384-17','rFsGrrRFvrtCD', 'LB')
('SL04652-2022-11-01-9324','S389-12','bMuGEnCHNzWDa', 'LB')
('SL12058-2022-11-01-9211','S384-19','CcGJhboJpqSsyIy', 'UB')
('SL04652-2022-11-02-9329','S389-17','OcPXQwTQnHR', 'LB')
('AC04652-2022-11-01-9678','A538-12','gJhvV', 'SU')
('AC12058-2022-11-01-9427','A524-13','iOkDtggGzuLZNdOn', 'LB')
('SL04652-2022-11-01-9357','S390-21','Xb', 'MB')
('AC04652-2022-11-01-9713','A540-11','fCcSITQvDLklyeB', 'SL')
('SL04652-2022-11-02-9359','S390-23','RRwivXMFnRlrq', 'SL')
('SL22517-2022-11-01-9310','S388-22','BRlofXLDTH', 'UB')
('SL04652-2022-11-01-9361','S391-1','vTf', 'LB')
('SL04652-2022-11-02-9360','S390-24','RPQJupKdCuKCjx', 'SU')
('SL12058-2022-11-01-9245','S386-5','V', 'MB')
('SL12058-2022-11-01-9246','S386-6','CbW', 'UB')
('AC04652-2022-11-02-9474','A527-6','waRruXqhrBIPQCRc', 'SU')
('AC22517-2022-11-01-9458','A526-8','zUpVpOfgDp', 'LB')
('AC04652-2022-11-02-9477','A527-9','eHUdrd', 'UB')
('AC22517-2022-11-02-9480','A527-12','pzcdQhjqmUFF', 'SU')
('AC04652-2022-11-01-9723','A541-3','BZbahvwLEFWPRimN', 'UB')
('SL22517-2022-11-02-9373','S391-13','CBlXpLa', 'MB')
('SL04652-2022-11-02-9374','S391-14','VuLCtasNGpccRMuC', 'UB')
('AC04652-2022-11-01-9731','A541-11','zCvCeeHHxRI', 'SL')
('AC22517-2022-11-02-9485','A527-17','yrO', 'SL')
('SL12058-2022-11-01-9264','S386-24','qHyyoNQmNKvBBiPR', 'SU')
('SL22517-2022-11-02-9378','S391-18','USczTdQNubJU', 'MB')
('SL04652-2022-11-01-9379','S391-19','MMpxZ', 'UB')
('AC04652-2022-11-01-9772','A543-16','sNQbmcJkU', 'UB')
('AC04652-2022-11-01-9810','A545-18','piOFIBp', 'SU')
('AC04652-2022-11-02-9583','A533-7','ooVwOa', 'LB')
('SL04652-2022-11-02-9491','S396-11','Q', 'UB')
('SL04652-2022-11-02-9492','S396-12','tYP', 'LB')
('SL22517-2022-11-01-9427','S393-19','O', 'UB')
('AC04652-2022-11-02-9588','A533-12','nOQcze', 'SU')
('SL12058-2022-11-01-9362','S391-2','L', 'MB')
('AC22517-2022-11-02-9598','A534-4','MwuF', 'UB')
('AC04652-2022-11-02-9592','A533-16','bXctGmFrvt', 'UB')
('SL04652-2022-11-01-9473','S395-17','JUncFpr', 'LB')
('AC22517-2022-11-02-9602','A534-8','rpTbQr', 'LB')
('SL04652-2022-11-01-9477','S395-21','hEkrbMHHszvT', 'MB')
('SL04652-2022-11-02-9498','S396-18','BvGA', 'MB')
('AC04652-2022-11-01-9852','A548-6','ugqIZbggf', 'SU')
('SL04652-2022-11-01-9479','S395-23','IJnOWfdZW', 'SL')
('SL12058-2022-11-01-9368','S391-8','uDxjvZLtaIbEGfr', 'SU')
('AC04652-2022-11-02-9596','A534-2','uqJIo', 'LB')
('AC22517-2022-11-02-9608','A534-14','wbgS', 'LB')
('AC04652-2022-11-01-9853','A548-7','pRT', 'LB')
('SL04652-2022-11-01-9483','S396-3','HPAdrksSja', 'UB')
('AC22517-2022-11-01-9576','A532-18','bOtfBrfCrGhk', 'SU')
('SL12058-2022-11-01-9372','S391-12','XgRfCqXCGsdXYxV', 'LB')
('AC22517-2022-11-02-9612','A534-18','tclrnanGyIQHON', 'SU')
('SL22517-2022-11-02-9505','S397-1','daXYziPwHOXhOPlg', 'LB')
('SL04652-2022-11-02-9502','S396-22','Y', 'UB')
('SL22517-2022-11-02-9511','S397-7','AWYAodpVRLEqD', 'SL')
('SL22517-2022-11-01-9444','S394-12','d', 'LB')
('AC12058-2022-11-01-9593','A533-17','oHU', 'SL')
('AC22517-2022-11-02-9632','A536-2','TkYUJUlchhgMN', 'LB')
('SL04652-2022-11-01-9512','S397-8','SuRsVUY', 'SU')
('SL04652-2022-11-01-9513','S397-9','buKwmgwSL', 'LB')
('AC12058-2022-11-01-9703','A540-1','DPQUkjdLikRyd', 'LB')
('AC22517-2022-11-02-9725','A541-5','lLnzXIsgyv', 'SL')
('AC22517-2022-11-01-9682','A538-16','DrgtdDw', 'UB')
('SL04652-2022-11-01-9582','S400-6','gBlR', 'UB')
('AC12058-2022-11-01-9708','A540-6','ZDAgUzhCXzl', 'SU')
('AC04652-2022-11-02-9701','A539-17','YKoheVuhVDwo', 'SL')
('SL22517-2022-11-01-9543','S398-15','cuBFtEJDxFclQ', 'SL')
('AC22517-2022-11-02-9726','A541-6','CfINsATznPN', 'SU')
('SL22517-2022-11-02-9627','S402-3','FNDcR', 'UB')
('AC22517-2022-11-01-9695','A539-11','KyggtEQ', 'SL')
('SL04652-2022-11-01-9648','S402-24','mFkYbstrMNojI', 'SU')
('SL12058-2022-11-01-9513','S397-9','VsZgziWQiV', 'LB')
('SL04652-2022-11-02-9653','S403-5','sTWBxYVpmB', 'MB')
('SL22517-2022-11-01-9589','S400-13','ce', 'MB')
('SL04652-2022-11-02-9655','S403-7','rkDId', 'SL')
('SL04652-2022-11-01-9651','S403-3','pqKRICNFYuCkr', 'UB')
('AC04652-2022-11-01-10008','A556-18','VvkAypLuIwXd', 'SU')
('SL04652-2022-11-01-9652','S403-4','CvV', 'LB')
('AC22517-2022-11-02-9793','A545-1','LKatCAMcXhVv', 'LB')
('SL22517-2022-11-01-9595','S400-19','KZAXy', 'UB')
('SL04652-2022-11-01-9655','S403-7','QaZtICX', 'SL')
('SL22517-2022-11-02-9685','S404-13','D', 'MB')
('AC22517-2022-11-01-9779','A544-5','uLvQHIYFTTfn', 'SL')
('AC04652-2022-11-01-10029','A558-3','MATQGlFCBGGf', 'UB')
('SL04652-2022-11-01-9682','S404-10','tPQxyFwAxzv', 'MB')
('AC12058-2022-11-01-9801','A545-9','lEvEnqtFc', 'UB')
('SL12058-2022-11-01-9545','S398-17','Bdsum', 'LB')
('AC12058-2022-11-01-9802','A545-10','HwULuwpYguSGXNl', 'UB')
('SL22517-2022-11-02-9739','S406-19','jCIDxVg', 'UB')
('AC04652-2022-11-02-9818','A546-8','MFpEMmkjkCjKEop', 'LB')
('SL22517-2022-11-01-9638','S402-14','TtMvovemHGlZWqRd', 'UB')
('SL04652-2022-11-01-9712','S405-16','QmeONik', 'SU')
('AC04652-2022-11-02-9820','A546-10','zCBpUje', 'UB')
('SL22517-2022-11-01-9640','S402-16','RPBNmsUx', 'SU')
('SL22517-2022-11-01-9641','S402-17','TvARaZFpSgn', 'LB')
('AC22517-2022-11-01-9807','A545-15','ZTRsDWS', 'UB')
('AC04652-2022-11-02-9821','A546-11','XbgbGNicv', 'SL')
('AC04652-2022-11-02-9822','A546-12','RDpfORQNQaidVsLR', 'SU')
('AC22517-2022-11-02-9848','A548-2','KmRnSIhgTxHMNFf', 'LB')
('SL12058-2022-11-01-9570','S399-18','gfvleSF', 'MB')
('AC04652-2022-11-01-10050','A559-6','cWCT', 'SU')
('SL22517-2022-11-02-9881','S412-17','lwjctqsdfqkerKH', 'LB')
('AC12058-2022-11-01-9949','A553-13','njqVctVWbuFUUIMg', 'LB')
('SL04652-2022-11-02-9847','S411-7','k', 'SL')
('AC22517-2022-11-01-9948','A553-12','uPXcxnunkl', 'SU')
('SL12058-2022-11-01-9705','S405-9','G', 'LB')
('AC12058-2022-11-01-10012','A557-4','dmNDinmmQD', 'UB')
('AC04652-2022-11-02-10028','A558-2','UdZjLKoGGlbFM', 'LB')
('AC22517-2022-11-02-10042','A558-16','qKNdcPQfwx', 'UB')
('SL22517-2022-11-02-9936','S414-24','WrcaWUxFyjDw', 'SU')
('AC22517-2022-11-01-10006','A556-16','psmpTWGi', 'UB')
('AC22517-2022-11-01-10007','A556-17','FhcCUVCthsXlNdOT', 'SL')
('SL04652-2022-11-01-9903','S413-15','f', 'SL')
('SL04652-2022-11-02-9944','S415-8','m', 'SU')
('SL12058-2022-11-01-9804','S409-12','WcKTquDnfUD', 'LB')
('AC22517-2022-11-02-10072','A560-10','Gxgxuk', 'UB')
('AC22517-2022-11-02-10087','A561-7','IC', 'LB')
('SL04652-2022-11-01-9940','S415-4','JnjnlLQWgl', 'LB')
('SL04652-2022-11-02-9966','S416-6','aMswcUnJyRc', 'UB')
('SL12058-2022-11-01-9822','S410-6','A', 'UB')
('SL04652-2022-11-01-9943','S415-7','Uq', 'SL')
('SL04652-2022-11-02-9973','S416-13','dWqFUTTtEuz', 'MB')
('SL04652-2022-11-01-9945','S415-9','hAVkYHUCC', 'LB')
('SL04652-2022-11-01-9946','S415-10','WBIPBN', 'MB')
('SL22517-2022-11-01-9887','S412-23','GJaajpxuz', 'SL')
('SL12058-2022-11-01-9833','S410-17','tWvPVueN', 'LB')
('AC04652-2022-11-01-10285','A572-7','ASDyOgRgcPsMrh', 'LB')
('AC12058-2022-11-01-10105','A562-7','sGMLeopatwG', 'LB')
('AC22517-2022-11-01-10095','A561-15','cetkgHnlRubPOva', 'UB')
('SL04652-2022-11-01-10060','S420-4','RodGDdabWtCS', 'LB')
('AC22517-2022-11-02-10208','A568-2','CrNX', 'LB')
('SL12058-2022-11-01-9936','S414-24','BNNBMiqdh', 'SU')
('SL04652-2022-11-01-10063','S420-7','NnyZwQmfROuPSVq', 'SL')
('AC04652-2022-11-02-10254','A570-12','nDuNby', 'SU')
('SL04652-2022-11-02-10153','S424-1','CoNN', 'LB')
('AC22517-2022-11-02-10253','A570-11','aghj', 'SL')
('SL12058-2022-11-01-9993','S417-9','rFYYSeAQQbyY', 'LB')
('AC22517-2022-11-01-10232','A569-8','vCIInfJKsFQN', 'LB')
('AC12058-2022-11-01-10254','A570-12','rh', 'SU')
('AC22517-2022-11-01-10237','A569-13','Tyug', 'LB')
('AC12058-2022-11-01-10255','A570-13','HKbMAVsU', 'LB')
('SL22517-2022-11-02-10150','S423-22','LlTn', 'UB')
('SL22517-2022-11-01-10049','S419-17','BtKyZ', 'LB')
('SL04652-2022-11-01-10134','S423-6','roYFy', 'UB')
('SL22517-2022-11-02-10154','S424-2','QZRiomQKthIERMSf', 'MB')
('AC22517-2022-11-01-10241','A569-17','xW', 'SL')
('SL12058-2022-11-01-10001','S417-17','QGrxaacQTxyBMX', 'LB')
('SL04652-2022-11-02-10169','S424-17','xJosToWbhbZLCy', 'LB')
('AC12058-2022-11-01-10261','A571-1','HnZJF', 'LB')
('SL04652-2022-11-02-10171','S424-19','MfDLyLJKvGCBVars', 'UB')
('AC22517-2022-11-02-10264','A571-4','ucu', 'UB')
('SL22517-2022-11-01-10055','S419-23','hbefZFY', 'SL')
('AC22517-2022-11-02-10267','A571-7','spuewxTLzgwBdW', 'LB')
('AC22517-2022-11-01-10247','A570-5','qbAjPCAXazblfxR', 'SL')
('SL22517-2022-11-01-10063','S420-7','ocQyAFdsEbBGsM', 'SL')
('SL04652-2022-11-02-10177','S425-1','CcZBqajWuZiD', 'LB')
('AC04652-2022-11-02-10274','A571-14','eXbkHyv', 'LB')
('AC04652-2022-11-02-10275','A571-15','TJApHj', 'UB')
('AC12058-2022-11-01-10271','A571-11','KdclaYYhXOPjVRqX', 'SL')
('AC04652-2022-11-02-10277','A571-17','zXEdqleSiuUFomwi', 'SL')
('AC04652-2022-11-02-10278','A571-18','wcyMpcOeUsw', 'SU')
('SL04652-2022-11-02-10182','S425-6','HrttlSpNXTDmlAb', 'UB')
('SL04652-2022-11-01-10146','S423-18','ZgCZ', 'MB')
('SL22517-2022-11-01-10068','S420-12','yeflMmsMBU', 'LB')
('AC22517-2022-11-02-10281','A572-3','pkJBYa', 'UB')
('AC12058-2022-11-01-10274','A571-14','BT', 'LB')
('AC04652-2022-11-01-10473','A582-15','xAXzYlFYf', 'UB')
('SL04652-2022-11-01-10148','S423-20','V', 'LB')
('SL12058-2022-11-01-10015','S418-7','IvRBMG', 'SL')
('AC12058-2022-11-01-10280','A572-2','ZQksvZNGx', 'LB')
('AC22517-2022-11-01-10262','A571-2','JuWQKp', 'LB')
('SL22517-2022-11-02-10173','S424-21','KYh', 'MB')
('AC04652-2022-11-01-10536','A586-6','WxEnlyJxOQdWlm', 'SU')
('SL12058-2022-11-01-10079','S420-23','uATkrICsUqzCj', 'SL')
('AC04652-2022-11-02-10355','A576-5','MSCFvOFOzLutq', 'SL')
('SL22517-2022-11-01-10162','S424-10','FieBPecMSWTGDEy', 'MB')
('SL22517-2022-11-01-10163','S424-11','LYpOLROo', 'UB')
('AC22517-2022-11-01-10336','A575-4','bFOvPOS', 'UB')
('SL04652-2022-11-01-10237','S427-13','CAPviKpuXJwfQ', 'MB')
('AC22517-2022-11-02-10408','A579-4','W', 'UB')
('AC22517-2022-11-02-10409','A579-5','Cy', 'SL')
('AC04652-2022-11-01-10616','A590-14','dKElUcnnoRrtud', 'LB')
('AC22517-2022-11-01-10405','A579-1','QeYHVGSWEhNvgc', 'LB')
('AC22517-2022-11-02-10411','A579-7','IDMz', 'LB')
('AC04652-2022-11-02-10425','A580-3','eOiUhGBgMeG', 'UB')
('SL04652-2022-11-01-10303','S430-7','VSlkqmlZiRXp', 'SL')
('AC12058-2022-11-01-10423','A580-1','Mptf', 'LB')
('AC12058-2022-11-01-10424','A580-2','pODtGmiA', 'LB')
('AC04652-2022-11-02-10428','A580-6','PpCMlkUjq', 'SU')
('SL04652-2022-11-01-10305','S430-9','pWLUcfAKKQ', 'LB')
('SL04652-2022-11-02-10337','S431-17','IpoEZl', 'LB')
('SL12058-2022-11-01-10174','S424-22','YkbsqeIZMyFaz', 'UB')
('AC04652-2022-11-02-10429','A580-7','cUP', 'LB')
('AC04652-2022-11-01-10620','A590-18','RGXQJvbUgi', 'SU')
('SL04652-2022-11-01-10309','S430-13','akLtgP', 'MB')
('AC12058-2022-11-01-10430','A580-8','YgqdPRy', 'LB')
('SL22517-2022-11-01-10272','S428-24','PKWbEqxcDi', 'SU')
('AC04652-2022-11-01-10660','A593-4','p', 'UB')
('SL04652-2022-11-02-10400','S434-8','xhPlqNcuFoexG', 'SU')
('SL04652-2022-11-02-10403','S434-11','ugEeCWlo', 'UB')
('SL04652-2022-11-02-10405','S434-13','o', 'MB')
('AC04652-2022-11-02-10495','A584-1','OAMZKuQoMaKl', 'LB')
('SL04652-2022-11-01-10370','S433-2','YPIzJHwNGCmMhdR', 'MB')
('SL12058-2022-11-01-10234','S427-10','XDjwtxC', 'MB')
('SL12058-2022-11-01-10236','S427-12','kLegra', 'LB')
('SL12058-2022-11-01-10238','S427-14','qDkIAtOqhvuTmxj', 'UB')
('AC04652-2022-11-01-10691','A594-17','ZxHAWNSww', 'SL')
('AC22517-2022-11-02-10502','A584-8','r', 'LB')
('SL12058-2022-11-01-10259','S428-11','ZtHxsjmNNNXQgfs', 'UB')
('AC04652-2022-11-02-10515','A585-3','v', 'UB')
('SL22517-2022-11-02-10430','S435-14','peMR', 'UB')
('AC22517-2022-11-01-10490','A583-14','sPz', 'LB')
('SL12058-2022-11-01-10263','S428-15','ClbFvGCSz', 'SL')
('AC22517-2022-11-02-10520','A585-8','camrmXAwavgJiC', 'LB')
('SL12058-2022-11-01-10269','S428-21','W', 'MB')
('SL04652-2022-11-02-10430','S435-14','LMAKiaST', 'UB')
('SL04652-2022-11-01-10395','S434-3','jl', 'UB')
('SL22517-2022-11-02-10444','S436-4','GYojBnR', 'LB')
('AC04652-2022-11-02-10527','A585-15','zjeGXUkK', 'UB')
('AC04652-2022-11-01-10712','A596-2','OfYCeUhs', 'LB')
('AC12058-2022-11-01-10527','A585-15','a', 'UB')
('SL22517-2022-11-01-10343','S431-23','OJMOGWRPt', 'SL')
('AC12058-2022-11-01-10534','A586-4','H', 'UB')
('SL22517-2022-11-01-10347','S432-3','PqTXVkm', 'UB')
('AC04652-2022-11-02-10541','A586-11','dQ', 'SL')
('AC12058-2022-11-01-10538','A586-8','lbHMyGas', 'LB')
('AC22517-2022-11-01-10515','A585-3','ztPfGCnNgMEZG', 'UB')
('AC04652-2022-11-02-10572','A588-6','n', 'SU')
('SL22517-2022-11-02-10520','S439-8','bANFGwqqfPYzK', 'SU')
('SL04652-2022-11-01-10485','S437-21','ATGAyoVHC', 'MB')
('SL22517-2022-11-01-10418','S435-2','kyxJBmLsoBNuVDWF', 'MB')
('SL22517-2022-11-01-10424','S435-8','HrYDGBjkmrCO', 'SU')
('SL04652-2022-11-01-10498','S438-10','wuWBjXvheZ', 'MB')
('SL22517-2022-11-02-10528','S439-16','GNGwpgBNWlX', 'SU')
('AC22517-2022-11-02-10629','A591-9','vEoFW', 'UB')
('SL04652-2022-11-02-10535','S439-23','ReVVuIIwJmvlmuge', 'SL')
('AC12058-2022-11-01-10614','A590-12','r', 'SU')
('SL22517-2022-11-02-10532','S439-20','cRy', 'LB')
('AC22517-2022-11-01-10602','A589-18','OpwmFzcZcjYzgjcl', 'SU')
('SL22517-2022-11-01-10430','S435-14','ZLPa', 'UB')
('AC22517-2022-11-02-10633','A591-13','mJhztbM', 'LB')
('SL22517-2022-11-01-10431','S435-15','EZLoiLEBfshKyFHW', 'SL')
('AC22517-2022-11-01-10609','A590-7','aspWvnPGnoZLuvhM', 'LB')
('SL22517-2022-11-01-10434','S435-18','BPMhvOCfjSyqzZ', 'MB')
('AC04652-2022-11-01-10801','A601-1','FyQ', 'LB')
('SL22517-2022-11-02-10537','S440-1','wbAXkqXmtbXkYk', 'LB')
('SL04652-2022-11-02-10546','S440-10','kVxHnoDrLVcJrTN', 'MB')
('AC04652-2022-11-02-10632','A591-12','pEvQxofZ', 'SU')
('SL04652-2022-11-01-10514','S439-2','qdNqPuPsJysLFDE', 'MB')
('AC04652-2022-11-01-10810','A601-10','PsqmNiz', 'UB')
('SL22517-2022-11-02-10546','S440-10','sGxtER', 'MB')
('AC12058-2022-11-01-10626','A591-6','DsMdeAADcTQIJ', 'SU')
('AC04652-2022-11-02-10638','A591-18','IJwavHOIPOMDJ', 'SU')
('AC22517-2022-11-02-10649','A592-11','F', 'SL')
('AC12058-2022-11-01-10630','A591-10','heOf', 'UB')
('SL22517-2022-11-01-10447','S436-7','WQXqkLop', 'SL')
('SL04652-2022-11-02-10557','S440-21','ddiYnWk', 'MB')
('SL04652-2022-11-01-10522','S439-10','yXQFX', 'MB')
('AC04652-2022-11-01-10831','A602-13','SxiBEmjhaAoDOW', 'LB')
('AC04652-2022-11-02-10659','A593-3','baOSkdZmSOTGc', 'UB')
('SL04652-2022-11-01-10535','S439-23','hNXfMh', 'SL')
('SL12058-2022-11-01-10420','S435-4','N', 'LB')
('SL22517-2022-11-01-10476','S437-12','drJPbwKPU', 'LB')
('SL12058-2022-11-01-10431','S435-15','EErqy', 'SL')
('AC12058-2022-11-01-10662','A593-6','ruiOu', 'SU')
('AC22517-2022-11-02-10692','A594-18','EeZaLz', 'SU')
('SL04652-2022-11-01-10557','S440-21','ZvATqUTBRprtQ', 'MB')
('SL22517-2022-11-02-10630','S443-22','qZZHPj', 'UB')
('SL22517-2022-11-02-10632','S443-24','WGoph', 'SU')
('SL04652-2022-11-01-10585','S442-1','dLh', 'LB')
('AC22517-2022-11-01-10692','A594-18','qyTkmPTCZJjbgEu', 'SU')
('AC12058-2022-11-01-10713','A596-3','DuqnQYetlYF', 'UB')
('AC22517-2022-11-02-10780','A599-16','sInsgIkoJ', 'UB')
('AC22517-2022-11-01-10755','A598-9','q', 'UB')
('AC04652-2022-11-02-10778','A599-14','pUGEFPeoLB', 'LB')
('AC04652-2022-11-02-10779','A599-15','XTQ', 'UB')
('AC04652-2022-11-02-10780','A599-16','Lr', 'UB')
('SL22517-2022-11-02-10699','S446-19','lMEGU', 'UB')
('SL04652-2022-11-01-10666','S445-10','Haq', 'MB')
('AC04652-2022-11-01-10950','A609-6','CHGeEzbuYwo', 'SU')
('AC22517-2022-11-01-10767','A599-3','VNrwTcLJ', 'UB')
('AC04652-2022-11-01-10951','A609-7','fWsH', 'LB')
('AC22517-2022-11-01-10769','A599-5','TvoFky', 'SL')
('AC04652-2022-11-02-10828','A602-10','mZYfjLF', 'UB')
('AC04652-2022-11-02-10833','A602-15','MpMApDSdkD', 'UB')
('SL04652-2022-11-02-10752','S448-24','lIaIkYUuWXH', 'SU')
('AC04652-2022-11-02-10838','A603-2','g', 'LB')
('SL22517-2022-11-01-10649','S444-17','uEIZqDS', 'LB')
('AC04652-2022-11-02-10840','A603-4','BBHsKxr', 'UB')
('AC22517-2022-11-02-10861','A604-7','o', 'LB')
('AC22517-2022-11-01-10853','A603-17','DkRZIuu', 'SL')
('AC12058-2022-11-01-10858','A604-4','Ve', 'UB')
('SL12058-2022-11-01-10624','S443-16','vMsq', 'SU')
('AC22517-2022-11-01-10859','A604-5','FVCxkCToqRh', 'SL')
('SL04652-2022-11-01-10746','S448-18','eCdTl', 'MB')
('AC04652-2022-11-01-11027','A613-11','PJKJdZBFtx', 'SL')
('SL22517-2022-11-02-10771','S449-19','cpAqCRYTHoFeP', 'UB')
('AC12058-2022-11-01-10869','A604-15','jMcne', 'UB')
('SL12058-2022-11-01-10643','S444-11','SQIqqIhLaSNkWLG', 'UB')
('SL04652-2022-11-02-10799','S450-23','apL', 'SL')
('AC22517-2022-11-02-10903','A606-13','JI', 'LB')
('SL04652-2022-11-01-10764','S449-12','Dn', 'LB')
('SL04652-2022-11-02-10802','S451-2','yr', 'MB')
('AC04652-2022-11-02-10893','A606-3','OHFexVoujOefryzg', 'UB')
('SL22517-2022-11-01-10692','S446-12','YIOgGT', 'LB')
('SL12058-2022-11-01-10658','S445-2','AKVvioiBsPdMvZcf', 'MB')
('SL22517-2022-11-02-10793','S450-17','Fq', 'LB')
('AC22517-2022-11-02-10913','A607-5','nSzvYKlT', 'SL')
('SL22517-2022-11-02-10795','S450-19','wWTlWvFkj', 'UB')
('AC12058-2022-11-01-10893','A606-3','AKaEKoivJtREr', 'UB')
('AC04652-2022-11-02-10900','A606-10','GTuCqGVaCfHhG', 'UB')
('AC22517-2022-11-01-10894','A606-4','acsvTdWksfeV', 'UB')
('SL22517-2022-11-02-10799','S450-23','U', 'SL')
('SL12058-2022-11-01-10666','S445-10','BaOGmgWTIw', 'MB')
('SL04652-2022-11-02-10820','S451-20','wcVKsWo', 'LB')
('AC22517-2022-11-02-10916','A607-8','GonYlAvIFQlvuLE', 'LB')
('AC12058-2022-11-01-10933','A608-7','diGAfQSRsYsqnX', 'LB')
('AC22517-2022-11-01-10936','A608-10','p', 'UB')
('SL04652-2022-11-01-10819','S451-19','ScMxbYvIdbeNGd', 'UB')
('SL22517-2022-11-02-10846','S452-22','Uu', 'UB')
('AC04652-2022-11-02-10959','A609-15','wBwqJFsaW', 'UB')
('AC22517-2022-11-01-10947','A609-3','YprL', 'UB')
('SL22517-2022-11-02-10850','S453-2','oILsnGYjnVGh', 'MB')
('SL22517-2022-11-01-10792','S450-16','Yl', 'SU')
('SL04652-2022-11-01-10872','S453-24','yRgbDgY', 'SU')
('SL12058-2022-11-01-10749','S448-21','jVmCNZ', 'MB')
('SL04652-2022-11-02-10915','S455-19','pyJXNkgkzYi', 'UB')
('AC22517-2022-11-01-10992','A611-12','PH', 'SU')
('SL12058-2022-11-01-10756','S449-4','CYTEJk', 'LB')
('SL12058-2022-11-01-10757','S449-5','ezr', 'MB')
('SL22517-2022-11-02-10892','S454-20','ECLGXuSLih', 'LB')
('SL22517-2022-11-02-10895','S454-23','Nz', 'SL')
('SL04652-2022-11-02-10930','S456-10','DKjYuBvuHdpL', 'MB')
('AC22517-2022-11-02-11026','A613-10','zvaZIPOzuXBzwgC', 'UB')
('AC22517-2022-11-02-11028','A613-12','Pox', 'SU')
('AC22517-2022-11-02-11029','A613-13','dwxhwhXrtt', 'LB')
('SL04652-2022-11-02-10969','S458-1','JMFLxSIUe', 'LB')
('AC22517-2022-11-01-11048','A614-14','qJouWzthd', 'LB')
('SL12058-2022-11-01-10816','S451-16','RRcKie', 'SU')
('AC12058-2022-11-01-11074','A616-4','jhovVJhmbvyB', 'UB')
('AC22517-2022-11-01-11058','A615-6','NjHDbmQBjYsph', 'SU')
('SL04652-2022-11-02-11009','S459-17','QbVgEQtGayf', 'LB')
('AC04652-2022-11-01-11235','A625-3','PCqgTkJ', 'UB')
('AC22517-2022-11-02-11062','A615-10','NcLpjXioeqVIZ', 'UB')
('AC12058-2022-11-01-11140','A619-16','eRiVPVlQDJySn', 'UB')
('AC22517-2022-11-01-11125','A619-1','jn', 'LB')
('SL04652-2022-11-01-11032','S460-16','gmJBZkwjt', 'SU')
('SL22517-2022-11-01-10947','S457-3','QjytACxvrlJy', 'UB')
