('AC22517-2022-11-02-3902','A217-14','hwELuFRnWxIzuk', 'LB')
('AC22517-2022-11-01-4216','A235-4','VdJ', 'UB')
('AC22517-2022-11-02-4293','A239-9','OLBO', 'UB')
('SL22517-2022-11-01-4195','S175-19','YbPrRjnUkR', 'UB')
('SL22517-2022-11-02-4292','S179-20','mCqGLakfagbj', 'LB')
('SL12058-2022-11-01-4192','S175-16','AlA', 'SU')
('AC22517-2022-11-02-4295','A239-11','KIKui', 'SL')
('AC04652-2022-11-01-4211','A234-17','JkOJVHxGvEP', 'SL')
('AC04652-2022-11-02-4275','A238-9','ykGiVgEsfvuH', 'UB')
('SL04652-2022-11-01-4293','S179-21','k', 'MB')
('SL04652-2022-11-02-4135','S173-7','Nhv', 'SL')
('AC04652-2022-11-01-4213','A235-1','FMSCUVzPZKBiVKG', 'LB')
('SL22517-2022-11-01-4198','S175-22','hmXIVhQZntm', 'UB')
('SL22517-2022-11-02-4296','S179-24','lfHDwpasNgueCAe', 'SU')
('AC04652-2022-11-02-4279','A238-13','cA', 'LB')
('AC22517-2022-11-01-4218','A235-6','lbh', 'SU')
('SL22517-2022-11-02-4298','S180-2','pnhpcuGOiBAo', 'MB')
('AC22517-2022-11-01-4219','A235-7','YMkdcpELvTV', 'LB')
('AC22517-2022-11-02-4303','A240-1','Mv', 'LB')
('AC04652-2022-11-01-4217','A235-5','VUalLVDerKUD', 'SL')
('AC22517-2022-11-01-4222','A235-10','a', 'UB')
('SL04652-2022-11-01-4300','S180-4','vuiAViSGPgKJdV', 'LB')
('SL04652-2022-11-02-4141','S173-13','toYvEfqdkLHFD', 'MB')
('SL12058-2022-11-01-4201','S176-1','uUgDpFpFo', 'LB')
('SL22517-2022-11-01-4205','S176-5','WhBlamoXOtKku', 'MB')
('SL04652-2022-11-02-4143','S173-15','fQAjxJVon', 'SL')
('SL04652-2022-11-01-4302','S180-6','BTDxpZPVnf', 'UB')
('AC04652-2022-11-02-4288','A239-4','yuikXFvcoMHAm', 'UB')
('AC12058-2022-11-01-4221','A235-9','JulyTFiZOXpygN', 'UB')
('AC12058-2022-11-01-4222','A235-10','qzGkq', 'UB')
('AC22517-2022-11-01-4229','A235-17','gWYHsnZ', 'SL')
('AC22517-2022-11-01-4230','A235-18','zhRYAe', 'SU')
('SL04652-2022-11-01-4307','S180-11','yUmpGhAlhsvGmlNJ', 'UB')
('AC22517-2022-11-02-4314','A240-12','YGxv', 'SU')
('SL22517-2022-11-01-4209','S176-9','gKHPoB', 'LB')
('AC22517-2022-11-01-4234','A236-4','baxYnBOZnwj', 'UB')
('AC22517-2022-11-01-4235','A236-5','BioKJI', 'SL')
('AC04652-2022-11-01-4222','A235-10','dCXGVznA', 'UB')
('AC04652-2022-11-02-4291','A239-7','hAuQmDZZR', 'LB')
('SL04652-2022-11-01-4312','S180-16','rgzWtoG', 'SU')
('AC22517-2022-11-01-4236','A236-6','Immk', 'SU')
('AC12058-2022-11-01-4229','A235-17','KM', 'SL')
('AC22517-2022-11-01-4237','A236-7','yAzUeYYmU', 'LB')
('SL22517-2022-11-01-4214','S176-14','nYCuEKMddJejzdup', 'UB')
('AC04652-2022-11-02-4294','A239-10','YPC', 'UB')
('SL04652-2022-11-02-4153','S174-1','YDhkaNkBxBYVa', 'LB')
('SL22517-2022-11-01-4215','S176-15','mxpqhp', 'SL')
('SL22517-2022-11-01-4216','S176-16','bmnxFP', 'SU')
('AC04652-2022-11-02-4295','A239-11','bJdsUuHYxiP', 'SL')
('AC04652-2022-11-02-4296','A239-12','BZXMFqxRRIAK', 'SU')
('SL22517-2022-11-01-4219','S176-19','ZQbxXtMXlRZK', 'UB')
('SL04652-2022-11-02-4156','S174-4','O', 'LB')
('AC04652-2022-11-02-4299','A239-15','holQQhpNMJb', 'UB')
('SL22517-2022-11-01-4221','S176-21','sFm', 'MB')
('SL22517-2022-11-02-4315','S180-19','A', 'UB')
('AC04652-2022-11-02-4300','A239-16','LjYBtAoOCjI', 'UB')
('AC04652-2022-11-02-4301','A239-17','Urb', 'SL')
('SL22517-2022-11-02-4318','S180-22','jGEHCjjyGDlB', 'UB')
('SL12058-2022-11-01-4218','S176-18','ywTFSey', 'MB')
('AC04652-2022-11-02-4302','A239-18','ujYBczQCcl', 'SU')
('SL12058-2022-11-01-4219','S176-19','mBhN', 'UB')
('AC22517-2022-11-01-4250','A237-2','DRJW', 'LB')
('AC12058-2022-11-01-4236','A236-6','To', 'SU')
('SL22517-2022-11-01-4226','S177-2','lEoYgukthW', 'MB')
('SL04652-2022-11-01-4321','S181-1','zUMyMA', 'LB')
('AC12058-2022-11-01-4237','A236-7','ad', 'LB')
('AC04652-2022-11-01-4234','A236-4','rowpWASFnXN', 'UB')
('SL04652-2022-11-01-4324','S181-4','mqNluVAPRL', 'LB')
('AC22517-2022-11-02-4328','A241-8','NT', 'LB')
('AC04652-2022-11-02-4311','A240-9','YlDceLknlDClkRIu', 'UB')
('AC04652-2022-11-01-4236','A236-6','cKZUXWOCa', 'SU')
('AC22517-2022-11-01-4258','A237-10','YpCcwaBzA', 'UB')
('SL22517-2022-11-02-4329','S181-9','GHEVkyGCckeqMgf', 'LB')
('AC12058-2022-11-01-4243','A236-13','biqzjM', 'LB')
('AC22517-2022-11-01-4262','A237-14','ZEp', 'LB')
('SL12058-2022-11-01-4230','S177-6','QK', 'UB')
('AC12058-2022-11-01-4244','A236-14','ccKOlJLwXTvOf', 'LB')
('SL04652-2022-11-02-4165','S174-13','tYLBcllUPpXW', 'MB')
('SL22517-2022-11-01-4236','S177-12','ti', 'LB')
('SL22517-2022-11-02-4334','S181-14','ogiuzqwrTyGecii', 'UB')
('SL22517-2022-11-01-4237','S177-13','cVkmqzbHkZLuijDf', 'MB')
('SL22517-2022-11-02-4335','S181-15','lnFmqEG', 'SL')
('SL04652-2022-11-01-4336','S181-16','IsUOq', 'SU')
('SL04652-2022-11-02-4166','S174-14','fqEs', 'UB')
('AC22517-2022-11-02-4335','A241-15','nKqHLyEyP', 'UB')
('SL22517-2022-11-01-4240','S177-16','QYvyUJGKjTLSA', 'SU')
('SL04652-2022-11-01-4337','S181-17','demF', 'LB')
('SL22517-2022-11-01-4241','S177-17','KyfwezMHeA', 'LB')
('SL22517-2022-11-01-4242','S177-18','OzPRz', 'MB')
('SL04652-2022-11-01-4339','S181-19','evRZJWXItiAmHA', 'UB')
('SL22517-2022-11-01-4244','S177-20','DJtPuJUQnnMh', 'LB')
('SL04652-2022-11-01-4341','S181-21','iIdjQpo', 'MB')
('AC04652-2022-11-01-4249','A237-1','zCOwXMaKmbaCr', 'LB')
('AC04652-2022-11-02-4320','A240-18','ObLfAyAYAddPuEd', 'SU')
('AC12058-2022-11-01-4250','A237-2','uvEIVLUWzTpSXUO', 'LB')
('SL04652-2022-11-01-4344','S181-24','BVlkQFS', 'SU')
('AC04652-2022-11-01-4252','A237-4','X', 'UB')
('SL04652-2022-11-01-4347','S182-3','mZQPuHrlEtWp', 'UB')
('AC22517-2022-11-02-4339','A242-1','VM', 'LB')
('AC22517-2022-11-02-4340','A242-2','S', 'LB')
('SL22517-2022-11-01-4248','S177-24','xqYLwN', 'SU')
('SL04652-2022-11-02-4173','S174-21','krZWFXUsnpw', 'MB')
('AC04652-2022-11-01-4256','A237-8','NCQfGTzCtnSEo', 'LB')
('AC04652-2022-11-01-4257','A237-9','tHO', 'UB')
('SL22517-2022-11-02-4346','S182-2','DSUqFJwkR', 'MB')
('SL04652-2022-11-02-4177','S175-1','QRxUr', 'LB')
('SL04652-2022-11-02-4178','S175-2','if', 'MB')
('AC12058-2022-11-01-4258','A237-10','PH', 'UB')
('SL12058-2022-11-01-4240','S177-16','UO', 'SU')
('SL22517-2022-11-01-4252','S178-4','RO', 'LB')
('AC04652-2022-11-01-4260','A237-12','rtlCimHSfCinSf', 'SU')
('AC12058-2022-11-01-4261','A237-13','FPIaRp', 'LB')
('SL04652-2022-11-02-4180','S175-4','djEkkMoKwaYeH', 'LB')
('SL12058-2022-11-01-4243','S177-19','zmdZ', 'UB')
('AC04652-2022-11-02-4328','A241-8','uQVmOU', 'LB')
('AC04652-2022-11-02-4329','A241-9','OJwnMvnMF', 'UB')
('AC04652-2022-11-02-4330','A241-10','mhNDRi', 'UB')
('AC22517-2022-11-02-4350','A242-12','xmMulEKL', 'SU')
('SL04652-2022-11-01-4355','S182-11','Y', 'UB')
('SL22517-2022-11-01-4258','S178-10','dNICrPbJFY', 'MB')
('AC04652-2022-11-01-4264','A237-16','xp', 'UB')
('SL12058-2022-11-01-4246','S177-22','gCGVb', 'UB')
('SL12058-2022-11-01-4247','S177-23','vhQgjitBZI', 'SL')
('AC04652-2022-11-02-4333','A241-13','DmPMTVWXZO', 'LB')
('AC04652-2022-11-01-4266','A237-18','msqnf', 'SU')
('AC22517-2022-11-01-4286','A239-2','oxJzdpRktOA', 'LB')
('SL22517-2022-11-01-4261','S178-13','KHQugQ', 'MB')
('AC04652-2022-11-01-4268','A238-2','gtrdpejuR', 'LB')
('AC22517-2022-11-01-4287','A239-3','ooQgVxE', 'UB')
('SL22517-2022-11-01-4263','S178-15','tTGdNbdzsKHvdo', 'SL')
('SL04652-2022-11-02-4184','S175-8','q', 'SU')
('SL22517-2022-11-01-4264','S178-16','E', 'SU')
('AC22517-2022-11-01-4288','A239-4','rUAniC', 'UB')
('AC22517-2022-11-01-4290','A239-6','fbEUhyVOTVCvQOF', 'SU')
('SL04652-2022-11-01-4359','S182-15','ONwPiYEKGQg', 'SL')
('SL04652-2022-11-01-4360','S182-16','Gk', 'SU')
('SL22517-2022-11-02-4356','S182-12','oduzbpLyQFCc', 'LB')
('SL04652-2022-11-01-4362','S182-18','PcarZ', 'MB')
('SL22517-2022-11-02-4357','S182-13','YJuwJlFGHr', 'MB')
('SL04652-2022-11-02-4188','S175-12','BJX', 'LB')
('SL04652-2022-11-02-4189','S175-13','fgTAqpmXkxWPqk', 'MB')
('AC22517-2022-11-01-4295','A239-11','XsahjYAd', 'SL')
('AC22517-2022-11-01-4296','A239-12','FcGVbYPD', 'SU')
('AC22517-2022-11-02-4368','A243-12','wgY', 'SU')
('SL22517-2022-11-02-4361','S182-17','aoOh', 'LB')
('AC12058-2022-11-01-4275','A238-9','UgjqRSlTXINTRygw', 'UB')
('SL04652-2022-11-01-4366','S182-22','TcDlkjHVJbRFr', 'UB')
('SL22517-2022-11-01-4269','S178-21','XLh', 'MB')
('AC04652-2022-11-02-4344','A242-6','nOvG', 'SU')
('SL12058-2022-11-01-4256','S178-8','dCLqyoHbLNb', 'SU')
('SL22517-2022-11-01-4271','S178-23','yiLYKqIP', 'SL')
('AC12058-2022-11-01-4277','A238-11','Zj', 'SL')
('SL12058-2022-11-01-4258','S178-10','syLqJPbyBOPUbak', 'MB')
('AC22517-2022-11-02-4376','A244-2','JPswopSm', 'LB')
('AC04652-2022-11-02-4346','A242-8','rZUAjJ', 'LB')
('SL04652-2022-11-01-4370','S183-2','u', 'MB')
('AC22517-2022-11-01-4302','A239-18','hdjNa', 'SU')
('SL04652-2022-11-02-4196','S175-20','eyQrbmEv', 'LB')
('SL22517-2022-11-01-4273','S179-1','ZkjFVcG', 'LB')
('SL22517-2022-11-01-4275','S179-3','vIWk', 'UB')
('AC22517-2022-11-01-4305','A240-3','WgSRACNHq', 'UB')
('SL22517-2022-11-01-4276','S179-4','hGiXuyYdtF', 'LB')
('AC04652-2022-11-02-4351','A242-13','NpL', 'LB')
('SL04652-2022-11-02-4199','S175-23','UgHvglDXyOu', 'SL')
('SL22517-2022-11-02-4365','S182-21','xkVvfBN', 'MB')
('SL04652-2022-11-01-4376','S183-8','tbh', 'SU')
('AC22517-2022-11-01-4309','A240-7','tHrcbjsle', 'LB')
('SL22517-2022-11-01-4283','S179-11','hmfTp', 'UB')
('SL12058-2022-11-01-4265','S178-17','NrAg', 'LB')
('SL22517-2022-11-02-4368','S182-24','cuJEEk', 'SU')
('AC12058-2022-11-01-4288','A239-4','TTNqcGscIiLOUtQ', 'UB')
('AC04652-2022-11-02-4353','A242-15','ESNIskchVUEcBcqJ', 'UB')
('SL04652-2022-11-02-4204','S176-4','ZgNeHVx', 'LB')
('AC04652-2022-11-01-4292','A239-8','JmfZ', 'LB')
('SL22517-2022-11-01-4286','S179-14','PZRGFca', 'UB')
('SL12058-2022-11-01-4269','S178-21','yti', 'MB')
('AC22517-2022-11-02-4388','A244-14','UheMaWtCuUTwa', 'LB')
('AC04652-2022-11-02-4358','A243-2','BTukAXQ', 'LB')
('AC04652-2022-11-02-4359','A243-3','CXfuZQUiyXIFT', 'UB')
('AC04652-2022-11-02-4360','A243-4','GZropbqiSRIyWp', 'UB')
('AC12058-2022-11-01-4291','A239-7','Xzi', 'LB')
('AC04652-2022-11-02-4362','A243-6','iqZlZrnOk', 'SU')
('SL12058-2022-11-01-4274','S179-2','qolNRXrRkKHII', 'MB')
('SL22517-2022-11-02-4373','S183-5','emXiipm', 'MB')
('AC22517-2022-11-02-4393','A245-1','tx', 'LB')
('SL04652-2022-11-02-4213','S176-13','PQGG', 'MB')
('AC22517-2022-11-01-4316','A240-14','WKewqd', 'LB')
('AC22517-2022-11-02-4396','A245-4','HwthJDvdwzfNU', 'UB')
('SL04652-2022-11-02-4215','S176-15','Uxw', 'SL')
('SL04652-2022-11-01-4385','S183-17','vorVelv', 'LB')
('AC12058-2022-11-01-4297','A239-13','qemfjZE', 'LB')
('SL22517-2022-11-02-4376','S183-8','Rg', 'SU')
('AC22517-2022-11-01-4323','A241-3','MOModbbbtNPLQ', 'UB')
('AC04652-2022-11-01-4302','A239-18','lkyl', 'SU')
('SL22517-2022-11-01-4295','S179-23','bePgBhpwJN', 'SL')
('AC04652-2022-11-01-4304','A240-2','zjsdEYdEtB', 'LB')
('SL22517-2022-11-01-4296','S179-24','QZmXGK', 'SU')
('SL04652-2022-11-02-4223','S176-23','ltcqXj', 'SL')
('AC22517-2022-11-02-4400','A245-8','FU', 'LB')
('AC22517-2022-11-01-4329','A241-9','WVuBMLm', 'UB')
('SL12058-2022-11-01-4283','S179-11','FylZT', 'UB')
('AC22517-2022-11-01-4330','A241-10','OJgddzmTrGAdh', 'UB')
('SL04652-2022-11-02-4227','S177-3','HwLeCQFYoU', 'UB')
('AC22517-2022-11-01-4331','A241-11','HXfsDoS', 'SL')
('SL12058-2022-11-01-4289','S179-17','tXNhQBbq', 'LB')
('SL22517-2022-11-01-4302','S180-6','zFCugplp', 'UB')
('AC22517-2022-11-01-4332','A241-12','KrDEkPlZKwpxtR', 'SU')
('SL04652-2022-11-02-4230','S177-6','AHDL', 'UB')
('SL04652-2022-11-01-4398','S184-6','zdgFYQTBhHjOn', 'UB')
('AC22517-2022-11-02-4409','A245-17','MqCnTEVAohyKLMnu', 'SL')
('AC22517-2022-11-02-4410','A245-18','PwDvLsbGTEjqp', 'SU')
('AC22517-2022-11-01-4334','A241-14','LPdq', 'LB')
('AC04652-2022-11-01-4314','A240-12','WePTUlTuonjTi', 'SU')
('SL22517-2022-11-01-4308','S180-12','jN', 'LB')
('AC22517-2022-11-02-4412','A246-2','QgmSTlxM', 'LB')
('AC04652-2022-11-01-4316','A240-14','D', 'LB')
('AC22517-2022-11-02-4416','A246-6','rsSLufHrA', 'SU')
('AC12058-2022-11-01-4308','A240-6','AQEJXZEm', 'SU')
('AC22517-2022-11-02-4418','A246-8','cwTTgtxy', 'LB')
('SL12058-2022-11-01-4294','S179-22','u', 'UB')
('AC04652-2022-11-02-4375','A244-1','zXCudUzWNjKx', 'LB')
('AC22517-2022-11-01-4337','A241-17','RuWVcaO', 'SL')
('SL04652-2022-11-02-4237','S177-13','PmL', 'MB')
('SL04652-2022-11-02-4238','S177-14','tkW', 'UB')
('AC04652-2022-11-02-4378','A244-4','zdVqQCyhlFDkql', 'UB')
('AC12058-2022-11-01-4313','A240-11','TdvWxWRKFZkDEKku', 'SL')
('SL04652-2022-11-01-4408','S184-16','hqFThw', 'SU')
('SL04652-2022-11-02-4246','S177-22','sxhdSMCgqaF', 'UB')
('SL12058-2022-11-01-4299','S180-3','UvcWU', 'UB')
('AC12058-2022-11-01-4320','A240-18','ld', 'SU')
('AC04652-2022-11-01-4325','A241-5','gyVhrVbXYYp', 'SL')
('SL22517-2022-11-02-4399','S184-7','VRVk', 'SL')
('SL12058-2022-11-01-4302','S180-6','EOdvB', 'UB')
('AC04652-2022-11-01-4326','A241-6','Fe', 'SU')
('SL22517-2022-11-01-4313','S180-17','ZhlDrMOCsP', 'LB')
('SL04652-2022-11-01-4415','S184-23','jsxTN', 'SL')
('AC12058-2022-11-01-4325','A241-5','MPjIFzsMef', 'SL')
('SL04652-2022-11-01-4416','S184-24','sXDHTRFNsl', 'SU')
('AC12058-2022-11-01-4326','A241-6','GCns', 'SU')
('SL22517-2022-11-01-4316','S180-20','x', 'LB')
('SL04652-2022-11-02-4255','S178-7','bTMPPyjHjQrZ', 'SL')
('SL12058-2022-11-01-4306','S180-10','nseKKhnVWOUgD', 'MB')
('AC22517-2022-11-02-4426','A246-16','MMRxnBekqz', 'UB')
('SL22517-2022-11-01-4319','S180-23','mzdly', 'SL')
('AC04652-2022-11-02-4388','A244-14','ZZXFyDb', 'LB')
('AC04652-2022-11-02-4389','A244-15','Hzk', 'UB')
('SL04652-2022-11-02-4257','S178-9','kVKzWSMoDIZAOLx', 'LB')
('AC12058-2022-11-01-4329','A241-9','n', 'UB')
('AC04652-2022-11-01-4332','A241-12','IqpzqQjaTWmhtJww', 'SU')
('AC04652-2022-11-02-4390','A244-16','ntEjkm', 'UB')
('AC22517-2022-11-01-4348','A242-10','GQcDlJsJp', 'UB')
('SL04652-2022-11-02-4258','S178-10','gxsByzFTKZZvUwO', 'MB')
('AC04652-2022-11-02-4391','A244-17','xrmEhQDeDJonytjb', 'SL')
('SL04652-2022-11-01-4424','S185-8','BsJXMnJORazqKCdh', 'SU')
('AC22517-2022-11-02-4430','A247-2','ClUFoiSajzoes', 'LB')
('SL22517-2022-11-01-4324','S181-4','pRAZotuKdQgXtc', 'LB')
('SL22517-2022-11-02-4405','S184-13','hcaXsFp', 'MB')
('AC12058-2022-11-01-4332','A241-12','BklbLJzCBqvAB', 'SU')
('AC04652-2022-11-01-4339','A242-1','CbFpZfECMJdA', 'LB')
('AC04652-2022-11-02-4393','A245-1','DyebzNQvuCDxSThO', 'LB')
('SL22517-2022-11-01-4329','S181-9','wuxY', 'LB')
('AC22517-2022-11-01-4352','A242-14','oWpXAoAGTfi', 'LB')
('AC12058-2022-11-01-4335','A241-15','oVWEtFtDtSIFGG', 'UB')
('AC04652-2022-11-01-4341','A242-3','zTyqYqxVXOSSwIN', 'UB')
('SL04652-2022-11-02-4259','S178-11','SBkD', 'UB')
('SL22517-2022-11-02-4410','S184-18','iwNgEb', 'MB')
('SL22517-2022-11-01-4331','S181-11','tpjzcbljlL', 'UB')
('SL04652-2022-11-01-4434','S185-18','IyViSWNzoRsI', 'MB')
('AC22517-2022-11-02-4434','A247-6','ypFfaxnLolxvwH', 'SU')
('SL04652-2022-11-01-4435','S185-19','t', 'UB')
('AC22517-2022-11-02-4436','A247-8','kTtYR', 'LB')
('SL22517-2022-11-01-4333','S181-13','QBzwJwPfi', 'MB')
('SL22517-2022-11-01-4334','S181-14','SNxckZkm', 'UB')
('AC04652-2022-11-02-4395','A245-3','Kpz', 'UB')
('SL12058-2022-11-01-4313','S180-17','MKeJid', 'LB')
('AC04652-2022-11-02-4396','A245-4','xgvbmatiNjM', 'UB')
('AC04652-2022-11-01-4342','A242-4','hX', 'UB')
('SL22517-2022-11-01-4336','S181-16','AQVfGvVZwD', 'SU')
('AC12058-2022-11-01-4341','A242-3','lqgqIThTRNR', 'UB')
('AC12058-2022-11-01-4342','A242-4','nawyWrtrdhcBY', 'UB')
('SL04652-2022-11-01-4442','S186-2','cva', 'MB')
('SL12058-2022-11-01-4316','S180-20','oguN', 'LB')
('SL22517-2022-11-02-4417','S185-1','zacFFlTHvSsh', 'LB')
('SL22517-2022-11-02-4418','S185-2','MfkLMXGxrvrE', 'MB')
('SL04652-2022-11-01-4444','S186-4','xkYqpu', 'LB')
('AC22517-2022-11-02-4442','A247-14','gMjeF', 'LB')
('AC04652-2022-11-01-4345','A242-7','AWaHidtJDNq', 'LB')
('AC22517-2022-11-01-4362','A243-6','wrwxjemMm', 'SU')
('SL04652-2022-11-02-4266','S178-18','TVQwOGFE', 'MB')
('AC22517-2022-11-01-4366','A243-10','kPTCAUahCUUr', 'UB')
('SL04652-2022-11-02-4269','S178-21','riNUFDTLTCfjsJ', 'MB')
('AC04652-2022-11-01-4346','A242-8','yalB', 'LB')
('SL22517-2022-11-01-4341','S181-21','zZvUDRubyZ', 'MB')
('SL22517-2022-11-02-4420','S185-4','cVbxc', 'LB')
('SL04652-2022-11-02-4275','S179-3','ayUdVSjZknx', 'UB')
('SL12058-2022-11-01-4319','S180-23','Pmes', 'SL')
('AC22517-2022-11-01-4368','A243-12','CvNGEkeoyphn', 'SU')
('SL22517-2022-11-01-4344','S181-24','lAHMxIyMi', 'SU')
('SL12058-2022-11-01-4320','S180-24','qgetEtKFTa', 'SU')
('SL22517-2022-11-02-4424','S185-8','wpXmsPI', 'SU')
('AC22517-2022-11-01-4369','A243-13','luWpq', 'LB')
('SL04652-2022-11-01-4447','S186-7','wgeeiraOYSy', 'SL')
('AC12058-2022-11-01-4353','A242-15','ANXzad', 'UB')
('AC22517-2022-11-02-4450','A248-4','RgfaNlyu', 'UB')
('SL22517-2022-11-01-4345','S182-1','ngZSdBSRZlDGbM', 'LB')
('AC04652-2022-11-01-4351','A242-13','vIO', 'LB')
('SL12058-2022-11-01-4324','S181-4','FrPTyommPaXcw', 'LB')
('AC04652-2022-11-02-4405','A245-13','UANaDeRU', 'LB')
('SL22517-2022-11-01-4349','S182-5','fpWOoHFzbUEUi', 'MB')
('AC12058-2022-11-01-4356','A242-18','tqDq', 'SU')
('SL12058-2022-11-01-4325','S181-5','OaXPJQJ', 'MB')
('SL22517-2022-11-01-4350','S182-6','GzJNG', 'UB')
('SL22517-2022-11-02-4429','S185-13','PC', 'MB')
('AC22517-2022-11-02-4457','A248-11','BOWnpWj', 'SL')
('SL22517-2022-11-02-4431','S185-15','WeKCzNyPrIwCM', 'SL')
('AC04652-2022-11-02-4408','A245-16','C', 'UB')
('SL22517-2022-11-02-4435','S185-19','prflGpuTxHE', 'UB')
('SL12058-2022-11-01-4330','S181-10','HVYH', 'MB')
('AC04652-2022-11-01-4359','A243-3','M', 'UB')
('SL04652-2022-11-01-4456','S186-16','XcQyGiWNsSzahHhd', 'SU')
('AC04652-2022-11-02-4412','A246-2','OwVoNZqxYkVmXvE', 'LB')
('AC22517-2022-11-01-4373','A243-17','DKQv', 'SL')
('SL22517-2022-11-01-4353','S182-9','ForKKal', 'LB')
('AC22517-2022-11-02-4461','A248-15','jdGx', 'UB')
('AC22517-2022-11-02-4462','A248-16','VQOyYYiWMEQesges', 'UB')
('SL12058-2022-11-01-4333','S181-13','hZdeBh', 'MB')
('AC22517-2022-11-01-4375','A244-1','H', 'LB')
('AC12058-2022-11-01-4363','A243-7','aGoooDPCzRSfh', 'LB')
('SL04652-2022-11-02-4288','S179-16','VmAv', 'SU')
('AC22517-2022-11-02-4463','A248-17','XYLEwCUAmfrwfDL', 'SL')
('SL12058-2022-11-01-4336','S181-16','fgWbyudfIOshxS', 'SU')
('AC12058-2022-11-01-4366','A243-10','isOAQpy', 'UB')
('AC04652-2022-11-02-4418','A246-8','sN', 'LB')
('AC04652-2022-11-01-4364','A243-8','gDSy', 'LB')
('AC04652-2022-11-02-4420','A246-10','UGFsNOnGUbPtbq', 'UB')
('SL04652-2022-11-01-4462','S186-22','xGWysIFyIfm', 'UB')
('AC22517-2022-11-01-4382','A244-8','XAVOg', 'LB')
('SL04652-2022-11-02-4292','S179-20','EWCzeFBXw', 'LB')
('AC12058-2022-11-01-4370','A243-14','qWxFVqePZ', 'LB')
('SL22517-2022-11-01-4364','S182-20','TYkeuz', 'LB')
('AC12058-2022-11-01-4373','A243-17','VMwcvQziGmf', 'SL')
('AC04652-2022-11-02-4426','A246-16','cfp', 'UB')
('AC22517-2022-11-02-4471','A249-7','RWGh', 'LB')
('SL04652-2022-11-01-4466','S187-2','CVJIL', 'MB')
('AC22517-2022-11-02-4473','A249-9','VDiokSyWTn', 'UB')
('AC12058-2022-11-01-4377','A244-3','t', 'UB')
('AC12058-2022-11-01-4378','A244-4','DY', 'UB')
('SL04652-2022-11-01-4468','S187-4','qIKXYiczZlTNC', 'LB')
('SL22517-2022-11-02-4452','S186-12','WEhx', 'LB')
('AC04652-2022-11-01-4368','A243-12','EMU', 'SU')
('AC12058-2022-11-01-4383','A244-9','sL', 'UB')
('AC04652-2022-11-02-4431','A247-3','D', 'UB')
('SL12058-2022-11-01-4347','S182-3','earY', 'UB')
('AC22517-2022-11-02-4477','A249-13','mvYq', 'LB')
('AC12058-2022-11-01-4386','A244-12','bhZGLrzBkZP', 'SU')
('AC22517-2022-11-02-4479','A249-15','nSRwYmMjZD', 'UB')
('AC22517-2022-11-02-4480','A249-16','JXgV', 'UB')
('AC04652-2022-11-02-4434','A247-6','CQVLOMwZJhPn', 'SU')
('AC04652-2022-11-02-4435','A247-7','FnOcCbNhUrAYGN', 'LB')
('SL04652-2022-11-02-4301','S180-5','l', 'MB')
('SL22517-2022-11-01-4371','S183-3','ELIm', 'UB')
('AC04652-2022-11-01-4373','A243-17','yAj', 'SL')
('AC22517-2022-11-01-4392','A244-18','LW', 'SU')
('SL04652-2022-11-02-4303','S180-7','uXwQE', 'SL')
('SL22517-2022-11-02-4458','S186-18','BaLcAtNNjrRbeavl', 'MB')
('SL22517-2022-11-02-4459','S186-19','GVbbYnODE', 'UB')
('SL22517-2022-11-02-4460','S186-20','p', 'LB')
('AC22517-2022-11-02-4484','A250-2','xuHdRocNNPv', 'LB')
('AC22517-2022-11-01-4393','A245-1','ZFvxsrGDW', 'LB')
('AC12058-2022-11-01-4388','A244-14','MOQAExqwJhSKuLs', 'LB')
('SL04652-2022-11-01-4477','S187-13','YHOOiaTYBAgbkmD', 'MB')
('SL04652-2022-11-01-4478','S187-14','ZK', 'UB')
('AC22517-2022-11-01-4394','A245-2','xleSSOzs', 'LB')
('AC22517-2022-11-01-4395','A245-3','KBZGIzgKYbUKLmp', 'UB')
('AC04652-2022-11-01-4375','A244-1','AOzWfVALMle', 'LB')
('AC22517-2022-11-01-4397','A245-5','QvReeLIGOAbrYVKy', 'SL')
('AC04652-2022-11-01-4376','A244-2','bVwghbV', 'LB')
('AC22517-2022-11-01-4398','A245-6','ejwOWwzxYkYXipk', 'SU')
('SL22517-2022-11-02-4466','S187-2','P', 'MB')
('SL12058-2022-11-01-4359','S182-15','NZsgGrCJ', 'SL')
('SL04652-2022-11-02-4311','S180-15','GpSe', 'SL')
('AC12058-2022-11-01-4396','A245-4','LRZp', 'UB')
('AC22517-2022-11-01-4404','A245-12','bLnCOeXOiX', 'SU')
('SL04652-2022-11-02-4314','S180-18','LDeQGPWsblddpfk', 'MB')
('SL22517-2022-11-02-4474','S187-10','XdKXJy', 'MB')
('AC04652-2022-11-01-4381','A244-7','rCnYgfUlYvxL', 'LB')
('AC04652-2022-11-01-4383','A244-9','LaDvtOitIlyJ', 'UB')
('SL22517-2022-11-02-4476','S187-12','SRfTGwWAoumdnBry', 'LB')
('SL04652-2022-11-01-4485','S187-21','x', 'MB')
('AC04652-2022-11-01-4384','A244-10','IVxGaaS', 'UB')
('SL22517-2022-11-02-4480','S187-16','pXCPDKUrfDJ', 'SU')
('SL04652-2022-11-02-4318','S180-22','Rdq', 'UB')
('AC22517-2022-11-02-4494','A250-12','rNuCY', 'SU')
