('SL12058-2022-11-01-1133','S48-5','udhGaWlU', 'MB')
('AC04652-2022-11-02-3754','A209-10','v', 'UB')
('AC04652-2022-11-02-3755','A209-11','LFjgZMJWc', 'SL')
('SL04652-2022-11-01-3717','S155-21','qvPGHuh', 'MB')
('AC22517-2022-11-01-3833','A213-17','CfSW', 'SL')
('SL12058-2022-11-01-3658','S153-10','nKltvCVbE', 'MB')
('AC22517-2022-11-01-3893','A217-5','LmjKBOvjdRUbR', 'SL')
('SL12058-2022-11-01-3700','S155-4','ZJwj', 'LB')
('AC12058-2022-11-01-3821','A213-5','F', 'SL')
('AC12058-2022-11-01-3822','A213-6','NcUqxo', 'SU')
('SL22517-2022-11-01-3815','S159-23','KuQxCp', 'SL')
('SL12058-2022-11-01-3706','S155-10','WOYtbRALXimokBxB', 'MB')
('SL22517-2022-11-02-3733','S156-13','YAVqnYcnkInOEcTR', 'MB')
('SL12058-2022-11-01-3708','S155-12','wvOHJeHz', 'LB')
('SL04652-2022-11-02-3856','S161-16','AqsH', 'SU')
('AC22517-2022-11-02-3908','A218-2','cIFQIRNlmpQfsPon', 'LB')
('AC04652-2022-11-02-3905','A217-17','Xn', 'SL')
('SL04652-2022-11-01-3859','S161-19','jCuCiM', 'UB')
('AC22517-2022-11-01-3988','A222-10','qjyLrvrfOynE', 'UB')
('AC04652-2022-11-01-4059','A226-9','wyRtsqXZpKJtb', 'UB')
('SL04652-2022-11-02-3939','S165-3','yeRFSNtytcWqnZ', 'UB')
('AC04652-2022-11-01-4062','A226-12','QUsY', 'SU')
('SL12058-2022-11-01-3792','S158-24','WHfZhudLH', 'SU')
('AC04652-2022-11-01-4068','A226-18','UnlNZEh', 'SU')
('AC04652-2022-11-01-4069','A227-1','Tyh', 'LB')
('SL22517-2022-11-02-3821','S160-5','aG', 'MB')
('SL22517-2022-11-02-3822','S160-6','KymjCLTz', 'UB')
('AC12058-2022-11-01-3989','A222-11','eWPxEFyqIXqpB', 'SL')
('AC04652-2022-11-01-4154','A231-14','VLApQtP', 'LB')
('SL22517-2022-11-02-3899','S163-11','WiOEexzd', 'UB')
('AC22517-2022-11-01-4064','A226-14','IlgqgcTudSOaSnu', 'LB')
('SL04652-2022-11-02-4020','S168-12','iuxwPSEuBZpF', 'LB')
('SL04652-2022-11-01-3940','S165-4','IltSAxg', 'LB')
('SL04652-2022-11-02-4026','S168-18','kMebkP', 'MB')
('SL22517-2022-11-01-3976','S166-16','gzuwmjGz', 'SU')
('SL22517-2022-11-02-3912','S163-24','ILoom', 'SU')
('SL22517-2022-11-01-3994','S167-10','xquJDkZuyBF', 'MB')
('SL22517-2022-11-01-3997','S167-13','GaV', 'MB')
('SL04652-2022-11-01-3964','S166-4','oUzeFvEZA', 'LB')
('AC22517-2022-11-02-4014','A223-18','jELOOBbHchwieS', 'SU')
('AC04652-2022-11-01-4186','A233-10','gktFEp', 'UB')
('AC04652-2022-11-01-4187','A233-11','yd', 'SL')
('AC04652-2022-11-01-4188','A233-12','AbQevFOPeSxcU', 'SU')
('SL04652-2022-11-01-3969','S166-9','MdS', 'LB')
('SL12058-2022-11-01-3901','S163-13','bacXWkZmuelNWdft', 'MB')
('AC22517-2022-11-01-4096','A228-10','f', 'UB')
('AC04652-2022-11-01-4194','A233-18','kmfSncKXW', 'SU')
('AC22517-2022-11-02-4026','A224-12','XJ', 'SU')
('SL22517-2022-11-01-4009','S168-1','sA', 'LB')
('AC04652-2022-11-02-4067','A226-17','qVah', 'SL')
('SL22517-2022-11-01-4046','S169-14','yEpHwZ', 'UB')
('SL22517-2022-11-02-3980','S166-20','FXFttj', 'LB')
('SL22517-2022-11-02-3981','S166-21','tYjuXtj', 'MB')
('SL04652-2022-11-02-4083','S171-3','zNQni', 'UB')
('SL04652-2022-11-01-4018','S168-10','pdFa', 'MB')
('AC12058-2022-11-01-4083','A227-15','sNXegq', 'UB')
('AC22517-2022-11-02-4071','A227-3','KoTjgpvzaQoYuOz', 'UB')
('AC04652-2022-11-01-4255','A237-7','HDxljiuN', 'LB')
('SL04652-2022-11-02-4094','S171-14','sAMtosYkUMUPgvfN', 'UB')
('SL04652-2022-11-02-4095','S171-15','PkCQfGEnR', 'SL')
('SL04652-2022-11-01-4027','S168-19','mLjLxeKGDF', 'UB')
('AC04652-2022-11-01-4264','A237-16','dS', 'UB')
('SL04652-2022-11-02-4102','S171-22','cgQPuEBnlgzaEJm', 'UB')
('AC04652-2022-11-02-4101','A228-15','JfA', 'UB')
('AC04652-2022-11-02-4164','A232-6','c', 'SU')
('AC04652-2022-11-02-4165','A232-7','pmJdrNfPH', 'LB')
('SL22517-2022-11-01-4116','S172-12','xGqKoeCezmgwgVD', 'LB')
('SL12058-2022-11-01-4026','S168-18','TB', 'MB')
('SL04652-2022-11-02-4158','S174-6','Ku', 'UB')
('AC04652-2022-11-01-4318','A240-16','DUerfBNt', 'UB')
('SL22517-2022-11-02-4058','S170-2','LDY', 'MB')
('SL22517-2022-11-02-4060','S170-4','vz', 'LB')
('SL04652-2022-11-01-4088','S171-8','ZtZPLwamdAI', 'SU')
('SL22517-2022-11-02-4062','S170-6','SjJcllIrQdYleiR', 'UB')
('SL22517-2022-11-01-4123','S172-19','U', 'UB')
('SL04652-2022-11-02-4167','S174-15','ItvIMoX', 'SL')
('AC12058-2022-11-01-4158','A231-18','GcgoWEmls', 'SU')
('SL12058-2022-11-01-4031','S168-23','hIa', 'SL')
('AC04652-2022-11-02-4173','A232-15','xf', 'UB')
('SL22517-2022-11-02-4069','S170-13','rYsJM', 'MB')
('AC22517-2022-11-02-4158','A231-18','hdzOCDauCap', 'SU')
('SL04652-2022-11-01-4116','S172-12','oQvpqFOrJPLjSV', 'LB')
('SL22517-2022-11-01-4147','S173-19','nQYUkO', 'UB')
('AC22517-2022-11-02-4185','A233-9','NeQowuzDqrj', 'UB')
('SL22517-2022-11-02-4116','S172-12','TQR', 'LB')
('AC22517-2022-11-02-4186','A233-10','Tgu', 'UB')
('AC04652-2022-11-01-4367','A243-11','peaEoNnRDsNdBR', 'SL')
('SL22517-2022-11-01-4167','S174-15','kSrluNxgZ', 'SL')
('AC12058-2022-11-01-4209','A234-15','IVkigexxZfzyWPkO', 'UB')
('AC22517-2022-11-02-4231','A236-1','VgxCncz', 'LB')
('SL22517-2022-11-01-4204','S176-4','bgYZpiRXQquwdWJ', 'LB')
('AC12058-2022-11-01-4256','A237-8','Ryfl', 'LB')
('AC12058-2022-11-01-4257','A237-9','Khd', 'UB')
('SL04652-2022-11-01-4190','S175-14','sqQAaOdx', 'UB')
('AC04652-2022-11-01-4436','A247-8','rzrNQyTpEHaRQq', 'LB')
('SL22517-2022-11-01-4232','S177-8','EiQ', 'SU')
('AC04652-2022-11-02-4287','A239-3','frrYTGePBMSF', 'UB')
('AC22517-2022-11-01-4333','A241-13','PKuajxFVS', 'LB')
('SL12058-2022-11-01-4150','S173-22','esBWKiax', 'UB')
('SL22517-2022-11-01-4233','S177-9','hZY', 'LB')
('SL22517-2022-11-01-4234','S177-10','oqCNrRzEiu', 'MB')
('AC04652-2022-11-01-4455','A248-9','tntrja', 'UB')
('AC04652-2022-11-02-4303','A240-1','yjzsShJMb', 'LB')
('SL12058-2022-11-01-4168','S174-16','RAAlVhctcDLzbS', 'SU')
('AC12058-2022-11-01-4298','A239-14','oEhmhgbankctNcbz', 'LB')
('AC22517-2022-11-01-4355','A242-17','kiNXV', 'SL')
('AC22517-2022-11-02-4285','A239-1','HbGBPTjDkeWtMbbm', 'LB')
('SL22517-2022-11-01-4248','S177-24','pDbDBGBwAYNC', 'SU')
('SL04652-2022-11-01-4225','S177-1','lPCi', 'LB')
('SL04652-2022-11-02-4290','S179-18','yV', 'MB')
('SL22517-2022-11-02-4201','S176-1','LeZLaWMFgmKVWV', 'LB')
('AC04652-2022-11-02-4356','A242-18','CZVujtnnL', 'SU')
('SL12058-2022-11-01-4216','S176-16','tEFrTSbNELVpQHwY', 'SU')
('SL22517-2022-11-01-4300','S180-4','unRWF', 'LB')
('SL22517-2022-11-01-4302','S180-6','RzvS', 'UB')
('AC04652-2022-11-02-4360','A243-4','ZHYuOsjlNE', 'UB')
('SL12058-2022-11-01-4238','S177-14','iXDaqZVgrSgUJ', 'UB')
('SL22517-2022-11-02-4267','S178-19','bzhx', 'UB')
('SL04652-2022-11-02-4345','S182-1','fIvQTocMVntmHXgx', 'LB')
('SL04652-2022-11-01-4294','S179-22','GYuiReZMdvv', 'UB')
('AC04652-2022-11-01-4533','A252-15','XmpbVSkbW', 'UB')
('SL22517-2022-11-02-4312','S180-16','E', 'SU')
('SL04652-2022-11-01-4343','S181-23','apgMLEoVVoYQrTL', 'SL')
('AC22517-2022-11-02-4416','A246-6','OWNhd', 'SU')
('AC12058-2022-11-01-4421','A246-11','fcuk', 'SL')
('AC04652-2022-11-01-4577','A255-5','jK', 'SL')
('SL22517-2022-11-02-4316','S180-20','oX', 'LB')
('SL22517-2022-11-02-4317','S180-21','WQuiIUeuXaHYEmoR', 'MB')
('AC22517-2022-11-02-4429','A247-1','TtkrkZRVhEU', 'LB')
('SL04652-2022-11-02-4404','S184-12','AALrTrWSG', 'LB')
('AC22517-2022-11-01-4481','A249-17','SJ', 'SL')
('SL12058-2022-11-01-4305','S180-9','HwQIoPD', 'LB')
('AC04652-2022-11-01-4589','A255-17','eq', 'SL')
('SL04652-2022-11-01-4358','S182-14','RaznIgBILyIKj', 'UB')
('AC22517-2022-11-01-4487','A250-5','NmpwhqovA', 'SL')
('AC12058-2022-11-01-4440','A247-12','lHbAaIJdeoOA', 'SU')
('SL22517-2022-11-01-4385','S183-17','DQtsaHthREHFWtI', 'LB')
('AC22517-2022-11-01-4517','A251-17','Nw', 'SL')
('SL22517-2022-11-02-4363','S182-19','VFxxXB', 'UB')
('SL22517-2022-11-01-4409','S184-17','vdOTB', 'LB')
('AC22517-2022-11-01-4522','A252-4','Vihviu', 'UB')
('AC04652-2022-11-02-4490','A250-8','kIHLkRqpq', 'LB')
('SL12058-2022-11-01-4347','S182-3','HiFc', 'UB')
('AC04652-2022-11-01-4637','A258-11','LQQmSgggeOTaYJVg', 'SL')
('SL04652-2022-11-02-4453','S186-13','PvsesUdXX', 'MB')
('AC22517-2022-11-01-4529','A252-11','CZI', 'SL')
('SL12058-2022-11-01-4355','S182-11','hcoPnqoA', 'UB')
('SL22517-2022-11-01-4419','S185-3','Trywc', 'UB')
('AC04652-2022-11-02-4500','A250-18','b', 'SU')
('AC22517-2022-11-02-4518','A251-18','QYwiSiB', 'SU')
('SL22517-2022-11-01-4444','S186-4','BsQSUbwbe', 'LB')
('SL04652-2022-11-02-4488','S187-24','BkmddGc', 'SU')
('SL04652-2022-11-01-4439','S185-23','j', 'SL')
('SL12058-2022-11-01-4392','S183-24','YWAJF', 'SU')
('SL04652-2022-11-01-4441','S186-1','isd', 'LB')
('SL04652-2022-11-01-4444','S186-4','UnufqIahuS', 'LB')
('SL12058-2022-11-01-4393','S184-1','htJXM', 'LB')
('AC04652-2022-11-01-4695','A261-15','YRwUrqBXKdczpri', 'UB')
('SL22517-2022-11-01-4454','S186-14','OS', 'UB')
('SL12058-2022-11-01-4400','S184-8','BZvEIUZYKk', 'SU')
('SL22517-2022-11-02-4420','S185-4','wBLiJhcmiQwlahnx', 'LB')
('SL22517-2022-11-02-4421','S185-5','gYdGWM', 'MB')
('AC04652-2022-11-01-4700','A262-2','dyJ', 'LB')
('AC22517-2022-11-01-4577','A255-5','byBbMozJ', 'SL')
('AC04652-2022-11-01-4701','A262-3','PXAKSeCGHOfxHvL', 'UB')
('AC04652-2022-11-02-4546','A253-10','NFoLL', 'UB')
('SL12058-2022-11-01-4406','S184-14','UbmbBbFRcBtdbNhh', 'UB')
('SL12058-2022-11-01-4407','S184-15','JhRnVo', 'SL')
('AC12058-2022-11-01-4534','A252-16','nL', 'UB')
('AC12058-2022-11-01-4535','A252-17','nngOvZC', 'SL')
('AC04652-2022-11-01-4704','A262-6','tODBEflJCX', 'SU')
('SL12058-2022-11-01-4411','S184-19','bfQFquoAz', 'UB')
('AC04652-2022-11-01-4705','A262-7','blrUot', 'LB')
('AC22517-2022-11-02-4555','A254-1','jbVJXwywqChJwYuL', 'LB')
('SL12058-2022-11-01-4415','S184-23','Q', 'SL')
('SL22517-2022-11-02-4430','S185-14','JAOuQoY', 'UB')
('AC04652-2022-11-02-4548','A253-12','CiOBqBoo', 'SU')
('AC22517-2022-11-01-4586','A255-14','RsGylfirqCan', 'LB')
('SL22517-2022-11-02-4431','S185-15','MrlBehm', 'SL')
('AC12058-2022-11-01-4543','A253-7','vlvkQvKlVB', 'LB')
('AC22517-2022-11-01-4588','A255-16','LcZAEogbndhI', 'UB')
('SL04652-2022-11-01-4467','S187-3','UAGWCGHV', 'UB')
('SL12058-2022-11-01-4420','S185-4','yJA', 'LB')
('AC04652-2022-11-01-4713','A262-15','YtGLolJ', 'UB')
('AC04652-2022-11-02-4550','A253-14','Ontqi', 'LB')
('AC04652-2022-11-01-4716','A262-18','zdnhl', 'SU')
('SL04652-2022-11-01-4469','S187-5','wzjF', 'MB')
('SL04652-2022-11-01-4470','S187-6','TTfLXM', 'UB')
('SL04652-2022-11-02-4516','S189-4','eW', 'LB')
('SL04652-2022-11-02-4517','S189-5','kOs', 'MB')
('AC22517-2022-11-01-4594','A256-4','bqaDEDcLiDJfeTj', 'UB')
('SL04652-2022-11-02-4581','S191-21','XGiXx', 'MB')
('SL22517-2022-11-02-4490','S188-2','LRPM', 'MB')
('AC22517-2022-11-02-4648','A259-4','NH', 'UB')
('SL04652-2022-11-02-4597','S192-13','ki', 'MB')
('AC22517-2022-11-01-4654','A259-10','xdMUbTvaeUcvf', 'UB')
('SL22517-2022-11-01-4541','S190-5','xKNVSTOKysXB', 'MB')
('SL22517-2022-11-02-4513','S189-1','pIyIxCaZDoA', 'LB')
('SL04652-2022-11-02-4599','S192-15','rIkQzS', 'SL')
('SL12058-2022-11-01-4503','S188-15','j', 'SL')
('AC04652-2022-11-01-4801','A267-13','jmYtVoePi', 'LB')
('SL12058-2022-11-01-4506','S188-18','oPk', 'MB')
('SL04652-2022-11-02-4603','S192-19','aVo', 'UB')
('AC04652-2022-11-01-4806','A267-18','RwMClemgzkpyJI', 'SU')
('AC22517-2022-11-01-4661','A259-17','fVkTiQJzdqjBZD', 'SL')
('SL04652-2022-11-01-4554','S190-18','GgWowF', 'MB')
('SL04652-2022-11-01-4555','S190-19','cmYnEakwEzhBjGXH', 'UB')
('AC04652-2022-11-02-4635','A258-9','oRrx', 'UB')
('SL22517-2022-11-01-4553','S190-17','MezKKbeC', 'LB')
('AC12058-2022-11-01-4630','A258-4','gIxNjyKlvOyfLQJ', 'UB')
('AC04652-2022-11-01-4814','A268-8','FcAVYcBnJRVtVs', 'LB')
('SL04652-2022-11-02-4609','S193-1','ffTJffVcj', 'LB')
('SL22517-2022-11-01-4556','S190-20','mKovrGZubWjeOD', 'LB')
('AC04652-2022-11-02-4640','A258-14','DlOolRiUHRo', 'LB')
('AC22517-2022-11-01-4668','A260-6','Oy', 'SU')
('SL22517-2022-11-02-4529','S189-17','ccRvFeaoFGQ', 'LB')
('SL12058-2022-11-01-4522','S189-10','It', 'MB')
('AC04652-2022-11-01-4821','A268-15','QTBiQ', 'UB')
('AC04652-2022-11-02-4646','A259-2','NNoqi', 'LB')
('SL22517-2022-11-02-4535','S189-23','lN', 'SL')
('SL04652-2022-11-02-4620','S193-12','YBLWoGkBLLaZfEw', 'LB')
('SL22517-2022-11-01-4567','S191-7','ZflzuvLrUyEmwkMu', 'SL')
('SL04652-2022-11-02-4642','S194-10','Ispdae', 'MB')
('SL04652-2022-11-01-4599','S192-15','cCUxroX', 'SL')
('AC04652-2022-11-01-4893','A272-15','aunuaEbUeOKqOnT', 'UB')
('AC04652-2022-11-02-4742','A264-8','iVZFiBOCl', 'LB')
('SL12058-2022-11-01-4622','S193-14','NJgyCCGvPmFzd', 'UB')
('AC04652-2022-11-02-4750','A264-16','GNeperkj', 'UB')
('SL12058-2022-11-01-4638','S194-6','DIORzdIUahrODxI', 'UB')
('SL04652-2022-11-01-4681','S196-1','CAzswAppdzn', 'LB')
('SL04652-2022-11-02-4745','S198-17','qevfszndlkCudc', 'LB')
('AC04652-2022-11-01-4994','A278-8','DtrCaDHhG', 'LB')
('AC04652-2022-11-01-4995','A278-9','XBQbdYoXvv', 'UB')
('AC12058-2022-11-01-4795','A267-7','nntnWANzcDyBYemK', 'LB')
('AC04652-2022-11-01-5007','A279-3','hadWTKboVTzE', 'UB')
('SL04652-2022-11-02-4772','S199-20','WfeFEzeedxSf', 'LB')
('AC04652-2022-11-02-4820','A268-14','bfhHbzjTV', 'LB')
('AC22517-2022-11-02-4924','A274-10','YrszeFppzjMmP', 'UB')
('SL22517-2022-11-01-4800','S200-24','egeHtCBvb', 'SU')
('AC22517-2022-11-01-4896','A272-18','N', 'SU')
('SL22517-2022-11-02-4793','S200-17','nr', 'LB')
('SL04652-2022-11-02-4852','S203-4','lzdTiKV', 'LB')
('SL04652-2022-11-02-4857','S203-9','nQKjoeIOdTTVMkJ', 'LB')
('SL22517-2022-11-01-4824','S201-24','GXHnyzpFrrB', 'SU')
('AC22517-2022-11-02-4955','A276-5','xNvKrSxmo', 'SL')
('AC22517-2022-11-02-4956','A276-6','JyPjyOjbxKXRf', 'SU')
('AC04652-2022-11-02-4920','A274-6','gKL', 'SU')
('SL04652-2022-11-01-4853','S203-5','bxSbH', 'MB')
('AC04652-2022-11-02-4921','A274-7','YJ', 'LB')
('SL12058-2022-11-01-4829','S202-5','UXQzOSxJueJTM', 'MB')
('SL04652-2022-11-01-4881','S204-9','GgRWAfXol', 'LB')
('AC12058-2022-11-01-4944','A275-12','BoWVKpUpJ', 'SU')
('SL22517-2022-11-02-4860','S203-12','hRGfyNYgmzpBaVEm', 'LB')
('SL04652-2022-11-01-4883','S204-11','wzOvHmwoBlmHaq', 'UB')
('SL12058-2022-11-01-4832','S202-8','xUzaCCZv', 'SU')
('SL22517-2022-11-02-4957','S207-13','yTa', 'MB')
('AC04652-2022-11-01-5271','A293-15','drXCMh', 'UB')
('AC12058-2022-11-01-5026','A280-4','btKwIySDVbRg', 'UB')
('AC12058-2022-11-01-5027','A280-5','ZVxOabBUhd', 'SL')
('SL04652-2022-11-01-4963','S207-19','EHMYi', 'UB')
('AC04652-2022-11-01-5274','A293-18','KycqEvihJRJyOogW', 'SU')
('SL04652-2022-11-02-4998','S209-6','uqaRNTrvRDz', 'UB')
('SL22517-2022-11-02-4960','S207-16','xsTuMoEsPvnSn', 'SU')
('AC12058-2022-11-01-5032','A280-10','FwWyjcOYjpUrn', 'UB')
('AC04652-2022-11-01-5275','A294-1','RF', 'LB')
('AC22517-2022-11-01-5057','A281-17','wfk', 'SL')
('SL12058-2022-11-01-4913','S205-17','FIv', 'LB')
('AC22517-2022-11-02-5107','A284-13','svtMsvmkLDmF', 'LB')
('AC12058-2022-11-01-5034','A280-12','rnJYmZFFwoOfN', 'SU')
('SL22517-2022-11-02-4967','S207-23','gxky', 'SL')
('SL04652-2022-11-01-4973','S208-5','mQ', 'MB')
('AC04652-2022-11-01-5294','A295-2','endyoBrcys', 'LB')
('SL04652-2022-11-02-5025','S210-9','sJGj', 'LB')
('AC22517-2022-11-01-5087','A283-11','ncQTdUxSqLWT', 'SL')
('AC04652-2022-11-02-5118','A285-6','RFOU', 'SU')
('AC04652-2022-11-02-5121','A285-9','dOLARmWEKGej', 'UB')
('SL04652-2022-11-02-5032','S210-16','JWDKnlpQK', 'SU')
('SL22517-2022-11-01-4981','S208-13','TYOKK', 'MB')
('SL12058-2022-11-01-4951','S207-7','GoINbyk', 'SL')
('AC12058-2022-11-01-5075','A282-17','hV', 'SL')
('SL04652-2022-11-02-5045','S211-5','KEYdhgPCUrZSLA', 'MB')
('AC22517-2022-11-02-5150','A287-2','RZXaBnjQcx', 'LB')
('AC22517-2022-11-02-5151','A287-3','VyZoIXBe', 'UB')
('SL04652-2022-11-02-5051','S211-11','NODyayvhJNWt', 'UB')
('SL22517-2022-11-02-5051','S211-11','RdAaEFjR', 'UB')
('AC22517-2022-11-02-5192','A289-8','oNieeIEOKtqBOyMc', 'LB')
('AC04652-2022-11-02-5181','A288-15','CHkYxOMoMZgpuQ', 'UB')
('AC04652-2022-11-01-5364','A298-18','tfBUsjaCPY', 'SU')
('AC04652-2022-11-01-5366','A299-2','fBdBviHlxAk', 'LB')
('AC22517-2022-11-02-5217','A290-15','YQS', 'UB')
('AC04652-2022-11-02-5199','A289-15','bpZbr', 'UB')
('SL22517-2022-11-01-5060','S211-20','kreCHq', 'LB')
('AC12058-2022-11-01-5195','A289-11','bQ', 'SL')
('AC04652-2022-11-01-5427','A302-9','yjflmAGAVVFrvRT', 'UB')
('AC12058-2022-11-01-5203','A290-1','BPctSWtSjLMUK', 'LB')
('AC22517-2022-11-02-5256','A292-18','Fslf', 'SU')
('AC04652-2022-11-01-5438','A303-2','qnGOjfKZKVGrJG', 'LB')
('SL22517-2022-11-02-5139','S215-3','xNbBu', 'UB')
('SL22517-2022-11-01-5110','S213-22','egSkUc', 'UB')
('AC04652-2022-11-02-5252','A292-14','GkvEfAWbGcISR', 'LB')
('SL22517-2022-11-02-5145','S215-9','DOIHKcmPpkD', 'LB')
('SL22517-2022-11-01-5117','S214-5','eYDJ', 'MB')
('SL22517-2022-11-02-5151','S215-15','wOC', 'SL')
('AC22517-2022-11-01-5235','A291-15','pF', 'UB')
('AC04652-2022-11-01-5455','A304-1','MZDIXLrAfOWvkql', 'LB')
('SL04652-2022-11-02-5191','S217-7','jVX', 'SL')
('AC04652-2022-11-02-5266','A293-10','e', 'UB')
('SL04652-2022-11-02-5194','S217-10','vZyymyrKck', 'MB')
('AC04652-2022-11-01-5459','A304-5','MDMVHbcWNoxAB', 'SL')
('SL12058-2022-11-01-5093','S213-5','owoNyZg', 'MB')
('SL04652-2022-11-01-5157','S215-21','kRaBFvB', 'MB')
('AC04652-2022-11-02-5277','A294-3','UWiKtvjZaIOyM', 'UB')
('AC12058-2022-11-01-5239','A292-1','uGSeNpLEcKi', 'LB')
('AC04652-2022-11-02-5283','A294-9','pSGIoVcNmb', 'UB')
('SL22517-2022-11-02-5164','S216-4','HrRQzhKUbO', 'LB')
('SL22517-2022-11-02-5165','S216-5','jlWuGDGCgC', 'MB')
('SL04652-2022-11-01-5164','S216-4','j', 'LB')
('SL12058-2022-11-01-5113','S214-1','NwpNVssmx', 'LB')
('SL22517-2022-11-01-5142','S215-6','NTFaWJIoHdXnVH', 'UB')
('SL04652-2022-11-01-5169','S216-9','qxawHrKJALcPCoD', 'LB')
('SL04652-2022-11-02-5227','S218-19','kGxyBNJfnZntTz', 'UB')
('AC04652-2022-11-02-5305','A295-13','XfvFdvcwEX', 'LB')
('AC22517-2022-11-02-5308','A295-16','OOAbpU', 'UB')
('SL22517-2022-11-02-5191','S217-7','VEAlBsHCgaB', 'SL')
('SL04652-2022-11-02-5231','S218-23','rvkckpT', 'SL')
('AC04652-2022-11-02-5307','A295-15','AmENzbOhiqlam', 'UB')
('AC22517-2022-11-01-5290','A294-16','deLlKFNWlJhaO', 'UB')
('SL04652-2022-11-02-5236','S219-4','vTc', 'LB')
('SL04652-2022-11-01-5186','S217-2','Vlg', 'MB')
('AC04652-2022-11-01-5503','A306-13','cSuVosgvZwusY', 'LB')
('AC12058-2022-11-01-5278','A294-4','XdwXXw', 'UB')
('AC12058-2022-11-01-5279','A294-5','rsvikrCATlZfNnm', 'SL')
('AC22517-2022-11-02-5316','A296-6','vkOiY', 'SU')
('SL12058-2022-11-01-5140','S215-4','pchvHckNcj', 'LB')
('SL22517-2022-11-01-5169','S216-9','jisxdvpcWa', 'LB')
('AC22517-2022-11-02-5320','A296-10','HyTpdsIsiS', 'UB')
('AC22517-2022-11-01-5327','A296-17','YvIl', 'SL')
('SL04652-2022-11-01-5220','S218-12','HTukBge', 'LB')
('SL12058-2022-11-01-5182','S216-22','vc', 'UB')
('AC22517-2022-11-02-5357','A298-11','jMnIpvvMCunQH', 'SL')
('AC12058-2022-11-01-5307','A295-15','UkXMpIp', 'UB')
('SL12058-2022-11-01-5201','S217-17','STAesDOR', 'LB')
('AC22517-2022-11-02-5416','A301-16','plhO', 'UB')
('SL04652-2022-11-01-5274','S220-18','RjUjBcGUbxkl', 'MB')
('SL04652-2022-11-02-5328','S222-24','g', 'SU')
('SL04652-2022-11-02-5331','S223-3','HooedSxaLAHx', 'UB')
('SL22517-2022-11-01-5261','S220-5','CPi', 'MB')
('AC22517-2022-11-01-5377','A299-13','gnLmtjLRPJ', 'LB')
('SL22517-2022-11-01-5263','S220-7','hBKLzrjQAuXBqkj', 'SL')
('SL22517-2022-11-02-5300','S221-20','sITuTDCspV', 'LB')
('AC04652-2022-11-02-5420','A302-2','XhuLzwOVfaIsfrbm', 'LB')
('AC04652-2022-11-01-5601','A312-3','uqepbTXSt', 'UB')
('SL12058-2022-11-01-5256','S219-24','BmQjqxNFCVGCVs', 'SU')
('AC12058-2022-11-01-5368','A299-4','PR', 'UB')
('SL04652-2022-11-02-5342','S223-14','puAplOkEWM', 'UB')
('SL22517-2022-11-01-5275','S220-19','rVUTgY', 'UB')
('SL04652-2022-11-02-5343','S223-15','kRRGSQM', 'SL')
('AC22517-2022-11-02-5429','A302-11','aJx', 'SL')
('AC22517-2022-11-01-5398','A300-16','tdbpCjlBpqF', 'UB')
('SL12058-2022-11-01-5261','S220-5','r', 'MB')
('AC04652-2022-11-01-5608','A312-10','chkVvhycbxudfOeB', 'UB')
('SL04652-2022-11-01-5291','S221-11','tPugRWpGnUHAd', 'UB')
('AC04652-2022-11-01-5611','A312-13','LMQQWoZioFmsM', 'LB')
('SL12058-2022-11-01-5267','S220-11','LBeYpLF', 'UB')
('AC22517-2022-11-02-5436','A302-18','UnDLz', 'SU')
('AC22517-2022-11-02-5437','A303-1','GgNNDP', 'LB')
('AC04652-2022-11-02-5453','A303-17','GoN', 'SL')
('SL22517-2022-11-02-5361','S224-9','RRMbEcYOZcwut', 'LB')
('SL04652-2022-11-02-5392','S225-16','VsydfzknXpuf', 'SU')
('SL22517-2022-11-01-5318','S222-14','xIdiEVJSwU', 'UB')
('AC22517-2022-11-02-5490','A305-18','P', 'SU')
('AC04652-2022-11-02-5486','A305-14','XBIHDjG', 'LB')
('SL12058-2022-11-01-5309','S222-5','fkQ', 'MB')
('AC22517-2022-11-02-5492','A306-2','gPLjhNSOBrY', 'LB')
('SL04652-2022-11-02-5398','S225-22','e', 'UB')
('SL22517-2022-11-01-5324','S222-20','UlUmotn', 'LB')
('SL04652-2022-11-02-5411','S226-11','QlWtoc', 'UB')
('SL22517-2022-11-01-5398','S225-22','TjyVOeGTZDGHi', 'UB')
('AC12058-2022-11-01-5517','A307-9','uX', 'UB')
('SL04652-2022-11-02-5474','S229-2','RfDCeJtZWUt', 'MB')
('SL12058-2022-11-01-5373','S224-21','eHVQS', 'MB')
('SL04652-2022-11-01-5416','S226-16','Z', 'SU')
('AC22517-2022-11-01-5574','A310-12','jOCtEhb', 'SU')
('AC04652-2022-11-02-5619','A313-3','VCzHlfzYcZYylF', 'UB')
('SL04652-2022-11-02-5546','S232-2','RBAPgeItIWIFSFY', 'MB')
('AC04652-2022-11-01-5817','A324-3','uUIPBltlTtyxlr', 'UB')
('SL12058-2022-11-01-5454','S228-6','AEp', 'UB')
('SL22517-2022-11-01-5474','S229-2','wLKSyQfDkZwaYx', 'MB')
('AC12058-2022-11-01-5603','A312-5','P', 'SL')
('SL22517-2022-11-02-5558','S232-14','XlKvhmUSScDCmSiG', 'UB')
('SL12058-2022-11-01-5493','S229-21','pTVbaKY', 'MB')
