('SL12058-2022-11-01-6','S1-6','mZAbQzsEZg', 'UB')
('AC22517-2022-11-01-6791','A378-5','yBpCFQaaI', 'SL')
('SL12058-2022-11-01-6851','S286-11','vj', 'UB')
('AC22517-2022-11-02-6972','A388-6','MlIUI', 'SU')
('SL04652-2022-11-01-6855','S286-15','VQx', 'SL')
('SL04652-2022-11-02-6954','S290-18','R', 'MB')
('SL12058-2022-11-01-6855','S286-15','EIysGpLCWYW', 'SL')
('AC22517-2022-11-01-6798','A378-12','BafIrkvb', 'SU')
('SL04652-2022-11-01-6863','S286-23','muSgXa', 'SL')
('SL04652-2022-11-01-6864','S286-24','vbWImZzWlHklBEFD', 'SU')
('AC04652-2022-11-02-6847','A381-7','Ngpn', 'LB')
('SL12058-2022-11-01-6863','S286-23','NIbbbNyir', 'SL')
('AC22517-2022-11-01-6806','A379-2','uXulxOMXWzA', 'LB')
('SL04652-2022-11-01-6866','S287-2','pynYmAP', 'MB')
('AC22517-2022-11-01-6808','A379-4','RWAjlepHPaat', 'UB')
('SL04652-2022-11-02-6963','S291-3','StefFZnAKVB', 'UB')
('AC12058-2022-11-01-6939','A386-9','EHC', 'UB')
('SL04652-2022-11-01-6869','S287-5','SPNIGGXsXcaGPfUl', 'MB')
('SL12058-2022-11-01-6866','S287-2','exvBo', 'MB')
('AC22517-2022-11-02-6981','A388-15','NGwwcVWx', 'UB')
('AC22517-2022-11-01-6815','A379-11','Hc', 'SL')
('AC04652-2022-11-02-6859','A382-1','IqjgJqkH', 'LB')
('AC22517-2022-11-01-6817','A379-13','lqEPBnGLHKAlcpe', 'LB')
('AC22517-2022-11-01-6818','A379-14','c', 'LB')
('SL22517-2022-11-01-6845','S286-5','imCJOJuhnSMTzC', 'MB')
('AC12058-2022-11-01-6978','A388-12','hvKYYbPPJk', 'SU')
('AC04652-2022-11-01-6989','A389-5','PIoanmVIGIb', 'SL')
('SL04652-2022-11-02-6993','S292-9','pVqIqtXb', 'LB')
('AC12058-2022-11-01-6982','A388-16','Mr', 'UB')
('SL22517-2022-11-01-6873','S287-9','asoYzIZdTRq', 'LB')
('AC04652-2022-11-02-6889','A383-13','uXE', 'LB')
('SL22517-2022-11-02-6996','S292-12','hNsePOMb', 'LB')
('AC22517-2022-11-01-6860','A382-2','LVyOvLrzIAmp', 'LB')
('SL04652-2022-11-02-7008','S292-24','jtcbxPqMfqCZY', 'SU')
('AC04652-2022-11-01-6999','A389-15','JsgXPuCZw', 'UB')
('AC04652-2022-11-01-7003','A390-1','AnBrWWghMiu', 'LB')
('SL04652-2022-11-01-6907','S288-19','vDlhcUNhhhB', 'UB')
('SL04652-2022-11-01-6917','S289-5','eIasIHoMfih', 'MB')
('SL04652-2022-11-01-6944','S290-8','CNzbQYKJgTpp', 'SU')
('SL04652-2022-11-01-6945','S290-9','pIFGNNAEUyg', 'LB')
('AC22517-2022-11-01-6901','A384-7','KdZsvyXnDfCOLCCO', 'LB')
('SL22517-2022-11-02-7048','S294-16','ul', 'SU')
('AC22517-2022-11-01-6904','A384-10','SPPSMpwpDcr', 'UB')
('SL22517-2022-11-02-7050','S294-18','ubPw', 'MB')
('SL12058-2022-11-01-6955','S290-19','wTiHWAkMQrIp', 'UB')
('AC04652-2022-11-01-7031','A391-11','WdxitQNHNPengMbc', 'SL')
('SL04652-2022-11-02-7056','S294-24','OVCerrmV', 'SU')
('AC04652-2022-11-02-6935','A386-5','zLgWuJvdutrVVQiE', 'SL')
('AC22517-2022-11-02-7082','A394-8','LGeHaAnnA', 'LB')
('AC04652-2022-11-02-6936','A386-6','XLYwfJLQBZR', 'SU')
('AC22517-2022-11-02-7084','A394-10','cBmWlIOolDLMM', 'UB')
('AC04652-2022-11-01-7042','A392-4','jlTfhnsgDNXkvDdX', 'UB')
('SL04652-2022-11-02-7063','S295-7','hHyYGyjOCh', 'SL')
('SL12058-2022-11-01-6989','S292-5','atgMkRLzfhs', 'MB')
('SL04652-2022-11-01-6982','S291-22','MsdKuwckWsDodo', 'UB')
('AC22517-2022-11-01-6940','A386-10','grzIYt', 'UB')
('AC22517-2022-11-02-7122','A396-12','UuFJzx', 'SU')
('AC04652-2022-11-02-6961','A387-13','DUmoqHtbGLdAjxQp', 'LB')
('SL04652-2022-11-02-7094','S296-14','uXkyf', 'UB')
('SL04652-2022-11-01-6989','S292-5','chdpMU', 'MB')
('SL12058-2022-11-01-7002','S292-18','BH', 'MB')
('SL22517-2022-11-01-6967','S291-7','EibNSgIjLfauMcY', 'SL')
('SL04652-2022-11-01-6996','S292-12','Aw', 'LB')
('SL04652-2022-11-02-7100','S296-20','Wso', 'LB')
('AC12058-2022-11-01-7073','A393-17','OEfIRdyxpnRXvG', 'SL')
('AC04652-2022-11-01-7084','A394-10','eszvK', 'UB')
('AC04652-2022-11-02-6980','A388-14','sMyqacZhMQPX', 'LB')
('SL04652-2022-11-01-7004','S292-20','GTk', 'LB')
('SL04652-2022-11-01-7005','S292-21','LrA', 'MB')
('SL04652-2022-11-02-7113','S297-9','wOGSQjBwATze', 'LB')
('AC22517-2022-11-02-7142','A397-14','QBtluhbEhmZLY', 'LB')
('AC12058-2022-11-01-7084','A394-10','s', 'UB')
('AC12058-2022-11-01-7085','A394-11','MIWlebHseg', 'SL')
('AC22517-2022-11-01-6967','A388-1','wDVEt', 'LB')
('SL22517-2022-11-02-7102','S296-22','kFQuXMQy', 'UB')
('SL04652-2022-11-01-7015','S293-7','rmsYWG', 'SL')
('AC12058-2022-11-01-7088','A394-14','xNWGKqTV', 'LB')
('SL12058-2022-11-01-7025','S293-17','kqhLcKHGgxT', 'LB')
('SL04652-2022-11-02-7121','S297-17','YrbnGhDJJUtGa', 'LB')
('SL12058-2022-11-01-7027','S293-19','mbaPMLkIoUPdI', 'UB')
('SL22517-2022-11-01-6982','S291-22','WqZhUfvFxdOuml', 'UB')
('SL22517-2022-11-02-7107','S297-3','OjMQljf', 'UB')
('AC04652-2022-11-01-7098','A395-6','QvEwwtaz', 'SU')
('SL22517-2022-11-02-7109','S297-5','cf', 'MB')
('SL04652-2022-11-02-7126','S297-22','tJWKCpSBIqxMzc', 'UB')
('SL22517-2022-11-02-7110','S297-6','OiSpzxMJmeeeL', 'UB')
('AC04652-2022-11-02-7003','A390-1','E', 'LB')
('AC22517-2022-11-01-6981','A388-15','m', 'UB')
('SL22517-2022-11-01-6989','S292-5','IGEvxEfvk', 'MB')
('AC22517-2022-11-01-6982','A388-16','Yiy', 'UB')
('SL04652-2022-11-02-7129','S298-1','xE', 'LB')
('SL04652-2022-11-01-7030','S293-22','SNpLfAcWqiDt', 'UB')
('SL22517-2022-11-02-7114','S297-10','SyYjQaWfOKpfYjU', 'MB')
('SL22517-2022-11-01-6991','S292-7','MRlnMBN', 'SL')
('SL04652-2022-11-01-7033','S294-1','IjSllbAcHqkWNBC', 'LB')
('SL12058-2022-11-01-7048','S294-16','yeXVYbkYeJIRodc', 'SU')
('SL12058-2022-11-01-7049','S294-17','twbJ', 'LB')
('SL22517-2022-11-02-7123','S297-19','RYQVOjFcLk', 'UB')
('AC22517-2022-11-02-7173','A399-9','DShTcbmgsYh', 'UB')
('AC22517-2022-11-01-6992','A389-8','JDkU', 'LB')
('SL22517-2022-11-01-7001','S292-17','PggC', 'LB')
('AC12058-2022-11-01-7111','A396-1','vTkbi', 'LB')
('AC22517-2022-11-02-7177','A399-13','alXbooxool', 'LB')
('AC22517-2022-11-02-7178','A399-14','oPxqfy', 'LB')
('SL12058-2022-11-01-7059','S295-3','EOHrOXARFimOWfPs', 'UB')
('AC04652-2022-11-01-7123','A396-13','kcOj', 'LB')
('AC22517-2022-11-02-7188','A400-6','pooStKBtCiQhmYwS', 'SU')
('SL04652-2022-11-02-7154','S299-2','jhvd', 'MB')
('SL12058-2022-11-01-7067','S295-11','LHeAoY', 'UB')
('AC22517-2022-11-01-7003','A390-1','LWoqZwnWtdVG', 'LB')
('SL04652-2022-11-01-7060','S295-4','onhuE', 'LB')
('AC04652-2022-11-01-7135','A397-7','YW', 'LB')
('AC22517-2022-11-02-7219','A402-1','YHniHxZJaO', 'LB')
('AC12058-2022-11-01-7146','A397-18','NxAUVqqAXEEK', 'SU')
('SL22517-2022-11-02-7177','S300-1','mkXfdaVXCLmpSYvY', 'LB')
('AC22517-2022-11-02-7223','A402-5','lCttUcSagScEyo', 'SL')
('AC12058-2022-11-01-7149','A398-3','MoECSLLkbYpQSX', 'UB')
('SL04652-2022-11-01-7087','S296-7','wVoYTSIgVTdjZ', 'SL')
('SL04652-2022-11-01-7088','S296-8','JiDMaYqUJF', 'SU')
('SL04652-2022-11-01-7089','S296-9','SSHqfrctEsA', 'LB')
('AC22517-2022-11-01-7037','A391-17','prvYbKHjDlqXT', 'SL')
('AC12058-2022-11-01-7165','A399-1','iT', 'LB')
('SL22517-2022-11-02-7188','S300-12','oa', 'LB')
('SL04652-2022-11-02-7192','S300-16','hHBgaIVnRg', 'SU')
('AC04652-2022-11-02-7068','A393-12','MtHkrJil', 'SU')
('AC04652-2022-11-02-7069','A393-13','brzaiNBiCVew', 'LB')
('AC04652-2022-11-02-7070','A393-14','fzUWB', 'LB')
('SL04652-2022-11-02-7194','S300-18','BmmOpRvRUSH', 'MB')
('AC04652-2022-11-01-7173','A399-9','VsCUECpIFURmM', 'UB')
('AC04652-2022-11-02-7073','A393-17','xxmAYhWhxcneEwwc', 'SL')
('SL12058-2022-11-01-7121','S297-17','vKNRJRTODAzxjUjA', 'LB')
('SL12058-2022-11-01-7122','S297-18','mGnXHARcdssxBb', 'MB')
('SL22517-2022-11-01-7062','S295-6','UkpeZcQYIoFtZltn', 'UB')
('SL04652-2022-11-02-7199','S300-23','NWQItkoTnNZvRa', 'SL')
('AC04652-2022-11-01-7175','A399-11','d', 'SL')
('AC22517-2022-11-02-7241','A403-5','l', 'SL')
('AC22517-2022-11-02-7242','A403-6','zmpAeMfQgxY', 'SU')
('SL04652-2022-11-01-7109','S297-5','qVxHuFLhsHB', 'MB')
('SL22517-2022-11-01-7072','S295-16','PNAp', 'SU')
('SL12058-2022-11-01-7133','S298-5','XAwiBpbQwIyhza', 'MB')
('AC04652-2022-11-02-7083','A394-9','uCtmXCnmPFpPUKh', 'UB')
('SL22517-2022-11-01-7077','S295-21','IhK', 'MB')
('AC04652-2022-11-02-7086','A394-12','OSOKKETzna', 'SU')
('SL04652-2022-11-02-7208','S301-8','HcnlNZHhhyf', 'SU')
('SL12058-2022-11-01-7137','S298-9','usrwERPvvTTrYQqj', 'LB')
('AC12058-2022-11-01-7189','A400-7','MKqF', 'LB')
('AC22517-2022-11-01-7058','A393-2','eqECCEVUfTd', 'LB')
('AC04652-2022-11-02-7092','A394-18','LkgzsZ', 'SU')
('AC12058-2022-11-01-7192','A400-10','eX', 'UB')
('AC04652-2022-11-02-7097','A395-5','NpowVJycuqPYb', 'SL')
('AC04652-2022-11-02-7098','A395-6','gCDAXWKck', 'SU')
('AC04652-2022-11-02-7099','A395-7','f', 'LB')
('AC12058-2022-11-01-7195','A400-13','a', 'LB')
('AC22517-2022-11-02-7259','A404-5','GrD', 'SL')
('AC04652-2022-11-02-7132','A397-4','piaeZNeMUOsU', 'UB')
('AC22517-2022-11-01-7100','A395-8','wKGogSTAwNA', 'LB')
('AC22517-2022-11-02-7297','A406-7','SxmR', 'LB')
('AC12058-2022-11-01-7226','A402-8','thZkLPYyqZSQqsS', 'LB')
('AC12058-2022-11-01-7227','A402-9','ILhWfaDSZePcggoK', 'UB')
('AC04652-2022-11-01-7216','A401-16','AMaDuMZcioJj', 'UB')
('SL04652-2022-11-02-7245','S302-21','PKzXwC', 'MB')
('SL04652-2022-11-02-7246','S302-22','UiFpQFeqm', 'UB')
('SL12058-2022-11-01-7186','S300-10','w', 'MB')
('SL22517-2022-11-02-7239','S302-15','nUzAoOPVsrrGMkgQ', 'SL')
('AC04652-2022-11-01-7218','A401-18','Q', 'SU')
('SL22517-2022-11-02-7240','S302-16','g', 'SU')
('AC04652-2022-11-01-7220','A402-2','O', 'LB')
('SL04652-2022-11-02-7254','S303-6','mCQERIkOLOr', 'UB')
('SL12058-2022-11-01-7190','S300-14','c', 'UB')
('AC12058-2022-11-01-7238','A403-2','baKmVza', 'LB')
('AC04652-2022-11-02-7142','A397-14','oyQr', 'LB')
('AC04652-2022-11-01-7225','A402-7','FIfb', 'LB')
('SL12058-2022-11-01-7195','S300-19','LMUBPvysA', 'UB')
('AC04652-2022-11-01-7227','A402-9','yC', 'UB')
('SL22517-2022-11-01-7126','S297-22','NYnLPW', 'UB')
('SL22517-2022-11-02-7247','S302-23','bGLTUg', 'SL')
('SL04652-2022-11-01-7148','S298-20','fcmvJm', 'LB')
('AC22517-2022-11-01-7117','A396-7','ZGp', 'LB')
('AC22517-2022-11-02-7311','A407-3','EEGIxo', 'UB')
('SL22517-2022-11-02-7249','S303-1','zkBGylRCraxNXQz', 'LB')
('SL04652-2022-11-01-7150','S298-22','uhydvtFSfoZU', 'UB')
('SL04652-2022-11-02-7262','S303-14','VeEYAnkxtoSywr', 'UB')
('SL12058-2022-11-01-7200','S300-24','rgCeAHfrmyCs', 'SU')
('AC22517-2022-11-01-7143','A397-15','m', 'UB')
('SL22517-2022-11-01-7161','S299-9','yCimk', 'LB')
('SL04652-2022-11-02-7293','S304-21','yHzeWfOtVSHJVqT', 'MB')
('AC04652-2022-11-02-7170','A399-6','mlvLRq', 'SU')
('SL04652-2022-11-02-7295','S304-23','HUqcaU', 'SL')
('SL04652-2022-11-01-7182','S300-6','PasVVSF', 'UB')
('SL22517-2022-11-01-7165','S299-13','RNzzCtkBNJVj', 'MB')
('SL22517-2022-11-02-7272','S303-24','XDFrGZVnSnXVUBg', 'SU')
('AC04652-2022-11-01-7271','A404-17','mpsbIOyEaOsPFso', 'SL')
('SL04652-2022-11-01-7186','S300-10','ElLbgVhxL', 'MB')
('AC22517-2022-11-02-7348','A409-4','YJuV', 'UB')
('AC22517-2022-11-02-7349','A409-5','ZnhafbqoGPeVZy', 'SL')
('AC04652-2022-11-01-7277','A405-5','QRQd', 'SL')
('AC22517-2022-11-02-7350','A409-6','MLpxPQ', 'SU')
('AC04652-2022-11-02-7179','A399-15','EmiDVUMWUrZZ', 'UB')
('AC04652-2022-11-01-7280','A405-8','cqJLDDfX', 'LB')
('SL04652-2022-11-02-7311','S305-15','pf', 'SL')
('AC04652-2022-11-01-7284','A405-12','HNsmEYDLFmqYDoQ', 'SU')
('SL22517-2022-11-02-7278','S304-6','wy', 'UB')
('SL04652-2022-11-01-7194','S300-18','WQkBPrmKI', 'MB')
('AC04652-2022-11-02-7183','A400-1','hIrChsL', 'LB')
('AC22517-2022-11-01-7192','A400-10','cXJWhgnDI', 'UB')
('SL22517-2022-11-01-7194','S300-18','dcpiUDNWWYLde', 'MB')
('SL12058-2022-11-01-7243','S302-19','SLWZkhpNPjkPKnRd', 'UB')
('SL22517-2022-11-01-7195','S300-19','norhwukuofS', 'UB')
('SL12058-2022-11-01-7244','S302-20','ZMSowVxqzzlUGu', 'LB')
('SL22517-2022-11-01-7196','S300-20','GjNCgn', 'LB')
('AC04652-2022-11-02-7201','A401-1','sc', 'LB')
('SL04652-2022-11-02-7334','S306-14','cBmQCcuw', 'UB')
('AC04652-2022-11-01-7305','A406-15','vVidSQhPtOe', 'UB')
('AC04652-2022-11-01-7306','A406-16','gRMEWFTmMB', 'UB')
('AC04652-2022-11-02-7205','A401-5','TdrPTduZaLvbTdQ', 'SL')
('AC22517-2022-11-01-7195','A400-13','itBkzOLJLntQzJ', 'LB')
('SL22517-2022-11-02-7306','S305-10','z', 'MB')
('AC04652-2022-11-01-7307','A406-17','lVnHfTCsVtKIp', 'SL')
('SL22517-2022-11-01-7199','S300-23','az', 'SL')
('SL04652-2022-11-01-7227','S302-3','vXktUBZeqKGnEZ', 'UB')
('SL22517-2022-11-02-7309','S305-13','wWTGOFWUVKb', 'MB')
('AC04652-2022-11-01-7309','A407-1','ZRAG', 'LB')
('SL22517-2022-11-01-7201','S301-1','zzfVJ', 'LB')
('AC04652-2022-11-01-7311','A407-3','UYTKkYSPihecvIIG', 'UB')
('SL04652-2022-11-02-7339','S306-19','Kf', 'UB')
('AC04652-2022-11-01-7313','A407-5','GFVmjpchHZUf', 'SL')
('SL04652-2022-11-02-7340','S306-20','zQrLyz', 'LB')
('SL22517-2022-11-01-7202','S301-2','hOxrVq', 'MB')
('AC22517-2022-11-02-7398','A411-18','hzXJXmwH', 'SU')
('SL22517-2022-11-02-7314','S305-18','PbokxYxYIX', 'MB')
('AC04652-2022-11-01-7317','A407-9','WvKFcm', 'UB')
('AC22517-2022-11-02-7401','A412-3','xocPJrbyW', 'UB')
('AC22517-2022-11-01-7205','A401-5','QqVBFBJobCEkGPE', 'SL')
('SL22517-2022-11-02-7317','S305-21','xQUm', 'MB')
('SL12058-2022-11-01-7259','S303-11','oxP', 'UB')
('SL12058-2022-11-01-7260','S303-12','SqawGmdSxmpBxbo', 'LB')
('AC22517-2022-11-01-7209','A401-9','CaXTFlq', 'UB')
('AC12058-2022-11-01-7331','A408-5','lmnSefvsjKKBIrPA', 'SL')
('SL04652-2022-11-01-7248','S302-24','vkzvlWGsSBGGVjmv', 'SU')
('AC22517-2022-11-02-7426','A413-10','KlPcbAhRTYPaFgy', 'UB')
('AC04652-2022-11-02-7231','A402-13','dryRAp', 'LB')
('AC22517-2022-11-01-7226','A402-8','CKMPjkJDa', 'LB')
('AC12058-2022-11-01-7335','A408-9','gctSE', 'UB')
('AC04652-2022-11-02-7233','A402-15','QsdOQQHEmKphtAcQ', 'UB')
('AC12058-2022-11-01-7337','A408-11','putA', 'SL')
('SL12058-2022-11-01-7293','S304-21','pAOmjXjouSIWp', 'MB')
('SL12058-2022-11-01-7294','S304-22','SiIkYvU', 'UB')
('AC12058-2022-11-01-7342','A408-16','wnFbhTaMck', 'UB')
('SL04652-2022-11-01-7258','S303-10','WpOZAImRdZdhgT', 'MB')
('SL04652-2022-11-01-7259','S303-11','AEwnnkMNsze', 'UB')
('SL22517-2022-11-02-7345','S307-1','EBwtBDVAzPNW', 'LB')
('SL04652-2022-11-01-7261','S303-13','pNDI', 'MB')
('AC22517-2022-11-02-7443','A414-9','BKLCsBdtgNgmTCG', 'UB')
('SL04652-2022-11-02-7372','S308-4','rTylSMnch', 'LB')
('AC22517-2022-11-02-7446','A414-12','iox', 'SU')
('AC04652-2022-11-01-7360','A409-16','a', 'UB')
('AC12058-2022-11-01-7350','A409-6','bzhzoShXug', 'SU')
('SL22517-2022-11-02-7355','S307-11','AZ', 'UB')
('AC12058-2022-11-01-7361','A409-17','RiJeNAvExPfZFFb', 'SL')
('AC04652-2022-11-02-7288','A405-16','tDQVzElZ', 'UB')
('SL22517-2022-11-01-7262','S303-14','qRgNVtNWRBe', 'UB')
('AC22517-2022-11-01-7280','A405-8','EyhBG', 'LB')
('SL04652-2022-11-02-7394','S309-2','NngryakMG', 'MB')
('SL22517-2022-11-02-7380','S308-12','OVuikQ', 'LB')
('SL22517-2022-11-02-7381','S308-13','StRh', 'MB')
('AC04652-2022-11-01-7403','A412-5','TDUrKvJ', 'SL')
('SL12058-2022-11-01-7344','S306-24','WbiCrtuUK', 'SU')
('AC04652-2022-11-02-7297','A406-7','EPhitLYUJf', 'LB')
('AC22517-2022-11-01-7295','A406-5','ffIv', 'SL')
('SL22517-2022-11-02-7386','S308-18','cxVHtWBcL', 'MB')
('SL22517-2022-11-02-7387','S308-19','WApZvLdkBz', 'UB')
('AC12058-2022-11-01-7390','A411-10','HidEwcLHueZzdSld', 'UB')
('AC04652-2022-11-02-7301','A406-11','N', 'SL')
('SL22517-2022-11-01-7276','S304-4','ODVcrMwRiDGx', 'LB')
('SL22517-2022-11-02-7392','S308-24','Q', 'SU')
('SL04652-2022-11-02-7410','S309-18','PC', 'MB')
('AC12058-2022-11-01-7395','A411-15','HHVLWwFdojyw', 'UB')
('AC04652-2022-11-01-7410','A412-12','RJh', 'SU')
('AC04652-2022-11-01-7411','A412-13','KJIW', 'LB')
('SL04652-2022-11-01-7308','S305-12','NCEYV', 'LB')
('SL04652-2022-11-02-7414','S309-22','dHqWGXQph', 'UB')
('SL22517-2022-11-02-7398','S309-6','oFYV', 'UB')
('AC04652-2022-11-01-7416','A412-18','BhYhDWwhrwSEK', 'SU')
('AC12058-2022-11-01-7402','A412-4','eHhlkT', 'UB')
('SL04652-2022-11-01-7313','S305-17','UqZUNzxULPHhd', 'LB')
('SL12058-2022-11-01-7358','S307-14','cD', 'UB')
('SL22517-2022-11-02-7405','S309-13','eBZBoCyuFppxeBqE', 'MB')
('AC04652-2022-11-01-7421','A413-5','xWfaHP', 'SL')
('SL04652-2022-11-02-7422','S310-6','mlYAluHo', 'UB')
('SL22517-2022-11-01-7288','S304-16','Qk', 'SU')
('SL04652-2022-11-02-7428','S310-12','ChiwUW', 'LB')
('AC22517-2022-11-01-7314','A407-6','bEzwtLUpnbCVxd', 'SU')
('SL04652-2022-11-01-7318','S305-22','xzxXi', 'UB')
('SL04652-2022-11-01-7319','S305-23','GzWUwqETRVFlCVx', 'SL')
('AC22517-2022-11-02-7513','A418-7','gANqn', 'LB')
('AC22517-2022-11-02-7514','A418-8','PsxUuYJYj', 'LB')
('AC22517-2022-11-02-7515','A418-9','Cwuac', 'UB')
('AC04652-2022-11-01-7433','A413-17','o', 'SL')
('AC04652-2022-11-02-7329','A408-3','HRZpwA', 'UB')
('SL22517-2022-11-01-7303','S305-7','AIFfqmgLsC', 'SL')
('AC12058-2022-11-01-7416','A412-18','ttKCDaYPpbox', 'SU')
('SL22517-2022-11-02-7426','S310-10','MMGUXGRQXdBS', 'MB')
('SL12058-2022-11-01-7377','S308-9','ocovQzJW', 'LB')
('SL04652-2022-11-01-7326','S306-6','OI', 'UB')
('SL04652-2022-11-01-7327','S306-7','E', 'SL')
('AC22517-2022-11-01-7329','A408-3','LJWgDdB', 'UB')
('AC22517-2022-11-01-7330','A408-4','NyzftWsFeXeQNFf', 'UB')
('SL12058-2022-11-01-7381','S308-13','jTKDmfilsjZJgVbg', 'MB')
('AC04652-2022-11-01-7437','A414-3','r', 'UB')
('SL04652-2022-11-01-7329','S306-9','UUQwPvPgY', 'LB')
('AC12058-2022-11-01-7421','A413-5','gahzgMBIppliCmN', 'SL')
('AC12058-2022-11-01-7422','A413-6','ESoHLgvQ', 'SU')
('SL04652-2022-11-02-7442','S311-2','jukNwNcOoUt', 'MB')
('SL04652-2022-11-01-7332','S306-12','AKlKlXmxoVp', 'LB')
('AC04652-2022-11-02-7339','A408-13','zwIehBuOKF', 'LB')
('SL22517-2022-11-02-7434','S310-18','NBWKcFL', 'MB')
('SL22517-2022-11-01-7314','S305-18','lmHNMjJshexatkJ', 'MB')
('AC22517-2022-11-01-7338','A408-12','TbiMfKbBi', 'SU')
('SL12058-2022-11-01-7388','S308-20','Xbf', 'LB')
('SL12058-2022-11-01-7389','S308-21','m', 'MB')
('AC12058-2022-11-01-7428','A413-12','iOCwB', 'SU')
('SL22517-2022-11-01-7317','S305-21','vx', 'MB')
('AC04652-2022-11-02-7344','A408-18','FRIeXKtm', 'SU')
('AC22517-2022-11-02-7538','A419-14','FxNOzqXOSABZz', 'LB')
('AC04652-2022-11-02-7348','A409-4','ryRWqnpTqh', 'UB')
('SL04652-2022-11-01-7339','S306-19','EgWbJUmbwSQoRv', 'UB')
('SL12058-2022-11-01-7391','S308-23','PnQFSlO', 'SL')
('SL12058-2022-11-01-7392','S308-24','CYNtZH', 'SU')
('AC04652-2022-11-02-7349','A409-5','nAoxb', 'SL')
('AC22517-2022-11-02-7541','A419-17','IOBd', 'SL')
('AC12058-2022-11-01-7434','A413-18','IWbdeb', 'SU')
('SL22517-2022-11-02-7441','S311-1','OLMxUuQ', 'LB')
('AC04652-2022-11-02-7350','A409-6','kNBRd', 'SU')
('SL04652-2022-11-02-7458','S311-18','HfhAlRtEHsCk', 'MB')
('SL04652-2022-11-01-7343','S306-23','tYXzMcpe', 'SL')
('SL22517-2022-11-01-7326','S306-6','vQJ', 'UB')
('AC12058-2022-11-01-7436','A414-2','AcAWF', 'LB')
('AC22517-2022-11-02-7544','A420-2','mM', 'LB')
('AC22517-2022-11-02-7545','A420-3','YiuwPAemtSif', 'UB')
('AC12058-2022-11-01-7440','A414-6','rjtMPMs', 'SU')
('AC04652-2022-11-01-7455','A415-3','rcolg', 'UB')
('SL04652-2022-11-01-7347','S307-3','ouQgwTj', 'UB')
('SL22517-2022-11-02-7447','S311-7','OlCByRDkeWW', 'SL')
('SL04652-2022-11-01-7349','S307-5','PUL', 'MB')
('AC04652-2022-11-01-7461','A415-9','Q', 'UB')
('SL22517-2022-11-01-7334','S306-14','UhgZDtmpDDPY', 'UB')
('SL22517-2022-11-02-7454','S311-14','et', 'UB')
('SL12058-2022-11-01-7414','S309-22','DrWIBkXbYYHC', 'UB')
('SL12058-2022-11-01-7415','S309-23','AjOgdelBh', 'SL')
('AC04652-2022-11-01-7464','A415-12','aAUMi', 'SU')
('SL04652-2022-11-01-7353','S307-9','EghIXdAP', 'LB')
('AC04652-2022-11-02-7360','A409-16','kMeEFLPHHzpkrQq', 'UB')
('AC04652-2022-11-02-7361','A409-17','yncJN', 'SL')
('SL04652-2022-11-01-7355','S307-11','YldjWJHn', 'UB')
('SL04652-2022-11-02-7474','S312-10','X', 'MB')
('AC22517-2022-11-01-7356','A409-12','jiptWFxIgr', 'SU')
('AC22517-2022-11-02-7569','A421-9','emHWeLstsv', 'UB')
('SL04652-2022-11-02-7482','S312-18','qKrk', 'MB')
('AC22517-2022-11-02-7573','A421-13','vEO', 'LB')
('SL22517-2022-11-01-7346','S307-2','gw', 'MB')
('AC12058-2022-11-01-7466','A415-14','qoNYpwhaJsxA', 'LB')
('AC04652-2022-11-01-7471','A416-1','iVShUvT', 'LB')
('AC22517-2022-11-02-7577','A421-17','WVofJxeawh', 'SL')
('AC22517-2022-11-02-7582','A422-4','GKTQZyMWmEMKsMfH', 'UB')
('AC22517-2022-11-01-7371','A410-9','ND', 'UB')
('AC22517-2022-11-02-7583','A422-5','JcvMZoDyABHB', 'SL')
('AC22517-2022-11-01-7372','A410-10','nPPRPQGnvIoFr', 'UB')
('AC04652-2022-11-01-7475','A416-5','TLyXLNRcSzhaFYU', 'SL')
('SL22517-2022-11-02-7472','S312-8','RmnipOAUZXVus', 'SU')
('AC04652-2022-11-01-7477','A416-7','p', 'LB')
('AC04652-2022-11-01-7478','A416-8','rOqZuIpmgatyC', 'LB')
('SL04652-2022-11-01-7377','S308-9','Yuvwzjeu', 'LB')
('AC12058-2022-11-01-7477','A416-7','xcmLKHl', 'LB')
('AC04652-2022-11-02-7375','A410-13','YrDYsPRDsBuYbZN', 'LB')
('AC22517-2022-11-01-7379','A410-17','mMgbscPutiIlp', 'SL')
('SL04652-2022-11-01-7379','S308-11','jwYYernaJnkL', 'UB')
('AC22517-2022-11-02-7589','A422-11','rVdfjYNuPevdk', 'SL')
('SL04652-2022-11-02-7500','S313-12','Nt', 'LB')
('AC04652-2022-11-02-7378','A410-16','AIPyvcEnRibiTpQ', 'UB')
('AC22517-2022-11-02-7592','A422-14','UNBDfoPyeQHzNHhf', 'LB')
('AC22517-2022-11-01-7381','A411-1','WNdTlRQnnoCJwAy', 'LB')
('AC12058-2022-11-01-7491','A417-3','kLQ', 'UB')
('SL22517-2022-11-02-7485','S312-21','EBGoysLfnNui', 'MB')
('AC22517-2022-11-01-7390','A411-10','MtoBcEJpsWYHLwI', 'UB')
('SL04652-2022-11-02-7506','S313-18','kghNwYlpmLX', 'MB')
('SL22517-2022-11-01-7371','S308-3','lgjEnVfrXVskTn', 'UB')
('SL12058-2022-11-01-7450','S311-10','Dp', 'MB')
