('SL12058-2022-11-01-3','S1-3','nV', 'UB')
('AC04652-2022-11-01-2597','A145-5','GrpFcAECkSMrwZi', 'SL')
('AC12058-2022-11-01-2550','A142-12','KeSyRGFz', 'SU')
('AC04652-2022-11-01-2598','A145-6','sdIJVZRktMvF', 'SU')
('AC04652-2022-11-01-2599','A145-7','hEPUp', 'LB')
('AC22517-2022-11-01-2451','A137-3','Nmx', 'UB')
('SL22517-2022-11-01-2552','S107-8','QDMgFWbb', 'SU')
('AC04652-2022-11-02-2512','A140-10','bVNAHgenFynv', 'UB')
('SL22517-2022-11-02-2573','S108-5','tpXueXDNxi', 'MB')
('AC04652-2022-11-01-2606','A145-14','Dssct', 'LB')
('AC22517-2022-11-02-2590','A144-16','PEqEPseDpVnrRQi', 'UB')
('AC04652-2022-11-01-2640','A147-12','hDtvEpDfsqBG', 'SU')
('SL04652-2022-11-02-2558','S107-14','iuQGpjdtDAUAZil', 'UB')
('SL22517-2022-11-02-2604','S109-12','KPEs', 'LB')
('AC12058-2022-11-01-2590','A144-16','miSHcveCdnSIAUgc', 'UB')
('SL22517-2022-11-02-2606','S109-14','BcJEGByip', 'UB')
('AC04652-2022-11-01-2648','A148-2','N', 'LB')
('AC22517-2022-11-02-2618','A146-8','vTQQyJe', 'LB')
('AC04652-2022-11-02-2547','A142-9','CDJfWTuxi', 'UB')
('AC04652-2022-11-02-2550','A142-12','QulcRgymQVJoo', 'SU')
('SL22517-2022-11-01-2598','S109-6','rivRwmBLlucd', 'UB')
('AC22517-2022-11-02-2623','A146-13','t', 'LB')
('SL22517-2022-11-02-2613','S109-21','nHeKNkUeK', 'MB')
('AC04652-2022-11-01-2660','A148-14','gX', 'LB')
('SL22517-2022-11-02-2616','S109-24','YMFahhzQ', 'SU')
('AC12058-2022-11-01-2599','A145-7','NsliI', 'LB')
('SL22517-2022-11-02-2618','S110-2','LOCERzmHX', 'MB')
('SL12058-2022-11-01-2576','S108-8','jKdwGBAB', 'SU')
('AC04652-2022-11-02-2560','A143-4','jJurHsci', 'UB')
('AC22517-2022-11-01-2494','A139-10','yRxf', 'UB')
('AC22517-2022-11-02-2632','A147-4','wF', 'UB')
('AC12058-2022-11-01-2603','A145-11','TF', 'SL')
('AC12058-2022-11-01-2607','A145-15','KmtcW', 'UB')
('AC22517-2022-11-01-2499','A139-15','wT', 'UB')
('SL12058-2022-11-01-2588','S108-20','wLx', 'LB')
('AC12058-2022-11-01-2613','A146-3','aegiCQuqsNGZn', 'UB')
('AC22517-2022-11-01-2506','A140-4','FOglyIXbuvGL', 'UB')
('AC04652-2022-11-01-2678','A149-14','PjXP', 'LB')
('AC22517-2022-11-01-2511','A140-9','hcCRUQP', 'UB')
('AC04652-2022-11-01-2680','A149-16','bvlCmM', 'UB')
('SL04652-2022-11-02-2595','S109-3','NcPChoc', 'UB')
('AC12058-2022-11-01-2620','A146-10','nbIqMVGqnJPB', 'UB')
('AC22517-2022-11-02-2652','A148-6','MLZirrfQ', 'SU')
('SL12058-2022-11-01-2600','S109-8','NGDNQK', 'SU')
('AC22517-2022-11-02-2655','A148-9','GklPDLAqsZRUu', 'UB')
('AC04652-2022-11-01-2687','A150-5','nIHIUrrq', 'SL')
('AC04652-2022-11-01-2688','A150-6','OVGDtEqS', 'SU')
('AC12058-2022-11-01-2628','A146-18','cdJx', 'SU')
('SL04652-2022-11-01-2655','S111-15','pJNI', 'SL')
('AC04652-2022-11-02-2585','A144-11','UiotT', 'SL')
('SL12058-2022-11-01-2608','S109-16','sXCrfGiXkhsQy', 'SU')
('SL22517-2022-11-01-2635','S110-19','hwLueqVqt', 'UB')
('AC22517-2022-11-02-2665','A149-1','OLydiq', 'LB')
('AC04652-2022-11-01-2724','A152-6','TBs', 'SU')
('SL04652-2022-11-01-2730','S114-18','lJqPU', 'MB')
('SL22517-2022-11-01-2715','S114-3','LVTcFYJ', 'UB')
('SL04652-2022-11-01-2734','S114-22','oeoZRP', 'UB')
('SL12058-2022-11-01-2690','S113-2','uoq', 'MB')
('SL22517-2022-11-02-2774','S116-14','WDIchkMYff', 'UB')
('SL04652-2022-11-01-2775','S116-15','xZkMI', 'SL')
('SL04652-2022-11-02-2711','S113-23','htYVqTaMJncQsxK', 'SL')
('AC22517-2022-11-02-2771','A154-17','SsKCNaPt', 'SL')
('AC12058-2022-11-01-2744','A153-8','FXePRhiGbgIA', 'LB')
('SL22517-2022-11-02-2777','S116-17','NTFIikly', 'LB')
('SL04652-2022-11-01-2782','S116-22','RB', 'UB')
('AC22517-2022-11-01-2620','A146-10','zqsEgXjRI', 'UB')
('SL04652-2022-11-01-2783','S116-23','MuFDytnANvy', 'SL')
('SL04652-2022-11-01-2784','S116-24','fKoMNucaDM', 'SU')
('SL22517-2022-11-02-2780','S116-20','Oc', 'LB')
('AC04652-2022-11-02-2724','A152-6','YNgsuegYQhKZQ', 'SU')
('AC22517-2022-11-02-2783','A155-11','DZWKKj', 'SL')
('SL22517-2022-11-02-2811','S118-3','UzFMxmlzmkW', 'UB')
('AC04652-2022-11-01-2836','A158-10','FXG', 'UB')
('SL22517-2022-11-01-2791','S117-7','ZSdFfoysdiB', 'SL')
('AC04652-2022-11-01-2839','A158-13','xZzpleZdwhzG', 'LB')
('SL04652-2022-11-01-2815','S118-7','Vrr', 'SL')
('AC12058-2022-11-01-2776','A155-4','jyj', 'UB')
('AC22517-2022-11-02-2816','A157-8','eHKzOxnGtiv', 'LB')
('SL04652-2022-11-01-2819','S118-11','Jf', 'UB')
('SL22517-2022-11-02-2822','S118-14','ukaSrjaDfaI', 'UB')
('SL22517-2022-11-01-2806','S117-22','APKoHFLOaePOzKT', 'UB')
('AC22517-2022-11-01-2660','A148-14','LjvKOFt', 'LB')
('SL22517-2022-11-02-2826','S118-18','xAQuG', 'MB')
('AC04652-2022-11-01-2850','A159-6','UaA', 'SU')
('AC22517-2022-11-01-2662','A148-16','MKK', 'UB')
('AC12058-2022-11-01-2787','A155-15','UUmfnFBAsgFzUf', 'UB')
('AC22517-2022-11-01-2667','A149-3','nyZx', 'UB')
('AC22517-2022-11-02-2868','A160-6','CBzkGZSEKsoAHBLd', 'SU')
('SL12058-2022-11-01-2811','S118-3','YmGSawtUK', 'UB')
('AC22517-2022-11-02-2871','A160-9','OJUTvoUEEan', 'UB')
('AC22517-2022-11-02-2881','A161-1','mUYa', 'LB')
('AC04652-2022-11-01-2888','A161-8','TDNAWjJvwYXT', 'LB')
('SL22517-2022-11-01-2850','S119-18','axWc', 'MB')
('AC12058-2022-11-01-2832','A158-6','rYq', 'SU')
('SL12058-2022-11-01-2830','S118-22','LAUbZft', 'UB')
('SL12058-2022-11-01-2831','S118-23','WzayOiTbPPiiBt', 'SL')
('SL04652-2022-11-02-2803','S117-19','zDdVyDNrwEnhkSI', 'UB')
('AC12058-2022-11-01-2835','A158-9','hwxcedusMy', 'UB')
('AC12058-2022-11-01-2836','A158-10','DCjivKAmeNNvTBs', 'UB')
('AC22517-2022-11-01-2700','A150-18','OepsZkcy', 'SU')
('AC04652-2022-11-02-2818','A157-10','HFdfrtFVuN', 'UB')
('AC22517-2022-11-01-2701','A151-1','XW', 'LB')
('AC04652-2022-11-01-2900','A162-2','XIUf', 'LB')
('AC22517-2022-11-02-2898','A161-18','quDMHWQc', 'SU')
('SL22517-2022-11-02-2895','S121-15','zsNVtqBruSSZ', 'SL')
('AC04652-2022-11-01-2904','A162-6','NiKJUvzvXR', 'SU')
('SL04652-2022-11-01-2884','S121-4','HhviSlxA', 'LB')
('AC12058-2022-11-01-2845','A159-1','GdFQzVYIo', 'LB')
('SL04652-2022-11-02-2814','S118-6','MdTsNlKQK', 'UB')
('SL22517-2022-11-01-2871','S120-15','VM', 'SL')
('SL12058-2022-11-01-2877','S120-21','RDQxu', 'MB')
('SL22517-2022-11-02-2965','S124-13','ngqQTDcOlnjUq', 'MB')
('SL04652-2022-11-02-2867','S120-11','wgJgDlcEILt', 'UB')
('SL12058-2022-11-01-2911','S122-7','BmmsLYPKm', 'SL')
('AC22517-2022-11-02-2984','A166-14','DHtWhQtiBykTVoV', 'LB')
('AC22517-2022-11-02-2986','A166-16','EsNFffmQubWCeai', 'UB')
('SL22517-2022-11-01-2940','S123-12','NXOm', 'LB')
('AC22517-2022-11-02-3009','A168-3','whCHmRkHA', 'UB')
('SL22517-2022-11-01-2958','S124-6','mFn', 'UB')
('SL04652-2022-11-01-2985','S125-9','tTVOiMkNPeqHGRa', 'LB')
('SL22517-2022-11-02-3002','S126-2','ymsQ', 'MB')
('AC12058-2022-11-01-2947','A164-13','cRQk', 'LB')
('SL04652-2022-11-01-2987','S125-11','bjywsVudtSC', 'UB')
('AC04652-2022-11-01-2985','A166-15','LjmeQIlpS', 'UB')
('SL04652-2022-11-01-2988','S125-12','NDoCGJmMxSkFaSva', 'LB')
('AC22517-2022-11-02-3056','A170-14','YBt', 'LB')
('SL22517-2022-11-01-3002','S126-2','TzMfIun', 'MB')
('SL22517-2022-11-01-3003','S126-3','kGRwrygNNfn', 'UB')
('SL22517-2022-11-02-3050','S128-2','e', 'MB')
('SL04652-2022-11-02-2944','S123-16','vvHeUOWbyY', 'SU')
('AC22517-2022-11-01-2845','A159-1','BPNOdvPnd', 'LB')
('AC04652-2022-11-01-3039','A169-15','THGIXVi', 'UB')
('AC22517-2022-11-01-2858','A159-14','smNE', 'LB')
('SL04652-2022-11-02-2958','S124-6','lMHSGlhOlCeLEUvJ', 'UB')
('SL04652-2022-11-02-2959','S124-7','BDBXQIbKsbKKiw', 'SL')
('AC22517-2022-11-02-3093','A172-15','zB', 'UB')
('SL04652-2022-11-01-3050','S128-2','ESliQfCrRRiQmdn', 'MB')
('AC22517-2022-11-02-3101','A173-5','ZzBtbjafersfN', 'SL')
('AC04652-2022-11-02-3014','A168-8','AmEEUVEFAVxyC', 'LB')
('SL04652-2022-11-01-3053','S128-5','vQUmzqi', 'MB')
('SL22517-2022-11-01-3051','S128-3','GsLQXZJHBVnYzi', 'UB')
('SL12058-2022-11-01-3047','S127-23','Ccqn', 'SL')
('SL22517-2022-11-02-3113','S130-17','gBXMCf', 'LB')
('AC04652-2022-11-02-3046','A170-4','hHptHE', 'UB')
('SL22517-2022-11-01-3082','S129-10','kuTgVGVpsCdtyW', 'MB')
('SL04652-2022-11-02-3020','S126-20','lqlt', 'LB')
('SL04652-2022-11-01-3097','S130-1','wdSqtSDPqimLIkOK', 'LB')
('SL22517-2022-11-02-3120','S130-24','WhxyecHPnGmla', 'SU')
('SL12058-2022-11-01-3053','S128-5','PRMUylfVvLIldne', 'MB')
('AC22517-2022-11-01-2922','A163-6','H', 'SU')
('AC22517-2022-11-01-2924','A163-8','ZcKzfXMZLazGO', 'LB')
('SL12058-2022-11-01-3059','S128-11','ExgmC', 'UB')
('AC04652-2022-11-01-3103','A173-7','Xfz', 'LB')
('SL04652-2022-11-01-3110','S130-14','J', 'UB')
('SL22517-2022-11-01-3096','S129-24','UyjTN', 'SU')
('SL04652-2022-11-01-3117','S130-21','jAwLVfkz', 'MB')
('AC22517-2022-11-01-2937','A164-3','mZGkYUWHdmiMEBw', 'UB')
('AC22517-2022-11-01-2941','A164-7','paQJD', 'LB')
('AC04652-2022-11-02-3077','A171-17','UlYpFzsO', 'SL')
('SL12058-2022-11-01-3086','S129-14','dMkNQYzjlauoN', 'UB')
('AC22517-2022-11-01-2976','A166-6','qYbvMjcmaaMme', 'SU')
('SL04652-2022-11-02-3085','S129-13','tpkmIdMCnfox', 'MB')
('SL22517-2022-11-01-3135','S131-15','vizr', 'SL')
('AC04652-2022-11-02-3107','A173-11','wYvSGQEsfeSOf', 'SL')
('SL22517-2022-11-01-3140','S131-20','wCNxZCCrThMJEdq', 'LB')
('SL22517-2022-11-02-3178','S133-10','nSywGnmdM', 'MB')
('AC04652-2022-11-01-3143','A175-11','n', 'SL')
('AC04652-2022-11-01-3144','A175-12','GGFvti', 'SU')
('SL22517-2022-11-02-3183','S133-15','voWsNlxQg', 'SL')
('SL22517-2022-11-02-3185','S133-17','P', 'LB')
('AC22517-2022-11-01-2994','A167-6','XYKimMgyhohuQta', 'SU')
('SL22517-2022-11-02-3209','S134-17','jIsDAgrAATCTqc', 'LB')
('AC04652-2022-11-01-3172','A177-4','fuyEuswYRXZvhWqr', 'UB')
('AC04652-2022-11-01-3174','A177-6','Rg', 'SU')
('AC04652-2022-11-02-3151','A176-1','RLgBMnNPZnc', 'LB')
('AC04652-2022-11-01-3183','A177-15','SOLzNIaoz', 'UB')
('SL04652-2022-11-01-3197','S134-5','TMVnr', 'MB')
('SL04652-2022-11-01-3198','S134-6','PNx', 'UB')
('SL22517-2022-11-02-3218','S135-2','gcAB', 'MB')
('SL04652-2022-11-01-3200','S134-8','KujiNx', 'SU')
('SL12058-2022-11-01-3128','S131-8','HixLLXPOYcwH', 'SU')
('AC04652-2022-11-01-3189','A178-3','lXykTn', 'UB')
('AC22517-2022-11-01-3040','A169-16','yu', 'UB')
('SL22517-2022-11-02-3222','S135-6','Bvv', 'UB')
('SL22517-2022-11-01-3200','S134-8','QhEFyKeNcGt', 'SU')
('SL04652-2022-11-02-3145','S132-1','uuNIAsElbCLq', 'LB')
('SL04652-2022-11-01-3211','S134-19','RWmXrGFVhdxIaL', 'UB')
('AC12058-2022-11-01-3183','A177-15','qIIdAGeGHFYSWxD', 'UB')
('AC04652-2022-11-01-3200','A178-14','nTXirWBX', 'LB')
('AC04652-2022-11-01-3201','A178-15','IYUmxBrPCkekEGtd', 'UB')
('SL12058-2022-11-01-3134','S131-14','VUJQsgWCuVZDG', 'UB')
('AC12058-2022-11-01-3186','A177-18','hS', 'SU')
('AC22517-2022-11-02-3255','A181-15','R', 'UB')
('AC22517-2022-11-01-3049','A170-7','WgpJnR', 'LB')
('AC22517-2022-11-02-3256','A181-16','brIWLtccnHcTRPS', 'UB')
('SL04652-2022-11-01-3221','S135-5','oSdUYQPuDwdMhtqK', 'MB')
('SL22517-2022-11-02-3234','S135-18','VZem', 'MB')
('AC22517-2022-11-01-3052','A170-10','c', 'UB')
('SL04652-2022-11-01-3223','S135-7','bSoSHbqonWGdaRk', 'SL')
('AC22517-2022-11-02-3257','A181-17','hq', 'SL')
('AC22517-2022-11-01-3056','A170-14','azgxbYD', 'LB')
('AC22517-2022-11-01-3064','A171-4','YxtAjQYbKTTZItM', 'UB')
('AC22517-2022-11-01-3065','A171-5','tYNqpHrLFVxIR', 'SL')
('AC04652-2022-11-01-3211','A179-7','KJuScL', 'LB')
('AC04652-2022-11-02-3177','A177-9','mFhPcdJePQnbk', 'UB')
('SL22517-2022-11-01-3221','S135-5','xStYwZKzpllxPTn', 'MB')
('AC22517-2022-11-01-3076','A171-16','L', 'UB')
('AC12058-2022-11-01-3213','A179-9','CkFiiKx', 'UB')
('SL12058-2022-11-01-3165','S132-21','FlXWounluwWLJv', 'MB')
('SL22517-2022-11-01-3239','S135-23','zhFDvAGtKPugjv', 'SL')
('SL22517-2022-11-02-3268','S137-4','nOy', 'LB')
('SL22517-2022-11-02-3275','S137-11','xLbqo', 'UB')
('AC22517-2022-11-01-3100','A173-4','BXarayC', 'UB')
('SL22517-2022-11-01-3244','S136-4','OYotwWdGlqvE', 'LB')
('SL04652-2022-11-01-3272','S137-8','RCZ', 'SU')
('AC04652-2022-11-02-3212','A179-8','kjtIqVyjlzbCruLE', 'LB')
('AC22517-2022-11-02-3305','A184-11','WizYCOp', 'SL')
('AC12058-2022-11-01-3240','A180-18','uoambzQNxUT', 'SU')
('SL12058-2022-11-01-3189','S133-21','xYMicIFtzAlFxFR', 'MB')
('SL12058-2022-11-01-3190','S133-22','hhyW', 'UB')
('SL04652-2022-11-01-3277','S137-13','sAvXpDnnPwJCIVNI', 'MB')
('AC22517-2022-11-01-3121','A174-7','PHjUxqicBR', 'LB')
('SL04652-2022-11-02-3204','S134-12','fcXXhqLCIq', 'LB')
('AC04652-2022-11-02-3218','A179-14','sO', 'LB')
('SL22517-2022-11-02-3297','S138-9','H', 'LB')
('SL12058-2022-11-01-3199','S134-7','A', 'SL')
('AC04652-2022-11-02-3220','A179-16','jcaYGVil', 'UB')
('AC22517-2022-11-02-3314','A185-2','c', 'LB')
('AC04652-2022-11-01-3257','A181-17','ocLAU', 'SL')
('AC04652-2022-11-01-3262','A182-4','bFKwulavpLSHED', 'UB')
('SL04652-2022-11-01-3291','S138-3','JYNk', 'UB')
('AC22517-2022-11-02-3324','A185-12','KQwzaJqd', 'SU')
('SL04652-2022-11-01-3295','S138-7','sSyuxGMvz', 'SL')
('SL22517-2022-11-01-3274','S137-10','URMAhxXMz', 'MB')
('SL22517-2022-11-01-3303','S138-15','IRVARWP', 'SL')
('SL22517-2022-11-01-3304','S138-16','gQXhWYLrY', 'SU')
('SL04652-2022-11-02-3249','S136-9','k', 'LB')
('SL22517-2022-11-02-3349','S140-13','L', 'MB')
('AC04652-2022-11-02-3267','A182-9','zlQjNNkTqwpdluYJ', 'UB')
('AC22517-2022-11-01-3166','A176-16','vjg', 'UB')
('AC22517-2022-11-01-3168','A176-18','L', 'SU')
('AC22517-2022-11-01-3171','A177-3','IuAM', 'UB')
('AC22517-2022-11-02-3377','A188-11','h', 'SL')
('SL22517-2022-11-01-3350','S140-14','KiVVXfpxJuP', 'UB')
('SL04652-2022-11-02-3294','S138-6','rBrbZdFSTZmYGoym', 'UB')
('AC04652-2022-11-01-3361','A187-13','NQ', 'LB')
('SL04652-2022-11-01-3381','S141-21','rMaQWGAwhXct', 'MB')
('SL04652-2022-11-01-3382','S141-22','abARRxBC', 'UB')
('SL22517-2022-11-01-3362','S141-2','BNFNwrKgF', 'MB')
('AC22517-2022-11-02-3416','A190-14','qVDgCIbGxfUs', 'LB')
('AC12058-2022-11-01-3358','A187-10','QbFeBRewcWLokMe', 'UB')
('AC12058-2022-11-01-3359','A187-11','lZb', 'SL')
('AC04652-2022-11-01-3374','A188-8','xAQzmfqmvIys', 'LB')
('AC22517-2022-11-01-3227','A180-5','WYQlNvjcgaLH', 'SL')
('AC12058-2022-11-01-3367','A188-1','NLAqgpxbrHI', 'LB')
('SL22517-2022-11-01-3371','S141-11','JIubzc', 'UB')
('SL04652-2022-11-02-3312','S138-24','Bn', 'SU')
('SL04652-2022-11-01-3399','S142-15','ANVPlBKKZ', 'SL')
('SL04652-2022-11-02-3314','S139-2','DN', 'MB')
('AC04652-2022-11-01-3383','A188-17','ivWAecFOPasF', 'SL')
('AC22517-2022-11-02-3436','A191-16','rYUcSDQwdSsIXC', 'UB')
('SL22517-2022-11-01-3379','S141-19','TQuYqhQuCH', 'UB')
('SL12058-2022-11-01-3324','S139-12','XMv', 'LB')
('AC04652-2022-11-02-3335','A186-5','QBFNeYycrSc', 'SL')
('AC12058-2022-11-01-3379','A188-13','CaRoJPRug', 'LB')
('SL22517-2022-11-02-3462','S145-6','IxifDpgnvuDABAmu', 'UB')
('AC22517-2022-11-01-3266','A182-8','PwjlxOWVjWt', 'LB')
('AC12058-2022-11-01-3420','A190-18','zWGTZSncXmB', 'SU')
('SL22517-2022-11-02-3467','S145-11','j', 'UB')
('SL04652-2022-11-02-3364','S141-4','jnD', 'LB')
('AC12058-2022-11-01-3425','A191-5','FvuZnHeNyhzJM', 'SL')
('SL04652-2022-11-01-3448','S144-16','RqyMOkDNGmJ', 'SU')
('SL12058-2022-11-01-3377','S141-17','JlueiI', 'LB')
('AC22517-2022-11-01-3271','A182-13','WeD', 'LB')
('SL22517-2022-11-02-3482','S146-2','iqzxvhVFdnHWzV', 'MB')
('SL04652-2022-11-01-3457','S145-1','rszUuGLQ', 'LB')
('AC04652-2022-11-01-3438','A191-18','zfpOWupJZ', 'SU')
('SL04652-2022-11-01-3460','S145-4','ulsNCqOHFEayY', 'LB')
('AC12058-2022-11-01-3445','A192-7','HkNs', 'LB')
('SL12058-2022-11-01-3393','S142-9','SxfXkcdCwql', 'LB')
('SL12058-2022-11-01-3394','S142-10','VYegtLVDQZeSE', 'MB')
('AC12058-2022-11-01-3451','A192-13','QwTXpxdYuKpNjJB', 'LB')
('AC04652-2022-11-01-3458','A193-2','CgdXzkiA', 'LB')
('AC04652-2022-11-01-3459','A193-3','WnGdI', 'UB')
('AC22517-2022-11-02-3515','A196-5','oTSYvBZB', 'SL')
('AC04652-2022-11-01-3463','A193-7','cfAdDEd', 'LB')
('SL22517-2022-11-02-3546','S148-18','YbprRGjmMrORcN', 'MB')
('SL12058-2022-11-01-3472','S145-16','tlYSYLpLTKhSP', 'SU')
('AC22517-2022-11-02-3583','A200-1','fOWUqSYtYktU', 'LB')
('AC22517-2022-11-01-3353','A187-5','QeVWRFpMzW', 'SL')
('AC12058-2022-11-01-3525','A196-15','qbeDUxhFFnvrnVMY', 'UB')
('AC04652-2022-11-02-3455','A192-17','gToDNNJtIRFlFMs', 'SL')
('SL04652-2022-11-01-3546','S148-18','loWIwdqPbZ', 'MB')
('AC22517-2022-11-02-3589','A200-7','DOBa', 'LB')
('SL22517-2022-11-02-3601','S151-1','gyFGZIcU', 'LB')
('SL04652-2022-11-01-3549','S148-21','AolLaWRpcoJYz', 'MB')
('SL04652-2022-11-02-3460','S145-4','cHcmoXnqgUWl', 'LB')
('SL22517-2022-11-01-3517','S147-13','dQXF', 'MB')
('SL12058-2022-11-01-3489','S146-9','xSRibxXyQDSatq', 'LB')
('SL04652-2022-11-02-3473','S145-17','CvRrlNWVh', 'LB')
('SL22517-2022-11-01-3575','S149-23','hfhwyRS', 'SL')
('AC22517-2022-11-01-3434','A191-14','WmtdlTagZaRnBs', 'LB')
('SL12058-2022-11-01-3554','S149-2','sdrzhmsjMvyPfTX', 'MB')
('AC22517-2022-11-01-3436','A191-16','OmYSOIAUorwOfQ', 'UB')
('AC04652-2022-11-02-3529','A197-1','NwTSxVErBwqFyb', 'LB')
('SL12058-2022-11-01-3562','S149-10','Gnjlxa', 'MB')
('SL04652-2022-11-01-3613','S151-13','skxvkoyEqtrtnYw', 'MB')
('SL22517-2022-11-02-3671','S153-23','EpN', 'SL')
('SL04652-2022-11-02-3532','S148-4','DUJ', 'LB')
('SL04652-2022-11-01-3616','S151-16','nDRbZWbEv', 'SU')
('SL04652-2022-11-01-3617','S151-17','HTQBGzBTfOBNVGz', 'LB')
('SL12058-2022-11-01-3569','S149-17','d', 'LB')
('SL04652-2022-11-02-3538','S148-10','FssofeRRbYZNAFr', 'MB')
('SL22517-2022-11-01-3611','S151-11','wEPRQLJJkW', 'UB')
('SL12058-2022-11-01-3573','S149-21','dAjRuaxcNZnBcY', 'MB')
('AC04652-2022-11-01-3617','A201-17','oascCifgE', 'SL')
('AC04652-2022-11-01-3618','A201-18','tZoZIDOF', 'SU')
('AC22517-2022-11-02-3675','A205-3','ljDJNecCFg', 'UB')
('AC04652-2022-11-02-3547','A198-1','ZmqxVCI', 'LB')
('AC04652-2022-11-02-3548','A198-2','IWdoFKpxXzGe', 'LB')
('SL04652-2022-11-02-3546','S148-18','zOBdklhHvTWQictv', 'MB')
('SL12058-2022-11-01-3581','S150-5','wrBtXEIsmyiWZv', 'MB')
('AC12058-2022-11-01-3635','A202-17','BTTrCyM', 'SL')
('AC04652-2022-11-02-3553','A198-7','rji', 'LB')
('AC22517-2022-11-02-3683','A205-11','eloV', 'SL')
('AC12058-2022-11-01-3639','A203-3','FSXjTGBBRPY', 'UB')
('SL04652-2022-11-02-3554','S149-2','xzSvWfaRMeVTAlY', 'MB')
('AC04652-2022-11-02-3556','A198-10','syDOBzZnufxOQ', 'UB')
('AC22517-2022-11-01-3465','A193-9','VNopaCKXySjBMlT', 'UB')
('AC22517-2022-11-01-3466','A193-10','dZXt', 'UB')
('AC04652-2022-11-02-3559','A198-13','TZUHeRNqHAAtFmDJ', 'LB')
('SL12058-2022-11-01-3597','S150-21','eHpA', 'MB')
('AC22517-2022-11-02-3701','A206-11','Oux', 'SL')
('SL22517-2022-11-01-3634','S152-10','JoRizppsNR', 'MB')
('AC22517-2022-11-01-3481','A194-7','zZhXvYUrkkPSP', 'LB')
('AC04652-2022-11-01-3639','A203-3','AWRKoPPWWR', 'UB')
('SL12058-2022-11-01-3612','S151-12','vM', 'LB')
('SL04652-2022-11-01-3653','S153-5','REkksVidGs', 'MB')
('AC22517-2022-11-01-3485','A194-11','my', 'SL')
('AC12058-2022-11-01-3661','A204-7','QOkScz', 'LB')
('SL22517-2022-11-01-3639','S152-15','rKy', 'SL')
('SL22517-2022-11-02-3710','S155-14','SEzH', 'UB')
('AC22517-2022-11-02-3712','A207-4','qDGPizIDThbwb', 'UB')
('AC22517-2022-11-01-3491','A194-17','xxbAHyVO', 'SL')
('AC04652-2022-11-02-3581','A199-17','rlSgnlYL', 'SL')
('AC22517-2022-11-01-3495','A195-3','ouJnpltxeEP', 'UB')
('AC22517-2022-11-01-3496','A195-4','QObFd', 'UB')
('AC04652-2022-11-02-3583','A200-1','fY', 'LB')
('SL04652-2022-11-01-3660','S153-12','OZPGNAdLxXCXPFPt', 'LB')
('AC12058-2022-11-01-3671','A204-17','KBpBByxGcBUFr', 'SL')
('SL12058-2022-11-01-3626','S152-2','Q', 'MB')
('SL12058-2022-11-01-3630','S152-6','QBYsudVvwtgDoq', 'UB')
('AC12058-2022-11-01-3676','A205-4','y', 'UB')
('SL12058-2022-11-01-3633','S152-9','bHcnbOwAvk', 'LB')
('AC12058-2022-11-01-3677','A205-5','vDjmwtRTgYunNaIV', 'SL')
('AC12058-2022-11-01-3678','A205-6','q', 'SU')
('SL04652-2022-11-01-3674','S154-2','CIrr', 'MB')
('SL12058-2022-11-01-3640','S152-16','pmtUwhKDPgYTqeg', 'SU')
('AC04652-2022-11-02-3626','A202-8','cHocbGiNEYeeI', 'LB')
('AC04652-2022-11-01-3694','A206-4','BkbWyiFOcglHn', 'UB')
('SL22517-2022-11-01-3692','S154-20','NariMDv', 'LB')
('AC22517-2022-11-01-3548','A198-2','gthJ', 'LB')
('AC04652-2022-11-02-3627','A202-9','UtY', 'UB')
('SL04652-2022-11-02-3639','S152-15','iqzJqvRpRSrgG', 'SL')
('AC22517-2022-11-02-3777','A210-15','zCgiNTcbxSL', 'UB')
('AC04652-2022-11-01-3697','A206-7','FTqVeCAN', 'LB')
('AC04652-2022-11-02-3631','A202-13','yqZH', 'LB')
('SL22517-2022-11-01-3694','S154-22','ZoxbOGpI', 'UB')
('AC04652-2022-11-01-3700','A206-10','pnjdBPXtNBl', 'UB')
('AC12058-2022-11-01-3729','A208-3','uALVeHHKYnNdP', 'UB')
('AC04652-2022-11-01-3722','A207-14','t', 'LB')
('SL12058-2022-11-01-3685','S154-13','MAYlNrcsse', 'MB')
('AC04652-2022-11-02-3648','A203-12','gbGjZwidcJoYjK', 'SU')
('SL22517-2022-11-01-3719','S155-23','NVTYQPznbkmZnM', 'SL')
('AC04652-2022-11-01-3731','A208-5','Z', 'SL')
('SL04652-2022-11-02-3673','S154-1','fwoMWqXtA', 'LB')
('AC22517-2022-11-01-3579','A199-15','LzlXfdDzfOqnywVR', 'UB')
('SL12058-2022-11-01-3701','S155-5','VkxixLGTnmhKk', 'MB')
('SL12058-2022-11-01-3702','S155-6','JdIsnyHDhZvepMFq', 'UB')
('AC04652-2022-11-02-3666','A204-12','DRqkwB', 'SU')
('SL22517-2022-11-02-3801','S159-9','Djlu', 'LB')
('AC22517-2022-11-01-3584','A200-2','DIwOkJ', 'LB')
('AC04652-2022-11-01-3744','A208-18','XnDpqbuMvLsDKjLT', 'SU')
('SL04652-2022-11-02-3684','S154-12','HzKwSEp', 'LB')
('AC04652-2022-11-02-3671','A204-17','yfhsdaIIJAShH', 'SL')
('AC22517-2022-11-01-3594','A200-12','elGhIMVgbibQrYc', 'SU')
('AC22517-2022-11-01-3595','A200-13','QjXArw', 'LB')
